SUA_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
4008,40,562,39,0,636,35,552,52,0,643,101,1235,115,6,1450,124,990,91,0,1207,235,1181,145,0,1556,230,1243,117,0,1593,131,854,59,0,1045,69,472,55,0,593,21,150,24,0,190,982,7240,694,6,8920,39,486,49,0,575,41,517,41,0,599,159,1093,103,0,1348,207,896,89,0,1190,331,1026,84,0,1437,324,1027,94,0,1441,163,812,72,5,1045,78,652,77,0,799,8,211,37,0,258,1340,6702,638,10,8695,75,1049,89,0,1210,72,1076,97,0,1245,259,2320,212,9,2800,329,1878,182,0,2391,566,2203,231,0,2992,555,2270,208,0,3040,299,1660,128,7,2086,148,1120,126,0,1396,26,354,59,0,444,2321,13941,1331,11,17614
5000,402,6140,1089,8,7635,368,6266,1936,167,8728,1074,17201,7038,362,25676,1670,18130,7261,206,27268,2265,19470,6847,142,28721,2610,20353,5150,86,28195,1844,16992,2533,41,21411,775,6837,1056,4,8683,182,1455,305,3,1944,11187,112846,33209,1020,158262,355,5487,971,7,6820,428,5131,1105,96,6764,1429,13859,2734,229,18253,2287,13805,2427,57,18575,3135,14342,2504,29,20019,3816,16545,2422,45,22826,2364,13970,1800,33,18167,783,5881,1017,9,7691,126,1874,414,7,2419,14719,90903,15391,514,121528,760,11622,2062,14,14459,791,11397,3038,260,15493,2497,31059,9771,593,43929,3958,31937,9688,263,45840,5402,33818,9353,171,48735,6419,36896,7571,125,51021,4207,30964,4339,77,39579,1560,12726,2067,18,16368,304,3336,719,12,4366,25904,203747,48609,1532,279792
5001,54,1011,76,0,1146,39,726,70,8,845,94,1588,250,4,1936,162,1443,206,9,1817,256,1613,159,0,2034,341,1715,127,3,2180,227,1642,111,0,1986,131,955,69,4,1162,62,366,41,0,471,1373,11062,1108,27,13564,56,930,57,0,1046,43,683,49,0,779,181,1569,101,4,1853,326,1579,97,0,2006,461,1762,96,0,2318,563,1807,111,3,2490,364,1679,118,0,2158,207,1129,105,0,1437,44,523,74,0,644,2252,11664,799,19,14731,114,1944,131,0,2190,85,1410,123,6,1621,273,3152,347,13,3791,486,3027,309,6,3822,717,3378,251,0,4350,911,3522,235,11,4668,592,3316,229,0,4141,336,2083,170,3,2598,107,890,120,0,1110,3621,22720,1907,47,28296
5002,16,301,77,0,386,21,310,93,9,432,43,961,240,33,1276,87,999,233,6,1324,83,949,249,0,1285,69,993,238,6,1297,74,1138,160,7,1374,31,397,81,0,503,5,39,15,0,56,411,6090,1388,55,7936,16,331,89,0,438,20,394,93,19,515,101,1300,342,37,1778,126,1182,239,6,1559,139,941,222,3,1309,179,1094,248,0,1526,112,1018,176,8,1314,27,285,63,0,375,0,40,15,0,56,728,6590,1490,74,8879,30,635,168,0,829,36,698,188,25,947,145,2258,583,67,3059,212,2188,470,12,2885,220,1894,474,5,2594,248,2085,486,9,2824,182,2157,337,12,2687,52,689,151,0,882,6,84,26,0,111,1131,12682,2870,123,16818
5003,87,2140,122,4,2351,78,1712,160,0,1948,224,3730,452,14,4419,401,3887,417,9,4714,479,3785,325,6,4591,599,3512,231,5,4347,422,2848,201,0,3476,202,1491,116,3,1808,44,438,91,0,569,2533,23535,2113,44,28217,127,2139,107,0,2373,106,1678,93,0,1875,400,4058,278,7,4746,759,4108,218,4,5091,942,3918,204,6,5072,1094,3435,175,7,4711,618,2992,169,3,3784,247,1729,171,7,2153,44,731,181,0,959,4333,24786,1608,41,30766,217,4274,226,6,4723,184,3384,257,3,3824,623,7790,724,26,9164,1160,8001,633,8,9802,1421,7702,530,9,9668,1695,6946,412,14,9065,1040,5836,366,11,7257,446,3219,287,3,3962,89,1166,274,0,1528,6871,48320,3713,89,58989
5004,38,1065,73,0,1172,25,668,33,0,729,88,1553,151,12,1802,161,1929,150,0,2242,255,2061,149,5,2469,343,1902,161,6,2413,256,2153,145,0,2556,157,1113,104,4,1374,42,300,53,0,396,1360,12749,1016,31,15162,49,942,87,0,1084,37,581,49,0,665,160,1710,146,12,2030,361,2260,144,3,2769,524,2203,135,4,2863,609,2070,176,7,2860,443,2164,161,5,2773,183,1157,128,0,1468,38,548,54,0,643,2413,13632,1077,32,17155,86,2009,157,0,2256,59,1253,79,0,1395,249,3267,297,23,3833,529,4187,297,5,5015,771,4266,276,13,5330,949,3978,338,10,5276,703,4313,305,5,5322,341,2267,231,4,2845,79,850,115,0,1036,3771,26388,2095,63,32316
5005,13,332,52,0,401,17,243,42,5,301,29,537,96,4,662,51,557,79,0,692,81,620,117,0,817,104,628,85,5,822,50,516,70,0,641,37,297,72,0,400,9,78,13,0,100,396,3811,619,14,4839,18,274,41,0,337,16,236,31,0,283,64,564,67,4,699,99,560,83,0,746,135,571,69,0,780,133,606,68,3,812,96,499,70,0,663,41,336,55,0,439,12,145,15,0,170,614,3791,496,6,4917,36,606,96,0,739,29,482,74,5,583,94,1100,160,9,1362,148,1114,162,0,1429,215,1189,189,0,1599,239,1234,155,4,1630,148,1017,139,0,1302,77,637,128,0,838,20,228,23,0,271,1009,7605,1118,23,9751
5006,61,1057,150,0,1275,46,824,112,4,983,92,1778,291,5,2167,181,1749,299,0,2234,246,1897,234,0,2385,301,1914,204,3,2426,193,1584,141,0,1907,100,799,115,5,1018,33,263,55,3,357,1257,11866,1600,21,14754,53,1028,106,0,1190,49,883,107,0,1046,220,1899,232,10,2360,367,1840,254,0,2462,446,2007,197,3,2652,512,1819,160,3,2490,291,1597,160,0,2051,112,856,129,4,1104,19,370,85,0,480,2075,12303,1451,16,15838,119,2089,257,0,2458,99,1706,215,5,2025,314,3678,527,11,4530,556,3587,555,0,4704,691,3907,435,7,5037,805,3732,368,8,4916,480,3181,298,3,3962,216,1659,247,9,2128,59,627,142,5,833,3332,24169,3048,42,30597
5007,17,741,92,0,853,27,897,166,0,1098,87,2073,411,11,2583,128,1902,386,6,2425,145,1698,325,4,2171,155,1567,304,8,2033,82,799,192,3,1082,24,285,53,0,362,3,48,13,0,66,673,10011,1934,42,12662,24,640,87,0,750,41,775,102,9,918,135,1960,275,10,2367,210,1649,234,3,2089,220,1448,185,3,1852,202,1196,181,4,1582,93,623,130,9,855,31,261,34,0,328,5,110,17,0,136,950,8657,1239,36,10888,38,1378,177,5,1600,69,1667,268,4,2015,221,4028,681,22,4949,339,3551,621,9,4519,367,3147,509,10,4022,359,2768,480,14,3617,174,1426,315,19,1934,55,542,87,0,690,10,162,34,0,199,1625,18670,3169,75,23545
5008,6,423,77,0,506,14,410,123,4,547,62,1385,410,22,1876,125,1556,515,14,2213,85,1193,431,8,1721,67,822,312,14,1207,16,339,100,0,458,5,79,21,3,113,0,3,6,0,9,373,6204,2000,65,8646,16,327,60,0,406,11,335,83,8,436,79,1330,285,8,1697,129,1219,237,0,1587,104,848,178,0,1127,55,514,118,4,681,24,247,60,9,339,7,59,4,0,77,0,6,4,0,13,441,4877,1027,25,6368,28,749,137,0,913,28,740,209,8,986,141,2712,697,27,3576,258,2771,754,16,3799,189,2041,609,9,2847,119,1332,423,19,1889,45,588,160,11,797,12,135,30,3,187,0,13,3,0,22,812,11084,3027,94,15017
5009,2493,57041,2935,63,62538,2893,58297,3944,209,65341,7044,124306,9321,581,141247,11158,123895,8221,400,143672,14319,106710,6290,377,127696,15237,90003,4671,408,110322,10643,72205,3695,345,86890,5201,38351,3131,123,46802,1575,12071,2014,28,15696,70562,682884,44236,2529,800206,2825,54042,2871,71,59808,3820,56925,3259,191,64199,11518,131758,8086,488,151848,18946,127020,6924,247,153127,24768,105735,5280,268,136051,26465,88497,4088,517,119568,16430,75360,3973,447,96213,6179,43720,4092,140,54135,1198,20137,3585,50,24977,112157,703193,42161,2421,859927,5320,111084,5810,134,122343,6713,115220,7208,394,129538,18556,256062,17407,1069,293094,30104,250911,15145,649,296804,39083,212447,11573,641,263742,41706,178499,8758,927,229888,27077,147563,7666,793,183104,11377,82073,7223,263,100938,2774,32214,5605,78,40673,182715,1386072,86395,4948,1660133
5010,12,331,82,0,424,7,344,121,0,473,61,1348,514,7,1932,82,1426,553,8,2075,70,1110,480,9,1666,70,894,380,8,1351,22,327,119,4,470,7,83,26,0,113,0,12,7,0,16,334,5869,2278,34,8520,9,286,65,0,359,17,333,95,3,451,74,1260,301,5,1651,120,1010,209,0,1342,75,674,200,5,949,64,561,138,0,762,33,246,60,3,342,10,48,23,0,80,0,14,0,0,15,406,4433,1097,26,5958,23,615,146,0,790,31,673,220,3,926,138,2606,817,12,3579,200,2435,765,18,3418,147,1783,676,9,2617,135,1448,518,7,2116,54,577,179,8,813,18,132,48,0,196,0,29,9,0,34,743,10301,3376,56,14480
6000,213,3664,448,3,4329,192,3245,286,24,3739,556,7135,670,71,8432,880,7068,678,46,8671,1408,8501,726,15,10651,1939,10777,894,9,13621,1491,9964,870,10,12337,664,4510,494,0,5668,100,1045,190,4,1339,7438,55904,5247,184,68774,235,3250,375,0,3853,233,2921,244,3,3401,962,6976,623,38,8596,1633,6817,621,15,9084,2272,8038,648,3,10963,3031,9782,788,10,13613,1829,8651,751,4,11232,594,4237,552,3,5390,85,1389,245,5,1718,10878,52054,4844,85,67862,442,6912,821,5,8181,428,6160,528,29,7143,1520,14114,1299,104,17028,2513,13881,1297,66,17750,3684,16536,1369,20,21607,4971,20559,1682,19,27233,3320,18614,1620,18,23573,1257,8751,1040,10,11056,180,2430,436,5,3057,18313,107956,10091,272,136635
6001,25,701,65,0,800,44,677,52,0,775,105,1390,95,5,1589,171,1175,93,0,1441,216,1266,114,0,1592,273,1409,94,3,1774,181,1234,86,4,1502,124,746,71,0,942,30,234,27,0,282,1164,8823,700,9,10701,44,718,66,0,824,66,705,40,0,813,219,1373,82,4,1677,324,1249,86,0,1657,360,1319,98,0,1786,461,1420,69,0,1950,317,1312,89,4,1723,112,901,89,0,1109,24,396,43,0,465,1928,9397,662,11,11996,71,1419,127,0,1626,112,1384,93,0,1587,321,2760,180,7,3266,496,2426,182,0,3100,577,2587,210,0,3376,731,2827,160,3,3722,498,2543,174,8,3227,244,1646,154,3,2049,52,628,67,0,746,3098,18220,1356,22,22700
6002,35,824,46,0,902,39,778,47,9,870,109,1752,121,12,1994,165,1344,86,11,1608,265,1509,100,0,1878,298,1467,93,0,1864,245,1446,103,3,1798,122,886,100,0,1118,34,262,42,0,340,1309,10275,754,39,12378,57,749,41,0,841,67,739,40,0,857,252,1726,105,8,2095,339,1376,82,3,1801,436,1529,76,0,2043,507,1539,99,8,2146,362,1573,107,0,2045,135,1012,115,5,1261,25,451,76,0,553,2179,10688,748,27,13639,90,1577,78,0,1748,113,1518,86,9,1723,361,3472,233,22,4087,499,2721,169,13,3410,700,3037,182,0,3922,800,3007,198,4,4011,604,3021,214,3,3848,259,1892,220,4,2373,56,708,126,0,893,3487,20960,1498,66,26019
6003,279,5702,320,0,6302,370,6253,386,53,7068,1114,16525,1153,148,18937,1274,12089,816,42,14225,1757,10486,650,22,12913,2065,9922,528,22,12535,1445,8809,508,22,10782,756,4768,392,7,5922,208,1600,182,4,1988,9261,76171,4928,311,90667,315,5284,309,6,5915,483,6075,338,9,6908,1617,16118,907,31,18677,2316,12057,660,14,15040,2982,10587,504,17,14097,3408,9992,469,42,13914,2236,9485,549,22,12293,911,5963,513,15,7395,161,2843,330,4,3338,14426,78409,4577,159,97566,594,10989,626,6,12221,852,12329,721,69,13971,2728,32645,2063,175,37614,3592,24149,1472,49,29266,4737,21072,1154,41,27007,5472,19916,998,63,26443,3684,18294,1057,44,23075,1663,10733,908,19,13322,360,4447,509,7,5326,23683,154575,9504,468,188239
6004,131,2424,163,3,2718,146,2680,223,44,3093,439,6048,453,10,6949,508,4493,258,10,5271,681,4395,259,3,5340,705,4123,227,3,5067,522,3484,220,5,4224,281,2122,178,0,2589,83,676,100,0,865,3503,30440,2090,87,36120,142,2393,122,5,2655,201,2522,202,4,2922,639,5655,338,39,6666,928,4554,214,11,5698,1225,4491,225,10,5951,1335,4054,216,10,5610,845,3863,246,5,4962,366,2602,250,0,3220,81,1273,173,3,1526,5755,31414,1973,75,39222,267,4816,290,8,5380,350,5200,422,47,6017,1074,11705,789,46,13617,1437,9044,481,20,10973,1908,8889,480,15,11285,2041,8179,445,8,10679,1369,7347,458,15,9184,648,4722,423,3,5808,161,1949,281,3,2392,9261,61855,4065,160,75340
6005,24,364,41,0,429,18,299,21,0,339,51,633,37,0,724,83,578,49,0,709,107,694,41,0,843,157,835,31,0,1018,146,765,58,0,971,71,468,43,0,576,18,152,24,0,197,678,4785,345,4,5814,14,375,27,0,407,31,305,21,0,354,92,643,33,6,777,133,625,37,0,796,227,718,34,0,972,301,854,38,0,1190,205,823,55,0,1085,93,563,58,0,722,9,264,22,0,297,1103,5169,321,3,6604,32,739,65,0,840,49,606,41,0,696,146,1272,69,6,1499,219,1203,85,0,1500,331,1404,78,0,1816,455,1691,65,0,2213,349,1596,114,0,2063,169,1031,103,0,1299,28,410,49,0,493,1784,9952,667,6,12409
7000,249,2357,457,6,3064,312,2431,609,78,3431,602,5458,1564,119,7739,557,4686,1377,43,6663,522,4423,1306,25,6281,467,4418,1143,25,6058,257,3533,776,21,4582,52,908,190,0,1152,8,90,16,0,113,3026,28292,7455,319,39092,261,2117,390,5,2774,339,2376,389,24,3127,793,5605,1017,91,7509,814,4490,807,12,6116,763,4208,799,9,5784,718,4221,841,29,5805,328,2871,604,9,3824,58,604,115,4,780,10,105,9,0,125,4093,26596,4966,182,35841,510,4475,846,10,5841,654,4810,992,95,6559,1393,11063,2581,217,15249,1369,9175,2184,56,12784,1287,8634,2105,35,12062,1188,8636,1983,59,11862,586,6407,1383,32,8405,112,1511,307,5,1935,19,194,27,0,238,7116,54887,12420,506,74928
7001,24,670,75,0,778,9,566,73,5,665,132,1967,259,16,2373,159,1747,203,10,2120,133,1387,184,0,1707,125,1449,211,9,1790,104,1026,181,3,1308,28,299,41,0,368,0,48,6,0,60,710,9162,1234,54,11161,32,641,87,0,759,61,602,75,0,739,191,2346,262,17,2809,254,1741,222,5,2215,240,1468,206,3,1920,256,1471,232,7,1970,129,968,165,3,1266,43,301,47,4,399,5,96,22,0,127,1217,9624,1313,50,12203,56,1307,163,0,1534,71,1169,151,13,1399,316,4315,517,35,5185,404,3485,424,10,4333,371,2852,393,6,3622,381,2920,443,21,3763,231,1993,345,7,2573,75,601,88,8,763,6,145,30,0,180,1930,18791,2545,102,23363
7002,154,3021,405,89,3666,174,3869,756,1096,5898,584,10175,1874,504,13139,793,8310,1461,153,10720,844,6839,1251,68,9005,682,6078,1040,72,7871,464,4615,728,32,5848,181,1612,256,7,2051,31,294,56,0,378,3906,44821,7819,2029,58580,199,2914,378,12,3496,185,3506,495,114,4303,949,10896,1550,167,13568,1255,8567,1209,46,11078,1257,6582,1005,24,8863,1165,5678,907,73,7821,716,4082,609,44,5450,193,1497,243,8,1944,25,354,79,8,462,5938,44069,6481,492,56978,347,5938,784,99,7165,354,7379,1253,1217,10204,1532,21076,3422,675,26707,2043,16875,2676,199,21793,2102,13424,2255,84,17865,1848,11753,1945,144,15693,1183,8696,1338,77,11293,367,3108,504,24,4000,58,643,135,6,838,9845,88888,14299,2522,115562
8000,0,36,6,0,46,0,19,0,0,24,0,59,4,0,63,6,68,5,0,74,17,57,3,0,79,8,42,8,0,57,8,36,13,0,64,0,9,4,0,18,0,4,0,0,4,44,333,40,0,420,0,33,6,0,42,0,31,5,0,30,4,59,7,0,69,12,58,3,0,71,18,56,4,0,77,18,54,7,0,80,8,32,6,0,54,0,19,0,0,15,0,6,0,0,6,64,339,36,0,442,0,72,6,0,78,0,52,5,0,56,9,116,5,0,128,19,123,5,0,143,31,112,9,0,156,26,92,13,0,138,23,76,20,0,114,0,29,4,0,36,0,6,0,0,6,112,676,75,0,866
8001,673,13073,728,19,14499,927,16284,1204,50,18465,2251,36874,2529,90,41742,3478,31581,1785,104,36952,4277,24857,1267,76,30480,4078,18857,957,63,23954,2447,14407,688,68,17614,1358,7343,501,22,9228,385,2390,303,7,3079,19880,165662,9963,517,196016,735,12530,727,18,14012,1089,16188,1080,43,18395,3076,36842,2073,92,42086,5058,31032,1422,74,37589,6222,23618,1004,68,30910,6003,18556,763,129,25451,3768,15484,756,93,20110,1626,8953,654,20,11258,302,3848,540,3,4693,27879,167051,9028,547,204509,1407,25603,1456,42,28509,2017,32465,2284,96,36858,5324,73719,4607,182,83830,8540,62612,3210,183,74539,10498,48470,2272,141,61389,10078,37418,1720,195,49408,6216,29890,1448,166,37725,2986,16301,1159,44,20487,687,6232,844,8,7780,47753,332712,18993,1059,400520
9000,7,87,20,0,110,4,97,47,5,148,6,247,193,4,453,19,226,120,0,365,31,257,102,3,389,43,317,93,3,457,30,264,63,0,361,11,108,33,0,148,4,22,3,0,30,155,1625,665,15,2464,5,84,20,0,113,8,90,20,7,130,14,213,64,0,290,27,239,64,0,332,56,250,70,0,379,68,298,73,0,442,35,228,45,0,309,14,98,29,0,142,0,27,7,0,34,236,1529,390,10,2163,10,168,33,0,220,14,188,69,4,273,20,462,261,8,745,49,463,179,0,701,82,507,173,3,767,112,620,159,5,893,66,488,110,0,673,30,206,60,0,295,8,47,10,0,60,393,3152,1055,23,4630
