CED_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
CED309,447,648,834,880,1046,1569,3203,2543,1196,12371,522,979,1309,1325,1410,1812,2658,1744,578,12341,314,1298,1764,1614,1603,1789,1817,976,277,11456,185,1278,2404,2060,2271,2156,1579,665,186,12782,66,882,2622,2629,2771,2504,1416,501,122,13529,19,371,1918,2026,2135,1666,760,245,62,9197,11,155,1449,1880,1921,1456,599,216,67,7753,3,63,895,1399,1577,1094,377,93,30,5546,0,57,1127,2297,2588,1597,437,150,31,8274,0,13,206,495,573,400,106,31,17,1838,0,30,253,875,1083,715,299,87,35,3366,528,584,1206,1332,1223,1196,1222,1113,839,9243,9,22,61,39,36,44,55,37,5,300,9559,8197,18262,21380,22866,22647,20984,12194,4501,140594
CED310,531,720,828,812,1002,1562,3263,2529,1239,12500,637,1120,1432,1243,1370,1809,2742,1781,625,12767,429,1437,1746,1487,1652,1686,1861,1085,361,11742,221,1483,2486,2097,2304,2002,1411,709,190,12908,79,1002,2750,2624,2635,2352,1255,524,116,13339,24,413,1977,1949,2067,1608,747,255,58,9106,12,215,1692,1914,1916,1388,559,229,54,7978,8,82,1052,1484,1551,1024,322,105,30,5652,9,65,1321,2268,2469,1575,416,133,31,8275,3,10,227,502,560,390,128,56,11,1882,8,15,245,732,985,700,287,123,33,3122,633,616,1315,1163,1208,1160,1267,1085,793,9244,8,28,158,72,53,40,55,33,9,453,10415,9249,19627,20727,22378,22110,20899,12981,4718,143102
CED311,376,435,852,919,1101,1787,2923,1688,581,10650,527,746,1273,1188,1274,1576,1842,838,234,9505,430,917,1419,1373,1295,1406,1196,545,92,8675,271,1105,1910,1597,1624,1607,941,316,57,9427,172,901,2060,1867,1958,1910,811,210,33,9922,78,670,1620,1416,1479,1341,479,98,12,7198,45,413,1523,1520,1522,1200,373,100,24,6726,14,232,1175,1326,1316,1021,241,34,10,5357,21,353,2012,2781,2841,1912,362,67,11,10357,0,28,447,742,769,552,122,23,4,2694,4,22,360,824,924,656,195,55,6,3046,1004,990,2504,2693,2851,2721,2052,1116,410,16345,0,178,422,188,60,32,36,15,3,935,9455,8591,20469,21319,22441,23517,17991,7994,2058,133832
CED312,496,850,1276,1031,1143,1337,2681,1804,558,11173,614,1319,1900,1517,1388,1489,1976,1233,349,11784,453,1771,2477,1967,1674,1375,1137,533,139,11527,290,2161,4073,2881,2625,1930,858,290,69,15185,114,1413,4339,3573,3065,2265,762,183,39,15762,33,684,3008,2781,2323,1610,427,78,17,10949,21,319,2190,2376,1959,1363,284,73,22,8595,8,135,1327,1691,1452,848,171,19,6,5652,0,99,1315,2521,2230,1238,250,31,8,7692,6,10,164,386,422,225,52,11,4,1272,4,15,149,468,570,276,102,33,11,1627,917,1081,2319,1836,1525,1113,1017,1013,750,11574,17,16,48,26,31,46,42,9,7,235,12403,12967,28448,26351,23741,19599,15574,8321,2621,150023
CED313,453,1268,1066,669,684,814,1435,1062,728,8180,444,1761,2047,1005,810,839,1161,697,291,9048,250,1876,2394,1179,921,870,885,445,126,8951,151,1979,3514,1722,1316,1072,822,379,97,11043,89,1895,4714,2399,1755,1413,826,244,68,13402,25,1196,4355,2257,1595,1185,552,121,40,11329,16,646,4075,2484,1899,1226,457,125,33,10942,7,231,2742,2425,1800,1089,325,79,22,8710,7,205,4511,5471,4321,2354,481,125,38,17520,5,30,783,1540,1395,632,156,45,14,4600,3,52,812,3147,3462,1698,355,113,34,9691,546,1039,2324,1519,1224,990,863,743,570,9813,31,97,205,87,97,75,49,17,0,656,9858,17064,37125,28495,23600,17019,11057,5825,2741,152784
CED314,487,658,902,762,921,1341,2550,2330,1205,11152,599,1049,1408,1231,1135,1284,1998,1359,508,10580,431,1403,1827,1467,1329,1334,1334,761,242,10130,310,1648,2688,1995,1844,1688,1063,478,134,11846,127,1221,2975,2426,2280,2099,983,312,77,12504,45,718,2309,1895,1832,1407,573,139,52,8962,16,346,1831,1699,1642,1242,416,150,52,7392,7,160,1150,1252,1313,1017,279,72,16,5264,7,108,1303,2047,2226,1459,295,64,31,7534,0,12,167,360,396,312,71,29,12,1360,15,16,174,534,632,428,198,73,31,2094,608,659,1217,1076,1058,1027,1032,938,606,8209,10,12,45,21,23,24,17,12,0,177,10919,10117,20685,19147,19153,18388,16020,10017,3998,128446
CED315,529,751,845,744,834,1153,2202,1600,705,9369,581,1151,1445,1125,1101,1355,1798,1015,276,9852,437,1422,1897,1390,1299,1270,1168,544,138,9571,312,1703,2729,2008,1860,1758,969,350,80,11773,133,1461,3252,2591,2281,2039,947,231,34,12963,72,1136,2801,2089,1903,1543,519,143,20,10230,29,503,2463,2076,1877,1339,423,98,18,8832,12,187,1494,1580,1631,1054,255,42,9,6262,3,163,1677,2578,2548,1584,336,46,11,8955,0,20,199,443,420,316,65,13,0,1488,9,20,207,563,690,476,142,52,10,2168,974,1425,2158,1689,1511,1336,1173,819,473,11563,17,65,115,51,34,39,43,16,8,380,11184,12977,24109,21157,20464,18992,14636,7320,2362,133200
CED316,425,537,845,858,1241,2192,4708,3581,1397,15785,501,849,1428,1260,1455,2146,3248,1945,531,13358,344,1031,1594,1349,1494,1709,1944,1181,301,10944,182,1079,2091,1832,1990,1952,1309,632,153,11217,81,658,2035,1888,2143,2096,1149,464,61,10571,21,336,1210,1391,1434,1305,595,179,46,6530,5,174,936,1150,1266,1077,425,181,64,5278,3,66,579,865,986,798,238,65,12,3613,5,64,688,1222,1462,1000,267,81,12,4796,3,11,99,215,230,186,53,31,8,830,7,18,121,302,407,343,159,88,27,1471,600,510,1120,957,1254,1495,1803,1736,860,10323,3,50,144,42,28,42,39,29,5,382,8405,7016,15120,15503,18391,23095,26423,15932,4813,134699
CED317,418,476,916,889,1069,1825,3737,2317,907,12556,530,783,1387,1339,1485,2000,2582,1231,319,11653,464,1063,1726,1517,1684,1909,1814,850,192,11220,337,1346,2508,1940,2177,2280,1486,457,111,12638,169,986,2497,2124,2394,2516,1321,295,43,12345,51,609,1918,1652,1836,1736,739,153,36,8732,29,364,1624,1555,1755,1517,572,138,36,7596,20,218,1183,1228,1342,1142,318,83,18,5548,6,274,1832,2230,2290,1791,452,99,18,8986,4,25,255,475,490,393,80,33,3,1749,6,21,216,474,502,511,251,98,17,2093,1501,1425,3401,3031,3131,3138,2984,1596,672,20883,9,139,633,214,44,74,55,12,6,1181,10609,9536,22957,21415,23543,27054,24624,11307,3281,154318
CED318,428,668,1059,1011,1115,1574,3060,1738,661,11311,534,951,1644,1565,1569,1790,2268,1124,328,11763,338,1218,2129,1809,1774,1764,1487,617,122,11265,216,1329,2867,2385,2465,2201,1251,401,95,13205,108,938,2905,2715,2780,2500,1219,333,61,13557,24,524,2094,2126,2228,1810,689,158,28,9684,18,292,1893,2015,2025,1594,528,145,27,8521,0,143,1158,1558,1641,1186,373,88,22,6171,7,127,1650,2396,2814,1866,495,93,17,9462,4,10,255,466,537,393,120,39,9,1843,14,17,224,652,828,707,287,110,25,2864,1276,1534,3873,2815,2884,3004,2600,1416,508,19906,17,193,626,144,99,106,79,45,10,1312,10632,10473,25652,24724,26212,25452,20224,8993,2561,154925
CED319,308,745,879,627,800,1044,2158,1875,1130,9555,383,1134,1435,1041,975,1133,1694,1191,589,9571,234,1364,1856,1324,1094,1151,1075,685,253,9035,138,1549,2835,1915,1697,1443,934,478,168,11157,59,1244,3487,2519,2160,1776,870,293,98,12517,23,750,3098,2245,1952,1446,539,149,61,10260,3,331,2712,2377,1974,1280,359,114,39,9203,0,127,1830,2060,1731,1112,266,72,20,7211,5,106,2761,4468,3576,1744,348,79,25,13110,0,14,482,999,829,383,85,15,4,2819,3,11,407,1420,1363,585,131,50,31,3998,371,557,1319,1029,861,688,706,750,834,7116,17,21,39,40,49,57,37,18,12,291,8636,10332,25708,24452,21272,17073,13052,8381,4271,133169
CED320,559,750,1123,994,1222,1745,3721,2609,940,13669,581,1148,1784,1439,1553,1814,2765,1587,414,13077,423,1614,2373,1754,1683,1687,1604,849,196,12178,253,1695,3187,2403,2357,2029,1141,471,111,13653,110,1245,3460,2836,2880,2313,1045,318,63,14271,29,546,2288,2210,2146,1555,517,125,23,9448,22,260,1704,1912,1864,1291,356,133,36,7576,7,103,979,1351,1383,902,214,42,9,5002,0,78,1019,2047,2152,1320,272,50,9,6951,6,11,136,325,389,226,55,17,9,1172,5,20,140,299,425,315,120,66,14,1406,809,925,2116,1683,1390,1015,1174,1081,725,10930,4,52,279,81,24,29,33,14,9,535,11414,10922,23851,22195,22766,21737,21020,11671,3437,149012
CED321,381,443,827,903,1243,1922,3698,2434,1003,12863,550,682,1244,1223,1389,1793,2273,1137,401,10690,446,939,1519,1311,1541,1615,1471,730,143,9720,304,1217,2142,1724,1883,2011,1157,425,96,10955,151,991,2189,1873,2078,2229,1028,313,58,10910,53,625,1526,1376,1489,1411,565,130,24,7201,20,332,1312,1252,1351,1171,429,150,48,6076,9,138,862,930,1018,833,274,73,13,4156,7,161,1194,1531,1695,1229,357,70,11,6259,3,11,197,331,365,249,90,16,6,1263,7,26,246,433,545,457,220,94,16,2045,990,928,2206,1917,2302,2461,2300,1577,723,15404,0,27,176,32,30,24,12,5,0,308,8354,7821,17846,17038,19973,22988,21294,11026,3491,129828
CED322,402,703,777,786,897,1256,2663,2029,946,10470,445,1168,1325,1231,1297,1619,2192,1232,448,10952,273,1341,1808,1624,1597,1525,1440,780,245,10641,124,1305,2536,2010,2187,1863,1152,508,125,11802,72,917,2963,2616,2579,2155,1088,404,122,12913,22,440,2272,2175,1992,1506,652,216,54,9320,7,212,1919,2076,1884,1207,466,133,54,7957,0,81,1180,1659,1550,984,342,75,22,5883,0,70,1499,2918,2666,1402,403,108,17,9084,0,15,277,642,587,328,118,29,8,2012,7,14,326,996,1108,649,246,72,27,3443,476,626,1484,1279,1245,994,1110,1239,1252,9704,18,24,68,56,52,45,63,26,8,363,9555,9415,20754,22601,22190,19307,17363,10222,4338,135746
CED323,402,1011,1306,933,1044,1413,3000,2439,1073,12619,454,1543,2308,1513,1605,1794,2540,1619,509,13891,297,1828,2892,1796,1650,1685,1554,861,239,12792,177,1827,3883,2499,2415,2081,1249,575,187,14896,74,1227,3956,2952,2715,2305,1239,468,121,15052,17,584,2687,2051,1910,1651,724,265,60,9947,12,272,2014,1860,1789,1397,655,255,59,8322,14,122,1309,1414,1364,1017,445,174,34,5895,5,112,1677,2329,2326,1580,606,217,44,8895,8,21,300,549,607,393,201,82,24,2189,9,54,450,1110,1350,962,528,234,51,4745,715,1235,3071,2148,1946,2051,1943,1604,1000,15721,30,73,215,99,111,156,115,43,10,850,9500,13175,29720,24160,24055,22983,20651,12787,4543,161570
CED324,332,1120,1240,877,864,1042,1824,1451,781,9530,332,1603,1944,1249,1036,1050,1387,943,398,9932,215,1385,2369,1686,1228,1025,963,536,154,9559,130,1471,3379,2178,1659,1378,898,422,145,11655,54,1239,3760,2766,1938,1587,812,310,71,12546,16,672,2742,2199,1607,1222,525,157,42,9185,11,324,2515,2229,1591,1104,412,133,53,8364,4,132,1572,1793,1414,908,277,96,25,6220,7,94,2220,3762,3080,1611,381,120,26,11300,0,19,330,932,721,367,103,29,13,2517,0,15,366,1387,1588,837,259,85,29,4565,394,708,1569,1060,804,690,561,533,537,6864,19,31,116,52,65,91,88,20,4,474,9338,13079,28382,25624,20569,16897,12998,7339,3147,137370
CED325,436,845,1195,1010,1018,1293,2113,1535,675,10119,469,1177,1749,1450,1315,1151,1435,834,277,9850,339,1405,2295,1929,1509,1300,961,473,116,10317,223,1732,3304,2777,2264,1682,747,275,61,13058,81,1183,3720,3288,2668,1933,734,144,27,13781,22,615,2843,2640,2070,1297,454,71,11,10021,12,276,2326,2485,1930,1276,327,86,23,8746,6,99,1407,1913,1555,894,225,33,17,6153,8,93,1594,3281,2794,1468,260,40,12,9544,4,8,220,618,528,303,65,18,0,1762,8,23,207,725,827,470,120,31,14,2418,741,1071,2781,2330,1481,964,646,436,241,10694,7,23,44,31,41,86,71,21,4,327,12364,12079,27744,28130,23591,18839,12839,6441,2170,144187
CED326,444,756,996,923,1037,1468,3093,2704,1334,12759,505,1109,1456,1385,1373,1550,2445,1561,587,11973,330,1381,2093,1859,1491,1386,1448,883,293,11168,239,1562,2885,2542,2306,1870,1149,448,117,13123,88,1101,3276,3311,2926,2321,1021,326,98,14468,29,590,2539,2742,2327,1605,585,165,40,10623,9,287,2056,2376,2167,1381,436,144,54,8904,9,92,1326,1870,1635,1015,274,51,19,6285,0,74,1484,3314,2926,1525,324,71,20,9746,0,14,219,672,604,313,77,20,9,1927,15,18,204,755,916,486,160,53,17,2628,470,541,1217,1188,1012,786,834,874,756,7686,0,9,30,25,42,86,61,26,4,284,10904,10065,22776,26123,23795,20212,18014,10882,4350,147118
CED327,425,864,1307,1205,1119,1338,2413,1643,623,10933,483,1228,1926,1808,1414,1326,1565,726,201,10684,353,1407,2439,2171,1735,1313,991,420,89,10926,280,1715,3587,3195,2506,1776,838,270,53,14214,137,1090,3627,3652,2863,2167,716,145,33,14420,34,543,2379,2711,2098,1546,390,68,7,9777,19,224,1772,2209,1679,1081,303,65,17,7358,5,91,1085,1603,1290,824,183,20,7,5105,3,61,1102,2322,1825,1028,206,20,4,6577,0,8,133,322,286,172,33,14,0,971,9,29,125,422,374,262,84,19,15,1330,1008,958,2117,1908,1367,927,802,572,420,10084,13,16,44,37,29,94,68,15,0,317,12883,11988,26399,27826,22454,18839,14343,6529,2023,143295
CED328,554,1284,707,588,572,640,1305,1164,647,7476,495,1638,1412,905,836,804,1364,948,363,8772,299,1418,1267,960,815,810,1050,721,205,7533,191,1328,1807,1311,1129,1021,1045,575,164,8556,82,1285,2340,1749,1616,1274,1045,479,140,9996,49,906,2258,1823,1533,1104,739,309,88,8809,15,374,2231,2016,1763,1102,665,237,75,8479,3,130,1520,1997,1848,1085,450,165,32,7229,9,105,2310,4672,4307,2368,731,244,66,14804,10,20,353,1271,1366,658,221,74,23,3989,0,20,364,2433,3605,1881,596,173,69,9146,374,583,829,604,551,396,432,509,594,4873,32,47,83,48,58,71,82,13,8,435,12882,14292,20154,22897,22352,15773,12924,7794,3157,132230
CED329,397,515,792,890,1335,2275,4240,2787,1268,14494,513,763,1108,1275,1517,2155,2778,1538,456,12092,296,927,1361,1368,1637,1896,1878,969,206,10535,164,903,1769,1654,2011,2088,1420,609,132,10743,85,568,1679,1773,2113,2191,1281,478,70,10231,19,258,994,1287,1560,1428,718,242,36,6537,7,121,727,1086,1410,1209,543,218,60,5382,3,62,448,781,1047,867,337,140,24,3721,4,67,543,1192,1620,1222,531,151,37,5364,5,9,87,236,370,240,131,45,14,1135,9,9,126,485,710,593,387,181,36,2540,750,601,1411,1495,1560,1617,1664,1258,672,11030,9,19,60,34,48,54,72,35,6,340,8586,6268,13299,15877,20373,24583,24802,13121,3965,130868
CED330,537,652,896,968,1176,1643,2784,1822,642,11108,663,1013,1428,1444,1501,1727,1940,896,241,10850,440,1252,1913,1622,1712,1641,1308,565,116,10572,286,1465,2830,2302,2449,2006,955,268,79,12638,131,1093,3010,2913,2998,2468,967,248,32,13860,28,466,2131,2393,2366,1761,490,108,13,9756,11,239,1626,2160,2231,1483,398,92,27,8254,4,93,975,1619,1737,1011,258,40,7,5755,3,67,1174,2527,2612,1518,304,69,13,8297,0,7,157,449,483,275,88,28,11,1494,7,11,139,561,691,481,179,46,15,2131,908,787,1646,1695,1660,1335,1120,848,490,10493,6,25,72,37,26,29,35,13,3,254,12119,9602,20863,23578,25084,22700,17548,8392,2372,142259
CED397,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,5,4,0,0,0,0,12,0,0,11,4,4,0,0,0,0,17,0,0,4,3,6,0,0,0,0,11,0,0,5,8,6,0,0,0,0,14,0,0,4,3,3,3,0,0,0,16,0,0,4,7,7,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,56,77,54,16,6,0,0,221,0,5,15,6,0,0,4,0,0,24,11,18,102,114,79,34,23,0,0,380
CED401,380,1451,1622,1071,1207,1655,2510,2073,1603,13569,373,1822,2781,1477,1309,1480,1824,1041,529,12627,169,1736,2900,1825,1358,1313,1299,682,278,11562,108,1750,4202,2535,1863,1597,1183,485,204,13934,73,1501,5358,3212,2404,2038,1108,400,116,16198,18,801,4041,2733,1900,1476,754,242,59,12030,22,394,3209,2592,1788,1288,613,195,63,10151,5,156,2052,2056,1569,1121,442,163,47,7605,13,108,2654,3610,3073,1949,621,213,55,12288,4,27,418,795,737,476,167,62,16,2707,0,41,468,1435,1607,1248,597,186,61,5653,515,984,2178,1605,1340,1145,964,779,851,10353,33,60,200,125,87,90,94,18,10,716,10295,17719,37672,28870,23720,21623,17158,9380,5069,171500
CED402,460,607,970,971,1298,2065,3686,2877,1471,14404,621,876,1431,1350,1557,1926,2519,1397,638,12320,395,1162,1813,1689,1859,2023,1774,926,264,11908,249,1398,2707,2286,2453,2453,1375,532,118,13577,127,994,2693,2499,2847,2749,1245,340,74,13564,34,467,1756,1770,2041,1743,637,169,23,8643,21,206,1291,1495,1617,1375,501,183,44,6735,6,86,740,1011,1123,958,321,72,19,4319,4,71,764,1332,1654,1248,382,101,25,5581,4,10,91,214,281,228,97,26,6,956,5,30,149,296,481,459,236,104,32,1779,812,624,1586,1656,1783,1767,1730,1308,780,12057,9,100,432,185,54,38,24,14,8,864,9522,8328,19037,19248,22157,24657,22155,12152,4658,141922
CED403,377,945,938,812,912,1460,2857,2481,1690,12453,391,1427,1568,1164,1116,1392,2512,1679,905,12165,179,1307,1693,1377,1188,1386,1790,1079,520,10523,89,1157,2520,1821,1636,1681,1558,822,360,11635,49,1051,3338,2520,2268,2166,1478,636,196,13700,14,574,2765,2248,1952,1752,963,328,91,10681,11,241,2397,2197,2011,1617,709,235,100,9523,4,87,1483,1965,1742,1217,439,145,47,7113,4,58,1775,3439,3409,2285,586,173,44,11775,0,12,270,751,770,472,176,55,22,2530,5,23,239,1196,1572,1095,369,121,52,4667,287,419,778,676,680,693,763,780,764,5845,20,24,48,32,36,44,59,22,7,280,9668,11136,22839,22637,21766,21402,19630,11978,6227,147280
CED404,391,584,1136,991,1398,2447,4159,2983,1441,15530,538,805,1474,1355,1487,2006,2478,1315,446,11913,320,1036,1660,1478,1605,1864,1893,1003,243,11095,200,1095,2108,1810,2039,2168,1367,526,162,11479,113,885,2342,2017,2410,2539,1192,348,65,11913,38,589,1758,1577,1838,1788,806,156,46,8592,30,285,1583,1479,1685,1572,553,172,45,7404,15,197,1123,1132,1349,1142,295,75,13,5338,5,216,1711,2008,2166,1715,425,94,14,8360,7,30,316,447,489,344,95,32,8,1760,15,39,287,541,584,599,210,86,22,2386,970,917,2412,2185,2455,2532,2099,1547,698,15811,4,14,51,30,19,28,23,8,0,184,8935,8624,20957,19808,23180,27452,23602,12688,4290,149533
CED405,316,838,932,881,1109,1748,3147,2802,1740,13509,337,1235,1543,1248,1306,1648,2230,1393,718,11662,195,1232,1906,1510,1440,1617,1468,846,370,10587,100,1297,2927,2089,2166,2015,1209,556,221,12587,67,1121,3541,2820,2652,2529,1153,406,125,14411,16,655,2924,2311,2158,1798,661,174,67,10776,12,258,2332,2068,1967,1596,502,156,62,8948,9,100,1422,1729,1498,1138,273,76,30,6275,0,60,1661,2817,2678,1804,446,96,33,9593,0,9,212,559,528,361,109,32,5,1822,6,30,208,699,854,585,206,85,30,2704,348,443,970,834,805,803,687,684,453,6022,9,13,46,31,39,55,56,15,9,271,8717,10434,23649,22216,22236,22735,18063,11056,5485,144580
CED406,388,787,978,985,1074,1586,3399,2336,1204,12731,470,1188,1572,1411,1330,1607,2244,1298,535,11661,257,1221,1918,1719,1592,1553,1602,766,247,10868,148,1296,2701,2392,2239,2157,1163,434,156,12676,49,951,3419,2997,2943,2571,1079,297,53,14364,20,411,2393,2442,2229,1721,586,96,29,9926,14,171,1759,2047,1897,1399,339,85,29,7747,0,73,974,1501,1449,957,223,36,9,5212,0,48,1003,2039,1965,1256,220,33,4,6572,3,9,96,272,288,195,43,9,7,914,4,22,86,254,346,238,77,48,21,1098,398,385,800,834,736,689,656,606,459,5549,8,9,16,14,19,24,38,18,0,143,9569,9389,20705,21609,21004,20672,18366,9368,3590,134265
CED407,431,889,1034,1017,1089,1439,3046,2596,1195,12738,417,1243,1614,1440,1291,1463,2068,1355,503,11386,211,1241,2009,1795,1562,1478,1365,808,238,10717,147,1415,2918,2643,2261,1945,1072,480,149,13033,63,1207,3591,3339,2971,2387,998,292,48,14891,16,602,2667,2584,2323,1722,493,111,16,10531,7,236,2049,2140,1900,1366,354,83,28,8172,3,99,1082,1573,1385,962,201,23,7,5337,4,56,1112,2326,2178,1359,258,35,13,7326,0,6,129,308,329,239,54,17,4,1086,3,23,113,277,373,268,76,47,15,1196,433,437,1114,1062,794,583,645,804,645,6518,7,13,30,14,23,57,57,17,8,226,10112,11117,23128,23748,21654,20079,17103,10439,3812,141197
CED408,391,658,769,843,1047,1703,3731,2678,1087,12903,481,1026,1121,1244,1362,1878,2946,1799,604,12460,251,1004,1340,1396,1644,1778,2184,1212,371,11178,128,1114,1900,1869,2097,2154,1635,764,212,11880,72,820,2228,2238,2610,2525,1529,519,122,12665,14,358,1697,1791,2167,1897,910,267,58,9173,5,168,1364,1825,1930,1513,699,233,62,7796,5,61,861,1372,1564,1205,393,110,27,5598,0,44,990,2382,2872,1865,596,164,27,8934,0,6,145,466,589,407,157,49,7,1833,3,17,177,754,1147,808,314,106,35,3364,522,369,756,816,959,1079,1061,895,603,7067,13,9,27,17,19,20,29,15,9,148,9875,7913,15638,19348,22855,24100,23893,13009,4275,140908
CED409,413,932,1526,1420,1578,2136,3085,2268,1089,14441,505,1372,2359,1849,1661,1728,1689,1075,483,12715,302,1441,2728,2162,1807,1560,1088,565,204,11866,194,1767,3968,3063,2595,2127,732,303,103,14852,87,1307,4037,3379,2811,2386,660,157,55,14878,37,632,2559,2237,1917,1447,339,63,25,9270,6,237,1716,1668,1376,1085,234,79,27,6434,6,87,855,1155,922,693,128,16,0,3857,6,48,804,1313,1279,860,152,18,6,4491,4,11,78,150,183,122,15,7,4,575,13,36,106,174,217,171,75,33,12,830,774,776,1733,1444,1270,1126,994,861,620,9604,0,11,52,38,40,34,50,9,0,237,11679,12683,27775,24275,22057,21586,15066,8424,3436,146976
CED410,352,1009,985,852,1011,1311,2496,2518,1610,12149,295,1305,1686,1253,1259,1441,2118,1729,792,11873,149,1150,1862,1490,1323,1346,1611,1068,428,10430,68,1298,2737,2175,1908,1666,1417,854,317,12444,46,1091,3723,2901,2391,2129,1422,697,231,14629,12,575,2761,2434,2041,1657,950,413,120,10981,5,272,2286,2327,1993,1502,760,300,99,9547,4,77,1385,1908,1798,1277,501,201,58,7205,0,72,1801,3499,3286,2262,794,308,86,12117,0,11,258,810,835,588,207,88,36,2829,3,17,293,1441,2080,1468,532,206,72,6116,324,414,922,775,743,606,648,868,907,6209,18,16,33,35,49,87,68,32,9,349,10756,11593,24243,25028,23692,21605,18994,13266,6418,155578
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,6,0,0,0,0,0,5,0,0,0,4,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,8,0,0,0,5,0,0,0,0,0,7,0,0,0,19,15,0,0,0,0,40
