CED_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
CED509,968,1474,2444,7995,9826,17816,0,0,0,1371,1558,2929,181,149,328,14805,16590,31394,232,297,530,534,549,1077,346,438,783,183,259,446,167,210,380,110,94,206,512,607,1125,972,1174,2142,874,1007,1883,93,136,224,299,356,657,923,1287,2211,3055,3641,6697,166,165,329,32830,38335,71164,2201,2128,4328,1950,1906,3862,64,74,140,8,6,13,1346,1286,2635,268,395,665,1625,1689,3313,37429,35548,72979,253,211,460,118,213,329,37798,35968,73766,6679,4864,11544,120,162,275,84222,86609,170828
CED510,644,1001,1645,9736,12243,21978,0,0,4,1239,1380,2619,3,4,11,15956,18322,34278,257,299,556,781,876,1658,158,236,394,170,213,384,179,209,389,146,143,281,479,562,1047,807,939,1751,1164,1313,2480,56,71,132,72,81,154,1356,1842,3199,2130,2535,4669,68,67,135,34768,41353,76111,712,680,1392,672,728,1403,101,119,219,4,0,0,95,111,205,235,303,539,330,422,750,37253,33986,71233,248,157,407,97,157,255,37599,34299,71899,3349,3175,6524,112,116,225,78277,81898,160173
CED511,559,838,1397,9896,10555,20451,0,0,0,1996,2046,4039,156,151,309,11916,11883,23799,418,493,910,231,175,402,386,556,942,227,243,469,353,406,764,21,12,40,468,467,935,474,522,995,1275,1323,2599,131,168,297,424,477,896,2056,2459,4519,3211,3447,6665,103,103,206,33749,35487,69235,409,329,736,672,487,1164,36,41,75,96,103,199,101,85,187,235,404,637,435,587,1023,45852,38291,84141,272,173,444,133,215,348,46257,38677,84938,16292,10119,26409,250,142,395,98652,86715,185370
CED512,1179,1744,2926,8153,10388,18539,14,8,21,1475,1679,3157,0,3,6,14104,16619,30724,161,210,371,1065,1088,2159,339,458,794,432,472,902,129,131,257,263,265,530,539,664,1198,1464,1680,3147,1022,1191,2214,58,97,155,140,183,320,767,1077,1843,3324,3974,7299,94,105,201,33539,40296,73837,2409,2360,4765,1927,2006,3932,69,84,151,4,0,3,537,498,1034,271,384,656,808,880,1688,38763,37364,76119,228,167,398,92,155,246,39078,37685,76767,4166,4048,8213,160,156,317,83342,89254,172595
CED513,2610,3709,6316,5623,6790,12412,0,0,0,715,871,1583,0,0,3,18287,20788,39074,162,214,377,1856,2098,3953,226,274,502,91,102,195,161,214,378,91,80,166,363,463,824,429,592,1024,680,740,1419,57,89,149,87,114,197,833,1252,2088,2106,2578,4684,65,80,146,31832,37344,69173,2446,2230,4683,2285,1955,4242,1206,1303,2508,0,5,9,386,393,778,404,487,895,785,891,1675,40262,37498,77766,485,349,832,168,209,378,40914,38058,78975,7421,5894,13310,687,468,1161,90196,91852,182046
CED514,3039,3806,6845,6379,8031,14409,0,0,0,1055,1235,2295,81,81,159,17125,19079,36206,197,270,473,595,639,1241,268,329,599,147,167,315,146,237,385,136,148,281,504,559,1066,720,910,1630,1033,1175,2213,66,109,175,252,357,614,1244,1735,2983,2747,3342,6088,122,145,260,32829,38547,71376,3571,3082,6649,5730,4947,10675,88,73,164,10,6,23,1467,1274,2739,343,466,808,1830,1742,3569,38713,34765,73482,382,267,650,103,157,255,39198,35197,74396,6969,6631,13602,321,271,597,93574,94293,187868
CED515,3511,4560,8070,7326,9342,16670,0,4,4,1633,1923,3560,199,200,400,16904,19896,36802,179,258,438,540,607,1147,176,236,406,94,108,204,172,215,384,139,141,280,676,749,1421,1196,1417,2616,1807,2045,3852,38,77,117,162,224,387,1604,2232,3832,3212,3852,7066,89,103,196,36150,43638,79788,3585,3531,7121,3097,3026,6121,65,62,127,9,3,8,1122,1010,2130,363,456,820,1489,1471,2965,34393,32458,66854,242,183,425,108,164,272,34744,32803,67549,4961,4315,9279,293,273,567,87896,93687,181583
CED597,25,5,32,170,39,218,0,0,0,23,4,32,0,0,0,309,46,356,0,0,0,9,0,13,0,0,0,0,0,3,3,0,0,0,0,0,6,0,6,7,3,17,19,3,23,0,0,0,0,0,0,29,7,41,43,0,47,3,0,3,632,122,754,19,0,19,22,4,25,0,0,5,0,0,0,0,0,0,3,0,3,6,0,6,856,127,986,14,0,12,9,0,10,876,125,1001,1272,129,1401,143,16,164,3003,413,3413
CED601,544,648,1194,6919,8701,15611,0,0,0,732,793,1527,122,133,260,5649,6598,12246,81,91,167,132,140,276,224,300,523,88,114,203,94,127,215,33,31,63,293,345,646,485,598,1084,1164,1271,2432,130,177,303,84,94,180,1216,1843,3056,1556,1813,3368,82,75,158,19087,23232,42313,1129,933,2068,696,516,1213,39,45,78,0,5,4,252,174,431,252,341,595,505,523,1026,27429,26076,53501,192,148,339,83,124,206,27705,26343,54048,3923,3604,7530,106,84,193,53738,55932,109668
CED602,272,430,699,6082,7517,13601,0,0,0,1044,1191,2235,237,262,500,5697,7046,12746,87,124,209,78,83,158,205,283,489,135,148,281,98,136,227,4,3,6,256,303,558,624,738,1365,696,820,1518,97,165,259,160,186,343,1761,2461,4223,1545,1791,3338,14,34,54,18809,23303,42113,403,317,724,315,176,489,27,22,47,6,17,24,110,65,174,125,212,339,242,288,533,28249,26804,55054,154,105,260,65,96,165,28468,27005,55476,4273,3971,8248,90,60,153,52909,55571,108481
CED603,910,1166,2072,5762,7361,13121,0,0,0,370,415,787,87,87,180,6892,8440,15326,34,47,84,595,597,1192,99,118,215,89,100,193,87,127,213,90,95,185,143,162,302,269,370,639,492,633,1130,63,96,161,66,96,166,670,1087,1757,908,1090,2000,81,108,190,16812,21026,37836,2745,2225,4973,1321,954,2273,56,58,114,6,4,12,607,467,1077,224,261,484,838,735,1574,28401,27407,55813,286,215,496,70,132,205,28753,27756,56509,3570,3473,7039,281,115,392,55277,57511,112787
CED604,433,616,1047,7019,9014,16036,0,0,0,339,374,709,20,25,41,6975,8420,15391,57,81,131,268,301,563,139,215,348,192,193,379,108,135,245,15,11,25,146,208,353,555,613,1170,746,880,1624,60,77,141,95,106,196,896,1357,2259,1357,1550,2906,50,78,125,19033,23628,42659,839,657,1497,370,299,666,44,38,82,4,0,4,229,148,380,137,236,379,373,388,758,28740,27416,56157,190,153,349,81,130,206,29013,27697,56710,3644,3027,6676,49,56,102,53798,56412,110205
CED605,232,360,586,9710,11127,20837,0,0,0,558,656,1210,107,113,222,6988,7851,14833,67,96,169,118,124,240,293,334,628,130,144,276,92,103,198,0,3,10,178,192,367,237,253,493,688,715,1405,79,119,200,109,132,236,1246,1657,2903,1107,1201,2310,76,81,155,21787,24906,46692,283,201,484,189,138,323,21,32,55,3,6,7,75,63,138,114,242,356,197,309,501,28285,25975,54261,156,126,282,62,102,164,28507,26201,54711,4577,4259,8840,128,70,198,55924,56477,112397
CED697,4,0,3,21,10,28,0,0,0,0,0,0,0,0,0,37,13,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,0,4,0,0,0,83,30,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,31,128,0,0,0,0,0,0,97,31,127,106,14,118,8,0,13,299,76,378
CED701,673,961,1637,5023,5263,10282,0,0,0,2131,2264,4393,6,6,9,10365,10990,21355,69,65,134,329,271,605,113,115,235,163,154,316,2280,2705,4990,22,29,53,785,841,1628,857,1000,1852,693,598,1294,67,90,161,286,302,590,3381,3797,7175,2625,2721,5350,66,63,128,29265,31283,60547,871,711,1583,819,683,1502,70,62,129,1726,1649,3380,303,264,566,139,196,337,2172,2113,4276,27074,24396,51468,171,121,288,124,156,282,27364,24673,52040,13641,9858,23502,1616,389,2003,76486,70735,147222
CED702,1478,2154,3632,3228,3629,6857,0,0,0,667,763,1432,0,0,0,10168,11612,21777,46,54,102,2011,1902,3914,132,191,321,117,145,265,274,370,644,83,76,157,312,356,663,591,749,1337,519,532,1053,46,59,102,123,170,296,1170,1551,2727,1138,1384,2519,48,43,90,20667,23591,44260,2567,2239,4805,1524,1148,2675,59,57,119,24,29,52,459,406,869,199,252,455,684,687,1373,24511,23026,47526,195,119,315,67,132,203,24771,23273,48044,7043,6362,13404,814,377,1196,59612,59884,119495
CED797,7,0,8,31,8,36,0,0,0,7,0,4,0,0,0,44,10,53,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,3,0,3,7,4,11,0,0,0,101,21,121,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,23,177,0,0,0,0,0,0,152,23,180,149,14,166,12,7,17,429,73,494
CED801,1452,1902,3353,6484,7971,14453,4,5,9,562,665,1228,3,9,16,15829,18120,33947,47,51,93,1015,1113,2130,109,154,265,128,144,268,329,414,740,155,161,319,363,406,767,672,776,1443,1064,1291,2362,118,140,256,156,178,334,1188,1667,2849,1704,2041,3752,31,38,72,29966,35346,65308,2792,2595,5386,2019,1920,3941,99,93,186,5,10,23,612,520,1131,240,333,573,860,863,1723,32532,30216,62750,359,249,611,106,178,284,32996,30653,63646,4064,3463,7523,142,164,303,74381,76987,151368
CED802,1864,2419,4285,5001,6239,11238,0,0,0,523,564,1081,8,14,19,10959,12738,23699,29,20,54,1135,1210,2346,62,101,163,54,51,108,260,323,579,60,61,123,368,416,788,337,408,741,839,977,1816,54,45,100,76,72,143,1043,1442,2487,1195,1434,2633,51,78,133,22042,26212,48258,2501,2251,4747,1676,1396,3071,271,311,583,5,10,14,271,258,527,264,303,562,539,566,1107,36872,35777,72646,600,444,1042,129,185,316,37600,36404,74002,5729,5029,10759,281,245,527,72497,74842,147344
CED803,2219,2829,5049,5339,6458,11798,0,0,0,744,838,1580,4,4,14,14057,15870,29924,37,51,85,1122,1179,2294,153,190,341,168,162,333,273,376,648,209,219,429,436,503,939,957,1084,2047,984,1117,2102,59,87,146,139,174,312,1182,1589,2776,1988,2277,4261,55,58,113,27895,32239,60134,5482,4963,10449,4030,3585,7611,44,68,113,13,20,28,1430,1240,2674,233,318,552,1674,1581,3255,32433,29968,62407,336,243,582,91,133,225,32863,30343,63204,3877,3465,7339,138,197,337,78221,79268,157490
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
