CED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
CED327,91849,94053,185905,6803,6543,13344,15027,14242,29271,6679,6199,12883,6239,5754,11988,12928,13472,26399,13484,14342,27826,10913,11537,22454,9016,9828,18839,6826,7521,14343,3184,3345,6529,753,1272,2023,165,186,352,91192,93138,184325,659,917,1579,2709,2811,5520,225,209,439,246,288,538,3180,3307,6491,52812,52834,105648,33475,35727,69200,57055,57374,114427,28725,30658,59379,70443,71982,142427,1675,1584,3260,13627,12988,26620,4525,4677,9202,1710,1925,3638,2677,4584,7261,38866,41722,80586,5446,4946,10390,12924,13495,26419,3694,3387,7078,2980,3317,6296,1293,1514,2810
CED328,79585,82878,162468,4107,3845,7951,11501,10786,22285,6601,6285,12882,7421,6869,14292,9977,10175,20154,10889,12013,22897,10799,11556,22352,7527,8246,15773,5954,6965,12924,3633,4156,7794,1179,1982,3157,238,229,463,76678,79938,156611,2912,2943,5854,819,843,1666,81,91,177,65,60,119,967,991,1956,54192,55967,110158,23248,24788,48039,63779,65289,129072,13470,15315,28785,68504,70695,139194,1422,1288,2707,11200,10498,21696,5725,5606,11338,4226,4258,8487,3866,5318,9184,49971,52510,102477,3142,3171,6311,5945,7203,13144,1589,1582,3176,834,1139,1971,155,170,328
CED329,76466,78540,155007,3284,3101,6385,9207,8544,17749,4508,4083,8586,3311,2960,6268,6637,6659,13299,7447,8433,15877,9741,10630,20373,11608,12974,24583,12453,12348,24802,6631,6492,13121,1644,2323,3965,189,187,370,73340,76241,149583,3126,2300,5424,3247,3049,6293,157,129,291,182,176,358,3591,3358,6942,59845,60588,120431,11162,12691,23853,68194,70300,138497,2527,3380,5910,67246,69648,136896,821,809,1634,8404,7857,16265,2820,2912,5731,471,757,1228,1121,2693,3815,26665,30365,57028,5481,5780,11255,18499,18288,36782,4421,4005,8431,3593,3134,6728,214,175,387
CED330,89281,91242,180521,5835,5402,11237,14023,13002,27020,6137,5980,12119,4832,4776,9602,9851,11015,20863,11210,12364,23578,12187,12892,25084,11179,11519,22700,8778,8772,17548,4281,4111,8392,967,1407,2372,130,130,256,87956,89526,177482,1317,1718,3036,3173,3375,6543,127,121,251,171,181,354,3471,3679,7150,69049,69594,138641,15362,16877,32243,78690,79641,158334,5585,6485,12063,77988,79441,157428,1596,1434,3023,13039,12110,25145,4172,4425,8600,1054,1497,2556,1609,3587,5192,31658,37883,69537,6034,5788,11815,18983,17642,36618,4736,3908,8646,3230,2790,6018,351,334,685
CED397,317,65,385,0,0,0,6,0,6,8,6,11,8,9,18,69,35,102,107,7,114,77,3,79,26,5,34,23,0,23,0,0,0,0,0,0,17,10,24,9,3,12,308,61,370,5,0,5,0,0,0,0,0,0,5,0,5,76,9,87,39,12,48,89,19,109,24,7,29,82,16,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,16,69,10,0,10,36,0,33,8,0,11,4,0,7,0,0,0
CED401,99952,101162,201113,5142,4800,9935,10134,9535,19675,5013,5283,10295,8935,8777,17719,19282,18386,37672,14742,14131,28870,12032,11686,23720,10595,11031,21623,8150,9002,17158,4154,5230,9380,1773,3294,5069,393,391,782,94460,95442,189905,5489,5720,11209,1385,1360,2745,38,43,83,39,42,78,1466,1440,2906,58823,59384,118209,36004,37002,73006,59347,60190,119542,34938,35948,70884,76964,79414,156377,1432,1299,2732,9586,9017,18601,4137,4547,8688,4885,5174,10055,6030,7439,13472,56126,57689,113812,9130,8622,17759,7398,7290,14696,2458,2792,5248,3018,3947,6964,1268,1550,2818
CED402,86561,84525,171086,4318,4232,8549,10586,10026,20615,5054,4467,9522,4516,3822,8328,9921,9116,19037,9669,9579,19248,11119,11039,22157,12364,12288,24657,11348,10806,22155,5818,6332,12152,1839,2820,4658,722,153,874,82990,82587,165576,3569,1942,5508,2493,2351,4846,48,49,97,57,44,101,2607,2443,5049,70503,68948,139453,9504,9960,19458,74312,74415,148727,5070,5092,10165,75533,75888,151419,1015,1022,2032,9849,9322,19171,3351,3212,6566,612,924,1532,1202,2816,4013,24056,29889,53942,15186,13921,29109,15502,12481,27980,5519,4328,9846,4571,4083,8656,515,373,889
CED403,83456,90959,174420,4318,4158,8481,9590,9070,18660,4865,4802,9668,5469,5671,11136,11165,11677,22839,10818,11822,22637,10557,11210,21766,10050,11352,21402,9067,10559,19630,5346,6634,11978,2218,4007,6227,132,165,304,81310,87927,169233,2151,3034,5189,838,859,1698,30,21,45,29,24,52,898,901,1803,59785,64673,124462,21240,23676,44913,66152,71622,137770,14765,16656,31425,72911,79386,152294,1375,1281,2656,9284,8809,18089,4032,4179,8216,2666,3159,5826,3655,5069,8720,44172,49277,93450,10042,10120,20162,7638,9323,16961,2548,2927,5478,2090,2601,4690,396,455,852
CED404,92726,86817,179543,4679,4519,9193,10705,10105,20811,4708,4225,8935,4551,4067,8624,11029,9935,20957,10381,9427,19808,12012,11168,23180,14408,13046,27452,12200,11397,23602,6287,6402,12688,1757,2524,4290,110,73,186,84754,83337,168092,7972,3480,11450,6126,6310,12430,110,82,188,96,115,211,6320,6504,12824,74703,70631,145334,9172,9355,18527,78621,75348,153970,4994,5152,10143,80784,77504,158283,1043,1048,2096,9749,9238,18983,2872,2859,5729,558,933,1485,1169,2615,3785,24887,29183,54066,17345,14623,31971,16114,13326,29443,5550,4441,9988,4597,3843,8441,280,254,531
CED405,83144,87893,171036,4554,4335,8886,8989,8583,17570,4490,4224,8717,5342,5090,10434,11681,11967,23649,10813,11399,22216,10827,11412,22236,11056,11672,22735,8437,9626,18063,4836,6221,11056,2119,3363,5485,138,152,289,81880,86200,168072,1264,1699,2963,1550,1613,3166,46,47,96,51,54,104,1645,1715,3363,58931,61397,120325,21314,23561,44877,61399,63875,125274,18814,21047,39862,73307,77429,150735,1276,1208,2484,8596,8237,16833,3501,3524,7020,2131,2397,4525,2800,4356,7158,38895,42371,81268,11552,10959,22516,9310,9949,19255,3133,3430,6559,3156,4155,7314,587,931,1514
CED406,79731,83805,163529,4640,4401,9041,10469,9753,20225,4959,4610,9569,4766,4629,9389,10146,10556,20705,10423,11193,21609,10233,10766,21004,9741,10935,20672,8620,9741,18366,4313,5050,9368,1421,2171,3590,59,90,149,79103,82653,161753,621,1151,1770,1411,1516,2924,39,52,89,50,37,85,1498,1604,3099,59789,61591,121374,17330,19440,36774,70594,73555,144149,6527,7570,14098,72754,75917,148669,1282,1169,2456,10011,9323,19329,3639,3642,7285,1365,1757,3120,2086,3849,5936,31219,36499,67721,13565,12659,26223,11612,11858,23463,3488,3390,6874,1940,2169,4109,196,207,405
CED407,85362,86945,172301,5043,4614,9661,11073,10366,21441,5244,4864,10112,5956,5162,11117,11702,11424,23128,11830,11917,23748,10732,10921,21654,9598,10479,20079,7917,9184,17103,4708,5730,10439,1540,2275,3812,113,129,246,83865,85449,169307,1496,1496,2993,1481,1457,2934,34,39,77,27,26,54,1542,1527,3066,57863,58034,115896,25103,26477,51583,61954,63382,125340,20200,20487,40690,74333,76148,150483,1273,1229,2507,10613,9960,20571,4023,4058,8084,2270,2280,4541,2884,4315,7197,35592,38052,73649,12838,11664,24504,11097,11299,22396,3425,3651,7071,2736,3275,6003,887,1142,2031
CED408,83022,87567,170594,4390,4105,8496,10809,10380,21193,4979,4901,9875,4110,3802,7913,7521,8109,15638,9027,10318,19348,10980,11883,22855,11578,12518,24100,11438,12456,23893,6412,6594,13009,1781,2503,4275,91,72,161,81981,86124,168103,1039,1445,2486,1041,1035,2080,33,36,70,24,19,51,1099,1095,2197,65454,68283,133740,13824,15523,29347,76280,80205,156480,3375,4015,7392,76369,80375,156739,1140,1077,2218,10264,9879,20148,3774,3908,7677,1219,1518,2738,1744,3541,5287,33749,40117,73861,13351,12706,26051,11400,11259,22654,3656,3324,6977,2172,1996,4167,149,109,257
CED409,92409,94756,187167,6594,6370,12969,13903,13321,27223,6063,5618,11679,6416,6261,12683,13527,14245,27775,12081,12191,24275,10888,11170,22057,10573,11013,21586,7275,7798,15066,3734,4689,8424,1346,2091,3436,114,129,242,91264,93366,184629,1142,1396,2536,3110,3185,6292,90,89,184,92,85,173,3291,3365,6655,65375,65968,131347,21987,23638,45621,70021,71630,141645,17331,17973,35303,80344,81977,162323,1546,1442,2993,12946,12407,25354,4168,4179,8350,1544,2040,3587,2429,4386,6816,28305,32223,60522,14547,13224,27768,13756,13663,27419,4948,4782,9735,4022,4241,8263,1649,2158,3809
CED410,89875,96176,186052,4685,4370,9049,10939,10477,21422,5729,5029,10756,5956,5639,11593,11998,12246,24243,12117,12908,25028,11454,12234,23692,10199,11406,21605,8601,10390,18994,5795,7472,13266,2404,4007,6418,201,176,377,88140,94009,182147,1734,2166,3903,714,750,1461,28,24,56,31,27,62,772,809,1576,57285,60500,117788,29999,32986,62988,60090,63349,123436,27108,30041,57145,75009,80096,155110,1499,1368,2867,10579,10165,20743,4964,4510,9471,3159,3177,6338,3918,5548,9470,49589,53573,103162,9193,9439,18628,7014,8024,15041,2487,2673,5152,2696,3626,6316,500,803,1306
CED497,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,17,0,17,17,0,17,7,0,7,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0
CED501,86391,89624,176018,6726,6185,12914,13752,13076,26831,5861,5462,11321,5544,5231,10770,12094,12998,25091,11917,13080,24993,10778,11648,22428,9071,9644,18717,6166,6954,13116,3459,3895,7352,1023,1453,2474,138,134,271,83767,88713,172477,2631,911,3537,2797,2440,5236,62,65,124,107,74,185,2965,2582,5547,55611,56484,112097,26619,29245,55857,71378,74355,145732,9411,11157,20566,71714,75185,146902,1849,1668,3517,12888,12261,25154,4076,4029,8104,1266,1573,2842,1939,4132,6069,30451,36180,66629,8255,8324,16582,17770,16678,34445,3563,3445,7010,1575,1676,3258,308,280,588
CED502,88549,91012,179558,7065,6774,13844,13940,13113,27053,5388,5244,10629,5686,5501,11185,12587,13853,26444,14242,14524,28768,10576,10552,21128,8370,9069,17435,6520,7239,13758,3221,3695,6918,952,1454,2401,179,231,411,88084,90339,178421,465,673,1138,2509,2705,5216,53,35,84,51,61,105,2609,2797,5402,49473,49476,98947,34730,37065,71788,56931,57642,114574,26820,28420,55237,71447,72220,143668,1864,1786,3652,12991,12204,25196,3904,4002,7903,1847,2070,3914,2605,4470,7074,35094,38880,73974,6899,6928,13832,14960,14599,29562,3452,3188,6636,2171,2307,4477,913,1040,1951
CED503,73467,79691,153159,4761,4647,9408,10635,10344,20982,4568,4545,9111,3782,3879,7664,7674,9118,16788,8346,9699,18049,8910,10083,18995,9128,10258,19380,8822,9468,18291,5317,5552,10862,1530,2101,3632,78,109,186,72382,78731,151111,1084,955,2044,2005,2069,4076,48,47,97,40,46,89,2093,2161,4260,51624,54739,106360,18530,21404,39931,64659,69783,134437,5107,6266,11375,64418,69725,134146,1305,1234,2541,10007,9699,19702,3144,3372,6517,864,1204,2064,1230,2980,4211,24327,30175,54508,7122,7847,14976,17184,17302,34483,3935,3572,7510,2022,1923,3946,217,175,385
CED504,87365,90089,177460,5669,5467,11138,11260,10339,21595,5092,4872,9961,5887,5583,11467,12962,13276,26238,12241,12583,24825,10632,11194,21823,10029,10834,20858,7961,9051,17019,4352,5003,9354,1284,1893,3175,102,203,309,87001,89513,176515,371,577,946,1714,1960,3673,41,40,78,48,64,109,1802,2064,3865,49059,49118,98174,34549,37136,71686,53360,53495,106855,29811,32180,61992,72368,74388,146751,1470,1473,2941,10441,9616,20052,3887,3889,7779,2207,2394,4602,2958,4562,7520,39394,41728,81120,6488,6255,12747,13344,13534,26878,3139,3203,6347,3047,3896,6950,1351,1723,3073
CED505,81924,89130,171054,4498,4224,8722,11036,10375,21418,5735,5540,11279,5148,5482,10636,10607,11955,22561,10958,12296,23257,10749,11872,22619,9054,9853,18912,7473,8486,15957,4804,5815,10616,1871,3222,5087,292,281,571,78232,84715,162949,3696,4411,8104,636,692,1331,23,18,38,13,17,28,667,731,1404,52112,55759,107872,26544,29848,56396,65564,69694,135258,12933,15665,28598,69680,75234,144916,1446,1371,2815,10582,10008,20590,5061,5040,10104,2984,3311,6292,3216,4674,7886,50081,55445,105523,3960,4121,8080,6235,7870,14108,1909,2004,3918,780,1114,1894,161,219,372
CED506,142227,115674,257904,7059,6570,13630,15113,14306,29415,5801,5235,11038,6813,6129,12940,21445,17283,38721,22341,15693,38037,21562,15080,36641,20403,16315,36723,14948,12945,27896,5652,4795,10444,1092,1323,2415,812,504,1319,104992,103723,208708,37235,11957,49193,15174,15032,30208,252,209,463,397,371,767,15825,15612,31439,90806,79382,170184,24212,20540,44749,101041,87543,188585,12893,12166,25062,105236,91854,197093,1550,1488,3043,12855,12143,25000,3001,2932,5930,635,861,1502,2125,3871,5991,43138,42545,85675,12935,10614,23550,28153,20561,48711,5777,4064,9840,3493,2423,5914,554,452,1003
CED507,75007,79226,154241,4516,4290,8808,11260,10500,21765,4747,4503,9256,3454,3183,6637,8125,8874,17000,9398,10723,20127,9837,10862,20703,9565,10589,20154,8532,8956,17490,4295,4728,9021,1273,2009,3286,186,142,328,72485,77174,149660,2528,2051,4580,2059,2100,4157,22,29,62,46,45,100,2138,2179,4311,56167,58509,114677,14563,16428,30989,64982,68965,133942,5242,6088,11328,65223,69254,134482,1213,1134,2348,10509,9788,20298,3225,3175,6403,542,717,1253,1178,3048,4229,25429,31937,57371,7126,7458,14585,16947,16037,32990,3535,2998,6535,1789,1697,3492,237,173,417
CED508,79387,84247,163632,5471,4996,10470,10095,9800,19894,4485,4405,8884,4895,5143,10038,11377,12560,23936,11893,12650,24540,10590,11304,21892,8998,9842,18836,6830,7578,14410,3540,4036,7578,1214,1928,3143,246,204,455,77938,82881,160817,1451,1372,2822,1429,1466,2899,32,17,54,29,39,68,1493,1522,3018,50798,53047,103843,25158,27908,53066,61397,64074,125470,14261,16630,30893,68023,72150,140171,1619,1461,3081,9586,9353,18940,3396,3567,6963,1811,2292,4098,2527,4360,6886,38072,43933,82010,5941,5636,11583,11539,11200,22741,2497,2444,4942,1814,2135,3948,356,452,808
CED509,84222,86609,170828,6119,5676,11793,12588,11803,24391,5612,5157,10767,5054,4732,9787,11102,12112,23212,12036,12579,24616,10829,11572,22396,9157,9795,18955,6867,7401,14265,3761,4136,7899,1095,1646,2747,120,162,275,81382,85140,166527,2840,1463,4306,3119,2693,5814,75,49,119,75,46,118,3262,2792,6055,55890,56000,111892,25242,27466,52713,65345,67467,132813,13624,15402,29022,71757,74403,146156,1748,1589,3335,11963,11233,23198,4116,3953,8076,1460,1710,3169,2013,3811,5824,34118,39635,73751,7046,6995,14041,15780,14036,29820,3138,2817,5959,1626,1742,3364,439,503,942
CED510,78277,81898,160173,4479,4168,8645,11383,10758,22137,5465,5037,10498,4761,4243,8998,7637,8036,15670,10025,11157,21184,10880,11813,22691,10086,11346,21434,8630,9174,17801,3791,4258,8057,1154,1908,3058,112,116,225,77493,80775,158263,786,1124,1915,638,612,1239,34,26,58,19,21,40,686,654,1341,48225,49193,97413,28237,30807,59049,68502,70370,138871,7787,9499,17286,70068,72863,142934,1525,1364,2889,11067,10427,21500,4405,4303,8708,2033,2071,4108,1890,3192,5083,39072,43036,82100,6112,6153,12264,11763,11929,23694,2371,2279,4653,902,1122,2020,137,177,316
CED511,98652,86715,185370,5192,4851,10040,11459,10789,22243,5052,4553,9605,5191,4065,9256,13024,10540,23565,12919,10848,23768,14026,11692,25721,14411,12510,26919,10773,9630,20403,5118,5183,10295,1497,2051,3551,250,142,395,83595,81939,165537,15060,4771,19832,5109,4882,9990,84,71,156,87,68,154,5278,5021,10297,68065,61833,129898,16744,16202,32950,77246,71185,148438,7042,6915,13955,77412,71828,149241,1168,1180,2349,10126,9572,19694,2945,2916,5865,569,677,1249,1447,2884,4328,30367,31894,62264,8903,8170,17076,21561,16873,38432,4652,3532,8180,2833,2152,4986,417,305,724
CED512,83342,89254,172595,6505,6255,12764,14005,13196,27204,6079,5754,11835,5481,5406,10883,11019,12884,23905,12041,13736,25774,11115,12377,23487,8135,8917,17050,5379,6091,11464,2765,3384,6150,816,1258,2081,160,156,317,83005,88643,171646,335,612,947,1388,1456,2839,60,52,111,41,36,80,1488,1538,3027,47157,49148,96302,33492,37357,70846,65768,69559,135329,14598,16533,31125,71083,75594,146676,1954,1868,3815,13352,12585,25937,4494,4472,8970,1753,2026,3774,1949,4081,6034,35156,41822,76976,7191,7327,14520,13541,13102,26639,2846,2720,5569,1185,1438,2624,358,515,878
CED513,90196,91852,182046,4986,4644,9630,8152,7830,15982,3602,3624,7229,5947,6446,12401,18195,18760,36955,15366,14514,29880,11636,11269,22900,9978,9760,19741,7046,7693,14745,3742,4571,8317,1546,2726,4271,687,468,1161,84996,87770,172760,5203,4083,9283,1172,1201,2372,37,24,66,32,45,76,1240,1271,2513,51405,51897,103301,32773,35146,67916,62792,62588,125377,20912,24105,45012,70752,72552,143313,1432,1228,2655,7678,7409,15090,2877,2996,5867,2620,3117,5743,4655,6390,11040,51644,54326,105972,5324,5028,10347,9435,9667,19109,2095,2105,4200,1712,2407,4125,454,656,1107
CED514,93574,94293,187868,5739,5473,11210,10150,9467,19617,4905,4537,9447,7788,7382,15167,17714,17315,35023,14260,13922,28178,10956,10893,21856,9582,9991,19568,7301,8107,15410,3711,4653,8359,1468,2561,4031,321,271,597,90392,91397,181794,3179,2894,6072,1998,2070,4066,38,40,84,49,35,93,2094,2150,4239,52445,52057,104499,35917,37198,73110,62122,61468,123590,25764,27164,52923,71714,72007,143722,1512,1403,2913,9531,8848,18378,3751,3652,7404,3687,3623,7308,4583,6168,10756,49214,51105,100318,6158,5874,12031,11842,11492,23333,2693,2520,5214,1730,2091,3820,586,704,1290
CED515,87896,93687,181583,4581,4383,8965,12535,12124,24663,6277,6144,12419,5914,5490,11404,9561,9642,19199,11739,13296,25041,11591,12728,24323,10164,11510,21671,8870,9835,18700,4797,5567,10366,1858,2966,4830,293,273,567,85667,91277,176945,2230,2409,4641,1082,866,1948,19,17,40,29,30,57,1128,918,2043,49101,50728,99830,36246,40099,76353,58380,61339,119719,25755,28965,54721,72498,77203,149698,1520,1427,2949,12120,11717,23832,5303,5392,10694,3116,3147,6260,2828,4106,6931,48022,51985,100015,5203,5442,10643,10463,11419,21885,2382,2635,5018,1428,1880,3309,372,549,917
CED597,3003,413,3413,0,0,0,0,4,3,14,8,19,81,37,121,459,94,549,945,55,999,896,57,951,473,86,560,119,61,178,15,17,32,0,3,3,143,16,164,24,15,37,2981,399,3380,40,6,44,0,0,0,0,0,0,39,6,48,1000,174,1179,618,97,717,1404,244,1654,208,22,233,1373,231,1606,0,0,0,0,0,0,0,5,5,10,4,10,63,9,68,944,198,1141,246,22,272,366,40,402,32,6,38,4,0,4,4,0,0
CED601,53738,55932,109668,2893,2764,5660,6619,6205,12823,3202,3114,6316,3453,3191,6646,7716,7420,15138,6073,6616,12687,6504,7149,13648,6856,7420,14271,6014,6464,12480,3365,3881,7244,1042,1707,2749,106,84,193,51799,53946,105744,1935,1982,3919,1950,2077,4023,80,109,185,76,96,177,2107,2275,4384,42338,44444,86780,8249,8438,16687,46040,48466,94504,4762,4655,9419,46693,49294,95987,732,726,1461,6172,5810,11979,2298,2358,4656,911,1032,1948,1956,2685,4642,18406,21159,39562,3617,4194,7808,13663,13256,26918,3301,3161,6456,1854,1761,3616,346,370,720
CED602,52909,55571,108481,2838,2738,5576,6551,6295,12845,3039,2934,5967,2822,2775,5597,6271,6490,12764,5624,6124,11744,6692,7168,13852,7479,8064,15538,6724,7128,13854,3787,4181,7965,1082,1690,2769,90,60,153,51492,54205,105697,1413,1369,2778,4200,4494,8695,157,170,330,182,168,348,4534,4835,9366,43927,46451,90369,5469,5711,11178,47702,50441,98142,2092,2225,4310,47609,50445,98056,676,631,1305,6058,5823,11875,2091,2172,4261,465,635,1102,1123,1961,3090,13454,16703,30154,4002,4715,8712,16205,15730,31934,4213,4080,8295,2207,1978,4185,169,139,302
CED603,55277,57511,112787,2653,2534,5192,5961,5612,11574,3021,2948,5966,3857,3839,7692,10947,10407,21351,7146,7340,14481,6447,6919,13369,6265,6816,13082,5196,5833,11031,2787,3549,6334,998,1711,2713,281,115,392,52554,54765,107323,2716,2748,5466,1706,1798,3504,69,71,144,76,75,153,1848,1950,3799,38546,40618,79167,13918,14172,28086,41598,43979,85576,10788,10762,21554,43701,46411,90109,717,686,1399,5637,5310,10948,2421,2384,4807,1687,1807,3494,3837,4540,8381,28561,30165,58728,3072,3167,6238,8289,8846,17130,2165,2441,4612,1392,1537,2926,297,377,678
CED604,53798,56412,110205,3079,2892,5969,6935,6618,13548,3113,2790,5902,2897,2651,5549,7235,7374,14613,6842,7380,14218,6558,7097,13658,6754,7487,14241,6099,6691,12792,3296,3822,7117,987,1605,2601,49,56,102,52573,55433,108002,1222,979,2205,2788,2680,5466,99,82,184,106,132,233,2997,2893,5891,42759,44802,87558,8823,9308,18134,46635,49362,95993,4547,4915,9466,47191,50244,97431,825,799,1619,6546,6261,12803,2333,2237,4568,913,959,1871,2099,2898,4999,22586,25477,48068,3703,3868,7570,11274,11480,22761,2547,2534,5079,1328,1275,2608,155,136,288
CED605,55924,56477,112397,3057,2839,5897,6901,6582,13484,3105,2725,5832,2839,2795,5640,6392,6789,13181,6173,6613,12790,6936,7458,14396,8473,8613,17089,7556,7225,14783,3589,3658,7243,900,1177,2075,128,70,198,54753,55309,110059,1170,1164,2335,2869,3083,5955,193,190,377,156,158,309,3217,3424,6644,46632,46986,93617,5316,5707,11027,50688,51236,101925,1784,1992,3773,50633,51302,101937,687,697,1391,6391,6071,12463,2003,1916,3921,490,634,1120,1098,1974,3075,15384,18642,34025,4159,4680,8829,16338,14908,31248,4317,3709,8023,2143,1667,3810,153,95,248
CED697,299,76,378,0,0,0,0,0,5,0,4,5,9,6,15,58,13,69,67,16,78,71,18,90,63,11,77,25,9,33,4,0,3,0,0,0,8,0,13,0,0,0,299,76,378,6,0,9,0,0,0,0,0,0,3,0,5,224,61,285,34,7,42,181,59,240,16,0,16,186,61,244,0,0,0,0,0,5,3,0,3,0,0,3,0,3,8,100,34,131,21,9,27,68,13,84,3,5,6,4,0,4,0,0,0
CED701,76486,70735,147222,4834,4365,9199,9898,9297,19190,4506,4083,8588,5963,4643,10605,12797,12368,25161,10789,10115,20905,9517,9071,18587,9101,9106,18204,6989,5960,12944,1867,1431,3299,228,305,534,1616,389,2003,63108,63823,126932,13379,6908,20286,24210,24085,48291,168,148,318,340,340,676,24721,24568,49289,55089,52355,107438,10377,10364,20738,40112,37771,77886,23112,24455,47564,59165,57887,117054,1155,1076,2230,8561,8040,16606,1867,1858,3726,373,581,953,1558,2844,4400,21233,24539,45776,7288,6788,14078,13051,9955,23010,4148,3439,7589,3774,3280,7052,871,900,1772
CED702,59612,59884,119495,3968,3758,7722,7674,7291,14961,3022,2982,6009,4093,3571,7662,10727,11659,22386,8825,9471,18294,7566,7673,15238,6742,6681,13420,4918,4664,9580,1760,1719,3482,326,410,738,814,377,1196,54083,55612,109687,5531,4277,9810,4877,5599,10478,207,189,392,585,594,1179,5669,6371,12049,36609,35996,72607,16544,18273,34815,38365,37886,76252,14251,15826,30072,45161,45309,90471,1020,990,2004,6880,6533,13416,1954,2059,4020,949,1194,2142,2824,4700,7525,25753,28920,54670,5321,4775,10094,7169,6344,13513,1942,1721,3667,1381,1399,2782,311,394,710
CED797,429,73,494,0,0,0,0,0,0,10,0,11,17,15,27,54,16,65,106,3,112,117,7,124,96,12,106,22,21,40,4,5,10,0,0,0,12,7,17,13,5,12,418,68,486,12,0,9,0,0,0,0,0,0,11,0,15,204,37,242,73,11,83,248,45,295,29,4,32,245,43,287,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,151,33,185,35,4,40,78,14,86,6,0,5,6,0,3,0,0,0
