UCL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
UCL422017,0,9,0,9,29,0,0,36,0,0,0,0,35,0,0,35,0,0,0,0,29,0,0,29,0,0,0,0,13,0,0,15,19,15,0,30,148,9,0,185
UCL422018,6,3,0,4,28,0,0,37,0,0,0,0,39,6,0,43,0,0,0,0,20,0,0,19,0,0,0,0,0,0,0,3,19,5,0,23,134,16,0,174
UCL422019,0,8,0,7,88,7,0,98,0,10,0,10,136,15,0,161,0,0,0,0,65,5,0,73,0,0,0,0,12,0,0,12,36,24,0,57,379,46,0,485
UCL422020,0,6,0,4,58,13,0,73,0,3,0,3,56,11,0,70,0,0,0,4,29,0,0,34,0,0,0,0,5,3,0,8,65,15,0,84,203,41,0,338
UCL422021,3,5,0,7,61,20,0,83,0,16,0,16,80,12,0,107,0,0,0,0,16,3,0,23,0,0,0,0,12,0,0,7,34,22,0,57,256,39,0,351
UCL422022,0,7,0,10,12,0,0,24,0,3,0,0,16,4,0,16,0,0,0,0,0,0,0,4,0,4,0,4,0,3,0,6,55,75,13,149,101,24,0,273
UCL422023,0,0,0,0,40,3,0,46,0,6,0,6,29,6,0,42,0,0,0,0,17,0,0,22,0,0,0,0,0,0,0,0,25,11,3,43,164,28,0,236
UCL422024,0,8,0,8,11,0,0,18,0,5,0,5,5,0,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,31,54,23,106,87,12,0,199
UCL422025,0,8,0,8,40,4,0,50,0,3,0,6,55,6,0,64,0,6,0,6,32,6,0,36,0,0,0,0,28,0,0,31,39,21,4,66,196,17,0,283
UCL422026,0,16,0,16,37,0,0,55,0,8,0,8,19,0,0,27,0,0,0,0,10,0,0,12,0,0,0,0,3,3,0,3,77,30,0,108,191,15,0,313
UCL422027,0,6,0,3,21,24,0,46,0,0,0,0,11,31,0,45,0,0,0,0,0,7,0,8,0,0,0,0,0,3,0,3,7,7,0,17,56,108,0,185
UCL422028,0,5,0,9,35,10,0,49,0,5,0,5,36,12,0,57,0,0,0,0,18,10,0,24,0,0,0,0,8,0,0,7,28,16,4,49,147,48,0,240
UCL422029,0,13,0,13,14,0,0,26,0,5,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,76,14,142,73,14,0,224
UCL422030,0,6,0,6,42,3,0,61,0,3,0,3,61,8,0,67,0,0,0,0,23,4,0,29,0,0,0,0,5,0,0,5,36,18,0,57,193,15,0,272
UCL422031,0,7,0,7,51,3,0,60,0,4,0,4,44,4,0,54,0,0,0,0,24,4,0,24,0,0,0,0,4,0,0,4,28,13,3,46,204,31,0,274
UCL422032,0,16,0,16,42,3,0,58,0,3,0,3,27,0,0,36,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,3,58,20,0,80,151,20,0,255
UCL422033,3,10,0,12,48,17,0,80,0,6,0,6,17,4,0,32,0,0,0,0,10,8,0,16,0,0,0,0,0,0,0,5,26,20,0,48,170,54,0,277
UCL422034,0,9,5,11,44,8,0,62,0,4,0,4,34,3,0,43,0,0,0,0,17,0,0,17,0,0,0,0,7,0,0,7,36,15,4,59,183,26,0,267
UCL422035,4,5,0,7,46,4,0,62,0,4,0,4,31,0,0,36,0,0,0,0,18,0,0,22,0,0,0,0,3,0,0,3,85,22,4,109,205,22,0,336
UCL422036,0,14,0,11,49,4,0,66,0,0,0,0,63,5,0,67,0,0,0,0,25,3,0,32,0,0,0,0,3,0,0,3,66,29,0,99,232,21,0,349
UCL422037,0,11,0,11,18,0,0,31,0,8,0,8,36,0,0,43,0,0,0,0,22,0,0,25,0,0,0,0,0,0,0,0,42,21,5,70,148,11,0,226
UCL422038,0,4,0,5,29,0,0,37,0,0,0,3,34,0,0,35,0,0,0,0,26,3,0,32,0,0,0,0,3,0,0,3,39,21,3,58,138,11,0,211
UCL422039,4,5,0,6,40,3,0,54,0,13,0,12,40,9,0,55,0,0,0,0,12,4,0,18,0,0,0,0,0,0,0,0,22,16,0,39,138,25,0,212
UCL422040,0,3,0,3,45,3,0,48,0,4,0,4,33,10,0,42,0,0,0,0,31,0,0,33,0,0,0,0,7,6,0,10,32,16,3,49,192,15,0,254
UCL422041,0,5,0,5,52,3,0,69,0,4,0,10,84,0,0,97,0,0,0,0,47,3,0,54,0,0,0,0,4,0,0,3,30,20,5,60,244,23,0,322
UCL422042,0,7,0,6,69,3,0,79,0,0,0,0,65,12,0,78,0,0,0,0,44,11,0,51,0,0,0,0,3,10,0,7,19,9,0,26,240,46,0,312
UCL422043,3,3,0,8,25,3,0,36,0,0,0,0,31,3,0,34,0,0,0,0,17,0,0,17,0,0,0,0,4,0,0,4,10,13,4,28,102,11,0,137
UCL422044,4,5,0,9,39,8,0,60,0,9,0,9,56,5,0,71,0,0,0,0,45,3,0,44,0,0,0,0,12,0,0,16,35,25,4,56,200,28,0,285
UCL422045,0,14,0,21,98,10,0,129,0,12,0,14,147,11,0,168,0,3,0,3,66,0,0,72,0,0,0,0,30,0,0,31,26,34,0,58,413,34,0,510
UCL422046,0,4,0,4,60,14,0,74,0,6,0,6,59,5,0,67,0,0,0,0,38,3,0,44,0,0,0,0,9,0,0,11,45,15,0,59,248,35,0,348
UCL422047,0,9,0,13,31,0,0,39,0,8,0,8,29,3,0,44,0,0,0,0,6,0,0,5,0,0,0,0,8,0,0,8,10,27,0,38,112,5,0,159
UCL422048,0,0,0,3,60,4,0,71,0,0,0,0,57,7,0,63,0,0,0,0,36,4,0,42,0,0,0,0,18,0,0,18,31,14,9,51,227,26,0,304
UCL422049,3,10,0,13,41,6,0,59,0,4,0,4,18,0,0,21,0,0,0,0,22,0,0,23,0,0,0,0,8,0,0,7,38,21,5,58,153,11,0,224
UCL422050,0,6,0,6,25,0,0,31,0,0,0,0,34,4,0,32,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,23,9,0,31,120,3,0,156
UCL422051,0,4,0,8,57,3,0,71,0,4,0,4,45,0,0,56,0,0,0,0,6,0,0,10,0,0,0,0,3,0,0,3,57,18,3,82,207,24,0,317
UCL422052,10,23,0,29,61,0,0,91,0,15,0,13,88,6,0,110,0,0,0,0,79,6,0,88,0,0,0,0,15,3,0,16,42,46,0,85,318,23,0,424
UCL422053,0,0,0,0,37,23,0,65,0,0,0,0,41,21,0,66,0,0,0,0,20,13,0,36,0,0,0,0,3,0,0,10,12,9,0,20,127,105,0,255
UCL422054,0,9,0,12,30,6,0,50,0,3,0,3,20,8,0,35,0,0,0,0,16,5,0,24,0,0,0,0,7,0,0,7,20,24,3,43,141,22,0,205
UCL422055,0,3,0,3,52,0,0,56,0,3,0,3,32,3,0,45,0,0,0,0,23,11,0,29,0,0,0,0,5,0,0,5,29,16,0,46,210,19,0,282
UCL422056,0,11,0,10,21,0,0,34,0,0,0,0,30,0,0,27,0,0,0,0,8,5,0,16,0,0,0,0,14,3,0,17,42,18,5,65,143,17,0,220
UCL422057,0,7,0,7,50,5,0,56,0,6,0,6,37,7,0,51,0,0,0,0,11,0,0,11,0,0,0,0,4,0,0,4,49,21,7,79,223,23,0,322
UCL422058,0,4,0,3,25,0,0,33,0,0,0,0,24,3,0,30,0,0,0,0,19,0,0,19,0,0,0,0,8,0,0,8,24,14,0,44,121,15,0,180
UCL422059,0,8,0,15,54,12,0,82,0,8,0,5,57,10,0,75,0,0,0,0,26,12,0,42,0,0,0,0,7,0,0,7,65,25,0,90,229,67,0,387
UCL422060,0,6,0,6,42,4,0,44,0,5,0,5,44,6,0,55,0,0,0,0,17,0,0,20,0,0,0,0,10,0,0,10,19,10,0,23,154,15,0,197
UCL422061,0,0,0,4,41,11,0,53,0,0,0,0,16,0,0,21,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,31,7,0,45,132,20,0,197
UCL422062,0,8,0,5,16,0,0,24,0,3,0,3,14,0,0,19,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,44,19,0,63,86,3,0,157
UCL422063,0,7,0,6,8,6,0,19,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,23,19,81,84,50,0,214
UCL431001,813,3509,24,4355,19372,1986,15,25719,162,2930,19,3109,15489,1511,27,20137,34,433,0,471,7002,765,12,8252,3,17,0,20,1486,207,3,1723,21889,9842,982,32705,80173,11388,386,124656
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,22,8,7,40
UCL501001,11143,32235,491,43879,169593,8152,910,222529,2308,36457,188,38958,130541,7031,788,177310,468,7693,53,8215,82960,6756,267,98207,69,426,0,493,34077,5311,78,39957,344804,118099,14444,477344,1055545,79591,4837,1617314
UCL511001,319,1436,20,1776,6650,414,14,8854,70,1084,3,1156,5549,359,11,7074,26,177,0,201,3448,262,3,3920,6,10,0,19,1229,266,0,1511,12398,4347,720,17470,36868,3579,89,58003
UCL512001,160,482,8,644,3193,211,11,4055,25,405,6,438,2918,191,0,3545,5,75,0,82,2093,164,3,2343,0,7,0,7,931,109,0,1051,4441,1694,279,6410,17031,1734,40,25220
UCL512002,117,450,4,567,2638,199,9,3406,16,461,3,490,2862,177,0,3529,3,70,0,69,1878,148,0,2099,0,0,0,5,778,95,0,877,4151,1437,233,5823,14643,1229,30,21726
UCL512003,153,577,11,733,3121,310,8,4174,28,421,4,448,2608,249,3,3315,9,78,0,80,1603,218,5,1902,0,6,0,9,633,134,5,776,4635,1794,290,6719,16819,2530,43,26103
UCL512004,136,359,0,498,2623,479,14,3617,18,171,0,181,1422,312,19,1934,6,41,0,48,557,82,0,690,0,3,0,3,163,34,0,199,4922,1205,236,6358,13999,3106,75,23545
UCL513001,73,235,0,305,2031,483,9,2824,15,236,0,247,2093,330,12,2687,6,46,0,54,678,147,0,882,0,0,0,0,84,26,0,111,2572,923,172,3661,10196,2833,123,16818
UCL513002,48,192,0,242,1003,131,4,1373,5,115,0,118,862,104,0,1086,3,33,0,38,606,100,0,741,0,6,0,8,233,23,0,257,1438,602,91,2124,5322,922,18,8392
UCL513003,49,189,0,243,1214,421,19,1889,3,89,0,91,543,155,11,797,0,9,0,9,145,30,3,187,0,0,0,0,12,3,0,22,3568,644,172,4384,7536,3006,94,15017
UCL513004,63,164,0,228,1359,515,7,2116,6,71,0,75,557,178,8,813,0,6,0,8,140,45,0,196,0,0,0,0,29,9,0,34,2928,605,161,3691,7403,3327,56,14480
UCL513005,53,146,0,201,791,52,4,1044,7,125,0,136,660,31,0,827,0,33,0,33,404,23,0,464,0,0,0,0,120,22,0,146,2091,552,100,2747,4637,400,38,7818
UCL514001,24,170,0,190,715,54,0,966,4,113,0,113,756,57,0,926,0,19,0,19,408,57,0,480,0,0,0,0,109,52,0,163,942,468,66,1480,3721,511,3,5718
UCL514002,34,115,0,140,549,49,5,745,11,187,0,193,608,42,0,851,0,33,0,33,352,44,6,429,0,3,0,3,87,4,0,97,1323,427,54,1807,3157,341,15,5327
UCL514003,43,80,0,126,601,72,0,796,8,104,0,111,470,43,0,629,7,12,0,23,221,12,0,246,0,0,0,0,102,16,0,120,1423,330,91,1842,3425,454,55,5775
UCL514004,32,124,0,155,674,74,0,903,4,81,0,88,640,74,0,794,0,16,0,16,371,47,4,437,0,0,0,0,150,29,0,188,873,363,53,1284,3458,576,6,5325
UCL515001,3,17,0,21,170,9,0,198,0,26,3,30,252,14,4,300,0,6,0,6,151,10,0,166,0,0,0,0,85,15,0,98,108,59,9,182,853,74,13,1117
UCL515002,5,20,0,26,156,3,0,192,0,20,0,20,147,0,0,164,0,4,0,4,41,0,0,49,0,0,0,0,9,0,0,10,196,63,11,276,669,38,0,976
UCL515003,14,29,0,41,301,25,0,360,3,39,0,44,350,20,0,414,0,3,0,6,171,16,0,191,0,0,0,0,65,9,0,75,295,117,7,415,1319,143,5,1882
UCL515004,5,22,0,25,118,10,0,161,0,15,0,18,128,3,0,152,0,0,0,0,60,0,0,68,0,0,0,0,15,0,0,19,430,99,26,549,947,92,50,1639
UCL515005,12,33,0,46,216,15,0,271,3,17,0,23,228,13,0,265,0,7,0,7,107,10,0,127,0,0,0,0,31,8,0,36,383,122,31,533,1152,97,0,1777
UCL515006,15,63,3,81,625,101,0,805,9,53,0,62,778,81,0,919,4,11,0,18,372,49,0,437,0,0,0,3,69,12,0,88,558,220,65,841,2926,739,64,4577
UCL515007,15,26,0,40,143,8,0,198,0,23,0,31,84,11,0,118,0,6,0,6,36,4,0,46,0,0,0,0,18,0,0,20,476,81,37,593,678,122,9,1401
UCL515008,8,18,0,24,130,17,0,174,0,17,0,17,51,13,0,78,0,0,0,0,20,5,0,30,0,0,0,0,0,0,0,0,287,60,10,358,519,115,5,995
UCL515009,13,43,0,54,317,37,0,405,4,36,0,40,379,27,7,446,0,6,0,6,248,23,0,281,0,0,0,0,106,7,0,111,387,137,38,561,1655,255,4,2474
UCL515010,10,38,0,52,401,117,0,564,0,30,0,30,368,78,0,474,0,3,0,3,104,21,0,127,0,0,0,0,23,4,0,26,328,187,44,559,1698,719,10,2985
UCL515011,11,41,0,49,281,19,0,351,0,37,0,42,290,25,0,349,0,3,0,3,222,20,0,238,0,0,0,0,86,6,0,88,391,129,23,546,1497,132,21,2205
UCL515012,9,25,0,33,141,8,0,178,0,33,0,33,105,6,0,143,0,0,0,0,42,0,0,46,0,0,0,0,12,0,0,15,433,134,25,596,883,62,0,1545
UCL515013,14,75,0,94,593,38,3,726,0,73,3,80,748,50,0,875,0,9,0,9,308,19,0,339,0,0,0,0,35,4,0,41,635,231,38,907,3125,272,35,4330
UCL515014,7,31,0,38,139,34,0,216,0,5,0,5,113,32,3,154,0,4,0,4,21,9,0,35,0,0,0,0,3,0,0,3,154,108,18,273,674,220,4,1177
UCL515015,13,45,0,60,227,31,0,317,0,44,0,44,250,20,0,312,0,3,0,3,235,23,0,259,0,0,0,0,110,11,0,129,376,155,19,548,1593,159,12,2309
UCL515016,0,22,0,23,229,13,0,265,0,20,0,20,278,30,0,323,0,5,0,5,104,21,0,127,0,0,0,0,31,10,0,37,191,67,18,269,966,130,8,1377
UCL515017,3,42,0,43,319,72,3,442,0,33,0,38,418,69,0,518,0,3,0,5,171,27,0,202,0,0,0,0,25,6,0,38,194,112,8,308,1299,297,13,1907
UCL515018,3,32,0,36,166,26,0,225,0,9,0,6,86,13,0,113,0,0,0,0,27,7,0,34,0,0,0,0,8,0,0,11,255,69,9,331,734,217,0,1285
UCL515019,14,40,0,56,372,31,0,462,3,43,0,47,303,33,0,379,0,3,0,3,184,26,0,208,0,0,0,0,70,22,0,88,444,144,29,624,1986,339,3,2953
UCL515020,26,57,3,79,616,86,3,793,4,37,0,43,552,51,4,655,0,5,0,5,98,23,0,126,0,0,0,0,20,11,0,22,701,253,79,1026,2815,699,63,4604
UCL515021,11,34,0,51,190,8,0,249,0,18,0,18,196,12,0,227,0,3,0,4,113,4,0,121,0,0,0,0,28,3,0,30,241,88,22,352,890,49,0,1289
UCL515022,30,50,0,84,436,22,0,534,0,43,0,44,380,18,0,445,0,12,0,12,260,16,0,290,0,0,0,0,106,7,0,114,570,180,41,791,2287,184,17,3276
UCL515023,3,31,0,33,250,42,0,330,4,17,0,24,219,27,0,275,0,0,0,0,106,15,0,119,0,0,0,0,56,5,0,57,345,119,17,478,1257,261,3,1999
UCL515024,10,27,0,37,168,31,0,236,0,18,0,20,154,24,0,199,0,9,0,9,75,14,0,100,0,0,0,0,32,8,0,43,177,96,6,279,826,187,51,1350
UCL515025,10,27,0,31,205,29,0,268,0,17,0,17,183,22,0,226,0,4,0,4,99,28,0,126,0,0,0,0,45,35,0,83,215,77,18,314,971,208,0,1492
UCL515026,3,41,0,50,177,10,0,236,0,24,0,24,115,12,0,150,0,4,0,4,44,3,0,52,0,0,0,0,23,0,0,23,431,138,22,586,986,84,0,1657
UCL515027,11,59,0,70,366,42,0,484,5,44,0,51,331,43,0,420,6,7,0,13,196,33,0,245,0,0,0,0,94,52,0,144,482,184,18,685,2027,385,8,3110
UCL515028,17,34,3,54,380,55,5,491,3,24,0,33,99,18,0,154,0,0,0,0,18,4,0,27,0,0,0,0,0,0,0,0,953,168,44,1171,2038,500,28,3738
UCL515029,7,8,0,16,136,64,3,216,0,0,0,0,24,16,0,40,0,0,0,0,3,9,0,15,0,0,0,0,0,4,0,3,247,28,12,293,644,442,6,1380
UCL515030,13,87,0,99,334,23,0,457,0,47,0,45,414,31,0,487,3,9,0,6,261,48,0,315,0,0,0,0,80,47,0,133,499,219,33,748,1992,261,0,3003
UCL515031,19,50,6,72,385,52,0,509,4,52,0,53,485,68,0,611,4,3,0,10,282,45,0,331,0,0,0,0,63,6,0,72,381,139,22,539,1761,325,4,2630
UCL515032,7,35,0,40,144,5,0,192,0,19,0,23,88,3,0,113,0,3,0,3,30,3,0,36,0,0,0,0,15,3,0,16,253,101,16,366,678,66,0,1104
UCL515033,3,19,0,24,219,63,6,313,0,8,0,13,69,24,3,107,0,3,0,3,19,6,0,32,0,0,0,0,0,0,0,6,656,90,42,783,1098,391,17,2291
UCL515034,17,51,0,65,255,19,0,336,0,37,0,39,235,13,0,289,0,3,0,3,136,10,0,152,0,0,0,0,29,8,0,32,419,148,25,595,1338,132,6,2066
UCL515035,4,26,0,30,175,11,0,215,0,14,0,14,166,12,0,196,0,4,0,4,108,13,0,126,0,0,0,0,34,5,0,41,127,55,5,188,757,107,3,1056
UCL515036,3,52,0,55,248,17,0,323,3,39,0,36,249,23,0,306,0,8,0,8,152,29,0,187,0,0,0,0,56,27,0,85,293,150,22,461,1224,153,0,1843
UCL515037,6,20,0,26,145,87,0,258,0,16,0,16,34,15,0,63,0,3,0,3,9,0,0,14,0,0,0,0,0,0,0,0,428,96,29,554,876,473,6,1903
UCL515038,13,38,0,54,304,27,0,390,0,46,0,49,403,22,0,474,0,5,0,8,248,29,0,287,0,0,0,0,75,17,0,93,254,116,15,383,1488,193,0,2062
UCL521001,4,7,0,14,73,5,0,90,0,8,0,8,42,3,0,53,0,0,0,0,15,0,0,19,0,0,0,0,3,0,0,3,76,43,4,119,273,9,0,408
UCL521002,9,16,0,18,71,4,0,97,0,7,0,7,126,14,0,148,0,0,0,0,44,0,0,47,0,0,0,0,4,0,0,8,89,41,4,138,440,52,0,626
UCL521003,5,11,0,12,109,7,0,127,0,14,0,14,158,14,0,189,0,0,0,0,104,13,0,117,0,0,0,0,35,6,0,40,64,34,8,109,562,71,4,742
UCL521004,0,11,0,12,34,0,0,51,0,9,0,9,11,0,0,21,0,3,0,3,5,0,0,8,0,0,0,0,0,0,0,0,124,55,0,180,245,16,0,435
UCL521005,5,9,0,17,136,12,0,165,0,6,0,7,113,7,0,127,0,0,0,0,40,12,0,52,0,0,0,0,3,3,0,10,185,38,9,232,526,84,3,839
UCL521006,8,32,0,35,110,7,0,148,0,11,0,16,83,15,0,110,0,0,0,4,57,3,0,66,0,0,0,0,5,0,0,5,136,76,9,218,410,43,4,673
UCL521007,0,4,0,6,71,6,0,86,0,3,0,4,64,8,0,74,0,0,0,0,47,7,0,62,0,0,0,0,23,0,0,22,66,21,7,92,310,53,0,453
UCL521008,0,7,0,10,51,15,0,72,0,6,0,3,55,5,0,66,0,3,0,3,62,4,0,65,0,0,0,0,37,0,0,39,61,20,4,86,314,62,0,452
UCL521009,0,5,0,11,57,10,0,73,0,3,0,4,72,20,0,98,0,0,0,0,41,10,0,58,0,0,0,0,10,9,0,22,79,27,6,106,293,87,0,489
UCL521010,3,17,0,14,72,7,0,96,0,13,0,13,74,5,0,93,0,4,0,4,46,4,0,52,0,0,0,0,12,0,0,12,108,44,7,157,430,52,0,633
UCL521011,5,8,0,14,48,0,0,61,0,8,0,8,27,0,0,33,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,144,23,3,171,240,5,0,411
UCL521012,5,9,0,19,83,3,0,104,0,5,0,5,101,3,0,106,0,0,0,0,20,3,0,23,0,0,0,0,7,5,0,9,77,21,0,97,337,21,0,460
UCL521013,8,14,0,27,101,9,0,131,0,13,0,16,71,5,0,90,0,0,0,0,21,3,0,24,0,0,0,0,10,0,0,10,160,52,10,221,440,33,0,697
UCL521014,7,14,0,20,112,32,0,168,0,5,0,5,109,17,0,134,0,0,0,0,27,5,0,28,0,0,0,0,4,0,0,4,94,40,6,139,485,197,0,823
UCL521015,0,11,0,11,66,0,0,81,0,4,0,6,88,14,0,106,0,0,0,0,51,6,0,58,0,0,0,0,27,5,0,37,67,32,0,99,377,40,0,518
UCL521016,4,15,0,20,53,0,0,74,0,10,0,12,52,4,0,70,0,3,0,3,32,0,0,34,0,0,0,0,18,0,0,16,103,34,0,148,339,34,0,516
UCL521017,6,13,0,19,60,14,0,91,0,12,0,12,43,6,0,58,0,8,0,8,26,14,0,43,0,0,0,0,14,5,0,21,111,55,4,171,310,89,0,578
UCL521018,6,3,0,13,49,0,0,57,0,6,0,8,43,5,0,54,0,4,0,4,33,0,0,33,0,0,0,0,10,0,0,10,93,36,7,138,269,13,0,418
UCL521019,11,33,0,41,267,91,0,397,6,26,0,32,348,107,0,487,0,3,0,3,135,45,0,181,0,0,0,0,10,6,0,17,151,71,9,231,1060,398,6,1693
UCL521020,4,20,0,19,85,4,0,110,0,8,0,8,121,9,0,137,0,0,0,0,41,7,0,49,0,0,0,0,4,0,0,4,89,45,4,132,426,21,0,584
UCL521021,7,15,0,19,82,3,0,104,0,5,0,5,90,5,0,103,0,5,0,10,56,3,0,63,0,0,0,0,16,0,0,12,141,40,13,195,416,37,0,644
UCL521022,6,16,0,25,80,16,4,125,0,22,0,21,44,9,0,76,0,0,0,0,7,0,0,9,0,0,0,0,6,0,0,4,117,54,6,179,322,72,3,578
UCL521023,0,5,0,5,65,7,0,79,0,8,0,7,58,9,0,70,0,0,0,0,18,0,0,18,0,0,0,0,8,0,0,12,98,33,5,134,267,39,0,444
UCL521024,10,19,0,26,146,36,0,214,0,14,0,15,135,39,0,188,0,0,0,0,43,16,0,61,0,0,0,0,3,9,0,10,159,126,27,308,910,297,3,1517
UCL521025,0,7,0,6,89,13,0,113,0,0,0,3,72,10,0,82,0,0,0,0,40,15,0,56,0,0,0,0,9,6,0,15,116,20,7,138,413,56,0,618
UCL521026,6,12,0,18,89,6,0,109,0,8,0,7,43,3,0,54,0,0,0,0,30,4,0,36,0,0,0,0,5,0,0,3,139,44,11,194,364,37,0,595
UCL521027,4,8,0,8,75,66,0,144,0,3,0,3,33,26,0,66,0,0,0,0,11,8,0,17,0,0,0,0,0,0,0,4,130,43,10,181,353,484,3,1021
UCL521028,4,13,0,14,107,16,0,134,0,9,0,9,93,3,0,111,0,4,0,4,70,10,0,81,0,0,0,0,35,7,0,37,75,34,6,111,505,70,0,688
UCL521029,4,17,0,15,118,14,0,148,0,15,0,15,78,5,0,100,0,0,0,0,62,16,0,81,0,0,0,0,37,9,0,39,110,50,5,164,484,77,0,722
UCL521030,0,6,0,9,99,15,0,124,0,18,0,15,97,11,3,131,0,0,0,0,69,5,0,74,0,0,0,0,15,5,0,18,61,44,0,105,491,63,25,684
UCL521031,0,9,0,12,103,61,0,171,0,9,0,5,76,25,0,103,0,0,0,0,19,5,0,25,0,0,0,0,5,0,0,5,101,32,14,144,462,359,0,963
UCL521032,5,11,0,14,88,26,0,129,0,4,0,4,54,21,0,83,0,3,0,3,18,7,0,27,0,0,0,0,0,0,0,0,73,45,4,132,356,170,5,658
UCL521033,0,4,0,8,86,79,0,175,3,8,0,9,69,36,0,116,0,0,0,0,13,7,0,24,0,0,0,0,7,0,0,3,70,19,0,92,308,455,0,859
UCL521034,5,21,0,21,95,9,0,132,0,13,0,14,61,5,0,81,0,0,0,0,35,0,0,38,0,0,0,0,11,0,0,11,110,50,4,156,429,36,0,629
UCL521035,3,10,0,8,79,9,0,95,0,5,0,5,76,4,0,87,0,0,0,0,50,6,0,65,0,0,0,0,14,3,0,19,60,22,0,80,336,44,0,462
UCL521036,0,9,0,8,88,14,0,116,0,0,0,3,87,12,0,94,0,0,0,0,31,10,0,43,0,0,0,0,0,0,0,10,46,15,0,57,368,86,0,515
UCL521037,8,15,0,20,100,0,0,122,0,4,0,9,97,4,0,105,0,0,0,0,48,9,0,64,0,0,0,0,11,0,0,11,152,47,7,205,515,44,0,772
UCL521038,0,13,0,14,109,19,0,137,0,10,0,10,129,20,0,161,0,4,0,4,75,12,0,89,0,0,0,0,43,8,0,45,73,36,6,114,472,94,0,679
UCL521039,11,17,0,28,113,3,0,145,4,13,0,19,84,6,0,103,0,0,0,0,49,8,0,62,0,0,0,0,12,3,0,16,139,50,11,198,404,44,0,645
UCL521040,0,6,0,11,177,63,0,249,0,14,4,20,181,64,0,264,0,0,0,0,60,11,0,76,0,0,0,0,5,0,0,11,161,53,27,237,687,320,28,1271
UCL521041,0,13,0,13,58,0,0,74,0,3,0,9,13,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,30,25,251,275,15,5,545
UCL521042,10,0,0,14,78,8,0,95,0,8,0,12,68,6,0,79,0,0,0,0,42,3,0,45,0,0,0,0,26,4,0,28,81,23,3,112,402,42,15,570
UCL521043,6,14,0,17,75,3,0,93,0,11,0,11,45,0,0,62,0,0,0,0,22,0,0,25,0,0,0,0,6,0,0,6,71,27,5,104,247,22,0,384
UCL521044,0,13,0,15,104,13,0,128,0,7,0,7,101,3,0,115,0,3,0,3,67,9,0,78,0,0,0,0,20,3,0,26,66,35,3,110,434,51,0,591
UCL521045,3,8,0,10,62,19,0,88,0,5,0,5,84,32,0,124,0,0,0,0,45,17,0,63,0,0,0,0,27,9,0,32,39,26,3,61,302,124,0,486
UCL521046,3,7,0,14,65,7,0,87,0,13,0,13,34,11,0,54,0,0,0,0,20,3,0,25,0,0,0,0,3,0,0,3,82,86,13,187,352,57,0,595
UCL521047,3,7,0,14,85,8,0,103,0,3,0,3,73,5,0,80,0,0,0,0,28,0,0,31,0,0,0,0,13,0,0,12,67,25,4,95,361,54,0,514
UCL521048,0,20,0,18,110,16,0,147,0,16,0,16,148,10,0,178,0,3,0,3,82,7,0,88,0,0,0,0,30,3,0,33,88,61,14,162,535,83,0,777
UCL521049,5,13,0,14,24,7,0,48,0,7,0,7,13,0,0,17,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,93,100,20,208,170,31,0,409
UCL521050,0,9,0,18,84,3,0,100,0,9,0,10,80,5,0,98,0,0,0,0,33,5,0,41,0,0,0,0,19,0,0,19,103,42,3,153,393,41,4,584
