UCL_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
UCL113009,0,13,56,972,1832,300,57,67,3305,0,0,36,18,3,0,0,12,68,0,0,0,14,0,0,0,0,15,0,0,36,30,3,0,0,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,102,1004,1837,304,57,79,3402
UCL113010,4,28,299,1687,1455,218,32,166,3898,4,65,256,203,9,0,0,58,597,0,0,9,3,6,0,0,3,21,4,65,269,200,15,0,0,59,616,0,16,18,0,0,0,0,4,44,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,0,0,4,53,0,16,20,0,4,0,0,88,133,0,9,0,4,0,0,0,0,13,8,145,606,1894,1473,218,36,329,4706
UCL113011,0,25,236,1642,1407,255,34,207,3822,0,81,164,104,4,4,0,55,419,0,28,60,54,0,0,0,23,162,3,107,220,159,12,4,0,80,584,0,0,13,10,0,0,0,5,22,0,0,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,0,0,0,0,33,4,16,0,4,0,0,0,5,22,0,5,5,3,0,0,0,0,11,7,153,482,1816,1423,257,37,290,4469
UCL113012,3,34,233,1455,1659,361,50,113,3909,0,40,251,261,21,0,0,27,599,0,16,91,652,171,15,6,38,978,0,48,345,905,193,11,6,70,1583,0,57,80,38,5,3,3,26,211,0,20,85,39,0,0,0,3,152,0,17,210,126,14,0,0,7,371,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,87,373,203,25,4,3,43,743,10,7,9,0,0,0,0,3,21,0,3,8,5,0,0,0,3,19,18,189,965,2571,1877,380,57,225,6279
UCL113013,12,35,254,2218,1522,204,39,218,4499,0,31,432,117,20,0,0,56,649,0,41,94,33,21,0,0,25,216,0,70,526,147,39,0,0,80,865,0,26,8,5,0,0,0,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,0,0,19,0,26,12,9,0,0,0,5,60,10,54,72,9,0,0,0,39,190,3,0,3,0,0,0,0,0,8,24,181,868,2389,1565,201,39,351,5618
UCL113014,3,41,294,1932,1796,253,64,188,4576,0,18,137,187,15,3,0,31,397,0,18,129,55,8,0,0,30,243,0,42,263,244,24,3,0,65,642,0,46,137,50,5,0,0,29,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,46,137,50,5,0,0,29,263,12,56,12,6,6,0,0,30,115,0,3,0,5,0,0,0,0,13,20,186,713,2228,1835,260,62,300,5606
UCL113015,10,47,491,2119,1258,200,34,210,4364,0,0,111,57,11,0,0,18,200,0,0,12,8,0,0,0,6,25,0,0,123,65,11,0,0,21,222,0,3,31,38,3,0,0,17,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,12,0,3,31,45,5,0,0,18,101,0,27,11,0,0,0,0,5,44,0,4,5,0,0,0,0,0,12,10,84,661,2234,1274,197,34,253,4747
UCL113016,7,48,609,3158,1521,227,60,408,6028,9,131,503,109,8,0,0,64,814,0,0,30,15,4,0,0,3,54,9,136,532,124,8,0,0,68,868,9,154,393,37,5,0,0,75,670,7,14,18,0,0,0,0,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,7,18,164,412,36,0,0,0,80,718,0,6,5,6,0,0,0,3,18,0,4,0,3,0,0,0,3,13,30,350,1560,3321,1534,226,62,564,7646
UCL113017,7,47,508,2398,1867,322,55,254,5463,3,22,106,114,8,0,0,20,272,0,27,106,122,15,0,0,19,289,3,53,211,237,21,0,0,43,563,5,20,53,37,4,0,0,9,128,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,20,5,21,64,47,4,0,3,6,152,5,20,120,52,3,0,0,43,240,0,0,12,6,3,0,0,5,30,16,142,909,2735,1903,327,62,356,6444
UCL113018,0,16,124,366,259,36,3,64,879,0,17,91,15,0,0,0,14,130,0,0,0,0,0,0,0,0,0,0,17,91,15,0,0,0,14,133,0,5,11,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,22,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,37,229,384,268,36,3,82,1037
UCL114001,3,17,138,842,530,87,13,44,1663,0,42,309,110,14,0,0,22,501,0,4,45,17,0,0,0,8,71,0,53,358,123,14,0,0,30,572,0,0,13,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,13,7,0,0,0,0,22,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,4,4,72,510,969,548,87,16,78,2272
UCL114002,11,43,526,1347,640,112,11,170,2860,0,19,242,122,5,0,0,136,532,0,7,41,19,5,0,0,5,72,0,27,282,140,11,3,0,139,602,0,43,122,35,0,0,0,17,217,0,5,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,48,124,45,6,0,0,17,236,13,63,57,12,5,0,0,103,256,0,3,5,5,4,0,0,7,23,21,188,998,1548,663,116,16,433,3976
UCL114003,8,37,492,1829,758,100,22,288,3534,5,35,202,56,6,0,0,42,338,0,0,20,17,0,0,0,11,47,5,35,219,70,7,0,0,46,389,0,42,140,27,0,0,0,40,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,14,0,42,149,30,0,0,0,44,265,20,34,9,10,4,0,0,21,100,3,9,0,0,0,0,0,0,14,41,158,873,1939,771,100,24,400,4301
UCL114004,5,37,306,1239,595,113,31,112,2439,0,26,87,22,4,0,0,9,145,0,9,12,11,3,0,0,3,36,0,39,99,35,6,0,0,8,191,0,43,57,10,0,0,0,12,126,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,50,62,10,0,0,0,15,147,0,15,6,9,3,5,3,5,37,0,4,4,5,0,0,0,0,12,10,146,471,1291,603,120,31,141,2824
UCL114005,7,21,322,1186,577,74,14,123,2315,0,28,132,22,0,0,0,14,205,0,5,10,4,4,0,0,0,17,0,31,140,25,3,0,0,20,218,0,3,6,0,0,0,0,0,8,0,4,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,4,18,8,11,3,0,0,0,0,4,27,0,0,0,0,0,0,0,0,3,12,65,480,1215,579,74,16,148,2589
UCL114006,0,11,219,1079,556,63,6,97,2033,0,29,259,61,3,0,0,29,384,0,0,0,0,0,0,0,0,0,0,29,259,61,3,0,0,29,384,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,15,13,9,0,0,0,5,37,0,0,0,4,0,0,0,0,14,5,53,499,1153,566,69,9,133,2477
UCL114007,3,45,415,1569,794,150,33,199,3205,0,26,182,24,5,0,0,15,257,0,4,23,9,0,0,0,0,29,0,34,201,30,5,0,0,15,288,7,21,38,6,0,0,0,21,96,0,3,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,29,42,6,0,0,0,21,108,4,11,9,0,0,0,0,3,22,0,0,0,4,0,0,0,0,9,14,109,663,1606,807,153,33,249,3630
UCL114008,4,28,295,1263,608,88,5,217,2517,0,42,211,13,3,0,0,59,325,0,0,4,3,0,0,0,0,8,0,42,214,14,3,0,0,58,332,0,6,6,6,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,4,22,0,6,5,3,0,0,0,18,35,0,5,6,0,3,0,0,16,35,10,84,530,1290,614,90,14,321,2948
UCL114009,0,5,75,575,1163,74,11,60,1969,0,11,104,38,6,0,0,39,194,0,0,3,8,0,0,0,0,8,0,11,102,46,6,0,0,39,199,0,36,4,10,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,36,7,10,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,5,0,51,185,635,1169,74,11,102,2233
UCL114010,8,26,309,1232,675,108,12,213,2588,0,10,96,25,11,0,0,25,159,0,0,7,0,0,0,0,0,15,0,7,100,21,11,0,0,25,174,0,30,111,6,0,0,3,40,190,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,30,115,6,0,0,3,43,198,3,27,10,7,4,4,0,16,66,3,0,0,5,0,0,0,3,12,15,95,531,1269,689,114,14,302,3038
UCL114011,7,32,325,1062,420,49,15,198,2106,0,44,80,21,0,0,0,22,166,0,0,3,0,0,0,0,8,13,0,41,81,21,0,0,0,30,181,0,32,39,0,0,0,0,5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,0,0,0,0,5,78,6,13,3,3,0,0,0,6,38,0,0,0,0,0,0,0,0,4,10,118,449,1088,418,53,14,240,2400
UCL114012,0,18,24,351,1223,162,12,58,1846,0,0,0,9,0,0,0,0,17,0,9,26,62,0,0,0,3,100,0,9,26,67,0,0,0,12,115,0,0,0,0,0,0,0,4,3,0,0,10,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,64,427,1223,162,12,74,1990
UCL114013,3,14,275,1385,884,110,28,235,2934,0,28,203,73,8,0,0,68,380,0,7,29,0,0,0,0,11,48,3,38,229,74,5,0,0,82,431,3,21,45,8,0,0,0,15,89,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,21,51,8,0,0,0,15,95,11,14,3,4,0,0,0,26,55,0,3,0,0,0,0,0,0,5,21,87,558,1476,892,109,33,356,3528
UCL114014,0,12,84,778,652,166,32,39,1766,0,0,11,8,0,0,0,0,23,0,0,0,36,0,0,0,0,40,0,0,11,46,4,0,0,0,62,0,0,92,126,13,0,0,4,226,0,0,45,17,0,0,0,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,0,5,140,139,13,0,3,9,304,0,0,3,4,4,0,0,0,12,0,0,0,0,0,0,0,0,8,0,15,236,970,671,172,35,45,2153
UCL114015,7,26,394,1774,843,118,15,298,3487,3,86,189,71,8,0,0,79,440,0,30,37,4,0,0,0,9,78,3,115,224,79,8,0,0,85,518,0,28,17,4,0,0,0,9,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,23,23,4,0,0,0,4,62,11,9,4,4,0,0,0,28,68,9,13,4,3,0,0,3,3,35,31,192,649,1867,858,120,26,425,4166
UCL114016,5,16,192,1085,789,109,27,180,2408,0,12,55,35,7,0,0,18,125,0,0,0,11,0,0,0,0,13,0,12,52,41,7,0,0,18,134,0,45,203,72,3,0,0,39,357,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,203,72,3,0,0,40,355,4,13,9,15,8,0,0,8,60,0,0,0,0,4,0,0,6,11,12,79,459,1209,804,111,30,258,2966
UCL114017,0,23,105,692,882,192,29,68,2000,0,0,63,190,37,3,0,18,312,0,3,75,180,37,5,6,28,334,0,4,136,375,71,12,6,46,647,0,3,48,42,7,0,0,4,99,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,16,6,15,46,46,7,0,4,7,129,11,17,3,5,3,0,0,0,38,0,4,0,3,0,0,0,0,10,16,63,292,1121,970,208,36,121,2823
UCL114018,14,75,197,1265,802,144,26,78,2598,0,18,145,107,5,0,0,32,303,0,18,110,143,22,0,0,14,302,0,36,258,242,28,0,0,40,608,8,44,312,104,0,0,0,32,502,0,0,19,5,0,0,0,3,29,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,43,331,112,0,3,0,32,536,16,12,15,4,3,0,0,36,84,0,0,5,15,3,0,0,5,37,31,166,806,1642,843,148,29,190,3862
UCL114019,9,32,204,1019,580,92,16,396,2349,12,36,187,37,3,0,0,126,399,0,11,31,17,0,0,0,16,82,12,43,219,56,6,4,0,139,480,0,22,36,15,0,0,0,39,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,32,15,0,0,0,39,111,27,55,10,6,3,0,0,16,117,6,22,0,3,0,0,0,11,52,54,180,468,1096,584,97,18,602,3104
UCL114020,8,33,207,1237,1208,221,52,119,3078,0,40,143,76,3,0,0,17,274,0,0,7,17,0,0,0,3,29,0,40,152,90,7,0,0,20,307,0,31,53,17,0,0,0,9,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,55,17,3,3,0,9,114,3,22,42,0,3,0,0,9,85,0,0,0,0,0,0,0,0,7,14,129,450,1348,1217,226,52,157,3587
UCL114021,13,32,342,1529,879,153,31,142,3117,4,17,95,48,11,0,0,16,181,0,6,22,30,0,0,0,3,66,4,17,117,80,7,0,0,21,245,11,75,282,46,6,4,3,66,492,0,10,31,3,0,0,0,0,49,0,0,13,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,13,93,331,57,6,5,3,70,568,7,21,0,3,3,0,0,33,77,3,0,0,4,0,0,0,6,14,38,154,792,1668,900,153,37,272,4024
UCL114022,11,89,489,946,462,99,24,164,2272,6,33,132,53,8,0,0,23,258,0,38,48,40,3,4,0,15,147,7,77,181,101,4,4,3,38,406,6,32,106,42,3,0,0,33,226,0,8,65,27,0,0,0,10,113,0,0,8,16,0,0,0,7,35,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,9,10,45,190,84,6,0,0,51,388,10,46,35,10,7,0,0,85,195,0,22,19,0,0,0,0,0,50,45,268,915,1132,473,105,24,337,3307
UCL114023,11,21,179,997,516,66,20,132,1940,4,60,196,21,0,0,5,36,319,0,0,18,4,0,0,0,12,31,4,60,214,25,5,0,5,46,356,0,4,13,4,0,0,0,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,4,0,0,0,9,33,7,26,6,0,0,0,0,13,55,0,0,0,0,0,0,0,0,0,17,110,416,1031,524,65,25,196,2387
UCL114024,3,25,386,1641,1069,169,29,213,3536,0,12,80,47,6,0,0,8,151,0,13,0,0,0,0,0,5,18,0,22,79,47,6,0,0,17,173,12,33,186,25,4,0,0,47,313,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,41,190,25,5,0,0,47,324,8,21,5,3,0,0,0,8,46,4,11,0,3,0,0,0,5,34,27,111,664,1728,1082,175,29,284,4108
UCL114025,0,13,34,775,946,140,12,75,1993,0,0,48,158,10,0,0,14,225,0,16,14,202,6,0,0,10,248,0,14,62,360,15,0,0,25,476,8,8,33,10,0,0,0,3,58,0,4,27,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,3,0,0,0,14,8,20,64,12,3,0,0,5,104,20,26,30,7,3,0,0,3,90,0,0,0,0,0,0,0,0,3,26,65,187,1155,971,140,14,108,2666
UCL114026,0,7,187,568,684,123,22,55,1645,0,0,123,108,8,0,0,3,246,0,0,35,126,16,0,0,12,196,0,3,161,234,25,0,0,15,442,0,0,16,13,4,0,0,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,14,13,4,0,0,9,41,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,11,0,12,364,819,717,124,22,79,2139
UCL114027,5,20,148,591,591,140,18,51,1561,0,21,175,107,7,0,0,23,330,0,11,39,164,46,7,0,18,287,0,29,212,271,50,7,0,39,612,0,12,32,18,3,0,0,11,78,0,5,43,34,3,0,0,4,83,0,0,53,27,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,24,135,77,13,0,0,13,256,3,13,38,30,0,0,0,14,92,0,4,11,8,0,0,0,4,35,10,89,540,978,646,150,27,116,2561
UCL114028,0,20,155,765,606,115,16,69,1744,0,28,147,106,0,0,0,16,304,0,4,8,9,3,0,0,4,33,0,35,158,117,8,0,0,22,336,0,18,13,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,0,0,0,0,0,32,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,83,323,879,616,119,14,90,2133
UCL114029,0,5,98,463,773,258,54,56,1716,0,0,9,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,12,105,465,775,260,55,60,1736
UCL114030,6,35,263,1026,551,79,17,96,2064,0,14,25,58,3,0,0,9,101,0,0,11,11,0,0,0,7,30,0,14,37,66,4,0,0,12,129,0,17,185,54,6,0,0,24,280,0,0,29,20,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,17,215,71,6,0,0,27,338,29,49,8,4,5,0,0,27,119,4,0,0,6,0,0,0,0,9,42,106,524,1174,562,75,17,165,2669
UCL114031,0,40,294,976,899,149,25,102,2481,0,0,4,11,3,0,0,3,25,0,0,0,7,6,0,0,0,12,0,0,4,19,8,0,0,3,36,0,4,19,14,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,3,22,16,4,0,0,3,49,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,3,39,328,1006,915,150,28,107,2574
UCL114032,0,17,90,682,680,97,28,62,1661,0,6,71,40,10,0,0,11,142,0,0,6,7,3,0,0,0,15,0,6,76,48,14,0,0,11,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,12,0,0,6,3,3,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,33,172,731,700,97,28,76,1834
UCL114033,0,25,238,1247,602,79,7,130,2315,6,35,223,32,4,0,0,34,335,0,0,0,7,0,0,0,0,5,6,35,222,37,4,0,0,32,341,0,20,24,0,0,0,0,7,50,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,25,27,0,0,0,0,7,58,0,6,7,4,0,0,0,13,30,0,0,0,0,0,0,0,0,3,10,84,498,1285,608,80,8,186,2746
UCL114034,12,32,318,1376,761,89,31,139,2752,0,11,172,103,9,0,0,19,317,0,10,15,3,4,0,0,8,45,0,23,182,107,16,0,0,28,360,0,6,23,7,0,0,0,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,14,23,3,3,0,0,8,42,6,7,9,8,0,0,0,4,31,0,0,0,0,0,0,0,0,6,14,79,529,1488,780,92,28,184,3192
UCL114035,17,104,341,746,432,120,45,105,1904,0,14,103,26,6,0,0,11,167,0,10,71,62,13,0,0,14,168,0,20,173,87,18,0,0,27,338,0,26,17,0,0,0,0,5,49,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,0,23,48,0,0,0,0,3,82,27,43,4,3,0,0,0,5,85,0,5,8,0,0,0,0,0,12,47,190,572,839,448,125,44,146,2423
UCL114036,3,32,315,1111,553,66,12,99,2199,0,8,189,124,4,0,0,45,370,0,5,74,84,6,0,0,10,172,0,17,264,211,10,0,0,53,544,0,7,32,29,0,0,0,5,82,0,6,57,32,0,0,0,9,114,0,0,11,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,12,0,17,106,72,7,3,0,20,227,40,67,7,25,5,0,0,37,179,4,5,11,4,0,0,0,0,23,50,136,702,1426,575,71,11,206,3178
UCL114037,6,15,195,936,663,105,6,76,1997,0,6,120,48,0,0,0,13,191,0,0,12,3,0,0,0,0,20,0,6,132,55,0,0,0,16,210,3,28,21,13,0,0,3,19,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,21,11,0,0,3,19,92,0,8,0,0,0,0,0,4,14,6,3,3,5,0,0,0,8,18,11,55,352,1008,668,105,13,127,2333
