UCL_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
UCL112002,161,1067,771,13154,111,15256,9,84,46,2395,35,2564,224,13,35,93,5,370,43,11,5,39,0,105,160,70,44,225,3,502,1254,986,760,11614,122,14733,244,8,53,16,0,328,43,13,13,95,0,161,180,98,55,877,7,1224,30,16,14,70,4,132,39,17,8,19,0,79,313,22,3,6,0,344,313,247,163,4379,25,5125,131,107,34,432,0,704,36,0,3,0,0,39,62,32,5,63,0,166,7,0,0,0,0,15,36,19,15,106,0,175,88,28,13,34,4,155,90,56,27,40,0,216,65,24,8,79,3,184,27,3,10,27,0,67,25,20,0,4,0,44,365,235,199,2983,14,3802,38,4,0,16,0,55,50,18,11,10,0,87,44,3,4,40,0,95,68,8,6,0,0,85,72,0,9,0,0,85,66,33,14,108,0,224,1348,209,169,436,10,2174,57,17,12,250,2312,2649,4640,1966,1410,25779,2593,36385
UCL112003,236,1609,1084,7330,80,10344,3,41,32,796,8,886,412,31,48,72,0,571,91,19,18,36,7,175,294,96,78,167,6,640,2749,1546,1026,7712,104,13133,186,0,38,14,0,246,164,29,35,98,0,334,544,156,146,750,12,1603,121,29,37,98,5,283,153,33,15,42,3,247,176,40,18,17,0,250,766,426,287,3513,20,5015,338,127,95,399,4,964,54,0,4,0,0,57,62,21,16,28,0,129,18,0,3,6,0,28,99,58,19,88,0,267,49,23,12,29,0,124,114,62,52,33,3,269,264,46,38,80,0,423,118,24,10,37,0,192,43,9,3,3,0,60,780,461,277,2638,13,4176,50,9,9,10,0,70,63,16,27,11,0,117,128,17,6,22,0,172,28,4,6,0,0,44,105,3,9,0,0,119,126,56,18,154,6,353,1651,458,316,616,22,3056,57,15,10,86,1048,1213,7683,3042,2098,15973,1281,30072
UCL112004,155,1082,738,6330,118,8422,4,15,11,373,4,405,205,10,21,28,3,269,65,15,12,32,0,127,197,71,34,100,3,404,2232,1114,745,6329,112,10532,106,17,15,5,3,140,117,23,12,86,0,227,291,84,67,509,8,952,116,17,12,101,4,247,64,22,6,22,6,112,299,6,11,0,0,319,494,266,142,2566,37,3505,271,131,35,352,6,797,41,3,3,0,0,55,52,13,4,48,0,120,36,12,0,18,0,61,57,20,13,56,0,147,19,5,9,9,0,38,88,30,28,35,0,184,128,33,22,53,3,228,47,13,9,17,3,89,14,0,0,0,0,22,598,290,183,2133,27,3232,37,0,0,8,0,41,79,14,15,3,0,111,63,9,9,14,0,96,14,0,4,0,0,26,36,5,10,3,0,49,83,23,11,82,3,205,1449,233,183,345,16,2227,60,9,3,91,922,1095,6036,2038,1324,13212,1204,23815
UCL112005,77,610,409,8594,126,9811,0,50,25,2066,23,2162,99,7,7,31,3,144,17,4,3,20,0,52,62,30,22,82,0,195,675,551,362,7455,119,9170,112,0,42,16,0,168,31,9,4,60,5,104,116,63,33,637,5,850,6,12,4,37,0,61,18,5,3,0,0,24,70,9,6,9,0,91,139,89,49,1570,18,1866,61,36,6,252,0,345,3,0,0,0,0,3,15,0,4,16,0,34,0,0,0,0,0,0,21,13,5,43,0,78,49,27,7,21,0,100,34,41,22,27,0,127,22,7,4,56,0,90,16,6,7,21,0,49,11,8,3,4,0,22,257,201,122,2124,21,2731,8,4,0,0,0,15,17,8,9,9,0,35,22,0,0,25,0,54,6,0,0,0,0,6,21,0,0,0,0,21,21,7,5,103,0,139,361,86,66,342,6,860,33,9,4,234,2606,2886,1902,1096,713,16564,2883,23152
UCL112006,183,804,555,13624,109,15268,9,143,44,5882,78,6152,326,13,17,121,0,484,17,5,3,12,0,38,126,58,34,170,0,393,806,705,522,11767,142,13944,357,4,55,19,0,433,35,9,9,86,0,141,116,50,40,1001,8,1215,47,19,12,88,0,160,16,8,0,9,0,37,676,15,13,9,0,715,183,172,102,3731,29,4218,76,56,23,395,0,556,62,0,4,0,0,69,42,14,8,36,0,100,6,0,0,4,0,9,12,19,3,76,3,109,70,15,12,23,0,125,39,44,31,35,0,152,54,17,20,74,0,161,23,3,15,16,0,60,9,4,0,0,0,18,217,184,118,2663,18,3194,8,0,0,0,0,12,68,10,11,6,0,100,25,4,4,22,0,57,79,3,12,3,0,98,47,3,6,0,0,60,22,16,6,76,0,113,2391,157,127,403,14,3088,116,13,15,222,3064,3434,5399,1475,1041,27879,3380,39176
UCL112007,12,132,119,2390,50,2713,0,11,0,182,3,197,23,8,0,16,0,48,4,4,0,3,0,11,42,11,7,33,0,99,249,133,113,2299,28,2820,33,0,6,3,0,38,0,0,0,15,0,15,29,8,8,190,0,243,11,5,0,10,0,21,9,0,0,0,0,9,35,0,0,0,0,35,56,19,26,661,3,772,60,20,11,170,4,263,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,0,3,11,3,0,9,0,33,13,5,0,0,0,22,7,8,4,4,0,28,4,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,72,47,16,581,3,719,0,0,0,6,0,0,7,3,0,0,0,6,3,0,0,3,0,4,3,0,0,0,0,3,16,0,0,0,0,19,12,3,0,10,0,28,80,6,22,53,0,165,8,0,0,73,332,415,698,264,209,4886,416,6468
UCL112008,96,684,414,7195,270,8665,4,41,24,1083,32,1182,92,3,4,43,0,145,42,9,0,15,0,64,122,39,9,43,3,216,1117,645,434,6916,182,9296,107,0,19,6,0,137,36,16,7,48,3,104,141,37,32,511,11,731,23,13,0,24,0,63,29,6,0,17,0,47,67,0,6,7,0,78,190,119,74,2009,36,2420,128,56,13,230,5,432,17,3,4,0,0,23,20,7,5,20,0,52,6,0,0,0,0,8,57,23,7,40,4,133,19,15,11,7,3,55,47,14,18,26,5,109,63,13,0,21,0,96,16,4,0,8,0,34,3,0,0,0,0,3,289,171,118,1586,34,2195,11,4,0,0,3,19,41,3,0,0,0,49,41,0,0,16,0,53,5,0,0,0,0,7,21,0,0,0,0,21,37,17,6,36,5,104,527,119,67,217,15,949,24,6,3,155,906,1096,2800,1223,749,14529,1423,20722
UCL112009,89,654,485,8709,132,10073,4,23,31,1054,4,1119,224,0,14,65,4,307,25,6,3,14,3,51,73,27,28,95,0,218,855,620,449,7944,133,10008,201,6,31,10,0,244,38,11,5,54,0,103,113,64,37,578,7,802,69,29,10,59,0,174,19,16,3,17,0,51,223,8,9,3,0,246,195,161,76,2682,30,3145,100,47,17,217,0,385,54,0,5,0,0,60,26,10,0,23,0,60,9,3,0,4,0,11,25,13,4,81,0,133,54,12,7,5,0,80,47,27,24,23,0,118,50,21,0,37,0,112,22,0,4,17,0,46,17,8,0,0,0,25,241,177,124,1861,11,2411,15,0,5,0,0,20,21,5,8,11,0,42,44,0,11,17,0,70,11,0,0,4,0,19,23,9,0,0,0,30,29,18,9,80,0,137,1042,141,99,226,16,1523,55,5,10,188,1761,2018,3293,1225,857,16960,2059,24394
UCL112010,315,507,295,4505,68,5681,4,50,25,1015,27,1125,274,3,11,24,0,307,16,0,0,5,0,24,52,18,8,39,0,124,769,356,238,4040,65,5461,373,0,32,4,9,413,23,0,0,23,0,47,89,37,26,377,6,531,10,3,3,20,0,45,0,4,0,3,0,11,1255,18,5,5,11,1287,99,70,45,1267,13,1500,1763,488,160,2207,39,4658,21,0,0,3,0,20,22,6,4,10,0,41,10,0,0,0,0,12,12,6,0,20,0,35,69,16,6,4,0,98,51,28,16,13,0,105,6,8,0,18,0,37,3,0,0,6,0,9,342,23,24,4,4,396,93,85,70,1050,16,1313,10,0,0,7,0,18,85,17,3,3,0,103,78,12,12,34,0,135,19,0,0,0,0,17,16,0,0,0,0,19,6,4,5,35,0,50,2656,181,88,166,31,3126,177,11,5,102,1252,1544,7584,1196,656,10102,1483,21014
UCL112011,77,568,363,8241,76,9323,0,67,29,2013,11,2129,29,5,3,37,0,70,17,3,0,14,0,35,63,31,26,85,0,208,522,532,366,7169,76,8660,133,12,41,7,0,186,6,5,5,46,0,65,100,47,29,568,4,750,10,13,0,31,0,51,3,3,0,11,0,24,58,8,3,10,0,83,104,75,51,1445,15,1694,34,41,6,181,0,260,14,0,0,0,0,13,3,6,0,7,0,18,7,7,0,10,0,21,9,10,3,29,0,58,19,16,6,15,0,48,32,21,24,29,0,109,38,14,5,63,0,120,12,3,0,17,0,31,14,9,0,3,3,28,174,170,116,1749,12,2224,6,0,4,0,0,10,13,8,3,6,0,31,23,11,0,23,0,63,6,3,0,0,0,9,15,5,0,0,0,18,27,21,4,96,0,151,286,89,51,258,8,693,20,11,12,200,797,1035,1492,1052,671,15704,960,19879
UCL112012,138,922,629,9372,88,11151,3,63,40,1840,37,1982,143,3,20,64,3,240,14,10,6,13,0,49,95,48,26,107,0,281,1144,851,572,8751,113,11425,163,5,59,23,0,251,71,14,13,82,0,180,208,88,74,908,8,1281,36,22,7,40,0,107,41,8,0,15,0,65,157,23,7,14,3,203,267,216,111,3304,28,3921,260,146,28,701,6,1136,33,0,5,3,0,43,10,7,4,39,0,64,8,0,0,0,0,10,19,10,10,50,3,92,45,23,15,29,0,118,73,34,44,27,0,180,50,16,14,39,0,124,19,7,5,18,0,53,8,7,0,0,0,19,319,234,152,2549,19,3272,13,0,0,5,0,22,37,20,4,13,0,76,42,8,13,33,0,96,21,3,0,3,0,27,63,0,10,0,0,72,37,20,12,74,0,139,900,244,190,459,23,1811,34,13,3,228,2044,2321,3476,1743,1173,19598,2286,28280
UCL112013,12,43,39,952,7,1055,0,0,0,128,0,131,5,0,0,3,0,3,9,0,0,10,0,16,4,4,0,17,0,28,59,36,39,739,13,889,0,0,0,0,0,0,0,0,0,3,0,3,9,5,0,87,0,102,7,3,0,3,0,8,4,0,0,0,0,4,14,0,0,0,0,20,13,15,6,189,0,226,46,8,3,70,3,128,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,0,5,0,8,0,12,0,0,0,0,0,6,0,0,5,0,0,7,0,0,0,5,0,8,0,0,0,0,0,4,0,0,0,0,0,0,9,9,10,204,0,236,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,9,73,20,0,16,0,114,7,0,6,19,172,204,233,98,77,1778,196,2380
UCL112014,140,862,629,7355,115,9106,4,52,25,1137,17,1231,108,9,18,46,0,178,34,9,0,20,4,73,162,55,27,117,3,371,1346,874,622,6986,78,9917,106,3,39,4,4,156,44,5,5,44,0,99,220,78,45,637,9,981,41,13,10,48,0,113,27,10,5,15,0,56,96,8,5,10,0,117,254,135,115,1743,27,2277,112,47,21,288,4,470,33,0,10,0,0,38,31,15,0,15,0,57,4,4,6,9,0,20,49,20,13,68,0,156,67,21,6,19,0,118,113,48,27,28,5,219,70,12,4,45,0,137,30,3,7,15,0,61,69,15,4,5,0,97,406,210,171,1673,15,2483,13,5,5,7,0,29,81,8,19,8,0,119,36,5,6,20,0,63,16,0,3,0,0,25,8,0,6,0,0,12,46,15,10,64,0,142,831,184,142,308,11,1483,43,21,8,205,777,1056,3598,1610,1147,14459,1017,21837
UCL112015,193,1159,988,11167,139,13645,10,120,60,2881,45,3117,231,6,18,64,6,325,54,18,5,33,0,108,186,66,37,136,3,421,1811,1158,849,9342,166,13317,292,17,79,15,9,404,54,10,17,72,0,146,240,91,49,790,8,1178,63,21,11,101,0,196,59,12,3,24,0,97,389,11,0,7,0,405,313,204,117,2692,37,3361,192,77,35,354,6,664,45,0,0,0,0,45,24,13,3,23,3,65,25,3,0,11,0,42,66,22,10,101,5,196,60,26,21,26,6,137,80,55,44,44,4,231,86,27,11,63,0,187,39,3,7,12,0,63,19,6,0,3,0,36,429,249,192,2077,36,2978,27,3,0,14,0,44,62,6,10,4,0,84,69,7,9,32,0,123,24,0,0,3,0,31,44,6,5,0,0,62,80,31,21,95,0,217,1315,230,190,435,10,2184,71,10,4,183,2985,3254,5416,2112,1590,21172,3371,33664
UCL112016,158,1160,798,14560,138,16806,8,74,50,2982,62,3172,395,13,24,83,8,522,63,20,0,56,0,143,190,87,47,208,0,533,1247,1011,708,13077,166,16212,327,14,46,16,0,410,42,9,14,109,0,182,228,84,84,1095,12,1501,74,23,10,66,5,183,40,15,6,25,0,82,566,13,7,16,0,604,265,232,155,4339,32,5028,231,96,46,539,3,919,86,4,0,4,0,95,29,20,5,44,0,103,17,4,6,6,0,29,20,20,15,61,0,115,82,37,12,32,0,168,93,74,42,71,0,284,108,21,24,116,0,272,76,18,13,37,8,156,27,14,3,0,0,46,347,275,202,3138,21,3977,29,0,3,14,0,48,116,20,8,0,0,150,60,12,0,21,0,97,34,7,0,3,0,49,56,0,4,4,0,66,49,23,16,139,0,234,1803,260,175,525,30,2791,69,4,12,281,2061,2428,5745,2090,1436,28923,2454,40640
UCL112017,271,1781,1333,15767,249,19416,8,87,48,2207,28,2382,337,32,42,92,6,505,76,21,7,37,0,149,357,101,91,204,0,751,3409,1708,1212,15156,254,21733,310,17,57,16,4,399,119,30,28,151,6,327,434,138,87,1325,10,1993,82,28,14,110,0,239,63,23,13,29,0,125,270,22,19,24,0,332,715,419,232,5108,52,6534,285,130,57,575,18,1058,60,0,12,0,0,70,25,21,4,59,0,113,7,0,0,4,0,11,87,30,27,107,0,254,77,33,13,26,0,153,134,77,62,51,5,329,124,33,14,77,0,247,60,13,11,29,0,109,21,0,4,3,0,23,830,406,300,3925,43,5503,35,4,0,17,0,58,135,35,19,8,3,199,100,14,10,52,0,174,37,0,3,3,0,49,85,0,10,5,0,103,126,34,27,163,0,346,1584,364,261,589,21,2820,90,12,23,281,2179,2578,8249,3226,2309,32043,2752,48574
UCL112018,116,671,574,13049,155,14570,9,124,48,4773,59,5015,494,10,10,97,0,615,11,10,4,8,0,31,85,36,22,90,3,234,779,680,512,11017,174,13167,480,4,40,5,9,534,32,10,9,54,0,99,110,64,31,1114,13,1332,19,9,3,36,0,76,10,3,5,18,0,36,359,8,3,9,0,376,162,144,115,3279,26,3732,65,56,18,278,6,423,30,3,3,0,0,37,27,10,0,25,0,60,5,0,0,3,0,12,29,12,4,65,0,116,68,23,9,31,0,132,44,26,25,46,0,135,33,12,7,37,0,84,14,0,4,7,0,29,7,10,0,0,0,18,209,163,115,2518,25,3033,5,0,0,0,0,7,39,3,4,0,0,53,28,8,0,20,0,52,13,0,3,0,0,22,280,0,0,0,3,280,24,12,12,80,0,123,1389,153,107,404,24,2078,125,3,7,264,2885,3290,4386,1325,981,25803,3297,35787
UCL112019,235,1171,808,17057,172,19447,8,118,32,3368,49,3575,449,12,47,120,9,634,36,4,8,51,5,108,181,90,42,251,0,571,1293,1031,708,16481,185,19703,371,10,46,28,0,453,51,15,14,129,0,211,238,116,101,2053,10,2521,80,23,15,117,0,230,25,6,5,14,0,45,673,11,9,21,0,718,302,258,173,5946,29,6707,173,103,25,643,6,955,45,4,7,4,0,58,22,10,3,37,0,75,4,6,0,10,0,18,31,12,11,73,0,131,79,27,13,36,4,166,63,70,40,44,0,232,62,17,14,101,0,189,22,6,3,19,0,49,64,7,4,6,0,78,353,259,188,4438,17,5259,28,4,0,9,0,44,72,22,21,7,0,128,47,7,6,47,0,107,49,0,4,5,0,57,72,3,8,3,0,88,42,22,21,119,0,203,3357,287,170,612,22,4447,114,25,10,400,2311,2857,7388,2149,1462,36224,2719,49943
UCL113001,114,624,508,5843,99,7192,3,24,15,779,8,837,75,15,12,35,0,132,23,5,3,11,0,46,115,27,24,53,0,221,1122,617,425,5854,121,8135,85,0,31,0,4,125,49,19,11,47,4,126,155,51,37,555,4,805,16,9,0,37,0,67,13,0,0,8,0,25,115,6,7,10,0,135,236,171,104,1997,23,2526,138,62,14,299,7,521,13,0,0,0,0,10,6,4,4,16,0,23,3,7,0,3,0,9,26,12,5,30,0,74,36,20,9,10,0,79,76,30,23,27,0,155,41,7,12,25,0,87,23,3,4,13,0,49,7,8,0,0,0,17,294,170,120,1594,15,2199,14,10,0,4,0,28,28,7,5,10,0,53,45,0,0,15,0,61,0,4,0,0,0,5,23,5,6,0,0,36,50,20,14,42,3,121,582,142,152,252,9,1150,38,19,11,123,1145,1324,2753,1217,888,12365,1392,18613
UCL113002,71,418,260,3772,64,4583,0,25,9,895,25,950,91,5,6,17,0,124,79,11,0,17,4,112,99,21,13,59,0,190,900,410,258,3531,97,5191,68,7,13,3,0,96,39,5,5,24,4,73,159,49,11,248,4,464,48,8,3,25,0,90,20,7,0,6,0,36,56,3,0,0,0,62,164,81,48,1138,31,1460,124,39,13,114,0,290,6,0,0,0,0,10,14,5,0,9,0,29,8,0,0,0,0,8,31,10,8,33,0,77,22,4,14,10,0,56,32,32,13,8,0,89,49,10,3,23,0,91,24,9,0,4,0,40,4,0,0,0,0,4,213,94,77,886,14,1282,19,3,0,0,0,24,25,6,4,4,0,46,27,3,3,7,0,46,6,0,0,0,0,7,18,0,0,0,0,18,31,18,0,30,3,81,434,78,52,142,7,711,19,7,5,96,852,980,2363,772,494,7766,1039,12433
UCL113003,62,366,211,6869,91,7598,3,32,11,1519,33,1597,49,4,4,18,0,80,25,3,0,43,0,72,39,26,16,45,0,117,291,352,184,5756,83,6663,189,3,45,13,3,255,8,7,4,54,0,71,66,38,23,682,9,816,23,10,4,30,0,69,6,0,0,10,0,17,81,7,0,14,0,105,72,53,34,1430,15,1600,114,82,14,328,0,538,5,0,0,0,0,5,0,3,0,38,0,41,4,0,0,0,0,4,53,36,18,151,0,262,15,5,7,18,0,46,12,9,8,5,0,34,17,0,4,36,0,60,0,3,0,18,0,19,6,0,0,0,0,3,87,81,51,1292,9,1520,9,0,0,9,0,13,14,4,5,3,0,18,16,0,0,13,0,25,0,0,0,0,0,3,15,0,4,0,0,16,17,0,6,48,0,68,230,79,37,223,3,569,17,6,5,195,1382,1601,1277,717,397,13625,1582,17601
UCL113004,71,459,376,2009,16,2933,4,15,3,157,3,182,55,9,11,20,0,95,22,8,4,13,0,41,118,31,20,40,0,207,1059,419,329,2419,48,4268,44,0,12,4,0,57,183,20,12,37,0,260,313,53,34,237,4,646,38,19,5,43,0,98,24,10,6,11,0,48,49,14,6,8,3,72,292,142,85,1060,14,1598,408,42,19,140,7,613,10,0,0,0,0,10,19,7,0,12,0,40,4,5,0,3,0,7,13,9,0,10,0,38,40,17,0,7,0,66,42,25,6,5,3,81,61,22,0,23,0,107,48,3,3,11,0,66,4,0,0,0,0,5,295,109,77,775,8,1264,13,6,4,3,0,22,36,6,9,3,0,61,190,13,7,15,3,221,7,0,3,3,0,16,19,0,0,0,0,24,42,13,4,29,0,83,943,171,135,164,15,1430,77,13,10,35,857,990,3407,929,679,4884,952,10851
UCL113005,48,367,262,6944,175,7797,3,33,15,1715,36,1800,73,12,9,21,0,113,5,0,0,6,0,13,66,19,22,50,0,161,403,366,273,5732,159,6932,77,0,34,0,3,115,11,0,5,37,0,54,66,39,18,589,4,727,10,9,0,28,0,45,4,3,0,4,0,14,75,0,3,9,0,96,86,69,44,1660,21,1890,36,18,3,186,0,248,5,0,0,0,0,7,4,0,3,8,0,15,0,0,0,0,0,0,10,4,3,25,0,43,16,19,4,17,0,57,19,18,12,20,4,71,14,10,0,25,0,45,10,0,0,15,0,24,13,0,0,0,0,15,124,109,60,1395,12,1695,3,0,0,3,0,3,12,0,0,3,0,18,10,0,0,3,0,18,4,0,4,3,0,15,15,0,3,0,0,27,12,5,6,24,0,42,283,62,43,214,21,615,20,15,7,169,1080,1289,1243,690,499,13431,1397,17256
UCL113006,27,241,153,3616,96,4119,3,37,14,1900,59,2017,56,0,3,14,0,76,7,3,0,9,0,16,32,9,5,17,0,68,265,220,121,3216,83,3906,76,0,30,3,4,109,14,6,0,28,0,44,52,6,8,216,6,284,15,3,0,12,0,34,0,5,0,6,0,5,47,6,0,3,0,51,45,42,37,872,17,1007,23,10,0,59,0,95,0,0,0,0,0,0,7,0,0,8,0,19,0,0,0,0,0,5,16,9,6,26,0,56,12,5,5,10,0,33,13,16,11,13,0,51,13,9,0,18,0,39,0,5,0,9,0,14,6,0,0,0,0,4,60,57,29,625,16,791,4,0,0,0,0,3,3,0,0,0,0,9,9,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,17,0,42,172,40,29,164,3,413,10,0,3,67,1703,1786,776,429,254,7696,1940,11099
UCL113007,73,612,484,4425,22,5611,3,19,9,299,7,331,120,4,5,37,0,170,38,7,5,24,0,80,92,40,24,86,0,237,1189,609,426,4332,31,6586,40,3,17,3,0,60,32,4,9,45,0,95,157,56,32,346,0,595,65,13,15,53,0,148,16,4,4,13,0,32,31,3,3,15,0,53,274,145,93,1645,9,2169,173,62,22,197,0,445,9,4,5,0,0,20,13,5,0,6,0,21,37,8,8,11,0,70,81,16,22,45,0,160,34,15,9,3,0,62,51,27,22,20,0,124,69,11,9,28,0,112,23,4,0,11,0,35,6,8,0,0,0,12,351,152,107,1297,14,1924,20,5,0,11,0,37,49,7,16,3,0,72,46,5,3,21,0,77,0,0,4,6,0,11,24,0,0,0,0,20,57,28,9,61,0,148,467,153,127,206,4,955,36,0,6,57,556,657,2934,1141,841,9042,636,14582
UCL113008,59,356,232,4021,74,4741,0,24,14,716,22,779,98,0,4,27,0,127,21,7,0,15,0,42,45,13,5,28,0,94,482,320,247,3487,97,4640,77,3,39,5,0,129,15,3,0,15,0,38,76,22,14,248,3,361,24,6,0,19,0,56,18,3,0,13,0,33,62,5,0,5,0,70,116,72,47,1069,20,1316,63,8,13,111,0,202,6,0,0,0,0,6,11,7,4,9,0,29,4,0,0,0,0,4,18,6,0,17,0,50,17,7,14,5,0,41,23,26,8,9,0,62,44,13,8,17,0,76,4,0,0,3,0,11,0,0,0,0,0,0,152,106,87,899,12,1262,18,0,0,0,0,20,8,4,6,0,0,11,19,0,6,4,0,21,0,0,0,0,0,4,28,0,0,0,0,30,26,18,4,57,3,111,365,67,50,136,9,632,21,9,0,75,633,739,1552,657,456,7700,834,11190
