UCL_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
UCL214014,47,16,10,11,12,4,0,8,258,0,0,0,0,0,0,0,0,0,0,3,662,62,67,20,10,12,18,3,0,36,892
UCL214015,54,5,12,7,7,7,4,16,204,0,0,0,0,0,0,0,0,0,0,0,391,63,73,15,17,7,16,7,9,29,618
UCL214016,44,8,15,15,19,10,0,11,196,3,0,0,0,0,0,0,0,0,0,4,497,46,54,15,18,15,22,10,0,39,701
UCL214017,12,6,6,8,12,0,0,7,117,0,0,0,0,0,0,0,0,0,0,0,466,38,37,3,8,10,10,0,4,26,606
UCL214018,28,3,4,4,4,9,3,13,429,0,0,0,0,0,0,0,0,0,28,33,1158,101,72,11,6,8,14,17,3,97,1489
UCL214019,52,18,15,30,110,5,0,11,353,0,0,0,0,0,0,0,0,0,0,0,332,59,72,20,18,27,111,5,4,38,685
UCL214020,80,23,33,41,43,9,8,0,344,0,0,0,0,0,0,0,0,0,0,0,228,90,97,29,36,48,51,9,13,12,607
UCL214021,31,4,0,3,7,0,0,6,192,0,0,0,0,0,0,0,0,0,0,0,400,77,59,8,3,8,5,0,0,16,577
UCL214022,91,11,9,12,10,4,4,10,337,5,0,0,0,0,0,0,0,0,4,9,832,105,122,18,13,26,8,8,4,51,1184
UCL215001,0,0,0,0,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,142,20,4,0,0,0,10,6,0,9,189
UCL215002,22,3,3,11,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,207,12,27,3,11,12,4,3,0,13,290
UCL215003,23,0,0,3,4,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,232,15,43,9,5,5,4,0,0,14,339
UCL215004,24,14,3,10,3,7,0,4,114,0,0,0,0,0,0,0,0,0,0,0,141,24,45,16,12,14,5,10,0,10,271
UCL215005,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,71,0,3,3,0,5,0,0,0,5,88
UCL215006,11,0,7,0,4,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,242,41,36,0,7,0,10,0,0,8,336
UCL215007,4,0,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,229,40,18,5,3,0,0,0,0,13,320
UCL215008,0,5,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,97,14,4,5,3,4,0,0,0,0,124
UCL215009,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,49
UCL215010,8,0,0,3,0,4,0,6,64,0,0,0,0,0,0,0,0,0,0,0,230,18,12,0,6,3,0,4,0,7,268
UCL215011,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,94,13,4,0,0,0,5,0,0,3,121
UCL215012,14,0,9,0,3,0,0,8,98,0,0,0,0,0,0,0,0,0,0,0,289,39,40,5,9,4,3,7,0,16,409
UCL215013,145,47,22,36,22,14,0,9,710,0,0,0,0,0,0,0,0,0,0,0,324,304,197,58,37,50,25,17,3,19,1022
UCL215014,8,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,104,9,10,4,0,0,0,0,0,8,136
UCL215015,15,8,6,10,10,0,0,7,114,0,0,0,0,0,0,0,0,0,0,0,266,47,32,10,8,23,16,0,0,9,414
UCL215016,5,0,0,0,4,0,5,4,68,0,0,0,0,0,0,0,0,0,0,0,229,28,40,6,5,0,4,0,5,11,330
UCL215017,0,0,0,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,172,31,14,0,0,4,3,0,4,5,227
UCL215018,7,3,0,10,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,6,142,11,9,3,3,10,4,0,0,6,201
UCL215019,10,0,10,9,0,0,0,6,73,3,0,0,0,0,0,0,0,0,0,4,198,35,22,3,10,9,7,0,0,19,295
UCL215020,5,5,7,8,6,0,0,6,58,0,0,0,0,0,0,0,0,0,3,6,79,11,13,5,3,8,8,0,0,11,146
UCL215021,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,93,4,18,0,0,0,0,0,0,7,122
UCL215022,17,9,14,12,11,0,0,6,180,0,0,0,0,0,0,0,0,0,0,0,398,63,35,11,18,9,14,0,0,18,564
UCL215023,0,0,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,62,14,0,0,3,0,0,0,0,5,86
UCL215024,5,4,3,6,6,0,0,6,44,0,0,0,0,0,0,0,0,0,0,0,66,15,8,4,3,4,6,0,0,3,110
UCL215025,0,0,0,0,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,160,13,13,6,0,0,0,0,0,15,214
UCL215026,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,166,9,7,0,0,0,0,0,0,11,191
UCL215027,10,0,6,10,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,70,7,15,0,5,10,3,0,0,0,118
UCL215028,5,4,6,4,3,0,0,0,60,0,0,0,0,0,0,0,0,0,3,6,207,21,15,4,5,8,8,0,0,18,284
UCL215029,41,14,9,21,19,6,0,11,221,0,0,0,0,0,0,0,0,0,0,0,450,49,75,15,15,21,19,6,0,25,686
UCL215030,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,60,11,9,0,3,0,0,0,0,5,87
UCL215031,7,0,6,0,11,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,53,19,10,0,6,0,16,5,0,0,112
UCL215032,24,0,3,3,4,5,0,4,79,0,0,0,0,0,0,0,0,0,0,0,141,29,38,8,5,7,8,5,0,15,249
UCL215033,18,3,0,3,5,4,0,0,156,0,0,0,0,0,0,0,0,0,0,0,248,117,56,8,4,12,9,4,0,0,456
UCL215034,5,0,3,0,0,4,3,5,49,0,0,0,0,0,0,0,0,0,0,0,134,12,5,3,4,0,6,3,3,14,185
UCL215035,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,107,25,17,0,0,0,0,0,0,10,156
UCL215036,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,113,11,8,0,0,0,0,0,0,7,145
UCL215037,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,186,21,8,0,0,0,0,0,0,8,228
UCL215038,12,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,154,16,15,0,0,0,0,0,0,11,198
UCL215039,8,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,97,10,8,0,0,4,0,0,0,6,125
UCL215040,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,74,4,5,4,0,0,0,0,0,7,95
UCL215041,12,5,3,6,0,4,0,0,64,0,0,0,0,0,0,0,0,0,0,0,138,27,19,5,9,6,6,4,0,9,213
UCL215042,7,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,87,9,12,6,0,0,0,0,0,10,121
UCL215043,19,3,0,0,5,0,0,6,106,0,0,0,0,0,0,0,0,0,3,3,234,58,32,3,6,3,9,0,0,19,359
UCL215044,0,0,4,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,59,29,8,3,3,0,0,0,0,0,114
UCL215045,12,4,0,5,0,0,0,7,121,0,0,0,0,0,0,0,0,0,0,0,333,39,25,3,5,3,0,4,0,21,436
UCL215046,14,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,112,21,26,10,3,3,0,0,0,5,183
UCL215047,10,0,0,0,0,0,0,9,54,0,0,0,0,0,0,0,0,0,0,0,150,22,23,0,4,0,0,0,0,11,214
UCL215048,17,4,0,0,4,0,0,6,64,0,0,0,0,0,0,0,0,0,0,0,112,32,28,5,0,0,4,0,0,14,207
UCL215049,16,4,4,13,19,7,0,0,91,0,0,0,0,0,0,0,0,0,0,0,124,25,26,8,10,17,19,5,0,6,240
UCL215050,9,0,0,4,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,318,55,33,4,8,0,0,3,0,11,441
UCL215051,19,3,4,4,4,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,217,16,50,8,8,13,12,9,0,9,345
UCL215052,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,173,12,16,0,0,0,0,5,0,7,216
UCL215053,27,12,6,6,14,9,0,5,129,0,0,0,0,0,0,0,0,0,0,0,299,29,58,14,6,8,19,10,0,21,468
UCL215054,3,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,94,7,14,5,0,3,0,0,0,6,120
UCL215055,6,0,0,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,233,27,13,4,0,0,6,0,0,8,299
UCL215056,0,0,3,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,125,14,6,3,3,0,0,0,0,8,171
UCL215057,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,169,19,10,0,0,0,0,0,0,5,204
UCL215058,3,4,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,68,7,14,4,0,6,0,0,0,3,99
UCL215059,15,4,3,3,4,5,0,8,103,0,0,0,0,0,0,0,0,0,0,0,270,34,22,5,12,11,11,3,0,15,389
UCL215060,28,13,19,6,12,5,3,13,236,0,0,0,3,0,0,0,0,0,0,5,294,22,41,18,18,12,13,5,3,29,452
UCL215061,9,3,0,4,10,0,0,6,83,0,0,0,0,0,0,0,0,0,0,0,137,20,24,15,3,4,8,3,0,7,222
UCL215062,0,0,4,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,67,17,6,0,4,0,9,0,0,3,107
UCL215063,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,81,11,7,0,0,0,0,0,3,15,117
UCL215064,61,9,27,12,15,0,0,13,287,0,0,0,0,0,0,0,0,0,0,0,73,128,70,18,27,12,15,0,0,17,364
UCL215065,10,0,3,6,19,0,0,0,78,3,0,0,0,0,0,0,0,0,0,3,161,40,15,13,4,10,19,0,0,5,272
UCL215066,10,0,0,0,0,0,0,0,38,5,0,0,0,0,0,0,0,0,0,5,156,10,16,0,0,0,6,0,0,4,191
UCL215067,11,0,0,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,30,5,8,4,5,0,6,0,0,6,69
UCL215068,13,7,0,5,3,5,0,3,89,0,0,0,0,0,0,0,0,0,0,0,469,31,25,12,0,10,5,5,0,29,585
UCL215069,12,0,4,0,9,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,185,34,33,0,7,0,10,13,0,16,295
UCL215070,16,10,18,13,33,11,5,5,164,0,0,0,0,0,0,0,0,0,0,0,138,27,27,12,21,13,35,11,5,12,291
UCL215071,7,3,0,3,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,295,35,25,3,5,3,7,0,0,10,380
UCL215072,122,59,63,82,128,48,12,80,955,0,0,0,0,0,0,0,0,0,11,14,288,114,139,63,64,86,132,46,12,96,1046
UCL215073,9,6,5,7,5,0,0,5,51,0,0,0,0,0,0,0,0,0,0,0,90,17,18,9,5,7,3,0,0,14,161
UCL215074,10,0,5,0,0,0,0,3,86,0,0,0,0,0,0,0,0,0,0,0,352,47,39,7,14,0,5,0,0,13,478
UCL215075,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,76,0,8,4,0,3,0,0,0,3,99
UCL215076,3,0,0,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,134,12,9,0,0,3,5,0,0,3,172
UCL215077,17,5,4,4,3,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,168,28,27,9,10,4,7,0,0,10,250
UCL215078,0,0,0,0,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,141,32,8,0,0,0,0,4,4,9,202
UCL215079,7,0,0,6,7,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,85,6,9,5,6,6,7,0,0,7,139
UCL215080,10,6,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,117,14,15,4,8,4,5,0,0,4,175
UCL215081,25,3,12,6,12,6,0,15,243,0,0,0,0,0,0,0,0,0,0,0,264,54,54,14,12,4,12,7,0,28,450
UCL215082,4,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,154,40,11,0,0,0,0,0,0,14,219
UCL215083,9,0,0,4,4,6,0,0,36,0,0,0,0,0,0,0,0,0,0,4,79,8,16,0,0,4,9,6,6,4,123
UCL215084,7,0,9,3,9,0,3,5,39,0,0,0,0,0,0,0,0,0,0,5,55,4,6,0,9,3,9,0,3,7,100
UCL215085,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,90,4,9,0,0,0,0,0,0,5,113
UCL215086,19,8,4,3,30,4,0,0,133,0,0,0,0,0,0,0,0,0,0,0,219,55,34,8,10,0,31,11,0,6,377
UCL215087,5,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,105,7,7,0,3,0,0,0,0,4,130
UCL215088,11,0,0,0,0,0,0,4,74,0,0,0,0,0,0,0,0,0,0,0,263,27,26,3,7,0,0,4,0,12,344
UCL215089,6,4,3,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,95,17,9,4,4,7,0,0,0,7,145
UCL215090,10,0,0,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,127,26,22,0,0,4,3,0,5,11,194
UCL215091,10,0,0,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,139,21,11,0,0,10,6,0,0,0,190
UCL215092,27,3,11,4,9,0,0,7,144,0,0,0,0,0,0,0,0,0,0,0,513,96,75,7,15,9,24,7,0,17,763
UCL215093,4,0,0,0,0,0,0,3,64,0,0,0,0,0,0,0,0,0,0,0,347,30,21,4,4,0,0,0,0,6,420
UCL215094,3,0,0,7,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,66,22,7,0,0,7,0,0,0,6,107
UCL215095,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,57,5,4,0,0,0,0,0,0,8,75
UCL215096,0,4,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,251,20,12,4,0,0,3,0,0,4,288
UCL215097,10,0,0,0,0,0,7,3,58,0,0,0,0,0,0,0,0,0,0,3,295,24,11,3,0,0,0,3,7,25,371
UCL215098,0,0,4,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,131,9,10,0,6,0,9,0,0,8,174
UCL215099,11,4,4,3,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,3,146,19,10,4,5,9,5,0,0,3,200
UCL215100,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,101,3,5,0,0,0,0,0,0,11,125
UCL221001,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,15,4,5,0,0,0,0,0,0,0,27
UCL221002,5,3,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,55,12,8,3,4,0,0,3,0,5,89
UCL221003,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,37
UCL221004,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,82,10,0,0,0,0,0,0,0,0,99
UCL221005,5,3,0,5,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,22,6,4,3,0,5,10,0,0,0,54
UCL221006,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,50,4,10,0,0,0,0,0,0,0,68
UCL221007,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,37,3,0,4,0,0,0,0,0,6,52
UCL221008,7,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,9,8,3,0,0,0,0,3,0,59
UCL221009,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,35,5,8,0,0,0,0,0,0,0,43
UCL221010,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,0,0,0,0,6,34
UCL221011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,5,0,0,0,0,0,0,0,33
UCL221012,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,3,24
UCL221013,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,59,11,0,3,0,0,0,0,0,0,79
UCL221014,3,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,97,12,14,0,0,5,0,4,0,0,132
UCL221015,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,65,4,9,0,0,0,4,0,0,3,85
UCL221016,0,3,6,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,20,22,6,3,6,5,0,0,0,0,63
UCL221017,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,46,3,0,0,0,6,0,0,0,4,68
UCL221018,0,0,0,0,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,47,12,6,3,0,0,7,0,0,0,75
UCL221019,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,98,6,7,0,0,0,0,0,0,4,128
UCL221020,6,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,64,4,3,0,4,4,6,0,0,0,88
UCL221021,9,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,59,5,12,7,0,0,0,0,0,3,91
UCL221022,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,21,3,6,0,4,0,0,0,0,4,39
UCL221023,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,5,85
UCL221024,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,100,6,7,0,0,0,0,0,0,8,126
UCL221025,7,5,10,5,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,43,10,9,5,10,8,6,6,0,5,86
UCL221026,0,0,4,0,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,69,0,5,0,3,8,3,4,0,8,100
UCL221027,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,36,3,3,0,4,3,0,0,0,0,45
UCL221028,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,90,13,5,0,0,0,0,3,0,5,121
UCL221029,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,36
UCL221030,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,93,6,0,0,0,0,0,0,0,6,107
UCL221031,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,57,7,4,0,0,0,3,0,0,6,80
UCL221032,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,34
UCL221033,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,25,7,4,0,0,0,0,0,0,3,47
UCL221034,3,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,94,8,10,0,0,0,0,0,0,6,120
UCL221035,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,44,4,5,0,0,0,0,0,0,3,54
UCL221036,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,48,4,12,0,0,0,0,0,0,0,72
UCL221037,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,0,0,0,0,0,0,43
UCL221038,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,53,6,8,0,0,0,0,0,0,7,77
UCL221039,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,34,7,7,0,0,0,0,0,0,0,49
UCL221040,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,48,11,3,0,3,0,0,0,0,0,66
UCL221041,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,52,6,6,0,0,0,0,0,0,6,66
UCL221042,7,3,8,11,20,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,27,0,8,3,8,8,20,3,3,8,84
UCL221043,4,0,0,0,4,0,0,6,43,0,5,0,0,0,0,0,0,0,0,5,174,13,13,0,0,0,4,0,0,10,212
UCL221044,4,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,157,9,4,3,3,0,6,0,0,3,194
UCL221045,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,65,21,7,0,0,0,0,0,0,0,94
UCL221046,14,3,7,7,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,30,18,30,7,7,7,4,0,0,0,104
UCL221047,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,62,9,7,0,6,0,0,0,0,0,81
UCL221048,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,31,14,4,0,0,0,0,0,0,0,49
UCL221049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,5,0,0,0,0,0,0,3,48
UCL221050,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,62,4,5,0,0,0,0,0,0,0,75
UCL221051,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,40,4,6,0,0,0,0,0,0,0,49
UCL221052,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,36,8,6,0,0,0,0,0,0,3,56
UCL221053,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,103,8,4,0,0,3,0,0,0,4,119
UCL221054,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,51,5,3,0,0,0,0,0,0,0,66
UCL221055,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,3,32
UCL221056,7,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,20,4,5,0,0,0,0,0,0,8,49
UCL221057,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,69,3,3,0,0,0,0,0,0,4,76
UCL221058,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,3,35
UCL221059,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,66,5,8,5,0,5,0,0,0,5,85
UCL221060,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,92,3,3,0,0,0,0,0,0,3,111
UCL221061,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,103,5,0,0,0,3,3,0,0,0,119
UCL221062,8,3,0,0,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,65,4,15,3,0,0,7,0,0,3,102
UCL221063,4,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,27,3,7,0,0,8,0,0,0,7,50
UCL221064,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,48,11,7,0,0,0,0,0,0,0,66
UCL221065,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,62,0,11,0,0,0,0,0,0,0,80
UCL221066,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,36,0,7,0,0,0,6,0,0,0,46
UCL221067,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,25,3,0,5,0,0,0,0,0,5,37
UCL221068,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,39,9,0,0,0,0,0,0,0,7,56
UCL221069,4,4,0,0,0,3,0,8,32,0,0,0,0,0,0,0,0,0,0,0,120,11,14,7,5,3,0,0,0,9,166
UCL221070,0,0,5,0,0,0,6,0,31,0,0,0,0,0,0,0,0,0,0,0,69,5,10,0,5,0,0,0,6,5,114
UCL221071,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,45,6,7,5,0,0,0,0,0,3,67
UCL221072,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,25
UCL221073,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,30
UCL221074,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,4,4,115,6,14,0,0,0,0,0,0,18,159
UCL221075,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,107,9,9,0,0,3,0,0,0,5,137
UCL221076,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,159,15,9,0,0,0,0,3,0,3,187
UCL221077,5,0,0,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,55,15,3,0,0,0,4,0,0,5,80
UCL221078,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,60,6,6,0,0,0,0,0,0,4,75
UCL221079,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,68,4,4,0,0,0,0,0,0,0,76
UCL221080,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,102,15,9,0,0,0,5,0,0,0,133
UCL221081,5,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,30,3,3,0,3,0,4,0,0,0,41
UCL221082,19,7,7,9,6,4,0,0,172,0,0,0,0,0,0,0,0,0,0,0,142,94,37,7,8,12,4,4,0,4,313
UCL221083,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,90,11,5,0,0,0,3,0,0,0,123
UCL221084,4,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,50,3,3,3,0,3,0,0,0,0,67
UCL222001,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,19
UCL222002,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,55,4,8,0,0,0,3,0,0,0,66
UCL222003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,19
UCL222004,5,0,0,0,12,10,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,17,10,0,0,34
UCL222005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,17
