UCL_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
UCL212006,777,1618,731,446,961,140,6,4679,418,833,600,454,898,106,11,3326,173,293,244,198,593,99,3,1597,75,93,53,36,333,46,4,638,6507,8799,3881,2841,7200,1239,34,30494
UCL212007,440,929,448,182,316,77,3,2389,251,723,429,268,402,96,0,2179,125,260,177,100,295,66,0,1025,36,57,38,26,180,74,0,407,3750,5805,2605,1621,2818,755,19,17376
UCL212008,487,1077,512,285,812,236,10,3418,298,692,476,376,894,267,0,3000,167,302,233,210,629,298,0,1829,67,80,32,33,379,239,0,831,4064,6230,2781,2067,5832,1968,40,22987
UCL212009,718,1476,665,335,836,195,7,4227,455,943,657,427,952,218,0,3646,228,483,270,274,728,210,0,2197,118,141,76,53,479,226,0,1097,5354,7638,3414,2256,6624,1896,69,27242
UCL213001,270,514,267,145,392,128,0,1721,196,414,327,260,467,134,0,1800,133,240,181,178,417,153,0,1307,38,67,47,39,211,156,0,546,1959,2893,1439,1167,2876,1030,3,11367
UCL213002,246,556,265,120,182,97,0,1471,175,505,312,222,267,118,0,1601,98,222,166,144,236,142,0,1000,51,39,31,31,112,197,0,470,1491,2630,1388,934,1310,1281,13,9046
UCL213003,254,438,204,160,345,72,0,1473,173,325,234,188,396,95,0,1416,109,162,135,121,374,74,0,974,37,60,39,30,272,51,0,483,1867,2467,1195,969,3000,590,13,10107
UCL213004,264,539,247,168,385,76,0,1672,181,446,299,216,449,74,0,1662,103,181,155,132,390,60,0,1018,33,49,14,11,231,24,0,365,2191,3183,1510,1174,2888,578,11,11525
UCL213005,374,749,405,195,365,47,0,2139,258,682,436,285,520,47,0,2237,114,261,207,186,401,95,0,1257,41,53,34,27,166,99,0,421,2538,3931,1910,1305,2868,491,4,13038
UCL213006,201,437,242,123,161,23,0,1184,102,232,175,141,176,19,0,850,55,127,86,77,175,36,0,562,11,28,10,16,95,60,0,219,1790,2568,1318,855,1433,259,9,8227
UCL213007,359,639,296,175,449,74,0,2005,210,411,303,219,485,85,4,1716,131,226,179,155,410,89,0,1185,75,67,59,38,298,53,0,595,2555,3584,1665,1206,3442,773,6,13240
UCL213008,238,501,251,145,366,32,4,1538,184,313,254,167,409,38,0,1366,72,129,103,86,249,35,0,671,29,31,13,11,153,12,0,251,2566,3487,1543,1171,3095,367,8,12246
UCL213009,230,522,226,128,302,36,0,1447,130,293,248,180,340,46,0,1237,96,155,122,114,252,69,0,823,26,22,27,21,124,73,0,295,2018,2775,1339,922,2372,378,0,9806
UCL213010,314,573,289,222,579,143,3,2121,210,408,294,276,745,135,0,2065,110,191,150,130,525,100,0,1206,61,60,37,28,316,41,0,542,2139,3012,1493,1291,4052,1029,44,13063
UCL213011,267,482,220,187,567,158,5,1890,152,325,200,205,634,140,0,1662,96,167,117,109,400,121,0,1015,42,52,43,17,227,85,0,466,1786,2492,1190,1092,3702,1367,9,11631
UCL213012,242,484,239,158,391,83,0,1599,148,323,262,188,415,80,0,1417,85,126,91,95,272,64,0,739,34,34,24,12,198,24,0,327,1510,2251,1144,844,2361,582,5,8689
UCL213013,265,525,281,166,373,67,3,1681,199,368,284,216,448,76,0,1588,101,193,134,103,401,81,0,1018,41,46,34,16,255,72,0,463,2032,3133,1505,1124,2919,712,37,11454
UCL213014,232,397,173,113,301,92,0,1301,131,238,181,158,302,59,0,1068,105,144,105,85,288,70,0,792,45,68,34,26,207,53,0,419,1619,2211,1017,790,2584,662,10,8903
UCL213015,241,415,186,154,404,66,0,1465,115,213,141,117,257,29,0,876,44,64,46,30,127,30,0,338,6,21,3,5,39,0,0,77,2096,2855,1219,1072,3165,576,8,10985
UCL213016,428,768,342,203,547,129,0,2416,271,566,375,272,673,128,0,2281,194,315,228,179,601,145,0,1663,61,102,70,48,406,132,0,821,2979,4414,2026,1428,4322,1053,12,16231
UCL213017,375,740,358,206,419,74,0,2172,247,544,411,301,494,64,0,2060,130,330,197,167,434,92,0,1357,55,72,41,29,316,47,0,558,3054,4385,2033,1508,3579,748,29,15338
UCL213018,193,351,189,115,233,44,0,1127,166,324,267,170,382,70,0,1386,83,176,114,113,356,106,0,955,31,39,18,22,203,68,0,388,1220,1805,997,646,1931,466,5,7068
UCL214001,142,272,129,94,253,47,0,950,118,218,136,114,265,40,0,890,39,96,85,79,220,40,0,557,30,29,18,14,152,24,0,269,1014,1519,681,564,1752,378,9,5907
UCL214002,81,157,83,66,99,5,0,489,52,101,70,92,152,8,0,475,26,37,33,33,109,13,0,258,0,13,7,0,83,10,0,117,902,1306,621,538,1013,144,0,4531
UCL214003,221,490,222,120,261,108,0,1416,158,374,253,211,355,88,0,1434,101,172,146,132,360,108,0,1022,55,54,26,40,251,79,0,496,1400,2173,1073,813,2083,773,9,8316
UCL214004,102,187,63,60,178,25,0,621,78,146,93,95,254,45,0,723,52,92,59,57,242,45,0,542,23,25,9,14,140,22,0,225,787,1044,435,408,1463,317,11,4471
UCL214005,25,52,21,6,28,3,0,134,18,24,27,25,50,8,0,162,7,16,11,11,21,9,0,75,4,8,0,0,9,7,0,25,161,239,106,76,184,52,0,823
UCL214006,153,357,179,109,181,68,0,1047,137,399,219,169,267,101,3,1293,72,141,99,100,213,77,0,703,20,32,17,21,125,82,0,293,928,1602,831,663,1218,477,9,5728
UCL214007,80,125,54,46,133,20,3,460,35,57,35,21,110,12,0,274,10,19,11,12,42,4,0,90,4,0,0,0,3,0,0,16,798,1123,428,348,1028,192,5,3926
UCL214008,213,403,204,130,248,51,0,1244,142,309,202,177,312,63,0,1209,98,181,115,111,275,66,0,839,38,48,44,23,210,41,0,406,1482,2197,1035,783,1989,437,7,7934
UCL214009,184,455,196,100,244,71,0,1248,133,264,187,133,275,42,0,1027,80,114,113,78,264,52,0,697,31,31,17,15,179,24,0,295,1317,2057,1010,681,1690,396,4,7143
UCL214010,156,350,170,72,117,21,0,888,118,362,291,137,186,48,0,1142,63,161,125,91,184,52,0,680,20,25,16,13,122,33,0,232,881,1622,923,498,881,225,3,5033
UCL214011,137,311,140,89,228,70,5,978,115,195,139,107,307,55,4,918,75,108,78,65,243,53,0,621,24,30,14,10,145,18,0,244,1361,1885,880,640,1896,456,7,7122
UCL214012,114,236,138,80,164,30,0,758,72,208,105,103,223,54,0,761,64,97,56,56,235,70,0,572,43,41,18,10,135,63,3,311,840,1295,603,453,1393,363,4,4946
UCL214013,106,202,99,62,111,20,0,599,56,188,130,64,147,25,0,611,39,86,69,63,169,25,0,451,23,24,14,21,154,23,0,263,759,1233,628,414,1034,201,9,4273
UCL214014,134,289,137,103,207,93,3,964,141,283,206,208,335,107,0,1282,73,117,88,108,272,71,0,730,24,28,13,15,151,42,0,264,818,1318,687,653,1509,622,6,5622
UCL214015,104,242,118,79,118,18,0,682,85,192,154,119,173,39,0,762,51,94,90,66,160,40,0,501,23,33,23,16,101,27,0,213,867,1217,691,517,974,261,0,4531
UCL214016,174,300,159,102,236,64,0,1035,125,246,202,156,412,76,0,1220,83,142,125,128,379,87,5,946,27,31,28,10,232,46,0,376,1039,1516,907,655,2008,489,3,6613
UCL214017,148,349,163,91,70,42,0,862,145,391,284,141,133,72,0,1175,77,203,148,100,151,60,0,743,31,44,38,26,134,18,0,290,844,1555,855,468,702,279,9,4708
UCL214018,254,539,270,196,281,88,0,1622,244,554,440,248,467,131,0,2085,88,199,155,148,299,135,0,1031,40,36,28,21,91,86,0,287,1307,2253,1267,869,1630,611,3,7936
UCL214019,127,241,120,69,230,76,0,859,70,200,113,113,220,61,0,773,38,88,58,45,173,23,0,426,23,17,14,9,124,23,0,201,853,1221,578,430,1556,476,0,5117
UCL214020,110,250,106,90,172,57,0,789,88,157,142,115,201,68,0,772,58,80,59,70,143,81,0,494,27,21,10,4,74,72,0,214,807,1129,575,477,1244,475,5,4717
UCL214021,107,174,83,43,129,22,0,552,57,112,88,69,168,32,0,530,23,59,41,33,144,29,0,327,12,18,7,14,132,33,0,209,858,1150,520,395,1213,230,3,4363
UCL214022,168,336,184,125,280,62,0,1156,127,309,220,176,384,98,0,1317,92,161,111,108,308,88,0,867,32,42,33,25,190,60,0,374,1164,1774,959,741,1959,524,8,7132
UCL215001,63,161,85,36,23,16,0,374,41,120,63,33,21,27,0,305,10,42,25,11,14,5,0,115,0,6,9,5,7,5,0,27,241,535,259,124,140,96,4,1391
UCL215002,46,117,63,28,98,24,0,374,49,114,62,66,116,11,0,425,15,47,35,38,98,23,0,261,3,14,9,0,55,3,0,98,341,581,287,217,564,131,0,2123
UCL215003,113,224,113,43,43,21,0,560,59,217,132,70,74,33,0,590,30,80,55,42,58,19,0,293,7,15,9,8,62,6,0,103,503,985,502,295,377,159,3,2814
UCL215004,58,90,40,15,46,31,0,277,33,50,49,43,44,24,0,246,16,25,27,22,21,21,0,121,14,5,0,0,11,9,0,44,267,397,182,125,229,164,3,1359
UCL215005,15,37,27,18,36,14,0,142,14,50,28,20,67,20,0,204,9,20,14,17,39,15,0,114,10,4,0,0,37,7,0,54,135,222,113,107,257,97,0,931
UCL215006,61,108,55,35,81,17,0,360,31,70,45,46,82,16,0,290,10,38,29,18,81,10,0,181,5,16,3,0,36,9,0,75,367,604,287,205,532,96,5,2086
UCL215007,53,137,81,35,22,15,0,334,41,111,76,61,38,12,0,341,31,74,57,44,32,10,0,234,10,21,18,3,26,4,0,77,344,686,394,246,230,98,0,1987
UCL215008,37,87,39,24,29,0,0,221,22,42,22,27,31,0,0,147,5,9,9,8,14,0,0,43,4,0,0,0,4,0,0,11,305,466,214,159,241,33,0,1416
UCL215009,19,44,21,24,39,13,0,162,15,30,39,30,49,18,0,186,13,21,14,7,38,5,0,99,0,6,0,0,8,4,0,14,119,207,112,79,206,81,0,801
UCL215010,46,126,59,24,33,19,0,301,22,55,49,32,42,14,0,210,11,13,20,15,30,4,0,94,3,0,4,3,21,3,0,33,357,518,287,194,283,99,0,1734
UCL215011,22,51,23,20,39,11,0,165,24,43,35,21,66,11,0,205,12,24,11,13,48,19,0,131,4,6,3,0,29,10,0,52,151,232,120,85,292,101,0,983
UCL215012,86,176,65,31,89,15,0,467,64,174,102,68,115,15,0,533,26,62,55,30,102,21,0,294,15,11,7,11,55,9,0,108,488,876,443,235,547,125,0,2703
UCL215013,47,77,34,31,88,14,3,289,16,37,12,17,48,0,0,136,4,4,5,0,19,0,0,23,0,0,0,0,3,0,0,4,582,788,310,269,875,129,10,2955
UCL215014,28,49,23,9,42,6,0,155,6,29,16,15,30,5,0,96,9,9,11,16,8,4,0,49,0,5,0,0,9,0,0,12,203,266,115,90,236,43,0,956
UCL215015,43,151,74,44,31,28,0,375,42,105,80,53,70,24,0,363,22,52,40,31,66,37,0,245,3,16,8,8,23,23,0,78,365,708,343,220,336,273,5,2246
UCL215016,87,147,85,54,112,20,0,508,58,81,66,50,123,15,0,397,22,39,17,29,77,21,0,206,3,14,9,3,32,9,0,73,597,893,404,326,832,187,5,3236
UCL215017,61,108,48,37,49,18,0,318,27,43,49,37,59,5,0,221,20,29,22,22,62,17,0,173,7,9,0,4,44,9,0,76,457,552,293,230,406,138,3,2081
UCL215018,74,134,71,36,81,24,0,413,46,113,75,79,102,21,0,440,18,71,41,52,122,24,0,331,16,20,3,0,65,6,0,120,408,706,329,255,589,157,0,2445
UCL215019,45,129,59,15,43,30,0,329,27,67,60,33,50,32,0,270,5,19,19,14,28,14,0,95,0,3,0,0,17,0,0,18,315,563,281,168,288,229,0,1843
UCL215020,34,64,44,22,56,13,0,232,29,43,37,38,77,15,0,240,6,22,9,30,91,22,0,187,7,3,4,11,57,10,0,96,183,260,140,130,379,94,0,1188
UCL215021,23,65,33,14,47,10,0,198,26,35,30,21,64,17,0,194,15,32,7,6,25,10,0,100,9,0,5,0,4,3,0,17,179,297,127,95,228,92,0,1025
UCL215022,97,155,110,66,140,18,0,584,55,124,84,94,153,25,0,531,39,56,35,41,94,13,0,279,8,3,5,0,26,6,0,42,649,926,460,396,968,349,4,3743
UCL215023,29,68,28,29,53,3,0,210,22,43,41,24,57,8,0,186,16,27,21,21,63,9,0,158,6,7,7,10,39,9,0,77,209,308,166,143,340,61,0,1228
UCL215024,32,72,39,26,49,21,0,233,38,86,65,57,88,18,0,351,27,24,34,37,91,30,0,239,5,16,6,4,69,13,0,123,215,386,242,177,430,125,0,1578
UCL215025,22,74,37,21,45,10,0,207,23,43,40,40,56,10,0,219,12,10,12,8,33,8,0,76,0,7,0,0,0,7,0,19,130,240,143,107,196,55,0,874
UCL215026,27,54,25,19,49,15,0,191,10,39,43,25,63,11,0,190,14,21,14,13,27,18,0,105,0,6,0,0,10,0,0,17,143,227,129,94,245,93,0,942
UCL215027,30,53,30,15,33,14,0,175,14,28,22,25,49,10,0,157,13,14,15,26,42,16,0,124,4,6,4,4,36,10,0,73,165,214,112,110,245,121,0,969
UCL215028,63,138,61,44,76,43,0,425,49,99,84,55,97,45,0,423,27,69,33,27,92,32,0,280,5,10,15,5,60,40,0,136,388,618,318,247,527,259,3,2360
UCL215029,130,262,120,60,93,42,0,709,68,186,124,65,143,52,0,641,29,74,61,24,102,39,0,320,19,8,14,3,74,24,0,148,588,1049,497,264,653,250,4,3312
UCL215030,37,55,46,27,48,4,0,214,19,45,42,25,62,11,0,205,10,24,25,15,50,14,0,138,5,10,5,4,31,15,0,73,178,268,185,127,306,77,0,1140
UCL215031,28,70,36,22,35,17,0,208,24,53,19,29,69,12,0,200,7,23,19,31,48,12,0,140,10,8,5,8,46,14,0,91,167,294,154,137,294,103,0,1146
UCL215032,56,132,77,41,82,37,0,416,64,141,69,65,139,36,0,517,23,64,52,44,125,28,0,333,15,31,5,15,109,16,0,192,437,686,357,243,689,212,0,2626
UCL215033,46,81,35,10,52,5,0,228,24,38,36,20,55,0,0,175,0,6,3,5,17,0,0,33,0,0,0,0,0,0,0,3,425,633,294,181,420,42,0,1994
UCL215034,26,53,32,19,31,11,0,174,27,66,49,26,60,19,5,248,17,45,27,30,65,19,0,209,13,10,11,4,67,13,0,112,169,302,161,111,304,92,5,1137
UCL215035,20,58,33,15,24,17,0,167,25,44,32,26,33,17,0,175,15,20,13,12,31,12,0,99,5,0,0,0,14,3,0,26,249,404,174,128,210,85,0,1245
UCL215036,31,52,25,15,32,14,0,164,14,28,31,14,28,9,0,123,10,19,13,10,12,5,0,65,6,0,5,0,8,0,0,12,227,255,121,95,177,74,0,942
UCL215037,37,60,22,19,77,11,0,227,26,55,44,22,63,15,0,227,10,20,20,7,40,14,0,109,0,0,0,0,9,6,0,18,195,304,157,97,320,88,0,1168
UCL215038,55,83,39,37,60,33,0,298,38,77,52,37,110,22,0,343,21,42,38,32,86,19,0,237,12,9,3,9,56,13,0,108,241,365,193,165,460,182,0,1600
UCL215039,34,50,26,23,37,21,0,192,18,58,38,39,61,25,0,245,19,21,17,21,62,10,0,146,8,8,4,0,36,3,0,61,226,290,165,145,302,131,0,1259
UCL215040,31,54,28,18,52,14,0,202,22,35,35,34,77,29,0,227,7,19,10,8,36,14,0,91,4,10,0,0,33,12,0,58,163,247,123,109,316,138,0,1094
UCL215041,92,159,79,52,95,36,0,515,60,125,92,67,132,44,0,517,29,66,50,61,132,35,0,387,22,26,13,14,106,26,0,201,518,782,389,336,774,262,8,3068
UCL215042,26,66,33,21,33,7,0,191,19,24,23,22,29,6,0,125,5,11,6,7,16,0,0,47,0,0,0,0,0,0,0,6,197,305,140,124,185,62,0,1007
UCL215043,55,106,34,22,74,9,0,299,29,50,31,29,80,9,0,225,14,21,13,10,60,18,0,134,5,4,7,3,53,13,0,95,476,693,284,227,708,99,6,2490
UCL215044,35,80,45,25,24,7,0,222,22,56,42,25,38,8,0,190,15,13,27,20,23,13,0,99,0,0,5,9,14,3,0,33,254,391,224,160,217,79,0,1324
UCL215045,82,148,89,63,100,24,0,509,57,136,104,71,138,24,0,522,39,44,48,52,100,23,0,305,10,22,15,5,97,23,0,176,583,774,476,362,756,190,9,3154
UCL215046,35,71,34,38,41,11,0,232,30,54,46,28,44,10,0,205,10,23,11,9,19,8,0,82,6,0,6,0,5,0,0,19,274,388,195,162,250,81,0,1341
UCL215047,32,46,32,35,47,10,0,200,18,27,36,25,43,15,0,163,4,17,14,13,38,3,0,91,0,3,0,6,12,4,0,29,328,436,221,192,354,106,0,1634
UCL215048,37,70,18,24,54,14,0,211,22,30,21,21,40,7,0,150,10,19,9,4,31,8,0,80,3,6,0,0,7,0,0,21,308,413,143,137,322,99,0,1425
UCL215049,41,90,41,22,42,18,0,262,53,93,67,35,38,23,0,308,15,33,16,25,26,15,0,116,3,3,0,3,26,17,0,55,239,391,186,131,273,111,0,1325
UCL215050,76,161,92,44,30,16,0,411,42,112,95,73,54,31,0,414,23,36,38,41,35,5,0,171,0,4,6,5,3,0,0,28,428,715,446,302,269,118,4,2282
UCL215051,90,171,87,53,139,23,0,566,71,126,103,89,153,32,0,581,35,68,73,49,122,20,0,369,19,24,10,7,67,15,0,143,633,942,490,397,902,204,8,3574
UCL215052,46,120,45,34,27,11,0,278,36,91,68,50,68,17,0,331,14,39,33,20,43,11,0,161,7,8,10,0,32,0,0,59,212,406,220,145,225,54,0,1263
UCL215053,105,182,78,52,102,30,0,545,66,140,77,64,119,27,0,498,47,78,38,40,117,25,0,340,8,9,13,10,90,13,0,140,597,953,424,313,686,206,4,3178
UCL215054,37,93,50,31,66,29,0,299,30,45,37,27,81,22,0,243,3,22,21,21,69,23,0,164,4,7,4,4,79,10,0,105,231,385,217,167,491,174,0,1667
UCL215055,47,128,70,31,38,18,0,339,50,105,96,61,74,15,0,408,22,36,32,23,41,9,0,165,4,3,3,3,3,3,0,21,233,447,270,161,239,91,0,1436
UCL215056,28,61,36,23,61,18,0,221,11,35,26,27,46,18,0,160,3,11,8,10,18,11,0,60,0,6,0,0,20,0,0,26,205,303,166,129,305,143,0,1247
UCL215057,37,81,50,24,38,16,0,244,28,51,50,37,31,10,0,212,12,16,23,16,49,12,0,134,5,7,6,0,40,3,0,67,237,401,229,164,258,83,0,1373
UCL215058,34,48,26,19,34,14,0,183,22,42,35,29,33,19,0,181,18,21,16,10,45,4,0,117,11,4,3,0,28,6,0,57,192,209,155,101,217,82,0,959
UCL215059,52,126,64,37,32,18,0,329,46,124,80,55,66,16,0,401,14,60,29,23,49,8,0,177,7,8,10,7,29,4,0,63,355,650,327,207,270,111,3,1914
UCL215060,75,130,60,26,92,14,0,409,38,87,55,59,96,13,0,355,27,47,44,33,112,22,0,275,19,10,11,9,97,11,0,154,448,647,303,229,624,114,3,2366
UCL215061,50,97,36,25,73,20,0,298,34,82,49,40,100,23,0,329,10,35,27,26,61,27,0,193,3,6,4,6,44,24,0,93,309,443,212,171,430,142,3,1713
UCL215062,30,65,32,18,61,8,0,223,24,47,26,29,66,19,0,224,17,25,17,21,53,7,0,142,6,9,3,0,52,6,0,72,237,330,143,134,358,93,0,1293
UCL215063,25,45,29,10,22,4,0,129,17,51,32,27,24,7,0,162,12,14,17,16,28,8,0,88,3,9,0,0,19,7,0,41,182,236,138,109,155,50,0,868
UCL215064,45,79,47,18,53,9,0,250,31,37,35,33,59,14,0,204,19,39,22,35,71,22,0,211,17,8,5,10,68,17,0,120,301,374,204,176,500,105,0,1654
UCL215065,80,166,78,35,112,65,0,545,59,131,85,76,134,67,0,559,39,66,49,60,133,44,0,393,7,24,12,17,109,21,0,189,516,814,388,311,827,477,0,3317
UCL215066,45,88,58,46,72,26,0,331,27,69,51,61,91,39,0,336,26,37,33,25,76,28,0,222,10,12,8,0,48,10,0,81,247,363,245,212,413,215,0,1698
UCL215067,23,45,13,14,33,15,0,144,18,43,33,30,39,8,0,166,5,13,13,22,34,14,0,97,5,10,3,0,51,9,0,75,160,215,105,101,230,96,0,901
UCL215068,105,189,107,54,97,10,0,571,101,219,199,122,200,32,0,864,55,123,94,86,168,21,0,547,16,27,15,15,110,7,0,188,496,876,524,344,752,103,0,3097
UCL215069,82,158,105,47,58,23,0,477,71,176,158,85,92,51,0,626,43,80,66,60,82,28,0,348,12,25,11,9,74,21,0,153,496,855,511,312,475,211,7,2868
UCL215070,58,102,41,37,107,32,0,381,27,66,44,54,113,42,0,346,15,21,26,21,93,25,0,209,5,17,7,6,76,11,0,120,402,546,269,263,735,258,8,2470
UCL215071,83,160,127,51,79,16,0,518,37,82,68,62,72,4,0,335,13,52,32,28,38,4,0,168,3,3,9,0,13,0,0,30,598,826,474,295,481,105,4,2783
UCL215072,42,53,17,16,115,35,0,280,33,51,37,23,78,44,0,258,16,18,5,11,52,23,0,117,5,5,0,0,32,15,0,62,350,332,115,102,772,374,32,2079
UCL215073,79,123,72,38,100,25,0,433,34,89,66,65,120,30,0,400,23,53,37,41,125,36,0,322,15,17,10,8,94,21,0,161,385,559,278,270,691,185,0,2362
UCL215074,90,173,96,71,99,25,0,548,67,100,87,62,108,23,0,448,18,48,33,28,73,8,0,212,8,5,4,6,15,0,0,44,802,1140,532,435,755,140,0,3811
UCL215075,39,43,29,19,37,23,0,183,18,35,19,21,48,13,0,156,9,18,17,13,28,4,0,86,0,0,4,3,8,0,0,15,181,254,139,109,233,95,9,1022
UCL215076,45,97,61,31,70,10,0,317,39,97,76,51,81,13,0,350,25,34,29,26,68,14,0,191,9,8,10,0,41,8,0,79,333,547,296,191,416,94,4,1873
UCL215077,53,103,43,19,41,31,0,293,36,74,58,38,54,22,0,283,17,23,27,16,42,16,0,139,3,5,3,4,23,13,0,54,242,432,212,136,244,189,0,1456
UCL215078,44,78,48,17,37,5,0,238,17,26,21,21,36,6,0,138,16,14,6,4,24,0,0,70,6,7,0,0,6,0,0,13,329,423,189,141,299,64,0,1448
UCL215079,50,89,40,29,82,16,0,305,33,60,49,64,91,21,0,314,27,47,29,28,89,31,0,252,9,13,3,7,52,29,0,110,285,426,220,198,533,157,0,1828
UCL215080,33,79,46,24,60,4,0,248,26,66,61,60,72,13,0,295,14,21,22,12,36,15,0,127,4,3,3,4,18,3,0,31,297,468,249,203,424,86,0,1724
UCL215081,76,163,79,67,143,38,0,561,44,113,77,75,150,28,3,501,34,81,43,39,126,39,0,366,18,15,8,6,65,16,0,126,564,905,451,351,909,257,4,3436
UCL215082,29,91,61,50,30,8,0,268,20,53,43,42,31,5,0,187,3,8,7,15,15,3,0,47,3,0,0,0,11,3,0,16,320,471,274,239,266,84,0,1657
UCL215083,49,84,49,53,76,11,0,319,33,49,40,33,88,17,0,259,20,22,21,25,80,19,0,190,8,9,12,8,49,21,0,99,300,390,222,193,470,118,0,1677
UCL215084,26,47,25,5,23,9,0,144,15,43,29,15,52,10,0,165,6,11,8,13,44,9,0,96,3,5,4,0,48,4,0,61,183,269,130,84,303,73,0,1043
UCL215085,15,38,24,17,36,17,0,136,16,26,22,18,25,8,0,121,5,10,10,0,9,4,0,41,0,4,0,0,6,0,0,14,171,249,126,98,176,70,0,885
UCL215086,55,123,62,44,85,12,0,380,39,103,90,63,103,18,0,424,38,55,33,34,75,28,0,259,15,10,16,5,34,38,0,118,557,813,393,349,679,163,0,2955
UCL215087,30,90,38,31,47,15,0,255,18,37,39,29,41,16,0,184,5,14,8,7,17,6,0,57,0,6,0,0,8,0,0,10,242,367,195,150,258,111,0,1328
UCL215088,59,120,57,33,34,34,0,332,28,63,58,37,52,34,0,266,10,26,23,23,36,17,0,132,10,11,0,0,29,9,0,67,274,470,256,162,254,215,0,1628
UCL215089,57,112,57,28,55,10,0,320,22,72,47,49,110,31,0,331,19,38,33,26,67,46,0,218,11,12,3,10,36,40,0,109,272,482,247,199,462,195,5,1863
UCL215090,38,83,42,34,55,20,0,268,26,50,47,48,67,15,0,255,7,27,11,16,37,27,0,123,8,7,0,0,12,31,0,58,295,494,222,175,302,177,0,1664
UCL215091,33,110,69,37,30,11,0,292,23,65,37,16,21,4,0,176,5,9,16,13,8,0,0,49,0,0,0,3,7,0,0,13,247,407,211,135,218,30,0,1241
UCL215092,91,200,101,51,76,21,0,545,78,174,104,70,140,9,0,570,40,87,52,47,105,20,0,347,9,15,5,5,83,10,0,136,664,1211,572,380,690,131,3,3649
UCL215093,75,166,77,49,101,12,0,475,48,102,68,56,94,19,0,387,14,29,15,23,54,4,0,150,4,11,7,5,18,0,0,45,599,974,447,342,778,98,4,3245
UCL215094,27,49,28,15,29,13,0,160,8,19,22,24,19,8,0,105,7,8,3,3,13,9,0,39,0,0,5,0,0,0,0,3,148,224,122,97,153,60,0,800
UCL215095,18,54,21,24,45,15,0,170,20,21,18,22,40,10,0,123,3,11,6,6,9,4,0,43,0,5,0,0,9,0,0,15,156,238,108,104,220,63,0,886
UCL215096,48,81,51,21,57,10,0,272,33,77,37,45,65,12,0,271,15,27,26,17,57,11,0,151,4,13,0,3,15,4,0,34,357,564,247,193,438,89,0,1894
UCL215097,56,117,57,46,61,20,0,365,32,96,65,59,84,24,0,356,23,41,25,34,88,19,0,223,8,11,3,4,76,3,0,104,477,708,359,282,591,194,0,2619
UCL215098,30,63,30,32,27,4,0,190,23,44,24,26,56,7,0,187,12,17,5,14,31,3,0,91,4,3,3,10,9,3,0,33,217,350,147,129,239,43,0,1123
UCL215099,34,72,33,28,57,9,0,240,27,62,46,36,81,21,0,275,17,36,34,26,76,24,3,211,5,12,7,11,51,19,0,109,216,342,186,175,407,148,7,1483
UCL215100,41,64,39,16,39,7,0,203,23,46,42,32,46,8,0,196,18,34,16,24,61,16,0,167,0,3,6,6,39,7,0,59,194,258,160,118,259,73,0,1063
UCL221001,10,30,18,10,12,0,0,81,0,20,6,14,21,5,0,70,4,5,4,8,4,0,0,23,0,0,0,0,0,0,0,5,116,168,79,54,97,24,0,540
UCL221002,19,40,27,12,32,3,0,136,15,40,20,20,28,4,0,133,5,11,9,8,21,3,0,62,3,5,3,0,10,0,0,17,129,210,105,76,149,30,0,702
UCL221003,13,35,11,13,14,8,0,88,12,15,4,8,3,5,0,44,3,9,10,0,13,3,0,28,0,0,0,0,0,0,0,3,84,120,59,61,71,47,0,435
UCL221004,13,48,25,18,30,5,0,140,11,26,17,12,14,0,0,81,6,4,6,4,8,0,0,34,0,0,0,0,3,4,0,7,175,246,131,108,163,24,0,845
UCL221005,22,13,16,8,16,5,0,83,9,25,11,14,32,5,0,104,11,12,4,4,21,12,0,60,0,8,0,0,16,5,0,29,98,146,68,56,141,50,0,559
UCL221006,7,31,16,5,13,3,0,78,14,35,23,8,9,9,5,96,12,4,5,7,11,0,0,35,0,0,4,0,3,0,0,6,107,165,83,49,59,23,7,487
