UCL_CODE_2021,M_Agr_fstry_fsh_15_19,M_Agr_fstry_fsh_20_24,M_Agr_fstry_fsh_25_34,M_Agr_fstry_fsh_35_44,M_Agr_fstry_fsh_45_54,M_Agr_fstry_fsh_55_64,M_Agr_fstry_fsh_65_74,M_Agr_fstry_fsh_75_84,M_Agr_fstry_fsh_85_yr_over,M_Agr_fstry_fsh_Tot,M_Min_15_19_yr,M_Min_20_24_yr,M_Min_25_34_yr,M_Min_35_44_yr,M_Min_45_54_yr,M_Min_55_64_yr,M_Min_65_74_yr,M_Min_75_84_yr,M_Min_85_yr_over,M_Min_Tot,M_Manf_15_19_yr,M_Manf_20_24_yr,M_Manf_25_34_yr,M_Manf_35_44_yr,M_Manf_45_54_yr,M_Manf_55_64_yr,M_Manf_65_74_yr,M_Manf_75_84_yr,M_Manf_85_yr_over,M_Manf_Tot,M_Elec_gas_wtr_wst_sv_15_19,M_Elec_gas_wtr_wst_sv_20_24,M_Elec_gas_wtr_wst_sv_25_34,M_Elec_gas_wtr_wst_sv_35_44,M_Elec_gas_wtr_wst_sv_45_54,M_Elec_gas_wtr_wst_sv_55_64,M_Elec_gas_wtr_wst_sv_65_74,M_Elec_gas_wtr_wst_sv_75_84,M_Elec_gas_wtr_wst_sv_85_over,M_Elec_gas_wtr_wst_sv_Tot,M_Con_15_19_yr,M_Con_20_24_yr,M_Con_25_34_yr,M_Con_35_44_yr,M_Con_45_54_yr,M_Con_55_64_yr,M_Con_65_74_yr,M_Con_75_84_yr,M_Con_85_yr_over,M_Con_Tot,M_Whl_trd_15_19_yr,M_Whl_trd_20_24_yr,M_Whl_trd_25_34_yr,M_Whl_trd_35_44_yr,M_Whl_trd_45_54_yr,M_Whl_trd_55_64_yr,M_Whl_trd_65_74_yr,M_Whl_trd_75_84_yr,M_Whl_trd_85_yr_over,M_Whl_trd_Tot,M_Re_trd_15_19_yr,M_Re_trd_20_24_yr,M_Re_trd_25_34_yr,M_Re_trd_35_44_yr,M_Re_trd_45_54_yr,M_Re_trd_55_64_yr,M_Re_trd_65_74_yr,M_Re_trd_75_84_yr,M_Re_trd_85_yr_over,M_Re_trd_Tot,M_Acc_food_svc_15_19,M_Acc_food_svc_20_24,M_Acc_food_svc_25_34,M_Acc_food_svc_35_44,M_Acc_food_svc_45_54,M_Acc_food_svc_55_64,M_Acc_food_svc_65_74,M_Acc_food_svc_75_84,M_Acc_food_svc_85_yr_over,M_Acc_food_svc_Tot,M_Trp_pos_wh_15_19,M_Trp_pos_wh_20_24,M_Trp_pos_wh_25_34,M_Trp_pos_wh_35_44,M_Trp_pos_wh_45_54,M_Trp_pos_wh_55_64,M_Trp_pos_wh_65_74,M_Trp_pos_wh_75_84,M_Trp_pos_wh_85_yr_over,M_Trp_pos_wh_Tot,M_In_med_tcom_15_19,M_In_med_tcom_20_24,M_In_med_tcom_25_34,M_In_med_tcom_35_44,M_In_med_tcom_45_54,M_In_med_tcom_55_64,M_In_med_tcom_65_74,M_In_med_tcom_75_84,M_In_med_tcom_85_yr_over,M_In_med_tcom_Tot,M_Fin_in_svc_15_19,M_Fin_in_svc_20_24,M_Fin_in_svc_25_34,M_Fin_in_svc_35_44,M_Fin_in_svc_45_54,M_Fin_in_svc_55_64,M_Fin_in_svc_65_74,M_Fin_in_svc_75_84,M_Fin_in_svc_85_yr_over,M_Fin_in_svc_Tot,M_Rnt_hrg_rea_est_serv_15_19,M_Rnt_hrg_rea_est_serv_20_24,M_Rnt_hrg_rea_est_serv_25_34,M_Rnt_hrg_rea_est_serv_35_44,M_Rnt_hrg_rea_est_serv_45_54,M_Rnt_hrg_rea_est_serv_55_64,M_Rnt_hrg_rea_est_serv_65_74,M_Rnt_hrg_rea_est_serv_75_84,M_Rnt_hrg_rea_est_serv_85_ov,M_Rnt_hrg_rea_est_serv_Tot,M_Prof_sc_tech_serv_15_19,M_Prof_sc_tech_serv_20_24,M_Prof_sc_tech_serv_25_34,M_Prof_sc_tech_serv_35_44,M_Prof_sc_tech_serv_45_54,M_Prof_sc_tech_serv_55_64,M_Prof_sc_tech_serv_65_74,M_Prof_sc_tech_serv_75_84,M_Prof_sc_tech_serv_85_over,M_Prof_sc_tech_serv_Tot,M_Adm_sup_serv_15_19,M_Adm_sup_serv_20_24,M_Adm_sup_serv_25_34,M_Adm_sup_serv_35_44,M_Adm_sup_serv_45_54,M_Adm_sup_serv_55_64,M_Adm_sup_serv_65_74,M_Adm_sup_serv_75_84,M_Adm_sup_serv_85_over,M_Adm_sup_serv_Tot,M_PubAd_saf_15_19,M_PubAd_saf_20_24,M_PubAd_saf_25_34,M_PubAd_saf_35_44,M_PubAd_saf_45_54,M_PubAd_saf_55_64,M_PubAd_saf_65_74,M_PubAd_saf_75_84,M_PubAd_saf_85_over,M_PubAd_saf_Tot,M_Ed_trng_15_19,M_Ed_trng_20_24,M_Ed_trng_25_34,M_Ed_trng_35_44,M_Ed_trng_45_54,M_Ed_trng_55_64,M_Ed_trng_65_74,M_Ed_trng_75_84,M_Ed_trng_85_over,M_Ed_trng_Tot,M_Hlth_cre_socia_assist_15_19,M_Hlth_cre_socia_assist_20_24,M_Hlth_cre_socia_assist_25_34,M_Hlth_cre_socia_assist_35_44,M_Hlth_cre_socia_assist_45_54,M_Hlth_cre_socia_assist_55_64,M_Hlth_cre_socia_assist_65_74,M_Hlth_cre_socia_assist_75_84,M_Hlth_cre_socia_assist_85_ov,M_Hlth_cre_socia_assist_Tot,M_Arts_rec_svc_15_19,M_Arts_rec_svc_20_24,M_Arts_rec_svc_25_34,M_Arts_rec_svc_35_44,M_Arts_rec_svc_45_54,M_Arts_rec_svc_55_64,M_Arts_rec_svc_65_74,M_Arts_rec_svc_75_84,M_Arts_rec_svc_85_yr_over,M_Arts_rec_svc_Tot,M_Oth_svc_15_19_yr,M_Oth_svc_20_24_yr,M_Oth_svc_25_34_yr,M_Oth_svc_35_44_yr,M_Oth_svc_45_54_yr,M_Oth_svc_55_64_yr,M_Oth_svc_65_74_yr,M_Oth_svc_75_84_yr,M_Oth_svc_85_yr_over,M_Oth_svc_Tot,M_Inad_desc_Ns_15_19,M_Inad_desc_Ns_20_24,M_Inad_desc_Ns_25_34,M_Inad_desc_Ns_35_44,M_Inad_desc_Ns_45_54,M_Inad_desc_Ns_55_64,M_Inad_desc_Ns_65_74,M_Inad_desc_Ns_75_84,M_Inad_desc_Ns_85_yr_over,M_Inad_desc_Ns_Tot
UCL112002,9,16,33,39,42,33,18,5,0,197,0,28,83,62,54,29,3,0,0,272,32,80,189,208,238,187,30,4,0,975,0,3,24,49,43,39,6,0,0,158,85,190,359,256,185,145,54,4,0,1286,10,21,30,40,45,35,11,0,0,194,127,140,203,103,85,58,24,3,0,747,192,99,102,85,44,33,23,0,0,577,12,20,88,79,122,106,44,8,0,477,10,11,40,26,20,16,5,0,0,121,0,13,20,26,26,20,9,0,0,116,3,11,16,10,22,8,9,0,0,85,7,22,80,65,42,33,26,10,0,283,8,26,43,41,42,42,6,4,0,208,6,38,163,203,235,144,28,0,0,817,6,51,111,115,112,117,33,0,0,547,14,96,164,110,121,106,29,0,0,638,21,7,17,14,16,26,4,0,0,107,23,35,100,65,61,51,11,0,0,349,15,36,76,69,83,53,17,4,0,355
UCL112003,3,3,14,8,10,11,5,0,0,58,0,0,9,5,3,15,0,0,0,36,17,28,58,73,85,85,20,3,0,368,0,0,13,39,22,31,5,0,0,110,44,102,163,168,172,130,44,9,0,833,5,10,28,37,41,52,15,4,0,178,69,61,93,81,86,66,40,0,0,496,77,72,109,83,69,51,22,0,3,488,5,16,44,75,87,107,33,4,0,368,0,9,14,42,18,30,7,3,0,127,0,3,16,35,47,36,12,0,0,147,0,0,14,14,24,21,15,0,0,85,9,18,65,132,156,128,74,11,0,581,9,16,34,34,48,42,14,0,0,205,7,24,73,114,182,134,47,3,0,593,10,21,57,134,192,190,53,3,0,653,8,17,75,126,146,160,60,9,0,604,4,0,32,38,44,30,18,8,0,176,5,19,45,54,52,42,21,3,0,242,14,24,38,58,54,45,21,9,0,267
UCL112004,4,7,11,13,17,18,16,4,0,100,0,4,9,11,19,13,5,0,0,64,10,30,77,95,85,100,44,6,0,455,0,0,8,14,13,9,3,0,0,50,60,91,177,156,161,116,45,9,0,807,8,3,32,40,53,55,11,5,0,207,60,46,58,55,54,54,44,13,0,389,121,54,102,60,51,44,18,3,0,445,4,5,29,51,64,67,28,4,0,253,0,5,15,19,22,14,6,0,0,85,0,3,11,34,62,30,31,7,4,188,6,6,14,19,31,15,13,3,0,108,12,14,52,96,112,96,91,21,0,502,5,22,26,49,52,42,18,0,0,219,0,7,26,47,83,53,21,0,0,239,10,9,24,55,89,85,30,3,0,299,4,16,71,77,59,93,42,12,0,373,4,5,11,12,16,15,5,3,0,83,9,12,32,32,42,34,17,4,6,176,19,15,37,39,48,42,31,12,0,240
UCL112005,0,3,6,11,9,11,4,0,0,47,10,31,138,177,143,111,0,0,0,608,18,49,105,87,97,66,18,0,0,447,0,8,17,9,30,13,0,0,0,88,44,87,146,92,93,80,12,0,0,554,5,8,34,35,29,23,0,0,0,138,34,52,66,56,65,33,18,3,0,316,94,51,96,57,32,27,7,0,0,366,4,16,33,48,80,59,25,5,0,273,0,0,7,7,4,0,0,0,0,22,0,0,7,13,13,6,0,0,0,36,0,9,22,8,9,6,0,0,0,55,0,6,30,7,19,23,7,3,0,96,5,22,45,49,44,25,4,0,0,199,0,6,59,57,57,71,14,0,0,271,6,16,23,26,19,16,5,0,0,97,6,13,41,42,47,39,17,3,0,205,3,10,13,10,6,13,3,0,0,53,19,31,58,32,37,32,0,3,0,216,13,33,64,44,42,38,14,0,0,241
UCL112006,16,22,57,48,44,42,40,14,0,278,4,16,84,62,37,30,0,0,0,238,44,71,228,175,122,97,32,0,0,775,0,4,27,43,43,37,12,0,0,174,113,201,431,252,213,178,53,10,0,1437,14,26,83,65,75,68,16,5,0,346,114,80,265,145,116,83,41,7,5,853,160,54,168,91,64,55,17,5,0,617,8,20,115,100,112,127,54,7,0,543,4,6,16,23,10,15,3,0,0,73,0,18,42,20,28,29,4,4,0,141,3,0,22,20,20,25,9,0,0,101,16,29,95,84,56,38,26,3,0,337,5,20,61,52,43,45,19,0,0,236,5,52,200,171,166,143,29,0,0,770,10,21,98,91,98,87,28,4,0,433,16,53,328,266,156,127,45,0,0,991,17,10,29,23,26,29,3,0,0,133,23,51,113,67,61,55,31,4,4,402,34,41,131,68,63,54,20,12,0,423
UCL112007,3,0,14,16,15,12,7,0,0,75,0,0,0,0,3,3,0,0,0,8,4,6,30,37,47,30,7,0,0,167,0,0,9,3,4,7,0,0,0,23,19,32,89,74,57,45,8,0,0,323,0,4,3,9,15,14,4,0,0,49,14,11,8,13,23,14,9,0,0,96,38,17,22,26,17,20,9,4,0,152,0,0,3,5,15,15,17,0,0,62,5,0,0,0,0,0,0,0,0,11,0,0,6,4,4,6,0,0,0,18,0,0,0,0,12,0,0,0,0,16,0,0,10,9,7,9,8,0,0,47,0,0,5,3,7,7,6,0,0,34,0,3,11,26,27,15,11,0,0,96,6,0,16,11,18,8,4,0,0,60,3,3,18,5,16,21,4,0,0,73,4,0,3,7,3,3,6,0,0,30,4,3,5,12,8,13,4,0,0,48,5,5,12,12,17,13,3,0,0,68
UCL112008,0,11,19,11,18,26,6,5,0,102,0,0,11,12,7,8,0,0,0,44,6,8,21,18,28,33,11,3,0,129,4,3,8,11,15,18,8,0,0,65,41,56,102,126,133,113,38,3,0,611,8,0,8,9,12,10,3,0,0,46,62,31,53,61,77,53,17,0,0,360,86,57,75,65,51,58,24,6,0,412,3,0,10,18,33,35,26,4,0,124,0,0,4,3,5,5,5,0,0,23,0,5,6,10,11,19,3,0,0,50,4,3,5,7,8,15,0,3,0,58,0,3,16,18,20,35,31,4,0,134,5,7,13,20,17,44,14,0,0,119,0,4,18,31,46,61,10,0,0,181,0,4,20,34,31,35,16,0,0,142,8,7,66,88,61,75,27,0,0,340,3,7,7,6,11,10,5,0,0,53,6,20,27,21,40,25,9,0,0,144,14,10,18,33,33,32,8,6,6,154
UCL112009,3,7,28,32,20,21,19,5,0,134,0,4,41,34,20,11,5,0,0,109,30,60,141,105,88,65,12,0,0,505,0,6,25,29,34,29,8,0,0,128,68,154,271,180,138,131,33,0,0,961,3,16,30,21,25,30,8,5,0,138,50,59,93,89,67,79,24,0,0,468,111,60,87,41,25,31,7,0,0,364,3,15,66,90,85,103,38,0,0,405,0,5,10,11,0,4,0,0,0,42,0,7,12,6,11,12,3,0,0,46,0,3,11,15,15,9,4,0,0,53,0,15,46,34,23,28,19,4,0,178,3,23,20,36,35,34,11,0,0,158,0,24,117,148,180,167,16,0,0,662,4,18,50,32,43,44,23,4,0,215,3,16,83,91,75,79,21,3,0,364,3,8,17,13,11,11,4,0,0,57,10,24,68,50,40,31,12,4,0,244,19,30,78,43,40,43,10,3,0,261
UCL112010,11,48,167,149,146,158,66,18,3,762,0,0,4,6,3,0,0,0,0,15,38,120,348,347,248,187,38,5,0,1325,0,0,13,28,36,25,6,0,0,112,53,88,184,134,95,94,26,3,0,669,12,16,39,37,49,33,13,0,0,208,91,50,64,76,49,58,20,3,0,412,56,26,57,22,26,24,11,0,0,214,0,8,52,31,42,57,22,6,0,220,7,9,8,3,12,4,0,0,0,35,0,6,7,7,7,4,0,0,0,32,3,0,3,6,14,10,4,0,0,50,0,13,43,29,21,29,12,7,0,156,0,11,39,18,31,21,5,0,0,123,3,14,46,47,61,41,13,0,0,224,4,3,36,32,34,35,6,0,0,154,0,12,74,53,42,41,27,0,0,246,4,0,14,7,3,0,0,0,0,37,13,17,43,46,37,24,13,0,0,202,17,44,100,81,59,51,19,5,4,390
UCL112011,0,6,7,11,12,7,0,0,0,53,13,22,140,138,118,54,4,0,0,488,22,50,172,92,120,84,9,0,0,547,3,8,35,25,15,18,5,0,0,97,50,106,205,143,114,80,13,0,0,715,4,14,41,42,47,14,7,0,0,165,31,58,100,48,41,30,8,0,0,314,101,40,48,21,15,11,4,0,0,239,5,8,52,74,69,73,12,0,0,297,0,4,10,7,4,0,0,0,0,18,0,3,9,11,11,3,0,0,0,39,0,5,10,13,11,11,0,0,0,50,0,14,49,28,36,20,4,0,0,141,4,14,59,43,33,34,6,0,0,195,3,11,43,48,52,44,9,0,0,207,0,15,23,21,15,16,6,4,0,97,3,15,63,47,45,29,12,0,0,221,0,0,8,3,0,0,3,0,0,23,16,33,89,30,31,18,0,0,0,221,17,33,80,52,53,33,9,0,0,284
UCL112012,13,34,53,49,34,38,8,0,0,238,0,0,0,8,5,9,0,0,0,25,27,56,128,108,70,90,13,3,4,503,5,3,21,28,31,26,0,0,0,107,41,87,195,163,122,104,26,5,0,745,3,15,36,35,30,30,11,0,0,164,109,94,147,122,117,90,43,3,0,721,134,51,70,61,48,32,5,0,0,409,8,11,57,46,50,75,25,0,0,277,7,4,9,8,7,10,6,0,0,45,0,5,13,16,27,17,5,0,0,81,7,3,10,10,12,17,0,0,0,52,3,11,65,40,46,47,26,3,0,251,9,22,50,44,47,37,15,3,0,229,0,30,68,69,93,88,14,0,0,359,7,28,72,123,98,92,23,3,0,442,6,37,150,158,190,173,51,9,0,772,3,6,15,16,8,8,7,0,0,72,20,33,64,52,72,52,14,6,0,308,27,18,64,51,67,42,14,5,0,281
UCL112013,3,0,12,8,12,12,3,4,0,54,0,0,0,0,0,0,0,0,0,5,3,0,4,8,9,12,4,0,0,42,0,0,4,4,5,9,0,0,0,19,3,6,27,23,14,12,8,0,0,94,0,3,0,4,4,9,0,0,0,23,3,6,8,9,5,3,7,0,0,40,8,0,0,5,6,0,0,0,0,16,0,0,4,12,13,10,0,0,0,44,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,5,3,9,0,0,0,18,0,0,0,4,0,4,0,0,0,9,0,0,16,7,9,14,3,0,0,43,0,3,5,8,9,6,0,0,0,34,0,3,5,0,7,3,0,0,0,20,0,0,0,0,0,0,0,0,0,6,3,0,6,8,0,0,0,0,0,16,0,9,5,10,3,5,0,0,0,32
UCL112014,3,5,10,4,8,9,3,0,0,42,0,8,34,50,39,22,0,0,0,158,3,46,78,92,100,80,21,4,0,419,0,9,18,24,34,22,0,0,0,106,69,124,240,192,157,155,40,0,0,973,0,15,23,31,35,32,0,0,0,139,51,51,82,54,32,35,18,0,0,328,83,34,50,31,25,15,6,0,0,238,3,18,52,59,86,81,24,4,0,316,0,4,13,12,9,7,5,0,0,49,0,3,19,16,18,16,0,0,0,75,0,3,6,11,11,13,4,5,0,50,4,25,47,44,36,35,19,6,0,216,4,16,30,32,29,22,9,0,0,151,0,9,46,53,48,45,3,0,0,199,3,18,36,44,53,54,17,5,0,239,3,34,80,68,62,82,29,4,0,358,13,4,10,4,5,10,0,0,0,43,10,19,55,51,65,29,11,4,0,240,10,19,51,62,50,27,12,0,0,222
UCL112015,6,11,24,19,15,7,7,0,0,90,0,3,11,19,8,12,0,0,0,55,12,35,148,119,114,116,19,8,0,567,0,7,25,25,21,28,3,0,0,107,63,147,297,212,177,114,27,0,0,1033,7,6,28,25,38,28,8,0,0,148,76,106,168,113,84,82,14,4,0,653,192,85,114,80,56,34,4,0,0,573,0,9,79,59,90,87,38,4,0,371,0,5,10,14,8,3,0,0,0,44,0,4,8,16,27,11,0,0,0,63,0,0,14,14,6,13,4,0,0,47,3,18,60,53,49,35,20,0,0,244,0,20,52,50,52,56,11,0,0,252,6,65,292,223,195,148,25,0,0,959,0,14,52,40,28,43,11,0,0,189,4,36,153,129,125,109,27,5,0,587,6,3,12,5,11,9,0,3,0,52,14,22,74,49,61,44,5,3,0,271,18,26,75,68,65,59,5,5,3,313
UCL112016,5,13,47,44,44,37,22,15,0,227,9,84,319,285,209,106,15,0,0,1026,29,46,154,155,124,108,14,8,0,632,0,6,22,29,28,31,3,0,0,127,106,187,353,273,209,173,42,0,0,1359,9,23,71,59,52,51,6,0,0,271,140,102,178,121,112,82,29,5,0,781,171,95,152,89,53,48,16,4,0,628,15,23,79,96,93,102,53,6,0,466,0,4,15,16,10,10,3,0,0,61,0,8,23,31,28,23,15,3,0,131,0,9,20,22,19,19,13,0,0,99,9,21,102,80,80,63,41,4,0,400,9,28,42,38,46,48,16,0,0,233,9,28,137,148,198,140,25,3,0,676,10,31,100,114,105,84,36,3,0,487,8,44,281,276,206,146,59,3,0,1030,15,4,7,9,14,10,6,0,0,60,29,48,109,75,71,55,21,5,0,421,27,40,100,72,90,55,18,4,4,407
UCL112017,3,4,15,11,23,9,18,3,3,85,0,4,6,18,18,12,0,0,0,59,15,45,87,100,93,86,29,6,0,445,3,8,62,120,132,101,12,0,0,437,100,186,327,314,339,259,75,8,0,1605,4,17,32,51,69,39,11,3,0,224,203,127,175,161,160,130,47,19,0,1024,259,131,159,147,101,83,41,4,0,935,3,20,53,70,112,137,53,8,0,461,9,6,15,26,22,22,3,0,0,99,0,10,20,58,53,35,16,4,0,201,0,5,12,22,28,32,20,0,0,127,4,18,56,93,105,90,49,13,0,435,16,17,50,62,89,76,33,3,0,345,5,23,94,145,168,131,32,0,0,599,12,32,106,153,160,133,42,5,0,632,17,71,246,272,259,272,79,3,0,1224,30,16,11,22,29,25,10,3,0,144,22,43,64,71,94,69,21,4,0,383,21,42,71,64,75,62,15,4,0,361
UCL112018,13,23,60,28,33,30,18,12,0,215,0,7,34,32,22,7,0,0,0,103,41,123,383,306,195,124,33,0,0,1209,0,11,21,17,25,34,7,0,0,104,81,136,274,190,162,147,32,6,0,1034,6,20,52,49,56,46,6,0,0,237,120,101,164,132,92,89,27,5,0,733,186,66,119,63,45,29,22,4,0,528,15,30,114,106,116,133,53,10,0,576,4,10,23,11,14,13,8,0,0,80,0,9,13,20,19,11,10,0,0,86,3,9,14,14,8,15,12,4,0,84,7,23,61,41,52,48,31,3,0,262,7,17,61,52,49,52,14,0,0,256,8,21,95,99,123,109,16,3,0,470,3,26,76,79,78,62,23,4,0,356,7,32,211,139,134,137,40,0,0,699,13,8,21,8,9,11,5,4,0,76,28,34,86,68,44,59,25,4,0,349,26,45,102,66,50,41,18,12,9,368
UCL112019,22,24,83,59,57,62,38,18,0,371,4,3,15,14,12,7,6,0,0,57,49,103,275,321,196,137,51,3,0,1131,4,9,66,66,63,56,10,0,0,272,171,271,499,321,237,216,67,0,0,1775,28,33,83,76,100,89,21,0,0,434,209,173,232,164,149,121,50,12,0,1110,224,143,201,93,48,52,18,3,0,777,10,45,97,126,165,181,68,9,0,703,9,15,32,24,21,15,5,0,0,126,0,16,28,36,55,37,9,3,0,184,0,7,24,24,24,21,18,0,0,118,12,29,126,108,98,67,31,3,0,466,13,30,66,65,76,71,19,3,0,345,11,63,257,218,247,217,49,5,0,1065,11,37,126,139,207,148,44,6,0,723,21,70,271,244,202,177,53,5,0,1035,19,11,21,18,15,14,6,0,0,104,32,70,133,122,104,96,38,5,3,597,39,66,144,122,107,97,19,0,0,602
UCL113001,5,5,14,20,21,17,15,3,0,98,0,0,3,10,3,8,0,0,0,25,5,12,36,41,33,43,12,0,0,186,0,0,11,11,12,13,0,0,0,39,50,65,160,141,117,113,39,6,0,691,4,9,3,21,22,14,4,0,0,78,53,37,67,52,54,38,25,0,0,333,81,37,44,65,57,46,22,4,0,353,3,0,17,25,38,49,30,3,0,172,0,4,5,5,11,7,0,0,0,33,0,6,11,16,11,12,9,0,0,65,0,6,6,12,7,10,4,4,0,52,0,9,24,48,39,32,24,4,0,183,5,10,18,31,35,39,9,0,0,138,0,9,39,43,52,69,16,4,0,227,9,8,30,50,55,45,28,0,0,220,4,18,58,71,77,109,28,0,0,367,5,5,15,7,4,9,0,0,0,48,7,12,24,33,31,24,7,3,0,145,7,17,27,34,40,21,11,5,6,157
UCL113002,0,0,10,5,8,4,11,0,0,38,0,0,3,0,3,0,5,0,0,12,3,6,19,13,23,19,3,0,0,97,0,3,5,10,9,11,0,0,0,41,22,39,112,112,109,64,25,0,0,478,0,3,4,13,9,13,0,0,0,47,49,33,40,36,50,57,19,5,0,288,48,19,40,37,25,36,16,5,0,227,0,6,13,16,32,24,16,0,0,112,0,5,3,4,4,7,0,0,0,25,0,0,0,0,0,6,0,0,0,16,3,0,0,0,3,11,7,0,0,33,0,0,9,6,20,15,21,0,0,81,3,10,14,18,26,23,4,0,0,99,0,12,30,28,39,39,20,0,0,164,0,3,8,7,13,17,14,4,0,70,0,8,26,32,39,38,12,0,0,167,0,0,8,0,7,0,0,0,0,18,8,11,14,15,22,11,7,0,0,97,4,4,26,17,25,24,11,6,0,120
UCL113003,3,0,11,6,5,13,3,0,0,39,13,50,175,162,164,119,16,0,0,712,17,24,21,14,15,22,3,0,0,121,0,0,19,22,30,31,8,0,0,112,26,53,96,69,63,76,19,0,0,407,9,12,14,25,20,24,8,0,0,115,56,35,63,54,46,41,27,0,0,321,61,36,44,31,19,37,6,0,0,238,5,19,44,48,47,65,24,0,0,238,0,4,8,4,8,6,3,3,0,29,0,0,4,3,3,3,0,0,0,16,0,0,6,4,3,5,5,0,0,23,4,5,10,16,6,11,12,6,0,61,0,3,24,18,14,21,11,0,0,84,0,10,67,37,64,71,10,0,0,263,0,7,42,16,32,36,6,0,0,135,3,33,91,67,75,67,25,0,0,366,3,0,5,0,7,3,5,0,0,29,10,15,18,30,27,38,14,0,0,143,12,14,19,21,30,39,13,3,0,149
UCL113004,0,3,16,9,9,5,4,0,0,48,0,0,4,4,0,4,0,0,0,9,7,5,38,16,26,15,3,6,0,120,0,0,4,3,9,5,0,0,0,13,10,26,138,75,69,46,20,0,0,386,0,0,6,19,5,11,6,0,0,55,29,13,31,34,18,28,9,4,0,166,38,50,240,114,46,40,13,4,0,545,0,0,12,19,13,31,4,0,0,72,0,0,6,12,7,7,4,0,0,40,0,0,5,15,21,10,7,0,0,69,0,4,13,14,14,13,9,0,0,63,3,9,38,67,75,36,29,0,0,253,4,5,34,26,15,25,4,0,0,113,0,3,6,11,14,11,6,0,0,56,0,4,21,26,29,19,15,4,0,124,0,4,46,37,48,41,14,0,0,192,6,0,14,12,23,13,0,0,0,70,3,0,13,16,17,10,5,4,0,65,3,11,56,52,30,19,11,0,0,186
UCL113005,5,8,20,21,13,20,3,5,0,94,0,0,11,5,0,0,0,0,0,20,16,37,46,39,59,49,7,3,0,251,0,0,8,15,17,8,4,0,0,55,28,62,120,75,71,52,21,4,0,430,0,6,17,17,7,9,4,0,0,61,68,42,60,71,43,40,13,5,0,325,91,33,39,24,28,34,6,0,0,251,9,18,28,33,46,68,21,0,0,216,4,0,7,6,3,4,0,0,0,15,0,3,3,4,5,9,0,0,0,31,0,5,3,4,6,11,0,0,0,32,0,7,23,20,15,15,8,0,0,92,3,14,17,20,23,21,8,0,0,105,3,21,89,92,116,72,10,0,0,406,3,15,25,38,35,34,5,0,0,140,5,15,73,79,66,64,9,0,0,311,0,0,8,8,11,8,3,4,0,51,10,19,38,21,28,28,3,0,0,146,12,25,41,30,29,19,9,0,0,173
UCL113006,0,4,13,5,9,5,3,0,0,46,0,0,0,0,0,0,0,0,0,7,10,27,45,33,22,28,3,0,0,166,0,5,5,0,6,9,0,0,0,21,12,24,44,25,23,41,9,0,0,176,3,0,3,7,12,5,5,0,5,34,42,23,43,39,37,17,14,0,0,219,43,19,21,14,10,5,3,0,0,106,0,8,20,18,17,32,12,0,0,103,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,5,3,0,0,8,0,3,3,4,11,4,0,0,0,33,0,0,25,12,13,16,5,0,0,62,0,3,31,25,28,30,4,0,0,125,0,7,16,12,9,22,8,0,0,72,0,11,31,33,48,37,6,3,0,174,0,0,3,0,4,0,0,0,0,11,4,9,14,13,12,12,4,0,0,68,3,8,25,16,18,14,9,0,0,90
UCL113007,0,0,7,0,4,4,5,0,0,34,0,0,22,38,24,20,0,0,0,105,8,9,40,49,48,63,14,0,0,233,0,0,5,12,10,15,4,0,0,59,62,81,125,134,148,110,21,6,0,684,4,3,19,14,14,23,8,0,0,80,40,16,23,30,23,23,13,0,0,170,55,31,29,20,23,17,5,4,0,195,3,0,14,32,50,38,13,0,0,159,0,4,20,17,12,12,0,0,0,69,3,0,11,20,15,14,14,0,0,73,0,0,4,5,18,10,4,0,0,50,0,8,37,56,54,44,15,0,0,218,0,3,14,10,17,16,0,0,0,71,7,18,60,93,97,72,15,0,0,352,4,5,38,57,35,65,26,3,0,225,4,9,46,54,54,51,22,6,0,253,5,4,4,11,5,3,0,3,0,40,4,7,10,17,12,19,0,0,0,76,4,5,23,28,28,23,3,5,0,106
UCL113008,0,0,3,0,0,0,4,0,0,17,4,16,64,70,73,68,11,0,0,308,9,18,48,18,55,30,3,0,0,175,0,15,17,18,26,36,0,0,0,110,12,26,47,41,45,38,14,0,0,236,3,0,24,14,15,11,0,0,0,63,20,26,45,38,19,24,3,0,0,179,51,19,35,14,19,18,7,0,0,171,5,13,14,28,34,37,12,3,0,142,0,0,4,6,3,5,0,0,0,13,0,0,7,5,4,5,0,0,0,21,0,0,0,0,11,5,3,4,0,26,6,5,9,10,11,12,0,0,0,55,3,6,12,11,3,4,4,0,0,46,9,15,53,44,46,48,10,0,0,222,4,6,8,3,12,12,8,0,0,57,0,13,20,19,22,30,12,4,0,115,3,5,6,10,0,8,0,0,0,32,10,14,18,17,20,9,0,0,0,91,6,10,19,21,33,13,4,0,0,112
