UCL_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
UCL422005,50,0,0,3,3,57,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,0,11,0,0,0,0,0,0,21,0,0,4,0,25,3,0,0,0,0,3,14,0,0,0,0,13,110,0,0,9,5,123
UCL422006,89,0,0,0,0,92,62,0,0,0,0,65,18,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,31,11,0,0,0,41,0,0,0,0,0,0,3,0,0,0,3,11,189,11,0,0,6,203
UCL422007,48,0,0,3,0,55,38,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,9,0,0,0,0,9,0,0,0,0,0,0,18,0,0,0,0,28,7,0,0,0,0,11,22,0,0,0,0,23,134,0,0,9,5,149
UCL422008,56,5,0,0,0,57,64,12,0,0,0,73,15,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,4,7,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,0,0,36,4,0,0,0,0,4,8,6,0,0,0,14,154,32,0,0,0,183
UCL422009,62,0,0,0,0,62,23,0,0,0,0,23,0,0,0,0,0,0,6,0,4,0,0,12,4,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9,0,0,25,5,0,0,0,0,5,0,0,0,0,0,3,111,0,12,0,0,122
UCL422010,66,0,0,0,0,66,61,0,0,0,0,61,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,10,148,0,0,0,0,148
UCL422011,67,0,0,0,0,66,32,0,0,0,0,32,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,18,0,0,0,0,0,0,7,0,0,0,0,7,115,0,3,5,0,122
UCL422012,47,0,0,0,0,47,103,0,0,0,5,108,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,13,0,0,0,0,13,203,0,0,0,5,202
UCL422013,32,0,0,0,0,32,70,0,0,0,0,70,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,108,0,0,0,0,112
UCL422014,31,0,0,0,0,31,42,0,0,0,0,42,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,81
UCL422015,114,0,0,0,0,116,59,0,0,0,0,59,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,0,0,0,3,0,6,0,0,0,0,0,0,15,0,5,8,0,21,0,0,0,0,0,0,19,0,0,0,0,23,210,0,5,3,0,218
UCL422016,26,0,0,10,0,40,21,0,0,0,0,21,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,4,0,0,0,0,6,3,0,0,3,0,5,74,4,0,16,0,91
UCL422017,47,0,0,4,0,56,20,0,0,0,0,26,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,3,0,4,0,0,0,0,0,0,16,0,0,3,0,22,0,0,0,0,0,7,4,0,0,0,0,4,98,0,0,7,0,112
UCL422018,47,0,0,0,0,45,24,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,12,5,0,0,0,21,0,0,0,0,0,5,4,0,0,0,0,4,86,10,0,0,0,97
UCL422019,140,0,0,8,0,149,46,4,0,5,0,56,8,0,4,0,0,8,0,3,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,25,3,0,0,3,0,9,0,0,0,0,0,0,36,5,4,3,0,45,3,0,0,0,0,3,16,0,0,6,0,22,237,8,4,25,0,274
UCL422020,64,0,0,10,3,80,41,0,0,7,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,3,3,9,0,0,0,0,0,0,27,0,0,3,3,31,3,0,0,0,0,3,12,0,0,13,0,22,140,0,0,38,4,179
UCL422021,37,0,0,24,0,66,23,0,0,0,0,25,0,0,0,0,0,0,5,0,0,0,0,5,0,4,0,0,0,3,18,0,0,0,0,22,10,0,0,16,0,25,0,0,0,0,0,0,31,6,0,16,0,53,3,0,0,0,0,3,7,0,0,5,5,17,105,6,0,50,9,161
UCL422022,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,23,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,57,0,0,0,0,56,11,4,0,0,0,17,4,0,0,0,0,4,69,3,0,0,4,75
UCL422023,46,0,0,0,0,48,43,0,0,0,0,43,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,13,0,6,0,0,21,117,0,6,0,0,125
UCL422024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45,13,6,0,0,0,13,6,0,0,0,0,5,63,5,0,0,0,64
UCL422025,68,0,0,0,0,72,44,0,0,0,0,44,11,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,31,0,0,8,0,31,5,0,0,0,0,4,9,0,0,5,0,14,153,0,0,10,0,166
UCL422026,45,0,0,0,0,45,91,0,0,0,0,91,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,153,0,0,0,0,153
UCL422027,6,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,21,0,0,0,0,0,0,4,0,0,0,0,3,8,0,0,0,0,13,0,0,0,0,0,0,30,0,0,0,4,33,0,0,0,0,0,0,10,0,0,0,0,10,42,0,0,9,4,58
UCL422028,43,0,0,5,0,52,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,16,4,3,0,0,0,5,12,0,0,7,0,21,106,3,0,12,0,124
UCL422029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,14,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,50,3,0,0,0,56,9,6,0,0,0,13,0,0,0,0,0,0,59,8,0,0,0,67
UCL422030,69,0,0,3,0,76,45,0,0,0,0,45,9,0,0,0,0,9,3,0,4,0,0,8,0,0,0,0,0,0,15,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,29,0,4,0,0,34,5,0,0,0,0,5,10,0,0,0,0,12,153,5,10,3,0,169
UCL422031,58,0,0,0,0,58,61,0,0,0,0,61,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,6,0,0,0,0,6,13,0,0,0,0,13,144,0,0,0,0,144
UCL422032,43,0,0,0,0,43,58,0,0,0,0,58,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,112,0,0,0,0,116
UCL422033,31,0,0,5,0,41,38,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,0,0,0,15,0,10,0,0,0,0,0,0,6,0,0,12,5,19,0,0,0,0,0,3,15,0,0,16,0,35,91,0,0,42,8,143
UCL422034,69,0,0,0,0,69,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,9,140,0,0,0,0,140
UCL422035,36,0,0,0,0,36,93,0,0,0,0,93,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,15,0,0,0,0,15,161,0,0,0,0,160
UCL422036,78,0,0,0,0,78,74,0,0,0,0,74,15,0,0,0,0,15,6,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39,0,0,0,0,0,0,9,0,0,0,0,9,200,0,0,0,0,200
UCL422037,52,0,0,0,0,52,52,0,0,0,0,52,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,117,0,0,0,0,117
UCL422038,40,0,0,0,0,40,48,0,0,0,0,52,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,22,0,0,0,0,0,0,6,0,0,0,0,7,112,0,0,0,0,119
UCL422039,57,0,0,5,0,55,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,8,0,0,0,0,8,13,0,0,0,0,13,121,0,0,5,0,125
UCL422040,55,0,0,0,0,59,28,0,0,0,0,28,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,29,0,0,0,0,29,6,0,0,0,0,9,0,0,0,0,0,0,46,0,0,0,0,44,3,0,0,0,0,9,9,0,0,0,0,9,141,0,0,7,0,144
UCL422041,89,0,0,0,0,89,40,0,0,0,0,40,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,5,0,5,0,0,0,0,0,0,20,0,0,5,0,25,0,0,0,0,0,0,9,0,0,21,0,20,156,0,0,21,0,178
UCL422042,76,0,0,4,4,86,42,0,0,0,0,42,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,3,0,4,0,0,0,0,0,0,20,0,0,3,0,23,4,0,0,0,0,3,9,0,0,16,0,19,149,0,0,28,4,181
UCL422043,42,0,0,0,0,43,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,18,3,0,0,0,21,6,0,0,0,0,6,6,0,0,0,0,6,80,3,0,7,0,89
UCL422044,91,0,0,0,0,91,33,0,0,0,0,33,4,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,25,0,0,0,0,0,0,11,0,0,0,0,13,159,0,0,3,3,168
UCL422045,148,3,0,6,0,162,46,0,0,0,0,47,19,0,0,0,0,18,0,0,4,0,0,4,0,0,0,0,0,0,21,0,5,6,0,27,3,0,4,6,0,13,0,0,0,0,0,0,44,0,9,8,0,62,6,0,0,0,0,3,4,0,0,15,0,25,251,8,18,29,0,301
UCL422046,80,3,0,4,0,79,60,0,0,0,0,60,16,0,0,0,0,16,0,0,0,0,0,0,7,7,0,0,0,8,8,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,37,4,0,0,0,41,0,0,0,0,0,0,5,0,0,6,0,14,184,7,0,8,0,200
UCL422047,36,0,0,3,0,37,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,3,0,4,0,0,0,0,0,0,5,0,0,3,0,11,0,0,0,0,0,0,7,0,0,0,9,16,77,0,0,8,7,92
UCL422048,78,0,0,3,0,77,49,0,0,0,0,57,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,20,6,0,0,0,0,8,0,0,0,0,0,0,32,4,0,0,0,35,5,0,0,0,0,5,14,0,0,0,0,14,172,6,0,3,0,181
UCL422049,69,0,0,0,0,63,39,0,0,0,0,39,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,4,9,0,0,0,0,9,122,0,0,4,0,120
UCL422050,38,0,0,0,0,38,32,0,0,0,0,32,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,17,4,0,0,0,0,4,5,0,0,0,0,5,89,0,0,0,0,86
UCL422051,56,0,0,0,0,54,84,0,0,0,0,84,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,4,0,0,0,0,4,12,0,0,0,0,12,181,0,0,0,0,185
UCL422052,134,0,0,9,0,139,53,0,0,0,0,58,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,34,6,0,0,0,0,6,10,0,0,3,0,7,235,0,0,11,0,252
UCL422053,57,0,0,0,4,60,20,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,17,0,0,0,0,0,0,66,0,6,3,0,74,156,0,6,13,4,173
UCL422054,46,0,0,0,0,46,34,0,0,0,0,38,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,12,0,0,0,0,12,111,0,0,0,0,109
UCL422055,66,0,0,0,5,70,60,0,0,0,0,64,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,17,7,0,0,0,23,0,0,0,0,0,0,8,0,0,0,0,8,157,7,0,0,5,164
UCL422056,50,0,0,0,0,57,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,14,0,0,0,0,13,0,0,0,0,0,0,33,0,0,0,0,33,3,0,0,0,0,3,9,0,0,0,0,10,119,4,0,0,0,125
UCL422057,43,0,0,0,0,43,72,0,0,0,0,75,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,16,0,0,0,0,0,0,17,0,0,0,0,15,147,3,0,0,0,150
UCL422058,40,0,0,0,0,40,27,0,0,0,0,29,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,4,94,0,0,0,0,100
UCL422059,88,0,0,5,3,97,52,0,0,0,0,51,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,4,0,3,0,0,0,0,0,0,27,0,0,4,0,28,4,0,0,0,0,4,23,0,0,13,0,36,188,0,0,19,3,214
UCL422060,57,0,0,3,0,66,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,3,0,0,0,0,3,5,0,0,0,0,5,115,0,0,3,0,114
UCL422061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,41,7,6,0,0,45,0,0,0,0,0,0,41,6,7,0,0,56,33,0,7,0,0,41,13,0,4,0,0,20,94,9,22,0,0,120
UCL422062,27,0,0,0,0,27,32,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,63,0,0,0,0,71
UCL422063,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,44,0,0,0,0,49,12,0,0,0,0,11,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,61,0,3,0,0,62,0,0,0,0,0,6,0,0,0,0,0,0,68,0,3,0,0,77
UCL431001,23895,160,29,700,252,25033,18167,91,8,93,58,18423,1476,18,28,5,12,1534,253,10,0,5,9,276,172,4,0,6,6,189,3198,46,19,43,53,3362,1053,14,7,194,118,1389,60,0,0,4,0,67,6213,98,52,253,196,6822,2447,26,11,68,91,2634,3620,54,16,283,74,4048,54341,424,123,1395,665,56953
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL501001,180964,24321,8558,1514,164,215520,276766,28235,10926,109,159,316201,69612,28449,26676,105,145,124981,7088,8757,2836,7,26,18710,1194,1996,1010,6,21,4229,33778,10567,6452,121,88,51005,3957,1318,824,458,74,6632,601,379,180,6,5,1168,116224,51468,37979,698,347,206721,6109,5095,2170,74,44,13494,19759,6508,4671,1704,298,32943,599829,115629,64306,4103,1012,784879
UCL511001,7223,653,91,164,6,8136,10958,403,54,10,15,11442,3073,803,269,9,5,4166,373,498,39,0,4,912,54,165,75,0,0,299,1670,305,63,3,4,2045,165,64,9,97,4,332,33,15,3,0,0,49,5361,1856,453,112,15,7799,291,249,27,19,6,590,923,312,78,181,12,1509,24764,3480,700,483,60,29481
UCL512001,4089,159,12,99,8,4373,3817,69,3,3,11,3908,1244,204,12,0,0,1459,424,168,7,0,3,598,96,158,10,0,0,270,843,86,3,5,0,938,116,40,9,36,8,210,14,16,0,0,0,25,2733,663,44,45,10,3495,190,93,8,8,4,297,461,96,0,46,4,611,11292,1085,69,203,31,12681
UCL512002,3344,267,22,107,3,3744,3518,123,11,10,0,3655,1154,195,4,0,4,1355,252,206,0,0,0,461,21,66,0,0,0,88,629,60,4,3,6,708,79,17,3,55,5,156,10,0,0,0,0,10,2140,544,13,60,17,2772,121,156,7,16,0,297,354,112,0,81,7,561,9473,1207,51,271,29,11031
UCL512003,3383,305,21,127,6,3846,3922,182,20,9,9,4143,1263,463,103,4,7,1845,274,186,41,0,0,507,60,44,0,0,0,106,945,164,29,0,8,1142,155,58,5,27,4,242,17,13,0,0,0,28,2714,925,186,35,18,3875,157,102,11,7,0,276,791,227,52,70,14,1144,10967,1741,286,247,44,13285
UCL512004,1672,118,10,94,0,1900,3898,242,10,14,0,4162,1238,654,78,5,0,1971,282,235,12,0,5,537,9,61,0,0,0,68,587,119,10,10,5,728,254,121,11,132,11,522,8,16,0,3,0,27,2379,1204,105,147,17,3855,126,41,4,18,0,193,693,229,10,412,10,1347,8768,1837,141,686,30,11451
UCL513001,597,52,7,931,22,1614,1219,71,14,47,0,1350,535,217,62,17,11,833,485,226,6,7,3,725,40,30,0,0,0,81,300,49,20,32,20,413,284,51,6,278,33,653,12,3,0,4,0,25,1656,575,98,338,65,2734,88,15,0,52,15,173,534,153,21,76,24,810,4095,877,147,1430,137,6679
UCL513002,1158,90,19,57,4,1334,1140,36,0,4,0,1180,325,111,22,0,0,457,117,68,5,0,0,191,7,17,26,0,0,52,399,65,11,7,6,490,74,12,0,26,5,117,10,7,0,0,0,17,940,270,66,30,8,1323,58,10,3,0,6,84,294,68,26,44,3,433,3590,473,115,141,28,4350
UCL513003,276,33,6,105,7,431,1159,126,9,8,5,1309,745,223,171,0,9,1142,314,81,37,0,0,427,16,5,0,0,0,23,117,49,18,3,0,193,1138,127,77,95,19,1456,4,4,0,0,0,5,2334,487,308,99,29,3258,278,34,51,9,14,383,598,216,67,103,12,998,4647,889,441,318,69,6372
UCL513004,259,57,25,128,22,496,726,81,12,15,0,833,573,273,222,8,3,1079,423,114,28,0,5,569,66,10,7,0,4,83,113,33,23,6,0,178,990,290,193,91,14,1574,12,8,0,0,0,15,2183,728,467,108,32,3508,244,62,39,23,8,372,448,193,153,208,18,1026,3854,1121,695,482,78,6239
UCL513005,700,24,3,0,0,722,2089,25,0,0,0,2113,574,10,0,0,0,582,8,0,0,0,0,8,5,0,0,0,0,5,194,10,0,0,0,204,22,0,0,0,0,21,0,0,0,0,0,0,807,18,0,0,0,826,30,25,0,0,0,58,157,8,0,0,3,169,3777,100,7,0,4,3889
UCL514001,1079,25,24,14,0,1135,971,15,3,0,0,992,197,14,37,0,0,254,70,37,25,0,0,131,8,0,0,0,0,12,176,18,4,0,0,198,28,0,3,3,3,33,4,0,4,0,0,3,478,70,75,7,3,635,32,0,0,0,0,32,207,17,8,7,3,242,2764,124,116,23,6,3032
UCL514002,813,73,3,0,0,896,956,97,4,0,4,1058,268,41,3,0,3,311,16,13,0,0,0,23,0,0,0,0,0,4,172,23,3,0,0,198,18,0,0,0,4,26,0,0,0,0,0,4,474,80,3,0,5,570,28,5,9,0,0,44,135,17,0,3,6,157,2405,273,25,4,12,2721
UCL514003,649,35,0,10,0,700,1060,45,0,0,4,1110,295,44,0,0,5,342,50,23,0,0,0,73,5,4,0,0,0,7,265,34,0,0,5,307,21,0,0,31,0,60,3,0,0,0,0,3,632,103,5,33,7,792,27,16,0,0,6,47,144,12,0,39,6,206,2516,229,3,87,24,2854
UCL514004,841,13,0,26,0,877,785,6,0,0,6,791,253,35,5,0,0,304,133,64,0,0,0,201,10,10,0,0,0,13,181,8,5,0,0,197,46,8,0,8,0,64,0,0,0,0,0,0,633,125,10,8,0,779,25,0,0,4,0,31,223,35,0,8,4,266,2502,171,10,43,9,2740
UCL515001,298,17,0,10,0,320,93,7,0,0,0,94,55,5,0,0,0,66,3,10,4,0,0,19,0,0,0,0,0,0,33,3,0,3,0,39,4,0,0,7,0,8,0,0,0,0,0,0,94,21,11,8,0,134,14,17,0,4,0,31,34,4,0,5,0,43,531,59,6,20,3,623
UCL515002,174,0,0,0,0,178,193,0,0,0,0,198,73,4,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,5,0,0,7,0,12,0,0,0,0,0,0,117,4,0,7,0,118,9,0,0,0,0,9,23,0,0,6,0,29,511,4,0,15,0,527
UCL515003,381,5,0,0,0,391,310,4,0,0,0,315,88,3,3,0,0,97,28,10,0,0,0,31,5,6,0,0,0,15,54,0,5,0,0,60,6,0,0,0,0,10,0,0,0,0,0,0,178,20,7,0,0,208,13,21,0,0,4,42,60,6,0,0,0,60,940,58,7,0,0,1009
UCL515004,134,0,0,0,0,134,405,0,0,0,0,410,85,0,0,0,0,85,4,0,0,0,0,3,4,0,0,0,0,6,65,0,0,0,0,65,0,0,0,0,0,0,5,0,0,0,0,5,161,0,0,0,0,165,6,0,0,0,0,6,44,0,0,0,0,44,748,6,0,0,0,752
UCL515005,259,10,0,4,0,273,434,5,0,0,0,436,73,5,0,0,0,78,15,23,0,0,0,34,0,4,0,0,0,4,50,4,0,0,0,52,3,0,0,0,0,3,0,0,0,0,0,0,144,36,0,0,0,177,6,4,0,0,0,9,39,3,0,0,0,48,883,55,0,4,0,942
UCL515006,342,30,0,377,19,764,305,6,0,11,0,327,73,31,5,0,0,114,125,59,6,0,4,193,36,15,25,0,0,74,103,39,0,6,4,162,89,25,5,72,10,196,0,0,4,0,0,5,434,168,45,79,21,741,36,7,0,18,4,63,179,70,5,16,19,284,1301,285,45,499,57,2184
UCL515007,159,4,0,0,0,161,378,0,0,0,0,381,49,0,0,0,0,51,0,3,0,0,0,3,0,6,0,0,0,6,45,0,0,0,0,47,5,0,0,0,0,5,0,0,0,0,0,0,98,15,0,0,0,111,3,0,0,0,0,3,63,0,0,3,0,67,695,22,0,3,0,718
