UCL_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
UCL431001,46,1400,754,205,1841,0.8,1486,2.5
UCL479997,42,0,1828,0,0,0,0,0
UCL501001,37,1900,846,350,2262,0.8,1858,2.6
UCL511001,39,1625,767,320,2003,0.7,1598,2.5
UCL512001,43,1517,704,300,1715,0.7,1308,2.3
UCL512002,45,1733,695,360,1723,0.7,1340,2.4
UCL512003,40,1517,752,250,1954,0.7,1477,2.4
UCL512004,35,1600,1213,300,2825,0.8,2295,2.6
UCL513001,40,2167,1080,350,2623,0.9,2063,2.7
UCL513002,41,1530,788,270,1988,0.7,1449,2.3
UCL513003,34,1950,1597,325,3497,0.9,3111,2.8
UCL513004,35,1500,1599,250,3278,0.9,2723,2.7
UCL513005,35,1842,739,340,1987,0.7,1691,2.8
UCL514001,43,1213,572,250,1489,0.7,1141,2.3
UCL514002,41,1907,876,450,2082,0.7,1803,2.6
UCL514003,38,1647,834,390,1948,0.8,1625,2.6
UCL514004,42,1300,643,250,1574,0.7,1256,2.3
UCL515001,62,1538,546,280,1145,0.6,889,1.9
UCL515002,43,1817,807,320,2050,0.7,1759,2.4
UCL515003,52,1300,562,296,1397,0.7,1022,2.2
UCL515004,30,1733,854,340,1914,0.7,1698,2.8
UCL515005,41,1419,688,320,1698,0.7,1402,2.5
UCL515006,49,1300,689,230,1854,0.8,1268,2.3
UCL515007,37,1950,883,420,2144,0.8,1968,2.8
UCL515008,37,2383,1545,450,3941,0.9,3447,2.9
UCL515009,48,1400,573,300,1375,0.7,978,2.1
UCL515010,40,1700,823,186,1927,0.9,1670,2.5
UCL515011,44,1408,609,300,1520,0.7,1251,2.4
UCL515012,32,1733,987,330,2399,0.7,2152,2.8
UCL515013,45,2000,917,380,2252,0.9,1788,2.5
UCL515014,39,1625,783,100,1183,1,1549,2.6
UCL515015,44,1500,700,278,1756,0.8,1331,2.4
UCL515016,51,1670,656,320,1490,0.6,1210,2.2
UCL515017,59,1503,651,280,1415,0.7,1247,2.1
UCL515018,36,1000,1027,200,2570,0.8,2216,2.4
UCL515019,38,1040,696,200,1582,0.8,1316,2.5
UCL515020,37,1738,1051,255,2278,1,1752,2.6
UCL515021,47,1602,711,219,1945,0.8,1430,2.4
UCL515022,41,1149,670,250,1578,0.7,1197,2.2
UCL515023,40,1000,763,220,1839,0.7,1375,2.2
UCL515024,41,997,729,230,1741,0.7,1302,2.3
UCL515025,45,1083,578,230,1311,0.7,965,2.3
UCL515026,31,1961,856,365,2097,0.8,2013,2.9
UCL515027,41,1122,717,240,1700,0.7,1221,2.2
UCL515028,33,1083,1770,110,3359,0.9,2914,2.7
UCL515029,37,1563,2053,30,3558,0.8,3181,2.5
UCL515030,44,1600,544,300,1574,0.7,1189,2.5
UCL515031,54,1530,621,265,1539,0.7,1099,2.1
UCL515032,37,2200,813,350,2459,0.8,2314,3
UCL515033,34,1400,1795,50,3426,0.9,3128,2.9
UCL515034,39,1730,640,320,1681,0.7,1302,2.5
UCL515035,51,910,608,196,1566,0.6,1055,2
UCL515036,47,1500,579,270,1567,0.7,1186,2.3
UCL515037,33,867,1795,117,3705,0.9,3350,2.9
UCL515038,56,1348,562,260,1403,0.7,1036,2.1
UCL521001,43,1733,738,282,2259,0.7,1949,2.6
UCL521002,47,1733,613,283,1557,0.8,1399,2.6
UCL521003,60,956,487,200,1212,0.7,865,1.9
UCL521004,26,0,307,80,676,1.2,937,3.7
UCL521005,39,1500,770,280,2097,0.7,1586,2.5
UCL521006,46,1616,713,320,1886,0.8,1512,2.5
UCL521007,50,900,564,220,1276,0.7,917,2
UCL521008,50,1000,480,200,1388,0.7,1050,2.1
UCL521009,49,748,701,160,1525,0.7,1062,2.2
UCL521010,42,1300,543,236,1463,0.8,1205,2.4
UCL521011,34,1684,956,310,2439,0.8,2216,2.8
UCL521012,52,1700,729,280,2103,0.8,1364,2
UCL521013,40,1846,728,375,2086,0.8,1786,2.7
UCL521014,45,940,972,250,1850,0.7,1288,2.1
UCL521015,51,867,822,186,1805,0.7,1190,2
UCL521016,37,1213,794,205,1984,0.7,1554,2.3
UCL521017,37,1092,1016,238,2221,0.8,1886,2.6
UCL521018,39,1618,699,270,1974,0.7,1698,2.5
UCL521019,59,1444,699,270,1441,0.8,1184,1.9
UCL521020,50,1733,504,250,1552,0.7,1287,2.6
UCL521021,40,1699,752,300,1840,0.7,1610,2.6
UCL521022,44,1733,1058,420,2343,0.8,1992,2.6
UCL521023,38,680,716,200,2012,0.7,1468,2.6
UCL521024,35,1600,530,125,902,1.1,1273,2.9
UCL521025,43,1135,923,250,2317,0.7,1867,2.1
UCL521026,40,1950,887,313,2308,0.8,2040,2.7
UCL521027,37,900,1471,170,2356,0.7,1859,2.2
UCL521028,52,730,549,160,1514,0.7,871,2.1
UCL521029,47,1000,778,200,1697,0.7,1181,2.2
UCL521030,53,1729,738,253,1437,0.6,1092,1.9
UCL521031,41,683,1365,180,1642,0.9,1592,2.3
UCL521032,36,748,593,110,1286,0.9,1305,2.5
UCL521033,45,535,1037,175,1375,0.8,1409,2
UCL521034,46,2000,723,340,2011,0.7,1827,2.7
UCL521035,55,1159,612,260,1343,0.7,1075,2
UCL521036,52,600,581,150,1050,0.7,821,1.8
UCL521037,41,1196,490,270,1254,0.7,997,2.4
UCL521038,58,1100,476,200,1232,0.7,859,2.1
UCL521039,48,1517,722,350,1797,0.8,1375,2.5
UCL521040,49,1550,1080,250,3075,0.8,2010,2.5
UCL521041,32,0,2116,28,3042,1,2175,2.9
UCL521042,47,1200,717,280,1419,0.7,1083,2.1
UCL521043,48,1733,822,359,2218,0.6,1800,2.4
UCL521044,54,867,488,200,1093,0.7,835,2
UCL521045,58,758,536,130,1231,0.6,969,2
UCL521046,34,1500,384,180,1009,1,1145,2.9
UCL521047,50,758,861,154,1924,0.6,1399,1.9
UCL521048,53,1300,551,280,1183,0.7,893,2
UCL521049,28,0,451,63,1018,1.2,1619,3.5
UCL521050,41,867,712,180,1395,0.7,1139,2.1
UCL521051,43,1171,666,250,1633,0.8,1442,2.4
UCL521052,39,1387,658,181,1156,1,1161,2.7
UCL522001,30,0,319,60,746,1.5,1266,4.2
UCL522002,54,1250,552,270,1312,0.7,909,1.9
UCL522003,26,0,411,100,966,1.1,1208,3.3
UCL522004,23,0,256,60,694,1.1,711,3.8
UCL522005,30,0,389,120,1111,1.2,1113,3.1
UCL522006,44,2514,817,300,2302,0.8,2177,3
UCL522007,59,1517,725,220,1424,0.6,1086,1.7
UCL522008,49,782,506,200,1328,0.6,942,2.1
UCL522009,39,1584,793,315,1812,0.8,1550,2.7
UCL522010,42,2167,892,270,2727,0.8,2277,3
UCL522011,45,809,754,150,1812,0.7,1191,1.9
UCL522012,56,1327,695,300,1401,0.6,1162,2
UCL522013,45,1734,610,350,1792,0.8,1761,2.7
UCL522014,36,1408,660,290,2041,0.8,2035,3
UCL522015,49,1625,890,372,2349,1.4,1710,2
UCL522016,45,723,519,168,1178,0.7,987,2.2
UCL522017,52,1280,535,300,1268,0.7,1125,2.3
UCL522018,62,725,618,120,1375,0.6,708,1.5
UCL522019,50,870,632,151,1312,0.6,1020,1.8
UCL522020,32,1300,409,125,916,1,1125,3.1
UCL522021,45,650,702,170,1281,0.6,1066,2.1
UCL522022,50,515,645,175,1517,0.6,1080,1.9
UCL522023,49,1541,602,290,1478,0.7,1233,2.2
UCL522024,64,2000,745,370,1531,0.6,1262,2
UCL522025,55,910,633,180,1607,0.7,900,2
UCL522026,66,1339,516,250,993,0.6,895,1.8
UCL522027,49,985,535,200,1446,0.7,1013,2
UCL522028,53,1200,544,265,1303,0.6,1041,2
UCL522029,37,1695,671,300,1708,0.8,1388,2.8
UCL522030,37,1004,1042,176,2031,0.8,1613,2.4
UCL522031,25,0,275,80,628,1.3,888,4.2
UCL522032,29,0,330,75,766,1.3,1114,4
UCL522033,57,1000,459,235,1125,0.7,783,1.9
UCL522034,32,0,247,50,665,1.7,1575,5
UCL522035,51,650,709,120,1625,0.7,977,2
UCL522036,54,542,667,130,1083,0.6,1093,2
UCL522037,43,550,776,175,2022,0.8,1268,2.2
UCL522038,37,1083,1026,180,2171,0.7,1666,2.3
UCL522039,44,426,910,150,1792,0.9,1537,2.3
UCL522040,61,1217,615,300,1474,0.6,1192,1.8
UCL522041,55,1310,565,210,1399,0.7,1062,2.1
UCL522042,34,520,1950,46,3023,0.8,2347,2.7
UCL522043,26,0,271,83,745,1.2,836,3.7
UCL522044,57,878,591,147,1281,1.1,1075,2
UCL522045,25,0,272,60,617,1.2,774,3.5
UCL522046,58,1083,645,200,1562,0.8,1291,2.2
UCL522047,48,500,641,190,1583,0.7,1294,2.1
UCL522048,50,704,654,158,1875,0.7,1172,2
UCL522049,52,625,488,150,1375,0.7,808,2
UCL522050,51,867,785,160,1625,0.7,1361,2.1
UCL522051,48,1625,592,250,1887,0.8,1852,2.6
UCL522052,40,0,491,40,780,1.1,1452,2.9
UCL522053,25,0,315,70,762,1.1,850,3.6
UCL522054,49,780,782,170,1937,0.7,1463,2.1
UCL522055,62,1875,950,400,3750,0.8,1812,2.3
UCL522056,42,830,1411,208,2023,0.8,1802,2.3
UCL522057,50,0,1017,676,2340,0.8,1694,1.9
UCL522058,42,647,478,172,1140,0.7,988,2.5
UCL522059,46,596,596,120,1395,0.7,1147,2.2
UCL522060,50,0,384,13,784,0.9,1347,2.4
UCL522061,59,953,505,228,979,0.6,748,1.8
UCL522062,27,0,257,60,655,1.1,725,3.6
UCL522063,32,0,319,70,619,1.3,1093,3.9
UCL522064,29,373,369,90,746,1.8,1365,4.2
UCL522065,48,910,659,139,1359,0.7,1125,2.1
UCL522066,37,1083,909,220,2073,0.7,1433,2.3
UCL522067,40,500,1910,140,900,1,1518,2.3
UCL522068,41,1539,666,365,1937,0.8,1625,2.6
UCL522069,53,542,478,150,850,0.6,780,1.7
UCL522070,42,1400,537,270,1267,0.8,993,2.4
UCL522071,23,0,282,75,601,1.4,959,4.3
UCL531001,44,1950,985,250,2042,0.8,1695,2.6
UCL579997,45,1733,2700,0,1375,0.7,1833,1.7
UCL603001,38,1517,780,350,1923,0.8,1532,2.4
UCL611001,39,1300,702,280,1704,0.8,1320,2.3
UCL612001,40,1083,635,240,1512,0.8,1151,2.2
UCL612002,42,1193,621,250,1468,0.8,1130,2.3
UCL613001,48,1200,592,250,1432,0.7,1067,2.2
UCL614001,41,1324,769,350,1763,0.8,1450,2.4
UCL614002,40,1170,588,290,1424,0.8,1116,2.4
UCL614003,50,1170,574,220,1434,0.7,974,2.1
UCL615001,45,891,491,225,1258,0.8,865,2.2
UCL615002,57,1037,467,260,1018,0.7,831,2
UCL615003,53,1300,693,270,1487,0.7,1150,2
UCL615004,44,1300,516,288,1232,0.8,944,2.3
UCL615005,50,1200,547,250,1432,0.7,967,2.2
UCL615006,53,1300,618,290,1481,0.7,1181,2.2
UCL615007,50,1160,587,298,1418,0.8,1169,2.3
UCL615008,44,908,482,220,1155,0.7,896,2.2
UCL615009,38,1345,758,270,1879,0.8,1451,2.5
UCL615010,39,1300,626,275,1486,0.8,1161,2.3
UCL615011,43,1300,618,250,1453,0.8,1140,2.3
UCL615012,40,1517,786,350,1970,0.8,1635,2.6
UCL615013,47,1248,643,270,1454,0.8,1144,2.2
UCL615014,35,1614,827,400,2031,0.9,1733,2.7
UCL615015,38,1404,777,370,1812,0.8,1509,2.4
UCL615016,47,1257,635,260,1625,0.7,1226,2.2
UCL615017,39,1318,748,275,1774,0.8,1432,2.4
UCL615018,54,1378,623,285,1445,0.7,1175,2.1
UCL615019,52,1073,567,300,1292,0.8,930,1.9
UCL615020,47,574,538,150,1378,0.7,875,2
UCL615021,47,979,521,210,1267,0.7,905,2.2
UCL615022,54,975,492,197,1273,0.7,896,2.1
UCL615023,42,1047,652,222,1492,0.8,1131,2.3
UCL615024,41,1603,772,343,2035,0.9,1656,2.7
UCL615025,40,1517,675,350,1604,0.8,1280,2.3
UCL615026,59,1000,493,230,1090,0.7,803,1.9
UCL615027,49,1200,539,250,1325,0.8,1008,2.2
UCL621001,33,1300,815,350,1769,0.9,1575,2.8
UCL621002,52,1300,663,250,1330,0.8,1125,2
UCL621003,32,1300,823,310,1932,0.8,1607,2.6
UCL621004,53,867,489,230,1050,0.7,786,2
UCL621005,43,1408,712,280,1908,0.8,1578,2.5
UCL621006,41,1600,1022,445,2562,0.9,2396,3
UCL621007,41,1679,1099,420,2545,0.8,2284,2.6
UCL621008,39,1092,673,250,1426,0.8,1125,2.3
UCL621009,49,1022,839,200,1696,0.7,1187,2
UCL621010,56,1213,497,293,1319,0.8,937,2
UCL621011,36,1517,788,375,1928,0.9,1562,2.7
UCL621012,45,1580,922,450,2369,0.8,1981,2.6
UCL621013,42,1040,520,258,1352,0.7,954,2.3
UCL621014,44,1217,708,235,1738,0.8,1380,2.3
UCL621015,49,1625,651,445,1928,0.7,1625,2.6
UCL621016,43,1771,1018,415,2512,0.8,2299,2.9
UCL621017,63,1452,557,230,1437,0.7,904,1.8
UCL621018,57,949,489,185,1228,0.7,869,2
UCL621019,61,1408,636,250,1375,0.7,1153,1.9
UCL621020,45,867,501,258,1267,0.9,1056,2.4
UCL621021,36,1493,741,350,1833,0.8,1596,2.7
UCL621022,52,1558,737,378,1702,0.7,1394,2.3
UCL621023,48,571,629,130,1292,0.7,1238,1.9
UCL621024,50,1200,506,283,1154,0.8,882,2
UCL621025,48,1517,801,320,1816,0.8,1346,2.3
UCL621026,53,1300,779,240,1833,0.8,1404,2.1
UCL621027,60,1083,484,260,993,0.7,846,2
UCL621028,41,1043,757,190,1887,0.7,1306,2
UCL621029,44,1500,797,300,2178,0.7,1823,2.5
UCL621030,63,1052,558,238,1307,0.7,913,1.9
UCL621031,48,949,491,240,1100,0.8,911,2.2
UCL621032,47,603,550,165,1191,0.7,995,2
UCL622001,60,1200,637,295,1233,0.7,1125,2
UCL622002,53,958,616,230,1485,0.7,1105,2.1
UCL622003,38,1300,636,250,1587,0.8,1319,2.6
UCL622004,42,1539,655,247,1531,0.8,1421,2.8
UCL622005,50,1452,765,325,2083,0.7,1593,2.4
UCL622006,47,1083,596,330,1516,0.9,1279,2.4
UCL622007,58,1478,577,270,1125,0.8,986,2
UCL622008,55,650,467,194,1218,0.7,783,2.1
UCL622009,45,1300,778,270,1924,0.7,1593,2.4
UCL622010,64,1300,486,325,1462,0.9,1213,2.4
UCL622011,46,1200,689,268,1625,0.8,1406,2.5
UCL622012,50,1114,632,205,1525,0.8,1312,2.2
UCL622013,51,1428,710,290,1885,0.7,1662,2.3
UCL622014,43,1300,691,250,1531,0.8,1187,2.5
UCL622015,52,1500,622,385,1645,0.8,1195,2.3
UCL622016,43,1036,638,230,1523,0.8,1125,2.3
UCL622017,51,1053,526,245,1156,0.8,880,2.3
UCL622018,56,975,509,200,1357,0.9,751,2
UCL622019,55,1430,730,435,1821,0.7,1281,2.1
UCL622020,36,1240,652,220,1792,0.8,1444,2.6
UCL622021,61,725,474,250,955,0.7,805,1.9
UCL622022,45,997,653,253,1531,0.7,1257,2.3
UCL622023,55,867,452,200,1052,0.8,754,2
UCL622024,55,1181,633,400,1541,0.7,1323,2.3
UCL622025,42,563,883,200,1708,0.8,1328,2
UCL622026,55,547,425,240,955,0.7,732,2.1
UCL622027,61,900,483,280,1047,0.7,787,1.7
UCL631001,46,1343,696,250,1736,0.8,1427,2.5
UCL679997,47,0,1643,0,0,0,0,0
UCL703001,35,2000,1097,390,2459,0.9,2153,2.6
UCL712001,35,1777,1095,370,2476,0.9,2069,2.6
UCL714001,35,1500,982,340,2175,0.9,1809,2.6
UCL715001,25,997,355,200,902,1.8,1900,5.6
UCL715002,27,0,276,70,752,1.7,1277,4.6
UCL715003,27,0,259,90,670,2,1480,5.2
UCL715004,28,0,232,45,690,2.1,1428,5.7
UCL715005,25,0,229,90,521,1.9,1269,5.5
UCL715006,34,1664,1494,120,3184,1,2739,2.8
UCL715007,34,1083,676,185,1424,1,1654,2.7
UCL715008,27,0,186,50,439,1.8,815,4.8
UCL715009,32,607,232,80,497,1.3,734,3.5
UCL721001,35,1083,1821,80,3718,1,3275,2.8
UCL721002,26,0,272,70,769,1.6,1044,4.4
UCL721003,34,1117,422,33,1017,1.4,1352,3.5
UCL721004,27,0,268,65,575,1.4,1050,4.1
UCL721005,30,0,370,90,1033,1.8,1775,4.9
UCL721006,27,0,291,90,768,1.3,1230,3.9
UCL721007,45,2383,1200,565,3068,0.8,3159,3
UCL721008,37,2600,843,350,2437,1,1843,2.9
UCL721009,45,50,1230,90,2329,1,2007,2.3
UCL721010,21,0,202,70,436,1.6,1073,4.9
UCL721011,22,0,240,70,728,2.3,1812,6.1
UCL721012,30,0,252,75,722,1.6,1287,4.5
UCL721013,29,0,222,42,493,1.6,1213,5
UCL721014,26,0,272,85,721,1.6,1199,4.4
UCL721015,26,0,257,64,661,2.1,1343,5.4
UCL721016,32,0,342,86,952,1.4,1710,4
UCL721017,29,693,289,89,725,1.4,1403,3.9
UCL721018,36,1062,1025,150,2308,1.2,1354,1.5
UCL722001,57,1177,682,180,1291,1.1,1089,2.2
UCL722002,23,303,393,68,949,1.5,1416,4.5
UCL722003,27,217,249,96,519,1.4,880,4.3
UCL722004,29,0,266,50,706,1.4,814,4
UCL722005,25,0,422,65,1031,1.9,2111,5.7
UCL722006,30,0,261,75,710,1.2,911,3.7
UCL722007,31,0,235,65,725,1.4,1399,4.7
UCL722008,29,2000,377,80,762,1.5,1625,4.4
UCL722009,26,0,294,100,706,1.5,1075,3.8
UCL722010,50,1300,679,180,1312,0.8,1034,2
UCL722011,24,0,264,100,658,1.9,966,5.2
UCL722012,28,0,312,115,758,1.6,1392,5
UCL722013,25,0,380,60,933,1.6,1687,4.7
UCL722014,29,0,370,150,762,1.2,1202,3.8
UCL722015,31,0,336,90,844,1.7,1424,4.3
UCL722016,44,2383,1278,400,2774,0.9,2284,2.5
UCL722017,23,0,259,50,816,2,1224,6.1
UCL722018,36,1300,280,65,556,1.3,1375,3.6
UCL722019,29,0,265,75,469,1.3,1174,4
UCL722020,59,1062,611,210,1531,1.5,1507,2.6
UCL722021,31,0,255,70,655,1.3,808,3.4
UCL722022,28,303,291,70,900,1.7,1375,4.4
UCL722023,29,0,405,90,939,1.3,1843,3.9
UCL722024,26,0,296,100,974,1.7,1775,4.2
UCL722025,22,0,211,50,466,2.1,840,5.9
UCL722026,28,0,250,79,492,1.3,924,4
UCL722027,28,0,240,83,519,1.5,1625,4.6
UCL722028,48,1083,610,138,1375,1,1187,2.5
UCL722029,33,0,256,80,487,1.2,638,3.1
UCL722030,25,0,326,95,774,1.7,1319,4.2
UCL722031,45,1300,852,90,1958,1.3,2021,3.3
UCL722032,26,0,275,93,706,1.5,1089,3.9
UCL722033,29,0,126,125,374,1.4,436,4
UCL722034,56,1597,758,250,1768,1,1357,2.1
UCL722035,30,0,252,100,671,1.5,1538,4.6
UCL722036,25,0,276,105,793,1.5,1397,4.5
UCL722037,27,498,285,75,754,1.7,1300,4.9
UCL722038,29,0,364,60,825,1.3,1187,3.9
UCL722039,27,0,320,113,725,1.5,1375,4.5
UCL722040,27,0,260,75,710,1.5,866,4.4
UCL731001,41,2167,852,250,2121,1.1,1829,3
UCL779997,48,0,2208,0,0,0.7,1649,2.3
UCL802001,35,2080,1200,450,2871,0.8,2369,2.5
UCL822001,46,2950,1080,375,3208,0.8,2681,2.8
UCL822002,35,2333,1590,410,3687,0.9,3704,3.3
UCL831001,29,1800,1117,350,2697,1,2338,3
UCL879997,52,0,1625,0,0,0,0,0
UCL915001,40,1300,1320,150,2656,1,2077,2.5
UCL921001,51,1300,763,240,1631,0.7,1192,2
UCL922001,39,1972,660,250,1392,1.3,2305,4.5
UCL922002,27,0,1196,300,3083,0.8,2250,2.9
UCL922003,52,1083,1508,68,2899,0.9,2666,2.5
UCL931001,43,1185,738,138,1447,0.8,1178,2.5
UCL979997,0,0,0,0,0,0,0,0
