UCL_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
UCL115066,845,2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,852,2521,35,..,883,2521
UCL115067,1011,2211,80,101,0,4,80,97,34,44,0,0,0,0,0,0,0,0,34,44,9,12,0,0,0,0,20,36,30,47,3,7,1161,2408,115,..,1273,2408
UCL115068,513,1111,28,52,0,0,28,52,7,5,0,0,0,0,0,0,0,0,5,6,5,5,23,33,0,3,3,4,33,47,11,14,590,1222,180,..,767,1222
UCL115069,873,1809,28,50,0,0,36,53,53,62,0,0,0,0,0,0,0,0,53,62,0,5,0,0,0,0,3,11,13,16,0,0,971,1937,138,..,1109,1937
UCL115070,1102,3062,44,80,3,3,44,82,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,3,0,0,0,3,9,13,1157,3167,85,..,1237,3167
UCL115071,789,1896,29,42,0,0,29,42,26,35,0,0,0,0,0,0,0,0,26,35,3,6,4,4,0,0,10,14,19,25,7,8,862,2013,83,..,947,2013
UCL115072,672,1815,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,4,12,0,0,675,1827,27,..,701,1827
UCL115073,715,1665,4,4,3,3,6,12,79,128,0,0,0,0,0,0,0,0,78,131,15,16,7,27,0,0,11,34,33,73,10,10,840,1889,107,..,951,1889
UCL115074,798,1862,25,43,0,0,25,43,24,36,0,0,0,0,0,0,0,0,24,36,0,0,22,29,0,0,7,10,28,37,0,0,873,1981,119,..,992,1981
UCL115075,460,972,31,54,10,14,41,71,18,23,0,0,0,0,0,0,0,0,17,24,0,0,7,7,0,0,0,4,7,15,3,6,533,1089,152,..,679,1089
UCL115076,749,1661,27,42,0,0,27,42,13,19,0,0,0,0,0,0,0,3,16,21,5,11,12,20,0,0,13,16,27,38,0,0,818,1764,142,..,965,1764
UCL115077,1329,2742,51,82,74,147,130,224,76,109,8,8,0,0,0,0,0,0,81,125,39,63,11,14,0,0,7,18,63,93,3,6,1603,3191,288,..,1894,3191
UCL115078,509,1078,30,44,91,185,123,227,25,59,11,22,13,21,0,0,0,0,55,104,5,3,0,0,0,0,0,0,5,8,16,22,714,1436,728,..,1441,1436
UCL115079,892,1919,88,136,0,0,88,136,13,25,0,0,0,0,0,0,0,0,12,30,12,17,0,0,0,4,3,3,13,25,18,26,1024,2132,177,..,1197,2132
UCL115080,805,2219,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,9,4,10,0,0,0,0,0,3,0,0,0,4,0,0,813,2225,41,..,855,2225
UCL115081,413,936,0,3,0,0,0,3,29,70,0,0,0,0,0,0,0,0,29,70,14,34,19,29,3,8,0,5,38,79,8,23,496,1114,57,..,556,1114
UCL115082,542,1111,30,35,0,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,580,1161,78,..,664,1161
UCL115083,1062,2470,61,106,0,0,61,106,3,5,0,0,0,0,0,0,0,0,3,5,3,6,12,12,0,0,5,7,13,24,0,3,1145,2603,85,..,1229,2603
UCL115084,651,1337,97,152,46,75,145,226,43,64,0,0,0,0,0,0,0,5,44,68,4,5,157,267,0,0,3,3,157,280,10,20,1008,1932,305,..,1314,1932
UCL115085,424,1133,11,25,17,40,26,61,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6,7,6,7,6,8,462,1203,24,..,484,1203
UCL115086,426,1298,35,78,159,433,190,509,402,1017,58,145,0,0,0,0,6,3,462,1167,0,0,4,5,0,0,0,10,3,17,31,54,1112,3042,519,..,1630,3042
UCL115087,458,1305,16,32,0,0,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,1337,35,..,512,1337
UCL115088,578,1437,19,43,5,9,27,46,7,13,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,5,0,5,0,0,616,1498,19,..,637,1498
UCL115089,1495,3718,30,42,8,12,33,59,79,94,15,16,0,0,0,0,0,0,93,105,0,0,5,19,4,3,3,8,11,29,5,17,1644,3926,167,..,1808,3926
UCL115090,589,1132,21,23,0,0,21,23,11,12,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,9,15,9,15,0,0,628,1185,101,..,731,1185
UCL115091,570,1326,6,11,15,36,20,51,7,11,0,0,0,0,0,0,0,0,7,11,26,28,4,16,0,0,0,0,32,48,3,3,631,1442,55,..,683,1442
UCL115092,666,1643,32,60,0,0,32,60,34,36,0,0,0,0,0,0,4,6,31,39,0,0,0,0,0,0,0,3,0,3,0,5,731,1753,49,..,785,1753
UCL115093,410,1063,16,17,0,0,16,17,11,12,0,0,0,0,0,0,0,4,16,19,0,0,0,0,0,0,0,13,0,13,0,0,446,1112,20,..,460,1112
UCL115094,1100,2520,6,6,3,6,3,10,85,121,5,8,0,0,0,0,0,5,96,135,21,31,0,0,9,11,13,23,40,62,0,5,1242,2731,104,..,1340,2731
UCL115095,439,1057,4,5,0,0,4,5,46,66,0,0,0,0,0,0,0,0,46,66,4,7,0,0,0,0,0,0,11,11,7,16,501,1156,66,..,571,1156
UCL115096,1521,3718,66,99,31,70,92,163,63,94,0,0,0,0,0,0,0,6,66,100,0,0,0,0,0,0,0,5,0,5,0,6,1688,3987,157,..,1842,3987
UCL115097,1021,2326,53,93,53,116,107,206,12,21,0,3,0,0,0,0,4,7,17,34,7,0,21,34,0,0,9,18,26,59,0,0,1173,2626,163,..,1340,2626
UCL115098,473,1121,52,66,0,0,52,66,17,25,0,0,0,0,0,0,0,0,17,25,52,108,0,5,7,11,6,27,66,150,61,104,670,1469,133,..,805,1469
UCL115099,1135,2743,64,105,7,12,77,116,22,34,3,3,0,0,0,0,4,3,31,48,0,0,0,0,0,0,16,23,16,23,3,8,1255,2925,87,..,1340,2925
UCL115100,993,2224,45,64,34,77,83,136,28,37,0,0,0,0,0,0,16,25,47,67,0,0,32,40,0,0,10,9,36,49,4,15,1165,2491,106,..,1269,2491
UCL115101,1030,2333,9,11,10,18,14,26,15,23,0,0,0,0,0,0,0,0,17,27,0,0,0,0,0,0,4,8,4,8,0,0,1063,2390,644,..,1704,2390
UCL115102,827,1860,40,53,0,0,40,53,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,4,0,7,20,14,32,3,4,885,1941,126,..,1009,1941
UCL115103,400,925,25,42,0,0,25,42,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,4,4,5,5,0,0,431,977,72,..,502,977
UCL115104,549,1338,24,30,4,13,26,41,22,19,0,0,0,0,0,0,0,0,17,19,0,3,0,0,0,0,0,0,5,4,0,0,603,1404,59,..,667,1404
UCL115105,572,1365,21,35,8,9,34,49,25,37,0,5,0,0,0,0,0,0,33,38,9,10,0,0,0,0,36,96,47,108,0,4,682,1561,70,..,751,1561
UCL115106,1024,2385,117,188,27,30,143,221,17,20,0,0,0,0,0,0,3,0,15,17,19,32,15,33,0,0,4,4,41,67,5,9,1231,2702,137,..,1372,2702
UCL115107,1302,3297,36,68,20,31,57,94,61,85,4,6,0,0,0,0,35,75,95,166,13,16,0,0,4,6,0,0,16,22,3,3,1478,3588,109,..,1585,3588
UCL115108,672,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,2080,19,..,693,2080
UCL115109,1210,2666,137,209,82,116,221,322,86,118,34,63,9,13,0,0,3,3,129,200,3,13,79,98,0,0,0,11,82,127,10,22,1649,3341,516,..,2167,3341
UCL115110,1480,3398,44,65,6,0,41,70,58,84,6,0,0,0,0,0,0,0,64,92,8,8,0,0,0,0,15,21,18,33,6,19,1609,3602,209,..,1814,3602
UCL115111,1293,3223,99,127,6,7,98,140,23,42,0,0,0,0,0,0,0,0,23,42,13,16,0,0,0,0,9,11,14,25,9,10,1439,3451,164,..,1607,3451
UCL115112,779,2215,23,50,0,0,25,47,7,10,0,0,0,0,0,0,3,3,8,16,0,0,0,0,0,0,0,0,0,0,4,4,815,2282,47,..,864,2282
UCL115113,663,1596,49,71,0,9,55,76,6,3,0,0,0,0,0,0,0,0,6,3,3,8,0,0,0,0,3,4,10,20,12,35,749,1736,192,..,941,1736
UCL115114,971,2265,94,149,0,3,91,149,16,20,19,24,0,0,0,0,0,0,33,45,12,13,4,4,4,5,0,0,17,21,4,3,1115,2476,116,..,1235,2476
UCL115115,1645,4074,62,158,134,260,192,417,96,161,46,68,0,0,0,9,26,43,167,278,0,0,0,0,0,4,0,0,0,4,6,3,2010,4778,199,..,2205,4778
UCL115116,1579,3725,296,509,26,58,325,572,58,115,0,10,0,0,0,0,4,8,63,124,0,3,7,11,0,0,4,12,12,23,3,12,1988,4454,182,..,2172,4454
UCL115117,424,1058,335,535,0,0,335,535,0,0,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,768,1598,126,..,890,1598
UCL115118,515,1217,88,143,51,80,134,225,17,30,0,0,0,0,0,0,0,4,17,36,9,16,9,12,0,0,0,0,15,24,4,13,693,1513,212,..,905,1513
UCL115119,1266,3553,64,84,32,67,89,151,54,72,4,9,0,0,0,0,4,7,64,90,0,0,0,0,0,0,27,36,24,37,0,3,1446,3824,107,..,1562,3824
UCL115120,996,3231,3,3,0,4,6,7,15,42,0,0,0,0,0,0,11,21,21,60,15,29,0,0,0,0,0,0,15,29,0,0,1044,3329,31,..,1071,3329
UCL115121,787,1760,8,21,0,0,8,21,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,11,13,11,13,0,0,809,1797,109,..,919,1797
UCL115122,1033,2352,58,74,0,3,63,78,23,44,0,0,0,0,0,0,0,0,23,44,3,4,0,0,0,0,4,17,3,15,3,13,1132,2503,139,..,1276,2503
UCL115123,552,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,10,0,0,559,1457,66,..,625,1457
UCL115124,1588,4271,16,33,37,76,48,110,9,29,0,0,0,0,0,0,6,16,21,40,9,20,3,4,0,0,0,0,14,23,9,22,1674,4468,115,..,1795,4468
UCL115125,1036,2457,176,276,39,64,216,340,12,19,0,0,0,0,0,0,10,25,23,48,21,21,214,310,0,0,9,24,240,357,56,77,1567,3270,275,..,1841,3270
UCL115126,378,914,24,55,32,55,53,113,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,4,0,0,0,0,8,13,0,0,441,1044,18,..,457,1044
UCL115127,571,1321,0,6,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,0,0,0,0,4,8,0,0,580,1343,289,..,869,1343
UCL115128,771,1989,26,68,27,65,52,129,29,47,0,0,0,0,0,0,12,16,40,58,0,0,0,0,0,0,0,0,0,0,0,0,866,2185,119,..,982,2185
UCL115129,521,1537,0,0,35,56,35,56,13,32,9,13,0,0,0,0,6,4,24,48,0,0,0,0,0,0,0,3,0,3,0,6,587,1648,60,..,650,1648
UCL115130,1469,3040,112,170,42,80,159,247,17,17,0,0,0,0,0,0,5,4,17,22,22,29,55,85,0,0,0,4,71,113,64,75,1778,3508,834,..,2617,3508
UCL115131,1604,3893,95,160,12,37,112,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,6,0,5,1720,4098,133,..,1858,4098
UCL115132,570,1234,65,88,67,99,129,185,29,49,5,7,0,0,0,0,0,0,35,50,14,32,5,18,3,9,0,0,26,52,8,11,757,1537,212,..,967,1537
UCL115133,1311,2528,63,105,52,97,108,201,17,32,10,9,0,0,0,0,0,0,26,42,0,0,0,0,0,0,14,20,14,20,3,3,1454,2787,262,..,1717,2787
UCL115134,1573,3555,145,185,8,14,151,197,13,13,0,0,0,0,0,0,0,0,13,13,15,26,0,0,0,0,23,45,43,72,7,13,1786,3851,238,..,2024,3851
UCL115135,1234,2525,32,46,0,0,32,46,86,118,0,0,0,0,0,0,0,0,86,118,25,46,4,3,0,4,8,13,38,65,7,10,1385,2774,212,..,1594,2774
UCL115136,688,2101,12,23,11,27,25,49,3,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,718,2159,19,..,740,2159
UCL115137,1392,3769,169,250,0,7,171,251,5,7,0,0,0,0,0,0,5,11,6,18,0,0,0,0,0,0,0,0,0,0,0,0,1573,4039,92,..,1669,4039
UCL115138,660,1890,64,145,3,20,65,159,0,0,0,0,0,0,0,0,10,34,10,34,0,0,0,0,0,0,0,0,0,0,6,9,744,2092,40,..,784,2092
UCL115139,976,2150,68,107,0,0,68,107,9,10,0,0,0,0,0,0,0,0,11,18,37,116,0,3,0,0,4,12,44,122,8,11,1110,2412,165,..,1273,2412
UCL115140,437,1015,9,21,10,16,19,40,17,26,0,0,0,0,0,0,0,0,14,26,48,76,38,47,0,0,0,4,86,128,8,6,560,1225,246,..,803,1225
UCL115141,609,1388,20,27,0,0,27,34,18,20,0,0,0,0,0,0,0,3,17,23,0,3,0,0,0,0,3,5,8,15,0,0,655,1452,104,..,760,1452
UCL115142,1132,2238,17,29,21,30,40,61,7,8,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,5,0,5,0,0,1185,2304,599,..,1783,2304
UCL115143,917,2138,60,82,0,0,60,82,20,22,0,0,0,0,0,0,0,8,18,28,7,10,9,7,3,4,11,29,28,50,0,0,1027,2299,136,..,1168,2299
UCL115144,1012,2269,36,52,26,45,58,93,164,241,0,0,0,0,0,0,0,3,165,246,101,195,25,46,0,0,0,0,128,236,9,17,1376,2854,120,..,1494,2854
UCL115145,632,1344,22,55,18,25,39,82,0,0,0,0,0,0,0,0,0,4,6,6,16,33,0,3,0,0,0,0,16,36,4,8,693,1482,68,..,763,1482
UCL115146,1105,2461,27,42,29,51,60,91,72,127,0,0,0,0,0,0,3,12,77,137,0,0,0,0,0,0,0,0,0,0,0,0,1248,2695,918,..,2167,2695
UCL115147,436,1113,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,1123,43,..,484,1123
UCL115148,580,1214,0,3,5,0,0,4,47,55,0,0,0,0,0,0,0,0,47,55,0,0,13,13,0,0,0,0,13,17,0,0,643,1289,133,..,775,1289
UCL115149,495,1250,25,39,0,0,25,39,21,33,0,0,0,0,0,0,0,0,21,33,0,0,0,0,0,0,0,0,0,0,3,10,551,1335,70,..,617,1335
UCL115150,323,952,0,0,4,6,4,6,53,68,0,0,0,0,0,0,0,0,53,68,28,45,0,0,0,0,0,0,28,45,0,3,409,1067,13,..,423,1067
UCL115151,757,1932,17,23,13,23,34,48,4,6,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,12,38,17,38,8,6,808,2035,81,..,890,2035
UCL115152,475,1018,10,10,0,0,10,10,10,11,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,8,501,1050,66,..,561,1050
UCL115153,537,1166,51,63,0,0,48,69,17,21,0,0,0,0,0,0,0,0,17,21,6,7,5,4,0,0,0,4,4,11,3,15,615,1278,152,..,764,1278
UCL115154,554,1427,71,105,0,0,71,105,7,7,0,0,0,0,0,0,0,0,7,7,3,3,3,3,6,3,0,0,15,19,7,17,657,1568,96,..,749,1568
UCL115155,1719,4154,114,193,0,3,116,193,60,83,0,0,0,0,0,0,0,0,60,83,12,16,7,10,4,3,21,41,40,65,14,22,1950,4518,287,..,2238,4518
UCL115156,512,1095,42,65,0,0,42,65,24,29,0,0,0,0,0,0,0,0,24,29,30,25,0,0,0,0,3,9,31,37,8,6,623,1234,87,..,704,1234
UCL115157,591,1261,4,7,6,16,4,22,12,14,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,4,11,3,14,6,8,616,1318,53,..,668,1318
UCL115158,1038,2378,82,113,0,0,82,113,49,80,0,0,0,0,0,0,0,5,48,85,21,33,27,26,0,0,0,10,49,67,32,58,1258,2705,195,..,1449,2705
UCL115159,616,1792,0,0,3,3,3,3,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,619,1798,21,..,641,1798
UCL115160,879,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,9,883,2931,23,..,911,2931
UCL115161,1743,4171,86,114,14,22,100,141,66,96,0,0,0,0,0,0,0,0,62,94,16,25,0,0,0,0,4,4,15,31,10,14,1930,4450,101,..,2033,4450
UCL115162,951,2607,88,177,0,3,87,175,100,180,0,0,0,0,0,0,5,9,101,190,0,0,0,0,0,0,0,0,0,0,0,0,1145,2974,53,..,1203,2974
UCL115163,614,1763,12,23,0,0,12,23,3,6,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,4,8,632,1812,41,..,669,1812
UCL115164,346,950,98,174,5,6,109,183,0,0,0,0,0,0,0,0,0,3,4,6,0,0,117,182,0,0,0,5,118,183,0,0,568,1315,56,..,624,1315
UCL115165,388,1013,8,16,0,0,8,16,31,39,0,0,0,0,0,0,0,0,31,39,0,0,0,0,0,0,0,0,0,0,0,0,424,1073,21,..,445,1073
UCL121001,347,794,9,12,0,3,11,17,8,5,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,11,9,10,11,4,9,376,835,46,..,424,835
UCL121002,245,532,5,3,5,3,6,5,6,10,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,6,5,6,5,5,15,267,570,26,..,292,570
UCL121003,321,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,8,326,727,354,..,680,727
UCL121004,315,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,318,890,18,..,336,890
UCL121005,172,559,4,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,562,9,..,183,562
UCL121006,270,565,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,25,28,0,0,0,0,0,5,25,31,6,17,303,619,324,..,628,619
UCL121007,373,799,54,69,0,0,54,69,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,6,14,6,22,3,3,433,885,80,..,510,885
UCL121008,194,512,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,7,9,6,10,0,0,0,0,3,7,11,17,3,7,210,538,27,..,238,538
UCL121009,378,838,15,19,10,14,32,41,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,3,8,14,0,14,422,905,67,..,488,905
UCL121010,244,565,23,54,35,71,61,120,15,32,0,0,0,4,0,0,0,0,20,37,0,3,0,8,0,0,3,7,7,15,0,4,334,740,436,..,762,740
UCL121011,366,908,7,19,0,0,7,19,8,17,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,6,18,8,15,0,0,396,956,40,..,431,956
UCL121012,277,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,279,845,0,..,281,845
UCL121013,265,626,40,75,0,0,40,75,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,4,6,7,10,5,3,319,725,68,..,385,725
UCL121014,175,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,73,12,13,0,0,0,0,68,90,3,4,249,530,11,..,258,530
UCL121015,257,638,0,0,0,4,0,4,17,33,7,16,0,0,0,0,5,11,23,55,0,0,5,13,0,0,6,6,12,21,3,3,301,727,39,..,346,727
UCL121016,209,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,556,23,..,229,556
UCL121017,274,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,839,62,..,332,839
UCL121018,323,837,6,5,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,7,8,0,5,335,859,27,..,358,859
UCL121019,219,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,687,9,..,231,687
UCL121020,213,557,0,0,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,218,570,18,..,240,570
UCL121021,223,476,3,3,0,0,3,3,28,33,0,0,0,0,0,0,0,0,28,33,10,10,0,0,0,0,8,15,18,23,0,0,277,536,46,..,329,536
UCL121022,299,638,20,29,0,0,20,29,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,3,4,7,0,0,323,670,36,..,356,670
UCL121023,306,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,586,132,..,443,586
UCL121024,194,500,7,25,0,0,7,25,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,5,9,0,4,206,539,7,..,208,539
UCL121025,203,567,3,9,0,0,3,9,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,204,584,9,..,215,584
UCL121026,365,815,44,76,18,33,62,108,40,57,15,24,0,0,0,0,0,0,52,82,37,65,8,17,0,0,0,0,42,83,0,8,532,1094,69,..,600,1094
UCL121027,164,471,28,77,26,63,54,142,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,225,621,7,..,233,621
UCL121028,397,833,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,839,488,..,879,839
UCL121029,237,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,590,19,..,252,590
UCL121030,377,829,4,4,0,0,4,4,14,22,0,0,0,0,0,0,0,0,14,22,0,0,3,3,0,0,0,0,0,5,3,0,398,859,37,..,436,859
UCL121031,353,861,5,14,37,86,43,97,3,13,0,0,0,0,0,0,0,0,3,13,4,0,0,0,0,0,4,3,4,6,0,0,409,976,100,..,509,976
UCL121032,321,657,15,20,0,0,15,20,0,3,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,8,13,11,23,0,0,348,705,43,..,388,705
UCL121033,191,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,501,7,..,200,501
UCL121034,305,905,8,19,13,33,16,51,39,120,3,8,0,0,0,0,7,13,55,145,0,0,0,0,0,0,0,0,0,0,5,8,375,1105,116,..,492,1105
UCL121035,380,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,1128,24,..,404,1128
UCL121036,437,1352,8,15,0,8,6,23,0,0,0,0,0,0,0,0,5,12,5,12,0,0,0,0,0,0,0,0,0,0,0,0,458,1393,19,..,476,1393
UCL121037,329,762,10,20,0,0,10,20,0,4,0,0,0,0,0,0,5,4,8,8,0,0,0,0,0,0,0,0,0,0,0,4,349,801,173,..,523,801
UCL121038,255,582,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,260,587,23,..,283,587
UCL121039,248,703,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,0,0,0,0,10,21,0,3,263,740,15,..,280,740
UCL121040,166,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,497,6,..,174,497
UCL121041,258,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,261,582,49,..,307,582
UCL121042,214,465,4,17,15,32,22,53,10,21,0,0,0,0,0,0,0,0,10,21,0,0,21,36,0,0,0,7,18,45,0,0,262,576,244,..,508,576
UCL121043,217,643,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,3,13,225,659,7,..,232,659
UCL121044,202,528,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,4,202,549,4,..,210,549
UCL121045,222,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,229,510,56,..,282,510
UCL121046,167,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,492,7,..,177,492
UCL121047,225,561,6,10,3,6,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,9,241,592,39,..,278,592
UCL121048,173,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,0,0,21,29,0,0,188,518,6,..,196,518
UCL121049,224,626,3,3,0,0,3,3,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,230,642,17,..,248,642
UCL121050,196,368,18,23,8,13,22,36,20,40,86,128,0,0,0,0,0,0,108,170,39,98,26,34,3,7,0,4,71,136,0,0,400,721,80,..,484,721
UCL121051,392,860,21,22,0,0,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,422,890,53,..,473,890
UCL121052,229,519,71,107,34,59,101,161,47,71,6,9,9,23,0,0,0,0,68,95,7,3,10,29,0,0,0,0,14,35,7,25,417,841,294,..,714,841
UCL121053,315,665,14,22,0,0,18,23,10,16,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,4,5,10,0,0,341,714,57,..,400,714
UCL121054,223,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,223,765,6,..,233,765
UCL121055,251,605,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,24,37,0,3,0,0,0,0,27,37,0,0,274,646,14,..,291,646
UCL121056,335,891,3,9,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,908,41,..,387,908
