UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL114019,77,86,162,170,173,346,80,55,132,14,20,36,263,252,516,93,106,205,25,30,51,17,24,46,139,159,305,4,0,4,12,9,16,18,15,36,17,53,71,0,0,0,52,78,128,6,21,27,5,10,19,0,10,10,16,28,49,0,0,0,36,75,106,86,152,235,0,8,8,7,10,16,0,0,0,6,18,20,792,807,1597,3,3,7,1363,1477,2841
UCL114020,79,100,175,243,210,460,68,64,127,82,78,167,395,355,752,163,135,293,97,88,180,49,64,114,311,282,594,0,12,12,3,16,22,51,22,72,42,64,112,0,0,0,107,118,222,30,52,87,9,27,36,9,9,18,20,53,79,0,0,0,70,144,218,177,266,442,11,14,27,12,31,42,0,0,0,26,48,74,179,177,363,5,10,12,1171,1241,2410
UCL114021,95,81,173,218,210,430,108,130,243,73,77,147,402,419,819,190,171,366,75,104,174,70,56,130,335,334,669,20,19,39,10,33,42,35,25,56,33,63,98,0,0,0,98,140,229,19,53,75,8,38,50,8,11,19,28,75,104,0,0,0,70,176,242,161,311,476,9,11,17,14,24,42,0,0,0,23,40,63,351,421,776,4,4,8,1376,1612,2988
UCL114022,53,43,90,140,133,267,30,20,55,23,33,51,192,179,370,124,113,237,5,7,9,23,33,51,149,152,305,6,6,15,3,10,16,24,23,40,22,46,66,0,0,0,55,85,142,5,12,19,7,18,29,0,10,8,4,23,27,0,0,0,18,60,81,77,142,221,0,4,5,3,12,11,0,0,0,7,13,20,371,349,725,5,0,3,852,880,1727
UCL114023,62,44,110,168,179,347,69,51,118,3,4,9,239,242,481,122,129,257,6,17,23,3,0,7,138,145,285,6,7,17,8,7,14,37,21,49,30,34,66,0,0,0,74,70,143,3,13,21,3,12,12,0,7,9,14,25,47,0,0,0,26,64,87,103,135,235,5,4,10,8,17,17,0,0,0,9,17,30,271,229,502,6,4,9,828,821,1644
UCL114024,105,95,199,348,314,656,59,67,128,37,43,80,439,424,863,213,194,406,84,89,178,34,31,63,329,317,643,11,19,30,6,12,17,36,49,86,46,72,121,0,0,0,96,151,245,10,26,36,5,13,24,13,14,27,29,42,68,0,0,0,53,100,156,156,248,403,4,6,13,12,6,22,0,0,0,17,20,33,329,318,651,5,6,7,1382,1424,2811
UCL114025,106,89,199,266,235,500,142,138,275,16,12,24,419,383,803,133,173,306,84,70,158,26,33,55,249,275,525,9,3,13,3,12,18,26,21,43,15,53,67,0,0,4,55,87,142,19,39,56,12,41,55,6,5,15,26,55,86,0,3,0,67,141,211,125,232,347,0,10,12,7,23,32,0,0,0,9,31,41,156,179,337,3,5,10,1062,1195,2261
UCL114026,76,56,129,169,188,364,27,25,50,22,22,41,222,238,457,128,103,229,26,23,53,21,21,46,173,148,327,4,6,18,9,18,28,26,22,54,26,54,75,0,0,0,62,103,165,14,47,58,5,19,31,5,11,22,25,27,50,0,0,0,51,109,158,112,208,324,6,5,16,11,11,18,0,0,0,15,14,36,97,89,186,5,0,4,695,763,1457
UCL114027,25,41,64,132,131,262,14,11,17,15,28,36,161,160,318,95,93,194,13,23,35,40,33,73,148,145,294,3,4,10,4,7,10,13,11,27,28,37,61,0,0,0,51,55,108,19,25,48,9,12,15,0,9,8,12,24,35,0,0,0,40,71,113,92,130,218,0,4,4,5,10,13,0,0,0,5,13,17,116,155,276,3,0,4,544,646,1187
UCL114028,51,61,115,135,134,268,47,40,90,45,37,83,222,214,441,88,54,142,59,65,126,41,43,82,197,159,353,3,5,16,4,5,12,35,20,54,21,41,59,0,0,0,62,73,134,11,30,35,5,5,13,0,8,5,6,31,40,0,0,0,26,69,89,86,144,226,4,5,5,0,7,11,0,0,0,11,11,18,150,111,265,9,3,15,729,705,1434
UCL114029,96,79,177,203,157,363,44,63,110,27,27,52,274,252,523,64,69,143,98,114,204,37,29,59,199,208,409,5,11,15,4,3,14,50,16,67,17,25,45,0,0,0,86,52,139,20,37,53,5,12,14,3,16,21,11,20,28,0,0,0,33,82,112,121,133,253,4,0,4,5,6,12,0,0,0,9,6,18,76,78,149,0,0,0,775,758,1526
UCL114030,53,45,94,140,139,280,7,5,8,4,17,13,144,159,308,48,48,90,42,52,95,19,8,23,109,100,207,0,3,7,3,3,7,11,12,21,12,26,39,0,0,6,33,48,79,7,23,31,9,16,18,0,0,0,17,21,36,0,0,0,33,57,91,63,108,173,0,9,7,9,14,15,0,0,0,11,15,23,191,194,383,7,0,7,575,616,1195
UCL114031,87,74,161,195,217,408,46,39,85,13,0,12,244,264,505,134,131,266,41,66,106,9,9,14,186,206,392,5,9,10,10,10,14,38,17,56,18,55,73,0,0,0,64,87,152,21,33,52,4,15,17,8,8,14,18,29,44,0,4,4,40,85,127,109,171,280,4,4,12,12,14,22,0,0,0,15,11,25,140,147,292,0,0,0,786,875,1655
UCL114032,87,87,172,195,180,377,35,29,60,27,39,69,252,250,505,125,113,238,8,27,36,13,25,45,151,173,322,3,5,9,0,10,14,44,30,77,20,33,53,0,0,0,68,80,148,7,31,40,9,18,27,0,10,10,12,25,36,0,0,0,30,84,114,103,162,261,6,0,10,4,12,16,0,0,0,11,15,23,96,103,198,0,5,10,700,785,1485
UCL114033,70,92,163,220,211,426,58,54,111,0,3,4,283,266,545,158,172,334,31,28,61,3,4,3,192,207,392,14,4,11,5,12,18,27,21,50,19,53,70,0,0,0,62,88,155,5,23,25,0,8,8,4,7,9,10,43,53,0,0,0,16,82,95,79,166,250,4,10,9,9,24,32,0,0,0,13,34,42,220,218,446,3,4,5,857,984,1843
UCL114034,101,95,201,275,235,511,79,68,149,21,10,36,377,317,696,156,167,320,72,97,168,9,21,27,240,279,518,13,20,31,9,25,36,36,32,67,25,79,105,0,0,0,79,161,239,3,37,38,6,25,36,3,8,9,11,45,60,0,0,0,25,117,144,108,279,380,0,9,9,11,21,24,0,0,0,6,28,39,221,221,441,6,0,6,1064,1223,2279
UCL114035,52,37,92,155,149,301,47,38,83,6,8,15,211,194,401,110,110,220,29,26,52,5,8,16,142,141,289,18,16,29,12,17,29,21,17,35,28,44,75,0,0,4,73,98,173,18,24,40,8,13,21,0,7,6,5,35,38,0,0,0,33,80,117,116,180,293,8,13,15,9,15,23,0,0,0,15,24,38,176,169,347,7,6,18,727,753,1482
UCL114036,48,46,92,119,123,237,54,63,113,18,15,33,191,203,389,82,92,175,31,28,60,11,7,21,120,133,252,5,7,15,3,10,12,15,18,33,25,46,71,0,0,0,53,82,135,6,12,19,3,13,17,3,7,12,20,33,53,0,0,0,35,66,100,84,143,231,0,0,0,0,15,18,0,0,0,0,16,20,240,229,464,4,9,8,685,776,1458
UCL114037,66,58,133,195,193,387,81,60,145,3,10,10,283,261,547,145,145,299,31,23,52,5,5,13,183,175,360,5,7,9,5,12,11,36,17,55,26,42,71,0,0,0,76,79,151,8,20,29,6,11,18,5,4,10,27,52,76,0,0,0,43,90,138,122,166,286,10,7,12,8,19,24,0,0,0,9,29,40,258,150,410,5,9,15,932,848,1779
UCL114038,83,76,160,249,251,505,65,60,131,12,21,39,332,337,674,148,135,278,91,89,186,11,22,28,248,245,491,11,10,19,9,19,27,29,38,69,23,56,82,0,0,3,74,130,202,9,20,30,6,16,19,4,11,17,13,30,46,0,0,0,29,77,109,105,207,312,7,9,20,4,14,18,0,0,0,13,22,33,236,240,481,0,0,4,1021,1132,2151
UCL115001,15,28,43,66,59,131,12,12,23,4,3,7,81,78,162,25,40,66,40,38,73,0,0,0,60,78,140,7,0,11,0,0,8,17,15,27,9,16,22,0,0,0,34,34,64,0,8,8,0,3,3,0,3,5,0,7,5,0,0,0,0,23,20,31,59,86,0,3,3,0,11,8,0,0,0,0,12,13,45,44,87,0,0,0,248,280,528
UCL115002,57,38,98,151,145,288,19,13,27,19,30,50,182,182,366,116,83,205,16,21,35,32,34,63,168,140,304,6,10,9,6,0,10,32,15,48,23,39,54,0,0,0,70,60,124,25,30,55,4,17,15,3,5,10,8,30,37,0,0,0,37,79,122,101,138,245,0,5,5,3,11,15,0,0,0,3,13,14,87,80,166,0,0,0,603,594,1199
UCL115003,71,60,127,173,131,307,19,19,38,5,6,10,202,160,355,39,58,93,51,58,104,3,0,0,92,110,209,0,4,9,0,3,6,28,7,33,12,24,38,0,0,0,42,37,82,18,28,45,4,3,5,0,0,0,12,15,32,0,0,0,37,47,80,80,88,167,4,5,6,5,6,8,0,0,0,6,5,17,34,40,75,0,0,5,487,463,949
UCL115004,24,17,42,53,41,101,8,5,14,3,5,8,61,55,118,38,32,67,4,0,8,4,0,7,42,39,87,0,0,0,4,0,8,7,8,16,3,16,17,0,0,0,18,27,46,6,7,13,7,9,10,0,0,4,3,14,20,0,0,0,14,25,39,30,56,84,0,3,3,3,0,0,0,0,0,3,5,10,49,61,109,14,18,33,233,247,480
UCL115005,9,3,16,20,12,33,19,25,39,0,0,0,36,38,74,27,20,40,3,8,13,0,0,0,36,30,62,0,0,0,0,0,0,5,0,8,4,4,9,0,0,0,9,8,12,0,0,6,0,0,5,0,0,0,0,3,7,0,0,0,3,15,20,12,20,28,0,0,0,0,0,3,0,0,0,0,4,0,62,76,141,0,0,0,156,171,331
UCL115006,43,40,80,64,79,146,10,14,25,20,23,40,97,119,214,33,40,79,11,29,42,22,17,37,63,87,153,0,6,6,4,7,10,5,6,9,8,18,26,0,0,0,14,25,47,6,8,13,4,8,16,5,0,4,12,25,40,0,0,0,24,46,71,42,73,121,0,3,3,8,13,18,0,0,0,8,17,18,82,79,163,5,0,5,339,418,758
UCL115007,36,33,67,117,98,223,27,16,45,27,35,58,178,147,323,80,76,152,14,11,23,25,41,66,118,125,242,4,7,11,3,5,12,20,4,25,7,17,25,0,0,0,35,35,71,9,20,22,5,10,14,7,0,9,4,10,20,0,0,0,28,40,64,60,75,134,0,3,4,0,9,8,0,0,0,4,10,16,61,53,114,0,0,0,451,450,902
UCL115008,3,9,13,31,25,49,0,0,4,0,0,0,32,23,55,22,19,40,0,0,0,0,3,7,24,23,48,3,0,3,0,4,3,3,0,3,10,0,9,0,0,0,9,4,17,3,0,9,0,0,0,0,0,0,0,5,7,0,0,0,7,10,18,19,15,32,0,0,0,0,4,4,0,0,0,0,4,4,42,38,84,0,0,0,119,118,237
UCL115009,9,20,33,31,34,62,19,22,39,7,13,22,56,70,132,34,28,66,16,13,28,17,8,19,66,48,120,0,0,4,0,3,0,11,6,15,7,7,19,0,0,0,23,17,42,0,7,7,3,7,4,3,0,6,5,8,8,0,0,0,9,23,28,26,41,71,0,0,0,0,4,5,0,0,0,0,4,5,49,55,106,0,0,0,211,242,455
UCL115010,5,11,17,18,16,37,7,8,9,0,0,0,25,27,51,17,8,29,0,0,6,0,0,3,26,13,35,0,0,0,0,4,6,0,6,3,0,9,8,0,0,0,6,13,15,0,0,0,0,7,7,0,0,0,4,0,7,0,0,0,4,6,15,9,23,34,0,0,0,0,0,0,0,0,0,0,0,0,43,44,90,0,0,0,108,118,224
UCL115011,19,11,29,65,48,110,0,0,4,5,8,6,70,53,123,32,43,72,15,16,35,0,3,8,49,61,115,3,5,5,0,3,3,5,3,5,6,6,9,0,0,0,16,16,32,4,0,3,0,7,7,0,0,0,5,10,11,0,0,0,12,13,20,19,31,48,0,0,0,0,7,0,0,0,0,0,7,0,37,41,73,0,0,0,197,198,397
UCL115012,5,3,9,24,20,41,12,15,26,0,0,0,37,30,66,30,20,49,4,3,9,0,0,0,31,24,59,0,0,0,0,0,0,4,4,6,0,7,5,0,0,0,7,11,16,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,6,6,7,16,24,0,0,0,0,0,4,0,0,0,0,3,4,53,38,91,0,0,0,137,119,248
UCL115013,40,44,85,108,85,197,48,40,89,39,37,76,189,165,358,103,102,204,18,10,29,16,10,29,140,123,259,4,7,12,5,12,12,12,9,26,18,39,60,0,0,0,38,71,107,3,9,13,6,20,30,3,4,7,12,19,35,0,0,0,29,56,80,68,123,189,5,3,5,0,11,17,0,0,0,9,14,28,185,216,400,0,0,0,626,699,1324
UCL115014,24,27,53,72,99,172,40,25,64,35,22,63,149,145,295,112,110,219,4,11,14,20,19,37,127,143,274,7,5,12,7,9,9,12,14,23,16,27,44,0,0,0,33,52,89,7,16,22,9,13,21,0,7,8,11,42,56,0,0,0,24,72,103,58,132,189,0,0,6,4,11,12,0,0,0,11,12,23,111,145,258,0,0,5,486,612,1094
UCL115015,10,18,30,49,49,93,0,0,0,0,0,4,45,49,101,36,28,71,0,0,0,7,3,14,49,31,79,0,3,5,0,3,8,3,6,12,5,14,21,0,0,0,14,26,43,4,4,4,0,0,4,0,0,0,6,12,17,0,0,0,12,14,27,30,37,66,0,0,0,0,5,6,0,0,0,0,3,10,72,83,157,0,4,5,213,231,444
UCL115016,11,12,25,22,27,50,4,0,11,9,5,16,37,36,79,27,27,54,6,0,6,0,8,6,30,31,59,3,0,3,0,4,4,4,0,3,8,18,23,0,0,0,19,19,32,0,6,6,0,4,9,0,4,4,0,3,7,0,0,0,8,19,21,21,34,56,0,5,5,0,0,0,0,0,0,0,7,7,49,42,88,0,0,0,146,164,309
UCL115017,26,25,48,61,82,142,0,6,4,20,13,36,84,95,184,21,17,32,13,10,21,30,34,64,61,58,122,0,0,0,4,4,9,5,5,6,9,11,14,0,0,0,16,23,37,9,8,20,6,8,11,4,0,4,6,16,22,0,0,0,15,37,60,38,59,95,0,0,0,5,9,14,0,0,0,5,12,15,51,60,115,0,0,0,263,302,573
UCL115018,8,9,15,21,30,48,0,0,0,0,0,0,21,29,54,12,22,37,0,0,0,0,0,0,12,25,39,0,0,0,0,0,0,3,6,8,6,11,19,0,0,0,7,11,28,0,3,3,0,0,0,0,4,4,6,6,3,0,0,0,6,9,6,10,22,31,0,0,0,4,3,3,0,0,0,4,3,7,47,36,78,0,0,0,99,123,221
UCL115019,33,36,67,132,125,250,8,0,13,19,9,26,156,136,291,67,68,133,9,8,17,37,33,70,114,106,221,7,3,13,7,6,11,11,3,18,14,34,48,0,0,0,38,56,89,9,14,24,9,25,33,4,4,10,21,55,82,0,0,0,51,96,146,81,151,234,6,4,4,0,17,22,0,0,0,7,18,25,115,119,235,5,4,9,515,577,1094
UCL115020,44,36,77,103,113,214,26,21,49,4,0,4,126,139,270,93,79,174,7,8,16,4,6,9,107,96,196,4,6,9,7,9,17,15,19,33,11,23,41,0,0,0,39,58,96,0,17,20,0,6,4,4,3,4,8,34,42,0,0,0,13,53,69,50,120,165,3,0,5,5,9,16,0,0,0,11,7,20,76,53,124,0,0,0,409,446,856
UCL115021,11,9,18,35,32,66,17,13,27,0,0,0,55,37,93,27,26,55,0,0,0,0,0,0,27,26,60,3,0,7,0,0,0,0,4,5,4,3,11,0,0,0,13,9,19,0,0,0,0,4,3,0,3,3,4,3,10,0,0,0,7,16,21,19,24,43,0,0,0,0,0,0,0,0,0,0,0,7,48,45,96,6,0,8,164,149,315
UCL115022,30,18,44,72,91,164,20,18,41,6,8,12,99,115,214,43,48,87,43,40,87,8,11,18,90,100,188,3,3,8,3,14,18,20,14,34,12,28,35,0,0,0,39,56,94,20,21,43,4,8,15,6,3,3,15,22,30,0,0,0,44,53,95,83,106,187,4,3,4,3,13,14,0,0,0,9,15,22,27,35,55,4,0,4,335,379,712
UCL115023,12,11,25,45,24,68,17,11,35,0,0,0,59,38,97,25,18,43,14,6,18,0,0,0,34,28,61,0,0,3,4,5,11,5,6,12,0,9,14,0,0,0,10,22,29,0,3,4,0,0,3,0,0,0,0,7,9,0,0,0,4,16,21,17,35,52,0,0,0,0,5,5,0,0,0,0,3,6,111,78,183,0,0,0,236,197,431
UCL115024,27,10,33,36,26,61,24,36,59,0,0,8,65,65,127,23,22,50,6,15,23,0,0,0,31,36,71,6,0,7,3,0,3,5,0,4,4,11,14,0,0,0,12,14,23,4,6,9,0,3,5,0,4,6,0,11,15,0,0,0,9,22,30,18,40,59,3,0,0,0,7,7,0,0,0,3,9,6,127,146,271,5,3,4,268,302,575
UCL115025,21,17,39,68,57,125,4,3,6,6,10,12,75,69,144,38,44,79,5,4,15,14,8,19,54,57,111,0,3,5,0,0,0,20,5,30,5,8,9,0,0,0,23,18,40,3,22,24,0,6,9,3,8,9,4,16,18,0,0,0,14,46,61,41,68,109,0,3,6,0,0,4,0,0,0,5,8,10,24,29,48,0,0,0,217,244,461
UCL115026,21,11,27,35,19,57,34,21,51,0,0,0,68,41,108,26,26,51,9,0,13,0,0,0,31,32,67,4,0,4,5,4,8,0,9,11,6,5,13,0,0,0,13,20,34,0,0,0,0,7,10,0,0,0,5,10,20,0,0,0,4,19,28,26,36,58,5,0,5,0,3,3,0,0,0,10,3,11,61,69,138,0,0,0,213,194,407
UCL115027,51,44,88,75,98,171,60,67,126,12,13,23,143,175,322,63,46,108,35,22,62,14,20,26,109,89,194,4,9,11,6,9,13,22,10,33,9,35,50,0,0,0,44,62,105,10,18,25,0,12,10,4,7,8,3,31,38,0,0,0,18,61,79,56,121,181,6,0,4,3,4,7,0,0,0,13,7,16,64,58,119,0,0,0,431,495,919
UCL115028,19,17,33,65,51,118,4,12,15,14,23,32,83,87,173,36,32,67,24,38,61,21,28,49,82,96,178,4,0,4,3,0,4,15,5,17,14,17,30,0,0,0,28,24,54,20,16,36,0,7,12,0,0,4,11,27,33,0,0,0,31,57,86,59,80,143,0,0,0,0,6,11,0,0,0,0,8,12,62,82,138,0,0,0,307,368,674
UCL115029,14,18,30,37,34,68,3,5,6,10,7,17,46,41,88,25,17,40,0,5,7,12,15,28,39,34,81,0,5,5,0,12,11,3,4,4,14,13,21,0,0,0,17,24,38,3,7,12,5,9,10,6,4,4,3,22,21,0,0,0,12,38,46,21,61,85,3,6,6,4,5,11,0,0,0,5,13,16,80,60,137,0,3,7,214,231,444
UCL115030,9,10,17,43,44,87,3,5,4,0,3,3,49,48,97,28,29,53,0,0,0,0,0,0,25,29,62,6,0,6,0,0,0,6,0,9,0,8,8,0,0,0,8,8,16,0,0,4,0,3,3,0,0,0,0,3,7,0,0,0,4,5,11,15,15,28,0,0,0,0,0,0,0,0,0,0,0,0,35,45,77,0,0,0,133,146,277
UCL115031,27,17,46,65,55,124,3,7,7,4,3,13,79,68,144,39,40,81,20,11,27,0,13,14,60,67,123,4,4,9,4,3,5,12,4,22,11,12,20,0,0,0,27,23,56,11,5,15,0,5,4,0,3,5,7,26,32,0,0,0,16,42,64,45,63,112,0,0,0,0,11,14,0,0,0,0,7,12,49,63,112,0,0,0,267,288,546
UCL115032,26,18,38,79,84,167,8,9,13,0,0,6,88,95,184,59,58,112,6,8,6,5,6,13,63,69,131,3,5,5,0,0,0,13,6,15,5,16,20,0,0,0,18,26,47,12,18,33,4,6,9,0,0,5,6,8,13,0,0,0,27,32,55,46,58,102,5,0,4,6,12,12,0,0,0,3,11,15,46,39,85,0,0,0,275,286,552
UCL115033,50,64,113,186,173,352,29,25,56,11,16,27,220,211,439,86,55,147,50,53,100,18,9,29,156,119,275,3,0,12,3,5,7,27,8,34,22,38,61,0,0,0,61,58,120,9,23,31,3,17,25,3,10,11,27,61,89,0,0,0,46,117,156,105,171,274,3,6,8,8,18,29,0,0,0,16,20,39,59,60,123,0,3,4,611,651,1263
UCL115034,34,20,55,58,77,138,4,5,16,3,3,12,74,85,164,49,46,93,4,3,10,10,14,22,65,63,128,0,7,7,0,9,6,17,11,25,3,15,19,0,0,0,27,32,58,7,12,15,6,4,6,0,4,4,0,8,8,0,0,0,5,28,35,32,61,91,4,4,8,0,5,5,0,0,0,3,7,12,37,36,71,0,0,0,249,271,520
UCL115035,61,54,120,133,103,235,41,34,80,59,51,103,230,187,421,69,53,120,26,46,70,41,54,97,138,153,290,4,7,9,5,8,22,9,22,30,21,35,52,0,0,0,40,68,107,8,19,27,3,11,9,0,14,18,16,47,65,0,0,0,29,91,120,67,161,225,6,5,9,6,12,18,0,0,0,8,14,26,84,85,174,6,3,6,590,664,1254
UCL115036,32,24,56,90,59,148,14,15,27,8,5,16,111,81,191,51,52,95,29,28,55,20,15,31,97,91,189,7,0,3,0,8,8,9,9,19,6,19,23,0,0,0,27,33,59,11,13,22,3,13,13,0,0,0,7,24,32,0,0,0,25,47,71,51,79,127,8,3,10,4,11,18,0,0,0,9,18,24,45,61,102,3,3,5,340,360,701
UCL115037,16,10,32,35,44,77,0,6,6,8,10,17,44,57,103,27,19,42,13,14,25,20,29,48,61,60,116,0,0,3,0,0,6,5,0,11,9,8,13,0,0,0,21,13,40,6,11,18,5,0,7,0,3,3,4,10,13,0,0,0,21,25,48,41,41,80,0,0,0,0,4,9,0,0,0,0,4,9,20,16,34,0,0,0,184,190,376
UCL115038,11,14,19,37,55,92,13,8,17,0,0,0,48,59,114,29,26,54,4,5,7,0,0,0,33,33,66,0,0,3,0,4,5,4,6,9,6,6,12,0,0,0,13,21,31,0,0,5,0,0,7,0,0,0,5,4,11,0,0,0,9,9,16,18,28,46,0,0,0,0,3,7,0,0,0,0,3,6,63,74,139,0,0,0,180,211,392
UCL115039,33,25,52,67,83,152,43,60,107,3,0,3,116,143,258,85,73,162,0,4,0,4,4,11,92,86,175,4,0,4,5,5,9,16,8,19,15,30,48,0,0,0,37,46,82,0,9,13,4,0,3,0,3,3,18,19,38,0,0,0,18,40,64,56,83,142,0,0,0,0,10,10,0,0,0,0,10,5,309,280,587,0,0,0,604,623,1224
UCL115040,18,23,35,59,43,98,14,3,17,18,8,25,82,54,139,28,33,64,5,11,17,12,9,29,48,57,108,3,3,11,0,0,3,13,10,18,8,12,26,0,0,0,22,27,51,8,6,13,0,4,4,6,3,6,3,6,5,0,0,0,17,17,35,43,50,89,0,0,3,0,3,5,0,0,0,4,3,9,21,15,39,0,0,0,208,205,416
UCL115041,26,22,47,89,70,164,24,17,40,5,7,5,117,88,208,55,72,119,4,0,6,11,13,18,60,84,142,0,4,8,0,3,3,10,11,20,8,24,33,0,0,0,17,37,61,0,7,6,0,0,6,5,0,4,0,6,14,0,0,0,5,18,24,22,61,87,5,0,5,0,4,3,0,0,0,4,4,9,166,179,345,3,0,5,402,444,841
UCL115042,26,18,49,46,69,113,19,23,47,3,0,4,76,91,164,32,42,74,10,9,20,9,13,19,46,65,115,0,0,6,0,3,3,8,5,11,6,6,9,0,0,0,16,15,32,7,3,8,0,3,9,0,0,0,3,16,12,0,0,0,9,25,29,21,37,60,0,0,0,4,3,9,0,0,0,7,3,8,44,45,87,0,0,0,225,261,484
UCL115043,13,22,35,61,39,96,11,33,47,0,0,0,75,71,147,66,54,124,0,0,0,0,0,0,66,53,121,0,3,6,0,8,7,0,3,7,3,12,24,0,0,0,10,31,42,0,3,4,4,3,5,0,0,0,6,8,13,0,0,0,10,14,25,24,52,67,6,0,3,8,7,14,0,0,0,11,8,13,204,242,442,0,0,0,390,445,834
UCL115044,28,18,43,69,47,120,34,28,65,0,0,0,108,76,186,65,46,110,0,5,5,0,4,4,65,54,117,0,3,3,0,3,3,4,0,5,3,19,16,0,0,0,4,23,31,3,4,5,0,6,5,0,0,0,6,19,21,0,0,0,11,19,33,14,45,64,0,0,0,0,0,4,0,0,0,4,0,0,162,193,350,3,0,3,367,396,760
UCL115045,4,0,6,25,18,43,16,18,33,0,0,3,44,39,76,24,27,46,4,14,19,0,0,0,30,33,66,0,3,3,3,0,4,3,5,4,0,8,7,0,0,0,5,10,16,0,0,0,0,0,3,0,4,4,0,3,3,0,0,0,0,7,9,9,19,26,0,0,0,0,0,0,0,0,0,0,0,0,71,94,169,0,0,0,158,194,353
UCL115046,13,8,26,62,53,113,17,21,40,5,0,6,83,75,156,33,31,66,9,7,22,0,5,9,44,42,92,0,3,3,0,4,6,10,0,12,11,9,18,0,0,0,23,20,38,0,9,7,0,7,6,0,4,9,6,17,23,0,0,0,10,37,46,34,50,86,0,0,5,0,3,3,0,0,0,0,4,8,48,50,92,13,4,14,237,244,476
UCL115047,15,16,36,44,37,85,32,15,45,0,0,0,77,58,132,52,63,110,6,3,11,0,0,0,60,65,122,4,0,3,0,3,8,8,16,19,0,9,8,0,0,0,11,29,41,5,9,14,0,5,3,0,0,3,3,11,18,0,0,3,15,26,40,23,54,80,3,0,3,5,4,8,0,0,0,5,4,7,55,66,124,0,0,0,240,260,501
UCL115048,33,34,69,95,64,157,14,9,21,11,16,28,116,92,208,45,42,94,26,20,42,16,13,29,88,75,159,6,6,14,7,4,10,20,10,32,11,26,37,0,0,0,44,45,91,8,15,28,6,6,15,0,0,0,9,18,29,0,0,0,28,40,71,73,89,162,6,4,8,0,7,7,0,0,0,6,9,15,48,58,110,4,0,4,373,363,731
