UCL_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL322112,105,91,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17,0,0,0,0,0,0,10,4,10,14,12,22,0,0,0,151,124,278
UCL322113,108,126,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,39,0,0,0,125,142,272
UCL322114,204,186,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,12,14,29,0,0,0,234,213,442
UCL322115,138,130,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,5,10,0,0,0,0,0,0,0,4,4,22,12,33,0,0,0,174,155,330
UCL322116,78,83,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,3,8,0,0,0,3,0,4,22,15,42,0,0,0,118,122,237
UCL322117,171,159,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,12,0,0,0,0,0,0,0,0,0,15,9,26,0,0,0,201,184,387
UCL322118,123,114,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,0,0,0,130,116,251
UCL322119,108,103,213,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,10,4,13,0,0,0,131,115,252
UCL322120,221,240,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,18,0,0,0,0,0,0,0,6,5,29,33,61,0,0,0,271,293,563
UCL322121,171,178,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,8,7,18,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,27,0,0,0,0,0,0,3,8,8,18,24,43,0,0,0,225,236,467
UCL322122,137,132,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,26,0,4,4,0,0,0,8,8,16,21,13,37,11,6,12,206,193,397
UCL322123,93,75,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,15,13,31,0,0,0,115,106,221
UCL322124,81,68,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,0,0,0,0,0,0,3,0,7,8,12,13,0,0,0,110,93,200
UCL322125,180,146,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,21,0,0,0,0,0,0,4,3,3,15,26,42,0,0,0,211,207,418
UCL322126,96,110,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,19,32,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,13,0,0,0,122,140,260
UCL322127,251,224,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,7,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,21,0,0,3,0,0,0,3,7,13,19,16,35,0,0,0,297,280,574
UCL322128,191,204,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,10,32,0,0,0,210,222,430
UCL322129,117,105,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,14,8,17,0,0,0,0,0,0,0,0,6,3,7,15,0,0,0,139,130,273
UCL322130,139,142,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,0,0,0,0,0,3,5,0,17,9,30,0,0,0,172,170,343
UCL322131,100,83,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,0,0,6,11,16,0,0,0,114,96,206
UCL322132,223,186,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,4,9,0,0,0,0,5,5,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,4,7,0,7,5,0,5,0,0,0,3,0,3,37,25,62,0,0,0,289,235,515
UCL322133,135,136,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,136,137,277
UCL322134,47,50,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,67,66,128
UCL322135,119,149,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,130,152,279
UCL322136,143,144,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,5,5,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,6,7,19,0,0,0,0,0,0,0,7,4,8,5,13,0,0,0,172,176,348
UCL322137,81,96,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,0,0,92,104,191
UCL322138,88,91,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,8,3,14,0,0,0,105,114,216
UCL322139,137,106,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,6,9,0,0,0,141,112,260
UCL331001,192350,175821,368170,11,0,13,7,4,18,399,491,892,170,288,461,94,71,167,36,18,56,185,204,387,989,1056,2047,37,33,74,75,99,175,411,330,739,147,228,379,42,16,58,21,9,22,377,308,691,515,373,883,75,236,317,84,86,170,22,15,36,190,278,464,17,20,40,859,698,1554,5654,5352,11002,39,41,79,438,1381,1822,119,136,252,110,147,255,1437,1381,2814,113,79,187,103,203,308,187,512,694,8643,8735,17383,664,763,1422,212,262,473,4496,4129,8625,28049,20434,48489,1207,563,1770,248595,224806,473398
UCL379997,76,9,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,3,0,0,0,3,0,0,192,29,222,17,10,24,317,65,385
UCL401001,411332,424981,836313,4422,3432,7853,1131,1019,2152,948,1050,2000,10652,13926,24579,1172,1274,2445,816,742,1563,514,584,1095,3028,3673,6703,3443,3925,7369,2052,1988,4039,22926,19510,42439,776,1209,1988,2605,2465,5071,854,725,1578,1345,1262,2611,7200,7806,15005,400,1019,1419,1647,1966,3618,864,868,1731,3651,4529,8180,3578,3448,7026,1883,1973,3856,4523,4487,9006,3030,2356,5385,4427,7813,12236,1885,2463,4347,1155,1391,2544,2959,3217,6179,2487,2352,4839,593,906,1503,879,1943,2824,38712,40493,79207,1983,1954,3936,6970,9019,15988,26329,28775,55097,21510,21668,43170,1146,1218,2365,605836,633417,1239255
UCL412001,11001,11635,22634,0,0,0,0,0,0,13,21,32,11,31,47,5,6,7,3,0,4,3,4,6,53,76,134,10,7,15,6,10,13,30,18,53,4,11,18,7,7,17,0,0,0,25,41,65,45,43,89,3,9,6,7,10,16,9,0,9,21,24,44,3,3,10,56,43,101,92,104,195,7,8,18,57,90,148,20,17,27,5,13,14,48,40,87,13,15,26,4,3,10,7,14,16,1336,1549,2894,39,39,75,7,15,22,197,182,379,478,519,996,13,13,19,13635,14629,28262
UCL412002,8230,8783,17010,0,0,4,0,0,0,21,44,64,20,32,50,0,5,5,5,0,7,0,5,7,55,74,121,9,3,14,10,4,15,88,76,164,7,8,13,11,11,22,0,0,5,21,14,32,26,11,46,6,14,20,0,8,7,8,4,7,42,29,73,7,4,12,47,55,103,76,108,185,6,11,18,48,93,139,3,8,15,11,20,32,122,144,267,28,36,65,9,18,20,6,20,27,704,771,1478,44,54,96,7,8,15,161,201,362,312,337,652,13,12,27,10161,11027,21191
UCL412003,10689,11303,21995,0,0,0,7,4,9,7,9,18,24,39,61,15,8,23,9,9,20,0,7,5,39,55,94,14,12,22,4,5,11,85,72,153,5,10,14,4,8,7,13,18,31,10,7,18,65,55,122,0,7,8,3,0,11,0,0,0,16,26,41,5,6,15,70,67,133,124,105,226,16,15,33,44,121,165,8,16,23,3,9,13,38,65,102,8,18,28,5,8,10,80,93,171,345,438,782,27,14,42,9,23,28,281,320,594,719,740,1460,15,9,25,12836,13694,26525
UCL412004,8155,7791,15943,0,0,0,3,8,9,6,7,15,18,33,48,24,20,38,6,8,14,10,8,19,52,56,112,25,16,37,0,4,0,129,82,204,6,17,20,4,0,7,0,0,0,16,20,32,39,25,63,0,3,3,6,8,8,0,5,7,11,15,25,3,4,9,32,50,87,86,65,147,7,5,12,119,200,320,9,16,22,5,3,9,73,84,155,14,12,24,0,0,0,4,12,20,926,982,1910,7,15,24,5,6,14,197,184,375,718,651,1371,6,10,11,10710,10409,21122
UCL413001,5960,6366,12330,0,0,0,0,0,0,21,27,48,21,31,48,7,0,7,5,0,5,0,3,6,80,83,159,7,0,10,7,8,19,19,27,44,8,3,11,3,4,5,0,0,0,13,24,34,20,5,26,10,14,23,6,8,15,0,0,0,19,23,39,0,0,0,31,42,68,61,70,127,5,0,5,0,17,21,21,16,38,11,15,26,59,62,126,6,3,15,0,4,4,5,14,19,698,637,1335,62,56,112,4,6,12,170,165,332,167,155,320,9,12,19,7505,7911,15419
UCL413002,6867,6964,13832,3,0,8,5,10,19,5,4,10,90,94,185,0,6,9,6,0,3,8,6,17,31,38,68,0,0,3,0,0,6,50,44,100,5,9,11,7,0,7,0,0,0,5,0,3,51,43,97,0,4,4,3,8,17,4,6,3,12,19,32,0,0,8,23,32,57,87,77,164,4,9,9,181,271,448,4,8,10,0,4,4,22,21,43,13,11,22,4,19,23,0,12,19,249,291,543,17,13,33,60,51,112,164,156,318,556,522,1081,9,16,17,8571,8755,17326
UCL413003,5623,5312,10934,5,0,5,4,0,5,4,0,9,13,17,27,3,0,3,3,0,3,0,5,9,25,27,44,0,5,6,0,0,0,107,90,198,0,4,4,4,0,3,0,0,0,5,3,10,22,16,39,0,0,0,8,0,3,0,0,0,10,9,14,7,19,25,21,10,33,45,23,68,10,3,19,10,39,50,0,0,0,3,0,6,11,7,19,12,10,18,4,0,4,0,3,5,177,137,312,5,5,8,21,23,44,123,113,240,610,521,1136,30,11,37,6917,6418,13328
UCL413004,5899,6112,12010,0,0,0,0,0,0,0,5,10,10,11,17,34,33,64,0,0,0,4,4,4,25,27,57,4,3,11,0,0,0,39,26,65,5,7,7,0,0,0,0,0,0,0,3,10,18,14,31,0,6,7,0,6,13,0,0,0,9,11,23,3,6,6,18,25,45,64,44,109,4,4,6,35,87,122,8,0,8,0,4,4,21,22,45,0,0,4,9,6,10,0,24,22,193,235,433,5,9,19,3,9,21,74,75,149,493,439,933,4,5,11,6989,7272,14264
UCL413005,5748,5969,11719,0,0,0,0,5,5,6,5,9,4,10,12,0,0,0,5,4,14,0,4,6,10,20,34,10,12,22,0,3,4,34,24,55,0,4,7,0,0,0,0,0,0,3,5,7,48,35,79,0,0,0,3,0,4,0,0,0,0,4,6,5,3,8,17,7,29,35,38,74,23,12,29,35,56,92,0,0,0,0,3,3,24,23,46,4,4,4,0,4,5,0,13,13,165,174,339,6,11,15,0,13,17,58,57,120,505,466,972,5,0,0,6775,6994,13772
UCL413006,5863,6657,12517,0,0,0,0,0,0,20,11,31,10,23,34,4,4,13,5,0,5,5,0,8,61,77,141,3,0,4,5,9,14,35,20,54,9,7,18,0,4,6,0,0,0,22,30,52,30,18,54,3,11,10,5,4,11,0,0,0,9,5,13,9,4,16,42,70,114,84,73,156,0,0,0,17,60,76,0,9,10,7,3,8,32,24,60,7,4,4,0,0,5,10,15,23,958,1140,2094,29,30,57,4,5,16,117,127,249,271,341,610,14,10,23,7682,8809,16493
UCL414001,3030,3334,6361,0,0,0,0,0,0,4,7,12,0,4,7,4,3,9,0,0,0,0,0,0,36,47,80,3,0,8,0,3,3,18,8,22,0,0,0,0,0,0,0,0,0,11,10,24,15,10,21,0,7,7,0,0,3,0,0,0,0,3,3,0,0,3,46,29,73,38,61,95,0,0,0,0,15,19,5,3,12,0,13,7,8,10,21,0,3,6,0,0,0,4,8,7,524,596,1117,13,19,33,0,4,5,48,61,109,204,250,452,3,4,12,4038,4502,8545
UCL414002,1996,2135,4129,0,0,0,0,0,0,7,3,7,3,0,4,5,0,5,0,0,3,0,0,0,6,13,22,0,0,4,0,0,0,3,4,7,0,0,3,3,0,3,0,0,0,4,6,9,0,0,0,0,5,9,0,4,11,0,0,0,0,10,10,0,0,0,17,16,29,15,26,41,0,0,0,3,5,15,0,4,4,0,0,0,16,13,33,0,0,0,0,0,0,7,8,9,139,179,319,4,3,9,0,0,3,34,39,76,110,118,226,0,0,0,2387,2606,4990
UCL414003,1842,1904,3747,109,39,153,0,0,0,3,3,4,52,39,94,0,0,0,3,0,0,7,0,10,4,10,10,0,0,5,0,8,4,13,5,18,5,3,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,42,42,78,0,0,0,3,5,11,65,50,110,25,10,37,68,70,130,5,0,5,0,0,0,7,10,19,8,3,11,0,7,7,9,19,26,57,47,100,6,4,9,11,19,30,90,43,140,229,181,408,10,12,20,2691,2536,5232
UCL414004,2547,2819,5368,0,0,0,0,0,0,0,8,12,0,3,3,0,0,0,0,0,0,0,0,0,24,32,60,0,0,0,0,0,3,5,4,11,0,3,3,0,0,0,0,0,0,4,4,3,4,8,14,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,13,19,32,18,17,31,0,0,0,3,12,13,0,0,0,0,0,0,4,9,14,5,0,5,3,5,4,0,8,8,131,161,299,5,9,14,4,3,4,36,24,54,74,91,158,0,3,3,2892,3238,6123
UCL414005,2499,2757,5252,0,0,0,0,0,0,0,3,6,0,7,7,0,0,0,0,0,0,0,0,0,22,13,32,0,0,0,0,0,0,8,3,8,3,4,11,0,0,0,0,0,0,7,12,18,0,8,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,23,34,21,27,43,0,0,0,9,20,32,3,4,9,0,0,0,12,13,24,0,0,0,0,0,0,3,9,11,200,267,469,7,5,12,5,3,3,27,31,59,133,153,286,0,0,0,2967,3371,6338
UCL415001,894,923,1813,0,0,0,0,0,0,3,0,5,0,4,4,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,3,22,10,28,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,0,0,0,0,0,0,6,6,60,67,132,5,7,12,0,0,0,15,8,24,50,28,75,6,0,6,1062,1082,2145
UCL415002,1665,1685,3344,5,0,6,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,9,14,24,0,0,0,0,0,0,7,7,12,3,0,3,0,0,0,0,0,0,3,0,3,18,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,8,11,16,0,0,0,5,11,18,0,0,3,0,4,4,0,9,8,0,0,0,0,0,0,0,9,8,163,166,328,4,0,5,6,4,13,31,30,52,54,45,105,0,0,0,2001,2022,4024
UCL415003,798,858,1650,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,3,8,6,0,0,0,23,23,42,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,35,42,75,4,0,7,0,0,0,6,8,13,45,46,94,0,0,0,926,999,1922
UCL415004,632,707,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,8,4,6,13,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,51,64,117,0,3,6,0,0,0,12,9,20,24,44,68,5,0,3,747,855,1603
UCL415005,712,803,1517,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,21,20,39,0,0,0,17,13,26,0,0,0,0,0,0,0,0,0,0,0,0,8,10,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,16,6,3,9,0,0,0,21,15,32,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,46,44,93,4,4,11,0,0,0,13,5,20,70,56,127,9,0,9,947,997,1941
UCL415006,1607,1720,3325,0,0,0,3,0,3,3,0,3,10,13,17,9,8,18,0,0,0,0,0,0,15,4,19,10,16,22,0,4,3,47,43,93,0,0,0,0,0,0,0,0,0,3,0,3,4,7,9,0,0,0,4,5,10,0,0,8,8,4,16,0,0,0,14,11,21,15,18,29,0,0,0,0,21,22,0,0,0,0,0,0,5,3,7,0,0,6,0,3,7,0,0,0,64,86,151,4,0,5,0,0,4,70,27,96,157,163,320,84,7,91,2135,2174,4308
UCL415007,1007,1005,2012,51,15,68,0,0,0,0,0,0,20,15,34,0,0,0,0,0,0,0,4,6,5,10,13,0,0,0,0,5,0,11,4,14,0,3,9,0,0,0,0,0,0,3,0,3,6,0,7,0,0,3,0,6,6,0,0,0,53,39,94,0,0,3,4,5,4,26,20,40,25,10,33,44,61,96,0,0,0,0,0,0,7,8,19,9,8,13,4,6,8,3,6,7,10,17,21,0,5,5,6,3,12,64,30,96,97,84,182,5,3,8,1466,1358,2825
