UCL_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL115064,0,0,0,0,6,9,27,24,28,90,0,0,0,0,0,4,0,0,0,10,0,5,12,17,19,18,18,39,33,176,121,187,426,516,567,626,570,364,180,3557
UCL115065,0,0,4,4,8,15,40,38,21,131,0,0,0,0,4,0,0,3,0,6,15,14,43,40,43,39,45,53,25,312,70,114,257,239,293,337,317,244,96,1967
UCL115066,0,0,8,0,0,11,19,3,4,44,0,0,0,0,0,0,0,4,0,4,10,6,15,7,9,11,6,4,0,69,77,166,402,311,298,332,185,59,10,1846
UCL115067,3,4,3,9,11,22,31,27,34,141,4,0,0,0,0,0,0,5,0,13,10,3,16,12,6,13,23,32,13,137,60,86,202,241,248,381,417,281,145,2065
UCL115068,0,0,0,0,3,12,40,18,5,80,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,4,13,31,6,64,15,45,85,105,134,201,266,167,33,1052
UCL115069,0,3,0,9,7,16,45,30,18,122,0,0,0,0,0,0,0,0,0,7,3,5,3,11,14,19,31,38,11,134,47,58,161,164,214,291,362,248,116,1669
UCL115070,5,0,0,3,12,23,35,11,11,103,0,0,0,0,0,0,3,0,0,6,5,8,14,13,14,9,12,19,3,93,101,190,513,459,397,292,237,113,18,2319
UCL115071,0,0,3,5,5,15,31,17,15,92,0,0,0,0,0,0,0,0,0,4,12,8,27,31,25,31,20,22,4,179,61,89,257,252,232,286,262,145,61,1645
UCL115072,0,0,0,0,0,5,23,11,3,46,0,0,0,0,0,0,0,0,0,3,5,5,0,9,7,3,0,6,3,32,38,58,117,183,222,298,362,131,12,1426
UCL115073,0,0,0,7,6,16,28,29,14,103,0,4,4,0,0,0,5,0,0,17,8,20,30,26,34,34,40,20,14,226,53,118,242,216,209,291,277,163,69,1639
UCL115074,0,0,3,7,3,19,35,26,16,113,0,0,0,0,0,0,0,0,0,3,15,14,55,33,50,40,48,47,35,346,59,99,237,213,234,294,247,170,70,1618
UCL115075,0,0,0,3,0,3,4,14,6,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,8,10,9,36,17,25,49,58,101,168,274,215,41,952
UCL115076,0,0,0,6,8,17,35,25,16,104,0,0,0,0,0,0,0,4,3,12,5,9,12,8,22,22,35,30,3,141,39,69,176,163,185,256,310,200,57,1449
UCL115077,0,0,6,0,9,29,61,31,21,149,0,0,0,0,0,0,0,4,0,6,4,6,11,13,11,27,38,34,22,167,40,72,175,189,261,608,939,459,117,2869
UCL115078,0,0,0,4,0,5,14,13,6,40,0,0,0,0,0,0,0,0,0,0,0,7,10,12,10,18,18,37,37,153,23,51,98,98,141,309,299,208,84,1308
UCL115079,4,0,0,5,7,22,39,31,21,129,0,0,0,0,0,4,9,3,0,17,12,22,26,30,25,41,35,32,20,238,54,139,248,199,231,373,279,209,77,1813
UCL115080,0,0,3,4,3,14,24,11,5,63,0,0,0,0,3,0,0,0,0,0,3,7,3,7,7,8,8,6,0,45,61,113,337,307,296,238,168,90,8,1620
UCL115081,0,6,10,0,6,13,12,17,8,67,0,0,7,6,0,0,0,0,0,13,7,6,42,23,23,26,10,11,5,151,30,81,286,160,139,166,110,59,43,1069
UCL115082,0,0,0,0,3,19,26,31,0,83,0,0,0,0,0,0,0,0,0,7,8,11,3,12,14,14,33,10,8,112,29,49,100,102,133,191,229,128,52,1020
UCL115083,0,0,0,7,3,15,33,30,23,110,0,0,0,0,0,4,0,0,0,5,3,11,21,15,15,20,25,26,16,151,57,104,253,291,288,358,440,226,91,2106
UCL115084,0,0,5,0,4,12,37,31,17,107,0,0,0,0,0,0,3,0,0,7,4,6,7,8,13,30,30,30,6,133,19,36,82,106,178,387,538,310,71,1733
UCL115085,0,0,0,0,0,0,4,8,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,16,7,8,55,51,56,98,120,153,179,181,100,31,962
UCL115086,5,0,3,0,4,4,11,12,3,31,4,0,5,0,0,0,3,0,0,10,9,30,56,25,20,18,11,4,0,174,162,532,868,402,363,373,203,81,14,3003
UCL115087,0,0,0,7,3,0,12,3,6,30,0,0,0,0,0,0,0,0,0,0,3,0,9,14,18,19,6,5,4,76,32,55,165,182,153,153,123,50,24,941
UCL115088,0,0,4,5,7,0,11,15,7,47,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,8,9,4,44,27,63,165,129,166,194,242,132,51,1176
UCL115089,0,3,10,13,11,24,49,48,27,188,0,0,11,0,0,0,0,0,0,14,25,113,308,275,184,102,63,44,8,1111,116,314,802,707,619,601,492,289,97,4048
UCL115090,3,0,0,0,3,18,32,24,8,91,0,0,0,0,0,0,0,3,0,7,3,10,18,12,20,13,18,27,9,130,31,50,79,86,156,191,203,160,40,995
UCL115091,0,0,6,3,3,10,31,24,8,82,0,0,0,0,0,0,0,0,0,5,3,9,19,12,18,31,30,27,0,141,36,59,132,120,165,215,273,149,18,1174
UCL115092,0,0,5,0,3,7,16,23,21,81,0,0,0,0,7,0,0,0,0,7,6,3,21,13,5,6,8,8,5,78,53,117,250,184,205,178,201,137,74,1406
UCL115093,0,0,0,0,0,0,4,3,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,11,18,47,119,110,145,180,176,78,47,929
UCL115094,0,0,0,4,7,16,38,49,43,158,0,0,0,0,0,0,0,0,5,7,11,12,31,31,26,38,30,30,19,220,76,119,219,279,281,386,435,293,147,2240
UCL115095,4,0,0,4,0,10,25,16,13,74,0,0,0,0,0,0,0,3,5,3,5,9,21,16,14,26,13,7,7,123,27,65,161,145,115,155,124,81,38,908
UCL115096,0,0,5,0,7,11,24,28,10,83,0,0,0,0,0,0,0,0,4,8,6,3,8,6,9,17,30,26,7,105,93,140,259,359,489,599,774,433,80,3220
UCL115097,0,0,0,0,3,16,30,15,6,76,0,0,0,0,0,0,0,0,0,3,17,4,17,9,20,27,28,19,6,146,54,109,209,252,308,471,480,234,43,2156
UCL115098,0,0,0,5,5,11,24,30,9,81,0,0,0,0,0,0,0,7,0,13,11,9,44,35,45,72,46,46,12,321,35,64,188,154,177,266,229,163,33,1312
UCL115099,0,0,3,4,11,16,47,44,40,174,0,0,0,0,0,0,0,0,0,7,9,12,19,23,31,24,22,27,27,191,76,141,329,272,299,419,403,300,158,2397
UCL115100,0,5,0,4,6,16,18,41,39,127,0,0,0,0,0,0,0,0,0,6,0,11,9,21,21,24,42,40,31,208,38,91,221,221,301,407,433,354,204,2267
UCL115101,0,0,6,6,4,7,20,27,5,71,0,0,0,0,0,0,0,0,0,5,10,3,13,17,16,34,26,22,9,138,51,70,183,218,292,423,475,235,56,1998
UCL115102,5,0,5,5,10,17,52,41,20,153,0,0,0,0,0,3,4,0,0,8,7,8,10,18,25,28,33,20,3,157,52,105,186,194,221,263,304,204,66,1606
UCL115103,0,0,0,0,0,9,21,17,19,72,0,0,0,0,3,6,0,0,0,6,5,4,11,9,11,16,10,7,4,79,24,49,110,117,93,122,153,88,53,807
UCL115104,0,0,0,0,0,4,23,12,27,65,0,0,0,0,0,0,0,0,0,3,0,0,10,7,8,16,13,14,10,69,16,39,106,161,141,218,276,154,137,1245
UCL115105,0,0,0,0,0,7,23,21,24,77,0,0,0,0,0,0,0,4,0,6,3,7,6,21,12,18,23,25,25,136,35,99,157,158,169,208,186,147,80,1243
UCL115106,5,0,0,12,12,20,59,25,21,162,3,0,0,0,0,3,3,4,0,12,18,23,29,41,40,52,39,35,25,300,88,120,256,282,339,444,404,254,117,2314
UCL115107,4,0,0,0,8,6,14,24,20,76,0,0,0,0,0,4,0,0,0,11,20,14,42,51,41,33,27,15,9,251,89,115,384,463,563,487,419,189,69,2785
UCL115108,0,0,0,0,3,3,4,5,0,19,0,0,0,0,0,0,0,0,0,5,5,4,13,7,12,10,12,0,0,62,52,97,208,348,379,235,153,41,4,1505
UCL115109,0,0,0,8,5,17,47,33,25,136,0,0,0,0,0,6,0,0,0,8,7,7,11,27,20,42,52,49,12,243,80,90,261,274,362,544,802,394,125,2938
UCL115110,0,3,3,10,9,35,67,62,57,248,0,0,0,3,0,0,3,0,0,12,21,21,44,54,38,38,51,38,16,331,114,190,398,411,413,502,456,327,158,2961
UCL115111,5,0,4,6,4,25,58,38,10,156,0,0,0,5,3,0,7,7,3,21,23,31,67,62,52,38,49,52,33,418,99,202,391,374,337,435,405,287,110,2641
UCL115112,0,0,0,0,0,4,7,4,0,27,0,0,0,0,0,0,0,0,0,0,4,0,20,12,14,4,3,0,0,57,63,127,491,369,200,191,106,35,5,1588
UCL115113,0,0,6,4,7,8,25,28,9,85,0,0,0,0,0,3,0,0,0,9,0,7,8,4,11,18,23,23,24,113,39,104,273,165,232,205,179,155,62,1414
UCL115114,0,0,3,6,10,24,35,28,12,120,0,0,0,0,3,0,7,8,0,21,18,13,38,47,24,27,43,28,9,240,88,121,306,281,295,322,342,197,80,2025
UCL115115,0,0,0,0,4,14,23,18,6,69,0,0,0,0,3,4,0,0,0,16,18,15,61,63,47,47,45,22,13,332,106,196,538,700,699,680,606,248,71,3851
UCL115116,6,0,5,5,3,24,49,40,41,174,0,0,0,0,0,0,0,0,4,5,5,16,18,22,27,38,57,59,46,287,84,151,418,451,475,596,757,436,210,3575
UCL115117,3,0,3,0,0,9,31,35,11,86,0,0,0,0,0,0,0,4,0,4,8,3,11,16,12,11,24,31,19,144,43,43,115,149,127,168,333,339,123,1443
UCL115118,0,0,4,3,0,3,20,25,28,82,0,0,0,0,0,0,0,0,0,0,4,5,8,9,10,12,13,11,12,85,42,52,126,144,185,280,267,155,95,1347
UCL115119,0,0,0,3,4,19,16,20,0,73,0,0,0,0,0,0,0,0,0,4,11,8,23,20,13,11,22,10,6,127,117,232,522,469,508,465,369,174,54,2903
UCL115120,0,0,0,0,0,3,15,22,10,56,0,0,0,0,0,0,0,4,0,0,3,0,0,7,6,8,5,3,0,36,108,179,304,507,461,378,271,136,26,2369
UCL115121,0,0,0,0,7,20,27,23,8,99,0,0,0,0,0,0,0,0,0,4,6,9,17,19,22,11,22,29,3,139,45,94,176,194,206,268,280,157,47,1468
UCL115122,0,0,3,3,4,31,34,28,23,127,0,0,0,0,0,0,4,3,0,10,26,14,34,38,36,36,47,44,27,293,64,123,255,276,298,347,346,248,110,2059
UCL115123,0,0,0,0,0,4,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,16,15,7,0,59,43,55,135,161,228,184,209,81,17,1109
UCL115124,0,0,8,5,10,12,31,15,12,86,0,0,0,3,3,6,3,0,0,15,14,20,43,36,29,27,24,9,5,196,104,189,590,628,544,581,492,162,51,3340
UCL115125,0,0,0,0,0,12,48,34,24,115,0,0,0,0,0,0,0,0,0,5,3,10,14,22,14,34,36,52,18,204,57,98,261,325,333,490,627,411,127,2712
UCL115126,0,0,0,0,0,4,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,8,0,5,32,20,43,53,117,135,166,173,92,16,821
UCL115127,0,0,0,5,0,0,9,10,0,19,0,0,0,0,0,0,3,0,0,3,6,3,4,17,10,19,18,9,6,83,32,41,103,152,167,240,212,104,13,1070
UCL115128,0,0,5,5,0,0,7,7,5,21,0,0,0,0,3,0,0,0,0,4,6,11,19,20,29,12,7,0,0,103,42,81,239,322,372,304,213,77,21,1663
UCL115129,0,0,0,0,0,0,4,0,5,11,0,0,0,0,0,0,0,0,0,3,0,0,4,8,11,4,5,6,30,67,46,81,160,194,266,276,190,84,49,1347
UCL115130,0,0,0,0,7,29,70,60,55,225,0,0,0,0,0,3,3,0,0,16,8,5,14,16,13,35,61,78,64,292,64,104,239,246,303,645,832,538,224,3189
UCL115131,0,0,10,4,20,17,54,42,22,169,0,0,0,6,0,0,0,4,0,10,10,11,31,24,21,26,33,28,15,193,112,191,414,388,488,621,631,363,118,3328
UCL115132,0,0,0,0,0,3,8,12,9,33,0,0,0,0,0,0,0,0,0,3,4,0,8,9,10,8,7,8,13,59,17,47,116,137,191,297,298,153,57,1326
UCL115133,0,0,3,0,4,10,41,30,14,105,0,0,0,3,0,0,0,3,0,9,0,3,0,5,18,12,35,38,16,130,36,31,87,143,166,391,886,674,178,2592
UCL115134,0,0,0,7,9,17,56,53,45,183,0,0,0,0,3,0,4,5,0,17,12,6,23,16,20,38,30,39,24,214,118,203,406,349,424,575,581,402,200,3258
UCL115135,0,0,0,8,6,20,47,55,29,170,0,0,0,0,0,0,7,5,0,15,9,12,24,26,31,27,43,43,21,235,70,127,225,238,278,419,609,345,139,2446
UCL115136,3,0,0,0,4,0,17,7,0,35,0,0,0,0,0,0,0,0,0,5,6,8,6,12,7,3,7,8,0,52,67,115,294,327,279,212,165,69,18,1545
UCL115137,0,3,3,3,7,18,34,35,21,123,0,0,0,0,6,0,5,0,0,11,6,5,21,16,17,16,14,37,43,188,112,279,620,452,431,454,430,253,118,3153
UCL115138,0,0,5,0,4,0,10,13,6,31,0,0,0,0,0,0,0,0,0,0,6,11,17,12,9,3,0,0,0,56,41,153,392,290,232,148,152,60,8,1474
UCL115139,0,5,0,4,8,9,60,53,26,154,0,0,0,0,0,0,0,4,0,7,16,3,11,27,29,29,51,53,27,249,43,72,182,217,235,352,550,308,107,2062
UCL115140,0,0,0,0,4,3,12,10,3,34,0,0,0,0,0,0,7,0,0,6,3,4,8,8,8,20,24,12,0,88,19,34,105,117,137,204,302,99,28,1046
UCL115141,0,0,0,0,7,13,23,25,27,98,0,0,0,0,0,0,3,6,0,10,9,14,6,10,18,14,10,13,9,115,39,79,157,157,197,216,191,128,61,1223
UCL115142,0,0,0,3,0,5,22,17,8,59,0,0,0,0,0,0,0,3,0,3,5,0,3,4,15,33,52,34,5,146,29,53,126,144,224,484,624,306,79,2076
UCL115143,4,3,4,10,5,12,30,40,10,103,0,0,0,0,0,0,4,0,0,6,0,8,8,8,24,20,30,14,14,120,49,104,234,254,283,344,347,178,59,1847
UCL115144,0,0,4,5,6,18,32,30,25,115,0,0,0,0,0,3,0,0,0,6,15,5,14,18,35,29,61,37,9,234,57,72,213,227,314,491,618,344,111,2443
UCL115145,0,0,0,0,5,7,8,14,5,28,0,0,0,0,0,0,0,0,0,5,4,0,3,9,12,9,24,17,5,84,24,38,129,135,158,234,307,173,26,1231
UCL115146,0,0,0,0,0,8,26,19,17,77,0,0,0,4,0,0,0,3,6,8,0,0,11,8,14,12,22,21,10,100,49,99,200,269,349,476,494,259,95,2286
UCL115147,0,0,0,0,3,0,4,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,5,0,0,30,11,26,156,172,114,122,166,43,7,831
UCL115148,0,0,6,0,0,8,22,34,12,88,0,0,0,0,0,0,5,3,0,8,4,6,11,9,17,12,22,23,6,111,33,49,121,102,137,177,229,198,67,1116
UCL115149,0,0,5,0,3,6,9,11,0,32,0,0,0,0,0,3,0,3,0,8,44,37,78,78,74,84,70,21,12,497,64,71,216,157,159,200,134,49,13,1051
UCL115150,0,0,3,0,0,9,9,4,7,34,0,0,0,0,0,0,0,0,0,3,5,6,8,8,7,6,13,8,0,59,30,60,116,146,129,146,138,51,9,820
UCL115151,0,0,3,3,7,25,25,13,6,82,0,0,0,6,0,4,0,0,0,6,5,5,10,8,13,4,15,3,0,73,63,106,268,232,264,266,233,102,28,1565
UCL115152,0,0,0,0,4,9,23,29,13,86,0,0,0,0,0,0,0,0,0,7,3,0,11,4,8,15,19,23,10,89,22,39,116,88,123,170,174,132,53,903
UCL115153,0,0,3,3,9,12,33,15,11,76,0,0,0,0,0,0,0,0,0,8,7,5,20,19,26,23,39,32,36,213,30,87,155,121,159,209,199,147,77,1175
UCL115154,0,0,0,4,10,10,30,17,21,90,0,0,0,0,0,0,0,0,0,6,11,11,34,20,20,26,13,19,5,164,41,102,205,176,153,226,152,109,35,1199
UCL115155,0,3,8,11,23,47,70,50,43,260,0,0,0,3,0,0,0,0,0,5,30,38,89,79,78,69,71,66,28,552,132,252,582,417,492,630,535,346,160,3551
UCL115156,0,0,0,0,8,11,31,20,21,93,0,0,0,0,0,0,0,0,0,3,14,3,22,18,20,29,41,22,11,186,28,51,119,97,143,241,280,146,64,1165
UCL115157,0,0,0,3,9,30,24,32,13,112,0,0,0,0,0,0,0,0,0,7,4,4,11,9,18,15,25,24,3,113,36,67,126,118,145,195,218,141,48,1089
UCL115158,0,0,5,3,13,21,26,21,30,117,0,0,0,0,0,0,0,0,0,3,5,11,34,38,33,37,28,30,24,253,76,157,366,341,294,364,320,248,136,2305
UCL115159,0,0,4,3,0,5,17,3,7,41,0,0,0,0,0,0,0,6,0,7,0,0,8,8,5,3,10,0,0,47,55,105,233,227,274,233,150,66,25,1375
UCL115160,0,0,0,0,0,12,3,6,0,28,0,0,0,0,0,0,0,0,0,0,10,5,17,14,8,8,6,0,0,58,75,90,391,571,358,238,156,48,7,1930
UCL115161,3,0,8,8,14,33,63,46,46,220,0,0,0,0,0,0,5,5,0,15,16,15,29,27,29,52,39,45,28,282,98,206,504,436,479,671,617,403,156,3576
UCL115162,0,3,0,0,0,10,16,25,10,67,0,0,0,0,0,0,0,3,0,6,8,4,13,12,11,3,6,16,3,71,74,145,320,382,388,341,322,217,54,2240
UCL115163,6,0,5,6,9,25,22,19,32,120,0,0,0,0,0,0,0,0,0,3,0,5,6,10,5,8,3,16,12,59,61,132,204,218,244,253,181,136,115,1539
UCL115164,0,0,4,0,0,9,27,14,14,65,0,0,0,0,0,3,0,0,0,3,6,4,3,5,5,12,23,20,4,74,35,73,107,110,153,156,232,192,42,1116
UCL115165,0,0,0,0,7,10,14,15,5,48,0,0,0,0,0,0,0,0,0,5,9,8,9,9,9,18,7,3,4,81,47,60,157,115,145,125,98,69,16,841
UCL121001,0,0,0,0,7,5,11,13,4,39,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,9,10,7,0,43,22,34,84,87,96,141,128,71,22,683
UCL121002,0,0,0,0,4,6,17,11,8,41,0,0,0,0,0,0,0,0,0,0,3,11,9,10,13,12,19,15,4,94,5,15,62,50,59,80,87,58,31,455
UCL121003,0,0,0,0,0,3,6,4,4,11,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,6,4,10,0,30,19,18,59,66,70,158,145,65,9,602
UCL121004,0,0,0,0,5,7,8,5,8,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,3,3,0,28,29,32,114,116,96,108,96,49,17,654
UCL121005,0,0,0,0,0,10,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,21,27,58,65,76,80,64,25,0,417
UCL121006,0,0,0,0,0,0,7,10,4,16,0,0,0,0,0,0,0,0,0,0,3,0,6,0,13,12,14,8,5,56,9,18,53,37,86,134,125,69,15,538
UCL121007,0,0,0,3,0,7,17,21,15,62,0,0,0,0,0,0,0,0,0,0,6,3,9,4,7,13,21,17,28,116,27,38,68,77,101,142,162,119,68,790
UCL121008,0,0,0,0,0,0,8,3,0,21,0,0,0,0,0,0,0,0,0,4,18,16,22,24,26,21,24,11,0,167,34,26,61,66,69,69,63,23,7,424
UCL121009,0,0,0,6,3,6,16,14,10,57,0,0,0,0,0,0,0,0,0,0,5,8,22,21,30,22,25,13,15,167,28,66,106,113,128,116,108,79,46,784
UCL121010,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,4,23,12,0,51,14,21,51,76,97,132,147,57,9,603
UCL121011,0,0,5,5,0,8,13,11,11,54,0,0,0,0,0,0,0,0,0,3,9,19,13,13,6,25,10,9,0,111,43,53,99,91,118,132,122,56,24,727
UCL121012,0,0,0,0,0,4,5,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,28,72,60,84,114,177,106,33,9,682
UCL121013,3,0,0,0,6,14,10,13,3,50,0,0,0,0,0,0,0,0,0,0,0,22,27,11,17,19,15,5,4,127,21,49,138,69,87,120,57,29,15,591
UCL121014,0,0,0,3,0,5,3,7,0,23,0,0,0,0,0,3,0,0,0,3,0,6,0,11,14,13,19,9,0,65,12,17,49,66,71,97,79,40,8,436
UCL121015,0,0,0,0,0,6,3,0,4,14,0,0,0,0,0,0,0,0,0,0,4,0,4,3,7,0,3,3,0,19,20,43,78,73,113,150,76,47,11,609
UCL121016,0,0,0,0,0,0,3,0,7,8,0,0,0,0,0,0,0,0,0,4,5,5,0,3,9,3,4,0,0,41,12,20,69,60,79,106,60,23,11,440
UCL121017,0,0,0,0,0,3,8,4,0,11,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,5,5,0,13,13,44,85,134,117,116,57,21,0,588
UCL121018,0,0,0,0,4,0,20,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,7,6,0,33,22,39,104,101,100,124,98,57,0,654
UCL121019,0,0,0,3,4,0,4,3,0,15,0,0,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,12,19,33,41,80,98,90,100,39,8,504
UCL121020,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,8,0,0,22,11,22,49,91,84,80,58,21,3,426
UCL121021,0,0,0,0,0,4,6,0,3,22,0,0,0,0,0,0,0,0,0,3,5,3,13,12,8,3,5,3,6,64,12,36,59,63,78,77,86,42,33,478
UCL121022,0,0,0,0,4,10,10,15,8,49,0,0,0,0,0,0,0,0,0,3,7,0,7,8,12,6,24,13,10,81,15,27,64,50,74,114,102,96,35,579
UCL121023,0,0,0,0,3,9,12,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,3,0,39,5,11,24,44,63,152,165,44,16,525
UCL121024,0,0,0,0,7,0,10,10,0,30,0,0,0,0,0,0,0,0,0,0,3,0,6,4,10,5,4,0,0,34,13,15,64,56,64,66,63,42,15,387
UCL121025,0,0,3,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,37,71,91,84,61,31,5,430
UCL121026,0,0,0,3,0,4,9,11,5,26,0,0,0,0,4,0,0,3,0,3,0,6,18,9,6,15,8,9,4,73,15,43,117,106,101,223,218,90,18,921
UCL121027,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,5,0,0,28,18,33,62,77,92,98,54,20,9,458
UCL121028,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,4,3,6,41,18,27,67,78,110,176,164,63,10,709
UCL121029,0,0,0,4,4,10,11,4,0,34,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,0,8,0,5,30,15,40,84,54,58,87,59,38,5,447
UCL121030,3,0,5,7,3,20,14,6,4,60,0,0,0,0,3,0,0,0,0,7,7,10,17,10,10,15,25,9,3,114,39,51,121,86,102,148,114,49,10,715
UCL121031,0,0,0,0,0,5,12,0,4,23,0,0,0,0,0,0,0,0,0,0,5,0,14,6,4,13,3,4,3,56,19,28,79,95,122,203,176,49,17,788
UCL121032,0,0,0,0,0,13,19,20,5,52,0,0,0,0,0,0,0,0,0,5,3,3,9,13,8,5,11,17,4,79,28,28,64,70,65,106,126,96,39,608
UCL121033,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,11,8,4,3,6,4,0,40,3,17,66,85,53,57,45,21,0,355
UCL121034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,21,6,9,9,5,0,0,78,45,129,195,137,179,121,85,22,8,926
UCL121035,0,0,4,0,0,7,5,5,4,28,0,0,0,0,0,0,0,0,0,6,4,4,11,12,8,4,5,3,0,45,52,56,145,131,143,151,83,42,11,818
UCL121036,0,0,0,0,3,0,11,11,4,32,0,0,0,0,0,0,0,0,0,5,0,0,8,5,7,3,9,4,0,30,29,50,119,185,186,146,162,76,9,969
UCL121037,0,0,0,0,0,3,19,7,0,38,0,0,0,0,5,0,0,0,0,5,0,0,3,5,3,5,3,0,0,17,26,31,62,85,116,123,149,53,9,653
UCL121038,0,0,0,0,0,5,14,6,4,36,0,0,0,0,0,0,0,0,0,3,3,0,11,12,5,9,17,13,5,73,16,13,64,58,45,101,93,58,26,480
UCL121039,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,6,18,11,9,11,9,4,67,18,30,102,107,114,110,80,32,12,593
UCL121040,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,15,15,24,21,64,102,72,48,20,0,369
UCL121041,4,0,0,0,6,10,11,6,3,37,0,0,0,0,0,3,0,0,0,0,0,3,5,0,6,11,18,8,3,51,16,26,47,42,81,86,96,65,17,472
UCL121042,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4,0,9,5,6,34,11,30,69,54,49,111,97,59,21,501
UCL121043,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,9,22,30,63,92,97,72,64,25,5,469
UCL121044,0,0,0,0,0,0,12,4,4,26,0,0,0,0,0,0,0,0,0,0,6,4,11,6,17,3,11,3,5,69,12,32,70,52,77,59,75,26,11,414
UCL121045,0,0,0,0,0,6,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,5,0,24,12,19,39,51,67,97,93,44,9,424
UCL121046,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,10,40,81,82,55,34,22,4,338
UCL121047,0,0,0,0,0,3,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,9,0,0,29,6,20,81,76,75,71,67,33,10,443
UCL121048,0,0,0,0,0,0,4,6,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,16,13,20,29,34,96,83,91,37,3,409
UCL121049,0,0,0,0,0,6,4,11,0,26,0,0,0,0,0,0,0,6,0,10,3,6,9,13,14,14,3,6,0,69,23,45,83,80,89,66,50,34,3,479
UCL121050,0,0,0,0,0,0,24,18,5,52,0,0,0,0,0,0,0,0,0,0,6,0,3,11,7,9,14,18,9,68,8,5,42,40,51,105,177,193,49,683
UCL121051,0,0,0,3,5,6,12,17,20,62,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,3,10,20,7,55,19,26,65,83,80,148,156,116,54,742
