UCL_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL522058,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,3,3,5,5,4,4,0,30,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,3,5,10,5,4,4,0,34,0,0,0,0,0,0,0,0,0,16,7,7,6,8,0,3,0,46,20,13,19,15,18,6,4,0,96
UCL522059,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,3,4,4,4,3,0,0,19,0,0,11,0,6,3,4,0,31,0,9,11,13,0,9,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,8,11,12,11,10,4,0,58,0,0,0,0,0,0,0,0,4,4,17,16,7,17,10,12,0,80,10,26,43,32,38,29,18,0,197
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,4,0,0,17
UCL522061,0,4,0,4,0,0,6,0,0,0,0,3,0,0,0,4,0,9,5,4,9,8,7,0,36,0,4,5,0,12,11,4,0,31,0,7,6,9,16,16,7,0,62,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,11,6,13,20,22,5,0,73,0,0,0,0,0,0,0,0,0,0,9,0,5,10,11,7,0,46,4,28,16,27,53,47,24,0,205
UCL522062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,0,0,9,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,12,12,0,0,4,0,35
UCL522063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,9,5,0,4,0,0,0,16,5,10,7,3,8,0,0,0,42
UCL522064,0,5,0,3,0,0,12,0,0,0,0,4,0,0,0,3,5,8,4,0,0,3,0,0,16,0,0,3,6,0,0,0,0,13,7,18,9,6,0,0,0,0,46,5,3,0,0,0,0,0,0,13,0,3,3,0,4,0,0,0,13,11,22,20,8,0,0,0,0,67,0,0,0,0,0,0,0,0,0,6,6,3,11,0,0,8,0,42,22,40,31,28,13,10,10,0,160
UCL522065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,9,0,3,0,4,0,0,0,0,11,3,8,0,0,12,0,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,3,0,12,5,6,0,33,0,0,0,0,0,0,0,0,0,3,9,0,4,14,8,8,7,46,6,17,13,12,28,15,9,7,110
UCL522066,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,13,3,0,0,0,0,23,0,3,10,0,0,0,0,0,21,6,19,18,10,6,4,4,0,64,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,4,21,20,11,10,9,4,0,72,0,0,0,0,0,0,0,0,0,3,7,8,13,13,5,10,9,55,12,35,47,29,26,12,10,4,180
UCL522067,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,3,11,13,6,8,0,0,0,41,0,4,6,11,6,3,0,0,32,8,30,37,22,15,3,0,0,118,6,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14,33,41,24,12,3,0,0,123,0,0,0,0,0,0,0,0,0,10,28,28,31,13,11,0,0,114,30,84,85,75,45,21,0,0,336
UCL522068,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,8,0,4,0,4,8,0,4,0,26,0,4,7,6,8,5,0,0,31,8,3,16,19,18,12,0,0,73,0,3,0,0,0,0,0,0,4,0,0,0,3,0,6,0,0,7,10,6,18,21,13,14,0,0,92,0,0,0,0,0,0,0,0,3,8,0,6,9,10,4,0,0,40,18,25,31,48,37,25,11,6,195
UCL522069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,0,0,13,0,0,0,9,3,0,0,0,13,8,9,8,7,7,5,4,0,44,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,8,8,7,8,10,4,0,49,0,0,0,0,0,0,0,0,0,6,10,4,5,3,9,13,0,43,10,22,24,13,12,23,18,0,124
UCL522070,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,7,0,0,3,0,0,3,0,0,12,8,12,7,11,16,9,0,0,67,7,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,4,14,15,7,11,16,12,3,0,79,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,0,15,15,19,14,20,19,24,8,3,124
UCL522071,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,5,5,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,5,5,5,0,0,0,17,0,0,0,0,0,0,0,0,0,8,3,0,4,6,0,0,0,25,7,12,12,11,13,3,0,0,67
UCL531001,828,760,825,584,182,27,3929,24,336,489,633,652,459,63,11,2675,788,3694,3945,3787,3152,2284,613,75,18338,394,1467,2189,3047,3385,2373,682,110,13634,2865,6517,7148,7327,6958,3868,1061,118,35860,895,446,446,376,328,190,41,4,2728,162,230,391,602,706,567,178,34,2867,3925,7193,7983,8303,7998,4623,1281,156,41456,51,96,134,176,209,225,93,18,1008,3038,6248,6156,6327,5235,3048,1318,241,31614,8289,19688,21721,23041,21451,13598,4235,628,112651
UCL579997,10,16,12,0,0,0,55,0,3,7,8,7,6,0,0,31,6,69,69,62,43,21,3,0,277,8,29,90,89,58,13,7,0,292,35,129,215,193,110,17,7,0,703,7,8,4,6,4,0,0,0,28,0,3,10,13,11,0,0,0,41,44,141,231,211,122,22,3,0,776,0,4,9,3,6,4,0,0,20,53,223,434,404,223,52,10,0,1408,112,476,858,801,465,123,24,0,2853
UCL603001,3503,2100,1591,1153,419,107,16119,77,923,1078,1031,960,691,209,34,5005,2102,9298,6441,4567,3576,2953,1194,357,30489,537,2187,2241,2541,2362,1968,1020,323,13177,2200,5387,4645,4296,3870,2483,1269,391,24547,563,559,382,274,269,146,57,20,2269,179,292,302,374,494,509,239,123,2511,2943,6239,5322,4950,4631,3138,1560,535,29322,70,203,162,125,145,158,126,44,1034,1217,1870,1351,1179,1202,1466,1414,790,10488,7159,27769,20096,16488,14466,11527,5941,2194,105633
UCL611001,805,502,434,314,144,13,3817,17,227,316,255,250,194,66,12,1335,578,2828,2056,1681,1262,896,355,95,9749,199,737,898,1098,934,738,398,112,5116,1166,2577,2150,2164,1862,1129,580,194,11820,301,326,189,126,132,63,22,12,1183,92,135,141,190,186,225,113,44,1120,1560,3042,2488,2478,2176,1415,716,248,14124,35,79,50,68,52,67,60,20,428,701,794,524,537,575,618,662,335,4743,3144,9266,7134,6620,5680,4237,2392,838,39310
UCL612001,84,70,68,30,20,0,406,8,62,63,50,39,29,12,5,259,83,390,325,235,222,142,45,12,1455,31,136,212,257,242,157,104,21,1157,316,751,607,612,609,335,156,46,3427,110,103,63,51,30,14,9,3,386,27,29,39,39,78,55,27,5,294,449,881,712,705,711,401,192,50,4105,7,29,8,13,16,22,10,3,113,173,176,160,210,179,190,211,109,1407,759,1786,1562,1544,1485,977,585,204,8905
UCL612002,95,71,66,46,16,5,552,0,45,44,58,49,46,15,0,265,88,490,355,287,249,240,87,22,1812,40,206,235,319,299,245,108,37,1486,371,936,750,756,695,466,204,64,4234,107,118,61,63,59,34,13,5,455,41,41,52,61,82,83,29,7,392,514,1101,865,879,828,582,243,76,5084,10,16,13,19,16,18,20,4,115,149,220,151,157,228,295,279,154,1630,806,2321,1760,1786,1734,1471,773,291,10937
UCL613001,35,23,42,26,11,4,220,6,22,27,34,40,31,10,0,165,43,182,201,160,169,145,51,11,963,23,81,91,165,166,129,72,20,754,182,393,379,402,426,261,146,35,2233,39,49,30,25,24,14,6,0,191,18,17,23,35,41,53,21,7,218,245,458,434,463,493,329,167,51,2637,8,6,0,12,4,15,8,0,54,102,63,83,76,91,154,147,71,788,413,885,877,937,1008,832,474,152,5583
UCL614001,34,50,28,23,0,0,153,0,11,16,21,15,25,0,0,86,12,96,107,93,88,73,22,0,493,0,37,73,62,94,56,14,0,345,78,247,206,169,199,92,34,3,1023,13,19,8,5,7,6,3,0,58,0,4,8,7,22,15,5,0,63,96,271,218,179,233,105,41,4,1148,0,0,4,5,0,5,4,0,17,36,43,60,43,77,53,26,10,354,151,486,513,457,539,341,102,18,2597
UCL614002,25,14,14,12,4,0,82,0,8,5,3,11,3,0,0,43,16,84,50,38,28,27,17,3,262,13,41,50,48,55,39,12,3,266,88,274,198,170,156,85,46,9,1032,17,36,25,17,4,4,0,0,99,7,11,12,10,14,12,4,0,67,115,311,242,195,174,96,53,7,1199,0,7,4,5,11,8,7,0,40,62,70,57,70,63,66,54,20,468,204,535,433,376,362,248,150,41,2348
UCL614003,23,12,7,15,13,0,92,0,8,9,12,17,15,4,0,60,14,66,81,44,63,61,36,10,376,10,34,33,57,75,60,32,7,304,71,143,164,149,200,104,62,10,905,15,14,11,8,7,9,3,0,68,7,6,6,7,9,21,6,3,71,97,163,178,167,220,136,76,15,1050,4,0,6,4,3,4,5,3,26,37,29,38,33,49,88,72,32,380,156,319,362,332,437,376,235,70,2287
UCL615001,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,3,0,3,3,7,5,4,4,0,28,0,3,16,3,17,13,0,0,51,15,36,41,29,37,10,7,0,182,7,9,8,3,0,0,0,0,28,0,0,0,3,0,0,0,0,9,20,50,46,31,39,16,10,0,214,3,0,0,0,0,0,0,0,3,16,16,12,19,17,18,20,7,123,39,74,78,61,85,54,42,13,440
UCL615002,0,3,0,11,4,0,19,0,0,0,0,3,0,0,0,7,0,3,9,16,22,27,5,0,83,0,3,5,19,34,27,10,0,98,6,37,25,32,56,41,17,4,231,3,3,0,0,3,3,3,0,20,0,0,0,0,4,10,0,0,20,8,45,30,36,60,50,18,11,266,0,0,0,4,0,0,0,0,13,6,4,3,13,20,33,23,7,106,25,68,54,87,138,151,56,11,596
UCL615003,0,0,4,6,0,0,28,0,0,4,0,8,4,3,0,16,9,25,19,8,37,27,8,3,125,0,11,11,10,23,19,4,8,79,17,55,31,45,51,28,10,3,240,4,0,0,4,7,0,0,0,15,5,4,4,9,6,6,0,0,21,18,55,34,55,58,38,20,3,279,0,0,0,0,4,5,3,0,7,15,16,19,10,31,29,21,12,155,49,121,83,87,160,124,57,22,692
UCL615004,8,3,6,4,6,0,27,0,4,4,6,0,5,3,0,25,3,21,21,9,17,17,5,0,90,0,9,9,11,13,15,4,0,55,17,24,31,31,25,12,5,0,140,0,4,0,7,0,0,0,0,19,0,0,3,4,0,8,0,0,16,23,26,29,39,24,21,10,0,177,0,0,0,0,0,0,0,0,0,10,3,13,10,9,23,14,4,89,33,65,85,87,66,78,41,4,461
UCL615005,7,13,12,9,12,0,66,0,4,7,11,12,3,5,0,44,9,38,38,32,43,33,17,4,209,0,12,27,32,36,48,20,7,174,39,80,58,71,48,57,15,3,370,7,13,5,0,5,5,0,0,37,0,4,8,3,10,5,7,3,43,47,93,74,81,66,68,26,7,455,0,0,3,0,4,0,0,0,11,15,28,11,17,21,26,50,20,184,77,194,163,182,190,183,125,36,1140
UCL615006,4,5,11,9,3,0,42,0,3,4,3,6,9,3,0,26,0,17,16,15,19,16,6,0,96,0,3,8,20,23,18,9,0,83,7,23,28,26,35,47,10,8,168,0,0,0,0,0,0,0,0,6,0,0,5,3,5,3,4,0,19,5,24,27,34,35,46,16,9,197,0,0,0,0,0,0,0,0,5,0,0,3,8,13,25,23,4,79,12,63,62,83,108,121,60,14,527
UCL615007,8,10,19,11,3,0,50,0,0,5,0,0,0,6,0,16,3,13,19,11,20,16,0,0,81,3,6,16,21,18,16,12,3,97,14,22,21,35,52,30,17,3,192,0,0,0,5,3,4,0,0,14,0,0,0,0,0,3,4,0,17,13,27,25,45,52,37,19,6,226,0,0,0,0,0,0,0,0,4,12,9,10,10,5,16,11,3,79,32,59,72,91,120,95,51,16,539
UCL615008,9,0,5,5,3,5,48,0,3,5,10,5,4,0,0,33,7,33,31,21,25,35,13,0,167,0,20,29,25,39,44,19,8,186,61,131,131,114,142,107,43,6,726,15,28,13,7,8,10,0,0,85,3,12,10,17,8,12,4,0,65,71,168,154,139,159,126,51,8,871,5,5,0,0,0,5,5,0,20,38,32,52,44,43,58,52,17,336,127,274,279,235,282,284,142,32,1659
UCL615009,7,5,3,0,0,0,15,0,5,9,4,3,3,0,0,25,11,41,40,35,14,17,12,3,173,4,28,20,28,29,21,6,5,130,24,115,103,89,79,49,13,5,483,12,15,6,9,3,0,0,0,48,0,0,0,7,4,4,0,0,15,41,132,107,104,91,53,19,5,545,0,0,4,0,0,0,0,0,6,12,9,17,21,18,18,11,6,105,67,223,202,188,161,106,51,10,1007
UCL615010,4,3,0,6,0,0,36,0,7,3,0,4,3,0,0,23,0,47,44,33,29,8,12,0,177,0,15,14,19,23,14,6,3,101,43,90,67,49,42,34,8,3,329,12,5,8,4,4,4,0,0,39,0,4,0,4,4,0,8,0,28,50,99,73,57,44,35,17,4,388,0,0,0,0,0,0,0,0,0,32,23,23,29,27,28,29,10,197,91,204,160,141,135,101,71,18,918
UCL615011,23,4,4,10,0,0,87,4,8,5,10,10,3,0,0,44,11,82,65,42,29,33,13,3,284,6,35,45,48,30,35,23,7,228,76,202,146,128,117,84,40,14,808,24,19,11,14,8,3,0,0,82,0,7,6,9,14,10,3,5,52,101,231,162,148,141,105,49,14,945,0,3,3,5,3,3,0,0,22,29,23,27,25,37,54,56,30,283,154,418,324,279,257,250,147,55,1884
UCL615012,23,28,19,14,5,0,143,0,17,9,23,8,9,6,0,76,9,94,120,80,62,39,16,3,418,3,41,52,68,68,45,24,5,301,74,169,146,140,128,79,45,4,789,19,14,5,8,3,4,4,0,54,6,10,3,9,14,13,9,4,62,97,183,150,161,145,96,56,11,905,0,9,4,5,6,0,4,3,29,11,25,16,14,19,29,48,53,220,126,405,380,378,326,235,159,79,2084
UCL615013,12,12,7,17,8,0,64,3,3,0,8,12,8,3,0,47,12,57,34,45,37,43,27,10,274,5,32,27,31,36,50,19,3,207,57,145,108,105,96,76,32,7,632,7,12,7,0,7,4,0,0,44,0,5,4,3,8,12,7,0,49,65,160,121,114,116,94,45,11,724,3,4,3,4,0,9,5,0,25,25,18,31,44,37,49,39,16,261,121,290,228,254,254,273,145,48,1601
UCL615014,24,18,4,5,8,0,78,0,13,14,12,0,8,0,0,54,15,64,92,38,28,13,7,3,268,8,32,42,53,27,26,11,3,202,39,135,108,67,50,34,21,5,452,12,7,5,7,4,0,0,0,32,3,4,4,3,0,3,3,0,26,53,138,120,78,60,40,21,5,507,0,6,0,0,0,0,3,0,11,6,14,5,6,14,5,16,3,85,82,286,300,202,147,101,66,21,1209
UCL615015,28,15,10,5,0,0,104,0,19,14,10,11,6,0,0,48,20,101,65,29,35,31,11,3,291,10,48,58,44,53,39,17,7,259,58,157,126,112,93,65,20,3,633,9,15,9,9,8,5,0,0,56,0,4,6,10,10,3,6,5,48,70,176,146,131,113,74,25,10,736,4,3,11,3,0,4,0,0,27,11,26,24,30,16,32,27,11,166,111,410,326,255,237,177,80,29,1633
UCL615016,15,18,7,15,0,0,77,0,5,15,12,13,11,4,0,57,27,67,60,46,52,44,16,6,318,6,27,37,45,46,39,15,9,212,62,124,112,120,101,65,35,8,620,8,14,4,10,5,10,3,0,48,3,7,6,12,12,9,8,0,59,71,145,116,150,126,77,42,10,731,0,5,0,0,4,0,0,0,13,15,18,17,28,34,36,42,17,199,118,276,259,296,280,223,114,37,1600
UCL615017,10,18,11,3,0,0,46,0,3,4,0,5,3,5,0,25,16,63,50,39,28,10,18,0,221,9,26,37,36,31,35,6,0,191,64,180,118,102,120,52,28,0,665,12,21,13,0,5,0,0,0,48,3,8,9,5,4,13,0,0,49,70,209,135,108,128,70,28,0,759,0,0,3,0,0,0,0,0,10,12,14,10,6,18,29,28,6,119,114,331,246,208,227,157,81,10,1371
UCL615018,9,19,24,18,8,0,93,0,5,9,13,11,19,4,3,61,12,45,60,50,71,66,23,3,330,0,29,21,38,73,84,37,9,299,47,115,103,116,136,130,57,9,708,11,7,5,8,6,9,5,3,50,0,0,5,10,20,17,8,3,70,60,125,113,136,165,157,66,15,833,0,0,0,0,0,0,4,0,6,13,20,11,11,30,35,52,16,192,90,238,233,266,357,378,197,47,1814
UCL615019,9,3,4,7,0,0,19,0,0,0,3,10,3,0,0,19,0,19,8,12,22,20,0,0,84,0,10,11,17,24,16,6,0,83,21,42,31,40,58,44,14,0,254,3,0,5,4,4,3,0,0,25,0,0,0,4,5,7,5,0,24,21,43,39,44,77,55,12,0,301,0,0,0,0,6,0,0,0,11,6,14,21,10,27,21,5,0,111,33,95,87,92,163,122,32,0,630
UCL615020,6,11,4,7,3,0,32,0,3,7,0,0,4,0,0,12,3,33,22,20,21,20,4,0,118,0,7,6,18,18,22,7,0,76,27,56,45,87,75,33,17,0,339,11,0,3,6,4,0,0,0,26,0,6,0,0,4,5,3,0,17,32,64,49,93,86,38,17,0,388,0,0,0,0,4,0,0,0,7,26,26,19,25,26,21,24,13,183,68,141,103,162,156,112,54,18,818
UCL615021,7,10,4,5,5,0,30,0,0,0,0,3,0,0,0,16,5,17,8,14,10,17,4,0,66,4,14,15,13,15,12,7,0,75,35,55,57,60,44,40,25,7,312,4,14,4,5,6,0,0,0,35,0,0,4,3,0,4,0,0,18,38,68,65,69,58,48,25,7,372,0,0,0,0,0,0,3,0,10,23,13,14,19,18,31,42,53,215,70,121,110,118,108,114,94,68,793
UCL615022,0,3,7,7,0,0,21,0,0,0,0,4,3,0,0,13,0,12,13,10,5,18,8,0,68,0,7,9,10,14,8,10,0,58,13,27,25,31,38,36,10,3,186,3,9,4,0,3,0,0,0,26,6,0,0,0,3,3,4,0,23,19,33,28,37,46,42,17,3,230,0,0,0,0,0,4,0,0,4,16,11,16,13,6,22,19,14,110,37,66,66,72,79,100,56,24,504
UCL615023,13,3,0,3,0,0,75,0,0,0,3,0,4,0,0,12,19,54,31,28,20,22,6,0,182,4,21,30,43,31,14,8,0,142,64,123,93,85,87,50,20,4,523,23,10,8,3,10,0,0,0,61,0,4,6,3,3,3,0,0,27,90,133,105,91,98,56,17,5,608,0,0,3,0,0,0,0,0,9,35,52,44,35,51,52,49,25,334,147,314,225,198,208,153,89,35,1359
UCL615024,26,22,14,15,0,7,98,0,0,15,12,9,8,0,0,40,6,35,74,52,26,22,18,6,230,5,10,22,26,25,27,13,7,132,18,46,67,51,46,23,6,4,272,4,4,6,8,0,0,0,0,13,0,3,0,6,9,8,0,0,36,21,55,74,63,57,27,14,4,323,0,0,0,0,4,3,0,3,10,11,6,5,12,6,21,25,11,92,39,124,213,190,138,115,70,31,927
UCL615025,18,7,4,0,4,0,76,0,12,5,6,7,4,4,0,37,16,75,58,24,16,23,9,0,208,6,47,37,42,27,27,16,6,213,56,151,109,66,89,49,37,8,567,12,13,5,5,3,7,3,0,47,0,6,3,11,10,8,3,0,47,72,166,123,91,103,59,45,9,663,0,0,5,0,3,0,3,0,19,15,23,22,25,17,38,29,27,196,107,359,269,185,182,153,118,36,1418
UCL615026,0,0,6,6,6,0,35,0,0,4,0,8,0,0,0,12,4,13,24,19,32,26,14,6,130,0,9,17,17,30,24,9,0,96,15,38,33,44,65,51,12,5,277,0,7,0,0,0,9,0,0,24,0,4,0,5,4,5,5,0,21,21,48,43,46,70,56,17,8,314,0,0,5,0,0,0,0,0,6,9,14,14,14,24,32,29,10,148,39,91,96,96,158,152,72,22,738
UCL615027,4,3,11,12,0,0,37,0,0,0,5,7,3,4,0,16,6,28,25,27,22,37,9,0,144,4,11,15,13,28,27,5,0,104,31,48,52,34,47,47,12,3,270,12,9,5,0,0,0,0,0,30,0,0,0,0,8,8,7,0,30,42,56,60,39,57,50,19,4,326,0,0,0,0,0,5,0,0,3,13,8,4,4,10,24,9,9,83,63,110,111,95,135,148,47,10,720
UCL621001,5,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3,0,3,8,0,3,0,4,0,17,3,3,4,10,4,0,0,0,27,4,39,14,15,16,4,0,0,94,0,4,4,0,0,0,0,0,9,4,7,4,0,0,0,0,0,7,11,42,22,15,20,4,4,0,113,0,0,0,0,0,0,0,0,5,8,0,7,4,3,9,5,0,32,19,56,36,34,26,13,6,0,197
UCL621002,8,0,6,0,0,0,42,0,4,0,3,0,5,0,0,21,0,24,20,6,26,14,5,0,98,0,13,3,12,15,12,9,5,63,7,8,16,29,29,22,7,3,114,0,0,0,0,3,4,0,0,11,0,0,0,0,3,3,4,0,12,8,8,19,32,34,30,11,3,139,0,4,0,0,3,0,0,0,5,5,10,5,8,18,8,5,0,66,12,83,64,63,97,78,32,5,429
UCL621003,0,0,0,4,3,0,6,0,5,0,0,0,0,0,0,9,3,14,6,6,4,0,0,0,37,0,6,9,10,5,6,0,0,29,8,46,22,14,23,9,8,0,127,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,5,8,47,23,20,27,9,6,0,137,0,0,0,0,0,0,0,0,0,10,12,6,8,4,7,6,0,52,29,83,42,49,45,13,16,0,279
UCL621004,3,6,6,4,0,0,17,0,0,0,0,0,0,3,0,5,0,10,11,6,8,8,3,0,53,0,6,3,13,9,9,5,0,43,3,21,16,28,25,25,3,0,120,0,0,0,0,4,0,0,0,8,0,0,3,0,0,9,0,4,17,3,28,14,22,29,34,8,0,148,0,0,0,0,0,0,0,0,4,9,0,8,10,6,13,10,3,64,17,44,37,57,59,70,30,11,329
UCL621005,0,0,0,0,0,0,7,0,0,3,3,0,4,0,0,9,0,3,0,7,9,9,0,0,26,0,0,9,12,6,5,5,0,41,9,21,14,25,18,12,5,0,95,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,9,22,16,25,24,13,5,0,109,0,0,0,0,0,0,0,0,0,5,7,0,0,6,0,8,0,22,14,40,34,53,38,30,13,0,216
UCL621006,6,13,12,4,0,0,38,0,0,14,0,4,4,0,0,28,5,18,30,41,20,11,0,0,120,0,0,10,21,15,11,0,0,52,14,8,18,18,19,4,0,0,85,0,0,3,0,4,0,0,0,7,0,0,0,0,7,0,0,0,7,14,9,17,22,25,8,0,0,96,0,0,0,0,0,0,0,0,0,3,6,3,0,4,0,0,0,13,20,35,83,88,84,32,5,0,350
UCL621007,8,0,0,4,0,0,22,0,3,4,0,4,4,0,0,21,0,6,24,31,14,10,5,0,92,0,11,6,9,15,7,0,0,50,3,9,26,19,21,8,0,0,93,0,0,3,0,0,0,0,0,12,0,0,0,3,0,3,0,0,10,4,11,28,25,23,11,3,0,112,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,0,0,15,10,45,77,71,65,40,9,4,315
UCL621008,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,0,5,3,4,6,4,0,0,24,0,0,3,4,3,7,0,0,28,15,33,28,26,19,8,5,0,140,3,0,0,3,0,0,0,0,9,0,0,0,3,4,0,0,0,8,12,39,26,31,25,8,5,0,153,0,0,0,0,0,0,0,0,0,8,4,3,7,0,4,12,0,31,22,56,44,50,40,21,20,3,240
UCL621009,4,0,0,4,0,0,16,0,0,3,0,0,0,0,0,5,0,15,8,12,6,10,0,0,59,0,13,3,6,4,6,3,6,38,4,24,20,19,23,14,7,3,109,0,0,0,3,0,3,0,0,6,0,0,0,0,0,4,0,0,12,10,22,22,18,20,22,9,0,133,0,0,0,0,0,0,0,0,0,3,10,5,0,0,11,11,11,61,10,65,50,41,37,56,30,15,311
