LGA_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,0,13,4,0,9,0,25,0,12,0,0,3,0,15,0,110,4,0,5,0,113,0,30,4,0,0,0,33,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,3,22,0,180,23,0,20,0,220
LGA30300,5,9,0,9,36,0,52,0,12,0,0,12,0,23,3,24,4,20,18,0,75,27,21,9,12,3,0,80,28,18,6,32,4,0,84,56,10,4,22,10,0,104,36,5,3,23,4,0,73,5,0,0,9,4,0,19,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,48,0,70,176,94,26,148,141,3,590
LGA30370,3,40,0,6,37,0,86,0,24,7,10,58,0,88,13,71,12,42,63,6,205,33,26,10,68,21,10,166,41,8,0,81,12,0,151,132,13,0,82,12,0,242,168,0,0,77,25,0,273,159,0,0,46,14,3,220,23,0,0,3,3,0,31,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,15,0,44,86,0,167,595,202,27,463,340,24,1645
LGA30410,0,14,6,4,27,0,46,4,5,5,0,9,0,22,0,3,5,11,19,0,38,13,7,0,20,7,0,52,16,0,0,4,7,0,28,21,0,8,10,4,0,34,13,0,0,0,3,0,17,3,0,0,5,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,15,38,0,64,65,41,20,75,120,0,319
LGA30450,0,0,0,0,8,0,8,0,3,0,0,0,0,6,0,0,0,3,7,0,13,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,19,0,4,0,3,35,0,48
LGA30760,0,7,0,0,20,0,24,0,3,0,3,3,0,14,9,5,3,14,3,0,36,20,6,18,21,8,0,72,8,0,0,12,0,0,20,3,0,0,6,4,0,17,0,0,0,6,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,32,52,22,27,63,67,3,224
LGA30900,0,8,0,0,6,0,11,0,0,0,0,0,0,4,0,5,3,0,7,0,16,0,0,0,0,3,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,0,24,6,4,30,0,64
LGA31000,86,960,50,96,34,11,1228,41,1130,53,68,20,0,1316,354,5328,304,614,177,41,6821,947,2327,604,1284,294,46,5506,966,939,369,1171,262,22,3728,3815,903,388,1794,982,43,7918,15272,666,339,4314,1085,76,21743,49265,319,200,8071,2765,142,60761,31394,91,63,4481,993,64,37087,13181,22,20,1895,356,21,15491,5410,11,7,847,108,6,6384,2515,3,9,456,63,4,3050,1277,5,4,218,30,3,1530,1782,3,0,440,69,8,2291,1619,1015,143,1384,513,340,5009,127913,13719,2542,27117,7750,827,179874
LGA31750,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,6,3,0,8,0,9,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,21,0,6,3,11,40,0,61
LGA31820,7,65,0,36,19,0,130,0,87,13,22,39,0,159,41,330,32,128,62,8,595,140,197,78,235,117,7,778,339,90,21,314,80,3,846,1149,94,19,623,121,9,2018,2459,51,51,875,158,32,3629,1263,14,15,325,52,10,1676,204,3,5,48,20,0,281,54,3,0,18,9,0,84,19,0,0,4,15,0,44,13,0,0,0,0,0,18,5,0,0,5,9,0,19,15,0,0,9,12,0,35,99,67,22,166,95,34,481,5806,1002,256,2810,814,98,10794
LGA31900,0,13,0,5,49,0,68,9,15,3,3,12,0,35,36,35,3,37,35,3,139,107,20,0,82,35,7,250,157,10,20,87,21,3,299,275,13,17,98,15,0,424,182,0,0,59,10,0,259,61,0,0,19,0,0,79,13,0,0,9,5,0,23,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,3,34,27,0,87,852,109,40,427,215,18,1663
LGA31950,0,0,0,0,9,0,5,0,4,0,0,0,0,5,0,5,4,0,3,0,18,0,5,0,0,3,0,14,0,0,0,0,3,0,5,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,18,0,24,0,18,3,9,48,0,87
LGA32080,16,134,7,20,20,0,202,7,163,22,22,16,0,232,45,619,60,149,50,7,929,244,424,120,288,77,19,1176,432,145,46,357,82,9,1068,1545,174,80,649,235,16,2696,2886,116,40,1046,274,15,4384,4490,55,31,1214,309,17,6122,2197,3,10,413,61,8,2690,659,3,0,122,21,0,804,218,0,0,46,17,0,277,62,0,0,20,5,0,85,33,0,0,12,3,0,52,48,3,0,52,31,0,139,221,171,29,234,130,61,841,13115,2009,451,4642,1331,161,21707
LGA32250,0,16,4,0,26,0,40,0,19,7,0,0,0,24,0,23,11,3,9,0,46,3,22,27,5,10,4,64,0,0,5,4,17,0,33,0,16,7,13,10,0,48,0,3,0,16,14,0,39,3,6,0,8,7,0,20,0,0,0,3,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,6,0,0,0,0,3,0,5,0,6,4,11,50,0,68,3,106,68,72,157,6,414
LGA32260,8,13,0,9,32,0,60,0,23,5,6,7,0,49,20,58,9,44,32,0,166,131,54,51,127,44,5,414,178,36,7,138,41,5,411,477,30,28,231,73,4,847,520,8,4,244,71,0,840,245,6,0,92,38,0,381,52,0,0,22,11,0,88,8,0,0,5,4,0,25,5,0,0,3,7,0,16,0,0,0,0,13,0,13,0,0,0,0,3,0,4,21,0,0,13,4,0,37,34,25,0,69,60,9,192,1695,251,117,1015,445,33,3551
LGA32270,10,40,3,17,464,0,539,6,51,6,11,98,0,164,28,96,18,63,120,4,328,87,39,6,81,95,0,307,122,13,3,101,51,0,285,332,23,11,88,35,0,488,512,11,3,119,38,0,682,601,0,0,100,18,0,723,153,0,0,26,18,0,195,30,0,0,6,3,0,43,10,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,5,0,12,59,24,5,83,223,4,390,1951,289,53,697,1166,18,4173
LGA32310,0,18,0,7,21,0,45,4,20,0,3,13,0,38,16,39,6,43,38,0,145,62,24,21,58,17,4,181,81,7,10,55,13,0,174,150,10,0,64,13,0,246,98,6,0,43,12,0,154,77,0,0,24,0,0,104,11,0,0,3,4,0,17,5,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,7,11,9,5,33,50,7,111,512,131,46,339,188,14,1235
LGA32330,0,15,0,0,0,0,20,0,59,3,0,0,0,63,0,156,24,0,0,0,183,0,33,6,0,0,0,33,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,273,36,0,0,0,307
LGA32450,0,17,5,0,31,0,58,0,9,8,0,3,0,22,3,20,9,5,8,0,48,6,16,17,3,10,0,49,23,3,7,9,5,4,50,28,5,0,13,10,0,52,50,0,0,20,9,0,70,44,3,0,13,4,0,60,15,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,3,6,56,0,89,178,94,45,67,134,9,526
LGA32500,4,13,3,9,72,0,97,0,11,0,0,4,0,20,0,52,0,14,18,0,82,0,27,8,16,9,0,64,6,15,0,9,10,0,45,8,3,8,20,16,0,51,32,4,6,20,9,0,77,37,0,0,13,14,0,63,4,3,0,3,3,0,18,0,0,0,0,3,0,8,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,14,6,14,9,26,70,6,130,97,138,32,143,256,11,676
LGA32600,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,3,0,7,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,7,0,3,28,0,46
LGA32750,0,0,0,0,7,0,12,0,5,0,0,3,0,3,0,3,0,0,11,0,14,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,26,0,13,0,4,56,0,73
LGA32770,0,37,11,0,11,0,61,0,17,7,0,0,0,26,0,58,29,0,0,0,85,0,37,24,0,0,0,61,0,5,5,0,0,0,6,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,9,0,159,80,3,17,0,259
LGA32810,0,14,0,6,11,0,30,0,10,3,7,8,0,28,9,25,0,17,13,0,67,8,32,16,47,23,0,133,29,13,8,39,0,3,90,101,14,15,55,15,0,196,196,10,0,89,26,0,321,243,4,0,77,35,3,360,103,0,0,36,17,0,159,39,0,0,6,8,0,58,0,0,0,7,5,0,14,0,0,0,6,0,0,6,4,0,0,7,0,0,13,23,0,0,59,25,0,104,14,10,0,52,34,9,113,772,131,41,516,212,13,1692
LGA33100,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,4,15,0,18,0,0,0,3,4,0,9,0,0,0,9,4,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,11,0,0,0,0,35,0,39,3,3,0,16,94,0,119
LGA33200,0,7,0,0,10,0,17,0,5,3,0,8,0,16,3,4,0,10,0,0,19,15,8,6,12,7,0,54,12,0,0,13,4,0,27,3,0,0,3,0,0,9,0,0,0,0,4,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,8,26,0,42,37,20,19,50,66,3,198
LGA33220,11,62,3,16,24,0,107,0,57,12,10,3,0,86,28,341,36,85,33,14,541,124,195,64,190,88,7,666,254,60,24,291,121,9,756,917,84,42,564,98,19,1718,2103,38,24,779,131,11,3084,2322,22,10,470,115,11,2949,381,0,0,66,18,0,465,88,0,0,20,8,0,115,26,0,0,14,6,0,49,8,0,0,14,4,0,28,7,0,0,10,6,0,21,15,0,0,32,18,0,69,100,76,27,149,100,35,487,6380,935,245,2714,785,96,11150
LGA33360,7,86,8,21,26,4,149,3,56,10,14,13,0,96,104,242,19,83,54,4,508,534,149,56,188,44,10,988,429,48,41,218,56,3,797,872,36,28,270,55,0,1267,1756,14,11,247,63,5,2097,1277,0,5,142,29,0,1447,191,0,0,33,10,0,239,44,0,0,8,4,0,58,16,0,0,3,3,0,30,6,0,0,5,5,0,12,10,0,0,0,6,0,14,20,0,0,7,21,0,56,120,32,11,106,103,20,391,5388,673,194,1353,496,47,8149
LGA33430,50,193,8,43,31,4,328,7,307,18,25,12,0,369,51,1435,85,193,74,4,1847,246,547,186,422,166,18,1589,199,259,109,489,163,17,1241,766,225,132,738,216,18,2087,3789,198,137,1750,590,37,6506,16631,113,143,4033,2058,85,23061,16439,28,45,2849,1337,53,20749,7664,5,26,1274,451,34,9452,3371,5,6,600,175,6,4163,1642,0,0,323,56,4,2032,846,3,0,155,24,4,1024,1187,0,0,299,68,5,1560,954,299,60,833,297,204,2646,53851,3615,957,14040,5721,477,78660
LGA33610,0,13,0,7,32,0,55,0,8,0,3,19,0,33,11,33,0,33,29,0,105,52,23,9,41,13,0,125,59,3,0,58,6,0,131,102,10,4,68,13,3,193,167,3,0,63,11,0,241,109,0,3,42,3,0,164,36,0,0,11,0,0,48,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,4,0,0,6,16,6,0,25,65,4,112,547,95,15,349,196,9,1209
LGA33620,3,15,4,13,22,0,55,4,20,3,7,13,0,46,15,99,24,61,21,3,219,62,67,31,141,42,6,355,166,28,14,169,24,0,404,429,25,15,299,37,4,809,1008,4,12,376,51,5,1458,680,0,9,178,13,0,886,106,0,0,32,7,0,146,14,0,0,11,0,0,23,6,0,0,10,6,0,18,0,0,0,0,6,0,9,5,0,0,0,0,0,8,4,0,0,6,0,0,10,51,11,3,81,47,19,213,2554,272,114,1403,298,37,4672
LGA33800,0,3,0,14,34,0,50,3,8,4,12,4,0,26,29,20,11,53,13,0,126,100,25,29,77,11,8,249,80,7,7,58,7,3,169,152,4,9,67,20,6,256,79,0,0,42,7,0,130,18,0,0,13,0,0,32,6,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,9,5,15,30,7,72,472,82,60,343,135,17,1119
LGA33830,0,17,11,0,8,0,36,0,14,22,0,0,0,45,0,58,32,0,0,3,91,0,29,11,0,0,0,43,0,0,0,0,0,0,7,0,0,4,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,14,0,129,88,3,16,3,241
LGA33960,20,98,5,25,19,0,165,7,151,3,14,8,6,188,55,600,36,110,40,9,855,135,412,72,182,78,9,890,309,164,49,238,79,5,849,2547,306,121,636,709,15,4340,7778,179,90,1298,438,44,9819,9761,34,17,737,187,14,10751,1449,10,4,132,27,0,1626,318,4,0,37,4,0,368,89,7,0,12,4,0,110,36,0,0,3,0,0,43,6,0,0,5,0,0,12,21,0,0,9,0,0,29,379,172,33,205,109,63,961,22918,2139,443,3639,1697,174,31003
LGA33980,32,25,6,14,1349,4,1426,3,25,0,0,188,0,223,31,30,10,27,201,0,296,37,27,6,38,46,0,154,64,17,7,26,17,3,140,163,4,0,36,26,3,231,275,3,5,46,33,3,358,346,0,0,35,15,0,393,164,0,0,16,0,0,184,65,0,0,3,6,0,75,35,0,0,3,6,0,46,14,0,0,0,4,0,15,3,0,0,0,3,0,4,3,0,0,0,4,0,7,47,4,4,45,259,0,363,1281,142,37,292,2160,17,3928
LGA34420,0,21,16,0,7,0,47,0,15,11,0,0,0,28,0,55,26,0,8,0,86,0,17,13,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,6,5,25,0,117,74,0,23,4,218
LGA34530,3,10,0,10,19,0,39,0,19,6,8,5,0,38,5,55,15,25,14,5,119,34,31,43,58,18,4,186,34,19,9,78,15,3,157,122,8,11,114,33,0,290,401,0,0,182,65,9,663,750,7,0,146,23,0,928,338,0,0,64,4,0,401,87,0,0,17,0,0,104,25,0,0,3,11,0,38,9,0,0,3,0,0,17,5,0,0,0,0,0,4,0,0,0,13,12,0,21,41,11,4,53,49,0,161,1857,164,86,761,277,22,3164
LGA34570,0,10,0,0,13,0,25,0,7,0,0,0,0,6,0,42,0,0,0,0,44,0,15,0,0,0,3,19,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,13,0,89,9,3,16,8,119
LGA34580,3,5,0,5,3,3,18,5,11,0,3,3,0,18,32,43,6,65,29,8,181,31,16,10,54,11,0,125,75,9,0,92,13,0,194,278,13,8,145,19,5,468,930,14,0,241,24,9,1216,496,3,0,122,8,0,637,113,0,0,38,3,0,158,30,0,0,4,0,0,37,10,0,0,5,0,0,17,3,0,0,8,0,0,10,7,0,0,0,0,0,3,3,0,0,0,0,0,3,45,9,6,74,26,10,161,2054,120,31,858,150,33,3257
LGA34590,31,250,10,22,10,3,326,11,348,16,17,0,3,387,65,1187,41,104,34,10,1442,165,766,68,190,125,5,1316,194,303,43,205,48,4,795,1706,302,51,382,182,14,2637,8453,253,88,1408,515,37,10759,13463,57,45,1751,473,47,15838,2479,18,6,438,48,3,2988,731,4,4,143,11,0,895,239,0,3,48,8,0,301,80,4,0,19,0,0,106,33,0,0,3,0,0,38,27,0,0,18,10,0,52,578,260,37,286,116,104,1382,28257,3756,403,5046,1580,231,39264
LGA34710,0,15,0,0,46,0,61,9,4,0,6,12,0,29,19,21,0,18,9,0,69,31,7,0,14,12,0,70,18,4,10,12,5,0,53,59,5,0,20,7,0,89,38,0,0,18,13,0,70,20,0,0,3,0,0,26,3,0,0,4,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,0,4,4,5,3,14,42,4,68,211,68,12,113,154,4,563
LGA34770,7,97,0,28,34,0,172,0,99,9,15,8,3,132,28,375,27,131,41,4,607,155,265,55,239,108,8,829,232,86,30,310,72,5,736,714,108,34,453,68,8,1381,1487,59,58,673,104,8,2388,2888,13,31,644,92,13,3685,1329,11,3,204,33,4,1576,280,0,0,51,4,0,335,72,0,0,24,5,0,97,19,0,0,6,0,0,29,4,0,0,5,0,0,14,12,0,0,19,4,0,32,142,107,19,186,83,33,578,7371,1222,261,2984,664,91,12598
LGA34800,0,0,0,0,0,0,3,0,0,0,0,5,0,8,0,0,7,3,4,0,19,0,0,0,7,0,0,4,0,0,0,3,13,0,16,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,29,3,0,8,23,50,0,85
LGA34830,0,6,0,0,8,0,15,0,5,0,0,0,0,7,0,34,4,0,3,0,44,0,27,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,66,5,0,14,0,95
LGA34860,3,20,0,5,64,0,97,0,6,7,3,29,0,46,25,27,26,49,28,0,144,88,45,35,86,45,3,295,90,4,9,68,13,3,190,139,8,13,62,12,0,237,223,0,0,35,13,0,273,137,0,0,18,5,0,164,8,0,3,9,0,0,20,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,19,12,0,40,109,3,190,733,134,90,378,316,14,1670
LGA34880,0,18,3,10,22,0,55,0,19,9,7,18,0,51,8,63,11,39,52,3,172,22,76,43,56,47,4,255,46,15,9,82,27,0,182,103,26,11,116,23,8,288,263,15,10,171,18,3,481,233,4,5,114,8,0,363,46,0,0,26,5,0,74,13,0,0,11,0,0,22,5,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,7,17,0,41,46,9,126,747,243,102,688,276,30,2087
LGA35010,30,247,9,36,19,7,342,12,305,10,22,11,3,364,82,1387,69,173,101,8,1823,177,768,143,286,151,9,1528,299,325,99,371,127,8,1233,1809,354,144,782,769,31,3885,9054,306,152,2020,640,50,12220,18336,77,52,2355,962,54,21840,5528,14,3,639,81,16,6274,1406,8,7,177,31,0,1625,496,4,0,73,9,0,575,168,0,4,26,11,0,209,51,0,0,7,0,0,60,76,0,0,29,17,0,123,646,261,45,355,154,131,1596,38171,4050,734,7343,3079,318,53696
LGA35250,0,35,8,0,28,0,64,0,27,0,0,0,0,27,0,82,4,0,4,0,91,0,19,3,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,17,0,174,18,0,38,0,230
LGA35300,9,84,0,0,157,0,257,4,55,6,3,44,0,104,18,157,0,21,27,4,222,87,121,8,35,36,5,286,91,48,6,63,18,0,226,191,35,9,75,32,4,346,205,9,8,126,36,0,387,382,9,0,137,36,0,561,249,0,0,53,10,0,314,80,0,0,24,11,0,122,20,0,0,5,5,0,26,9,0,0,3,4,0,15,0,0,0,0,3,0,8,0,0,0,4,3,0,9,32,43,4,42,124,8,253,1378,560,44,590,533,28,3126
LGA35600,0,13,3,5,37,0,59,0,9,4,0,15,0,24,19,12,6,24,12,0,62,57,11,3,34,9,0,119,39,0,0,37,11,0,86,27,0,0,15,0,0,52,11,4,0,12,0,0,19,3,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,31,4,51,166,56,15,146,116,7,495
LGA35670,0,15,3,0,3,0,17,0,23,0,0,0,0,22,0,64,5,0,0,0,72,0,40,5,0,0,0,50,0,6,0,0,0,0,6,0,0,0,0,0,0,5,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,13,0,159,17,0,10,0,189
LGA35740,0,22,0,11,4,0,40,0,19,3,4,0,0,30,3,136,10,14,8,0,173,8,57,0,60,10,0,135,13,27,0,60,9,0,112,49,12,0,101,16,0,176,164,12,0,170,30,0,379,577,11,0,277,43,5,914,806,4,0,228,25,0,1057,509,0,0,122,15,0,645,320,0,0,60,7,0,379,142,0,0,26,3,0,177,90,0,0,23,0,0,111,233,0,0,92,11,0,331,66,25,0,106,19,16,228,2989,327,22,1347,189,26,4902
LGA35760,0,9,0,11,21,0,43,4,5,0,9,24,0,41,10,41,17,55,43,0,165,55,15,11,79,26,8,188,50,8,4,71,10,4,142,99,0,0,51,26,0,179,64,0,0,31,9,0,105,11,0,0,6,18,0,40,0,0,0,3,0,0,9,0,0,0,0,7,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,9,7,0,35,41,4,96,305,74,34,358,229,22,1019
