LGA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
LGA33610,0,0,0,12,8,15,0,0,0,0,0,0,4,3,8,1768,1522,3288,123,110,231,84,4,83,14,3,17,13,3,24,27,9,37,149,138,285,2195,1798,3997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,12,44,38,13,50,0,0,0,0,0,4,0,0,0,3,5,9,245,248,492,131,196,331,25,17,42,2639,2276,4915
LGA33620,4,4,9,43,17,67,3,0,4,0,0,0,19,20,32,6855,6448,13302,492,550,1044,302,11,311,79,9,88,42,8,47,100,37,137,288,262,553,8225,7367,15593,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,3,7,0,4,4,0,0,0,9,9,11,56,39,96,62,44,109,5,0,7,3,0,3,0,3,3,9,3,20,942,1221,2160,995,1321,2316,83,78,159,10319,10038,20358
LGA33800,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,1676,1506,3182,97,103,208,88,0,93,20,4,30,19,5,27,34,9,46,153,98,254,2101,1738,3842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,36,29,8,33,0,0,0,0,0,0,0,0,0,4,0,4,169,179,354,195,246,442,35,33,69,2538,2203,4740
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,70,151,12,12,21,0,0,0,0,0,0,0,0,0,22,0,23,12,13,28,128,99,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,6,8,14,149,110,256
LGA33960,901,1095,1991,135,186,315,11,0,16,3,0,3,119,129,253,36649,30456,67103,2314,2803,5117,853,25,877,671,53,720,162,44,202,295,143,437,410,510,917,42511,35440,77954,117,180,301,0,0,0,0,0,0,293,345,638,52,107,160,66,29,94,524,665,1194,0,0,0,0,0,0,28,18,45,16,36,46,9,13,22,53,67,117,410,252,658,987,984,1972,94,126,221,8,11,19,22,11,33,126,151,270,4925,7039,11963,4211,6712,10924,279,226,502,53036,50549,103584
LGA33980,0,0,6,709,165,868,6,0,4,0,0,0,7,3,8,5291,3000,8291,706,394,1099,121,9,130,35,8,47,31,19,48,239,93,329,416,402,819,7555,4099,11653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,9,0,0,0,0,0,0,40,11,52,8,0,8,18,6,27,67,22,87,163,50,212,240,70,310,4,4,8,25,0,29,10,0,15,42,6,49,339,493,834,793,529,1332,61,43,103,9029,5241,14271
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,59,9,19,23,0,0,0,0,0,0,3,0,3,0,0,0,33,48,91,91,77,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,16,96,92,189
LGA34530,0,0,0,107,60,171,8,11,16,0,0,0,7,16,14,5551,5742,11291,391,443,838,161,3,173,57,12,69,31,8,43,61,21,83,168,172,344,6553,6492,13042,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,29,4,37,5,0,0,0,0,0,31,5,40,54,32,88,87,44,129,0,0,4,4,0,3,4,3,8,9,7,14,551,852,1404,1311,1293,2610,63,71,125,8568,8755,17325
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,19,76,14,10,22,0,0,0,0,0,0,0,0,0,0,0,0,22,30,51,88,61,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,7,16,103,67,172
LGA34580,3,9,11,47,70,113,0,0,0,0,0,0,0,0,5,6416,5491,11909,468,627,1092,260,10,271,73,8,85,14,6,24,66,33,96,160,145,302,7517,6393,13915,0,3,8,0,0,0,0,0,0,11,18,25,0,0,4,0,0,0,12,25,35,0,0,0,0,0,0,3,0,8,0,3,3,3,0,3,8,4,15,81,30,110,99,62,159,0,0,0,0,0,0,0,3,0,0,3,7,702,998,1706,714,1141,1860,56,58,111,9093,8660,17749
LGA34590,469,561,1027,726,1199,1930,14,6,19,0,3,6,194,176,370,56520,43943,100462,3475,3981,7462,2006,60,2067,889,65,943,189,41,232,433,219,648,546,653,1199,65464,50902,116359,79,149,229,0,0,0,12,14,25,173,189,362,39,58,99,51,33,83,358,436,794,0,0,0,0,0,0,169,277,448,57,125,178,25,25,47,252,421,676,649,365,1013,1255,1229,2487,101,122,225,24,34,58,28,6,38,148,170,321,6195,10018,16214,5551,8914,14463,384,315,700,78999,71537,150539
LGA34710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,618,1174,57,48,100,17,0,17,14,0,12,18,20,32,13,10,27,112,97,208,788,793,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,17,12,6,17,0,0,0,0,0,0,0,0,0,0,0,0,113,126,241,91,125,212,17,6,22,1016,1061,2076
LGA34770,5,4,6,395,163,562,18,0,22,0,0,0,71,66,139,21466,19874,41339,1406,1522,2929,415,9,425,267,22,290,236,72,302,154,92,249,577,579,1152,25007,22406,47411,0,0,3,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,55,5,61,11,19,25,0,9,10,71,24,100,198,120,318,282,151,425,0,5,3,11,6,22,16,5,26,33,12,46,1166,1967,3135,3278,3403,6680,192,148,342,29956,28084,58041
LGA34800,0,0,0,153,19,172,0,0,0,0,0,0,0,0,0,95,82,176,12,15,25,5,0,5,0,0,0,4,0,4,56,17,71,63,58,118,389,181,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,14,0,14,17,0,19,0,0,0,0,0,0,0,0,0,0,0,3,58,73,132,31,34,58,0,0,3,496,288,791
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,55,13,11,21,4,0,4,0,0,0,0,0,0,0,0,0,10,11,23,53,49,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,18,0,0,0,58,53,119
LGA34860,0,0,0,12,8,21,0,0,0,0,0,0,10,3,10,2281,1940,4217,200,186,387,114,5,118,41,6,47,21,6,24,89,34,125,286,268,556,3043,2462,5504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,7,55,24,72,58,27,86,0,0,0,8,0,8,13,0,14,16,0,16,415,431,846,204,273,474,33,27,57,3772,3223,6995
LGA34880,0,0,0,92,42,131,0,0,0,0,0,0,3,0,0,2687,2668,5352,236,310,547,98,4,102,46,4,50,37,16,55,71,28,93,218,170,397,3489,3248,6736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,5,0,5,6,0,12,29,15,42,43,13,57,0,0,0,0,0,0,4,0,4,3,0,3,528,616,1134,535,579,1114,62,46,112,4654,4495,9151
LGA35010,2325,2460,4788,350,481,827,18,7,27,13,0,12,190,199,386,70069,61892,131965,4022,5346,9371,2149,52,2201,1550,126,1682,467,156,622,648,311,953,1037,1276,2309,82847,72303,155151,303,339,641,0,0,0,0,0,3,776,789,1569,128,170,298,173,51,228,1379,1355,2738,0,0,0,0,0,0,53,71,117,33,72,100,25,30,51,106,162,272,777,393,1165,2266,1913,4179,177,204,377,13,19,31,28,15,47,219,236,460,13782,17783,31562,9685,15254,24937,452,426,880,109249,107914,217162
LGA35250,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,42,29,76,22,12,38,0,0,0,0,0,0,3,0,3,0,0,0,27,51,78,103,108,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,10,3,8,4,3,10,117,117,237
LGA35300,0,0,0,43,8,55,0,0,0,0,0,0,28,42,68,3612,3113,6719,352,393,744,55,4,56,104,0,108,58,14,76,67,27,90,307,271,580,4634,3876,8509,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,6,0,6,0,0,0,5,0,4,16,6,14,57,42,96,71,49,119,0,0,3,3,0,3,4,3,6,10,4,13,72,160,235,527,482,1008,53,26,76,5371,4591,9968
LGA35600,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,562,591,1153,29,65,101,36,0,36,10,0,7,11,7,12,15,10,25,83,105,189,746,781,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,129,107,234,83,107,187,17,15,28,976,1007,1985
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,25,65,8,18,17,0,0,0,0,0,0,0,0,0,3,7,6,3,11,15,54,59,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,11,66,65,127
LGA35740,5,5,10,69,101,170,5,0,5,0,0,0,7,11,23,7130,6706,13835,401,541,946,163,7,165,167,35,200,128,70,200,98,53,154,297,306,603,8479,7839,16317,0,0,3,0,0,0,0,0,0,11,3,18,0,0,0,0,0,3,16,8,20,0,0,0,0,0,0,0,7,7,4,6,14,8,0,14,14,19,33,84,37,119,108,62,169,0,5,4,5,0,5,3,3,10,8,6,17,2272,2685,4958,1412,1831,3239,85,90,172,12353,12511,24868
LGA35760,0,0,0,33,20,48,0,0,0,0,0,0,0,0,0,1261,1143,2399,153,164,315,55,3,55,17,5,17,9,8,14,35,16,49,154,190,338,1709,1535,3246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,14,0,0,0,0,0,0,8,4,15,12,8,24,25,13,44,0,0,0,0,0,0,3,0,4,3,0,4,334,313,653,169,188,355,46,34,80,2285,2093,4372
LGA35780,0,0,0,7,12,11,0,0,0,0,0,0,0,0,0,223,204,431,58,76,134,9,0,6,0,0,0,3,3,3,15,9,22,59,99,153,376,395,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,4,4,11,9,18,12,9,16,0,0,0,0,0,0,0,0,0,0,0,0,6,6,19,79,69,155,31,29,56,506,510,1016
LGA35790,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,64,58,123,12,33,42,0,0,0,0,0,0,0,0,0,6,4,4,51,81,130,135,190,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,10,17,23,153,214,362
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,192,394,12,18,30,11,0,11,8,0,9,0,0,0,5,6,8,34,37,71,271,256,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,3,0,10,0,0,0,0,0,0,5,0,5,5,0,5,65,51,113,37,29,63,10,0,11,377,342,719
LGA36070,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,28,15,42,9,4,12,7,0,7,0,0,0,0,0,0,23,0,23,72,54,128,149,72,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,152,82,233
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,99,218,4,3,8,6,0,6,4,0,4,5,5,4,8,3,11,28,38,67,175,151,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,69,11,20,34,4,0,4,226,205,438
LGA36250,385,388,778,239,379,620,58,43,99,0,6,7,53,45,98,25216,21922,47142,1243,1515,2759,666,9,673,403,29,434,137,57,196,224,107,329,344,441,789,28975,24952,53926,31,47,75,0,0,0,0,0,4,124,133,257,17,27,44,23,5,31,194,210,407,12,36,48,0,0,0,46,92,139,10,49,60,9,7,18,84,180,268,590,409,998,862,806,1672,26,39,63,17,41,62,45,26,65,86,105,193,4968,6725,11690,3375,5202,8571,131,138,276,38401,37927,76324
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,103,202,3,9,18,3,0,8,7,0,7,0,0,0,3,0,3,29,15,47,155,127,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,43,48,93,10,18,33,3,5,12,221,199,418
LGA36370,3,0,8,183,94,276,7,0,7,0,0,0,57,90,149,12923,12637,25559,1092,1269,2358,316,4,319,173,15,190,147,33,172,100,61,160,448,439,889,15450,14644,30092,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,47,5,57,8,8,18,4,4,4,54,23,78,160,106,261,219,126,349,0,0,0,3,3,7,13,0,13,19,3,22,687,1059,1749,1967,2366,4334,91,72,159,18429,18271,36706
LGA36510,9,5,16,17,14,27,0,0,0,0,0,0,3,8,3,6160,5357,11517,320,373,691,295,16,311,86,6,95,22,6,34,77,37,117,316,265,584,7314,6095,13409,0,0,0,0,0,0,0,0,0,8,15,27,4,0,3,0,0,0,14,23,35,0,0,0,0,0,0,3,10,15,0,0,0,0,0,0,6,9,13,64,28,98,88,56,148,4,0,6,0,0,0,3,4,5,11,3,13,1306,1656,2962,886,1316,2201,101,102,200,9701,9224,18924
LGA36580,4,3,13,31,5,39,0,0,0,0,0,0,0,4,8,3458,2956,6414,233,288,520,182,3,184,48,4,52,12,8,19,43,17,61,147,123,266,4163,3409,7571,0,4,0,0,0,0,0,0,0,11,21,35,0,0,0,0,0,0,17,30,48,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,4,0,6,30,14,45,53,49,101,4,5,5,0,0,0,4,0,4,4,3,10,584,712,1295,488,625,1114,63,44,102,5350,4839,10195
LGA36630,5,0,5,77,17,93,6,0,6,0,0,0,5,6,17,4066,3951,8017,325,394,718,134,0,141,52,6,64,48,8,57,55,22,72,300,234,529,5070,4636,9707,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,7,0,7,7,0,4,5,3,10,14,4,18,48,22,70,65,25,90,0,0,0,4,4,5,3,0,3,3,4,6,583,578,1167,456,657,1112,74,54,123,6246,5961,12203
LGA36660,0,0,4,26,4,33,0,0,0,0,0,0,22,21,40,5008,4700,9709,409,444,849,199,6,206,59,3,62,47,10,58,75,30,102,333,289,623,6173,5514,11689,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,48,23,69,52,22,77,0,0,0,0,0,0,3,0,0,3,0,0,722,818,1537,620,942,1564,80,68,147,7653,7367,15018
LGA36720,171,121,291,524,557,1080,20,8,29,4,0,7,83,95,176,51294,48482,99781,2625,3477,6096,1199,28,1227,662,62,726,800,383,1178,621,244,855,1381,1660,3039,59379,55121,114499,17,29,44,0,0,0,0,0,0,105,66,169,14,3,20,11,0,13,146,105,252,0,0,0,0,0,0,28,25,55,36,69,110,25,16,40,85,119,208,528,277,807,761,498,1259,23,19,40,36,19,51,29,12,43,85,51,133,10158,13476,23634,7595,11781,19378,403,377,786,78392,81300,159690
LGA36820,4,0,0,81,45,129,5,0,5,0,0,0,0,6,0,3212,3292,6498,281,327,606,105,6,111,48,15,61,20,13,34,72,24,100,277,231,508,4104,3953,8061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,5,0,5,12,7,14,44,16,67,53,21,81,0,0,0,3,0,3,0,0,5,11,0,8,536,679,1217,657,770,1433,67,47,112,5429,5475,10906
LGA36910,6,4,11,74,103,179,9,3,9,0,0,4,147,186,332,28312,26336,54651,1881,2487,4372,668,18,692,377,32,408,346,88,429,243,119,359,1227,922,2153,33284,30306,63589,3,0,5,0,0,0,0,0,0,9,10,15,0,0,0,0,0,4,13,12,27,0,0,0,0,0,0,22,8,33,7,22,24,14,15,29,40,44,85,317,191,507,368,243,618,0,0,3,6,11,22,18,9,23,24,23,48,2988,3742,6732,2850,4760,7609,196,184,379,39714,39261,78977
LGA36950,0,0,0,0,0,6,14,29,41,0,0,0,3,15,19,323,269,594,58,118,180,11,0,11,9,5,8,19,14,28,55,17,75,185,239,421,675,708,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,32,13,45,33,23,60,0,0,0,5,7,9,0,3,8,3,9,15,27,36,65,93,80,164,18,22,44,850,869,1719
LGA36960,0,0,0,4,8,8,0,0,0,0,0,0,0,0,0,189,68,261,40,63,104,5,0,5,0,0,0,7,0,8,38,13,50,185,297,481,472,453,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,33,15,21,34,0,0,0,0,0,0,3,6,7,3,6,9,5,13,18,7,13,24,12,8,21,526,503,1027
LGA37010,10,4,8,330,291,620,31,20,46,0,0,0,117,134,252,33135,32993,66130,2032,2911,4942,571,21,590,814,89,908,683,243,925,438,176,617,1004,880,1894,39166,37758,76926,0,0,0,0,0,0,0,0,0,9,7,10,5,0,5,0,0,0,10,9,19,3,9,8,0,0,0,32,13,39,17,42,56,18,20,41,66,83,148,508,336,852,586,431,1018,4,4,5,24,21,40,42,25,65,67,41,111,1977,2938,4911,4358,5848,10204,198,145,346,46348,47162,93514
LGA37300,0,0,0,27,12,36,21,4,23,0,0,0,5,0,7,837,638,1478,64,81,147,6,0,6,5,3,8,36,16,48,14,11,22,37,77,110,1049,839,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,24,0,0,0,0,0,0,0,0,0,0,0,0,19,3,24,16,3,24,35,9,46,0,0,0,19,7,30,0,0,0,19,7,30,17,44,58,202,189,388,17,9,28,1342,1100,2440
LGA37310,0,0,0,209,91,295,3,0,3,0,0,0,5,10,15,5497,4401,9901,555,383,939,226,6,231,64,11,72,65,23,86,136,40,176,478,377,854,7242,5338,12576,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,16,0,22,8,0,10,8,0,7,32,5,35,73,30,106,105,43,152,0,0,4,3,0,3,11,0,12,15,5,19,917,975,1891,531,728,1260,82,53,134,8884,7141,16030
LGA37340,0,0,0,266,188,453,59,39,100,0,0,0,26,17,44,5749,4902,10649,547,589,1136,155,11,167,87,28,114,94,43,136,274,176,451,734,816,1548,7992,6813,14804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,13,4,23,8,14,20,7,4,13,32,27,56,151,70,224,189,94,284,5,3,3,10,5,14,17,0,20,33,9,42,566,852,1420,1343,1385,2733,69,65,134,10193,9221,19415
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,164,334,9,18,25,7,0,4,5,0,3,8,5,7,7,0,9,37,47,75,236,230,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,54,109,52,62,110,0,0,4,345,346,692
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,54,86,7,8,15,3,0,3,0,0,0,0,0,0,0,0,0,37,46,80,83,105,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,87,111,200
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16,17,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,23,42
LGA37600,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,110,118,233,29,30,56,0,0,0,0,0,0,0,0,0,0,0,0,23,31,51,164,188,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,8,12,8,9,13,186,205,394
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,10,0,10,0,0,0,0,0,0,57,0,57,3,0,0,75,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,11,0,0,0,90,13,99
LGA40070,29,26,56,456,621,1076,0,0,3,123,142,268,64,74,136,2460,1748,4205,173,280,455,9,0,8,74,22,96,257,109,366,86,44,130,1600,1518,3120,5322,4583,9905,9,6,16,0,0,0,3,0,5,0,4,4,0,0,0,0,0,0,15,15,29,0,0,0,16,34,45,9,8,21,9,16,24,18,20,45,46,79,125,43,50,91,102,143,245,13,8,20,10,10,19,9,3,8,28,20,51,935,809,1743,670,931,1603,24,17,49,7089,6505,13592
LGA40120,3,0,7,174,235,409,0,0,0,0,0,0,7,0,4,6887,6038,12919,279,419,703,113,3,119,62,0,67,49,14,61,45,23,67,226,174,399,7844,6909,14753,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,42,73,117,14,13,29,3,6,7,64,89,154,84,48,133,149,148,292,0,3,8,6,0,6,0,0,0,8,3,9,1513,1631,3148,858,1449,2315,60,50,108,10434,10192,20627
