LGA_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
LGA24780,626,568,1188,1737,1641,3379,373,426,798,207,188,394,2314,2255,4572,1340,1279,2618,271,324,596,126,129,257,1740,1732,3478,96,121,220,67,135,201,209,126,338,199,381,578,4,5,6,576,767,1340,112,238,346,58,141,199,28,47,77,99,261,359,0,3,3,296,693,993,874,1460,2336,83,78,161,115,202,315,9,6,18,205,284,490,2399,2297,4696,58,66,119,8210,8669,16877
LGA24850,684,562,1252,1632,1521,3154,602,579,1179,98,86,188,2342,2192,4535,1014,931,1940,511,472,981,123,142,261,1655,1543,3195,108,100,210,51,128,175,233,120,350,148,296,448,3,0,9,544,647,1189,203,308,510,66,159,224,32,51,84,155,327,479,0,0,0,455,842,1299,1004,1491,2497,73,68,144,115,168,283,4,0,6,198,240,437,1584,1430,3013,19,25,48,7484,7490,14976
LGA24900,295,248,541,622,540,1166,469,466,933,75,77,154,1174,1087,2261,429,446,874,317,371,686,93,126,215,844,942,1786,24,39,66,23,59,77,137,87,225,100,175,277,7,0,5,291,357,648,34,94,133,24,42,69,10,25,33,35,135,177,0,0,3,103,311,414,394,671,1065,17,20,37,38,80,119,3,0,0,62,95,160,1264,1175,2437,6,11,18,4040,4232,8269
LGA24970,1905,1654,3554,5437,4892,10326,1116,1056,2175,655,733,1383,7210,6694,13899,3585,3139,6724,1372,1453,2824,1280,1360,2644,6255,5956,12214,542,389,931,598,607,1213,452,178,632,792,1011,1803,8,3,11,2402,2193,4591,5396,5308,10705,1947,1726,3678,401,418,815,883,1097,1975,21,11,35,8649,8567,17211,11060,10764,21824,604,482,1085,605,732,1332,10,8,23,1217,1218,2438,4179,3791,7967,397,378,771,32221,30453,62671
LGA25060,1260,1233,2488,2187,1936,4122,1878,1772,3649,460,576,1037,4532,4289,8822,1705,1381,3086,1425,1410,2834,786,899,1681,3921,3696,7612,261,197,455,222,323,541,343,115,459,388,519,914,8,4,14,1223,1161,2378,1707,2093,3804,590,771,1360,243,258,502,659,994,1655,9,3,14,3211,4131,7341,4443,5295,9740,191,177,370,283,423,705,9,10,17,478,614,1095,2153,2198,4351,90,90,180,16864,17418,34284
LGA25150,423,472,894,1315,1122,2435,291,285,573,213,220,437,1823,1627,3453,633,626,1267,312,299,609,328,339,667,1278,1264,2548,50,54,99,49,75,126,155,65,221,120,212,332,0,0,0,379,409,788,176,320,494,44,158,206,25,53,74,94,256,347,0,0,0,334,783,1123,714,1189,1904,65,57,117,68,119,186,0,5,3,132,178,305,918,853,1769,12,16,29,5297,5601,10902
LGA25250,1848,1662,3515,3700,3486,7190,1383,1292,2677,629,720,1351,5723,5505,11232,2601,2324,4926,895,1090,1985,651,674,1326,4165,4098,8260,604,403,1003,619,682,1304,475,220,697,813,987,1802,16,8,19,2524,2305,4827,2216,2927,5150,1529,1856,3385,332,419,753,1182,2118,3291,10,16,32,5272,7338,12610,7814,9652,17465,407,335,743,496,672,1170,5,9,16,913,1016,1933,3739,3597,7337,147,151,300,24349,25692,50039
LGA25340,1738,1529,3267,5033,4607,9640,869,812,1684,705,761,1470,6619,6188,12803,2895,2703,5603,1209,1245,2458,1329,1454,2781,5442,5412,10854,331,288,620,152,314,468,684,259,938,449,818,1267,6,10,18,1628,1680,3316,930,1376,2303,193,448,642,146,223,373,423,934,1356,10,8,13,1700,2988,4689,3337,4678,8016,188,130,318,257,471,733,3,13,17,450,613,1067,4312,4755,9063,65,78,141,21957,23250,45209
LGA25430,178,126,306,526,506,1039,52,57,113,61,59,121,638,629,1271,429,327,757,69,63,130,97,114,216,593,508,1098,24,30,48,27,39,65,46,20,67,74,85,164,0,0,5,169,170,349,46,73,120,33,91,126,3,19,20,64,188,255,0,9,9,150,374,526,319,549,873,6,10,20,24,64,87,3,0,4,34,81,115,1218,841,2062,16,6,25,2999,2745,5745
LGA25490,181,171,353,508,440,950,240,256,492,19,23,39,767,718,1483,323,357,675,191,232,424,57,43,95,571,630,1196,21,33,50,6,32,38,84,43,124,62,106,171,0,0,5,177,219,396,29,85,109,14,25,37,8,14,18,31,108,137,0,5,3,81,228,310,256,451,705,10,17,23,16,27,43,0,0,4,29,48,73,559,538,1101,9,10,16,2367,2563,4925
LGA25620,145,102,245,389,346,730,114,126,241,13,11,25,509,483,999,346,311,657,46,51,95,43,32,78,432,391,829,18,25,43,16,30,42,58,34,93,27,90,119,4,0,4,121,170,294,28,48,82,11,39,56,11,20,27,33,76,107,0,0,0,82,187,267,202,353,562,8,5,7,21,42,62,0,0,4,28,49,79,723,633,1356,0,7,15,2051,2022,4071
LGA25710,723,733,1458,2267,2086,4350,366,373,743,219,180,399,2852,2639,5499,1584,1477,3058,595,700,1288,463,475,936,2647,2649,5296,114,111,225,44,91,132,410,105,514,216,272,486,3,4,4,784,581,1368,738,1001,1746,121,225,352,113,130,246,222,486,703,5,5,5,1204,1839,3044,1990,2425,4411,41,45,86,121,205,329,5,3,7,162,257,418,725,776,1504,28,28,51,9124,9507,18635
LGA25810,110,97,209,292,235,530,111,116,232,11,9,20,407,368,778,226,217,445,53,66,119,20,20,33,299,300,598,5,10,11,5,18,26,44,25,69,20,61,83,0,0,0,72,110,183,16,38,51,5,23,31,10,10,20,11,51,65,0,0,0,53,116,163,122,229,349,11,18,22,22,41,58,0,0,5,35,56,89,573,540,1109,10,7,18,1552,1597,3149
LGA25900,779,773,1554,1803,1705,3503,280,262,544,391,377,764,2472,2347,4820,1034,899,1931,193,229,421,714,748,1465,1946,1877,3822,178,136,311,312,360,673,138,100,238,568,794,1362,0,0,5,1200,1389,2584,1072,1299,2372,685,923,1608,188,232,424,751,1301,2048,6,10,17,2700,3763,6462,3904,5161,9058,165,166,328,348,482,827,5,4,16,521,653,1171,3476,3212,6684,127,150,277,13218,14168,27383
LGA25990,56,68,125,215,204,414,21,14,36,8,18,23,246,235,480,131,110,244,37,38,74,34,40,76,209,184,401,0,12,16,0,9,10,25,18,40,12,39,42,6,0,5,44,75,119,10,29,37,7,19,22,0,3,3,14,42,52,0,0,0,34,88,121,76,166,238,5,8,10,6,18,25,0,0,0,10,23,34,646,340,982,0,0,0,1245,1018,2262
LGA26080,28,19,40,40,57,99,13,18,36,3,11,16,62,86,151,26,11,38,33,25,58,19,21,41,79,55,130,3,0,4,0,3,5,9,4,13,8,11,17,0,0,0,25,18,40,23,19,47,5,14,12,3,0,5,18,25,38,0,0,0,48,55,105,72,76,144,0,0,0,0,10,8,0,0,0,0,10,15,101,99,202,5,6,8,347,341,691
LGA26170,304,268,568,1037,933,1965,140,122,260,66,70,130,1248,1116,2362,665,637,1306,193,245,435,72,79,150,936,960,1891,31,43,75,12,40,52,115,53,167,67,147,214,7,5,6,234,285,516,71,142,211,19,67,85,13,27,39,53,163,213,0,3,8,148,405,552,377,690,1067,37,32,68,29,70,100,4,0,5,73,100,170,989,973,1962,19,11,27,3934,4116,8051
LGA26260,165,166,331,367,340,708,144,120,262,141,128,271,648,587,1240,203,183,383,178,190,369,186,162,347,567,536,1103,7,28,36,17,19,33,66,37,100,38,86,129,0,3,3,129,166,301,20,39,58,20,32,51,4,21,27,37,74,112,0,0,0,82,165,248,210,337,553,17,12,28,23,29,56,0,4,5,42,44,89,477,501,979,3,4,7,2115,2184,4295
LGA26350,873,740,1612,1302,1267,2565,486,453,940,780,803,1583,2575,2529,5094,397,435,835,637,563,1201,1406,1516,2924,2441,2518,4958,167,162,332,275,265,538,109,91,202,449,532,978,5,0,5,1007,1049,2053,1998,2488,4487,780,1018,1802,244,315,563,844,1201,2044,6,5,10,3876,5031,8911,4886,6087,10976,129,175,303,255,410,662,5,7,11,387,588,970,2318,2558,4880,152,158,307,13626,15176,28801
LGA26430,102,96,200,248,206,460,95,97,200,17,12,27,359,324,687,182,163,350,58,81,136,34,40,78,275,287,560,4,5,15,9,14,19,32,14,47,25,70,99,0,0,0,67,111,174,16,34,47,6,18,19,12,7,11,18,63,77,0,0,0,48,112,166,117,224,341,14,7,24,12,27,42,0,0,0,25,39,60,504,513,1012,7,3,11,1378,1485,2864
LGA26490,517,433,951,1307,1180,2495,281,291,573,192,155,346,1789,1624,3415,583,523,1109,354,381,734,396,372,762,1328,1276,2602,42,49,88,30,48,77,160,61,216,129,191,320,0,0,5,364,343,706,236,370,607,80,153,237,43,61,105,157,340,497,0,0,0,514,929,1443,878,1274,2156,14,17,34,72,111,184,0,0,0,95,129,221,876,903,1777,13,22,37,5501,5658,11157
LGA26610,217,214,427,540,433,972,330,355,684,26,18,47,890,812,1705,422,415,837,165,194,356,20,29,49,610,640,1243,28,34,65,15,32,50,87,42,126,62,154,214,3,3,8,193,267,460,40,71,116,12,36,49,10,24,25,23,98,123,0,0,0,86,230,319,281,497,779,28,19,49,34,61,94,5,0,5,62,80,142,978,913,1890,47,18,67,3090,3170,6256
LGA26670,58,45,106,154,148,301,47,34,87,15,6,24,222,196,413,142,156,298,9,8,20,15,12,29,172,176,345,7,9,17,6,10,17,9,12,27,17,35,54,0,0,0,36,66,106,5,14,20,0,14,15,3,10,6,13,30,34,0,0,0,23,58,86,57,130,189,0,3,5,3,14,20,0,0,0,8,22,28,263,241,504,4,0,8,781,813,1594
LGA26700,279,289,570,679,576,1261,373,385,759,145,163,309,1199,1129,2334,319,318,633,445,479,930,194,173,375,961,978,1938,25,57,84,24,79,107,104,95,206,99,158,259,0,5,0,260,392,653,62,119,182,41,80,119,14,31,42,77,164,245,0,3,3,188,397,586,448,793,1244,36,38,76,53,74,133,0,0,5,90,121,209,860,929,1785,18,15,28,3852,4248,8098
LGA26730,373,355,726,730,661,1389,636,597,1234,60,45,106,1429,1297,2733,728,684,1410,346,444,795,49,46,98,1125,1176,2298,52,74,126,60,113,174,164,126,289,189,232,426,5,0,6,471,552,1021,101,212,312,71,120,190,25,35,56,99,222,324,0,0,0,291,589,886,767,1143,1907,26,29,50,50,98,149,0,3,0,78,125,207,1081,1081,2157,42,31,66,4892,5206,10100
LGA26810,440,395,830,1190,1113,2302,426,421,843,176,148,318,1790,1682,3469,729,694,1423,426,421,845,185,231,418,1344,1347,2691,51,59,107,25,70,91,157,109,268,109,288,394,3,3,9,345,524,869,78,188,264,45,112,158,23,47,64,100,291,390,0,0,3,244,644,892,592,1169,1765,68,40,107,63,112,173,8,6,9,130,158,288,2325,1576,3897,62,16,77,6680,6340,13015
LGA26890,38,46,85,116,102,217,27,19,51,8,3,9,145,126,278,73,79,153,6,6,6,0,8,6,79,90,166,0,0,6,0,0,0,18,3,20,4,15,14,0,0,0,19,20,41,8,9,15,0,5,6,0,4,4,0,22,18,0,0,0,12,37,49,29,63,89,7,5,9,6,11,17,0,0,0,8,13,25,177,171,351,3,3,6,484,521,1002
LGA26980,1824,1624,3447,5052,4697,9749,875,924,1799,484,657,1141,6416,6280,12698,3458,3014,6471,1109,1234,2345,1289,1476,2763,5861,5728,11585,431,297,723,482,611,1096,489,216,703,690,1033,1730,9,3,10,2100,2156,4255,3584,3852,7431,1204,1276,2475,409,393,801,808,1210,2022,14,19,29,6021,6747,12767,8130,8910,17041,404,331,734,527,769,1289,11,8,18,933,1105,2041,3057,3267,6331,246,288,532,26466,27204,53671
LGA27070,3192,2804,5995,7482,6882,14366,2827,2746,5575,824,837,1665,11157,10489,21649,4967,4781,9747,2115,2046,4164,704,766,1468,7798,7597,15396,663,510,1169,556,830,1378,784,338,1121,941,1277,2220,16,11,25,2962,2963,5916,2344,3150,5495,994,1331,2333,242,343,584,700,1170,1873,15,14,27,4303,6009,10309,7281,8987,16266,626,624,1248,727,1000,1726,17,10,27,1363,1635,2998,5164,5169,10331,196,224,419,36149,36906,73055
LGA27170,516,536,1054,1152,1156,2303,591,535,1124,243,243,486,1985,1934,3918,772,774,1548,465,457,922,233,232,464,1472,1468,2935,194,134,326,112,159,270,279,147,424,211,351,555,7,4,6,794,795,1592,83,229,308,61,158,217,33,60,96,145,299,449,0,0,0,326,745,1065,1119,1545,2665,101,49,149,88,129,222,0,4,4,196,179,373,1035,1031,2065,21,23,39,6331,6709,13047
LGA27260,4517,4078,8599,11390,10574,21971,3023,3013,6036,2245,2318,4562,16696,15941,32634,6111,5382,11492,2200,2393,4594,1593,1592,3188,9923,9384,19297,1007,609,1617,977,1219,2196,841,405,1246,1203,2082,3283,12,12,27,4035,4335,8375,2917,3473,6385,1357,1861,3220,351,445,793,933,1553,2485,22,25,44,5580,7352,12933,9637,11718,21350,1265,1065,2335,1121,1618,2743,23,17,45,2418,2698,5118,9212,7839,17056,371,548,915,52771,52207,104981
LGA27350,625,620,1245,1438,1481,2922,238,211,451,198,222,426,1875,1924,3799,754,942,1696,256,182,433,368,415,784,1372,1541,2917,114,128,242,220,274,496,98,66,159,453,456,903,0,0,3,886,926,1809,1129,1634,2762,888,1158,2054,240,303,546,981,1487,2476,6,4,18,3251,4595,7846,4135,5520,9657,102,166,266,279,344,623,9,0,11,390,515,901,2642,2455,5104,107,95,201,11153,12677,23828
LGA27450,1910,1782,3695,5104,4632,9740,930,913,1845,709,714,1423,6756,6268,13027,3262,3086,6347,1023,1077,2100,1090,1049,2136,5374,5210,10591,245,321,568,149,263,413,866,389,1251,638,875,1513,13,8,16,1919,1850,3770,904,1367,2272,260,524,784,186,252,437,483,1090,1578,3,9,20,1845,3247,5088,3762,5106,8871,144,138,283,310,547,853,5,3,10,456,690,1145,2756,2586,5343,72,65,141,21087,21719,42810
LGA27630,64,47,113,178,144,319,63,56,119,6,9,17,243,210,449,194,185,372,4,3,9,8,10,22,205,197,400,0,7,12,0,7,5,21,10,27,19,27,42,0,0,0,40,51,91,6,22,25,5,12,13,0,6,5,4,29,33,0,0,0,18,67,86,54,117,176,10,7,14,10,15,23,0,0,0,26,18,36,251,260,510,3,3,8,846,848,1691
LGA29399,15,28,42,105,87,194,19,11,31,34,37,70,154,138,292,24,15,38,12,11,20,46,52,98,78,80,154,0,0,3,4,3,5,8,11,15,11,13,22,0,0,0,20,27,50,39,71,104,11,13,25,12,27,42,14,32,53,0,0,5,77,152,232,100,179,282,3,6,4,3,17,17,0,0,0,5,17,25,462,509,969,48,28,73,865,980,1845
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,49,384,0,0,0,337,49,389
LGA30250,8,8,18,50,46,103,0,0,0,0,0,0,56,47,107,11,14,18,0,0,0,0,0,0,11,14,18,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,60,45,104,3,0,3,134,123,256
LGA30300,26,40,66,113,104,221,71,63,138,9,9,11,189,179,369,103,91,199,3,4,11,6,6,15,118,102,220,5,7,6,3,5,9,6,11,17,5,16,19,0,0,0,17,38,46,6,14,12,4,14,16,0,12,19,12,24,37,0,0,0,24,62,83,37,99,133,3,6,9,6,10,14,0,0,0,6,17,23,215,189,405,9,0,5,592,626,1220
LGA30370,87,89,185,560,505,1060,65,81,148,61,69,131,682,655,1334,364,329,697,8,11,18,51,43,93,422,382,808,14,6,13,18,8,21,25,34,60,25,76,100,0,0,3,85,120,196,6,22,33,7,17,29,0,19,19,34,69,105,0,0,0,49,136,186,131,252,380,7,5,17,21,42,61,0,0,0,23,47,77,1588,920,2505,13,10,17,2956,2355,5309
LGA30410,14,14,27,99,108,203,27,18,43,0,0,0,124,123,250,64,54,120,0,0,3,0,0,3,67,55,127,4,0,8,0,0,0,3,3,8,4,16,19,4,0,4,13,18,31,0,10,10,0,13,13,0,4,8,12,23,33,0,0,0,12,46,66,30,64,92,0,0,0,0,11,16,0,0,0,7,8,16,170,149,316,4,9,10,415,426,839
LGA30450,0,0,3,10,11,23,0,4,5,0,0,0,10,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,39,39,78,0,0,0,51,65,116
LGA30760,5,6,22,36,42,78,31,33,64,3,0,3,71,75,145,33,22,57,0,0,0,4,3,9,37,29,65,0,0,0,0,0,0,0,5,3,3,8,10,0,0,0,6,15,18,0,3,10,0,6,5,0,0,0,0,9,10,0,0,0,7,19,26,11,30,43,0,0,0,3,0,3,0,0,0,3,0,3,117,102,217,4,5,6,255,247,505
LGA30900,5,4,12,22,23,47,0,0,0,0,0,0,22,29,49,0,4,3,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,5,4,0,0,0,0,0,4,0,0,0,0,3,3,49,39,88,0,0,0,80,79,157
LGA31000,11414,10584,21993,33710,32895,66606,10964,10403,21371,4687,4560,9240,49425,47914,97336,21865,20290,42157,11777,10639,22417,8625,8775,17398,42321,39752,82069,2656,2433,5089,3259,4601,7865,2553,1949,4493,4971,8054,13025,47,53,103,13482,17091,30573,22087,26965,49047,9395,10912,20311,3111,3834,6949,8470,12769,21236,53,78,125,43117,54552,97666,56659,71707,128372,2377,2452,4831,3337,4798,8134,43,51,98,5764,7301,13063,28809,25089,53899,2035,1936,3966,196423,204283,400708
LGA31750,0,4,8,12,11,26,0,0,0,7,0,7,18,11,30,4,10,7,0,0,0,5,0,5,9,10,15,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,10,6,11,0,0,0,0,0,0,0,0,0,0,0,0,42,12,55,0,0,0,71,41,116
LGA31820,559,543,1103,2661,2423,5091,568,569,1138,486,442,926,3726,3449,7171,2054,1982,4034,750,764,1510,465,407,873,3275,3151,6431,89,101,187,79,149,230,184,190,376,238,477,709,6,8,17,600,922,1521,177,372,543,141,313,455,72,146,227,236,562,797,4,4,7,628,1395,2027,1223,2322,3547,103,99,206,229,290,515,4,3,4,339,392,726,3311,3191,6503,209,164,373,12636,13216,25852
LGA31900,97,74,172,409,391,804,148,129,278,49,48,89,609,564,1170,347,289,639,174,149,323,38,32,69,554,473,1029,13,12,25,4,7,12,35,23,57,25,54,86,0,4,4,81,96,173,20,39,59,12,25,38,11,18,27,33,77,107,0,0,0,74,161,235,153,262,411,15,15,24,28,42,72,0,0,0,44,51,93,816,694,1507,166,47,212,2438,2159,4591
LGA31950,0,3,6,19,25,45,0,0,0,0,0,0,19,25,45,5,0,9,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,10,0,0,0,4,10,11,8,7,14,0,0,0,3,0,3,0,0,0,3,0,7,187,134,324,7,4,14,230,183,406
LGA32080,1242,1200,2442,4184,3957,8140,2290,2223,4518,610,507,1119,7094,6702,13795,3855,3667,7521,1701,1768,3469,520,561,1076,6085,5998,12083,231,200,426,288,520,811,405,358,759,685,1367,2053,4,16,18,1611,2456,4072,630,1130,1763,447,843,1290,155,261,417,711,1450,2165,9,3,10,1946,3700,5642,3570,6169,9735,224,264,488,447,725,1173,9,12,20,677,1000,1682,8749,8145,16896,524,409,929,27934,29623,57561
LGA32250,18,16,29,63,66,131,21,18,40,21,27,47,109,115,221,19,18,37,0,3,9,9,14,25,32,34,69,0,0,0,0,0,0,3,4,7,0,8,11,0,0,0,13,9,15,4,3,0,0,7,6,6,8,6,0,20,21,0,0,0,10,28,38,20,35,57,4,0,9,0,8,7,0,0,0,3,9,15,207,140,347,15,6,23,397,363,761
LGA32260,186,145,331,823,709,1528,296,276,570,32,32,72,1145,1019,2170,723,667,1381,161,162,323,12,22,39,892,847,1738,20,13,34,31,41,66,40,30,74,39,148,181,5,5,8,130,227,360,20,60,81,15,44,60,8,16,29,47,144,190,0,0,0,91,275,364,226,500,725,35,45,83,59,109,163,0,4,8,98,156,252,1613,1458,3071,290,104,396,4455,4231,8684
LGA32270,243,238,487,1044,955,2005,336,389,733,54,73,137,1440,1429,2871,659,599,1254,275,237,509,61,64,125,990,900,1889,43,27,67,21,26,51,71,60,129,100,168,271,5,0,7,241,282,524,16,65,85,22,81,101,15,51,66,84,189,270,0,0,5,138,388,523,380,668,1052,39,24,60,66,103,168,0,0,0,106,126,237,3258,1529,4795,364,66,433,6795,4962,11756
LGA32310,64,57,121,294,291,584,79,94,170,88,84,169,463,467,930,175,175,349,154,158,312,236,226,462,558,560,1120,13,11,21,3,6,13,13,19,26,17,56,74,0,0,0,42,95,139,5,20,28,6,17,23,3,12,12,24,51,77,0,0,0,43,106,145,84,196,280,5,9,17,15,17,25,0,0,0,20,26,46,1130,833,1960,6,5,7,2331,2148,4482
LGA32330,11,7,19,105,72,180,31,24,52,0,0,0,131,99,233,30,52,87,0,0,0,4,0,4,38,51,89,0,0,0,0,0,5,0,0,0,0,4,9,0,0,0,6,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,15,0,0,0,0,0,0,0,0,0,0,0,0,20,13,38,0,0,0,204,195,389
LGA32450,23,34,58,91,92,182,74,51,131,0,0,4,165,147,314,63,56,117,12,15,25,0,6,8,78,73,150,6,0,6,0,0,0,8,14,29,20,21,40,0,0,0,38,44,79,0,5,10,0,4,8,0,5,5,27,26,47,0,0,0,35,35,71,72,81,151,0,3,3,11,4,14,0,0,0,11,3,16,738,384,1122,16,9,24,1095,731,1829
LGA32500,30,17,50,167,129,299,15,11,28,31,49,72,210,188,399,81,53,134,11,13,26,15,31,44,108,95,203,0,4,7,0,3,12,13,0,12,15,35,49,0,0,0,29,54,81,4,5,9,3,10,12,0,5,5,15,43,56,0,0,0,17,62,84,43,113,159,3,5,12,8,13,19,0,0,5,12,17,31,854,569,1425,199,85,280,1458,1095,2554
LGA32600,0,4,4,7,17,22,0,0,0,0,0,0,10,17,22,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,29,22,46,4,0,4,39,42,89
LGA32750,0,0,0,8,8,8,4,0,3,0,0,0,4,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,5,8,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,13,10,3,0,6,0,0,0,0,0,0,3,0,6,45,28,66,0,0,0,53,42,97
LGA32770,15,18,32,94,80,167,0,0,0,0,3,3,94,80,172,41,38,76,0,0,0,0,0,0,42,41,84,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,4,3,6,0,0,0,3,6,9,5,11,14,0,0,0,3,0,0,0,0,0,3,0,3,78,52,125,3,0,3,230,202,431
LGA32810,72,69,139,345,354,704,93,80,167,23,11,34,463,444,903,270,240,509,53,54,100,12,32,37,333,321,650,8,6,11,19,14,28,20,22,41,39,94,135,0,0,6,89,133,216,14,23,38,25,40,62,6,21,30,35,87,122,0,0,0,84,165,248,166,300,467,14,24,34,23,47,73,0,0,3,43,68,111,1109,1040,2155,64,85,154,2244,2330,4573
LGA33100,10,6,16,24,26,51,0,3,4,4,4,8,30,30,61,4,5,8,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,3,4,0,3,4,0,0,0,3,7,7,0,0,0,0,3,3,0,4,4,5,8,14,0,0,0,5,12,12,3,14,24,0,0,0,0,6,6,0,0,0,5,3,8,96,79,171,4,9,9,150,151,301
LGA33200,13,12,26,40,46,90,15,25,41,0,0,0,53,71,130,21,15,33,0,0,0,3,0,5,23,14,42,3,0,3,4,0,5,3,0,3,0,6,7,0,0,0,12,8,20,0,4,3,0,4,4,0,0,0,8,11,16,0,0,0,8,15,20,13,26,40,0,0,0,3,3,7,0,0,0,3,3,7,163,133,296,0,5,3,278,264,538
LGA33220,611,647,1258,2557,2483,5038,686,653,1341,653,616,1268,3897,3761,7663,2229,2191,4425,534,504,1036,656,630,1287,3425,3325,6745,82,106,188,76,178,258,214,220,438,301,628,937,9,3,11,687,1143,1825,123,297,418,123,325,447,48,121,169,235,563,795,0,0,0,525,1305,1827,1213,2444,3658,119,121,235,173,325,501,3,6,11,299,454,750,4182,3530,7715,74,82,161,13703,14245,27950
