LGA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
LGA13010,12,24,38,1032,1181,2211,4,0,4,44,47,92,0,0,0,762,835,1594,0,0,0,5,7,5,14,10,35,0,3,3,8,11,18,0,3,9,4,7,13,11,19,34,156,146,305,11,20,31,12,22,27,167,204,376,91,111,200,0,0,10,2332,2636,4966,21,29,52,7,12,19,4,5,12,5,0,0,0,4,9,14,30,47,23,31,55,1353,1225,2578,7,7,8,8,7,12,1370,1235,2605,635,508,1151,9,5,12,4422,4484,8908
LGA13310,109,136,244,3142,3559,6700,0,0,0,173,180,360,91,83,176,3874,4151,8023,7,12,22,156,134,290,56,62,117,9,23,32,30,33,60,9,11,16,36,55,89,59,73,133,287,291,572,33,59,90,32,44,80,455,494,955,251,256,506,12,8,19,8719,9514,18237,165,163,328,135,95,230,6,12,16,0,0,0,28,26,64,53,70,124,85,98,181,5339,4768,10110,45,40,88,29,30,56,5409,4842,10252,1779,1201,2982,21,16,38,16431,16072,32506
LGA13340,8,21,33,791,879,1667,0,0,0,67,71,137,0,0,0,1157,1155,2312,5,6,10,3,7,9,14,11,23,7,5,11,434,401,832,0,0,0,9,9,14,75,84,159,202,210,413,5,8,16,13,10,23,228,252,478,153,152,307,0,0,0,3165,3251,6417,24,18,35,11,4,16,0,0,0,0,0,0,3,0,4,0,15,11,5,11,13,1792,1615,3408,14,4,22,0,9,11,1807,1631,3435,565,507,1071,4,0,4,5588,5443,11024
LGA13450,77,108,189,1375,1575,2955,0,0,3,94,107,203,43,39,82,4906,5118,10023,10,8,18,21,18,44,39,51,89,73,72,142,45,34,78,14,9,24,78,67,143,174,188,365,274,319,591,17,20,34,121,149,270,470,601,1064,225,281,505,4,5,12,7971,8679,16650,724,609,1331,426,304,729,0,6,10,4,0,4,498,419,915,21,17,45,521,437,962,2717,2295,5011,24,17,41,8,9,12,2743,2322,5069,1278,1094,2371,91,41,137,13840,13604,27442
LGA13550,25,27,50,1394,1518,2909,0,0,0,67,65,127,0,0,0,1404,1549,2955,0,0,0,9,11,18,4,11,18,4,0,7,15,15,32,0,0,0,8,13,23,46,56,107,239,252,492,19,21,35,13,14,26,210,205,418,109,114,222,8,0,9,3536,3856,7394,13,9,22,8,7,15,0,0,0,0,0,0,12,0,8,0,14,16,15,16,33,2271,1982,4258,3,6,11,0,3,5,2278,1996,4278,661,600,1261,25,5,29,6564,6512,13078
LGA13660,3,8,10,815,839,1652,0,0,0,16,14,25,0,0,0,429,522,956,0,0,0,3,5,9,0,0,4,0,0,0,13,13,31,0,0,0,3,5,8,8,4,17,138,144,284,16,13,25,6,7,18,75,84,163,41,45,83,0,0,0,1575,1697,3279,0,0,3,0,5,10,0,0,3,0,0,0,0,0,0,0,7,5,4,7,8,615,545,1159,6,0,0,0,0,0,615,543,1165,250,228,474,0,0,3,2460,2490,4949
LGA13800,152,276,432,5940,6981,12924,3,3,4,485,589,1076,109,127,237,8547,8920,17465,31,46,72,330,330,655,128,174,302,76,69,142,53,73,132,12,13,29,76,94,172,324,363,684,538,539,1082,34,49,80,78,73,153,758,959,1725,711,760,1474,24,19,42,18264,20176,38441,224,191,419,192,167,365,31,31,63,0,5,4,162,154,315,72,110,185,237,266,501,11994,10634,22628,91,94,179,43,58,98,12127,10782,22906,2077,1823,3905,38,33,67,33348,33755,67104
LGA13850,5,8,12,277,330,605,0,0,0,13,23,37,0,0,0,366,432,800,0,0,0,4,10,9,0,0,0,0,0,4,5,0,7,0,0,0,5,0,8,10,12,19,61,77,137,0,0,0,0,5,5,42,59,97,15,16,28,0,0,0,803,954,1756,9,11,19,8,4,7,0,0,0,0,0,0,8,4,9,7,0,12,16,8,18,418,297,716,0,0,0,0,0,0,418,297,717,188,163,349,0,0,0,1441,1448,2889
LGA13910,33,37,63,1903,2084,3985,0,0,0,58,75,133,55,60,117,2744,2989,5735,0,0,0,30,40,68,21,28,51,4,8,9,22,36,61,0,0,0,25,14,38,20,25,47,235,249,489,29,36,65,15,18,36,332,352,685,150,152,303,9,6,13,5658,6180,11840,28,22,46,259,267,530,3,0,4,4,4,6,19,20,43,9,21,28,33,43,75,2557,2353,4912,17,5,26,10,15,29,2587,2375,4959,876,822,1698,4,10,18,9476,9755,19230
LGA14000,2101,2859,4962,8528,9943,18468,6,9,17,1560,1868,3431,79,80,163,13692,15192,28888,88,82,170,721,776,1499,111,121,232,93,96,193,161,203,362,202,192,399,333,406,740,707,775,1489,1562,1817,3383,64,75,139,357,467,828,1871,2409,4280,1911,2193,4106,55,73,127,32113,36785,68899,5070,5116,10181,1502,1459,2960,199,234,429,4,0,3,398,375,772,335,406,742,739,777,1519,28374,26036,54407,270,240,508,99,154,253,28739,26421,55166,3339,3410,6751,175,229,396,73979,77283,151261
LGA14100,75,141,218,700,803,1506,0,0,0,23,28,55,0,0,0,2155,2390,4548,3,4,10,311,295,603,10,9,16,0,0,0,18,13,32,35,52,91,22,22,37,33,55,90,103,148,253,3,0,4,12,9,27,100,125,219,90,88,178,3,10,9,3623,4056,7679,72,66,136,84,92,174,28,25,58,0,0,0,11,9,21,24,28,44,33,41,71,2040,1917,3961,18,11,28,11,19,29,2067,1953,4018,412,511,925,20,20,37,6404,6908,13307
LGA14170,2461,3549,6008,4799,5626,10426,7,15,27,421,465,891,0,0,0,17322,19693,37013,21,24,43,3627,4066,7693,136,174,312,32,40,69,117,174,289,142,154,298,189,241,430,263,326,586,806,966,1770,31,42,70,46,73,115,737,959,1695,1110,1374,2482,52,29,83,29868,34430,64295,2085,1665,3749,1334,1147,2481,424,484,911,24,24,45,59,68,125,384,392,777,466,487,958,44932,44636,89570,699,677,1373,166,303,465,45794,45617,91413,5445,4859,10307,173,176,350,88057,92416,180469
LGA14220,24,32,64,1920,2160,4088,0,0,0,54,57,106,0,0,0,1626,1755,3380,10,19,31,12,12,19,34,41,79,5,6,8,11,19,27,0,0,0,40,23,57,75,99,177,413,404,821,62,89,151,24,39,56,326,386,715,254,282,530,14,10,31,4870,5407,10276,32,19,50,13,7,24,5,6,10,3,12,11,5,3,10,10,19,30,17,34,50,2785,2587,5362,20,7,28,7,13,21,2810,2598,5410,1064,954,2015,24,9,37,8865,9074,17937
LGA14300,14,14,25,591,615,1201,0,0,0,45,47,93,0,0,0,831,878,1709,0,0,0,4,8,10,0,0,3,8,6,9,10,12,26,3,5,8,23,6,28,13,14,28,104,112,210,5,8,16,3,4,9,105,83,187,33,39,70,0,0,0,1775,1833,3606,10,4,10,15,9,24,0,0,0,0,0,0,0,0,5,6,9,19,10,11,21,797,694,1487,10,6,6,0,0,0,805,697,1498,1097,182,1280,35,0,39,3754,2747,6503
LGA14350,71,105,174,2542,2867,5407,0,0,0,95,105,199,0,0,0,2712,3079,5792,7,8,8,38,27,61,93,131,223,12,9,20,21,28,47,0,0,3,35,49,81,100,129,227,328,357,683,53,69,115,233,263,498,592,800,1397,257,282,540,3,4,4,7114,8208,15318,35,25,58,23,12,34,4,14,16,13,27,33,10,11,23,34,56,88,58,87,149,6100,5585,11685,35,36,66,34,39,64,6163,5658,11822,2215,1485,3698,28,13,39,15711,15599,31310
LGA14400,55,91,146,1849,2178,4027,0,0,0,91,125,216,0,0,0,2363,2667,5031,0,6,4,93,105,204,45,69,112,9,7,16,29,36,65,4,14,18,25,16,48,36,56,94,238,275,508,9,8,15,7,3,10,411,511,922,193,242,437,4,9,10,5420,6314,11731,23,34,59,27,25,52,16,14,32,0,7,8,0,0,0,14,22,38,14,31,45,4899,4617,9515,36,27,62,19,34,51,4959,4675,9636,641,592,1234,13,17,22,11162,11790,22955
LGA14500,1513,2318,3832,8559,10058,18618,4,9,12,644,820,1460,6,5,0,9518,10983,20502,46,37,75,631,653,1285,31,64,100,28,40,73,115,178,289,187,184,367,253,264,521,381,489,866,1446,1611,3053,31,31,65,171,209,378,1916,2620,4541,1187,1436,2620,43,57,101,25197,29743,54937,1487,1526,3009,602,649,1251,1462,1451,2912,0,0,0,279,254,534,260,289,553,542,546,1084,25784,24688,50473,212,184,393,51,98,145,26051,24968,51018,2429,2725,5153,195,216,410,59474,64132,123608
LGA14550,52,66,111,603,646,1249,0,0,0,57,50,103,0,3,5,674,737,1412,0,3,5,9,13,21,29,22,47,5,8,11,13,14,25,0,0,0,13,18,25,64,64,129,181,177,362,10,5,20,24,31,51,237,273,513,110,132,244,8,6,13,2027,2204,4234,11,18,30,8,0,12,6,6,7,0,0,6,4,5,11,20,43,66,30,50,75,1905,1777,3678,23,23,46,17,21,41,1944,1821,3759,587,554,1142,36,29,67,4689,4748,9435
LGA14600,3,9,17,578,644,1226,0,0,0,13,9,22,85,85,174,737,754,1490,0,0,0,9,0,9,3,5,9,0,0,0,8,11,13,0,0,0,11,9,17,13,24,42,160,155,316,4,0,7,7,7,16,187,187,367,76,84,157,0,0,0,1890,1979,3867,29,18,47,8,9,17,0,0,0,0,0,3,3,3,8,4,0,8,10,7,17,737,592,1325,0,4,7,0,0,0,743,593,1334,394,406,807,4,0,11,3080,3024,6110
LGA14650,617,956,1576,14928,18245,33172,4,0,4,1839,2116,3955,61,65,124,17625,20762,38392,37,69,106,768,754,1521,360,467,827,182,196,379,168,243,415,36,36,78,464,566,1034,1298,1465,2761,2080,2456,4535,289,407,693,1523,1809,3329,3510,5041,8550,2489,2903,5394,235,265,507,47909,57868,105779,614,554,1164,428,386,817,53,69,121,19,27,43,128,109,234,199,338,539,343,473,819,46857,42489,89344,372,287,656,147,253,402,47373,43028,90401,5487,5238,10718,72,76,144,102898,108642,211536
LGA14700,427,646,1077,1805,2146,3951,0,9,7,139,176,312,4,4,10,4612,4990,9604,12,18,28,326,402,731,11,20,31,8,5,20,42,55,104,73,84,157,52,77,126,113,124,238,273,315,592,4,8,9,15,18,31,242,336,581,295,397,695,7,15,25,8041,9202,17246,659,621,1280,289,295,581,180,196,379,0,3,3,42,56,100,97,112,210,140,175,312,8173,7599,15770,73,86,158,26,40,68,8277,7719,15998,979,1026,2005,60,67,124,19061,19946,39010
LGA14750,22,39,60,791,958,1749,0,0,0,29,34,63,71,77,146,1802,1892,3694,3,4,12,17,16,32,13,10,20,3,4,8,23,31,56,0,0,0,18,13,33,60,75,137,257,304,561,16,22,39,9,15,32,172,179,350,74,67,142,7,6,11,3377,3712,7083,29,23,59,46,50,99,0,0,0,0,0,0,85,82,169,7,10,22,96,90,191,1504,1309,2817,11,3,16,5,0,9,1517,1325,2841,549,520,1068,10,4,13,5655,5759,11419
LGA14850,226,321,546,2325,2778,5102,0,0,0,139,182,315,0,0,3,3801,4315,8117,11,15,29,36,42,81,75,92,166,28,27,55,28,34,63,7,5,7,62,55,120,184,234,423,738,808,1551,31,46,82,151,140,292,717,858,1573,536,605,1140,82,81,158,8964,10318,19284,80,90,170,72,76,146,28,23,47,8,10,17,63,66,125,150,249,398,218,327,544,9895,9251,19150,94,94,190,63,79,140,10058,9425,19483,2252,2230,4481,48,31,81,21946,22828,44778
LGA14870,69,102,173,1628,1842,3474,0,0,0,129,133,264,86,84,172,2173,2305,4477,0,4,4,33,32,68,31,41,76,14,23,36,13,12,19,0,0,0,36,40,79,74,79,153,299,328,626,27,30,59,24,35,55,455,571,1022,175,154,329,12,15,27,5216,5727,10948,50,49,99,47,27,77,9,10,20,0,0,4,12,6,16,36,57,91,47,72,117,3901,3469,7370,36,35,73,16,28,42,3950,3527,7484,1194,806,2005,6,5,17,10595,10336,20926
LGA14900,6052,7380,13431,5650,6388,12040,1260,1380,2645,1415,1579,2995,17,20,44,29297,30974,60269,51,55,100,6516,6717,13235,466,537,1005,495,518,1019,94,110,204,1515,1500,3015,526,567,1091,1416,1557,2976,828,953,1780,58,53,103,246,305,548,733,833,1565,4401,4661,9066,144,150,294,55128,58866,113994,6222,6308,12534,17885,17455,35340,28,24,54,4,8,14,660,562,1222,3655,3637,7291,4317,4206,8528,17375,14440,31818,157,109,267,102,106,203,17635,14656,32291,8994,8501,17489,157,189,347,116426,117594,234017
LGA14920,8,10,15,1056,1138,2189,0,0,0,24,15,33,0,0,0,714,809,1524,0,0,0,0,4,9,32,29,56,0,6,6,3,4,9,5,4,7,3,6,9,18,19,43,99,90,185,4,6,8,3,3,7,136,144,277,43,51,97,3,6,6,2144,2316,4455,16,9,24,4,0,4,0,0,0,14,12,25,0,0,0,8,11,22,25,27,45,1101,946,2049,7,8,17,0,0,4,1114,958,2071,504,457,962,3,0,3,3806,3773,7586
LGA14950,0,8,10,231,240,475,0,0,0,13,12,21,0,0,0,417,517,930,0,0,0,0,0,0,0,0,0,0,0,0,67,64,128,0,0,0,5,6,3,27,31,54,86,81,166,3,6,10,0,0,3,130,125,260,45,43,90,0,0,0,1018,1124,2143,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,4,3,6,442,379,817,0,0,5,0,0,0,440,386,822,149,142,293,0,0,0,1611,1662,3276
LGA15050,194,297,495,7493,8909,16395,0,0,0,628,683,1311,98,92,196,9577,10971,20553,24,39,65,150,150,296,83,126,207,76,95,166,37,67,106,13,18,38,224,305,529,325,418,746,910,1066,1977,133,172,303,92,106,197,1262,1773,3039,894,1041,1937,26,21,48,22047,26056,48108,348,303,653,292,254,546,14,25,47,3,11,18,163,136,295,86,180,263,250,331,578,17795,16536,34332,118,106,221,47,76,123,17964,16719,34676,2379,2213,4594,37,39,74,43529,46243,89772
LGA15240,256,415,675,10231,11690,21922,3,0,3,783,846,1630,3,0,4,7683,8742,16422,36,51,82,140,127,269,283,369,650,77,103,179,82,98,175,21,16,41,203,228,425,199,274,473,1350,1546,2890,162,222,382,140,187,330,1603,2201,3807,969,1201,2173,20,39,65,23976,27957,51931,165,158,327,116,110,220,32,38,66,42,27,72,36,33,70,97,151,243,171,208,378,18350,16903,35260,111,92,212,73,117,188,18543,17116,35657,4087,4055,8137,43,35,83,47393,50096,97486
LGA15270,40,90,133,2680,2938,5613,0,0,0,99,106,206,0,0,0,3022,3026,6044,0,0,0,43,29,72,43,59,101,8,9,8,15,26,41,0,0,0,17,21,36,81,85,166,346,368,713,23,30,53,10,26,32,320,378,693,178,216,396,8,9,14,6880,7320,14197,43,38,85,29,26,54,8,7,17,5,4,8,21,25,44,30,40,67,55,61,122,4786,4179,8971,35,39,76,11,16,30,4839,4234,9072,1294,1075,2369,12,11,22,13203,12858,26064
LGA15300,31,41,69,1337,1437,2768,0,0,0,42,55,99,0,0,0,1416,1474,2887,3,4,9,30,20,47,12,20,38,3,8,10,31,26,59,3,0,3,11,12,28,28,50,77,189,198,384,31,35,57,19,18,35,135,156,292,129,131,258,3,3,9,3416,3642,7057,36,21,52,25,9,31,0,0,0,17,15,36,8,0,12,3,5,11,30,34,59,1632,1348,2980,3,3,15,4,11,13,1640,1363,3000,1547,1459,3003,15,15,29,6724,6578,13300
LGA15350,125,267,391,2200,2561,4765,0,0,0,67,84,149,0,0,0,2779,3606,6381,0,0,3,267,328,601,13,23,32,9,12,17,36,57,91,23,17,46,45,49,95,42,65,106,251,312,561,5,4,4,3,14,17,202,280,482,151,227,381,11,14,20,6093,7641,13741,139,148,289,84,75,159,107,122,224,0,0,0,10,12,16,46,50,93,54,58,107,5376,5814,11186,70,57,117,18,45,64,5462,5912,11371,641,673,1315,34,41,81,12735,14936,27675
LGA15520,51,46,99,908,1018,1926,0,0,0,64,68,127,0,5,6,1347,1471,2816,10,24,34,5,16,27,4,17,21,0,4,4,24,35,58,0,0,0,16,14,26,11,9,20,143,156,295,16,7,23,0,3,7,358,452,809,69,62,123,0,0,0,2974,3357,6331,13,14,23,19,10,28,0,6,6,0,0,0,8,7,19,5,6,11,16,14,32,2629,2357,4989,4,4,9,4,3,6,2638,2364,5000,574,515,1091,0,4,7,6287,6326,12610
LGA15560,5,4,6,312,353,669,0,0,0,6,3,8,0,0,0,453,414,869,0,0,0,0,0,0,0,0,0,0,4,4,5,6,16,0,0,0,0,0,5,9,6,17,69,53,118,0,0,0,10,7,9,107,101,206,27,19,44,0,0,0,995,981,1975,8,9,18,7,8,12,0,0,3,0,0,0,6,6,12,4,3,4,10,4,12,503,406,913,6,0,9,0,0,0,507,410,919,190,162,354,10,0,14,1735,1579,3309
LGA15650,44,78,119,1991,2223,4213,0,0,0,90,112,202,3,5,4,1710,1723,3433,0,0,3,11,15,28,29,39,67,8,3,11,3,3,13,10,6,17,19,20,34,31,32,62,171,157,322,7,15,13,22,22,43,175,215,391,135,128,266,7,12,15,4429,4716,9139,43,30,69,30,21,61,5,4,10,6,0,0,20,18,42,14,19,34,36,41,77,3069,2507,5576,15,11,33,8,16,25,3094,2538,5636,911,548,1459,11,12,21,8596,7987,16585
LGA15700,78,110,192,1539,1756,3298,0,0,0,63,73,134,0,0,0,1721,1843,3562,0,4,4,17,22,41,118,140,259,10,9,19,6,27,32,0,0,0,27,27,57,94,132,232,318,421,738,63,86,147,52,74,126,270,372,640,171,225,403,5,4,15,4476,5216,9694,50,54,105,14,6,28,16,14,28,15,18,28,32,28,62,31,52,83,85,92,176,4287,4049,8337,37,28,64,19,32,50,4341,4117,8456,1057,1024,2080,9,7,19,10128,10648,20779
LGA15750,21,21,42,1667,1704,3372,0,0,0,30,14,41,0,0,0,1433,1494,2924,0,0,3,9,3,12,8,12,15,0,4,9,11,17,28,0,0,0,14,14,26,47,54,105,234,226,462,16,18,33,12,20,31,156,166,320,149,158,310,4,0,4,3780,3913,7688,18,19,40,15,14,25,0,0,0,0,0,0,3,0,4,15,20,30,20,21,37,2036,1718,3748,4,5,8,3,5,12,2040,1727,3771,835,691,1524,9,4,16,6739,6407,13151
LGA15800,10,14,27,535,570,1109,0,0,0,10,17,26,0,0,0,644,709,1353,0,0,0,0,0,3,8,15,20,3,5,0,12,17,34,5,0,4,6,4,12,39,38,79,72,85,157,3,3,6,0,14,16,188,174,363,45,55,102,5,4,4,1575,1716,3292,10,11,21,15,3,23,0,0,0,4,0,4,0,0,0,4,10,20,10,13,27,868,812,1683,11,13,23,0,0,8,881,826,1705,298,271,571,4,4,14,2810,2869,5681
LGA15850,4,3,6,637,716,1358,0,0,0,31,34,63,0,0,0,791,788,1582,0,0,3,0,6,7,0,6,6,0,4,0,8,4,6,0,0,0,9,3,11,14,15,30,88,65,155,3,4,5,49,58,101,204,246,451,50,71,122,0,3,0,1904,2008,3908,15,8,18,0,0,0,0,0,0,5,7,16,4,0,3,0,0,0,8,8,17,767,632,1397,7,3,11,5,0,0,776,637,1411,485,450,937,0,5,10,3196,3120,6315
LGA15900,793,1028,1821,9405,11207,20616,0,0,0,1094,1207,2295,34,25,56,14638,16900,31534,39,40,86,1304,1372,2678,123,173,300,91,105,196,97,115,214,47,44,93,493,540,1030,678,811,1486,1327,1531,2858,185,226,412,205,237,444,1996,2780,4776,1945,2288,4229,55,73,128,33762,39667,73428,994,833,1828,1607,1217,2820,75,73,152,25,15,44,184,135,318,203,295,500,405,449,859,38502,36318,74820,428,349,776,121,228,349,39045,36893,75944,5617,5176,10789,126,132,254,82429,85473,167897
LGA15950,627,1172,1800,3287,3958,7243,4,4,5,193,233,426,0,0,0,6092,7759,13852,10,14,32,420,546,965,30,36,70,13,22,38,72,96,166,45,56,109,96,139,229,122,187,311,488,552,1036,11,13,22,14,25,41,443,610,1054,446,654,1093,15,16,37,11796,14931,26720,918,873,1790,287,282,565,339,363,706,4,3,6,69,68,132,111,158,268,181,220,404,15404,15478,30884,192,175,366,67,102,175,15664,15762,31425,2001,2142,4142,118,134,250,31937,35867,67807
LGA15990,1470,2152,3623,17297,20438,37731,29,42,71,1077,1190,2267,4,5,10,28124,31606,59727,36,38,72,1890,2086,3982,294,362,656,143,169,311,304,395,701,500,537,1038,466,498,966,932,1107,2041,1905,2256,4157,69,98,168,74,111,184,2299,3037,5342,2356,2766,5120,56,74,128,57857,66819,124677,1208,1000,2206,677,622,1305,423,477,900,4,6,9,300,265,566,331,457,787,632,722,1355,58096,54478,112571,452,338,788,244,412,659,58791,55229,114018,6289,6249,12538,256,280,532,127607,133552,261159
LGA16100,9,18,23,444,474,912,0,0,0,16,22,39,0,0,0,771,791,1568,0,0,4,18,19,43,4,3,11,0,4,4,13,9,23,0,0,5,0,3,7,21,23,40,58,60,117,0,0,0,37,28,62,109,111,222,48,42,93,5,3,8,1544,1607,3156,24,18,43,19,12,28,4,4,10,0,0,0,4,3,10,9,3,10,15,7,18,850,680,1531,4,9,8,0,4,4,856,690,1548,475,331,803,7,0,6,2946,2696,5641
LGA16150,163,189,361,3117,3771,6887,0,0,0,238,295,540,119,133,250,5468,6064,11523,13,20,34,100,97,199,67,78,140,33,30,56,38,32,71,16,6,24,237,247,485,225,312,532,440,483,926,26,40,64,28,34,60,899,1164,2067,542,606,1149,12,3,14,11611,13421,25027,270,234,505,156,136,289,21,11,32,5,0,7,65,48,122,54,82,136,122,136,256,7508,6862,14374,61,42,105,19,29,47,7589,6932,14522,1484,1503,2983,35,24,63,21448,22588,44037
LGA16200,34,34,67,1407,1551,2963,3,5,3,158,172,335,37,29,65,1733,1834,3569,0,0,0,12,5,19,0,5,12,5,6,8,32,41,73,3,3,8,14,16,23,77,91,166,236,259,497,8,13,25,12,14,31,366,449,817,192,217,411,6,5,14,4307,4722,9031,30,22,54,21,9,28,0,0,0,6,0,5,5,0,6,11,13,27,15,20,36,2128,1776,3906,10,6,21,8,3,10,2144,1788,3933,646,578,1225,7,11,12,7209,7193,14397
LGA16260,4349,5915,10265,7137,8271,15416,58,72,123,2201,2480,4671,216,263,481,22967,25264,48226,115,140,260,2002,2033,4035,168,222,394,246,254,504,147,153,302,654,670,1323,681,767,1448,1040,1284,2324,3692,4186,7875,81,93,179,213,243,458,2039,2478,4507,3221,3689,6910,63,90,152,46949,52646,99594,17830,15310,33139,7397,6810,14206,102,82,182,10,9,17,1407,1185,2590,843,910,1752,2263,2100,4364,39606,36401,76005,346,273,615,140,203,347,40088,36878,76968,9982,8212,18200,363,455,820,129325,128401,257725
LGA16350,1011,1421,2431,13032,15532,28564,94,102,196,952,1013,1964,224,201,429,30044,32370,62416,106,108,216,1815,1800,3611,289,352,641,371,407,779,175,202,379,566,532,1102,509,588,1096,1330,1540,2874,1611,1939,3553,100,192,291,213,277,493,1369,1662,3026,2909,3199,6107,71,76,143,55794,62103,117890,3656,3595,7254,3467,3193,6657,36,35,74,20,20,38,1382,1297,2677,286,395,681,1683,1707,3396,33104,29807,62912,293,250,542,96,175,270,33497,30228,63727,8233,7816,16045,148,145,291,107531,110243,217772
LGA16380,241,370,614,7703,9330,17035,0,0,0,409,487,896,5,5,6,8078,9776,17846,16,32,50,111,122,235,160,210,362,34,43,80,91,122,210,23,27,53,314,336,657,313,392,707,1134,1312,2448,110,157,264,198,258,454,1305,1792,3100,996,1233,2225,20,30,49,21024,25664,46689,201,190,394,104,108,209,34,25,58,8,7,15,55,34,88,96,169,264,155,205,364,17012,15872,32881,149,106,258,52,127,182,17216,16104,33323,2884,2787,5673,67,53,119,41924,45514,87437
LGA16400,186,333,517,6810,7881,14687,0,0,0,580,661,1247,0,0,5,6891,7891,14781,31,47,80,222,222,446,89,122,210,38,48,81,75,90,167,11,5,17,140,160,302,403,493,899,844,1012,1852,72,110,180,59,74,133,1248,1540,2789,763,857,1625,17,15,29,18291,21230,39525,136,103,235,115,81,194,22,25,50,12,4,18,30,22,46,59,114,179,97,144,241,15282,13741,29028,113,79,196,43,74,118,15439,13898,29343,2257,2091,4350,33,28,59,36581,37926,74510
LGA16490,246,312,561,3762,4319,8076,0,0,0,225,222,449,103,103,209,7256,7814,15073,4,9,14,814,761,1572,39,64,104,52,56,107,140,165,304,28,24,42,108,100,212,210,258,472,462,531,992,50,44,101,51,41,90,547,622,1161,751,806,1558,20,21,41,14624,15941,30566,778,652,1435,466,395,864,29,25,55,8,6,12,405,336,734,94,133,231,497,476,977,12764,11411,24169,136,116,243,35,49,85,12931,11573,24504,2142,1891,4034,32,48,76,31760,31307,63069
LGA16550,1216,1844,3063,4593,5735,10331,47,56,107,300,373,670,5,9,11,16837,18961,35800,16,16,29,3554,4105,7660,83,119,208,48,37,84,112,129,240,136,168,309,172,209,379,281,408,688,781,872,1657,13,17,35,33,44,79,440,534,977,918,1119,2034,17,22,40,28390,32942,61333,874,712,1582,1004,881,1891,2588,2845,5430,5,13,17,63,73,134,154,206,356,221,285,510,24498,23827,48326,286,202,484,89,171,263,24872,24194,49070,5545,4509,10052,264,262,528,64985,68479,133460
