LGA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
LGA12750,20217,21042,41253,872,827,1694,2086,1956,4047,1040,900,1948,735,659,1399,1610,1693,3303,1767,1899,3662,2332,2522,4852,3329,3729,7061,3911,3894,7805,1957,2037,3994,573,921,1492,26,16,44,19741,20418,40157,478,620,1097,1201,1240,2441,7,10,16,14,22,35,1232,1264,2500,15766,16324,32093,2714,2984,5700,17892,18577,36465,789,922,1709,18079,18871,36950,252,233,488,1859,1764,3624,691,619,1305,151,164,312,314,699,1012,6951,7908,14854,1380,1316,2693,5020,5169,10190,1443,1444,2885,809,744,1554,59,47,103
LGA12850,102517,105227,207740,5513,5310,10823,13630,12702,26331,7481,6964,14442,7465,7187,14646,13627,13249,26878,11789,13107,24901,13024,14170,27191,13767,14119,27885,9757,10535,20294,4744,5250,9989,1729,2626,4356,146,172,319,101701,104079,205778,819,1150,1966,672,769,1440,33,22,51,19,15,36,719,805,1526,41544,38575,80119,55165,60996,116160,25636,22972,48601,69941,74965,144909,80325,82096,162418,1337,1219,2557,12360,11543,23899,5766,5848,11616,3074,3373,6449,3221,4819,8043,41981,42788,84769,4916,4207,9127,12778,11894,24670,4931,5200,10122,7361,9000,16356,5451,8026,13476
LGA12870,6267,6355,12620,310,287,599,741,671,1410,324,317,640,275,250,525,549,577,1124,553,609,1164,754,770,1521,941,967,1907,1039,1000,2036,574,648,1221,208,262,464,5,16,17,6134,6240,12376,131,113,238,151,130,272,4,4,9,5,6,11,157,143,296,5315,5353,10664,428,497,922,5647,5756,11408,141,147,288,5649,5751,11401,90,83,168,666,620,1280,203,234,436,36,61,101,64,199,267,1449,2002,3449,728,698,1428,1626,1397,3025,561,502,1070,333,297,631,22,15,38
LGA12900,4675,4792,9467,264,292,557,669,700,1370,309,304,611,257,226,478,483,535,1015,493,507,1002,527,558,1088,624,599,1215,575,538,1114,368,369,739,111,165,272,10,0,10,4494,4629,9122,176,164,342,605,650,1253,9,9,20,19,4,22,629,666,1291,4071,4124,8196,176,242,418,4205,4299,8499,87,115,207,4221,4322,8540,87,88,173,610,635,1251,194,211,408,36,62,105,54,166,222,1181,1545,2729,301,283,587,1224,1123,2344,361,300,667,272,172,445,18,9,27
LGA12930,75025,77288,152311,4006,3622,7630,8513,8043,16561,4143,3851,8002,6119,5438,11555,12136,11488,23622,10045,10597,20645,9013,10051,19057,9017,9693,18713,6624,7352,13974,3761,4509,8273,1643,2644,4284,194,188,383,74127,75793,149921,901,1490,2389,459,524,981,8,13,22,8,17,24,481,550,1034,38473,37910,76380,33647,36440,70087,32321,31370,63692,39023,41820,80846,57546,59538,117085,1239,1093,2334,8094,7636,15727,3563,3432,6993,3362,3024,6381,3422,4300,7715,43224,44215,87436,2688,2486,5174,7951,8404,16355,2192,2524,4716,2098,2792,4889,763,1162,1927
LGA12950,2155,2194,4350,139,128,262,286,269,551,99,114,219,85,78,161,215,223,437,190,241,431,276,270,547,320,342,664,316,275,592,174,183,357,53,76,133,3,0,3,2057,2100,4152,103,96,199,305,282,589,0,0,8,3,4,6,311,291,604,1803,1816,3615,55,95,148,1845,1895,3740,31,38,63,1868,1897,3760,38,35,79,244,228,481,62,69,131,4,12,21,15,54,66,437,623,1066,108,121,231,565,535,1091,217,179,392,143,91,233,7,6,10
LGA13010,4422,4484,8908,207,185,388,475,490,970,239,258,499,198,182,369,444,417,860,416,433,848,526,553,1079,726,693,1418,678,673,1344,407,419,830,113,188,294,9,5,12,4192,4380,8572,231,103,332,326,299,630,11,10,25,9,18,31,352,332,682,3596,3649,7246,333,343,677,3779,3918,7696,81,122,206,3781,3933,7713,48,48,98,412,415,826,149,161,307,24,42,70,57,155,210,1119,1398,2516,221,254,473,1219,1205,2427,330,292,619,276,221,491,21,13,32
LGA13310,16431,16072,32506,961,880,1838,2046,1926,3977,974,842,1819,1049,828,1880,2203,2063,4269,1910,1884,3792,2004,1993,3996,2182,2104,4288,1800,1931,3735,984,1115,2103,316,505,823,21,16,38,15218,15466,30684,1212,605,1823,798,768,1566,28,28,57,10,5,14,832,803,1637,13447,13280,26729,1858,1747,3603,13825,14006,27837,1080,1017,2096,14191,14412,28600,281,259,541,1871,1764,3631,630,599,1227,281,274,557,484,710,1198,5082,5769,10856,934,896,1830,4004,3843,7851,1142,1050,2190,694,592,1285,59,58,122
LGA13340,5588,5443,11024,322,328,657,848,755,1605,408,371,774,222,198,420,457,478,938,580,676,1251,665,696,1363,837,806,1643,744,664,1413,401,337,738,94,140,232,4,0,4,5464,5338,10801,117,109,229,193,178,368,3,4,8,4,4,9,199,182,387,4725,4622,9343,326,343,670,5011,4895,9911,114,122,234,5025,4904,9922,97,93,192,767,676,1446,277,274,552,41,59,104,74,178,252,1355,1872,3230,476,468,942,1386,1110,2495,461,320,783,294,167,457,7,5,13
LGA13450,13840,13604,27442,892,862,1754,1800,1717,3517,920,815,1730,816,770,1587,2102,2021,4124,1801,1665,3465,1751,1762,3518,1678,1601,3280,1156,1190,2349,664,760,1420,263,424,688,91,41,137,13341,13281,26630,496,319,812,687,731,1410,13,9,23,9,8,13,703,744,1453,9459,9523,18985,3121,3000,6123,9390,9436,18824,3200,3102,6301,10674,10854,21523,225,229,455,1635,1552,3184,610,568,1175,164,178,338,283,514,800,4245,4751,8996,819,772,1594,3240,2848,6091,761,745,1507,732,722,1455,151,163,315
LGA13550,6564,6512,13078,500,444,942,1004,947,1948,347,339,691,389,340,726,876,899,1783,751,782,1525,692,720,1417,850,773,1620,662,593,1258,368,477,840,129,198,322,25,5,29,6420,6380,12803,139,127,270,977,977,1956,15,11,27,21,23,43,1007,1005,2017,5597,5551,11151,324,379,711,5750,5750,11506,213,215,429,5801,5809,11614,159,125,284,911,852,1761,200,224,423,71,71,145,94,288,379,1619,2082,3704,351,379,730,1711,1499,3205,492,433,924,310,211,519,22,16,37
LGA13660,2460,2490,4949,110,125,229,334,306,638,97,133,225,102,78,179,189,188,376,254,244,504,295,330,628,405,377,773,372,369,746,238,241,479,62,110,170,0,0,3,2392,2423,4812,61,71,133,155,167,317,8,0,14,0,8,9,158,179,341,2115,2120,4236,95,122,213,2213,2250,4463,18,26,45,2213,2246,4453,32,37,74,297,274,576,71,91,160,11,22,36,24,65,87,565,741,1307,125,143,270,689,648,1341,218,179,405,183,133,319,11,8,23
LGA13800,33348,33755,67104,2138,2004,4143,4525,4166,8691,2269,2123,4392,2212,2013,4222,4412,4394,8808,3871,4033,7900,4420,4788,9211,4297,4319,8621,3073,3259,6339,1668,1881,3549,451,779,1226,38,33,67,32789,33121,65912,559,633,1190,1597,1557,3159,25,19,46,20,16,37,1646,1599,3242,27519,27703,55224,4328,4631,8960,29489,29768,59260,2311,2482,4790,30260,30656,60910,663,593,1256,4269,3943,8210,1635,1586,3220,577,722,1299,648,1413,2064,10401,13146,23540,2016,1914,3933,9335,8014,17348,2237,2016,4251,1107,911,2012,109,109,216
LGA13850,1441,1448,2889,73,94,169,157,147,302,69,78,142,96,74,171,175,144,322,125,140,266,169,162,330,252,259,509,178,169,345,104,139,249,43,42,88,0,0,0,1408,1410,2818,37,36,68,140,103,240,0,0,5,0,0,0,144,101,241,1146,1169,2311,101,98,199,1222,1218,2441,43,67,113,1224,1235,2461,20,25,52,137,118,255,31,48,81,11,12,25,17,41,57,382,472,851,108,119,229,313,297,607,136,106,241,91,66,161,14,5,16
LGA13910,9476,9755,19230,598,527,1127,1299,1226,2522,560,547,1111,428,485,914,965,1028,1993,942,1049,1987,1116,1168,2285,1376,1389,2762,1251,1266,2520,741,750,1483,199,326,527,4,10,18,9270,9571,18840,200,188,390,488,486,971,3,8,10,5,6,12,497,496,994,7945,8217,16168,696,772,1467,8217,8581,16805,517,503,1016,8487,8758,17250,172,148,320,1182,1118,2301,366,378,738,65,119,187,117,326,447,2412,3161,5574,566,667,1237,2590,2363,4952,731,717,1444,506,353,856,37,40,80
LGA14000,73979,77283,151261,3924,3676,7600,11039,10152,21192,5043,4612,9655,4349,3924,8278,7013,7420,14433,10594,11622,22214,10575,11304,21874,9007,9635,18649,6711,7475,14183,4109,4779,8887,1611,2684,4291,175,229,396,73115,75690,148804,865,1591,2456,445,378,821,7,9,16,12,11,23,460,396,856,43187,42985,86166,29087,32472,61558,46191,46103,92292,25590,28616,54205,62667,64233,126900,1404,1364,2763,10739,9891,20627,4498,4204,8701,2416,2303,4719,2439,3877,6319,43377,46035,89411,2848,2726,5576,7294,8242,15532,2064,2253,4315,971,1149,2126,359,458,815
LGA14100,6404,6908,13307,272,301,576,905,792,1696,497,460,961,394,311,705,492,494,992,684,838,1522,961,1037,2003,812,870,1683,689,782,1473,462,527,987,226,489,719,20,20,37,6211,6499,12712,189,404,594,30,26,50,0,0,3,0,0,0,34,23,57,4397,4659,9059,1779,2018,3799,4855,5008,9859,1226,1446,2672,5770,6215,11978,103,107,212,870,771,1646,456,430,892,243,190,435,149,238,391,3921,4097,8016,226,223,454,498,677,1179,147,191,340,106,137,246,15,20,33
LGA14170,88057,92416,180469,4574,4418,8998,8877,8453,17334,3807,3528,7329,5369,5707,11076,16772,17900,34673,14920,15286,30205,12655,13196,25847,9658,9948,19609,6521,7540,14060,3545,4272,7818,1365,2172,3534,173,176,350,85333,90360,175696,2724,2047,4774,940,1067,2008,29,28,53,25,39,68,999,1136,2134,55088,57460,112546,29177,31413,60592,62086,63476,125563,21885,25125,47014,73765,78029,151795,1457,1389,2848,8523,8143,16665,3280,3136,6413,2729,2976,5702,4738,6515,11251,55392,60035,115424,3140,2613,5751,7077,6976,14051,1871,1848,3719,2238,2903,5144,786,1169,1955
LGA14220,8865,9074,17937,541,508,1050,1208,1180,2389,550,565,1114,492,423,919,988,1020,2004,923,936,1857,1052,1133,2186,1169,1208,2377,1105,1069,2173,663,735,1401,174,299,472,24,9,37,8596,8800,17396,272,274,543,931,981,1909,11,17,33,19,21,32,958,1019,1981,7280,7516,14792,621,649,1270,7634,7926,15560,349,335,685,7720,7989,15710,137,144,278,1052,1023,2081,315,354,675,48,90,138,127,303,430,2165,2782,4952,524,528,1052,2250,2190,4435,753,700,1448,538,401,937,39,29,71
LGA14300,3754,2747,6503,164,170,333,382,353,732,178,135,315,251,141,390,637,309,946,587,293,879,501,349,852,455,400,852,359,340,697,199,179,378,43,82,127,35,0,39,2778,2694,5464,979,57,1038,455,166,620,3,0,3,9,0,12,468,168,630,3119,2377,5495,361,188,553,2468,2464,4941,184,113,295,2467,2487,4955,49,62,104,341,320,655,111,98,199,24,41,66,42,111,153,722,885,1611,209,153,362,779,675,1448,266,223,492,126,124,252,13,9,20
LGA14350,15711,15599,31310,824,746,1568,1773,1811,3582,896,813,1710,794,682,1474,1630,1475,3104,1533,1503,3038,1775,1837,3613,2384,2520,4901,2491,2399,4887,1267,1283,2548,334,529,866,28,13,39,14684,15162,29853,1028,435,1460,1962,1904,3860,20,23,40,54,48,104,2029,1972,4011,13113,12923,26041,1209,1303,2513,13364,13879,27248,424,500,922,13498,13995,27493,226,232,451,1548,1598,3150,524,539,1061,99,156,264,213,505,716,3750,4485,8235,950,892,1839,4159,4202,8363,1454,1381,2841,852,751,1603,58,28,88
LGA14400,11162,11790,22955,602,548,1152,1382,1287,2670,662,652,1321,517,460,978,996,1053,2050,1191,1327,2519,1336,1436,2774,1600,1781,3383,1644,1783,3428,936,973,1917,284,478,764,13,17,22,10964,11539,22503,196,249,451,251,263,515,8,0,8,4,10,10,264,278,539,9163,9564,18723,1567,1806,3378,10247,10739,20990,462,580,1045,10285,10861,21150,234,178,417,1336,1233,2566,521,534,1056,198,242,436,252,478,734,4935,5552,10487,623,579,1203,2356,2520,4878,539,608,1147,259,232,488,16,16,39
LGA14500,59474,64132,123608,2932,2685,5617,9431,8948,18378,4616,4382,8994,3604,3291,6896,4534,4884,9415,7454,8971,16428,8779,9962,18747,7356,7812,15165,5429,6228,11656,3682,4473,8159,1660,2484,4145,195,216,410,58800,62859,121662,672,1268,1941,131,119,250,14,15,25,6,3,10,154,133,289,33644,34371,68015,24504,28188,52689,39009,39829,78840,18942,22541,41480,50701,53340,104046,1154,1097,2250,9195,8746,17943,4290,4153,8442,2276,2152,4427,1718,2777,4496,38518,41387,79897,1916,2248,4161,3231,4587,7822,1292,1508,2801,601,708,1315,149,262,412
LGA14550,4689,4748,9435,200,197,398,536,551,1090,240,236,476,165,148,317,362,374,734,461,499,961,534,644,1180,916,869,1788,854,748,1600,327,338,663,92,145,229,36,29,67,4560,4635,9194,130,116,244,246,253,504,3,0,6,9,13,22,261,275,537,3720,3740,7463,461,512,975,4068,4082,8153,152,184,340,4113,4153,8267,54,58,110,464,470,936,150,161,313,25,30,52,63,179,241,1280,1544,2827,305,296,601,1320,1205,2521,372,361,723,245,161,415,14,7,26
LGA14600,3080,3024,6110,194,200,394,468,414,877,176,137,310,134,150,287,338,378,717,350,337,689,350,360,712,434,402,835,370,314,681,196,212,408,73,123,196,4,0,11,3006,2946,5956,78,80,153,523,574,1095,3,5,6,0,5,6,526,583,1107,2553,2471,5022,149,150,297,2617,2555,5167,113,99,210,2648,2579,5227,48,57,106,400,351,752,96,86,183,19,44,62,25,90,110,728,956,1683,140,191,324,811,643,1461,228,204,435,173,91,265,20,9,34
LGA14650,102898,108642,211536,6083,5807,11885,13793,12996,26790,6360,6005,12361,6012,5544,11552,11657,12334,23989,12401,13243,25644,12987,13595,26575,12754,14025,26777,11488,12862,24348,7022,8360,15377,2360,3877,6234,72,76,144,101681,106756,208435,1221,1889,3107,5633,5705,11338,113,87,200,102,83,182,5841,5876,11718,88480,92612,181096,10788,12176,22965,93961,98624,192589,5198,6101,11296,95867,101096,196961,2067,1998,4071,13170,12423,25591,4574,4533,9107,1937,2112,4046,2564,4423,6987,35047,40822,75864,6695,5912,12606,26654,27252,53908,7248,7987,15232,3271,3322,6597,294,283,575
LGA14700,19061,19946,39010,1203,1166,2368,2434,2250,4685,1016,934,1948,1048,881,1930,3112,3282,6388,3356,3537,6892,2500,2673,5171,1863,2083,3948,1448,1633,3083,840,993,1840,235,509,746,60,67,124,18849,19660,38506,215,292,501,75,76,145,0,0,3,0,0,0,77,75,152,11285,11245,22528,7169,7990,15160,13294,13078,26367,5077,6062,11143,15794,16157,31952,403,368,773,2368,2194,4554,950,882,1832,622,499,1119,792,1178,1967,12694,13327,26022,579,578,1162,1019,1279,2295,297,337,633,158,179,345,46,68,114
LGA14750,5655,5759,11419,358,340,700,864,843,1704,456,456,908,309,303,612,680,687,1370,611,658,1272,707,685,1383,728,727,1457,535,507,1041,305,387,691,99,175,282,10,4,13,5353,5424,10776,304,340,641,379,407,788,14,4,18,5,5,10,397,421,814,4545,4639,9183,602,635,1234,4616,4711,9329,535,568,1106,4799,4916,9711,88,88,173,777,751,1527,311,318,629,53,76,131,74,188,260,1300,1671,2972,350,359,708,1564,1451,3017,449,395,844,308,206,512,28,38,69
LGA14850,21946,22828,44778,1106,1030,2138,2836,2640,5478,1399,1275,2675,1202,1132,2333,2358,2501,4865,2434,2797,5226,2911,3098,6012,3318,3353,6674,2739,2806,5545,1208,1469,2680,421,722,1143,48,31,81,21347,22121,43463,604,710,1316,1255,1232,2488,33,34,65,45,49,93,1334,1316,2645,17851,18456,36306,2191,2446,4639,19083,19731,38813,1072,1297,2361,19413,20258,39676,355,306,665,2552,2386,4931,941,878,1822,317,373,689,653,1179,1834,7822,9014,16836,1315,1317,2636,4987,5128,10114,1409,1277,2686,793,669,1459,51,61,117
LGA14870,10595,10336,20926,492,466,952,1267,1210,2474,607,511,1118,556,464,1022,1205,1093,2302,1119,1064,2187,1345,1324,2666,1586,1599,3180,1427,1406,2839,795,852,1648,195,343,539,6,5,17,10013,10158,20172,581,176,760,834,723,1556,26,23,45,18,13,31,879,756,1635,8671,8490,17160,1089,1083,2168,9084,9166,18255,462,479,940,9266,9307,18572,135,123,262,1145,1112,2259,371,367,734,102,116,222,187,376,560,2697,3347,6041,676,620,1294,3111,2677,5784,804,891,1694,468,420,888,31,17,47
LGA14900,116426,117594,234017,8670,8016,16689,17910,17026,34940,8422,7796,16213,8539,7962,16501,16187,17335,33518,16726,17372,34095,14549,15139,29683,12652,12602,25259,7766,8272,16036,3827,4286,8110,1179,1792,2973,157,189,347,114297,116077,230375,2127,1511,3641,1800,1927,3732,29,40,68,45,45,91,1879,2015,3892,60655,59016,119667,49030,52043,101074,47208,44991,92204,61032,64490,125524,96854,97629,194477,2141,2035,4173,16436,15690,32121,6472,6384,12850,3129,3525,6654,3404,5352,8759,50680,53941,104626,5547,4818,10359,15736,14132,29872,4491,4419,8911,4387,5310,9694,2382,3307,5690
LGA14920,3806,3773,7586,211,177,385,503,447,954,226,226,455,165,166,331,360,367,728,381,409,787,463,490,950,583,562,1139,564,516,1075,278,312,593,70,117,185,3,0,3,3739,3719,7455,68,63,130,529,554,1082,3,0,6,12,23,33,538,582,1127,3168,3128,6298,166,188,356,3271,3252,6523,95,107,206,3309,3280,6597,49,52,101,420,399,827,139,139,279,33,25,61,46,102,153,860,1066,1927,221,243,458,1044,990,2035,328,279,607,233,145,384,11,6,18
LGA14950,1611,1662,3276,102,102,208,233,240,468,89,103,192,74,66,143,117,143,257,147,166,311,185,193,381,265,270,532,235,191,426,121,121,246,47,68,112,0,0,0,1593,1614,3204,23,46,70,75,80,159,0,0,7,3,0,3,80,84,164,1402,1445,2850,75,81,163,1458,1501,2961,27,38,65,1463,1508,2972,19,30,53,213,217,430,50,67,118,22,26,47,12,50,63,365,520,889,98,114,216,481,390,870,110,115,223,91,58,150,4,5,11
LGA15050,43529,46243,89772,3191,3049,6238,6700,6334,13032,2833,2778,5614,2709,2760,5474,6178,6718,12896,5763,6184,11940,5223,5693,10919,4620,5173,9795,3788,4230,8019,1985,2351,4337,531,970,1499,37,39,74,43075,45639,88719,449,602,1055,3099,3363,6463,66,70,139,81,80,161,3248,3515,6765,37952,40180,78133,3911,4363,8271,39527,41845,81376,2307,2674,4971,40489,42950,83441,994,971,1968,6348,6010,12356,1976,2062,4035,768,988,1746,1158,2218,3375,13673,16479,30150,3017,2751,5768,11020,11185,22205,2873,3253,6127,1357,1395,2748,136,112,243
LGA15240,47393,50096,97486,1980,2003,3983,5315,5059,10381,2464,2306,4768,1865,1702,3567,3674,4079,7755,4024,4520,8545,5301,5761,11061,7338,8202,15537,8724,8803,17525,5158,5321,10479,1549,2337,3886,43,35,83,46302,48779,95085,1087,1318,2406,3338,3479,6814,68,57,133,50,46,104,3458,3588,7045,38951,41101,80055,4739,5175,9916,42680,44952,87632,1427,1749,3180,42941,45357,88301,594,609,1198,4815,4550,9369,1541,1571,3110,309,461,771,624,1583,2207,13057,15142,28200,2833,2862,5688,13858,14607,28461,4387,4517,8909,2378,2048,4419,102,105,213
LGA15270,13203,12858,26064,784,756,1539,1866,1730,3599,787,671,1463,624,529,1148,1507,1527,3038,1503,1500,3008,1721,1688,3407,1782,1742,3526,1526,1427,2955,875,924,1795,217,364,586,12,11,22,12835,12603,25442,375,254,627,858,849,1708,15,8,17,18,12,28,891,868,1757,11045,10719,21761,1018,1129,2147,11674,11462,23139,435,465,898,11735,11527,23267,216,212,425,1687,1579,3268,494,480,976,143,134,276,245,503,753,3566,4538,8101,820,657,1477,3596,3037,6639,955,809,1764,571,441,1014,34,29,61
LGA15300,6724,6578,13300,453,365,815,911,913,1830,332,360,691,421,413,831,891,887,1780,732,799,1537,863,842,1703,935,877,1816,706,656,1365,382,360,741,85,111,199,15,15,29,6496,6386,12884,227,189,415,1175,1307,2482,15,9,29,12,12,28,1208,1334,2538,4836,4737,9577,382,384,771,5020,4920,9943,234,257,500,5072,4976,10045,106,97,203,698,672,1373,150,165,315,54,80,133,82,190,278,1598,2019,3616,340,348,684,1391,1209,2603,413,324,734,290,187,475,31,24,53
LGA15350,12735,14936,27675,600,605,1207,1673,1627,3299,806,772,1578,632,686,1320,1337,1599,2938,1627,1988,3612,1854,2267,4118,1653,1932,3582,1277,1693,2968,929,1220,2147,349,560,912,34,41,81,12576,14730,27313,165,205,366,38,34,70,0,0,4,0,0,0,43,35,76,7849,9084,16932,4478,5420,9894,10269,11862,22128,2024,2623,4644,10811,12636,23448,217,210,421,1612,1571,3182,742,701,1442,367,398,762,383,685,1069,8624,10065,18684,398,579,977,673,1125,1801,242,282,526,95,111,207,20,32,54
LGA15520,6287,6326,12610,364,305,672,747,751,1500,328,297,624,224,207,434,581,626,1200,613,663,1276,757,766,1525,903,973,1876,1010,928,1944,577,583,1165,173,225,393,0,4,7,6152,6186,12333,132,142,269,221,253,477,3,0,3,4,5,0,228,258,485,5262,5288,10550,452,509,964,5576,5668,11242,227,230,454,5575,5676,11247,92,97,195,687,697,1389,225,224,449,38,62,97,56,162,219,1577,2109,3683,859,855,1712,1275,1093,2367,564,423,986,374,288,654,17,22,37
LGA15560,1735,1579,3309,93,82,180,199,172,364,88,76,162,90,84,175,240,180,419,178,169,345,204,211,407,288,267,552,218,203,424,102,99,200,32,39,73,10,0,14,1688,1555,3242,41,27,67,137,135,272,0,0,9,3,5,4,142,140,284,1411,1308,2725,112,102,215,1472,1367,2837,66,69,134,1500,1386,2887,28,32,58,165,155,321,52,49,103,6,24,31,21,52,81,400,535,935,142,132,264,480,350,827,141,102,244,102,54,150,9,0,9
LGA15650,8596,7987,16585,542,478,1019,1276,1153,2426,572,505,1077,469,432,904,1249,1134,2378,1171,1029,2198,1097,1040,2142,1048,948,2003,722,720,1440,355,386,746,86,174,261,11,12,21,8092,7806,15906,505,179,684,986,869,1849,11,9,23,14,15,27,1015,893,1906,7240,6779,14017,739,688,1427,7443,7148,14590,322,358,684,7474,7201,14679,158,155,312,1166,1057,2227,371,340,708,85,104,192,141,334,478,1903,2345,4246,650,549,1194,2391,2068,4457,678,574,1249,368,338,709,28,17,44
LGA15700,10128,10648,20779,483,504,987,1159,1110,2263,560,509,1068,376,342,714,818,876,1698,861,988,1851,1095,1230,2323,1668,1869,3547,1834,1782,3616,981,1008,1989,286,431,716,9,7,19,9963,10454,20414,165,196,362,781,802,1575,16,14,35,9,19,30,807,834,1639,8200,8523,16717,950,1156,2109,8982,9431,18413,316,384,697,9024,9508,18534,146,138,276,1035,983,2019,359,336,692,67,95,164,154,395,548,2780,3383,6160,635,623,1252,2795,2871,5665,926,870,1803,490,437,931,32,29,57
LGA15750,6739,6407,13151,395,378,770,914,876,1783,341,349,694,403,325,726,836,830,1669,760,695,1457,873,765,1641,986,926,1910,719,669,1395,382,415,801,122,184,309,9,4,16,6379,6244,12620,363,166,528,895,930,1824,11,8,15,32,35,73,940,974,1904,5583,5391,10970,322,303,625,5789,5594,11383,178,161,339,5811,5629,11440,110,123,233,783,785,1569,200,241,440,63,81,139,104,209,311,1714,2020,3741,374,364,739,1678,1466,3145,551,448,999,364,223,584,24,17,45
LGA15800,2810,2869,5681,176,148,323,404,407,811,158,151,312,138,119,254,295,267,556,294,329,626,326,341,664,400,419,814,348,332,678,198,236,429,78,125,200,4,4,14,2680,2783,5466,131,83,218,356,358,713,4,6,5,4,0,4,361,360,722,2362,2427,4785,161,156,320,2416,2500,4913,104,96,196,2461,2533,4992,34,46,75,342,361,705,89,106,190,24,22,42,48,109,152,640,806,1447,172,201,371,709,675,1382,260,223,483,190,155,345,7,8,12
LGA15850,3196,3120,6315,227,169,394,500,448,948,197,186,383,164,149,314,325,369,699,315,353,669,357,345,700,421,419,848,382,359,737,233,238,469,75,93,166,0,5,10,3132,3065,6193,63,60,117,600,610,1210,14,5,21,18,30,50,635,642,1282,2595,2548,5138,132,121,255,2700,2629,5327,51,62,116,2729,2654,5383,71,47,116,410,370,783,118,127,247,29,36,64,22,81,103,714,1009,1723,162,170,330,811,641,1455,234,205,436,162,112,276,15,11,27
LGA15900,82429,85473,167897,4533,4294,8831,9543,8967,18510,4825,4731,9557,6974,7127,14101,13449,13318,26767,10796,10998,21793,10055,10567,20621,9346,9747,19091,7261,7829,15095,4087,4981,9059,1558,2917,4467,126,132,254,79331,82179,161514,3093,3291,6384,3520,3624,7141,56,75,131,51,72,125,3632,3765,7396,66372,69015,135392,12238,12745,24981,69331,72109,141437,8723,9028,17749,72715,75946,148659,1449,1360,2812,9085,8554,17642,3635,3700,7330,3151,3675,6822,3751,5169,8924,37277,40670,77948,4473,3936,8411,15418,15587,31004,4239,4645,8887,2163,2326,4497,334,397,730
