POA_CODE_2021,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
POA4455,783,674,752,432,620,371,382,530,94,4642
POA4461,13,0,0,0,3,3,0,0,0,21
POA4462,37,6,0,0,4,0,4,8,0,68
POA4465,149,48,45,74,31,47,43,102,5,548
POA4467,46,3,7,7,6,0,6,21,0,96
POA4468,71,8,9,7,4,0,12,27,10,142
POA4470,217,284,195,207,184,102,84,240,37,1556
POA4472,150,70,84,66,75,51,50,134,18,699
POA4474,18,3,4,3,0,0,7,7,0,36
POA4477,76,38,17,29,16,11,27,57,12,284
POA4478,78,22,33,20,22,17,29,73,3,300
POA4479,9,0,0,0,0,0,0,0,0,8
POA4480,101,35,57,31,47,15,36,61,4,401
POA4481,21,9,4,8,14,4,4,41,0,106
POA4482,21,22,10,16,5,9,18,24,0,123
POA4486,110,34,28,25,22,5,58,73,16,368
POA4487,325,236,199,153,162,124,132,236,31,1595
POA4488,65,5,12,6,14,0,10,24,6,139
POA4489,10,4,0,0,0,0,3,9,0,26
POA4490,149,101,63,75,54,35,57,75,21,627
POA4491,25,3,6,5,4,0,0,16,4,63
POA4492,57,24,67,15,22,0,43,81,12,314
POA4493,7,0,0,0,0,0,0,0,0,10
POA4494,33,0,0,5,4,3,6,23,0,85
POA4496,33,4,4,5,3,0,9,27,0,100
POA4497,85,13,9,8,4,3,29,30,6,186
POA4498,49,8,9,4,8,9,10,18,0,105
POA4500,2578,4155,3554,2942,3674,2040,1492,2047,413,22895
POA4501,221,408,445,367,418,218,255,293,53,2679
POA4502,450,821,664,534,668,437,280,428,71,4356
POA4503,2549,4188,3671,3691,3792,2416,2151,2607,486,25555
POA4504,1267,1749,1676,1347,1613,1088,728,1007,174,10654
POA4505,1259,1697,2113,1686,1839,1122,1032,1394,249,12391
POA4506,979,1169,1834,1593,1386,1166,998,1803,204,11130
POA4507,726,977,854,836,809,639,346,681,113,5985
POA4508,585,892,1145,1232,906,747,767,1131,156,7563
POA4509,2329,4238,2248,2683,2712,1871,1162,1564,333,19139
POA4510,1928,2464,3344,3191,2613,2117,2022,3675,491,21838
POA4511,362,492,613,537,449,370,306,410,81,3628
POA4512,276,251,310,181,245,140,127,243,40,1809
POA4514,360,353,519,436,393,245,308,461,74,3150
POA4515,247,188,311,217,177,112,152,556,59,2014
POA4516,266,299,361,238,272,188,199,267,61,2148
POA4517,56,54,70,46,48,43,27,47,3,405
POA4518,350,392,473,292,343,216,189,312,50,2606
POA4519,435,662,769,536,479,343,319,538,81,4161
POA4520,1356,2073,887,640,895,429,197,357,101,6927
POA4521,421,570,397,273,324,179,119,226,54,2554
POA4550,223,349,473,320,258,219,161,290,27,2327
POA4551,3426,6205,4544,4357,3872,3070,1516,3123,479,30581
POA4552,612,888,440,402,337,285,145,388,82,3582
POA4553,632,1204,950,692,743,543,257,501,87,5613
POA4554,112,174,165,103,115,66,61,99,22,920
POA4555,494,714,578,434,490,328,207,357,78,3677
POA4556,2788,5384,2823,3121,2629,2283,834,1794,356,22021
POA4557,1285,2226,1464,1445,1299,1127,416,970,182,10415
POA4558,1333,2165,1597,1582,1341,1056,516,1089,189,10871
POA4559,483,770,562,436,434,327,191,393,68,3657
POA4560,1733,2912,2667,2253,1983,1419,953,1941,329,16190
POA4561,574,759,729,479,490,333,268,490,56,4170
POA4562,657,941,658,482,426,387,152,371,86,4158
POA4563,568,737,648,537,508,377,209,464,72,4125
POA4564,648,1087,800,810,751,496,258,537,90,5468
POA4565,793,979,1015,905,666,659,273,738,125,6156
POA4566,677,788,449,432,422,412,100,308,73,3671
POA4567,1137,1591,692,767,571,611,96,440,140,6046
POA4568,203,290,282,211,178,140,94,176,35,1614
POA4569,81,159,125,96,74,53,42,80,20,730
POA4570,2068,2280,2701,2386,2066,1775,1635,2652,369,17938
POA4571,77,64,64,46,35,22,23,47,6,389
POA4572,352,577,273,308,284,219,79,161,40,2290
POA4573,2086,3663,2204,2016,1660,1509,501,1199,263,15100
POA4574,129,80,117,60,59,50,50,77,13,640
POA4575,1733,3284,1830,1655,1687,1271,503,1134,234,13333
POA4580,115,142,170,195,126,157,94,219,49,1273
POA4581,171,155,138,104,90,63,45,114,25,906
POA4600,65,27,51,29,38,11,23,44,13,290
POA4601,154,47,55,44,31,34,36,69,8,490
POA4605,273,216,170,255,127,93,102,250,29,1516
POA4606,130,131,122,132,69,85,79,163,12,906
POA4608,78,30,50,37,54,23,33,51,11,366
POA4610,911,903,934,812,649,596,454,1134,125,6512
POA4611,19,3,8,5,0,9,3,6,0,55
POA4612,22,5,6,6,11,0,6,24,0,78
POA4613,82,26,11,29,16,17,27,41,8,255
POA4614,61,36,46,36,28,34,32,43,3,315
POA4615,300,284,294,272,192,198,201,369,60,2158
POA4620,54,15,13,18,8,4,14,40,8,159
POA4621,116,64,62,60,42,45,56,98,20,569
POA4625,232,123,114,131,117,70,81,341,31,1234
POA4626,230,69,88,63,86,48,74,373,25,1055
POA4627,115,30,20,31,23,18,30,76,13,351
POA4630,312,91,116,98,86,64,96,141,34,1041
POA4650,1077,1513,1789,1878,1550,1152,1005,1570,245,11788
POA4655,2233,4368,3251,4111,2580,2482,1309,2603,434,23376
POA4659,135,185,197,199,188,163,125,201,26,1422
POA4660,406,287,380,308,287,227,260,570,78,2797
POA4662,16,17,36,59,26,18,31,38,6,252
POA4670,3664,5519,4576,4875,3911,3225,2501,5150,597,34020
POA4671,376,196,231,232,180,127,276,374,50,2040
POA4673,45,30,42,28,25,9,30,42,3,263
POA4674,102,49,51,52,30,39,45,85,5,458
POA4676,19,3,3,3,8,0,12,6,0,55
POA4677,264,283,322,203,187,124,142,245,59,1829
POA4678,63,32,69,29,20,20,42,61,0,333
POA4680,2215,3899,5426,2741,2645,2093,3055,3101,555,25730
POA4694,4,9,10,6,10,3,15,3,0,56
POA4695,46,26,80,50,34,25,83,67,8,423
POA4697,12,5,3,0,0,4,5,3,0,46
POA4699,26,19,29,21,14,12,34,25,3,182
POA4700,808,1885,1156,1141,932,653,562,881,139,8156
POA4701,1611,3290,3046,2986,2580,1873,1559,2580,374,19906
POA4702,2014,1560,2169,1509,1569,1080,1849,1604,301,13655
POA4703,1238,2068,1915,1485,1336,914,1038,1051,222,11270
POA4704,18,0,6,7,8,5,8,12,3,67
POA4705,117,7,20,13,17,8,36,39,3,257
POA4706,21,6,0,3,0,0,4,3,0,37
POA4707,33,8,7,7,12,0,12,23,0,109
POA4709,43,62,157,24,37,15,139,49,4,540
POA4710,192,276,313,281,211,163,212,237,41,1915
POA4711,78,161,192,106,148,74,74,81,13,923
POA4712,29,10,9,10,15,5,26,21,8,132
POA4713,16,45,13,55,21,0,14,31,4,197
POA4714,48,73,104,122,66,57,95,130,20,718
POA4715,443,453,682,290,371,247,506,539,84,3615
POA4716,122,32,72,27,38,33,60,63,8,445
POA4717,174,265,672,163,213,133,918,315,67,2919
POA4718,222,135,247,73,99,64,317,186,31,1369
POA4719,147,53,66,44,41,25,97,92,8,569
POA4720,941,1121,1500,659,868,751,1165,981,147,8140
POA4721,475,245,411,142,222,95,524,387,53,2548
POA4722,226,96,132,47,88,41,171,120,30,942
POA4723,174,62,123,43,77,24,114,112,16,748
POA4724,119,35,23,23,29,10,33,81,7,352
POA4725,140,134,125,70,105,62,49,120,12,828
POA4726,68,17,18,21,13,0,20,32,8,192
POA4727,51,15,20,21,15,4,18,31,4,184
POA4728,42,6,6,8,13,0,11,18,0,97
POA4730,301,300,251,222,243,113,105,231,44,1811
POA4731,37,7,6,7,11,0,16,28,0,124
POA4732,33,5,5,5,8,4,0,14,6,77
POA4733,53,3,9,5,6,4,0,23,0,101
POA4735,127,68,79,59,69,42,55,72,18,591
POA4736,32,3,4,5,8,3,3,15,3,87
POA4737,335,361,748,335,330,282,636,477,104,3615
POA4738,100,48,80,42,53,28,102,62,9,527
POA4739,46,13,25,12,18,10,21,19,0,175
POA4740,3956,6906,8068,4540,4866,3616,4581,4144,838,41522
POA4741,478,386,766,252,410,222,700,382,92,3683
POA4742,96,63,175,27,57,19,193,128,22,774
POA4743,53,83,119,14,41,10,152,37,12,530
POA4744,494,709,1459,360,484,262,1550,544,172,6033
POA4745,135,148,386,94,129,55,611,188,42,1790
POA4746,162,157,315,49,89,40,390,125,17,1339
POA4750,268,468,523,326,351,318,348,291,62,2947
POA4751,243,254,525,201,347,209,301,198,42,2324
POA4753,200,262,527,211,300,173,272,201,58,2206
POA4754,131,130,217,98,100,68,178,111,12,1048
POA4756,45,25,46,21,19,18,29,32,6,253
POA4757,28,22,9,5,5,5,23,23,3,125
POA4798,47,22,26,29,10,9,81,35,7,268
POA4799,62,39,58,28,41,33,54,57,9,377
POA4800,636,599,850,466,529,440,530,557,93,4695
POA4802,1193,1130,1401,1279,748,749,542,1071,140,8257
POA4804,116,122,216,82,90,40,297,172,31,1167
POA4805,641,564,740,519,523,393,698,1140,111,5330
POA4806,289,179,242,168,164,132,191,252,28,1646
POA4807,758,556,763,499,570,398,534,935,100,5116
POA4808,96,51,79,34,55,49,83,80,8,535
POA4809,112,31,56,36,36,27,76,78,7,458
POA4810,1627,3518,1453,1639,1263,760,545,878,180,11867
POA4811,716,1386,926,1085,738,537,478,554,81,6516
POA4812,877,2033,1262,1355,1113,779,560,941,164,9078
POA4814,2054,4800,2851,3880,2662,2011,1492,2028,355,22138
POA4815,755,1015,1390,1573,1105,926,835,1158,185,8931
POA4816,576,593,574,442,437,193,374,434,108,3738
POA4817,1407,2631,2301,2601,2129,1469,1072,1402,260,15269
POA4818,1633,2513,2704,2506,2177,1351,1442,1406,321,16065
POA4819,197,260,151,162,91,116,36,128,31,1175
POA4820,619,682,652,529,432,367,497,606,114,4511
POA4821,188,91,88,76,71,46,84,115,20,775
POA4822,121,42,39,23,30,17,56,94,15,440
POA4823,161,72,171,30,65,27,172,208,19,917
POA4824,246,298,487,144,211,81,464,312,48,2289
POA4825,875,1788,2201,1010,1100,626,1592,1000,220,10401
POA4828,20,18,29,15,11,6,11,49,0,159
POA4829,69,26,37,24,31,7,37,71,8,317
POA4830,87,111,47,82,38,18,27,101,16,535
POA4849,49,56,60,75,44,56,36,72,16,465
POA4850,723,577,751,544,495,369,531,624,117,4719
POA4852,307,365,282,230,194,129,101,307,44,1963
POA4854,394,189,317,204,240,169,273,671,63,2523
POA4855,57,28,58,37,29,25,32,52,13,329
POA4856,56,29,36,33,21,25,39,48,6,291
POA4858,87,93,138,81,87,67,67,81,18,721
POA4859,27,14,37,24,24,13,19,41,3,195
POA4860,650,615,570,561,469,382,395,1010,92,4744
POA4861,77,97,84,78,64,50,47,88,13,598
POA4865,458,579,792,547,540,338,295,423,90,4058
POA4868,1058,1858,1634,1599,1414,1121,666,1110,172,10634
POA4869,800,1281,1658,1362,1285,1072,721,1061,175,9416
POA4870,4012,8419,4758,5495,4031,3156,1711,3411,589,35579
POA4871,892,570,604,513,442,249,425,735,143,4557
POA4872,472,213,211,173,202,103,156,315,63,1904
POA4873,392,430,491,444,342,284,207,435,90,3113
POA4874,278,479,675,278,264,120,585,232,100,3015
POA4875,305,610,274,436,361,164,93,318,66,2629
POA4876,130,210,160,197,140,63,74,119,46,1135
POA4877,590,563,475,600,357,327,98,462,84,3541
POA4878,832,1585,1121,1193,826,672,376,709,126,7440
POA4879,1505,2392,1570,1580,1324,1065,467,899,184,10980
POA4880,795,709,783,687,627,472,415,1052,133,5668
POA4881,227,403,311,293,228,148,77,170,67,1924
POA4882,215,214,220,188,171,137,89,233,17,1489
POA4883,500,633,495,514,416,330,246,536,92,3765
POA4884,143,192,117,118,90,69,53,93,12,890
POA4885,253,317,239,215,197,121,112,209,21,1683
POA4886,93,56,48,45,34,20,24,53,8,382
POA4887,65,105,89,121,57,61,59,113,19,683
POA4888,147,104,120,121,77,74,81,148,33,906
POA4890,77,101,82,84,77,36,67,99,20,649
POA4891,77,69,57,42,45,22,41,73,15,445
POA4892,237,329,212,311,155,57,128,293,66,1794
POA4895,254,384,235,266,211,114,117,205,48,1837
POA5000,1334,3551,908,1339,1135,660,211,613,157,9907
POA5006,567,1438,223,481,434,274,60,161,50,3685
POA5007,588,1579,458,527,584,298,138,306,68,4551
POA5008,768,1878,876,880,881,576,397,737,146,7138
POA5009,298,632,375,339,387,269,179,268,52,2795
POA5010,200,422,347,385,281,221,247,419,64,2581
POA5011,910,1845,952,970,1090,670,403,674,112,7633
POA5012,383,757,696,900,494,437,444,898,134,5134
POA5013,381,729,739,673,563,405,417,691,125,4720
POA5014,616,1211,920,833,900,544,450,640,100,6213
POA5015,384,706,441,442,469,233,179,270,60,3176
POA5016,577,989,686,602,696,359,278,378,70,4626
POA5017,179,299,333,295,303,169,200,296,49,2117
POA5018,306,459,418,340,443,223,186,223,57,2657
POA5019,672,1063,538,550,629,336,229,342,75,4438
POA5020,254,358,187,159,230,155,62,96,27,1534
POA5021,508,712,381,338,507,289,110,173,56,3069
POA5022,1486,2311,865,972,1171,692,262,428,102,8287
POA5023,869,1700,1186,1143,1287,777,639,826,174,8609
POA5024,1076,1739,865,845,1071,672,308,478,118,7170
POA5025,632,1083,599,493,747,466,235,361,77,4677
POA5031,700,1751,612,691,691,495,222,440,95,5702
POA5032,902,1728,816,882,1045,590,344,581,107,6998
POA5033,438,1154,572,686,634,368,266,451,68,4642
POA5034,894,2067,440,558,579,401,101,293,66,5397
POA5035,384,1181,353,450,459,255,120,249,45,3487
POA5037,637,1566,705,926,842,521,279,552,101,6126
POA5038,984,2393,1139,1557,1246,773,455,862,143,9537
POA5039,533,1328,565,635,565,387,162,422,70,4659
POA5040,169,258,110,130,164,86,27,67,15,1036
POA5041,1122,2341,686,784,877,561,161,448,83,7060
POA5042,551,1590,665,980,675,464,274,533,90,5816
POA5043,868,2411,1135,1662,1257,792,457,872,180,9641
POA5044,907,1604,615,717,815,487,129,310,89,5672
POA5045,1382,2336,900,1062,1148,694,289,483,127,8433
POA5046,522,1298,544,713,680,389,159,330,69,4709
POA5047,419,1056,585,679,528,394,181,393,74,4319
POA5048,1023,2050,784,997,943,622,189,450,121,7180
POA5049,785,1439,674,620,649,432,163,294,77,5129
POA5050,388,896,305,333,323,194,70,171,35,2720
POA5051,1160,2685,842,846,946,575,163,440,96,7752
POA5052,553,1287,315,355,324,239,55,147,39,3316
POA5061,990,2006,330,444,555,379,63,194,76,5036
POA5062,1377,3012,536,758,943,590,110,373,106,7802
POA5063,1032,2549,498,647,783,479,108,328,78,6506
POA5064,849,1928,275,398,543,344,71,230,61,4697
POA5065,824,2033,341,499,628,370,80,251,74,5093
POA5066,1110,2441,340,512,727,446,91,211,93,5970
POA5067,938,2241,438,578,673,471,118,290,76,5816
POA5068,914,2243,527,655,759,479,120,338,90,6132
POA5069,697,1817,338,402,493,294,101,195,59,4405
POA5070,988,2384,779,892,1036,607,294,577,100,7652
POA5072,922,2338,638,745,929,552,210,412,116,6860
POA5073,1098,2479,891,920,1196,730,284,642,122,8355
POA5074,723,1722,886,904,1036,656,340,616,104,6989
POA5075,632,1376,745,695,755,458,258,441,96,5472
POA5076,649,1345,652,535,768,530,195,374,53,5099
POA5081,827,1929,335,449,603,404,105,243,66,4966
POA5082,1328,2894,878,897,1117,700,325,602,118,8862
POA5083,520,1214,463,499,565,337,220,389,76,4286
POA5084,369,786,794,638,428,358,402,649,101,4528
POA5085,1319,3001,1468,1636,1538,884,751,1268,207,12074
POA5086,873,2030,1003,1153,1144,696,517,917,142,8474
POA5087,695,1693,685,886,766,486,347,631,109,6298
POA5088,143,319,244,292,246,141,154,214,21,1779
POA5089,495,923,446,419,578,292,155,246,41,3604
POA5090,321,717,505,478,506,309,231,320,61,3428
POA5091,456,843,663,471,552,327,181,292,69,3853
POA5092,857,1635,1264,1295,1339,772,586,908,150,8804
POA5093,373,758,680,627,588,362,339,479,91,4306
POA5094,16,57,67,62,42,26,64,73,11,412
POA5095,1263,2508,1342,1518,1402,921,764,1080,204,10993
POA5096,568,924,1068,924,910,571,555,799,147,6462
POA5097,668,1392,1120,854,1014,612,407,591,106,6771
POA5098,465,980,847,793,826,496,503,689,102,5703
POA5106,0,0,0,3,0,0,3,0,0,11
POA5107,615,952,1109,1237,826,626,864,1307,193,7717
POA5108,1277,1595,2391,2653,2022,1559,1987,3184,440,17122
POA5109,739,1065,1411,1205,1293,776,802,1213,170,8669
POA5110,484,394,535,526,444,365,458,667,105,3981
POA5111,33,31,51,183,8,0,27,0,0,339
POA5112,470,672,1046,995,801,663,748,1218,191,6799
POA5113,339,368,713,864,536,546,785,1265,209,5618
POA5114,1427,1913,2348,2577,2086,1602,1701,2339,328,16323
POA5115,482,621,871,965,760,601,670,784,145,5886
POA5116,493,692,722,718,621,490,392,538,90,4756
POA5117,276,292,377,248,320,182,197,208,44,2134
POA5118,1080,1567,1444,1217,1253,809,651,965,156,9144
POA5120,306,168,176,127,186,103,143,161,27,1405
POA5121,166,115,150,153,128,82,116,151,14,1076
POA5125,1475,2116,1465,1380,1729,1111,485,752,155,10670
POA5126,437,672,666,488,601,331,228,339,72,3825
POA5127,495,843,574,549,687,362,174,272,81,4035
POA5131,85,117,103,59,90,41,28,33,9,569
POA5132,37,37,39,16,30,21,8,23,3,213
POA5133,28,43,37,17,17,9,5,15,5,180
POA5134,37,85,18,16,22,15,3,13,0,215
POA5136,53,91,36,24,30,13,11,10,3,268
POA5137,45,108,32,27,39,15,11,14,4,293
POA5138,34,54,21,18,29,0,11,8,5,175
POA5139,47,35,17,11,15,7,4,15,5,153
POA5140,43,86,27,14,31,12,11,14,4,250
POA5141,57,115,42,46,47,25,8,26,10,380
POA5142,61,77,34,38,37,24,6,28,4,309
POA5144,49,56,27,21,20,3,13,16,0,206
POA5150,4,11,0,5,0,0,0,0,3,25
POA5151,41,80,34,27,21,13,7,14,0,237
POA5152,657,1248,259,261,326,203,42,159,31,3191
POA5153,622,918,471,365,359,216,133,307,52,3445
POA5154,327,662,131,186,171,96,31,89,25,1718
POA5155,313,713,270,235,231,124,38,132,20,2073
POA5156,91,163,59,49,61,39,14,37,4,513
POA5157,279,340,256,155,201,132,66,114,34,1578
POA5158,1478,2832,1991,1803,2090,1151,582,1033,207,13171
POA5159,2078,3921,2431,2249,2560,1470,684,1296,254,16942
POA5160,6,0,3,0,0,0,5,0,0,16
POA5161,425,755,854,713,681,487,290,526,81,4816
POA5162,1458,2202,2686,2540,2355,1694,1094,1827,282,16140
POA5163,531,708,1082,1033,825,626,452,785,109,6148
POA5164,102,153,263,300,177,208,141,265,24,1643
POA5165,256,454,440,437,298,217,163,324,50,2648
POA5166,57,81,157,114,82,83,51,97,15,744
POA5167,325,570,503,494,392,298,140,262,67,3038
POA5168,258,387,448,378,325,264,162,292,47,2566
POA5169,1004,1619,1624,1500,1322,926,515,925,158,9587
POA5170,68,120,102,83,59,47,36,73,6,589
POA5171,517,549,424,350,392,232,123,304,50,2932
POA5172,339,492,283,240,225,130,90,237,34,2070
POA5173,587,900,949,869,660,565,296,743,96,5669
POA5174,165,226,253,204,168,110,91,176,20,1422
POA5201,207,215,201,116,136,93,60,113,15,1164
POA5202,87,46,61,52,62,38,31,73,15,458
POA5203,110,73,76,64,57,39,28,78,13,535
POA5204,205,174,162,150,150,109,46,177,16,1191
POA5210,139,118,136,118,112,87,53,112,15,886
POA5211,713,934,829,948,589,599,249,694,81,5627
POA5212,97,159,125,132,53,65,42,92,11,772
POA5213,94,125,89,97,71,46,19,62,3,606
POA5214,382,443,458,458,296,301,179,379,66,2956
POA5220,18,4,9,8,9,3,4,10,0,68
POA5221,25,19,20,21,14,11,3,33,3,139
POA5222,108,55,40,46,30,25,16,42,6,371
POA5223,423,244,236,198,181,150,86,257,47,1819
POA5231,113,123,134,73,86,40,23,72,10,671
POA5232,45,48,34,27,21,16,7,20,9,234
POA5233,134,139,128,86,113,47,43,65,12,765
POA5234,103,122,115,97,91,60,29,64,8,687
POA5235,226,194,199,128,104,70,90,213,15,1241
POA5236,36,18,32,16,16,10,11,34,9,173
POA5237,38,16,19,14,19,13,16,30,8,165
POA5238,283,143,234,221,140,116,115,253,36,1540
POA5240,64,63,43,31,30,20,15,16,0,288
POA5241,151,216,207,172,125,105,51,161,21,1199
POA5242,150,229,118,94,92,64,35,56,24,866
POA5243,94,103,48,38,44,37,14,39,8,427
POA5244,398,397,352,267,241,185,98,223,46,2216
POA5245,302,369,199,171,207,132,40,98,34,1536
POA5250,332,430,263,210,258,183,77,148,39,1935
POA5251,1173,1975,1405,1284,1171,988,427,945,159,9529
POA5252,432,656,600,475,439,329,190,352,51,3537
POA5253,814,736,1001,1132,724,783,521,1594,160,7470
POA5254,228,122,193,145,140,97,96,156,28,1206
POA5255,697,675,696,603,519,378,297,591,86,4554
POA5256,83,49,91,92,67,32,43,104,14,572
POA5259,138,56,45,38,56,38,29,84,12,495
POA5260,95,50,85,82,41,92,61,119,19,653
POA5261,82,16,15,13,16,3,3,24,0,178
POA5262,84,24,24,10,15,14,15,46,13,238
POA5263,38,11,7,5,11,3,5,15,0,93
POA5264,129,55,55,68,54,30,39,103,8,535
POA5265,82,24,14,9,17,3,14,37,0,201
POA5266,128,24,34,21,27,12,31,63,6,345
POA5267,330,94,160,76,98,77,110,157,6,1114
POA5268,376,193,260,139,184,121,185,487,40,1979
POA5269,48,4,12,8,3,10,21,34,3,141
POA5270,119,46,39,29,27,17,20,54,0,348
POA5271,768,450,477,325,334,338,189,824,81,3779
POA5272,189,31,39,30,33,25,30,91,11,479
POA5273,34,3,3,3,3,0,5,9,0,64
POA5275,270,97,128,112,79,89,63,203,25,1064
POA5276,157,83,101,84,60,59,17,84,13,662
POA5277,286,145,154,127,105,94,119,269,32,1331
POA5278,85,23,25,7,21,11,14,37,4,222
POA5279,57,13,21,20,18,17,20,46,6,214
POA5280,517,316,440,422,283,253,259,533,63,3084
POA5290,1174,1729,1652,1758,1200,1331,1062,1564,186,11659
POA5291,889,677,813,489,557,400,415,621,74,4937
POA5301,129,18,12,20,13,5,10,40,9,248
POA5302,133,39,48,23,41,23,29,65,8,409
POA5303,29,3,10,3,8,5,5,24,0,83
POA5304,113,36,49,42,29,22,55,82,8,435
POA5306,14,5,0,7,0,7,3,0,0,34
POA5307,83,17,16,28,16,9,17,27,3,203
POA5308,33,3,5,5,0,0,5,14,4,69
POA5309,24,4,5,4,0,3,3,8,0,62
POA5310,6,0,0,0,3,0,0,0,0,8
POA5311,84,8,11,9,13,7,7,34,7,181
POA5320,50,12,36,29,22,5,16,49,7,236
POA5321,24,3,11,25,16,3,3,21,3,115
POA5322,74,50,69,39,54,31,45,105,11,470
POA5330,255,156,169,184,123,118,99,295,35,1431
POA5331,27,22,7,8,24,10,15,16,0,128
POA5332,30,15,21,16,15,4,24,32,5,160
POA5333,469,404,375,340,270,204,198,426,56,2749
POA5340,140,73,90,58,75,51,50,198,5,744
POA5341,549,408,455,460,337,321,269,779,91,3665
POA5342,102,68,95,86,50,44,38,112,14,610
POA5343,229,354,256,301,200,185,139,410,43,2116
POA5344,69,49,57,53,54,32,32,83,9,449
POA5345,208,199,211,194,138,113,94,248,27,1435
POA5346,19,15,20,21,23,12,11,42,4,179
POA5350,44,43,58,33,47,27,21,27,4,301
POA5351,451,540,527,354,366,254,200,368,71,3135
POA5352,524,490,330,264,264,195,115,328,26,2537
POA5353,357,297,228,191,163,126,122,359,20,1866
POA5354,32,11,10,5,5,4,10,24,3,112
POA5355,571,529,563,464,457,317,280,716,55,3948
POA5356,64,28,69,34,39,22,39,81,4,391
POA5357,44,11,21,19,11,7,14,28,9,159
POA5360,97,100,103,84,71,49,38,97,8,644
POA5371,96,84,154,85,99,61,55,66,17,722
POA5372,151,175,192,174,173,95,116,174,16,1264
POA5373,218,208,238,179,163,122,124,219,38,1515
POA5374,168,50,95,62,61,44,54,94,4,630
POA5381,43,7,12,10,7,7,17,15,5,120
POA5400,87,69,87,66,66,56,51,68,14,568
POA5401,53,38,39,48,35,11,42,53,6,317
POA5410,23,17,22,15,14,13,16,23,0,141
POA5411,32,3,20,15,9,15,20,18,0,143
POA5412,85,62,39,58,42,32,33,70,7,435
POA5413,115,34,28,34,30,20,28,56,5,357
POA5414,30,7,8,6,3,0,7,4,0,67
POA5415,33,18,12,12,10,12,7,17,0,128
POA5416,22,4,14,11,8,9,7,19,0,93
POA5417,156,75,90,48,56,38,59,115,15,650
POA5418,19,5,0,5,4,6,0,9,0,49
POA5419,41,10,9,5,15,5,3,12,5,92
POA5420,10,4,0,4,6,5,0,8,0,37
POA5421,5,3,3,8,0,3,0,4,0,33
POA5422,103,46,62,86,33,54,40,94,8,520
POA5431,143,57,43,38,30,23,24,53,11,408
POA5432,43,8,6,5,0,3,0,9,4,90
POA5433,84,78,61,90,53,29,54,69,6,525
POA5434,87,71,45,53,42,21,15,35,8,373
POA5440,42,7,26,3,3,4,11,22,3,135
POA5451,77,54,47,36,32,19,16,63,8,354
POA5452,66,38,34,28,20,8,14,38,0,251
POA5453,454,462,368,282,247,198,121,320,44,2505
POA5454,61,20,18,13,14,3,15,25,3,164
POA5455,8,6,4,0,6,0,3,3,0,25
POA5460,79,18,45,32,34,17,38,51,11,326
POA5461,202,129,125,110,108,65,121,188,35,1079
POA5462,44,29,33,29,33,16,24,37,10,252
POA5464,97,30,24,25,17,4,21,33,5,261
POA5470,25,4,5,4,7,3,6,11,0,58
POA5471,19,4,0,3,3,0,4,3,0,33
POA5472,30,9,9,5,4,3,6,12,0,73
POA5473,55,30,31,45,21,21,28,31,7,265
POA5480,79,60,55,36,43,18,30,31,0,356
POA5481,72,39,29,12,19,8,21,18,5,224
POA5482,94,47,21,21,18,0,13,15,0,223
POA5483,55,29,12,21,18,11,13,31,7,193
POA5485,64,40,33,33,38,15,21,37,4,284
POA5490,35,5,8,4,5,0,3,6,0,76
POA5491,208,138,133,79,89,59,64,99,20,888
POA5493,4,7,0,0,0,0,0,4,0,18
POA5495,44,30,28,30,14,10,33,24,6,219
POA5501,509,369,726,406,528,314,456,537,90,3925
POA5502,140,79,106,74,76,58,82,164,23,801
POA5510,12,8,4,5,4,5,3,11,0,50
POA5520,41,13,22,23,11,15,21,36,4,182
POA5521,21,7,0,3,3,7,4,5,6,56
POA5522,108,79,61,64,42,23,39,70,6,495
POA5523,178,145,108,69,75,67,53,99,10,795
POA5540,542,856,861,961,614,642,675,755,121,6022
POA5550,108,10,43,28,26,33,39,134,8,432
POA5552,61,10,14,12,9,14,10,20,5,157
POA5554,266,299,309,355,227,261,159,287,39,2210
POA5555,66,21,12,26,16,7,9,22,4,190
POA5556,187,194,225,219,169,117,111,211,39,1464
POA5558,238,248,269,272,171,161,105,194,24,1676
POA5560,53,22,13,12,19,8,0,15,4,153
POA5570,47,12,21,15,13,7,26,28,0,174
POA5571,147,79,96,64,64,61,67,94,11,684
POA5572,25,12,3,12,7,0,6,5,0,70
POA5573,225,91,85,85,81,39,61,105,12,783
POA5575,206,138,106,123,92,77,61,127,19,955
POA5576,92,45,62,42,23,37,24,52,13,393
POA5577,76,28,33,23,19,15,18,38,4,241
POA5580,55,11,20,11,18,11,15,21,0,157
POA5581,57,25,33,23,27,10,10,36,5,222
POA5582,46,27,31,25,19,8,16,28,3,204
POA5583,52,23,41,37,20,15,14,45,5,257
POA5600,328,610,593,356,314,228,380,230,57,3086
POA5601,10,4,4,9,0,4,4,0,0,31
POA5602,152,58,87,65,45,39,69,63,16,598
POA5603,72,18,31,20,13,5,8,32,5,196
POA5604,23,16,14,14,5,3,7,7,0,87
POA5605,168,104,98,95,75,66,61,88,17,771
POA5606,713,1077,948,974,708,719,348,932,108,6535
POA5607,589,334,342,284,264,200,138,255,49,2452
