POA_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA2558,0,20,62,1708,1143,233,71,138,3382,0,0,39,116,4,0,0,15,172,0,0,8,57,16,0,0,4,90,0,0,48,166,18,0,0,19,258,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,20,0,6,12,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,126,1881,1168,233,72,150,3659
POA2559,0,3,33,101,228,43,5,33,447,0,0,25,51,8,0,0,10,90,0,0,10,201,68,0,4,85,368,0,0,28,250,75,0,4,94,458,0,6,24,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,6,26,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,85,353,307,49,11,130,939
POA2560,33,165,1017,9949,7939,2002,515,1155,22776,18,36,503,666,70,7,5,111,1425,9,226,657,769,117,25,3,223,2022,24,261,1157,1431,189,33,5,336,3443,33,135,488,51,7,0,0,91,805,0,17,269,146,0,0,0,29,458,4,128,910,218,0,0,0,92,1362,0,28,117,31,0,0,0,7,190,0,32,94,24,13,0,5,16,198,42,340,1883,478,28,4,3,231,3010,0,0,9,5,0,0,0,0,16,0,9,12,7,0,0,0,12,37,96,779,4081,11869,8163,2038,524,1738,29282
POA2563,0,0,3,33,22,8,5,6,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,27,8,5,6,91
POA2564,6,25,172,2041,793,149,39,245,3467,0,36,323,247,12,0,0,47,667,0,27,224,314,90,11,0,76,738,0,58,545,565,99,9,0,121,1405,0,0,20,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,10,0,0,0,0,34,4,3,40,15,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,83,758,2620,894,159,36,369,4932
POA2565,15,80,325,2358,3520,935,196,317,7745,3,11,379,395,30,5,4,47,872,3,20,312,471,171,11,3,73,1067,7,30,692,863,200,19,4,119,1932,0,9,18,66,0,0,0,8,107,0,0,31,18,0,0,0,7,58,0,3,203,54,0,0,0,15,273,0,0,0,0,0,0,0,0,0,0,15,21,8,6,3,0,6,72,3,25,279,148,6,11,3,34,514,0,0,0,0,0,0,0,0,0,0,4,8,3,5,0,0,3,25,26,150,1306,3377,3728,961,204,471,10224
POA2566,6,38,262,3789,2551,612,172,355,7795,0,8,201,227,18,3,5,40,500,0,32,209,110,43,6,0,39,453,0,40,411,344,57,8,4,76,947,0,3,93,26,0,0,0,11,133,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,12,4,3,0,5,86,0,15,144,43,4,0,0,15,229,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,6,98,817,4175,2612,629,181,453,8976
POA2567,18,74,161,2881,6910,1676,283,337,12341,0,13,51,144,18,5,0,12,243,0,24,29,96,49,9,0,14,210,0,36,77,240,62,13,3,18,453,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,5,6,6,0,4,3,0,25,0,5,20,15,0,5,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,21,119,260,3138,6983,1691,285,358,12851
POA2568,4,0,91,82,108,49,21,28,379,0,0,32,3,0,0,0,5,43,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,129,87,111,49,21,28,429
POA2569,0,6,19,106,192,50,27,17,425,0,0,3,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,112,195,50,28,17,443
POA2570,23,282,607,3806,10816,2070,474,630,18709,6,107,258,140,93,4,4,46,659,0,135,217,283,305,54,4,60,1050,9,239,474,422,400,57,7,100,1712,0,34,132,32,14,0,0,14,228,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,24,14,0,20,7,3,9,68,0,68,151,32,34,7,3,20,310,13,34,27,8,0,0,0,22,102,0,9,15,14,9,4,0,3,53,42,630,1282,4272,11254,2140,480,779,20887
POA2571,5,47,183,1059,1943,571,167,202,4177,0,13,36,18,0,0,0,3,70,0,0,4,22,0,0,0,0,28,0,13,37,41,3,0,0,6,96,0,25,29,0,0,0,0,0,54,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,13,0,32,40,0,3,0,0,0,75,5,8,9,0,0,0,0,4,30,0,0,0,5,3,0,0,0,7,11,94,269,1106,1947,575,170,214,4388
POA2572,4,40,147,511,793,169,47,79,1792,0,24,81,47,0,0,0,17,174,0,0,0,0,0,0,0,0,0,0,30,81,47,4,0,0,17,177,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,10,71,233,559,797,167,48,98,1979
POA2573,0,17,102,735,780,145,39,76,1901,0,6,82,42,13,0,0,11,154,0,0,6,7,3,0,0,0,15,0,6,81,49,16,0,0,11,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,17,0,3,0,3,9,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,199,788,799,141,37,87,2090
POA2574,3,20,128,584,736,238,80,84,1874,0,0,48,43,0,0,0,4,98,0,0,0,0,0,0,0,0,0,0,0,48,43,0,0,0,4,98,0,0,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,6,16,0,0,21,8,0,3,3,3,36,8,27,3,0,0,0,0,10,57,0,0,0,0,0,0,0,0,8,18,49,200,634,739,239,90,97,2068
POA2575,19,98,461,2343,2469,525,140,257,6311,3,22,109,20,0,0,0,14,168,0,0,23,12,0,0,0,6,41,3,22,134,30,0,0,0,20,209,3,36,102,11,5,0,0,10,169,0,3,12,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,3,0,6,0,23,3,41,117,18,9,0,6,11,211,7,16,13,10,0,0,0,15,58,0,0,3,3,4,0,0,3,17,30,187,731,2404,2486,523,146,304,6808
POA2576,5,71,348,1607,2116,583,148,162,5048,0,41,257,171,25,0,0,27,516,0,6,80,178,21,0,0,3,284,0,43,342,352,40,0,0,22,802,5,28,53,16,3,0,0,12,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,5,3,0,22,5,40,53,21,10,6,5,15,144,0,0,4,10,0,0,0,0,13,0,3,5,4,4,0,0,0,10,12,155,755,1987,2174,589,154,201,6018
POA2577,18,117,523,2269,2280,532,178,345,6273,0,40,142,75,3,4,0,17,282,0,0,16,17,0,0,0,6,47,0,40,163,92,7,3,0,20,327,0,30,53,17,0,0,0,8,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,31,60,17,5,3,0,13,124,3,24,47,9,10,4,0,14,109,4,5,0,3,0,0,0,0,7,32,222,787,2393,2300,538,185,389,6849
POA2578,0,20,126,495,439,87,18,32,1219,0,8,3,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,0,0,20,0,5,8,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10,5,0,0,0,0,19,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,32,142,504,442,87,18,38,1263
POA2579,16,55,199,569,643,173,49,140,1853,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,5,13,0,0,0,0,0,0,0,0,3,14,60,199,576,652,173,50,152,1873
POA2580,32,218,1180,4706,3440,689,207,645,11118,10,133,353,318,46,0,0,77,938,0,3,109,45,8,0,0,11,186,10,134,459,366,52,6,0,88,1122,0,79,183,17,6,0,0,28,309,0,29,34,0,0,0,0,12,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,0,0,0,21,0,111,226,21,4,0,0,38,404,17,42,24,14,7,0,3,24,135,0,3,8,9,0,0,0,11,32,66,518,1892,5110,3507,699,210,814,12805
POA2581,8,22,103,319,290,75,22,71,909,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,8,0,4,3,3,4,0,0,0,14,13,20,107,324,291,78,31,79,943
POA2582,21,62,358,1617,1815,487,129,217,4712,0,6,120,54,0,0,0,18,197,0,0,12,3,0,0,0,0,20,0,6,132,58,0,0,0,17,215,3,28,21,13,0,0,3,19,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,29,26,11,3,0,3,19,98,0,7,4,3,7,0,0,7,24,5,3,3,5,0,0,3,10,29,31,107,522,1693,1824,489,136,273,5072
POA2583,15,50,220,791,570,125,21,148,1930,0,3,29,15,0,0,0,3,53,0,0,0,0,5,0,0,0,6,0,3,25,15,4,0,0,3,56,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,9,0,0,0,0,0,7,25,0,0,0,0,0,0,0,3,8,17,66,252,809,570,125,23,157,2023
POA2584,0,4,26,99,55,14,3,20,231,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,104,55,14,3,20,239
POA2585,0,3,14,26,24,0,3,10,89,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,26,24,0,10,10,98
POA2586,8,27,155,451,298,67,23,143,1171,0,15,12,0,0,0,0,13,36,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,13,36,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,9,0,0,0,3,0,0,0,0,16,0,3,3,0,6,0,0,4,12,11,53,169,454,305,70,28,156,1244
POA2587,8,24,165,549,286,63,14,96,1209,0,0,14,7,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,3,29,0,0,8,0,0,0,4,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,4,20,7,7,4,5,0,0,0,5,27,0,0,0,0,0,0,0,0,6,9,33,196,562,291,63,21,114,1289
POA2588,0,0,13,50,32,14,5,7,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50,32,14,5,7,128
POA2590,7,33,363,1351,778,145,22,181,2881,0,28,132,22,0,0,0,14,205,0,5,10,4,4,0,0,0,16,0,31,140,28,3,0,0,20,223,0,3,6,0,0,0,0,0,7,0,4,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,3,0,0,0,23,7,11,3,0,0,0,0,9,27,0,0,0,0,0,0,0,0,3,13,74,521,1383,786,148,25,211,3153
POA2594,9,65,424,1778,1388,310,79,261,4312,3,36,220,89,3,5,0,47,402,0,0,10,0,0,0,0,0,13,3,36,225,88,5,4,0,45,413,0,25,77,7,0,0,0,10,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,77,7,0,0,0,10,120,8,15,3,0,5,0,3,3,32,0,3,0,7,0,0,0,5,14,21,138,732,1877,1401,314,85,329,4892
POA2619,0,0,14,501,1666,431,75,48,2736,0,0,149,168,27,0,0,13,354,0,0,9,57,13,3,0,6,88,0,0,154,230,34,3,0,22,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,164,731,1704,435,75,66,3182
POA2620,26,153,703,4179,4671,1144,369,537,11786,0,124,663,423,23,0,0,91,1330,0,118,717,597,40,0,3,82,1560,8,246,1385,1024,66,0,4,166,2897,17,532,449,70,11,0,3,139,1220,13,135,387,25,0,0,0,61,620,0,221,671,39,0,0,0,50,983,0,17,57,3,0,0,0,3,79,0,3,5,10,3,0,0,0,23,31,908,1570,145,17,0,5,252,2929,4,14,13,6,4,0,0,17,59,5,10,12,4,5,0,9,12,56,71,1330,3682,5354,4759,1149,383,982,17717
POA2621,3,26,144,546,1066,292,54,91,2225,0,0,18,14,0,0,0,4,39,0,0,8,16,3,0,0,0,20,0,0,25,26,4,0,0,4,59,0,0,0,13,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,6,10,4,4,0,4,27,0,5,0,4,0,0,0,0,12,0,4,0,0,0,0,0,0,6,3,37,176,592,1076,292,52,96,2333
POA2622,30,93,301,684,373,75,34,150,1736,0,0,25,31,0,0,0,3,64,0,0,0,0,0,0,0,0,4,0,0,29,33,0,0,0,7,70,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,4,3,4,0,0,3,28,0,6,4,0,0,0,0,6,15,39,109,342,722,381,75,34,163,1857
POA2623,0,15,67,99,38,13,0,12,249,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,69,98,38,13,0,12,250
POA2624,0,0,0,0,4,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,16,23,0,3,3,0,0,0,3,0,12,10,9,5,0,4,0,3,19,49
POA2625,3,16,26,16,13,0,6,11,89,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,9,26,15,13,0,0,9,86,0,16,14,9,3,0,0,0,48,0,10,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,41,25,15,0,5,17,148,3,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,12,22,17,58,69,44,26,4,12,38,271
POA2626,0,4,23,87,60,9,0,19,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,87,60,9,0,19,199
POA2627,17,66,157,527,436,144,54,67,1463,0,0,13,20,11,0,0,0,47,11,17,42,83,21,3,3,8,177,11,18,49,99,26,6,4,15,229,6,51,177,143,29,0,3,23,442,6,6,17,28,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,15,64,204,170,33,5,3,28,516,6,8,0,0,0,0,0,0,13,11,13,21,7,8,0,3,15,80,57,159,429,806,503,149,70,115,2294
POA2628,10,43,110,354,207,50,14,59,851,0,0,10,10,0,0,0,0,14,0,0,13,14,0,0,0,3,29,0,0,24,20,0,0,0,3,43,0,0,4,6,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,0,3,19,5,6,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,14,53,147,382,207,54,22,66,941
POA2629,0,17,51,103,56,9,8,35,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,8,3,16,0,0,0,0,5,3,25,4,40,55,103,57,10,9,38,317
POA2630,24,76,390,1497,923,213,66,203,3392,0,26,87,22,7,0,0,9,150,0,9,12,11,3,0,0,3,36,0,39,99,34,7,0,0,8,191,0,47,57,16,0,0,0,12,131,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,0,51,62,14,0,0,0,15,150,0,16,6,9,3,5,3,5,41,0,12,0,3,0,0,0,0,23,31,192,561,1557,929,218,74,234,3795
POA2631,4,17,32,125,53,12,4,30,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,15,32,124,51,12,3,32,272
POA2632,0,22,119,360,177,28,8,69,785,0,0,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,15,0,0,6,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,9,3,4,0,0,0,0,0,0,11,0,0,5,6,0,0,0,0,7,13,30,145,359,179,28,11,75,836
POA2633,0,0,23,71,35,9,0,13,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,73,35,9,0,13,155
POA2640,15,78,1170,5725,4847,723,111,559,13235,8,349,1467,363,27,0,0,181,2397,0,111,141,64,15,4,0,52,389,7,463,1606,429,41,7,0,232,2787,0,87,59,15,0,0,0,20,189,4,7,24,0,0,0,0,7,43,0,0,25,4,0,0,0,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,93,110,17,0,0,0,29,268,6,7,11,0,4,0,0,32,62,0,0,0,6,9,0,0,8,27,35,645,2903,6185,4897,728,121,863,16376
POA2641,8,55,754,2747,1464,170,53,299,5554,3,72,955,161,9,0,0,138,1338,0,13,38,34,0,0,0,14,101,3,85,992,194,14,3,0,152,1443,0,0,41,3,0,0,0,5,51,0,0,36,0,0,0,0,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,77,3,4,0,0,7,89,13,12,8,3,5,0,0,5,46,0,0,0,6,5,0,0,12,22,24,155,1832,2956,1485,174,54,475,7155
