POA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
POA2062,6,3,8,44,43,87,0,0,0,0,0,0,3,3,5,439,324,762,28,36,66,8,0,8,13,0,13,13,3,18,4,6,8,69,97,163,621,520,1148,8,8,12,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,13,8,19,0,0,0,3,3,3,0,0,0,0,3,3,0,0,0,3,9,14,6,3,6,21,16,39,0,0,0,0,0,0,0,0,0,0,0,0,1106,1260,2367,118,232,350,3,7,9,1872,2033,3909
POA2063,0,0,3,30,18,45,0,0,0,0,0,0,5,5,7,394,288,685,27,40,68,6,0,6,14,0,16,3,0,3,9,9,12,26,29,60,522,386,907,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,4,5,6,3,9,7,11,11,27,0,0,5,0,0,0,0,0,0,3,0,5,865,824,1683,127,174,295,4,4,13,1524,1398,2921
POA2064,118,158,272,3,23,28,0,0,0,0,0,0,5,8,13,567,349,913,22,73,100,5,0,5,21,3,23,14,0,17,9,4,15,82,95,177,854,714,1567,19,35,57,0,0,0,3,0,4,3,4,7,0,5,6,6,3,12,37,45,85,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,7,0,12,45,50,94,3,7,13,3,0,3,0,0,0,3,7,11,1379,1280,2662,187,301,485,3,9,11,2466,2365,4829
POA2065,283,278,563,153,161,318,7,0,7,0,0,0,7,13,20,1752,1260,3011,80,175,254,15,0,14,61,12,70,70,18,91,31,23,50,535,661,1195,2991,2606,5593,79,84,160,4,3,3,0,4,7,17,12,25,4,4,8,8,8,22,115,112,219,0,0,0,0,0,0,3,3,9,7,4,12,5,13,17,16,22,35,17,11,32,149,143,292,14,14,28,0,0,0,0,0,0,20,14,31,5772,5717,11485,653,1147,1806,14,17,29,9602,9644,19243
POA2066,50,31,79,232,275,506,4,0,8,0,0,0,12,9,19,2512,1864,4376,98,242,343,35,0,31,78,10,84,62,15,73,35,30,69,187,212,401,3305,2691,5993,45,60,113,0,0,0,0,0,0,10,3,15,4,0,3,10,0,10,67,65,133,0,0,0,7,0,7,15,9,21,14,13,23,12,8,20,43,33,73,27,24,44,133,115,246,9,3,8,4,4,8,0,0,0,10,12,21,4969,5014,9983,740,1152,1897,25,22,51,9183,9003,18189
POA2067,325,334,656,102,179,278,0,0,0,5,0,5,12,11,23,1540,937,2471,66,202,269,19,0,19,54,7,59,32,11,45,27,29,56,376,482,861,2550,2180,4727,61,77,139,0,0,0,0,10,6,8,9,15,3,7,15,7,7,16,83,112,193,0,0,0,0,0,0,3,7,4,0,7,7,0,3,3,3,14,19,19,7,33,108,135,242,14,16,30,0,0,0,0,0,0,14,13,29,3369,3084,6458,555,850,1404,30,23,51,6626,6295,12918
POA2068,18,12,27,117,95,213,0,0,0,0,0,0,7,0,8,1149,771,1920,45,117,159,20,0,18,26,9,36,28,7,37,18,10,30,98,90,193,1525,1111,2643,22,17,32,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,25,18,42,0,0,0,0,0,6,6,5,10,5,6,15,5,6,9,14,16,34,6,5,13,54,39,94,8,3,10,0,0,0,0,0,0,8,7,14,2316,2400,4717,349,578,926,15,12,25,4255,4151,8409
POA2069,79,77,154,34,44,73,0,0,0,0,0,0,4,0,11,969,717,1680,49,81,127,22,0,22,12,0,12,11,0,15,19,16,33,47,61,111,1245,996,2239,14,14,29,0,0,0,0,0,0,7,4,14,3,0,3,6,0,10,32,25,51,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,10,5,19,44,33,73,0,0,0,0,0,0,0,0,0,3,0,9,2028,1887,3912,301,459,758,9,7,16,3634,3380,7010
POA2070,122,118,241,14,0,13,0,0,0,0,0,0,7,4,5,888,692,1581,44,96,138,10,0,10,7,9,9,15,3,19,17,9,25,53,54,105,1176,980,2156,11,31,41,0,0,0,0,0,3,20,3,19,0,3,4,0,3,3,34,39,75,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,4,3,5,3,5,7,43,47,88,10,0,10,0,0,0,0,0,0,10,0,10,1939,1809,3748,295,504,796,5,6,18,3461,3350,6813
POA2071,102,87,187,4,10,16,0,0,0,0,0,0,0,0,0,860,714,1571,54,73,135,7,0,7,12,4,14,4,4,7,7,7,16,15,27,40,1076,917,1996,11,19,32,0,0,0,0,0,0,12,17,27,0,4,7,3,3,3,28,42,76,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,0,5,8,7,15,42,52,98,11,7,18,0,0,0,0,0,0,11,7,18,1702,1609,3317,288,425,714,7,3,13,3127,3019,6147
POA2072,95,111,205,9,13,25,0,0,0,0,0,0,6,3,3,588,444,1029,15,56,71,10,0,10,12,0,12,4,0,4,9,12,21,39,41,80,787,682,1465,11,13,20,0,0,0,0,0,0,4,3,10,0,4,9,7,0,7,25,21,42,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,4,5,7,25,29,55,0,0,3,0,0,0,0,0,0,0,0,3,1203,1132,2334,166,278,449,12,6,18,2197,2129,4325
POA2073,89,83,166,10,14,17,0,0,0,0,0,0,0,3,3,1206,967,2177,53,113,161,18,0,18,19,0,19,7,4,12,10,16,22,41,54,90,1443,1244,2687,5,15,22,0,0,0,0,0,0,10,8,20,4,6,6,0,4,3,27,33,55,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,0,4,11,7,21,38,44,86,4,0,5,0,0,0,0,0,0,4,0,5,2429,2297,4727,357,569,926,13,11,29,4289,4169,8450
POA2074,117,107,221,8,11,29,0,0,0,0,0,0,0,0,0,1479,1232,2704,66,128,192,19,3,22,14,0,20,23,5,21,23,15,46,44,58,110,1802,1563,3363,22,30,50,0,0,0,0,0,3,18,8,26,4,5,9,0,0,3,49,45,96,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,8,7,10,10,5,13,59,53,117,9,8,15,0,5,5,0,0,0,9,6,13,3163,2852,6015,470,766,1239,13,7,18,5518,5255,10771
POA2075,46,48,99,25,27,53,0,0,0,0,0,0,0,4,9,1541,1241,2787,71,127,200,21,0,21,14,3,14,15,4,18,23,13,32,40,62,100,1794,1528,3321,17,26,36,0,0,0,0,0,0,15,13,25,3,4,9,0,0,0,34,40,72,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,5,6,6,10,6,14,46,47,102,11,7,17,5,0,3,0,0,0,11,7,19,2814,2518,5335,380,669,1048,12,13,19,5064,4781,9848
POA2076,142,128,275,6,11,18,0,0,0,0,0,0,0,4,4,1715,1387,3102,85,188,271,36,0,36,21,0,21,19,5,21,19,19,37,84,131,217,2128,1872,4001,23,21,43,0,0,0,0,3,6,20,17,37,9,10,16,3,0,6,59,48,107,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,4,4,10,20,5,26,81,60,143,10,12,20,0,0,0,0,0,0,10,11,21,3212,2950,6165,547,895,1439,21,11,33,6000,5810,11807
POA2077,609,620,1230,35,67,103,0,0,0,0,0,0,15,12,28,3503,2585,6091,110,375,487,63,0,61,50,8,61,14,5,23,46,37,77,346,511,850,4784,4221,9006,145,191,333,0,0,0,8,8,10,65,36,99,17,28,45,6,5,12,237,266,500,0,0,0,0,0,0,5,4,6,0,0,8,0,0,0,3,10,17,25,33,57,267,306,571,35,44,79,0,0,0,3,0,3,44,44,84,5010,4543,9554,983,1411,2393,41,41,86,11129,10561,21689
POA2079,51,45,96,3,0,3,0,0,0,0,0,0,0,0,0,844,676,1515,37,63,99,32,0,32,8,0,11,8,0,8,12,9,14,28,24,54,1016,818,1836,11,9,17,0,0,0,6,0,6,11,9,21,6,7,12,0,0,0,29,24,54,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,3,13,35,31,63,8,6,14,0,0,0,0,0,0,8,4,16,877,854,1732,219,331,550,3,10,10,2161,2049,4208
POA2080,9,15,29,0,0,0,0,0,0,0,0,0,0,0,0,177,167,340,12,8,18,9,0,8,3,0,3,0,0,0,4,0,7,0,0,8,217,200,412,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,175,169,336,53,63,114,0,0,0,444,432,872
POA2081,36,23,53,4,0,4,0,0,0,0,0,0,0,0,0,533,441,970,23,33,58,12,0,12,0,0,0,3,0,3,4,0,3,7,24,32,621,525,1144,3,3,8,0,0,0,0,0,0,7,5,17,4,3,8,3,0,3,14,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,26,18,39,0,0,0,0,0,0,0,0,0,0,0,0,625,656,1282,168,225,394,6,0,4,1440,1423,2866
POA2082,17,5,21,0,0,0,0,0,0,0,0,0,0,0,0,556,451,1010,26,19,48,11,0,11,7,0,7,5,0,3,9,7,21,25,26,48,656,514,1165,11,8,20,0,0,0,0,0,0,11,3,20,0,4,5,5,0,5,26,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,18,37,25,63,0,0,5,0,0,0,0,0,0,0,0,5,567,571,1136,136,260,394,3,0,3,1403,1366,2771
POA2083,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,143,83,229,4,6,9,4,0,4,3,0,3,0,0,7,12,5,14,22,9,24,193,106,302,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,4,7,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,13,22,4,25,0,0,0,0,0,0,0,0,0,0,0,0,171,206,380,50,83,130,0,0,0,440,404,842
POA2084,0,0,0,6,8,14,0,0,0,0,0,0,0,0,0,424,278,694,17,13,38,25,0,25,5,0,3,4,0,4,6,0,6,24,16,38,509,315,824,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,4,10,8,4,17,0,0,0,0,0,0,0,0,0,0,0,0,362,380,742,89,151,241,4,4,9,976,852,1830
POA2085,0,3,7,38,30,72,0,0,0,0,0,0,0,3,3,995,849,1846,52,56,105,30,0,33,18,4,20,10,0,9,10,9,18,15,12,24,1175,969,2139,3,6,6,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,5,17,0,0,0,0,0,0,4,5,5,0,4,5,0,0,0,5,6,13,4,5,9,20,18,40,0,4,3,0,0,4,0,0,0,0,3,3,1250,1246,2499,289,444,733,4,9,15,2746,2680,5429
POA2086,6,3,5,64,53,118,0,0,0,0,0,0,4,4,0,1360,1049,2411,78,89,167,47,0,47,28,0,33,17,3,18,23,6,30,51,51,102,1668,1255,2932,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,0,0,0,0,0,0,17,7,17,3,0,10,0,0,3,18,8,29,12,5,21,35,21,64,0,3,3,0,0,0,0,0,0,0,3,3,1597,1639,3237,345,554,898,9,8,21,3665,3490,7153
POA2087,7,0,11,63,58,121,0,0,0,0,0,0,3,0,4,1028,831,1862,51,75,131,25,0,30,33,0,30,13,0,13,5,0,10,34,67,104,1272,1039,2311,11,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,18,0,0,0,0,0,0,0,4,3,0,8,8,0,0,0,3,10,18,15,10,27,33,22,57,4,0,4,5,0,4,0,0,0,7,0,10,1528,1537,3064,289,468,756,11,5,17,3147,3076,6222
POA2088,7,5,11,196,227,418,35,8,46,0,0,0,5,3,13,1634,1157,2792,66,144,212,11,0,11,61,11,70,41,13,48,37,35,74,171,252,428,2261,1855,4117,32,17,48,6,6,6,0,0,0,3,0,3,0,0,0,0,0,0,37,29,64,4,0,14,5,3,7,10,10,20,3,5,10,4,10,9,27,28,55,23,20,49,89,74,164,10,7,16,0,3,8,0,0,0,14,14,27,3983,4149,8131,553,854,1415,23,18,43,6921,6976,13888
POA2089,16,21,31,118,120,245,17,7,30,0,0,0,8,13,16,723,512,1235,27,63,91,10,0,10,29,11,40,29,3,30,8,16,28,132,156,290,1110,927,2042,19,24,42,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,20,32,50,0,0,6,3,0,9,3,0,3,0,6,6,0,0,5,9,16,20,12,6,14,39,52,88,7,8,16,3,4,4,0,0,0,12,11,18,1890,2107,3994,204,389,596,5,6,13,3264,3485,6751
POA2090,4,8,10,138,146,284,9,9,22,0,0,0,5,0,9,822,629,1454,29,77,107,16,0,16,30,3,30,28,12,38,13,18,33,123,150,270,1215,1065,2275,12,26,38,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,28,50,5,0,5,0,0,3,6,3,4,5,6,6,0,0,4,12,7,24,9,10,21,46,48,92,6,10,17,4,0,6,0,0,0,16,10,22,2060,2378,4435,262,455,721,6,7,12,3601,3964,7563
POA2092,3,0,4,36,32,65,0,0,0,0,0,0,5,3,4,506,377,883,45,40,82,22,0,22,12,0,12,9,3,15,9,4,10,10,13,26,650,468,1119,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,4,10,14,9,11,24,0,0,0,0,0,0,0,0,0,3,0,8,976,911,1889,149,247,403,6,0,6,1802,1641,3445
POA2093,0,4,3,172,157,328,5,0,8,0,0,0,0,8,13,1738,1350,3089,71,157,227,33,0,33,80,12,88,69,31,102,17,21,34,115,129,247,2308,1870,4180,10,9,24,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,8,28,7,0,7,0,3,3,3,5,8,3,7,12,7,0,8,25,14,38,27,10,35,60,36,96,7,0,13,5,4,11,0,0,0,11,3,20,3164,3163,6326,508,885,1389,19,15,35,6074,5969,12039
POA2094,3,0,3,27,34,64,20,6,28,0,0,0,3,0,4,413,326,740,10,25,33,9,0,9,26,6,28,17,6,22,10,0,6,47,52,101,582,459,1041,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,3,3,4,3,0,0,0,0,0,0,0,0,4,0,0,0,9,4,13,10,3,17,20,9,30,0,0,0,4,7,5,0,0,0,4,3,8,891,1011,1899,134,232,367,8,0,8,1633,1719,3355
POA2095,0,3,6,80,126,208,115,47,157,0,0,0,6,3,9,1039,711,1747,32,58,92,22,0,23,63,14,74,77,31,106,15,17,30,203,205,415,1655,1222,2871,4,6,10,12,9,23,0,0,0,0,0,0,0,0,0,0,0,0,21,17,37,10,16,21,0,0,0,3,0,0,0,3,3,0,0,0,14,16,33,26,15,35,56,44,102,18,7,24,3,0,3,0,3,5,22,13,37,2772,2700,5471,318,487,802,17,12,20,4831,4468,9301
POA2096,0,0,0,71,76,147,13,6,20,0,0,0,0,5,4,1513,1015,2525,56,75,129,42,0,42,68,11,78,57,22,83,19,3,27,73,96,170,1913,1304,3218,8,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,3,7,14,0,0,0,9,0,8,5,0,9,6,0,6,17,7,27,20,3,22,40,16,61,5,0,8,4,3,5,0,0,0,7,0,10,1992,2296,4283,354,607,963,21,11,36,4328,4245,8573
POA2097,0,0,0,96,91,190,0,0,0,0,0,0,0,3,5,1929,1368,3295,88,107,202,69,0,69,46,3,57,22,0,19,19,11,28,47,75,118,2313,1667,3982,0,3,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,3,5,9,6,7,13,3,3,5,16,10,28,22,10,28,47,25,69,0,0,0,4,0,6,0,0,0,6,0,11,1489,1782,3268,394,653,1049,14,10,30,4264,4143,8404
POA2099,8,0,17,582,697,1279,10,0,10,0,0,0,23,6,27,5021,3498,8523,244,419,664,124,3,122,203,26,235,111,18,133,57,39,94,309,377,689,6690,5098,11786,35,35,68,0,0,0,0,0,0,7,0,0,0,0,0,4,0,4,38,35,74,5,3,6,3,0,4,14,25,38,15,38,50,9,8,24,46,82,122,71,34,107,160,155,310,13,7,24,9,8,14,0,0,0,21,13,41,3737,4247,7985,1073,1796,2870,44,44,91,11728,11352,23081
POA2100,0,0,0,128,126,253,0,0,3,0,0,0,5,9,20,2266,1659,3930,138,199,330,69,3,74,86,11,98,52,24,68,20,26,48,164,147,315,2935,2202,5135,14,12,30,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,16,27,4,0,4,0,0,3,11,7,14,6,15,21,8,3,13,24,29,48,29,14,43,69,53,123,10,4,10,0,0,6,0,0,0,11,4,14,2206,2403,4611,529,928,1463,16,20,36,5764,5621,11383
POA2101,0,0,0,97,89,185,0,0,0,0,0,0,0,3,4,2303,1585,3890,89,119,209,82,0,85,51,10,56,32,12,46,23,16,39,68,87,156,2751,1923,4673,3,0,11,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,5,13,0,0,0,0,0,4,3,8,12,3,4,9,0,3,4,13,12,28,22,5,29,46,19,68,0,3,3,0,0,0,0,0,0,0,5,4,1721,2157,3879,516,758,1273,20,16,36,5059,4877,9933
POA2102,0,0,0,25,24,55,0,0,0,0,0,0,0,0,0,912,673,1587,49,64,119,20,0,20,19,3,24,14,0,23,4,7,13,39,39,76,1093,822,1915,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,7,0,7,7,0,0,0,5,8,14,12,9,19,19,19,38,0,0,0,0,3,3,0,4,4,0,3,5,727,876,1602,205,337,536,5,11,10,2044,2060,4107
POA2103,0,0,0,34,51,89,0,0,0,0,0,0,0,3,3,1229,842,2073,56,65,120,37,0,41,21,7,25,33,0,37,8,5,11,89,112,199,1509,1093,2599,8,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,0,0,0,0,0,0,0,0,7,0,0,5,0,0,4,5,3,13,12,10,18,26,17,41,0,0,0,6,0,6,0,0,0,6,0,3,928,1069,1993,236,414,651,6,6,16,2705,2596,5297
POA2104,0,0,0,10,4,16,0,0,0,0,0,0,0,0,0,320,217,541,12,11,22,3,0,3,7,0,4,0,0,0,6,4,10,3,5,11,367,245,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,340,311,653,59,100,160,0,5,4,769,667,1441
POA2105,0,0,0,11,5,14,3,0,5,0,0,0,0,0,0,146,98,238,10,16,21,0,0,0,3,0,3,3,0,3,39,5,44,13,6,25,225,123,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,16,21,13,20,28,0,0,4,0,3,6,3,0,3,4,3,5,217,227,443,52,67,114,7,4,4,511,436,952
POA2106,0,0,0,39,27,65,0,4,5,0,0,0,0,6,3,1172,818,1990,37,49,88,32,0,32,13,0,16,13,0,13,14,11,31,58,56,118,1388,972,2361,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,3,0,8,0,4,4,0,0,0,8,8,14,9,0,11,22,12,32,0,0,0,0,0,0,0,0,0,0,0,0,980,1136,2116,241,397,633,10,4,13,2641,2517,5164
POA2107,0,0,0,32,17,53,0,0,0,0,0,0,4,5,7,1540,1114,2656,65,74,140,50,0,52,27,5,29,22,5,26,16,9,29,73,87,159,1834,1314,3152,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,3,3,10,11,8,17,18,14,36,0,0,0,0,3,3,3,0,6,5,3,3,1553,1654,3205,345,559,901,14,11,24,3774,3562,7333
POA2108,0,0,0,0,3,8,0,0,3,0,0,0,0,0,0,152,110,268,11,14,19,8,0,8,0,0,0,0,0,0,7,0,3,14,7,18,187,139,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,225,193,420,47,45,89,7,3,12,469,377,843
POA2110,0,0,3,38,22,59,16,10,22,0,0,0,5,0,7,827,512,1341,23,58,75,17,0,17,11,0,11,9,3,7,12,0,16,44,43,87,1000,648,1650,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,6,8,10,4,3,11,13,17,30,0,0,0,0,0,0,4,0,4,5,0,0,1052,1051,2105,228,305,528,4,9,12,2299,2027,4321
POA2111,0,4,3,105,103,215,8,4,8,0,0,0,0,5,11,1472,1061,2529,59,90,148,31,0,31,26,4,37,23,8,31,19,8,29,72,67,141,1823,1363,3185,18,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,43,0,0,0,3,0,3,3,6,10,0,0,3,4,5,9,17,9,23,18,6,21,51,39,87,3,0,6,0,0,0,0,0,0,6,3,7,1842,2115,3951,380,556,939,16,12,29,4114,4084,8198
POA2112,119,107,225,221,261,484,8,8,16,0,0,0,4,11,17,3695,2531,6221,121,324,443,76,3,76,69,7,74,26,5,28,38,33,64,149,194,346,4521,3479,8001,67,73,139,7,0,4,0,0,3,15,3,23,6,9,14,5,7,10,101,101,199,3,0,0,8,3,5,9,9,18,5,19,27,5,8,15,26,43,68,46,28,71,169,167,341,20,27,56,6,8,13,0,0,0,22,40,63,4063,4274,8333,961,1380,2342,52,21,72,9789,9371,19150
POA2113,192,206,400,139,164,304,0,0,0,0,0,0,3,7,13,2065,1377,3437,88,185,272,34,0,34,40,0,44,31,7,40,27,33,61,262,250,512,2885,2224,5111,92,116,215,0,0,0,0,4,4,11,11,19,4,14,16,3,8,9,118,146,264,0,0,0,0,3,0,4,5,3,3,16,17,0,11,10,11,24,34,27,29,59,154,202,358,32,27,60,0,0,6,0,0,0,33,31,65,3736,3653,7392,700,1043,1734,26,20,49,7539,7172,14710
POA2114,298,369,669,55,75,128,0,3,3,0,0,0,3,10,17,2285,1480,3763,74,202,277,43,0,44,35,5,39,26,6,37,31,22,51,96,131,225,2956,2300,5255,57,88,143,4,0,7,0,0,4,20,12,37,0,20,25,7,10,13,92,131,226,0,0,0,0,0,0,0,3,3,4,5,9,3,0,3,9,9,15,25,18,38,126,159,282,20,27,48,0,0,6,0,0,0,26,30,54,2977,2995,5972,637,868,1504,26,23,49,6734,6376,13113
POA2115,15,26,40,32,39,69,0,0,0,0,0,0,0,5,5,1189,858,2044,54,93,146,17,0,17,24,0,25,17,3,24,12,3,12,23,20,36,1377,1042,2419,28,25,42,0,0,0,0,0,0,5,6,17,3,0,8,0,0,3,37,32,72,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,7,16,6,27,58,43,104,9,4,17,0,3,4,0,0,0,15,10,16,1054,1165,2222,459,412,869,14,8,27,2974,2680,5659
POA2116,8,5,18,18,28,51,0,0,0,0,0,0,0,0,0,700,504,1202,21,65,86,12,0,8,9,3,13,8,0,9,7,0,7,21,15,37,812,625,1434,10,10,26,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,19,15,30,0,0,0,0,0,0,4,0,7,3,3,3,0,0,0,5,5,9,12,6,15,35,26,59,5,4,13,0,0,0,0,0,0,9,4,12,576,669,1245,291,246,532,6,5,12,1723,1569,3296
POA2117,31,38,74,31,46,81,0,0,0,0,0,0,7,7,12,2032,1483,3508,70,176,253,33,0,33,21,3,24,17,7,25,27,15,45,25,38,64,2299,1822,4122,46,32,74,0,0,0,0,0,0,13,13,20,4,0,6,0,0,0,58,50,106,0,0,0,0,0,0,6,7,17,10,3,8,0,0,5,13,13,25,22,15,34,95,70,166,15,21,33,0,0,0,0,0,0,15,21,33,1805,2018,3823,719,733,1454,21,16,39,4948,4687,9639
