POA_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
POA5160,16,12,27,12,0,11,0,0,6,0,0,0,0,0,0,14,7,17,0,0,3,0,25,11.1,66.7,80,72,66.7,60,64,0,0,0,0,0,0,0,5,5,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,5,3,13,3,6,9,7,3,10,6,6,11
POA5161,4045,4341,8389,1738,976,2715,592,1222,1819,120,159,278,172,112,286,2626,2474,5103,1295,1725,3024,6.7,4.6,5.7,65,57.1,60.9,60.6,54.4,57.4,83,108,192,38,100,141,356,581,933,289,447,733,1272,689,1960,70,80,144,65,100,159,1401,867,2267,4288,4411,8694,473,527,1005,3129,3169,6299,1370,1567,2939
POA5162,13850,15028,28876,5738,3301,9047,2021,4173,6201,407,491,897,565,408,979,8741,8380,17117,4589,6140,10729,6.5,4.9,5.7,63.1,55.8,59.3,59,53,55.9,201,317,521,117,282,396,973,1665,2637,963,1487,2448,4384,2644,7026,242,322,566,239,368,605,4867,3333,8199,14496,15264,29765,1603,1771,3377,10393,10820,21213,4886,5448,10333
POA5163,5832,6200,12029,2177,1211,3387,762,1618,2381,167,213,381,319,175,503,3429,3216,6654,2111,2661,4768,9.4,5.6,7.5,58.8,51.9,55.3,53.3,49,51.1,68,104,169,43,93,137,305,540,846,335,587,917,1751,1221,2976,117,146,256,97,161,254,1961,1525,3486,6004,6272,12271,745,782,1530,4278,4390,8668,2143,2282,4420
POA5164,2132,2171,4300,542,263,807,271,452,729,42,58,109,130,90,220,988,869,1861,896,1068,1964,13.1,10.2,11.8,46.4,40.1,43.2,40.3,36,38.1,24,22,50,6,20,34,91,149,239,86,158,246,522,339,862,57,75,131,24,45,67,607,457,1059,1998,2007,4008,245,259,500,1392,1414,2804,741,753,1496
POA5165,2404,2574,4976,898,517,1415,355,684,1039,82,112,193,119,108,224,1461,1414,2874,842,1033,1874,8.2,7.6,7.9,60.7,55,57.8,55.8,50.9,53.2,59,75,140,20,58,76,205,328,535,181,246,429,662,448,1110,32,49,82,31,66,98,726,565,1291,2220,2378,4597,476,490,962,1281,1292,2570,1266,1405,2675
POA5166,786,755,1543,278,129,414,95,179,275,30,29,56,52,27,79,453,366,822,307,359,669,11,7.4,9.4,57.7,48.5,53.2,51.3,44.9,48.2,10,20,25,6,14,16,30,82,109,42,69,115,228,111,344,19,19,33,11,22,32,261,154,414,796,745,1545,85,81,161,565,490,1055,277,298,577
POA5167,2447,2668,5116,1038,660,1699,360,775,1140,93,108,205,94,63,159,1586,1613,3195,789,986,1777,6,3.8,4.9,64.8,60.3,62.5,61,58,59.4,61,103,159,37,79,117,229,435,663,199,299,504,802,433,1233,35,54,87,48,76,123,878,567,1444,2542,2676,5226,321,371,692,1707,1745,3455,1024,1161,2187
POA5168,2271,2417,4685,906,510,1421,312,655,967,77,96,177,102,74,184,1408,1339,2743,762,982,1745,7.5,5.8,6.6,62.1,55.3,58.6,57.4,52.2,54.7,44,64,107,18,35,62,147,293,442,155,232,385,704,472,1170,42,58,99,42,52,91,785,579,1362,2342,2392,4730,306,326,632,1655,1661,3313,839,960,1803
POA5169,7377,8249,15629,3486,2059,5546,1073,2418,3490,230,328,553,317,249,564,5103,5045,10154,2031,2904,4940,6.2,4.9,5.6,69.2,61.2,65,64.9,58.2,61.3,141,243,386,84,226,315,667,1093,1761,590,931,1523,2348,1594,3943,127,183,307,134,193,324,2609,1964,4574,7808,8383,16190,1242,1361,2606,4712,4980,9689,3791,4285,8071
POA5170,481,512,991,202,116,317,73,174,244,12,11,27,23,17,45,318,318,639,153,178,332,8.5,5.9,7.2,65.6,62.8,64.1,60,59.1,59.5,16,20,38,7,23,35,51,81,126,30,60,84,165,86,250,3,10,13,5,13,22,172,106,282,476,498,972,79,77,161,333,338,671,197,227,429
POA5171,2543,2656,5203,1070,516,1589,372,791,1163,80,106,185,72,46,118,1597,1452,3051,835,1085,1914,4.5,3.1,3.8,62.7,54.8,58.6,59.9,53.1,56.4,80,90,170,34,93,125,285,394,682,227,335,559,735,323,1053,23,47,71,53,65,111,804,437,1244,2642,2718,5366,259,298,561,1933,1965,3899,855,947,1808
POA5172,1662,1709,3372,672,357,1029,322,596,921,49,68,116,52,33,86,1094,1056,2156,497,582,1086,4.8,3.1,4,65.8,61.9,63.8,62.7,60,61.3,64,85,153,52,68,121,243,341,581,140,208,348,431,214,649,16,34,51,33,48,83,479,302,779,1763,1797,3558,152,164,318,1267,1292,2559,573,599,1174
POA5173,4825,5457,10283,1842,1106,2943,769,1607,2376,146,202,350,212,169,373,2966,3080,6047,1626,2118,3745,7,5.4,6.2,61.5,56.4,58.8,57.2,53.4,55.2,119,174,290,65,154,224,370,717,1089,331,607,938,1458,988,2443,81,110,194,90,162,252,1628,1254,2890,5149,5628,10773,670,753,1421,3374,3634,7002,2120,2445,4565
POA5174,1186,1214,2402,499,260,761,176,403,574,41,48,86,44,38,76,763,738,1502,362,418,781,5.9,4.7,5.3,64.1,60.9,62.5,60.3,58,59.1,24,43,65,4,19,25,94,163,260,88,145,232,384,244,626,14,22,34,14,39,50,412,301,713,1213,1261,2476,122,130,254,830,835,1667,443,493,937
POA5201,890,894,1781,433,257,700,131,266,404,30,33,66,19,14,36,623,575,1199,205,256,463,3.4,2.8,3.1,70.1,64.6,67.3,67.7,62.8,65.2,25,30,57,13,39,49,70,148,221,80,106,187,275,143,426,7,17,25,19,13,32,302,177,480,892,914,1808,119,107,232,616,608,1226,355,371,728
POA5202,367,358,720,174,73,247,61,127,187,11,17,30,4,11,16,250,233,478,92,106,200,2.8,4.7,3.8,68.1,65.2,66.7,66.2,62.1,64.2,4,6,11,4,11,19,16,42,52,25,32,63,105,64,172,8,10,17,3,12,13,113,87,202,396,383,781,43,38,79,252,239,491,159,158,315
POA5203,563,579,1139,149,80,235,101,159,265,19,22,45,20,19,32,296,279,569,239,276,519,5.8,5.8,5.8,52.4,47.7,50,49.4,44.9,47.1,12,11,24,7,11,17,48,56,102,34,76,110,158,80,232,3,7,10,7,26,27,170,107,278,549,542,1091,62,68,135,386,364,750,211,229,439
POA5204,1465,1517,2980,334,199,536,220,347,561,48,51,96,36,28,67,642,621,1265,742,805,1551,6.3,4.6,5.5,43.6,41.1,42.3,40.8,39.2,40,47,48,93,25,38,62,130,192,319,145,222,360,386,182,569,20,26,48,40,47,84,442,255,697,1308,1310,2623,247,277,523,893,903,1795,610,644,1256
POA5210,706,732,1440,320,183,505,98,233,334,21,22,49,15,19,34,461,466,920,215,250,459,3.9,4.1,4,65.3,63,64.1,62.7,60.4,61.6,10,12,28,6,22,24,49,90,141,50,92,142,243,119,359,10,23,35,14,28,41,268,166,436,736,786,1526,90,111,200,496,507,1000,283,339,629
POA5211,6673,7836,14509,1537,899,2442,1033,1726,2761,193,236,428,187,144,334,2955,3002,5961,3487,4556,8049,6.3,4.8,5.6,44.3,38.3,41.1,41.5,36.5,38.8,194,217,414,102,203,304,649,928,1580,567,918,1489,1797,1074,2870,75,140,214,149,203,353,2023,1417,3435,6428,7308,13737,969,1108,2087,4097,4716,8814,3049,3459,6505
POA5212,930,1013,1939,219,108,330,157,233,384,26,31,54,23,13,35,422,385,809,485,604,1089,5.2,3.4,4.3,45.3,38.2,41.6,42.9,36.9,39.8,38,41,78,18,38,61,134,155,284,80,113,197,230,114,347,5,17,28,28,32,60,269,174,436,907,960,1868,128,146,272,630,638,1264,360,427,790
POA5213,518,554,1067,184,100,280,96,194,286,20,17,33,9,10,16,308,317,624,191,205,400,3.6,2.2,2.9,59.3,57.4,58.3,57.2,56.1,56.6,17,19,36,20,15,29,82,106,186,34,72,111,162,76,241,5,11,13,6,9,13,169,96,265,522,513,1028,78,100,181,349,333,686,233,256,492
POA5214,3942,4398,8337,841,495,1338,521,885,1407,96,120,216,128,85,205,1574,1586,3165,2202,2597,4803,8,5.2,6.6,40,36.1,37.9,36.8,34.2,35.4,83,123,201,42,111,155,326,503,826,329,479,810,1077,586,1664,41,80,120,80,132,210,1198,795,1993,3635,3950,7587,580,642,1214,2312,2499,4808,1781,1967,3751
POA5220,68,46,119,32,9,36,7,17,20,3,5,5,0,4,5,44,31,74,26,14,37,4.9,6.9,5.7,58.6,63,60.3,55.7,58.7,56.9,0,0,0,0,0,0,0,0,5,0,6,8,16,14,29,0,0,0,0,5,5,16,11,27,70,45,116,6,5,11,43,40,80,21,18,36
POA5221,173,149,321,35,22,60,28,46,71,7,6,14,4,0,6,70,72,151,87,68,154,6.9,1.3,4.1,41.9,50,45.7,39,49.3,43.8,10,4,10,7,5,9,16,28,44,14,17,28,33,16,51,5,6,10,0,6,8,46,17,64,148,130,270,21,29,56,96,86,184,64,65,131
POA5222,321,319,641,93,67,165,64,112,173,18,19,32,7,5,16,181,206,385,130,94,229,5,2.9,3.9,55.9,64.7,60.2,53.1,62.8,57.9,16,23,36,0,13,16,38,66,101,24,31,56,78,47,120,6,0,4,17,11,21,100,57,152,291,276,567,65,60,123,214,201,416,123,123,246
POA5223,1606,1557,3162,624,328,947,260,471,732,66,72,143,33,26,59,981,894,1875,454,500,958,3.3,3.1,3.2,61.1,57.6,59.4,59.1,55.8,57.5,41,55,93,16,49,66,146,260,405,102,163,264,417,173,587,15,24,40,25,24,51,458,220,683,1477,1409,2884,258,251,506,1040,984,2020,601,599,1201
POA5231,535,516,1052,270,138,408,73,153,226,16,29,39,18,13,31,369,328,701,134,150,287,4.6,3.6,4.1,69,64.2,66.7,65.9,61.9,63.9,10,18,34,7,18,20,53,65,115,49,62,110,180,68,244,0,15,21,4,10,16,186,97,287,562,532,1097,43,48,91,435,406,845,147,147,292
POA5232,175,184,358,81,41,122,34,58,91,13,10,18,9,4,7,124,116,240,44,66,107,4,3.4,3.7,71.4,64.1,67.7,68.6,61.9,65.2,8,4,13,3,5,10,22,41,57,28,20,48,42,21,61,0,0,0,7,0,3,50,18,69,189,186,371,17,12,28,159,156,312,38,38,76
POA5233,607,642,1249,287,145,434,67,188,257,33,42,75,18,7,28,408,384,792,166,221,385,4.7,2.1,3.4,66.9,59.7,63.2,63.8,58.4,61,14,28,38,11,7,20,61,95,156,56,78,136,184,94,277,9,14,22,13,19,24,205,126,327,634,651,1281,47,55,103,455,455,917,179,207,392
POA5234,520,549,1064,258,137,396,61,185,243,13,30,48,22,9,25,357,357,714,141,162,311,5.1,2.8,3.9,68.2,65.4,66.8,64.7,63.6,64.1,8,15,23,4,19,25,57,80,137,48,91,137,166,88,252,5,12,23,8,13,18,184,114,292,578,583,1155,56,51,111,415,408,821,187,201,389
POA5235,1096,1073,2166,452,256,706,160,298,456,42,42,79,25,22,49,666,620,1289,352,375,724,3.6,3.9,3.7,61.1,57.9,59.5,58.9,55.6,57.3,22,31,53,12,25,40,93,159,257,74,125,204,314,162,475,18,10,27,25,31,58,353,205,559,1081,1067,2149,132,115,245,789,784,1570,372,350,724
POA5236,148,143,285,68,32,103,23,41,62,9,10,14,0,0,4,101,83,179,35,49,80,2.9,2.5,2.7,69.4,56.7,63.2,67.3,55.3,61.5,4,3,7,3,4,10,12,19,29,0,13,15,49,26,74,0,6,11,0,0,0,52,31,85,157,144,298,16,12,22,97,88,188,65,48,109
POA5237,156,144,298,64,35,100,22,43,57,0,8,6,6,0,12,99,84,180,57,56,115,7.4,4.8,6.1,60.5,58.3,59.5,56.1,55.6,55.8,0,6,3,0,6,4,10,14,20,9,16,24,45,26,68,4,3,6,0,3,6,52,31,88,162,143,304,22,18,35,120,107,225,52,42,92
POA5238,1930,1942,3869,500,263,765,217,434,650,66,61,129,54,55,112,845,811,1654,948,997,1945,6.8,6.8,6.8,43.7,41.7,42.7,40.7,38.9,39.8,12,25,30,9,33,40,69,151,221,91,166,258,582,306,891,26,37,70,21,35,55,635,383,1022,1770,1753,3521,248,256,510,1267,1190,2452,691,751,1448
POA5240,222,202,428,104,67,171,36,62,96,7,8,19,6,0,6,151,142,294,54,57,113,2.6,0,1.4,69.5,68.6,69.1,67.7,68.6,68.2,8,12,21,5,6,10,28,49,73,19,25,45,59,23,87,0,4,4,3,3,6,66,32,92,249,210,456,11,18,28,169,146,316,65,64,130
POA5241,943,1068,2011,434,236,676,138,321,466,29,34,63,24,25,54,632,618,1253,254,398,653,4.3,4.2,4.2,67.4,58.1,62.5,64.5,55.6,59.8,21,37,53,16,29,41,97,145,244,66,119,186,300,150,451,15,26,34,19,27,44,327,199,526,1014,1103,2116,88,110,203,711,767,1480,337,394,727
POA5242,659,746,1404,304,170,474,115,217,335,27,34,57,12,12,21,456,434,892,178,266,444,2.9,2.5,2.7,69.3,58.2,63.4,67.3,56.7,61.7,35,47,75,15,22,38,91,146,240,77,95,174,169,83,248,9,8,21,9,28,40,195,114,306,687,763,1445,70,80,152,479,533,1009,235,268,501
POA5243,331,363,693,165,90,253,46,109,157,7,18,21,7,9,15,222,221,445,96,118,215,3.2,4,3.6,66.8,61.7,64.1,64.7,59.2,61.8,27,15,38,6,17,29,61,76,143,31,40,74,58,38,92,0,7,11,3,14,18,66,55,120,339,347,687,44,49,91,231,251,483,132,131,267
POA5244,1792,1803,3599,815,416,1231,273,573,847,65,77,140,43,23,60,1191,1077,2275,489,653,1135,3.4,1.9,2.7,66.6,59.9,63.2,64.3,58.8,61.5,55,84,141,22,59,82,192,323,517,149,210,354,490,258,737,24,42,65,36,33,69,548,327,874,1748,1795,3546,243,234,476,1269,1286,2556,629,634,1261
POA5245,1293,1462,2762,510,306,816,224,409,632,44,49,91,29,26,53,806,786,1595,437,619,1056,3.7,3,3.4,62,54,57.8,59.7,52.3,55.8,71,95,168,13,58,72,207,287,492,137,176,312,329,161,494,8,13,21,22,31,50,360,207,567,1312,1435,2745,161,182,340,946,1003,1947,462,548,1005
POA5250,1402,1471,2871,688,385,1076,233,517,749,54,57,105,37,32,65,1013,987,2001,360,459,823,3.6,3,3.3,72.3,67.2,69.7,69.7,65.1,67.4,63,74,137,25,63,96,180,320,503,140,186,327,392,200,594,13,21,34,31,41,80,435,268,703,1568,1602,3173,177,190,367,1117,1120,2236,520,593,1107
POA5251,7047,8041,15087,3441,2059,5507,1083,2386,3465,229,329,554,187,175,363,4939,4953,9891,1858,2834,4695,3.7,3.6,3.7,70.1,61.6,65.6,67.5,59.4,63.2,240,335,569,149,282,431,916,1420,2336,677,947,1621,1867,1269,3136,116,144,258,131,179,306,2115,1593,3708,6963,7654,14622,1582,1731,3313,3783,4240,8020,4212,4671,8892
POA5252,2473,2701,5172,1217,725,1945,435,913,1351,115,128,238,70,75,145,1837,1846,3682,552,748,1302,3.9,4.1,4,74.1,68.5,71.2,71.3,65.6,68.3,61,110,174,30,91,121,262,502,764,222,314,544,734,471,1203,25,53,81,55,47,102,808,578,1385,2675,2830,5504,344,390,732,1841,1875,3714,988,1145,2134
POA5253,7889,7930,15821,2629,1603,4235,923,1848,2763,233,241,471,303,243,547,4081,3932,8018,3344,3563,6903,7.5,6.2,6.8,51.8,49.6,50.7,47.9,46.5,47.2,87,96,180,50,134,188,319,610,926,360,589,948,1911,1370,3282,113,186,299,107,158,258,2130,1710,3834,7051,7472,14517,1252,1372,2626,4706,4955,9656,3178,3471,6652
POA5254,1053,968,2019,455,211,666,152,304,454,31,50,77,42,19,60,682,586,1265,303,340,648,6.3,2.9,4.7,64.6,60.3,62.5,60.5,58.6,59.6,9,13,25,5,31,32,53,117,168,48,90,134,308,189,495,20,30,50,16,20,41,344,240,585,1064,998,2066,119,115,232,776,704,1488,338,343,680
POA5255,3896,4344,8243,1612,849,2462,538,1256,1796,127,175,298,86,94,175,2356,2376,4727,1363,1779,3139,3.6,3.9,3.7,60.4,54.6,57.4,58.2,52.5,55.2,73,97,165,43,97,143,287,583,871,298,520,815,1163,748,1914,60,74,133,75,111,196,1299,935,2239,3988,4352,8341,500,554,1054,2684,2844,5530,1599,1854,3454
POA5256,698,656,1354,202,103,303,86,147,237,14,24,40,18,13,31,315,289,603,326,327,651,5.7,3.8,4.8,45.4,43.6,44.5,42.8,41.9,42.4,4,19,21,11,13,23,41,54,93,37,65,102,206,143,349,14,13,25,13,19,27,228,168,400,615,592,1203,93,85,183,411,382,793,284,273,553
POA5259,480,432,915,191,95,281,65,106,174,21,18,39,17,10,21,285,232,519,168,175,339,4.9,4.3,4.6,59.3,53.7,56.7,56.4,51.4,54,11,10,17,4,9,13,22,37,64,30,49,83,131,77,204,11,8,16,8,3,15,148,90,238,448,408,860,82,64,147,330,275,608,177,172,345
POA5260,768,767,1533,224,104,330,82,189,269,27,25,50,25,30,55,359,352,709,319,343,659,7.5,8.3,7.9,46.5,45.5,46,43,41.7,42.3,6,3,10,0,7,3,16,43,58,29,47,77,172,136,310,11,14,28,8,16,18,191,164,358,700,682,1377,94,111,207,509,481,992,249,273,526
POA5261,145,117,261,82,33,118,8,43,53,8,3,8,3,3,9,108,74,179,31,30,63,3.7,3.9,3.8,73.3,66.7,70.4,70.5,64,67.7,0,0,4,0,5,5,8,19,25,4,3,5,32,16,45,6,7,13,0,0,5,37,22,67,153,123,270,12,9,23,129,106,232,26,27,49
POA5262,210,149,351,116,36,153,19,55,74,14,7,15,4,0,3,149,98,245,41,41,80,2.7,1,2,70.5,66.9,69,68.6,66.2,67.6,0,0,4,0,4,4,12,19,34,12,19,30,47,25,70,6,0,6,7,0,7,55,26,80,226,149,375,16,13,30,170,125,299,54,35,88
POA5263,63,56,115,39,21,64,11,18,22,3,5,5,0,0,0,52,40,97,7,13,20,1.8,0,1.1,85.9,75.5,81.2,84.4,75.5,80.3,3,0,6,0,5,4,6,14,23,8,3,13,11,7,19,0,0,0,0,0,4,11,8,19,60,53,113,0,9,9,49,40,84,19,17,40
POA5264,526,546,1076,194,97,287,65,139,205,15,31,44,9,4,12,287,273,553,180,233,413,2.8,2.6,2.7,53.5,48.9,51.2,52,47.6,49.8,4,12,21,4,11,14,34,43,77,27,45,72,112,78,197,14,10,19,3,8,9,130,104,234,480,516,993,47,58,109,356,362,715,157,189,342
POA5265,197,153,355,94,36,134,14,46,60,3,0,9,6,3,7,117,89,206,67,57,120,4.2,2.3,3.4,59.8,56.1,58.2,57.3,54.8,56.2,0,5,0,0,0,4,5,30,40,11,16,19,37,16,58,3,7,10,0,5,6,46,27,71,185,150,337,26,16,36,138,113,249,65,44,106
POA5266,264,219,486,171,53,221,29,83,110,7,4,13,0,3,3,204,138,346,37,57,93,0,1.4,0.6,78,63.1,71.2,78,62.2,70.8,3,8,12,0,4,8,17,31,54,15,20,27,54,26,81,6,4,7,4,0,0,68,30,98,246,204,451,52,52,101,162,137,306,125,98,219
POA5267,872,770,1647,521,198,720,85,244,334,26,30,62,8,7,20,645,484,1127,143,225,367,1.4,1.4,1.4,73.8,62.4,68.4,72.7,61.5,67.5,7,10,17,0,15,22,47,118,160,45,54,101,218,125,338,12,16,25,20,12,33,238,149,390,830,763,1591,117,120,241,589,501,1091,306,340,649
POA5268,1609,1409,3024,903,390,1293,177,389,569,68,53,126,17,23,41,1158,864,2022,344,468,811,1.5,2.7,2,72.1,61.1,67,71.1,59.4,65.6,12,21,31,3,24,29,84,179,263,77,144,226,401,201,598,22,29,54,31,35,68,451,260,721,1532,1404,2936,239,204,447,1022,927,1953,666,596,1268
POA5269,131,110,235,54,28,86,8,28,42,13,4,13,6,0,4,80,66,146,28,28,57,5,1.5,3.4,61.5,63.2,62.3,58.5,62.3,60.2,0,0,0,0,0,0,10,12,19,12,15,20,21,6,30,0,3,3,4,0,4,22,13,35,119,103,220,17,14,28,86,77,161,39,32,68
POA5270,256,240,496,155,71,229,27,75,99,7,8,16,0,0,4,192,155,347,39,59,102,0.5,0.6,0.6,74.4,65.3,70,74,64.9,69.6,0,3,11,0,6,5,12,38,49,16,28,43,57,31,89,3,5,11,0,8,8,60,43,102,263,243,503,23,24,52,200,184,378,77,70,144
POA5271,3200,2980,6182,1560,690,2246,428,904,1325,94,109,208,68,44,114,2145,1744,3893,779,1031,1814,3.2,2.6,2.9,67.1,58.6,63,65,57.1,61.2,29,43,69,15,57,75,193,398,592,181,258,439,730,364,1094,44,53,97,51,46,97,828,465,1290,3047,2894,5940,523,471,994,2073,1936,4006,1306,1253,2561
POA5272,384,325,713,226,76,301,30,105,139,20,21,41,10,3,6,287,204,486,67,93,161,2.8,1,2,75,61.2,68.6,72.9,60.6,67.2,3,6,8,0,8,10,10,51,63,29,28,57,80,47,131,0,6,10,17,3,19,101,58,158,379,310,691,52,56,102,276,218,492,122,121,246
POA5273,48,40,88,35,10,39,3,18,18,0,3,0,0,0,0,38,27,67,11,11,15,2.7,0,1.5,75.5,71.8,73.9,73.5,71.8,72.7,0,0,7,0,3,3,0,10,6,8,0,12,15,12,19,0,0,0,0,0,0,15,10,20,52,42,95,4,4,9,30,20,54,22,17,42
POA5275,1005,979,1979,386,172,555,122,293,413,49,45,96,20,8,30,580,517,1096,356,406,758,4,1.7,2.9,57.7,52.8,55.3,55.4,51.9,53.7,13,15,29,3,27,28,44,90,142,50,85,136,233,134,371,11,24,39,15,18,42,260,181,443,953,899,1852,126,159,282,642,615,1258,385,394,781
POA5276,600,622,1220,230,109,334,89,167,252,27,43,72,5,6,9,350,320,678,218,268,490,1.4,1.6,1.5,58.9,51.8,55.3,58.1,51,54.5,18,17,34,3,24,33,55,77,134,43,74,111,176,70,245,3,9,12,13,19,31,190,101,289,541,562,1103,106,107,215,339,349,686,289,291,577
POA5277,1214,1101,2309,576,252,829,107,300,405,53,45,96,48,16,62,783,608,1387,348,421,771,5.8,2.6,4.4,64.5,55.4,60.2,60.8,53.9,57.5,10,15,31,7,25,28,73,120,192,58,98,158,257,160,419,15,23,38,18,29,46,294,212,501,1207,1106,2313,134,130,264,876,791,1668,399,392,789
POA5278,228,201,428,93,36,132,23,60,86,7,4,11,6,5,16,131,105,232,62,69,133,5.3,5.8,5.5,58.4,52,55.4,55.3,49,52.3,0,5,7,0,3,5,7,21,27,10,17,20,50,30,79,0,0,0,4,3,8,56,35,91,214,187,403,23,21,47,174,141,315,58,61,117
POA5279,235,231,461,87,31,121,24,65,84,5,8,11,7,3,10,114,104,224,82,97,174,4.2,4.7,4.4,50.9,46.5,48.7,48.7,44.3,46.5,0,0,0,0,7,3,3,14,25,7,12,25,57,27,84,0,4,8,0,0,0,59,33,95,208,204,407,26,28,59,159,152,309,66,66,134
POA5280,3078,3114,6190,1105,514,1619,362,874,1241,120,110,226,85,63,151,1677,1558,3237,1189,1350,2536,5.1,4.1,4.6,54.5,50.1,52.3,51.7,48.1,49.9,28,45,73,13,46,61,138,281,420,125,241,365,823,504,1327,53,66,119,37,67,105,905,635,1548,2951,2932,5881,415,461,876,2207,2097,4305,1022,1177,2195
POA5290,9921,10902,20820,4313,2411,6723,1263,3017,4284,282,364,650,353,246,598,6215,6036,12254,3133,4283,7419,5.7,4.1,4.9,62.7,55.4,58.9,59.1,53.2,56,165,203,363,102,221,324,602,1163,1768,496,855,1345,2675,1787,4462,133,240,374,130,214,343,2933,2240,5175,9690,10442,20132,1691,1776,3463,6415,6797,13210,4365,4846,9216
POA5291,4438,3685,8118,1961,931,2889,478,1241,1714,154,180,332,60,76,134,2651,2416,5070,1519,977,2502,2.3,3,2.6,59.8,65.7,62.4,58.4,63.7,60.8,43,58,103,40,85,125,258,456,714,204,353,555,1193,638,1829,41,84,123,71,77,151,1308,795,2101,3934,3703,7635,419,480,898,2821,2561,5381,1333,1412,2743
POA5301,215,193,408,122,35,161,17,58,77,4,10,15,0,0,0,147,104,251,57,72,128,1.4,0.9,1.2,67.9,55.5,62.1,67,55,61.3,4,3,8,5,0,4,8,21,30,11,23,37,49,28,76,0,7,9,13,6,10,59,34,93,238,190,427,18,16,30,198,161,361,50,39,87
POA5302,369,334,707,193,82,274,32,90,118,8,14,14,8,8,12,236,180,421,94,119,213,3,3.3,3.1,64.2,54.3,59.5,62.3,52.5,57.7,4,5,12,4,0,4,29,46,74,15,32,47,71,37,112,8,10,15,6,14,19,88,61,149,331,309,641,51,58,110,243,226,464,121,124,243
POA5303,76,49,130,48,15,64,5,16,18,0,0,3,0,3,5,54,35,87,14,12,30,1.9,6.1,3.4,72,63.5,68.5,70.7,59.6,66.1,0,0,0,0,0,0,10,9,18,5,0,5,19,4,20,0,0,0,0,0,0,19,7,23,70,45,115,11,8,20,56,34,87,21,18,43
POA5304,396,331,729,208,91,293,48,93,131,12,6,11,6,3,16,267,187,451,90,116,208,3,3.7,3.3,67.1,56.8,62.4,65.1,54.7,60.4,0,7,10,0,5,5,26,39,67,20,34,48,89,43,137,13,6,20,9,6,9,106,56,158,374,308,685,39,39,76,244,215,461,146,121,266
POA5306,36,25,60,20,4,25,4,8,7,0,3,0,0,0,0,20,18,34,9,8,17,0,0,0,58.8,64,61,58.8,64,61,0,0,0,0,0,0,0,0,0,5,7,4,10,9,16,0,0,0,0,0,0,10,9,16,32,25,61,5,0,7,25,21,45,12,10,20
