POA_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6078,0,0,0,3,0,5,12,5,0,25,0,0,0,0,0,0,0,0,0,4,4,6,4,7,11,10,0,0,0,36,34,59,69,106,114,151,130,43,5,712
POA6079,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,5,0,26
POA6081,4,0,0,0,3,5,15,23,4,56,0,0,0,0,4,0,0,0,0,11,6,0,18,16,22,23,21,7,3,114,139,212,439,573,733,722,501,225,53,3594
POA6082,0,0,0,8,4,11,15,13,9,56,0,0,0,0,0,3,3,0,0,7,11,6,20,27,14,11,20,10,3,124,89,159,353,422,444,484,337,156,30,2464
POA6083,0,0,0,0,3,3,13,9,9,46,0,0,0,0,4,0,0,0,0,9,11,7,4,16,32,25,24,15,4,131,104,158,217,348,640,611,387,176,43,2681
POA6084,0,0,10,9,9,15,35,45,14,137,0,0,0,5,5,5,3,0,0,19,45,42,67,52,102,78,51,32,16,485,297,534,944,1040,1354,1219,816,323,67,6598
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,9,5,3,0,4,0,0,22
POA6100,4,0,6,9,9,25,47,58,44,199,0,3,12,10,8,14,6,10,12,70,39,98,229,223,186,150,94,56,26,1108,354,1349,3433,2766,1976,1851,1293,509,179,13710
POA6101,3,0,10,18,20,25,69,76,61,280,0,3,12,20,25,29,17,18,9,124,36,82,227,145,120,113,87,78,32,933,360,1316,3612,2812,2119,1647,1230,562,234,13904
POA6102,0,11,25,32,22,51,46,90,94,374,3,0,20,8,8,11,18,7,10,95,33,146,241,100,87,67,112,242,355,1387,490,1951,3263,1757,1128,927,830,861,737,11946
POA6103,0,0,13,17,19,26,46,59,35,216,0,0,19,12,16,9,16,5,11,83,13,56,143,152,106,62,51,42,13,637,159,904,2729,1788,1178,1120,752,380,129,9142
POA6104,4,4,9,18,36,34,79,106,82,383,0,0,16,23,32,28,18,8,6,135,41,82,233,163,168,124,91,101,125,1132,331,1018,2687,2261,1961,1760,1316,712,417,12481
POA6105,3,6,33,45,47,44,78,139,74,469,0,7,34,27,26,23,17,18,9,161,48,90,196,139,103,96,87,51,26,833,405,1133,2952,2439,1841,1534,1138,702,322,12464
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,24
POA6107,15,27,100,127,170,176,217,247,126,1209,3,16,95,111,96,110,82,54,29,602,136,244,617,412,253,224,143,124,75,2221,1119,3988,9630,7851,5083,4098,2887,1517,565,36755
POA6108,12,16,26,56,61,117,169,131,53,644,4,10,35,38,30,53,40,31,15,251,49,63,134,169,112,92,99,76,20,813,683,1438,2918,3270,2933,2734,2390,1210,335,17904
POA6109,3,10,49,70,60,72,81,78,48,474,4,6,57,77,86,49,31,14,11,333,41,60,130,136,119,92,74,54,40,753,333,850,1899,2011,1546,1297,1047,571,213,9769
POA6110,17,19,90,140,128,141,235,181,149,1098,0,14,110,107,129,82,68,38,27,575,100,105,327,288,248,176,216,240,233,1931,1278,2798,5810,6804,5540,4356,3361,1832,796,32564
POA6111,10,3,22,39,34,57,118,116,54,471,0,9,20,25,27,25,24,19,11,146,83,70,150,161,174,138,108,112,86,1068,693,1292,2682,2985,3062,2992,2625,1216,374,17918
POA6112,21,22,61,106,130,185,259,242,111,1146,3,8,38,56,52,72,50,40,18,334,197,209,512,494,335,281,257,219,119,2624,1768,3934,11024,12076,7583,6018,4243,2058,650,49355
POA6121,0,3,0,0,4,11,23,12,7,70,0,0,0,0,0,3,0,0,0,3,3,5,7,19,19,7,12,9,4,78,107,197,235,354,484,499,308,112,23,2326
POA6122,3,5,12,20,19,37,56,67,24,241,0,0,3,8,13,6,11,9,0,45,33,33,102,84,70,52,37,41,21,463,599,1097,3564,3338,2293,1731,1100,463,141,14326
POA6123,0,0,4,3,6,4,4,13,9,47,0,0,6,0,0,0,3,0,0,0,5,3,24,13,15,16,13,6,3,99,65,143,390,255,246,229,157,52,21,1556
POA6124,0,0,0,0,0,4,9,6,0,17,0,0,0,0,0,0,0,0,0,3,3,0,8,11,10,11,0,3,0,52,34,40,103,150,190,188,93,66,18,878
POA6125,3,0,0,0,9,0,13,18,6,52,0,0,0,4,10,3,0,0,0,23,11,10,23,33,41,32,38,25,3,212,112,178,346,433,606,522,366,215,47,2822
POA6126,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,4,4,0,0,22,8,10,11,30,36,52,41,19,3,221
POA6147,0,9,22,42,41,74,146,116,34,477,0,8,13,24,36,47,39,26,15,202,38,55,85,107,90,45,53,40,12,531,360,942,2114,2210,1765,1707,1507,767,210,11576
POA6148,5,3,8,16,23,34,75,111,75,344,0,0,4,9,10,10,19,16,18,82,19,22,44,65,40,64,74,98,82,514,506,1085,1654,2564,2491,2106,1933,1301,574,14213
POA6149,4,0,7,9,8,34,58,68,52,239,0,0,4,0,6,13,21,18,21,79,12,14,23,46,23,44,67,85,89,403,459,948,1629,2451,2300,2326,2556,1159,507,14330
POA6150,4,9,0,10,8,24,48,67,60,222,0,0,0,0,8,9,14,14,18,71,42,35,125,112,115,129,197,209,200,1181,563,1025,1316,1517,1651,1686,1760,1113,604,11224
POA6151,3,0,7,8,4,11,36,48,30,142,0,0,4,5,4,8,7,5,0,40,20,56,113,93,74,88,99,84,60,693,434,1219,2436,2245,2237,2146,1925,916,293,13854
POA6152,6,0,14,21,18,49,70,87,93,357,0,0,16,13,24,21,22,16,7,120,29,72,165,120,107,116,150,229,335,1321,686,2208,3932,3378,2899,2854,2675,1551,941,21127
POA6153,0,5,7,13,9,15,53,78,73,237,0,0,6,3,6,6,10,12,16,57,30,31,82,84,88,88,74,51,41,568,491,1282,2165,2860,2781,2697,2426,1290,511,16508
POA6154,0,0,0,8,0,14,28,55,92,211,0,0,0,3,0,4,7,6,8,26,10,0,23,27,22,21,41,68,90,310,250,592,928,1383,1426,1158,960,759,567,8022
POA6155,13,16,19,59,108,138,227,179,122,886,0,6,21,73,60,53,77,49,36,379,157,70,199,213,187,108,93,92,53,1172,1658,3477,5649,8216,7626,5808,4440,1881,646,39408
POA6156,7,0,5,17,15,17,52,93,80,273,0,0,3,5,7,8,6,3,4,38,40,22,80,74,72,71,68,99,125,651,492,1001,1917,2258,2610,2080,1506,1060,639,13573
POA6157,0,3,0,9,3,10,33,82,79,215,0,0,0,11,0,14,9,10,6,49,19,18,60,44,59,43,65,74,62,438,338,731,1739,1908,1935,1694,1461,861,436,11097
POA6158,0,0,0,0,0,7,13,48,30,96,0,0,0,0,0,0,6,0,4,7,11,3,24,49,26,27,46,74,101,357,195,364,710,893,1156,1046,813,463,259,5899
POA6159,0,0,0,0,0,3,16,9,7,43,0,0,0,0,0,0,0,0,0,0,9,9,19,24,20,18,39,40,57,234,66,206,463,490,447,601,513,300,111,3189
POA6160,5,0,4,0,15,17,33,52,43,169,0,0,0,0,0,5,7,4,15,35,29,97,189,153,191,157,99,72,45,1036,180,709,1678,1359,1362,1325,1064,529,202,8415
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,5,7,3,4,0,50,11,33,74,52,37,81,60,35,3,392
POA6162,0,4,3,3,14,26,78,160,98,390,0,4,6,5,9,9,9,21,26,87,20,24,77,79,70,73,70,43,27,479,239,564,1384,1605,1692,1637,1315,667,316,9429
POA6163,8,10,29,39,102,162,455,642,347,1788,3,8,14,23,25,46,53,78,73,334,103,134,372,320,271,249,334,341,307,2421,1207,3401,7599,7203,6821,6820,5574,3323,1451,43410
POA6164,10,9,23,54,92,155,249,226,95,913,0,3,25,19,44,50,50,39,23,255,110,143,315,302,200,161,153,175,132,1700,1704,4213,10319,11005,8505,5874,3796,1610,565,47587
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,15,3,3,7,10,13,9,4,3,0,69
POA6166,0,0,3,4,11,36,92,146,56,360,3,0,0,6,4,7,16,23,5,61,17,17,55,58,59,62,70,66,13,430,269,550,1176,1429,1465,1458,1168,611,182,8306
POA6167,17,17,36,46,73,86,168,159,75,686,4,4,26,39,47,17,20,19,5,176,86,91,261,251,184,154,149,87,31,1305,820,1790,4353,4486,3545,2762,1976,1032,362,21141
POA6168,0,9,20,25,56,94,190,191,116,704,0,5,8,17,16,14,17,18,11,108,101,289,426,267,216,190,218,286,176,2155,674,1687,3114,2686,3046,3457,3120,1994,808,20590
POA6169,13,10,18,35,54,83,157,193,127,703,4,0,7,7,23,15,18,7,4,88,73,76,203,212,169,191,153,204,177,1464,970,1826,3928,4062,4430,4752,3372,2017,756,26116
POA6170,3,4,17,18,23,40,36,35,8,178,0,0,9,20,18,20,12,3,3,88,51,42,115,125,76,45,32,12,7,497,473,1148,3131,2989,1901,1221,656,255,48,11821
POA6171,7,6,19,40,27,46,83,97,31,354,0,0,9,13,16,11,10,7,0,64,85,75,243,198,143,85,121,93,21,1057,1019,2016,6049,5697,4110,2754,1912,1029,166,24759
POA6172,3,4,5,16,12,39,58,60,25,224,0,4,0,0,3,0,7,8,0,32,38,33,77,86,62,47,43,48,45,479,471,829,1549,1576,1880,1546,891,498,213,9453
POA6173,0,0,0,4,10,7,21,26,8,73,0,0,0,3,0,0,3,0,0,19,20,16,26,46,34,25,16,12,7,199,508,700,1197,1854,1990,1136,507,222,51,8151
POA6174,5,0,9,0,7,10,11,14,5,63,0,0,0,0,0,5,0,0,0,8,19,9,30,37,34,8,9,13,0,164,213,395,848,821,692,440,252,120,20,3798
POA6175,0,0,5,0,3,3,5,10,5,42,0,0,0,0,0,0,0,0,0,0,5,5,12,12,16,11,5,3,3,70,145,228,453,536,561,402,233,103,31,2696
POA6176,0,0,0,4,4,0,5,6,0,26,0,0,0,0,4,0,0,0,0,6,12,0,12,8,12,5,9,3,0,67,60,113,401,245,219,185,130,43,15,1398
POA6180,6,0,5,7,0,6,40,44,8,108,0,0,0,8,0,5,0,0,0,9,12,11,26,21,25,17,19,10,3,139,196,356,956,940,716,500,481,317,43,4507
POA6181,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,31,54,90,74,45,16,6,345
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,3,7,4,0,4,25,0,0,0,0,0,0,0,0,0,3,11,5,10,19,13,13,9,0,0,80,37,46,131,169,175,173,107,38,10,875
POA6208,3,4,6,10,19,32,92,135,73,364,0,0,0,0,3,5,6,4,3,23,48,28,71,77,77,74,113,122,65,673,371,554,1243,1316,1401,1569,1663,1052,326,9493
POA6209,0,0,0,0,8,11,24,32,15,87,0,0,0,0,3,0,3,3,0,10,5,11,23,12,25,16,27,24,9,143,62,100,153,166,258,306,329,180,40,1596
POA6210,32,20,40,84,109,209,471,710,454,2137,4,4,19,27,26,37,42,35,14,205,176,193,382,379,415,377,543,692,561,3716,1922,3625,7018,7488,8561,9508,9824,6502,2551,57004
POA6211,5,0,4,5,9,10,50,53,17,160,0,0,0,0,0,0,0,0,0,3,23,14,24,35,39,35,38,32,12,244,187,301,713,921,994,1044,1206,578,76,6024
POA6213,0,0,0,0,0,3,3,8,5,27,0,0,0,0,0,0,0,0,0,0,3,0,4,8,16,13,7,6,0,59,15,15,61,71,109,112,103,38,18,542
POA6214,0,0,0,0,0,0,4,7,4,17,0,0,0,0,0,0,0,0,0,0,6,0,5,10,0,5,10,0,0,40,26,44,48,90,95,94,89,28,4,511
POA6215,0,0,0,3,3,20,42,61,28,158,0,0,0,0,0,0,0,4,4,12,16,17,30,38,59,40,38,53,31,324,127,168,351,475,575,640,565,289,98,3294
POA6218,0,0,0,0,3,0,13,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,21,13,26,53,54,56,87,73,17,12,395
POA6219,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,3,6,5,8,3,5,0,31,22,21,51,63,98,106,66,28,12,470
POA6220,0,0,6,9,11,11,46,73,40,207,0,0,9,3,0,0,3,7,4,22,15,10,34,27,50,41,45,42,33,294,95,178,530,509,555,542,527,341,146,3422
POA6221,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,16,0,8,0,3,8,0,0,0,36,29,16,27,30,49,58,30,14,6,260
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,18,32,25,10,10,0,115
POA6224,0,0,4,0,0,3,14,13,7,43,0,0,0,0,0,0,0,0,0,0,9,0,9,18,13,16,16,7,5,94,58,60,124,129,178,162,151,78,18,961
POA6225,3,4,4,9,18,31,93,87,42,300,0,0,0,4,0,8,10,3,6,22,50,32,76,96,86,83,97,82,59,669,268,416,917,1030,1183,1311,1171,563,181,7045
POA6226,0,0,0,3,0,0,4,4,0,19,0,0,0,0,0,0,0,0,0,0,0,3,5,7,4,5,9,0,0,31,26,43,82,121,136,132,87,22,0,651
POA6227,0,0,0,0,0,4,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,0,16,18,30,69,125,100,93,68,35,4,549
POA6228,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,20,4,10,3,12,22,21,28,10,3,115
POA6229,0,0,0,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,6,8,3,32,0,5,7,15,26,39,51,21,4,163
POA6230,8,19,31,38,65,100,253,335,212,1065,4,3,17,9,22,37,24,17,18,152,123,137,384,317,340,300,277,212,182,2262,1211,2423,5483,5661,5966,5551,4423,2412,1020,34153
POA6232,5,0,9,14,9,23,58,102,50,273,0,0,3,5,6,5,5,4,0,26,14,26,54,45,51,45,61,84,96,474,291,560,1488,1469,1271,1163,967,675,307,8198
POA6233,5,0,18,13,16,42,69,98,46,305,0,0,4,0,0,12,3,10,0,33,40,35,83,82,68,103,88,60,26,582,535,868,2230,2697,2451,2403,1892,884,200,14160
POA6236,0,0,0,0,0,0,6,12,11,31,0,0,0,0,0,0,3,0,0,7,0,0,12,8,21,9,25,5,0,92,57,83,184,224,346,360,267,117,33,1663
POA6237,0,0,0,0,0,3,10,18,10,38,0,0,0,0,0,0,0,0,0,6,10,0,14,16,24,26,27,9,7,131,69,91,182,321,359,432,340,119,28,1946
POA6239,3,0,0,8,12,9,23,54,22,130,0,0,4,0,0,6,3,0,4,18,26,7,27,30,31,30,43,46,11,236,131,172,391,499,598,674,610,323,105,3511
POA6240,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,7,0,9,3,4,7,15,16,39,33,22,0,145
POA6243,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,5,3,8,3,11,6,13,18,9,4,68
POA6244,0,0,0,0,6,6,5,14,7,39,0,0,0,0,0,0,0,3,0,3,3,0,13,17,27,29,19,21,0,135,24,51,119,173,196,258,199,140,26,1194
POA6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,6,7,20,30,46,57,45,16,0,235
POA6252,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,13,0,3,16,17,18,32,21,17,0,121
POA6253,0,4,4,0,0,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,18,3,0,42,9,22,44,63,73,119,169,63,13,569
POA6254,0,0,0,0,0,3,3,11,5,22,0,0,0,0,0,0,0,0,0,0,0,7,3,13,16,14,7,0,3,65,8,30,63,82,91,128,67,41,10,523
POA6255,0,0,0,0,7,13,26,28,19,96,0,0,0,0,0,0,0,0,0,0,10,12,22,31,40,48,61,40,12,277,90,121,327,424,565,702,776,348,95,3432
POA6256,0,0,0,0,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,3,4,6,3,33,9,19,31,50,54,78,52,31,4,330
POA6258,0,0,7,7,13,21,54,80,43,221,0,0,8,13,6,7,9,8,6,52,26,15,23,49,77,60,53,48,19,383,194,300,661,692,816,996,747,402,142,4952
POA6260,0,0,0,0,10,0,7,11,16,44,0,0,0,0,0,0,0,0,0,0,5,7,33,27,24,32,26,16,7,177,43,53,185,194,226,265,207,89,44,1306
POA6262,0,0,0,0,0,0,0,5,3,14,0,0,0,0,0,0,0,0,0,0,0,3,9,15,12,21,12,6,0,73,17,11,47,64,112,140,109,54,9,568
POA6271,0,0,4,0,3,7,19,18,8,60,0,0,0,0,0,0,0,0,0,7,13,8,15,25,29,30,24,17,7,162,86,135,301,385,500,468,398,183,43,2490
POA6275,0,0,0,0,5,6,7,14,9,41,0,0,0,0,0,0,0,0,0,4,3,0,16,26,24,32,32,25,7,162,27,23,94,182,171,277,317,145,26,1265
POA6280,3,3,23,20,34,64,142,230,213,739,0,4,31,8,18,15,12,8,13,104,88,51,201,181,208,230,255,216,157,1598,722,1159,2874,3575,3941,3927,3940,2240,912,23302
POA6281,0,4,5,0,4,7,14,23,19,68,0,0,0,0,0,0,0,0,0,5,18,12,74,78,50,67,44,40,6,382,159,201,785,1243,1110,1023,1102,501,108,6235
POA6282,0,0,0,0,0,0,8,7,4,10,0,0,0,0,0,0,0,0,0,0,4,0,16,17,26,39,46,10,0,166,29,32,152,213,282,316,291,89,18,1431
POA6284,0,0,0,0,0,0,3,6,4,16,0,0,0,0,0,0,0,0,0,0,11,3,22,56,45,27,23,13,0,199,52,55,249,521,402,323,211,82,34,1923
POA6285,4,9,27,14,12,9,17,19,11,121,0,0,0,6,3,0,0,0,0,10,37,40,125,117,145,111,87,41,41,752,204,325,1253,1661,1574,1343,1037,374,132,7903
POA6286,6,0,0,0,0,6,0,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,11,10,5,18,3,4,0,59,17,22,98,141,98,147,88,37,7,655
POA6288,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,4,0,7,9,6,10,4,3,0,36,16,20,62,76,106,87,76,32,3,472
POA6290,0,0,0,3,0,7,10,7,19,52,0,0,0,0,0,0,0,4,0,6,0,6,7,12,19,16,27,19,16,120,15,33,95,149,207,343,440,220,104,1606
POA6302,0,0,0,7,0,13,34,47,24,115,0,0,0,0,0,0,0,0,0,3,12,7,29,23,46,59,50,58,29,312,65,95,256,336,386,620,657,372,106,2895
POA6304,0,4,0,0,0,4,16,32,7,68,0,0,0,0,0,0,0,0,0,0,11,5,17,15,20,28,36,25,7,166,37,38,113,146,203,276,327,163,50,1359
POA6306,0,7,0,0,4,3,12,13,12,44,0,0,0,0,0,0,0,0,0,4,3,4,6,16,7,15,9,6,3,72,14,34,82,105,138,135,124,92,41,765
POA6308,4,0,3,3,0,3,21,21,4,56,0,0,0,0,0,0,0,0,0,3,10,8,11,19,31,27,27,22,14,165,39,64,125,146,208,258,232,139,33,1241
POA6309,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,6,0,3,3,10,3,4,4,0,29,10,16,21,24,47,43,47,21,7,235
POA6311,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,7,10,3,41,3,24,59,45,84,114,91,44,10,477
POA6312,5,0,3,3,6,9,28,50,35,144,0,4,0,3,0,3,4,7,4,21,26,33,73,59,58,62,65,37,27,443,147,257,522,509,566,604,508,300,159,3560
POA6313,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,15,6,3,18,25,38,41,25,20,0,176
POA6315,0,0,3,0,3,7,8,17,12,50,0,0,0,0,0,4,0,0,0,3,10,6,23,20,23,21,31,13,0,157,45,63,175,197,208,282,270,143,48,1436
POA6316,0,0,0,0,0,0,6,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,10,5,0,27,7,21,39,41,46,66,51,16,0,282
POA6317,0,3,19,24,22,20,35,48,29,210,0,4,7,11,23,18,30,8,5,115,30,30,67,79,47,53,59,37,24,423,137,254,539,480,487,527,428,226,98,3173
POA6318,0,0,3,0,3,6,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,10,5,5,13,9,6,0,43,12,13,50,71,64,75,60,22,4,371
POA6320,0,0,4,0,0,0,3,3,4,16,0,0,0,0,0,0,0,0,0,6,4,4,10,8,11,10,0,0,0,50,17,25,58,58,63,100,41,31,11,403
POA6321,0,0,0,0,0,3,5,3,0,20,0,0,0,0,0,0,0,0,0,0,5,3,5,11,3,14,9,5,5,46,11,14,35,57,61,78,57,38,4,352
POA6322,0,0,0,0,0,0,4,5,0,13,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,3,4,6,0,28,10,11,16,27,33,32,42,23,0,186
POA6323,0,0,0,0,3,5,7,10,0,27,0,0,0,0,0,0,0,0,0,0,4,0,4,16,11,12,8,8,0,78,37,26,57,88,140,178,195,92,7,829
POA6324,0,0,4,5,6,6,31,22,16,103,0,0,11,10,15,4,0,0,0,47,19,18,30,50,57,61,49,40,34,355,110,138,341,417,504,572,499,210,101,2890
POA6326,0,0,0,0,0,0,0,6,0,8,3,0,0,0,0,0,0,0,0,3,4,0,8,4,0,8,5,4,0,38,12,24,52,46,63,88,80,24,8,393
POA6327,0,0,0,0,0,0,6,4,0,12,0,0,0,0,0,0,0,0,0,0,3,0,4,7,11,9,0,0,0,27,5,7,26,32,47,31,33,13,5,196
POA6328,0,0,0,0,0,0,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,3,8,5,7,5,0,44,7,25,69,50,40,71,40,21,0,330
POA6330,9,11,44,43,53,106,210,340,226,1042,0,5,18,27,38,19,18,12,17,146,115,106,275,230,265,272,263,271,179,1976,1079,1716,4055,4125,4800,5183,4512,2741,1138,29349
POA6333,0,0,4,3,8,11,24,27,16,93,0,0,0,0,0,0,5,4,0,7,37,16,63,78,98,90,102,63,28,568,138,118,435,727,821,1025,1002,538,158,4964
POA6335,0,0,3,0,0,6,9,4,0,18,0,0,0,0,0,0,0,0,0,4,0,3,7,12,3,10,10,0,3,60,15,37,115,105,81,109,90,25,12,577
POA6336,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,6,3,0,0,33,3,19,51,38,48,54,35,7,0,248
POA6337,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,9,11,9,8,11,0,0,54,13,28,78,87,72,81,38,8,0,400
POA6338,0,0,0,0,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,10,0,0,30,6,27,79,88,94,116,124,40,4,575
POA6341,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,4,0,0,17,4,17,33,39,36,26,28,6,0,190
POA6343,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,3,4,0,0,28,0,3,34,40,43,26,18,13,0,172
POA6346,0,0,0,0,0,3,0,5,4,15,0,0,0,0,0,0,0,0,0,5,4,18,46,39,49,38,11,0,0,205,28,104,278,203,252,209,93,26,15,1200
POA6348,0,0,0,0,3,0,12,11,5,35,0,0,0,0,0,0,0,0,0,0,4,4,16,10,23,21,14,8,0,94,15,30,147,128,150,172,142,87,16,887
POA6350,0,0,0,0,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,5,0,4,5,13,9,13,10,0,52,5,10,33,30,49,51,51,34,6,265
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,10,7,10,9,0,0,42
POA6352,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,6,11,15,17,8,0,0,59,0,0,24,33,27,30,19,7,0,152
POA6353,0,0,0,0,0,0,6,5,3,13,0,0,0,0,0,0,0,0,0,3,0,0,3,11,6,20,10,5,0,49,19,46,101,97,102,115,72,47,9,604
POA6355,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,10,11,0,6,0,0,32,9,13,50,70,71,75,52,13,0,348
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11,4,4,10,23,23,19,11,0,0,98
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,10,0,5,7,8,15,3,10,0,0,46
POA6358,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0,13,3,4,8,10,18,13,9,6,5,73
POA6359,0,0,0,0,7,0,5,5,0,19,0,0,0,0,0,0,0,0,0,4,0,8,9,14,10,17,7,6,5,72,13,48,113,117,112,115,65,25,12,619
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,5,0,0,18,0,13,5,13,14,16,6,6,0,74
POA6363,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,10,11,19,7,3,8,0,63
POA6365,0,0,0,0,0,0,4,6,0,8,0,0,0,0,0,0,0,3,0,3,0,0,4,12,5,11,0,0,0,40,3,16,54,71,66,78,59,28,9,381
POA6367,0,0,0,0,0,0,9,3,5,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,6,5,3,28,13,12,34,30,48,70,52,21,9,280
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,8,0,3,14,18,6,11,11,4,0,65
POA6369,0,0,0,0,0,0,0,6,8,24,0,0,0,0,0,0,0,0,0,0,4,8,13,12,17,22,14,9,11,98,11,21,77,59,94,94,71,53,34,520
