SED_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
SED60302,143,558,5,706,3297,148,7,4154,35,553,0,586,2690,155,8,3437,5,100,0,109,1819,141,4,2070,0,11,0,13,830,73,0,917,5364,2112,248,7720,21953,1510,33,31213
SED60303,234,453,6,698,3517,249,18,4486,45,723,0,765,2695,244,13,3717,6,172,0,183,1510,174,4,1869,0,10,0,11,658,135,0,808,5160,2104,291,7551,23358,2098,272,33276
SED60304,0,5,0,8,40,0,0,46,0,5,0,5,24,0,0,33,0,0,0,0,13,0,0,19,0,0,0,0,0,0,0,0,49,18,5,69,198,7,0,281
SED60310,179,282,5,464,1869,80,17,2426,27,613,3,637,1677,85,3,2401,7,166,0,173,1105,45,0,1323,0,3,0,3,562,21,0,587,2999,1423,139,4557,12577,699,51,17890
SED60404,213,709,17,941,4133,258,5,5344,36,713,3,749,3642,268,7,4667,11,146,0,158,1835,178,0,2170,0,4,0,4,520,86,0,608,5854,2277,341,8480,19021,1581,35,29114
SED60410,68,261,3,331,1239,27,9,1607,16,359,0,379,1232,37,4,1654,0,94,0,94,930,45,0,1072,0,0,0,0,362,33,0,390,2604,1041,128,3768,8766,351,12,12905
SED60411,176,636,7,816,2912,92,3,3823,30,967,4,1007,2636,125,9,3775,9,227,0,232,2225,159,3,2619,0,9,0,9,1157,127,0,1299,4745,2487,228,7460,18265,981,36,26742
SED60414,144,544,6,687,2647,130,4,3470,28,554,0,584,2006,103,0,2694,0,73,0,75,1095,75,3,1253,0,4,0,9,264,24,0,300,4751,1778,216,6743,13757,1410,16,21923
SED60501,64,369,9,440,2297,180,3,2915,21,222,3,241,1955,167,4,2369,6,38,0,38,909,90,0,1043,0,0,0,4,227,35,0,265,3199,1133,175,4506,11648,1399,15,17564
SED60505,48,213,5,265,1181,34,3,1484,9,194,0,205,937,52,0,1188,0,46,0,48,673,34,0,761,0,3,0,4,236,11,0,252,1609,695,80,2381,5858,297,12,8554
SED60506,144,552,4,703,3901,303,0,4911,28,442,0,473,3899,279,3,4648,5,58,0,63,2092,201,5,2363,0,0,0,0,593,76,3,672,4205,1630,197,6029,17804,1612,105,25547
SED60508,26,98,0,125,781,59,0,965,8,63,0,68,600,48,0,716,0,8,0,8,280,38,0,326,0,0,0,0,83,11,0,93,711,282,34,1028,3127,378,12,4540
SED60512,205,710,3,917,4233,323,0,5470,38,540,3,588,3805,294,4,4688,3,81,0,85,1901,183,0,2170,0,5,0,5,549,63,0,620,4916,2061,235,7208,19543,1933,47,28742
SED60514,42,224,0,272,1046,29,0,1339,10,206,0,212,901,52,0,1162,0,38,0,43,502,45,0,586,0,3,0,3,162,10,0,174,1656,664,110,2431,5346,274,10,8061
SED69797,0,6,0,3,42,30,0,77,0,0,0,0,33,0,0,33,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,35,10,0,47,211,110,13,374
SED70001,36,193,23,256,731,213,0,1200,20,79,5,104,373,155,0,637,3,10,0,16,78,26,0,123,0,0,0,3,8,0,0,9,1244,1518,596,3359,3902,1061,48,8366
SED70002,45,102,4,159,944,148,12,1263,16,90,0,103,498,112,3,719,0,16,0,17,188,18,0,225,0,0,0,0,42,8,0,48,1759,487,87,2332,5447,929,43,8753
SED70003,37,194,27,255,716,251,6,1239,12,95,7,114,577,132,0,826,0,9,0,10,96,31,0,135,0,5,0,5,7,0,0,13,1547,1621,488,3660,4158,1602,90,9509
SED70004,40,150,23,213,1119,250,8,1588,17,74,7,94,1053,200,9,1357,4,12,0,15,251,34,0,303,0,4,0,4,18,3,0,26,1342,958,216,2517,5229,1637,74,9453
SED70005,30,97,7,139,509,69,4,714,9,64,0,75,307,52,0,437,0,11,0,8,125,21,0,153,0,0,0,0,29,3,0,37,1507,374,77,1959,3737,671,16,6384
SED70006,59,121,3,182,911,123,3,1221,15,94,0,112,576,69,0,760,0,15,0,15,184,26,0,221,0,0,0,0,40,0,0,41,1337,497,95,1932,4865,691,44,7529
SED70007,34,105,0,138,562,32,3,732,8,79,0,87,301,16,6,411,0,15,0,13,127,3,0,146,0,0,0,0,61,3,0,63,1772,451,102,2322,3841,363,14,6539
SED70008,60,111,0,177,810,125,15,1125,17,151,0,172,744,136,11,1059,4,37,0,32,367,51,0,460,0,0,0,0,136,20,0,157,1612,526,66,2204,5498,955,44,8709
SED70009,63,174,7,247,1419,318,5,1988,28,126,7,153,1387,290,3,1834,0,21,0,23,319,77,0,420,0,4,0,4,28,5,0,37,1503,963,144,2602,6091,1699,125,10513
SED70010,40,122,5,161,680,144,12,997,10,76,0,75,443,67,0,589,0,5,0,7,136,28,0,172,0,0,0,3,32,8,0,46,1295,416,75,1790,3868,1073,24,6756
SED70011,65,96,0,159,771,108,8,1047,13,120,0,136,625,80,0,848,5,27,0,32,299,43,0,374,0,3,0,3,70,37,0,115,1214,427,65,1705,4851,636,22,7217
SED70012,41,79,0,121,932,171,0,1226,14,83,0,95,606,109,0,807,0,10,0,10,191,19,0,220,0,0,0,0,30,0,0,31,1239,346,48,1631,5442,884,500,8461
SED70013,49,166,0,215,1282,244,4,1751,10,154,0,165,999,268,0,1431,3,22,0,28,301,50,3,373,0,3,0,4,37,9,0,45,1470,550,67,2085,5368,1222,28,8708
SED70014,28,195,15,233,742,183,5,1163,11,117,4,127,446,110,4,683,0,13,0,16,96,23,0,134,0,5,0,0,19,0,0,23,1181,1329,345,2856,4052,1203,42,8158
SED70015,66,111,4,172,704,52,7,937,5,128,0,139,565,41,5,746,0,28,0,30,286,34,0,352,0,4,0,4,43,11,0,58,1465,480,72,2020,4474,526,32,7045
SED70016,47,143,0,187,785,142,0,1122,15,97,0,111,511,59,7,686,0,19,0,22,180,27,0,225,0,0,0,0,39,3,0,43,1253,511,88,1855,4175,870,22,6924
SED70017,44,114,0,157,1134,285,11,1588,11,108,0,116,880,170,4,1167,0,11,0,12,258,52,0,324,0,0,0,0,41,9,0,51,1236,530,88,1858,5311,1527,45,8733
SED70018,50,217,46,305,426,141,7,879,7,93,19,116,202,57,4,375,0,23,9,27,54,14,0,94,0,3,0,5,8,0,0,13,1393,1596,590,3577,2822,1091,25,7510
SED70019,47,158,6,202,1258,258,4,1718,17,102,8,125,1058,191,3,1378,3,25,0,29,293,56,0,383,0,3,0,0,75,19,0,100,1599,743,116,2453,5994,1799,33,10283
SED70020,34,177,0,222,1243,305,21,1791,20,124,0,142,909,190,5,1248,0,19,0,19,291,72,0,378,0,3,0,0,46,17,0,71,1709,541,75,2324,6514,3070,1347,13258
SED70021,54,78,0,131,715,76,0,923,13,124,0,142,588,34,6,768,0,29,0,29,229,15,0,284,0,5,0,5,51,5,0,57,1387,464,60,1908,4949,473,25,7355
SED70022,54,171,0,227,1469,463,55,2216,9,194,0,207,995,321,19,1538,0,25,0,25,304,103,8,431,0,0,0,0,43,3,5,49,1487,627,40,2155,9325,2762,401,14647
SED70023,47,116,0,166,769,63,0,999,19,136,0,158,607,59,4,825,8,40,0,39,279,25,0,344,0,0,0,0,47,5,0,53,1403,506,55,1969,4215,509,18,6710
SED70024,48,113,0,162,565,45,9,777,8,76,0,82,317,25,8,438,0,9,0,14,109,11,0,132,0,0,0,0,21,0,0,21,2409,465,100,2987,4859,475,30,8349
SED70025,54,129,4,188,753,53,6,997,11,117,0,136,484,45,5,665,0,28,0,29,229,24,0,281,0,5,0,5,43,7,0,52,1834,462,82,2369,4583,520,18,7493
SED79797,4,0,0,4,69,34,0,106,0,0,0,0,27,11,0,40,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,29,9,0,37,285,151,17,494
SED80001,471,1904,25,2396,8154,203,29,10782,76,1837,9,1928,5611,178,20,7738,13,321,3,342,2864,194,5,3401,0,11,0,13,999,162,5,1179,14267,5942,630,20840,43242,2044,99,66225
SED80002,485,1099,22,1604,6797,263,39,8701,96,1850,7,1951,5528,220,17,7723,21,482,0,498,3788,175,9,4467,0,18,0,21,1380,122,0,1527,15971,5246,708,21925,52547,2958,176,77604
SED80003,619,700,18,1343,6872,537,34,8785,78,1346,0,1425,4368,391,30,6219,18,364,0,387,2670,264,12,3325,0,27,0,28,1411,230,0,1670,11279,3783,446,15516,57046,6068,329,78955
SED80004,608,1008,29,1644,7071,288,34,9037,93,1832,14,1941,5592,351,22,7902,29,580,6,611,4636,325,4,5581,0,31,0,31,2048,221,0,2301,15628,4892,646,21167,47694,3012,190,72059
SED80005,460,1040,13,1515,5897,167,56,7632,77,1381,15,1477,3766,143,74,5454,16,286,3,308,1913,78,14,2309,3,10,0,15,494,16,0,532,20495,4465,620,25581,47405,2659,226,75871
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,37,81,0,120,610,157,5,893,4,59,0,66,493,108,0,673,0,17,0,17,217,62,0,295,0,0,0,0,54,4,0,60,590,256,41,884,2683,1036,23,4630
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
