SED_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
SED50805,49,1093,38,0,1181,42,890,23,3,953,75,1680,81,17,1851,164,1958,75,5,2196,321,2149,87,10,2566,442,1720,64,11,2242,265,1419,58,4,1746,118,831,57,0,1017,58,404,48,0,511,1544,12140,524,57,14256,66,1216,38,0,1320,58,969,26,0,1054,140,1941,82,10,2169,327,2254,89,3,2674,602,2252,94,7,2947,724,1755,60,0,2539,403,1555,55,5,2015,141,1125,79,3,1352,43,736,96,6,869,2500,13797,623,23,16943,116,2310,76,4,2498,101,1857,47,3,2009,217,3615,164,23,4021,493,4210,164,10,4874,928,4402,182,12,5520,1172,3472,121,14,4772,666,2975,116,11,3761,261,1962,143,8,2367,100,1138,140,0,1381,4042,25936,1144,84,31207
SED50906,48,1214,76,4,1344,39,1038,112,0,1186,138,2151,377,8,2674,234,2169,343,7,2748,286,2257,254,6,2800,373,2094,164,4,2637,240,1699,137,0,2079,114,901,74,3,1101,30,283,55,0,362,1506,13801,1590,28,16916,83,1217,74,0,1368,72,1052,75,0,1195,210,2349,191,8,2764,406,2303,156,5,2876,552,2362,146,3,3061,640,2018,123,4,2785,380,1800,109,4,2291,145,1052,99,0,1291,32,508,115,0,655,2523,14655,1084,27,18284,125,2430,148,6,2714,110,2083,185,3,2383,357,4498,571,19,5431,635,4468,495,10,5616,837,4619,399,9,5864,1018,4109,281,9,5419,620,3500,251,4,4372,260,1955,174,0,2389,54,788,168,0,1015,4024,28456,2666,56,35200
SED51004,45,1563,61,4,1681,72,1436,65,4,1572,115,2385,110,4,2613,194,2371,130,8,2697,316,2799,114,6,3226,308,2382,82,6,2780,165,1313,36,7,1518,71,546,30,0,646,12,145,18,0,180,1295,14940,651,28,16916,53,1425,75,0,1555,87,1377,58,4,1528,221,2474,117,4,2819,379,2598,117,9,3108,555,3086,113,5,3767,492,2320,74,3,2894,235,1318,53,5,1613,71,665,41,0,785,13,213,35,0,254,2105,15489,684,38,18316,103,2988,138,0,3233,155,2814,124,6,3099,334,4861,224,9,5435,578,4971,247,11,5804,870,5883,229,8,6991,796,4701,157,10,5674,394,2632,86,11,3130,147,1211,73,0,1431,28,357,48,0,434,3403,30426,1333,65,35231
SED51104,64,1698,122,0,1878,66,1500,85,4,1649,184,3309,163,35,3694,264,3116,177,14,3566,309,2825,145,5,3288,229,1895,106,5,2232,164,1342,50,0,1562,95,758,61,3,918,22,247,35,0,305,1395,16691,932,64,19089,81,1610,108,0,1800,84,1515,89,4,1694,412,3813,223,6,4455,546,3543,183,3,4275,513,3099,163,3,3778,434,2041,89,8,2572,249,1524,81,3,1857,119,927,83,0,1134,26,383,43,0,448,2463,18458,1055,32,22006,141,3307,225,3,3676,147,3020,170,3,3340,597,7122,382,43,8148,811,6656,358,16,7842,824,5922,309,11,7061,657,3935,196,13,4802,410,2865,128,6,3416,211,1689,146,3,2051,46,630,75,0,749,3854,35148,1992,104,41095
SED51205,73,1155,96,4,1325,76,1933,168,10,2181,258,4418,396,13,5086,322,3619,273,15,4235,310,2367,147,6,2835,258,1912,114,13,2299,225,1611,76,15,1927,99,825,65,0,990,27,245,39,0,308,1649,18080,1366,80,21176,53,1036,71,0,1162,93,1698,142,4,1941,323,4339,335,8,5008,444,3276,205,4,3930,462,2171,138,10,2787,498,2007,118,22,2643,345,1717,80,24,2167,139,914,88,6,1143,21,384,65,0,466,2367,17538,1246,83,21230,126,2192,163,6,2484,165,3631,309,11,4121,584,8756,730,20,10093,771,6893,479,19,8159,778,4537,288,17,5615,754,3920,227,38,4936,569,3321,160,35,4088,231,1742,150,14,2134,44,627,102,7,771,4019,35619,2609,161,42410
SED51304,54,1288,25,0,1371,48,922,16,5,985,75,1334,48,3,1466,209,2268,64,3,2545,365,2430,62,4,2862,401,1840,32,5,2280,383,2041,45,4,2470,152,1176,45,0,1371,54,250,11,0,317,1737,13549,352,24,15661,38,1175,16,0,1228,49,854,16,0,924,114,1442,54,5,1607,364,2565,63,3,2998,567,2331,45,5,2953,722,1850,29,5,2612,552,2193,47,3,2794,161,1178,68,4,1409,30,468,41,0,532,2590,14057,383,34,17064,87,2465,44,0,2598,95,1782,32,0,1903,185,2773,102,10,3073,569,4838,123,7,5546,931,4758,111,11,5820,1126,3692,61,8,4888,935,4230,94,8,5267,314,2357,109,0,2782,81,716,57,0,848,4326,27606,733,57,32721
SED51401,52,762,117,0,936,51,716,165,3,931,124,1719,443,15,2298,201,1726,429,4,2353,288,2034,452,4,2778,386,2392,423,0,3202,276,2186,292,0,2751,119,1026,179,0,1325,29,291,69,0,387,1527,12847,2563,22,16967,37,660,112,0,806,43,564,100,5,706,191,1430,200,0,1826,278,1508,246,0,2031,469,1701,276,0,2448,562,2005,262,0,2831,343,1830,225,6,2407,135,982,195,4,1312,23,399,88,0,505,2085,11074,1698,17,14875,90,1422,232,0,1746,90,1282,260,7,1636,318,3144,648,11,4125,474,3233,674,5,4382,759,3733,729,8,5231,952,4395,682,4,6031,621,4016,516,3,5155,253,2006,373,4,2636,56,686,157,0,895,3608,23925,4270,38,31841
SED51504,65,1524,26,0,1621,70,1093,21,3,1191,112,2077,90,6,2286,212,2661,88,8,2967,353,2526,55,11,2940,421,1858,36,9,2318,242,1380,52,12,1685,128,893,40,7,1071,63,395,21,4,489,1666,14411,432,49,16552,58,1287,25,0,1372,77,1015,29,3,1122,179,2329,86,13,2609,371,2786,72,5,3234,655,2580,61,3,3297,694,1679,37,8,2423,377,1495,68,16,1949,192,1076,64,9,1334,76,686,54,3,822,2680,14922,492,55,18153,124,2811,51,0,2991,149,2109,47,9,2310,288,4405,176,24,4891,583,5445,159,5,6199,1012,5102,111,15,6236,1117,3538,80,14,4744,624,2873,118,17,3630,318,1973,108,11,2400,137,1083,79,5,1306,4344,29338,924,100,34706
SED51605,54,1443,54,12,1568,55,1391,69,4,1521,162,2939,127,3,3235,269,3206,129,0,3601,345,2803,95,0,3252,307,1947,72,7,2325,163,1273,55,8,1502,95,551,52,3,695,20,147,24,0,189,1465,15694,678,49,17887,48,1383,57,0,1484,91,1371,62,0,1526,254,3148,133,5,3538,500,3304,125,0,3924,610,2785,96,6,3493,559,1870,75,13,2514,259,1288,70,15,1638,79,612,66,3,749,16,213,33,0,262,2415,15976,709,41,19138,97,2826,108,12,3053,154,2762,129,3,3046,412,6083,264,7,6776,766,6511,251,0,7527,956,5593,188,8,6747,858,3818,145,18,4836,424,2564,125,25,3138,171,1159,113,7,1449,35,360,59,0,451,3880,31670,1387,92,37025
SED51706,60,1140,97,0,1294,58,932,57,0,1044,128,1950,132,10,2220,231,2120,161,6,2516,307,2165,165,0,2641,387,2279,149,4,2813,287,2023,156,7,2471,137,959,107,0,1202,25,242,69,0,337,1617,13803,1086,28,16533,64,1108,71,3,1242,41,810,37,4,891,268,2093,138,14,2514,453,2228,136,9,2824,569,2225,127,0,2922,696,2159,121,7,2978,399,1848,135,3,2388,164,1018,140,0,1324,20,354,110,0,483,2672,13849,1004,38,17574,121,2245,165,3,2537,99,1734,95,6,1939,391,4044,274,22,4735,683,4346,297,14,5346,877,4392,292,0,5559,1077,4444,267,12,5795,686,3868,286,11,4852,302,1978,244,0,2525,44,595,177,0,815,4293,27659,2096,68,34107
SED51804,71,1480,56,3,1610,66,1112,43,5,1225,110,1844,116,19,2079,163,1912,98,12,2178,362,2337,90,15,2805,471,2058,88,20,2639,331,1808,81,14,2224,163,1220,83,6,1478,64,430,67,0,557,1790,14205,711,88,16797,84,1506,64,6,1662,74,1157,71,4,1299,163,1949,99,14,2219,302,2118,97,12,2530,674,2435,90,15,3218,862,1863,92,14,2821,503,1823,93,10,2433,259,1364,112,0,1733,56,732,146,0,935,2971,14947,851,74,18852,151,2992,117,13,3274,136,2270,110,10,2528,269,3798,206,26,4296,467,4027,191,23,4705,1040,4776,181,30,6023,1334,3924,177,27,5460,836,3627,173,20,4662,417,2586,196,7,3208,119,1164,211,4,1497,4764,29157,1563,163,35650
SED51902,61,1330,76,0,1468,45,1139,63,0,1246,134,2473,165,0,2774,284,2581,236,4,3103,321,2438,198,5,2964,353,2141,123,9,2620,216,1574,87,4,1881,116,739,46,0,904,20,173,19,0,212,1546,14595,1007,18,17175,69,1387,61,0,1515,66,1095,41,0,1204,324,2825,133,0,3294,466,2715,134,6,3321,621,2408,108,3,3142,593,2026,90,9,2714,336,1541,66,6,1952,103,696,50,3,848,11,214,22,0,253,2594,14905,697,37,18233,127,2723,129,0,2982,107,2234,101,0,2448,460,5299,303,3,6060,756,5296,367,8,6427,944,4850,309,9,6101,945,4169,212,12,5338,558,3112,152,11,3833,223,1437,97,3,1757,30,390,46,0,468,4145,29504,1708,53,35413
SED52006,47,1087,56,0,1192,39,807,27,0,871,98,1398,79,3,1580,152,1575,88,3,1822,232,1878,67,4,2186,338,2136,63,0,2530,342,2492,99,6,2935,204,1554,70,0,1826,59,369,40,0,469,1503,13300,580,23,15408,55,1039,48,0,1140,63,810,29,3,908,177,1657,70,6,1907,319,1894,86,6,2296,472,2165,88,0,2727,643,2274,66,3,2991,522,2586,87,6,3204,215,1583,101,0,1901,47,506,78,0,626,2511,14509,654,25,17695,102,2124,110,0,2338,101,1618,56,3,1781,274,3058,145,7,3481,470,3465,168,7,4116,704,4046,157,6,4908,980,4410,127,3,5521,867,5076,186,13,6140,418,3133,171,3,3730,101,872,112,0,1089,4015,27802,1237,47,33107
SED52102,43,1133,73,0,1250,53,1145,87,4,1288,152,2390,159,7,2701,271,2626,162,3,3063,290,2169,125,3,2578,277,1935,111,4,2330,223,1455,63,5,1742,101,711,42,0,853,24,231,27,0,284,1433,13792,835,20,16083,64,1071,79,0,1214,71,1003,62,0,1140,266,2468,150,3,2880,404,2572,158,0,3130,468,2022,113,0,2608,525,1849,98,9,2471,312,1562,69,0,1939,120,838,62,0,1020,18,324,27,0,373,2246,13704,815,15,16780,103,2205,154,0,2466,124,2147,145,9,2427,418,4863,303,9,5582,675,5197,320,3,6194,765,4185,238,3,5193,802,3781,205,16,4798,534,3012,133,9,3679,219,1545,100,0,1868,42,552,57,0,651,3675,27494,1655,40,32864
SED52205,45,877,61,0,988,72,1050,97,12,1236,159,2658,247,40,3103,205,2608,257,6,3080,367,2319,243,13,2945,407,2126,198,18,2752,283,1781,142,9,2222,141,924,118,0,1178,42,345,88,3,482,1733,14687,1460,99,17981,60,858,53,0,965,86,1177,97,16,1371,215,2902,228,30,3376,355,2527,175,4,3066,644,2206,175,10,3037,728,2097,147,10,2979,463,1797,156,5,2425,139,1042,140,5,1329,33,546,149,0,726,2721,15157,1314,87,19273,101,1737,113,4,1957,161,2228,194,31,2607,370,5558,479,70,6479,560,5137,433,14,6142,1011,4527,418,22,5981,1133,4222,344,27,5731,748,3585,296,12,4639,279,1963,259,3,2508,79,885,232,3,1206,4454,29839,2775,190,37251
SED52301,58,1065,149,0,1277,47,833,110,4,991,94,1787,295,6,2185,189,1755,309,0,2248,252,1926,235,0,2411,310,1942,214,3,2459,194,1627,152,0,1970,101,810,117,5,1035,33,265,54,3,356,1277,12001,1632,25,14937,57,1035,112,0,1206,49,884,107,0,1049,225,1909,240,4,2383,370,1844,262,0,2477,446,2031,201,3,2681,518,1842,165,3,2532,291,1617,171,0,2085,116,873,133,4,1132,24,377,89,0,487,2100,12412,1483,17,16016,112,2103,258,0,2476,99,1720,220,5,2042,320,3691,534,13,4563,563,3596,570,0,4730,690,3960,438,7,5096,827,3780,379,8,4992,486,3238,320,3,4051,216,1687,255,9,2160,58,637,144,5,840,3373,24419,3117,46,30954
SED52404,42,1250,35,0,1328,48,1027,36,0,1104,104,2061,82,6,2256,185,2478,92,4,2753,306,2298,71,3,2684,336,1998,48,7,2390,269,1818,45,5,2132,84,780,43,0,909,32,178,7,0,216,1411,13881,458,21,15774,50,1160,41,0,1248,57,907,23,0,990,146,2253,77,6,2476,340,2539,70,4,2959,485,2254,71,4,2817,618,2106,54,3,2783,395,1859,39,3,2295,117,805,37,4,966,18,281,38,0,335,2225,14165,458,17,16867,93,2405,74,0,2569,101,1933,59,0,2097,254,4309,161,6,4732,530,5015,159,4,5711,797,4552,146,7,5499,955,4106,103,9,5169,658,3677,87,5,4435,209,1583,83,4,1878,51,460,49,0,549,3641,28042,916,41,32644
SED52505,45,1552,129,0,1727,71,1413,132,5,1624,190,3489,496,8,4183,337,4356,426,5,5122,294,2696,202,9,3199,274,2140,104,13,2533,229,1586,58,27,1904,80,561,44,7,688,18,114,12,0,149,1538,17909,1607,81,21131,68,1493,60,0,1619,84,1371,59,3,1521,325,4055,185,4,4568,580,4399,182,0,5162,491,2693,76,11,3269,581,2156,53,30,2828,296,1630,51,29,2008,84,571,30,12,689,11,180,22,4,212,2524,18546,716,88,21872,112,3047,190,0,3346,157,2791,194,4,3146,518,7543,680,10,8747,919,8755,605,9,10289,781,5392,275,20,6469,861,4295,156,49,5362,525,3214,109,64,3914,163,1128,76,14,1374,35,289,38,4,358,4063,36451,2319,172,43008
SED52604,51,1301,48,0,1396,65,1370,66,4,1505,101,2062,133,3,2296,169,2131,138,3,2430,251,2379,114,7,2751,366,2394,116,5,2879,256,1694,75,5,2029,77,686,78,0,847,11,202,63,4,283,1353,14207,828,26,16411,50,1201,40,0,1295,83,1175,51,4,1312,148,2005,122,4,2278,292,2215,94,5,2608,514,2450,103,3,3073,616,2390,97,0,3104,316,1687,87,3,2099,95,782,98,3,981,19,354,92,0,465,2126,14265,783,27,17204,104,2498,87,0,2685,148,2551,119,4,2821,250,4062,251,10,4576,457,4339,232,6,5040,765,4826,218,8,5827,980,4780,208,5,5978,566,3384,162,4,4123,175,1465,179,3,1826,31,555,153,3,740,3479,28471,1613,54,33617
SED52702,68,1257,33,0,1359,61,890,34,0,981,82,1187,62,8,1335,169,1713,67,5,1950,375,2179,63,0,2615,416,2082,74,0,2571,324,1918,68,3,2314,170,1183,66,0,1427,56,336,24,0,416,1720,12748,493,22,14980,65,1114,37,0,1215,68,721,26,0,807,144,1276,53,4,1477,360,1924,62,0,2346,660,2233,81,4,2970,752,1939,64,0,2758,492,1910,87,0,2485,213,1215,75,0,1504,27,487,55,0,572,2779,12815,526,18,16145,137,2368,72,0,2578,123,1617,59,0,1798,225,2464,113,9,2811,531,3635,132,4,4298,1035,4413,140,7,5589,1166,4020,145,5,5332,819,3827,150,3,4800,383,2401,139,4,2934,82,821,81,0,986,4495,25566,1023,36,31119
SED52803,19,876,153,0,1052,37,1279,479,8,1806,148,3340,1542,27,5060,207,2998,1423,19,4643,248,2837,1305,13,4404,225,2477,953,12,3670,116,1210,367,6,1693,28,379,77,0,487,4,63,14,0,85,1045,15459,6312,90,22908,33,771,140,0,937,49,987,243,9,1284,168,2446,578,15,3211,260,2057,460,3,2781,272,1873,399,4,2553,257,1617,361,8,2241,120,875,193,9,1193,42,314,55,0,412,5,124,21,4,153,1203,11059,2446,53,14761,56,1643,287,5,1986,89,2265,725,11,3091,317,5786,2119,47,8272,466,5052,1880,17,7425,521,4706,1705,13,6947,488,4090,1312,24,5913,231,2082,563,19,2891,69,692,135,0,899,6,181,39,4,230,2245,26514,8763,138,37663
SED52903,58,843,187,0,1088,79,950,284,41,1351,193,2686,688,80,3640,232,2527,614,22,3398,220,2388,647,8,3267,194,2677,588,4,3471,169,2822,410,16,3414,47,772,152,0,969,5,81,25,0,105,1197,15741,3596,163,20700,66,861,220,0,1149,129,1049,235,49,1470,313,3053,723,104,4190,332,2617,534,18,3501,372,2219,502,5,3100,389,2904,533,10,3839,203,2335,375,12,2935,40,545,133,0,720,5,82,30,0,112,1857,15656,3296,198,21012,128,1703,408,0,2237,213,2001,523,87,2821,505,5732,1406,179,7831,568,5140,1153,42,6901,591,4609,1152,14,6358,587,5582,1130,17,7312,374,5159,788,26,6344,89,1316,278,0,1688,10,160,54,0,216,3049,31396,6893,365,41713
SED53004,46,1195,31,0,1274,46,1025,30,0,1099,84,1751,50,7,1894,226,2410,64,3,2706,315,2147,70,3,2534,383,1907,41,5,2330,330,2075,48,0,2454,152,905,34,5,1099,44,308,22,0,369,1626,13716,386,23,15754,50,1145,28,0,1227,47,880,13,3,939,139,1852,56,3,2042,354,2490,71,5,2916,564,2140,53,0,2760,644,2078,49,7,2779,481,2109,57,5,2651,159,1044,50,4,1258,34,566,33,0,638,2462,14306,401,28,17203,99,2341,61,0,2497,92,1899,43,3,2037,226,3600,101,9,3939,579,4898,138,5,5620,878,4285,125,6,5292,1025,3982,87,16,5113,813,4185,106,5,5106,311,1955,82,10,2353,74,875,51,0,1002,4095,28027,790,53,32961
SED53105,49,1256,122,0,1430,73,1320,226,0,1625,157,3027,654,10,3844,303,3380,547,7,4224,296,2493,288,0,3081,244,1744,133,11,2133,162,1157,90,13,1424,75,555,44,5,672,12,169,18,0,200,1381,15097,2123,38,18635,74,1175,79,0,1323,88,1277,72,5,1439,351,3357,187,5,3896,551,3481,164,3,4202,511,2264,112,0,2893,425,1683,96,11,2210,235,1223,69,11,1541,75,630,43,0,748,9,277,22,0,312,2321,15362,840,37,18554,125,2432,200,0,2759,162,2598,298,5,3057,510,6379,842,15,7743,855,6855,709,4,8427,808,4751,401,0,5970,669,3429,228,21,4343,396,2381,158,19,2960,148,1184,82,7,1425,23,444,40,0,511,3699,30451,2967,71,37191
SED53204,59,1572,58,0,1695,71,1409,58,0,1543,140,2621,109,0,2878,282,3309,87,6,3679,338,2790,79,0,3210,282,2013,54,5,2358,166,1226,42,8,1455,82,530,24,0,637,29,149,8,0,186,1449,15622,526,29,17626,82,1501,49,0,1635,86,1329,41,6,1464,283,2999,108,3,3393,517,3418,98,3,4039,598,2704,80,0,3385,464,1976,53,13,2508,234,1325,53,6,1619,72,686,41,4,799,10,261,16,0,288,2348,16206,537,43,19132,143,3074,110,0,3330,159,2739,98,4,3001,423,5626,216,8,6271,801,6722,186,7,7717,940,5488,163,4,6597,746,3985,104,16,4860,403,2555,93,18,3074,145,1214,61,6,1433,41,415,19,4,478,3804,31823,1062,69,36759
SED53306,60,1141,77,0,1281,71,1016,93,0,1187,131,2037,161,7,2331,208,1962,155,0,2325,240,2006,160,0,2404,300,1967,119,3,2389,278,1982,139,9,2410,184,1330,144,0,1656,60,450,98,0,605,1527,13886,1156,17,16589,58,1076,95,0,1232,101,1087,89,0,1279,282,2341,175,3,2798,418,2202,183,0,2805,530,2099,168,3,2792,626,2147,134,3,2908,462,2146,149,3,2760,209,1516,191,0,1915,57,700,201,0,959,2740,15306,1379,16,19443,115,2225,176,4,2515,172,2103,185,6,2465,413,4375,333,3,5127,620,4165,342,3,5126,768,4103,322,9,5201,927,4110,254,13,5295,741,4128,286,5,5164,396,2835,336,0,3568,119,1146,302,0,1563,4269,29193,2533,37,36029
SED53402,38,863,37,0,948,61,1103,67,0,1236,175,3257,185,5,3623,301,3100,155,13,3564,335,2249,121,11,2715,343,1848,107,6,2309,215,1418,88,5,1726,101,687,55,0,842,26,264,41,0,328,1591,14792,855,37,17272,42,812,39,0,893,83,1193,72,0,1351,267,3461,160,14,3901,389,2993,146,6,3536,550,2194,111,0,2858,560,1689,82,14,2342,311,1458,69,5,1841,107,835,71,3,1015,21,507,56,0,582,2328,15151,798,40,18316,81,1677,78,4,1841,140,2300,138,0,2575,438,6718,346,17,7519,693,6089,301,16,7097,882,4446,233,9,5573,910,3542,183,15,4650,526,2881,158,9,3567,206,1517,125,3,1853,44,771,94,0,909,3914,29948,1656,74,35586
SED53502,68,1256,70,0,1399,83,1308,96,0,1485,207,2760,243,4,3223,241,2622,230,3,3090,345,2314,219,5,2883,344,2190,177,6,2717,230,1695,122,6,2055,128,907,117,5,1161,28,264,100,0,395,1672,15317,1369,33,18398,83,1085,78,3,1253,88,1245,110,7,1444,330,2889,199,5,3425,418,2598,178,11,3203,568,2329,178,0,3079,615,2149,122,14,2892,397,1703,133,4,2237,140,1072,154,3,1372,30,457,180,0,665,2668,15522,1325,53,19572,149,2344,152,3,2650,171,2550,201,7,2930,536,5653,441,13,6640,660,5221,403,15,6290,914,4641,398,7,5965,955,4336,296,19,5608,626,3403,254,15,4293,272,1978,277,9,2534,53,724,283,0,1061,4344,30843,2692,87,37971
SED53602,71,1273,111,0,1457,87,1540,172,0,1799,226,3154,277,8,3665,249,2689,282,3,3225,333,2281,208,0,2824,328,2077,121,7,2532,204,1655,116,5,1986,105,824,81,0,1014,15,214,68,0,299,1615,15721,1435,30,18802,83,1208,110,3,1402,123,1408,120,6,1655,330,3033,271,13,3640,435,2592,272,5,3307,502,2194,181,11,2883,549,2032,123,17,2721,341,1688,134,10,2178,100,918,112,0,1138,11,321,94,0,429,2474,15399,1422,58,19354,152,2484,217,3,2861,212,2945,292,6,3449,552,6185,547,19,7304,679,5279,556,15,6533,832,4478,387,7,5707,873,4107,243,26,5255,549,3340,256,16,4155,207,1751,198,0,2152,24,541,162,0,732,4090,31120,2857,83,38152
SED53701,51,723,130,0,899,32,678,122,26,856,80,1474,301,53,1910,160,1709,347,31,2252,270,2050,401,4,2724,335,2662,450,0,3453,297,2558,367,5,3232,147,1155,207,0,1514,34,229,49,0,309,1412,13245,2380,116,17155,35,661,121,0,819,36,559,91,7,691,132,1455,199,29,1815,294,1632,238,19,2181,418,1849,270,9,2548,542,2314,338,0,3198,432,2077,319,3,2830,126,956,170,0,1256,23,289,59,0,365,2044,11788,1806,55,15695,84,1382,245,0,1719,70,1236,211,27,1546,213,2924,500,84,3726,454,3339,592,48,4432,696,3896,676,11,5273,878,4978,789,0,6649,732,4638,686,4,6059,276,2117,379,0,2766,52,515,104,0,678,3451,25038,4181,176,32846
SED53802,39,1093,57,0,1192,77,1292,78,3,1452,175,3204,205,0,3587,264,2749,170,3,3187,352,2135,119,0,2613,376,1857,98,7,2349,253,1688,64,3,2005,149,1025,52,3,1228,52,305,22,0,379,1745,15349,879,28,17993,55,965,58,0,1076,80,1232,71,0,1384,301,3141,189,6,3641,414,2727,173,5,3319,541,2082,91,4,2724,586,1930,89,11,2620,411,1841,78,11,2342,179,1209,78,0,1469,51,502,30,0,587,2611,15629,869,46,19149,96,2061,113,0,2271,156,2524,154,3,2837,476,6340,396,8,7221,681,5478,345,6,6505,895,4218,216,4,5332,966,3792,194,20,4971,661,3523,145,17,4346,331,2231,127,7,2696,104,804,55,0,967,4352,30979,1740,70,37143
