SED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
SED51504,21131,22201,43333,1151,1071,2218,3427,2983,6405,1621,1372,2991,1191,1122,2310,2286,2609,4891,2967,3234,6199,2940,3297,6236,2318,2423,4744,1685,1949,3630,1071,1334,2400,489,822,1306,51,54,111,20740,21815,42556,393,390,776,138,120,257,3,10,10,3,0,4,143,124,267,13514,13749,27261,7177,7983,15166,16492,16805,33296,4122,4815,8941,18077,18747,36826,394,381,775,3352,2924,6277,1434,1271,2700,675,690,1359,781,1150,1933,12698,13609,26311,995,1020,2017,1578,2020,3597,542,540,1080,197,301,497,45,74,120
SED51605,23024,24063,47091,1701,1576,3276,3442,3349,6788,1568,1484,3053,1521,1526,3046,3235,3538,6776,3601,3924,7527,3252,3493,6747,2325,2514,4836,1502,1638,3138,695,749,1449,189,262,451,49,43,92,22987,24018,47003,41,45,86,436,425,854,8,4,12,8,5,6,445,426,879,14669,14951,29618,7628,8390,16021,17383,17755,35141,4839,5480,10317,19786,20512,40304,519,484,1006,3286,3198,6481,1189,1193,2389,530,657,1181,690,1154,1842,10297,11887,22184,1944,1854,3801,3646,3329,6979,759,709,1470,455,503,959,86,136,220
SED51706,21052,21759,42814,1371,1242,2607,3153,2944,6094,1294,1242,2537,1044,891,1939,2220,2514,4735,2516,2824,5346,2641,2922,5559,2813,2978,5795,2471,2388,4852,1202,1324,2525,337,483,815,25,43,72,20753,21491,42244,296,273,572,634,623,1256,9,3,7,13,25,35,656,645,1301,16480,16952,33442,3369,3675,7045,18800,19412,38216,1079,1235,2311,18761,19428,38188,347,345,690,2941,2759,5698,851,850,1702,147,170,318,269,758,1028,5979,7870,13846,2204,2262,4467,5406,4892,10296,1153,916,2069,596,486,1087,62,52,111
SED51804,20513,22410,42928,975,862,1839,2741,2694,5433,1610,1662,3274,1225,1299,2528,2079,2219,4296,2178,2530,4705,2805,3218,6023,2639,2821,5460,2224,2433,4662,1478,1733,3208,557,935,1497,103,89,195,19850,21605,41448,666,811,1475,160,173,333,4,6,6,0,4,9,166,179,342,13794,14811,28606,5888,6637,12529,17593,18760,36349,2078,2681,4758,18130,19526,37653,320,313,630,2622,2565,5192,1446,1523,2969,721,790,1511,671,1004,1674,12927,14156,27084,982,1060,2040,1380,1880,3262,458,520,979,174,201,372,24,28,52
SED51902,22717,23475,46195,1800,1723,3519,3747,3525,7266,1468,1515,2982,1246,1204,2448,2774,3294,6060,3103,3321,6427,2964,3142,6101,2620,2714,5338,1881,1952,3833,904,848,1757,212,253,468,22,39,63,22285,23380,45661,437,100,537,526,513,1045,14,14,29,19,17,34,559,541,1108,16144,16376,32515,5888,6355,12236,19594,20360,39958,2072,2318,4393,19965,20801,40766,502,438,934,3557,3336,6896,1036,1131,2170,313,394,707,432,938,1368,7919,9926,17850,2172,2159,4332,4954,4305,9260,1011,780,1789,371,312,690,65,42,111
SED52006,18883,21177,40062,992,987,1977,2491,2489,4981,1192,1140,2338,871,908,1781,1580,1907,3481,1822,2296,4116,2186,2727,4908,2530,2991,5521,2935,3204,6140,1826,1901,3730,469,626,1089,21,26,49,18760,20963,39724,127,213,341,431,430,863,7,13,19,11,17,24,454,463,911,13081,14363,27439,5160,6095,11256,17281,19103,36390,977,1355,2330,16914,18815,35726,302,307,605,2370,2353,4722,852,902,1753,224,314,537,308,762,1071,6633,8199,14833,1866,2093,3962,4613,5048,9661,1081,1013,2087,519,522,1045,45,47,85
SED52102,20546,20905,41450,1513,1325,2836,2952,2800,5749,1250,1214,2466,1288,1140,2427,2701,2880,5582,3063,3130,6194,2578,2608,5193,2330,2471,4798,1742,1939,3679,853,1020,1868,284,373,651,30,16,43,20360,20753,41119,184,152,338,651,663,1313,14,8,16,14,11,27,672,680,1361,13671,13570,27242,6071,6550,12625,15812,15886,31703,3821,4127,7949,17564,17693,35259,421,370,789,2763,2629,5399,890,910,1793,367,410,778,482,882,1366,7672,8867,16539,1863,1844,3709,4136,3783,7915,960,792,1751,486,479,967,159,172,330
SED52205,21244,22399,43642,1242,1131,2367,2023,2000,4020,988,965,1957,1236,1371,2607,3103,3376,6479,3080,3066,6142,2945,3037,5981,2752,2979,5731,2222,2425,4639,1178,1329,2508,482,726,1206,97,95,195,20195,21607,41801,1053,786,1844,440,457,898,14,6,21,8,16,27,467,477,944,13294,13903,27196,6486,7156,13648,16366,16994,33356,3275,3990,7262,17755,18970,36724,351,298,652,1886,1884,3770,731,760,1485,449,613,1066,747,1325,2070,10708,12206,22912,1423,1249,2677,2851,2763,5620,620,654,1271,651,777,1429,145,169,311
SED52301,18874,19835,38711,1165,1174,2340,2773,2643,5417,1277,1206,2476,991,1049,2042,2185,2383,4563,2248,2477,4730,2411,2681,5096,2459,2532,4992,1970,2085,4051,1035,1132,2160,356,487,840,26,21,47,18065,19281,37344,814,551,1361,1806,1915,3722,10,10,26,37,18,54,1853,1948,3800,14592,15070,29662,2610,3069,5679,15624,16423,32042,1361,1613,2980,16105,17047,33153,271,281,559,2475,2352,4831,737,788,1525,140,226,368,337,833,1170,5398,6955,12349,1949,2133,4084,4395,3916,8317,975,872,1842,646,536,1181,89,97,191
SED52404,19932,20754,40683,1291,1243,2539,2858,2645,5504,1328,1248,2569,1104,990,2097,2256,2476,4732,2753,2959,5711,2684,2817,5499,2390,2783,5169,2132,2295,4435,909,966,1878,216,335,549,27,26,49,19879,20688,40572,49,63,109,187,191,373,8,3,10,4,0,3,191,188,382,12829,12920,25746,6645,7375,14027,17678,17993,35673,1764,2279,4047,17915,18542,36455,419,379,800,2776,2552,5323,1047,1058,2104,450,469,924,464,854,1317,9549,10904,20451,1677,1540,3215,3155,3039,6191,664,588,1250,237,283,522,40,41,80
SED52505,27875,28418,56297,2358,2241,4596,4385,4307,8693,1727,1619,3346,1624,1521,3146,4183,4568,8747,5122,5162,10289,3199,3269,6469,2533,2828,5362,1904,2008,3914,688,689,1374,149,212,358,88,95,180,26773,28136,54914,1103,279,1380,582,326,913,3,0,9,13,16,31,603,345,944,14796,14512,29308,12564,13376,25938,16500,16837,33332,9798,10721,20526,22101,22789,44896,742,666,1408,4237,4166,8400,1364,1408,2769,690,730,1415,847,1405,2252,14023,15283,29304,1652,1633,3282,3683,3215,6897,641,620,1270,303,365,663,127,140,265
SED52604,19996,20520,40515,1036,942,1982,2543,2373,4920,1396,1295,2685,1505,1312,2821,2296,2278,4576,2430,2608,5040,2751,3073,5827,2879,3104,5978,2029,2099,4123,847,981,1826,283,465,740,23,35,60,19489,19963,39450,505,555,1061,221,168,385,6,11,19,5,15,23,237,191,429,10634,10508,21144,8636,9277,17916,16901,17041,33941,2280,2678,4955,17136,17505,34641,345,286,630,2452,2282,4735,1076,1076,2157,645,631,1273,626,975,1602,9944,10726,20673,1653,1693,3348,3089,3004,6100,613,541,1154,212,255,464,37,50,87
SED52702,18604,19525,38132,866,834,1704,2757,2548,5301,1359,1215,2578,981,807,1798,1335,1477,2811,1950,2346,4298,2615,2970,5589,2571,2758,5332,2314,2485,4800,1427,1504,2934,416,572,986,21,13,36,18375,19243,37616,231,282,514,243,256,493,8,0,14,3,3,9,250,264,513,13199,13522,26723,4950,5511,10458,17161,17739,34899,955,1263,2215,17137,17840,34974,233,267,491,2665,2466,5131,1054,992,2050,393,370,762,387,724,1112,8414,9948,18361,1568,1490,3052,3461,3153,6617,704,632,1338,317,318,633,37,39,76
SED52803,26854,18423,45275,1366,1260,2627,2582,2404,4985,1052,937,1986,1806,1284,3091,5060,3211,8272,4643,2781,7425,4404,2553,6947,3670,2241,5913,1693,1193,2891,487,412,899,85,153,230,87,55,147,17924,16348,34272,8927,2071,11003,1716,1550,3266,40,21,59,44,38,86,1805,1609,3414,15034,11531,26566,5458,4253,9712,17513,13303,30816,2608,2302,4910,17168,13165,30334,297,330,625,2223,2086,4308,550,497,1052,212,183,392,577,731,1304,7810,6471,14283,2353,1596,3946,4985,3144,8128,939,615,1552,453,359,814,94,52,148
SED52903,25526,25642,51170,1510,1440,2953,3311,3196,6508,1088,1149,2237,1351,1470,2821,3640,4190,7831,3398,3501,6901,3267,3100,6358,3471,3839,7312,3414,2935,6344,969,720,1688,105,112,216,174,205,374,21314,22417,43732,4211,3222,7435,7087,7306,14388,32,40,75,150,162,317,7264,7513,14776,18257,18221,36483,3404,3655,7065,17439,17462,34899,3806,4204,8011,20269,20419,40686,307,268,573,2680,2570,5255,429,488,912,94,179,268,369,768,1135,7926,9515,17443,2190,2327,4515,4875,4148,9016,1106,834,1945,867,577,1438,183,150,326
SED53004,19732,21013,40742,1198,1142,2332,2780,2667,5448,1274,1227,2497,1099,939,2037,1894,2042,3939,2706,2916,5620,2534,2760,5292,2330,2779,5113,2454,2651,5106,1099,1258,2353,369,638,1002,25,28,53,19616,20774,40384,118,243,361,156,201,357,9,7,14,8,5,12,169,208,385,13191,13801,26997,6155,6806,12958,17252,18094,35347,2068,2481,4553,17916,18948,36865,380,380,757,2703,2583,5288,1016,1046,2058,450,430,880,454,732,1186,9452,10521,19979,1595,1677,3276,3299,3429,6731,638,656,1288,291,392,680,61,79,137
SED53105,24638,24050,48695,2061,1904,3965,3944,3591,7538,1430,1323,2759,1625,1439,3057,3844,3896,7743,4224,4202,8427,3081,2893,5970,2133,2210,4343,1424,1541,2960,672,748,1425,200,312,511,39,36,80,23305,23860,47170,1331,189,1525,1152,690,1841,12,12,23,49,22,68,1210,723,1929,15861,14831,30696,7832,8311,16144,17845,18016,35865,4520,5063,9588,19704,19981,39687,590,568,1156,3721,3394,7116,994,978,1971,409,449,861,592,1187,1781,9142,10510,19645,1994,1880,3868,4944,3868,8814,893,824,1721,484,478,963,138,98,238
SED53204,23237,24463,47702,1789,1679,3467,3826,3648,7475,1695,1635,3330,1543,1464,3001,2878,3393,6271,3679,4039,7717,3210,3385,6597,2358,2508,4860,1455,1619,3074,637,799,1433,186,288,478,29,43,76,23191,24391,47582,47,74,117,222,237,458,9,7,19,12,10,23,245,251,496,13800,14135,27934,8974,9844,18819,15177,15780,30958,7451,8020,15468,20630,21516,42147,540,490,1029,3690,3527,7221,1353,1378,2725,608,662,1270,538,1015,1557,10719,12012,22732,1788,1696,3483,3202,3238,6441,745,734,1471,452,569,1017,238,340,575
SED53306,20857,23756,44609,1365,1377,2744,2903,2928,5834,1281,1232,2515,1187,1279,2465,2331,2798,5127,2325,2805,5126,2404,2792,5201,2389,2908,5295,2410,2760,5164,1656,1915,3568,605,959,1563,18,22,42,20541,23207,43744,315,551,866,722,826,1546,20,18,39,10,16,24,758,858,1610,14035,15641,29679,5591,6706,12303,17976,20243,38221,1635,2066,3699,17820,20153,37969,375,357,730,2697,2719,5421,856,874,1728,242,368,607,375,905,1277,6820,8436,15257,2003,2322,4318,4640,5184,9825,1145,1202,2349,680,732,1411,69,59,129
SED53402,20857,21613,42471,1299,1241,2542,2287,2063,4345,948,893,1841,1236,1351,2575,3623,3901,7519,3564,3536,7097,2715,2858,5573,2309,2342,4650,1726,1841,3567,842,1015,1853,328,582,909,38,37,76,20574,21258,41838,281,354,638,298,307,601,13,8,21,12,9,23,325,323,642,12956,13234,26183,7076,7586,14656,15642,15822,31464,4328,4956,9283,17613,18250,35862,380,379,759,2178,1965,4136,742,762,1506,544,621,1165,996,1414,2418,11706,12590,24302,1287,1234,2519,2339,2380,4721,543,526,1070,423,549,970,90,146,235
SED53502,22730,23713,46448,1496,1432,2932,2832,2712,5544,1399,1253,2650,1485,1444,2930,3223,3425,6640,3090,3203,6290,2883,3079,5965,2717,2892,5608,2055,2237,4293,1161,1372,2534,395,665,1061,41,60,99,22150,23012,45165,576,700,1283,1104,1126,2231,18,13,37,16,7,26,1143,1145,2292,15382,15680,31063,6065,6770,12837,17994,18404,36401,3330,3900,7232,19383,20043,39431,421,390,811,2650,2531,5189,969,858,1834,363,465,823,555,1030,1580,8828,10055,18883,2005,2022,4026,4436,4343,8778,972,870,1848,608,690,1293,109,132,240
SED53602,23733,23845,47580,1642,1555,3195,3298,2944,6237,1457,1402,2861,1799,1655,3449,3665,3640,7304,3225,3307,6533,2824,2883,5707,2532,2721,5255,1986,2178,4155,1014,1138,2152,299,429,732,31,63,96,23564,23561,47120,173,285,460,671,744,1419,19,13,36,18,12,27,706,777,1482,11820,11508,23328,10475,10913,21385,11691,11395,23090,10421,10773,21195,18557,18637,37199,390,364,754,2955,2669,5625,1085,1084,2169,638,704,1345,905,1389,2293,9610,9889,19496,1732,1602,3334,3494,3453,6941,898,911,1807,1084,1322,2403,642,790,1433
SED53701,20425,18762,39188,942,895,1839,2332,2167,4499,899,819,1719,856,691,1546,1910,1815,3726,2252,2181,4432,2724,2548,5273,3453,3198,6649,3232,2830,6059,1514,1256,2766,309,365,678,121,58,179,18856,18120,36973,1569,639,2208,855,854,1712,6,8,13,5,11,17,868,865,1742,14264,13034,27304,3301,3492,6792,16861,15816,32676,887,892,1774,16626,15560,32180,207,214,420,2012,1904,3911,549,517,1067,98,115,210,163,492,653,6063,6736,12796,1776,1743,3519,4929,4046,8972,1094,751,1839,687,436,1124,44,51,95
SED53802,21944,22769,44714,1393,1361,2751,2564,2254,4818,1192,1076,2271,1452,1384,2837,3587,3641,7221,3187,3319,6505,2613,2724,5332,2349,2620,4971,2005,2342,4346,1228,1469,2696,379,587,967,25,43,72,21906,22716,44626,37,46,86,314,357,677,3,8,5,16,16,30,329,378,710,11977,12008,23984,9113,9890,19000,13279,13397,26676,7719,8409,16128,18045,18684,36720,366,375,740,2399,2139,4536,948,888,1840,637,581,1224,849,1172,2021,10898,11526,22424,1543,1476,3022,2999,3162,6161,739,761,1506,725,1018,1746,238,291,530
SED53902,19876,21793,41674,1077,1042,2119,2020,2018,4044,961,1038,1995,1257,1402,2660,3240,3426,6660,2919,3106,6021,2617,2650,5269,2298,2423,4725,1742,2084,3824,1161,1583,2737,581,1031,1617,30,45,69,19374,21040,40413,503,754,1259,182,174,360,3,4,8,3,14,14,194,192,383,11925,12958,24889,7171,8012,15185,14335,15406,29746,4710,5534,10244,16803,18422,35222,338,269,605,1916,1939,3856,828,910,1737,614,774,1386,884,1265,2142,11546,12587,24133,1189,1275,2461,2162,2504,4665,514,622,1138,419,681,1101,116,159,275
SED54006,20578,21131,41710,1203,1084,2288,3059,2821,5875,1383,1374,2761,943,893,1833,1954,2189,4148,2343,2602,4939,2630,2807,5439,2729,2981,5710,2587,2565,5150,1373,1371,2746,384,432,816,29,24,52,20243,20917,41156,340,213,550,615,589,1207,12,15,26,7,3,10,629,604,1236,15710,15801,31515,3684,4251,7937,18296,18740,37028,1132,1298,2429,18210,18614,36827,307,278,585,2859,2637,5496,936,981,1915,147,205,351,239,707,943,5785,7203,12990,2068,2324,4389,5363,4994,10355,1251,985,2234,673,561,1236,54,34,90
SED54104,23273,24949,48221,1092,1067,2150,2796,2623,5411,1602,1590,3192,1900,2054,3954,3347,3526,6881,2932,3338,6270,2768,3030,5796,2511,2774,5280,2363,2532,4900,1474,1639,3115,492,777,1271,95,86,188,20813,22207,43023,2462,2740,5201,196,231,429,11,3,14,3,9,16,215,245,453,13514,14317,27829,8456,9381,17835,17515,18326,35842,4405,5285,9690,18857,20109,38964,363,325,685,2631,2517,5150,1444,1431,2877,1254,1377,2628,1177,1504,2685,15280,16633,31918,846,883,1735,1367,1703,3069,434,410,846,158,231,392,45,47,89
SED54203,26579,17778,44356,953,886,1839,1789,1592,3377,623,536,1154,1197,1016,2210,4493,2833,7326,4359,2262,6627,4482,2193,6670,4214,2910,7126,3243,2670,5918,1100,777,1886,125,102,232,197,119,313,15096,14164,29258,11481,3617,15098,2052,2002,4052,30,29,54,26,35,62,2107,2063,4164,15255,11292,26549,4878,3459,8343,17786,12704,30495,2363,2107,4467,18481,13406,31891,192,184,380,1487,1322,2804,260,221,480,73,90,160,351,465,826,8331,6625,14956,2403,1539,3943,5138,3238,8377,1004,616,1620,603,388,986,91,69,161
SED54304,29232,26995,56232,1264,1175,2441,1926,1875,3807,850,904,1748,2222,2428,4646,7382,7159,14541,5488,4440,9933,3807,3192,6998,3169,2636,5806,1970,1841,3811,855,851,1708,290,495,790,578,334,916,25250,24462,49715,3985,2530,6517,367,369,738,8,3,18,5,7,10,382,382,767,14729,13433,28164,11122,11317,22435,18749,16742,35496,6811,7814,14628,20261,18843,39103,366,272,639,1802,1748,3545,672,695,1363,993,1211,2201,1825,2324,4155,17756,17275,35029,1479,1223,2704,2245,1990,4233,448,375,821,346,493,835,116,187,305
SED54403,42424,24793,67221,2009,1758,3769,3710,3571,7284,1362,1060,2424,1962,1524,3484,8459,5257,13718,9308,4289,13602,7737,3325,11064,5583,2456,8037,1849,1224,3070,402,294,695,42,42,77,243,100,345,23125,20891,44017,19308,3898,23203,3531,3180,6708,168,114,282,175,146,320,3871,3435,7306,22263,15377,37638,8262,5068,13331,25459,16740,42196,4658,3496,8155,26492,17694,44189,464,418,882,3109,2979,6092,679,585,1262,170,179,343,818,1025,1841,12964,9400,22368,3884,1984,5871,6689,3259,9951,1141,591,1730,426,311,736,128,75,205
SED54505,21973,23206,45177,982,927,1904,3815,3476,7295,1755,1712,3462,1329,1212,2535,1733,1746,3480,2885,3544,6427,3106,3263,6369,2379,2645,5027,2317,2586,4901,1253,1444,2696,420,648,1068,74,73,150,21851,22943,44791,121,259,380,103,95,204,0,3,5,0,4,3,110,102,213,11072,11137,22205,10458,11580,22039,13120,13390,26516,8355,9255,17609,18155,18782,36941,365,343,710,3739,3383,7124,1562,1576,3147,755,740,1486,618,978,1598,12086,13063,25153,1237,1298,2535,2326,2626,4954,617,655,1271,332,413,740,81,144,221
SED54605,19823,20131,39957,1007,918,1928,2261,2108,4371,1083,975,2054,1319,1088,2403,2482,2254,4736,2164,2347,4511,2447,2558,4999,2782,2885,5672,2324,2564,4886,1448,1661,3108,511,777,1292,50,35,81,18634,19560,38196,1192,573,1766,459,473,929,26,29,51,20,12,31,507,515,1019,12475,12499,24979,5784,6447,12229,16890,17180,34072,1368,1711,3081,16609,17117,33722,266,230,500,2108,1966,4068,735,685,1417,218,309,531,424,783,1205,6753,7660,14409,1985,1996,3985,4712,4536,9245,987,956,1940,507,577,1086,69,74,144
SED54701,19637,18206,37842,1174,1105,2288,2510,2391,4903,1057,917,1974,992,846,1840,2301,2176,4476,2375,2277,4657,2685,2331,5017,2911,2549,5458,2178,1989,4162,1142,1152,2289,305,465,779,55,20,70,18280,17512,35789,1357,698,2052,922,945,1868,22,18,39,12,12,28,953,978,1932,14522,13328,27848,2807,2900,5704,16051,15069,31118,1330,1262,2589,16109,15121,31229,244,253,498,2180,2080,4257,571,589,1166,101,166,266,195,551,742,6179,6697,12876,1730,1734,3465,4231,3290,7513,987,740,1720,622,479,1097,111,89,204
SED54804,20983,23511,44499,1431,1332,2765,2401,2349,4752,1077,1079,2160,1039,1318,2362,3588,4325,7917,3477,3756,7230,2740,2845,5587,2159,2371,4537,1633,1968,3603,988,1338,2330,438,813,1246,70,67,137,20470,22693,43167,512,817,1330,179,201,383,3,0,9,5,0,5,188,203,392,13672,15187,28857,6326,7282,13611,17072,18843,35916,2900,3581,6476,17810,19945,37756,407,394,805,2276,2244,4520,871,941,1813,446,623,1066,777,1261,2034,11651,13662,25316,1353,1357,2706,2289,2625,4920,525,613,1141,289,424,712,54,62,119
SED54905,20774,21887,42668,1033,1003,2037,2262,1928,4191,1388,1102,2492,1720,1717,3436,3181,3252,6427,2743,2880,5620,2421,2716,5143,2312,2708,5016,2185,2430,4614,1087,1371,2457,446,789,1232,98,74,172,19770,20997,40769,1004,892,1898,321,295,618,7,13,15,11,12,24,333,318,652,12769,13106,25871,7086,7785,14866,15677,16062,31740,4100,4777,8875,17379,18128,35506,332,304,635,2171,1829,4001,1192,968,2160,970,961,1932,944,1230,2173,12735,13491,26228,1085,1171,2261,1916,2208,4124,471,476,942,245,313,560,62,100,163
SED55005,24689,25717,50404,1775,1741,3518,4152,3963,8116,1809,1691,3497,1681,1602,3289,3000,3363,6364,3933,4343,8275,3279,3446,6723,2359,2519,4877,1767,1808,3576,712,862,1569,226,384,608,62,76,138,24574,25493,50070,116,220,334,464,491,958,14,6,17,8,10,17,484,506,994,12950,13217,26162,10969,11669,22640,14833,15178,30011,8965,9564,18530,20055,20541,40600,513,531,1043,3971,3787,7760,1403,1378,2778,664,751,1416,718,1141,1857,10952,12081,23032,1763,1780,3548,3658,3600,7261,872,836,1713,521,570,1090,225,305,526
SED55102,24612,23714,48325,1789,1551,3341,4008,3764,7766,1749,1588,3335,1533,1249,2782,3231,3220,6457,3660,3640,7304,3343,3327,6672,2571,2707,5275,1782,1781,3561,776,723,1504,161,168,327,76,33,111,22523,23612,46132,2090,107,2192,1234,652,1888,38,19,59,37,7,47,1311,680,1993,16979,15859,32830,6615,6901,13512,18772,19359,38132,2908,3361,6262,19696,20438,40136,544,440,982,3790,3576,7361,1228,1200,2430,331,394,726,442,1009,1450,8490,10238,18730,2138,2152,4287,5511,3920,9432,928,771,1697,412,338,752,185,114,297
SED55202,23574,24324,47891,1650,1599,3253,3273,3157,6429,1418,1399,2812,1570,1482,3055,3133,3368,6501,3541,3412,6945,2916,2873,5789,2437,2648,5082,2080,2343,4423,1166,1402,2565,382,647,1035,50,56,108,23394,24054,47447,181,268,447,609,695,1302,7,11,16,8,15,14,619,714,1332,12648,12615,25265,9636,10378,20017,14537,14836,29372,7642,8045,15690,18690,19010,37703,376,416,791,3013,2896,5906,1030,1088,2112,546,604,1150,725,1217,1949,9300,9982,19278,1890,1886,3783,4182,4226,8407,959,931,1890,757,846,1598,350,421,775
SED55306,20875,22806,43688,1185,1173,2357,3202,3039,6241,1264,1175,2439,771,698,1469,1946,2220,4162,2531,3133,5665,2735,3130,5863,2643,3116,5756,2727,2937,5666,1461,1524,2983,418,661,1080,49,39,89,20103,21904,42003,776,906,1681,416,405,823,5,12,13,9,3,16,434,418,852,15697,16775,32473,3886,4618,8512,18542,20150,38695,1037,1288,2326,18442,19991,38430,317,319,635,2985,2802,5785,875,839,1711,137,178,308,310,877,1187,7807,9721,17533,1902,1973,3879,4176,4333,8508,872,761,1631,448,447,893,71,43,116
SED55405,24135,23659,47799,1344,1342,2691,2158,2022,4178,1058,1108,2170,2564,2310,4879,5564,5012,10580,3765,3647,7407,2604,2502,5105,2191,2121,4316,1609,1666,3269,871,1110,1984,414,807,1219,66,79,137,23474,22839,46313,661,822,1485,511,533,1041,16,4,21,20,8,20,546,543,1090,12758,12478,25236,9960,9842,19799,15457,14833,30289,7124,7212,14344,17258,17019,34279,359,342,692,2036,1894,3930,786,895,1683,1398,1303,2701,1731,1907,3636,14267,13993,28258,1314,1174,2488,2436,2288,4718,513,535,1048,393,545,935,138,171,307
SED55504,23331,24897,48232,1730,1730,3463,3853,3779,7634,1644,1519,3165,1483,1448,2936,3041,3461,6501,3439,3840,7281,2989,3264,6252,2308,2515,4823,1724,1880,3606,872,1056,1930,232,402,638,35,43,74,23261,24734,47994,73,164,240,303,344,650,16,11,25,5,8,15,329,361,689,13453,14134,27589,9201,10075,19270,19242,20176,39422,3359,3948,7310,20214,21441,41654,539,533,1071,3688,3618,7301,1222,1207,2428,464,562,1026,538,1117,1649,9600,11527,21132,2060,2084,4144,4137,3728,7866,866,768,1635,330,410,739,94,122,208
SED55605,22925,24286,47203,1792,1561,3352,4088,3933,8023,1934,1800,3734,1504,1424,2929,2714,3104,5823,2885,3480,6370,3087,3681,6771,2588,2672,5263,1390,1557,2947,738,792,1535,198,273,470,29,30,55,22864,24200,47061,57,89,144,647,683,1325,10,13,21,13,15,25,670,708,1377,15598,16193,31793,6539,7297,13836,20810,21815,42622,1249,1635,2880,19840,20911,40754,532,420,954,3844,3705,7546,1353,1347,2698,390,453,840,442,1065,1514,7986,9756,17738,2343,2410,4755,4667,4580,9244,951,914,1863,329,360,685,54,43,100
SED55706,21438,21648,43085,1144,1027,2171,2792,2628,5417,1169,1072,2242,765,606,1372,1968,2066,4028,2420,2823,5240,2869,3014,5878,3322,3502,6823,3130,2986,6120,1467,1412,2872,402,514,913,117,50,170,20387,20871,41258,1046,776,1825,446,454,898,15,21,37,0,3,7,460,475,941,15120,15014,30130,4270,4722,8994,18197,18534,36733,1227,1347,2577,18096,18498,36598,273,259,528,2497,2332,4824,761,757,1526,93,96,184,277,753,1036,7680,9274,16952,1835,1936,3762,4543,3854,8402,964,762,1722,547,419,966,94,58,152
