SED_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SED23205,57,174,1561,11061,5299,903,161,1126,20344,6,412,2072,619,31,4,0,250,3391,14,44,377,478,85,3,5,69,1074,19,462,2451,1096,114,9,5,320,4465,48,219,502,27,9,0,6,151,964,0,5,52,13,0,0,0,8,74,0,9,95,4,0,0,0,10,121,10,14,5,0,0,0,0,6,33,0,3,4,0,0,0,0,0,15,62,259,658,47,9,0,6,171,1206,6,18,11,11,7,0,0,33,90,4,10,10,10,0,0,0,4,35,146,922,4690,12224,5423,917,167,1652,26136
SED23308,21,271,3353,12103,4539,750,136,845,22021,20,856,1926,585,55,4,3,272,3726,4,68,381,458,97,9,0,55,1064,24,927,2305,1040,144,15,3,330,4790,21,454,640,150,12,0,0,95,1371,5,44,94,4,0,0,0,19,170,4,83,194,30,0,0,0,30,348,0,20,67,48,6,0,4,6,151,0,4,0,0,0,0,0,0,3,24,609,998,237,19,0,5,151,2048,16,85,117,32,10,0,0,69,334,0,15,23,18,3,0,0,7,72,100,1904,6800,13426,4722,763,145,1399,29263
SED23402,25,158,1476,10234,11547,1919,367,1172,26895,10,118,856,683,167,12,8,108,1954,0,8,108,440,105,7,0,26,704,10,129,964,1120,274,21,11,136,2660,8,15,23,14,5,0,0,10,69,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,11,8,18,28,16,5,0,0,12,86,3,59,28,4,5,0,0,14,115,0,0,4,14,6,0,0,0,34,48,370,2503,11388,11829,1946,379,1327,29793
SED23502,88,456,3245,12134,6337,950,198,1659,25078,4,192,764,228,20,0,4,129,1341,0,4,33,65,16,4,0,10,136,3,202,791,298,30,4,4,146,1479,3,108,213,27,3,0,0,52,412,0,0,7,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,9,3,112,218,24,10,0,0,54,428,52,166,116,37,13,3,4,118,518,9,12,21,21,7,0,5,23,103,151,956,4398,12517,6405,960,208,1998,27599
SED23602,75,343,2768,11325,6272,954,193,1458,23388,4,109,490,186,28,0,0,65,880,4,56,36,31,4,0,3,18,142,5,158,530,220,27,0,4,80,1027,0,156,289,74,8,0,0,36,562,0,0,20,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,155,316,81,8,0,0,35,597,37,102,65,23,10,0,0,60,295,0,8,8,13,3,3,6,0,46,117,774,3683,11657,6315,964,204,1636,25351
SED23702,37,205,1569,10428,7725,1547,412,936,22851,7,141,1804,1211,48,6,0,186,3397,0,17,128,237,34,5,0,25,439,7,157,1926,1447,86,3,5,208,3839,0,5,52,26,4,0,0,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,7,3,0,6,6,47,0,9,76,31,8,6,6,8,134,15,109,66,11,6,0,0,70,269,3,5,0,7,3,3,0,4,32,59,483,3637,11930,7829,1556,414,1219,27126
SED23806,6,65,892,3619,4183,1506,246,233,10744,9,107,1540,1218,312,45,4,86,3321,6,39,305,942,322,25,0,48,1678,10,143,1840,2160,639,67,3,133,4998,57,803,1922,432,53,9,4,191,3465,86,1047,2115,254,24,0,5,175,3701,52,1009,1754,237,9,0,0,143,3208,10,262,291,38,4,0,0,32,634,0,0,0,0,0,3,0,0,4,203,3119,6080,960,91,13,9,542,11017,3,18,26,33,4,0,3,15,106,0,15,3,16,0,4,3,4,45,222,3360,8839,6783,4913,1592,261,926,26899
SED23901,19,137,2339,8350,5119,1130,170,495,17765,5,311,1484,770,64,6,6,117,2756,8,52,843,1347,245,16,0,110,2617,11,365,2322,2115,309,18,3,224,5376,12,314,1049,315,26,0,3,75,1797,0,53,287,57,5,0,0,35,438,0,259,541,60,4,0,0,67,923,0,183,105,15,0,0,0,22,326,0,8,4,0,0,4,0,0,11,12,806,1984,454,37,3,7,200,3497,0,0,19,9,0,0,0,7,39,0,7,18,0,0,0,0,7,38,44,1318,6687,10935,5463,1149,181,938,26720
SED24006,5,51,963,4874,6073,2448,387,355,15162,3,51,1150,1030,122,13,5,68,2438,0,22,345,1160,454,45,3,48,2084,3,76,1491,2193,578,58,3,116,4519,12,120,987,220,31,0,3,58,1434,0,117,804,138,11,0,0,61,1123,3,209,508,199,12,0,0,59,994,0,7,18,0,0,0,0,0,29,0,0,0,0,0,0,0,3,7,18,446,2322,561,55,0,3,177,3587,0,6,19,17,0,0,0,18,69,0,0,3,9,0,0,0,7,25,33,583,4803,7644,6716,2510,404,669,23360
SED24105,19,81,1089,9455,6983,1619,272,700,20216,3,188,948,539,52,9,0,87,1832,3,6,422,666,264,19,3,52,1432,8,197,1376,1209,309,25,3,139,3268,0,127,516,218,39,0,0,72,983,10,19,30,13,0,0,0,3,79,0,9,88,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,4,25,9,159,644,238,40,0,0,82,1180,13,44,8,3,3,0,0,30,102,0,12,0,4,0,0,0,0,21,47,487,3121,10912,7342,1644,276,957,24788
SED24207,41,88,731,12523,11718,1813,218,1476,28604,0,40,372,434,113,9,3,75,1043,0,10,165,667,190,12,8,53,1112,0,51,534,1100,304,23,5,134,2155,0,33,48,44,3,0,0,19,145,0,0,60,0,0,0,0,0,62,0,40,190,5,0,0,0,67,309,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,18,0,79,302,56,4,0,0,91,533,20,87,9,9,0,0,0,32,142,3,3,3,7,10,4,0,3,32,61,301,1578,13689,12041,1844,227,1731,31464
SED24308,34,240,2660,13054,5785,728,160,1330,23994,7,527,1074,511,56,7,0,229,2418,5,46,149,162,29,4,0,34,429,11,574,1228,673,91,7,0,262,2845,0,71,291,104,5,0,0,35,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,72,294,107,5,0,0,39,521,5,29,45,30,25,0,0,11,160,9,5,4,8,4,0,0,0,35,66,921,4237,13874,5907,743,164,1648,27551
SED24408,67,371,3012,12105,5682,870,192,1346,23648,4,232,448,88,17,0,3,71,872,0,5,7,6,3,0,0,3,27,4,237,457,100,20,0,3,75,895,0,171,329,41,4,0,5,73,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,175,327,41,4,0,5,72,632,44,72,42,26,9,4,3,36,236,0,7,9,12,9,0,5,12,49,118,865,3842,12294,5719,877,209,1538,25462
SED24504,56,408,2396,9608,7939,1522,340,1225,23496,0,158,515,357,32,4,0,61,1131,0,4,42,46,0,0,0,10,96,0,164,552,398,36,4,0,68,1233,0,7,8,18,0,0,0,0,39,0,0,0,15,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,17,0,10,16,32,4,0,0,4,71,9,50,33,42,17,4,8,20,171,0,3,4,6,6,3,5,3,39,64,636,2996,10086,8004,1535,355,1326,25010
SED24606,5,46,810,3588,3978,1335,236,273,10266,3,114,1200,991,127,15,3,97,2542,0,41,560,1267,385,37,7,70,2371,3,154,1754,2258,510,52,10,168,4910,43,831,2199,653,40,5,3,228,3996,23,914,2026,404,17,15,3,141,3538,29,510,902,277,14,0,0,93,1816,0,79,212,51,3,0,4,18,363,0,0,0,0,0,0,0,0,11,88,2333,5339,1380,69,22,12,476,9721,8,97,142,43,9,0,0,31,322,0,5,8,11,9,3,0,0,36,113,2637,8055,7274,4565,1414,259,951,25259
SED24703,3,56,478,699,313,77,23,47,1697,9,320,1891,1326,351,48,12,122,4082,48,447,1813,2335,888,169,63,206,5960,55,766,3708,3664,1240,220,73,326,10050,26,587,814,301,33,9,5,124,1897,121,1058,1807,437,38,4,5,242,3716,291,2765,4403,634,54,3,3,597,8755,997,11096,17483,2708,96,13,18,3308,35728,0,0,0,4,0,0,0,4,8,1440,15504,24512,4083,226,31,33,4274,50106,5,37,64,45,15,3,0,127,307,16,58,85,13,6,0,0,71,260,1528,16432,28850,8504,1802,334,128,4846,62419
SED24808,29,80,938,12829,13285,1588,301,1932,30984,7,244,1116,796,129,3,7,254,2549,0,12,64,275,28,0,0,45,420,7,255,1176,1077,158,10,7,300,2971,0,37,41,31,6,0,0,12,126,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,3,14,8,0,3,0,4,31,3,56,57,39,4,3,0,16,180,3,26,9,10,3,0,0,20,69,0,3,5,3,15,5,0,4,31,36,417,2181,13955,13463,1598,304,2278,34238
SED24904,50,290,2297,11813,5882,795,154,1723,22997,10,211,848,525,31,0,0,212,1836,0,0,24,53,7,0,0,9,95,10,211,873,574,44,0,4,214,1931,9,239,750,121,3,4,3,212,1336,0,6,19,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,9,251,772,125,3,4,3,211,1372,108,278,82,48,36,5,4,153,707,7,28,34,27,10,3,0,29,137,185,1054,4047,12577,5973,805,165,2343,27147
SED25003,11,44,755,9765,7971,1023,135,765,20478,9,33,630,771,352,22,4,211,2024,0,9,384,662,203,24,3,75,1365,9,45,1011,1426,556,42,5,290,3385,0,3,20,18,0,0,0,3,47,0,39,129,4,0,0,0,88,256,0,9,170,19,0,0,0,3,201,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,0,4,16,4,51,321,40,0,0,0,92,514,0,0,0,0,0,0,0,5,3,0,0,0,4,0,0,0,0,4,18,143,2089,11242,8531,1069,141,1152,24385
SED25102,39,283,1752,8688,6800,1702,392,611,20267,0,53,173,90,25,3,0,18,359,0,26,17,31,5,6,0,3,92,0,82,188,121,32,4,0,24,446,0,64,63,28,0,0,0,10,167,0,5,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,3,0,0,4,25,0,69,80,28,8,0,0,14,201,0,3,0,9,5,0,0,0,23,0,8,0,5,0,5,0,0,24,42,447,2030,8849,6842,1712,395,652,20961
SED25205,14,69,1041,6850,5279,980,132,348,14721,0,281,1867,1298,173,8,5,129,3764,0,31,501,1366,418,45,12,64,2431,0,309,2375,2665,587,51,15,193,6197,16,507,2409,1124,107,9,8,246,4433,0,48,260,35,13,0,0,26,382,0,12,47,5,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,10,22,561,2717,1161,115,13,8,282,4880,0,11,37,15,0,0,0,4,72,0,4,4,0,9,0,0,0,17,38,962,6176,10693,5991,1042,156,834,25891
SED25302,5,94,1542,8668,7638,1772,329,641,20701,0,87,902,613,46,6,0,103,1758,0,0,113,566,129,7,0,17,836,3,83,1009,1180,180,15,0,120,2598,3,101,758,380,14,0,0,46,1309,0,27,35,7,0,0,0,5,80,0,0,34,8,0,0,0,5,43,0,0,0,0,0,0,0,0,0,0,8,11,0,7,0,0,0,23,3,133,834,400,17,4,0,60,1455,5,37,83,9,0,0,0,9,139,0,0,3,5,4,0,0,4,22,25,345,3472,10265,7847,1790,327,837,24902
SED25402,36,211,2048,13407,6735,921,163,1551,25080,27,282,631,157,9,0,0,136,1244,0,5,59,43,3,0,5,18,138,27,294,690,202,14,0,7,156,1390,18,330,959,125,8,0,4,190,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,8,18,336,959,125,8,0,4,193,1640,12,42,52,10,3,0,0,27,138,8,6,10,4,12,0,0,0,39,97,876,3753,13749,6772,923,176,1935,28286
SED25501,14,66,832,6336,6535,2231,343,508,16855,6,32,384,479,246,38,6,51,1237,0,0,61,416,554,41,6,24,1105,6,33,438,895,807,80,10,77,2345,3,58,921,1729,415,33,4,110,3264,3,51,140,30,0,0,0,17,239,0,33,100,26,0,0,0,18,186,0,107,271,20,0,0,0,69,469,0,0,4,0,0,0,0,4,12,6,250,1440,1802,412,39,0,214,4170,0,0,4,4,0,0,0,5,13,0,3,0,6,0,0,5,0,13,20,348,2714,9041,7753,2348,359,801,23397
SED25605,18,75,1010,8170,6552,1527,233,655,18239,4,193,708,458,94,7,4,100,1569,0,7,197,679,193,19,0,64,1163,3,205,904,1136,291,29,7,157,2731,4,401,626,302,37,7,3,83,1457,0,21,160,35,0,0,0,13,230,6,55,161,26,0,0,0,62,307,0,0,0,0,0,0,0,0,0,0,8,6,0,4,0,0,4,27,13,489,949,361,35,7,3,157,2022,8,71,14,3,0,0,0,24,118,0,6,4,5,0,0,0,3,19,43,844,2879,9681,6879,1559,245,997,23130
SED25704,42,285,2343,12056,6490,916,181,1543,23853,14,311,1134,241,22,9,0,196,1910,0,9,6,15,0,0,0,3,32,14,314,1135,259,22,9,0,199,1943,3,152,181,36,5,0,0,63,440,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,3,157,184,41,5,0,0,66,452,74,193,73,54,15,0,0,163,583,9,13,11,13,12,5,3,16,71,133,959,3750,12414,6538,930,194,1980,26901
SED25802,41,260,2566,12104,9408,1316,287,1554,27541,3,192,902,257,23,3,0,157,1533,0,36,13,17,0,4,0,13,93,0,228,917,273,22,4,0,167,1618,0,155,559,124,3,5,0,83,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,160,565,127,3,0,0,87,945,21,96,206,9,5,0,0,96,447,0,5,8,15,9,0,4,6,41,65,750,4270,12533,9452,1325,289,1910,30590
SED25905,23,81,872,9590,6938,1475,293,993,20264,0,34,464,529,190,28,0,112,1360,0,5,102,416,199,78,15,43,848,3,39,570,943,391,105,12,154,2212,0,0,178,64,6,0,0,18,269,0,3,8,7,0,0,0,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,6,0,0,3,19,0,6,192,73,8,0,0,30,311,0,51,38,3,0,0,0,17,106,0,0,0,3,5,0,0,4,16,27,174,1672,10616,7338,1589,304,1195,22913
SED26005,24,69,599,9823,11227,1732,233,1078,24779,0,10,182,416,199,18,4,56,885,0,3,103,316,94,23,0,39,576,0,13,282,736,292,37,3,93,1461,0,0,37,51,5,0,0,7,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,13,0,9,45,52,4,0,0,9,112,0,0,8,5,0,0,0,0,8,5,0,0,3,3,0,0,0,11,23,89,932,10618,11520,1773,235,1177,26377
SED26102,36,233,3148,12555,7000,1540,331,1705,26547,0,112,852,494,49,6,3,119,1639,0,0,123,406,137,10,5,51,732,0,115,977,895,187,15,4,165,2373,0,39,165,121,8,0,0,51,389,0,0,40,20,0,0,0,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,43,208,144,13,0,0,59,466,13,87,138,25,4,0,0,107,385,0,3,5,6,3,0,0,5,25,55,486,4478,13626,7206,1562,333,2039,29785
SED26207,20,59,1075,9050,5459,1035,122,554,17380,3,69,894,1049,87,7,6,100,2217,0,12,589,1635,687,74,5,110,3114,6,79,1481,2691,772,79,7,209,5327,0,63,318,299,11,3,0,37,729,0,22,12,3,0,0,0,0,38,0,32,17,4,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,14,0,125,352,305,11,3,0,37,841,0,8,15,29,3,0,0,10,59,0,5,4,4,3,0,0,0,17,24,273,2931,12075,6250,1125,132,810,23627
SED26303,18,149,2651,7144,3080,574,116,341,14068,4,244,1575,994,150,18,6,119,3113,6,501,1573,1382,227,21,3,128,3846,9,748,3148,2377,376,40,5,242,6959,31,1677,1612,191,18,4,0,188,3721,13,316,452,60,3,0,0,48,900,3,783,1446,112,4,0,3,86,2446,7,204,74,3,0,0,0,11,302,0,0,3,0,6,0,0,3,17,63,2986,3590,360,29,5,5,342,7379,4,34,82,40,3,3,0,34,207,0,10,3,0,3,0,0,3,24,94,3926,9486,9932,3502,622,121,968,28645
SED26406,30,73,1493,6736,3937,925,206,399,13801,15,257,2398,1235,175,15,6,181,4284,3,38,454,1373,561,53,38,105,2621,11,303,2852,2609,731,69,45,287,6910,44,1699,2072,389,70,11,5,220,4517,15,195,617,39,4,0,3,30,901,28,713,1593,137,23,0,0,119,2618,0,68,293,20,0,0,0,44,434,0,0,3,0,3,0,0,3,8,91,2678,4581,586,97,10,8,418,8478,0,4,15,6,0,0,0,4,31,3,11,13,5,5,0,0,6,42,138,3063,8958,9943,4774,1004,266,1105,29258
SED26504,62,287,2304,11189,6241,849,193,1322,22455,10,339,1166,247,22,3,0,344,2133,6,26,44,39,17,0,0,19,161,17,366,1206,289,45,8,0,369,2297,4,29,45,19,10,0,3,16,122,0,0,3,6,10,0,0,4,19,0,10,6,3,0,0,0,3,25,5,10,0,0,0,0,0,4,19,0,0,3,0,0,0,0,0,7,13,53,61,23,16,0,3,32,190,32,108,87,34,13,0,0,86,365,4,9,15,17,9,0,3,10,66,127,821,3671,11550,6311,865,199,1813,25361
SED26603,25,126,2809,9987,4020,663,130,726,18483,9,270,2299,840,55,0,6,205,3687,16,144,3092,2645,364,16,5,313,6594,20,412,5395,3490,425,23,3,516,10281,22,200,831,166,11,5,0,109,1347,0,87,312,13,0,0,0,22,439,6,169,248,27,6,5,0,34,492,0,20,55,0,0,0,0,6,86,0,0,5,4,0,0,0,4,22,26,487,1455,213,17,9,0,170,2383,0,14,29,16,4,5,0,47,112,5,3,12,10,0,0,0,4,44,83,1044,9700,13717,4476,693,137,1465,31298
SED26708,76,376,2534,11734,7361,1175,294,1458,25003,5,239,517,185,29,4,0,128,1113,3,4,42,87,19,0,3,17,172,16,246,561,270,42,5,3,143,1290,0,21,20,24,0,0,0,9,78,0,0,7,0,0,0,0,0,15,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,10,0,33,32,30,5,5,0,11,108,32,75,28,31,17,0,3,37,224,5,10,7,18,6,5,0,5,59,125,728,3166,12084,7432,1192,304,1644,26682
SED26806,3,90,924,1587,827,215,49,154,3844,10,135,1437,1098,171,26,8,122,3008,6,104,765,1212,273,42,8,108,2513,12,241,2201,2310,438,68,15,226,5517,58,893,2078,504,67,7,7,291,3917,158,3589,4836,697,22,12,6,547,9872,169,2350,2457,572,20,0,0,463,6034,178,3242,5087,1139,43,0,0,752,10443,0,6,4,0,0,0,0,5,17,563,10076,14465,2923,160,23,10,2058,30281,3,32,50,25,5,0,5,15,128,6,24,24,12,4,0,0,19,81,590,10468,17662,6851,1433,309,79,2467,39855
SED26903,16,221,3288,9186,3011,559,122,717,17119,10,785,3367,1008,85,12,5,406,5686,4,204,1951,1305,116,12,0,171,3759,17,991,5316,2309,197,25,4,582,9441,20,288,568,76,6,3,0,105,1069,22,138,192,39,10,0,0,40,447,27,124,344,14,0,0,0,16,529,0,13,54,7,0,0,0,0,78,0,0,8,5,0,4,0,0,24,74,570,1166,142,15,6,3,163,2139,8,36,73,36,10,0,0,79,239,0,0,5,0,0,0,0,11,18,112,1811,9849,11678,3235,589,127,1551,28958
SED27003,4,101,1168,1966,684,129,18,117,4190,8,463,3387,2157,493,48,15,212,6784,19,268,1816,2636,647,121,13,205,5726,25,734,5203,4792,1139,173,32,423,12515,66,909,1083,296,38,4,4,206,2609,61,1587,1682,402,30,6,0,290,4058,71,2406,3406,532,23,3,4,271,6720,35,1609,3008,750,14,0,0,546,5976,0,4,12,0,0,0,0,6,30,238,6518,9194,1974,113,10,20,1321,19389,3,86,119,69,20,4,0,64,357,0,10,17,7,0,0,0,20,56,279,7441,15698,8811,1955,320,70,1936,36503
SED27101,22,177,3558,8947,5107,1002,166,540,19523,18,323,1600,981,83,9,4,184,3204,0,54,368,760,180,11,4,58,1432,18,373,1972,1745,266,18,3,248,4632,0,15,143,48,11,0,0,9,224,0,59,308,22,0,0,0,14,408,0,270,465,90,0,0,0,38,852,0,12,55,5,0,0,0,5,73,0,4,7,12,0,0,0,5,21,0,359,978,169,11,0,0,68,1584,0,0,8,0,0,0,0,16,27,0,6,8,4,0,0,0,4,27,39,914,6522,10867,5383,1017,172,870,25791
SED27208,91,507,3565,13082,6582,870,198,1776,26670,12,212,547,135,42,4,0,122,1079,3,7,16,16,6,0,3,19,76,20,223,562,152,46,7,4,147,1156,0,143,149,32,6,0,4,54,394,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,140,156,32,6,0,4,63,409,65,171,102,57,19,9,3,131,553,8,23,16,15,7,4,3,12,91,183,1062,4403,13344,6672,891,213,2122,28889
SED27305,9,50,446,7162,7655,1688,246,460,17728,0,22,506,234,28,3,0,38,830,0,5,133,245,53,3,0,13,457,4,27,633,484,81,8,0,48,1287,0,0,3,15,0,0,0,0,17,0,15,41,0,0,0,0,0,51,0,7,27,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,4,8,3,4,0,0,0,23,0,20,76,22,4,0,0,0,126,0,0,0,5,0,0,0,0,6,0,4,0,3,0,0,0,0,11,16,97,1160,7672,7742,1699,247,516,19156
SED27406,6,64,1320,5845,5132,1268,142,349,14122,9,324,2454,1212,107,14,7,133,4246,0,55,539,1575,539,33,6,80,2827,5,379,2987,2792,645,47,6,211,7071,6,360,955,261,23,5,0,91,1701,11,175,624,141,5,0,0,55,1007,17,429,927,77,0,0,0,68,1528,0,99,301,27,0,0,0,18,443,0,5,5,3,3,0,0,5,18,36,1071,2813,512,34,8,0,227,4693,3,23,119,30,4,0,0,18,197,0,7,5,6,7,0,0,7,26,48,1533,7243,9190,5810,1320,147,812,26103
SED27504,35,193,2414,12724,7458,935,175,1719,25659,13,426,1553,243,50,5,6,328,2617,0,9,36,36,16,0,0,16,110,13,441,1593,281,63,5,6,340,2732,0,32,23,3,0,0,0,10,64,0,5,8,0,0,0,0,4,21,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,12,0,41,25,5,0,0,0,19,95,45,172,290,37,4,0,0,293,838,4,16,6,12,10,0,0,4,56,92,856,4332,13058,7547,943,185,2377,29385
SED27608,21,134,1836,12138,13248,1733,302,878,30295,13,271,1264,462,182,11,3,162,2361,5,54,149,313,73,5,0,35,642,13,325,1416,777,251,21,5,199,3005,0,3,29,31,0,0,0,6,68,0,19,23,0,0,0,0,3,51,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,29,54,33,0,0,0,12,127,11,26,9,4,0,0,0,35,87,0,0,9,7,12,0,10,5,49,51,514,3319,12965,13514,1756,314,1127,33553
