SED_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
SED30038,4754,167,19,24,15,4983,6933,82,13,4,10,7039,3546,864,105,0,9,4522,356,131,16,0,3,508,47,61,4,0,0,113,778,86,7,0,3,873,312,72,0,21,17,428,25,12,0,0,0,36,5072,1224,136,26,29,6476,141,28,0,0,5,181,793,178,33,16,4,1022,17691,1681,194,71,55,19706
SED30039,3140,27,36,12,6,3221,11236,130,18,3,4,11390,4645,623,40,0,8,5318,206,10,0,0,0,226,19,3,11,0,0,33,554,43,4,3,0,605,199,77,12,55,4,345,20,6,0,4,0,26,5645,761,79,61,10,6553,97,7,15,0,0,116,770,71,17,22,6,888,20884,996,167,97,21,22167
SED30040,5154,1138,439,70,7,6807,5674,458,256,0,4,6390,2511,762,749,3,4,4038,197,100,38,0,0,338,30,24,19,0,0,77,666,216,175,0,3,1059,79,56,74,3,0,212,20,10,7,0,0,37,3497,1174,1065,9,9,5758,167,285,124,6,0,587,527,203,211,30,5,977,15021,3258,2106,114,30,20517
SED30041,6186,186,227,394,113,7106,6920,114,107,37,9,7187,2169,433,446,4,3,3055,267,86,86,0,3,431,29,57,21,0,0,108,901,78,106,10,3,1103,103,20,36,102,49,309,14,6,0,0,0,29,3476,682,694,123,59,5037,264,60,18,9,16,370,924,134,108,250,15,1428,17775,1171,1152,816,214,21126
SED30042,4208,223,17,13,5,4466,8513,299,27,0,0,8840,3099,1014,159,0,8,4288,247,128,62,0,0,443,25,14,0,0,0,35,598,132,25,0,0,759,98,82,0,24,0,204,19,8,0,0,0,25,4094,1371,251,24,14,5755,73,52,13,0,0,143,587,145,43,9,0,791,17478,2092,356,56,25,19998
SED30043,5859,106,18,54,19,6051,7332,67,8,20,4,7429,2312,307,85,3,4,2716,77,54,12,0,0,138,12,26,3,0,0,43,998,38,12,9,4,1066,159,11,0,25,12,202,27,9,0,0,0,37,3597,441,113,41,16,4211,237,14,3,8,3,262,1024,97,20,27,50,1216,18053,720,170,140,94,19172
SED30044,4740,144,27,16,17,4950,8733,98,23,7,6,8872,4272,856,19,10,10,5160,161,5,5,0,0,172,13,4,9,5,3,32,732,38,14,0,7,796,133,51,0,95,0,278,24,9,0,3,0,36,5344,957,52,107,24,6482,194,64,13,0,3,280,1168,196,18,32,4,1418,20180,1465,133,168,58,22003
SED30045,5012,513,361,99,9,5997,7000,736,194,8,0,7942,2603,845,546,3,4,4005,266,324,210,0,0,802,29,41,20,0,0,95,577,198,121,10,0,904,51,197,36,14,7,301,8,20,13,0,0,40,3536,1625,937,25,14,6144,123,167,23,0,0,313,435,196,86,17,4,734,16106,3238,1602,147,27,21129
SED30046,4382,420,88,66,11,4967,7468,386,101,0,3,7960,3869,1461,536,0,6,5872,404,126,167,0,0,697,16,24,41,0,0,88,742,156,50,6,0,961,105,141,19,28,3,290,21,20,3,0,0,47,5156,1925,823,29,13,7954,157,50,13,0,0,218,1049,339,210,75,10,1678,18213,3122,1235,175,27,22776
SED30047,5038,410,219,229,27,5918,6581,300,152,14,5,7050,2171,1369,650,8,38,4224,470,391,180,0,0,1040,71,93,31,0,0,199,1124,314,134,13,6,1594,119,57,34,94,16,326,24,30,6,0,0,64,3990,2245,1027,122,60,7443,408,127,25,5,6,576,910,445,283,98,35,1768,16919,3529,1707,472,135,22758
SED30048,3816,385,2203,4,15,6428,3736,356,2061,0,9,6154,1623,507,6360,5,52,8542,20,19,100,0,0,142,14,3,29,0,0,49,534,98,1301,5,20,1949,40,0,178,0,17,241,9,0,17,0,0,25,2241,635,7983,5,87,10955,112,27,216,0,15,372,205,52,525,0,8,792,10109,1452,12993,9,133,24700
SED30049,5009,357,262,18,0,5649,6320,620,427,0,3,7371,2324,745,1105,3,4,4177,396,89,252,0,0,736,43,30,64,0,0,134,627,139,187,0,10,956,58,102,94,22,6,280,16,9,10,0,0,33,3464,1117,1705,22,18,6324,188,90,63,0,0,341,375,102,205,5,4,687,15345,2281,2667,50,23,20369
SED30050,3756,1020,1990,456,146,7374,3595,942,1147,13,19,5707,1589,1270,2334,8,16,5228,57,199,383,0,0,632,8,33,37,0,0,77,536,374,720,7,20,1668,39,69,150,64,35,356,10,11,22,0,3,45,2249,1953,3646,84,77,8006,184,190,144,23,7,540,401,277,626,103,25,1431,10179,4377,7554,672,268,23061
SED30051,8986,107,58,336,66,9560,6088,27,28,24,12,6181,1913,221,186,0,10,2333,176,178,64,0,0,415,31,48,30,0,0,106,1166,58,57,3,3,1294,125,18,18,65,16,243,26,12,9,4,0,54,3433,537,366,75,25,4437,271,44,16,7,9,347,982,118,71,79,9,1257,19756,838,539,532,122,21784
SED30052,996,171,3292,0,8,4481,1004,207,4347,7,13,5576,775,427,15505,15,91,16817,10,68,604,0,4,689,3,10,502,0,8,524,270,103,2558,8,44,2975,22,31,748,4,22,821,5,5,76,0,0,88,1087,647,19993,21,169,21913,42,10,344,0,8,402,126,55,2021,102,41,2351,3262,1090,29993,130,247,34715
SED30053,3711,1293,1008,87,6,6107,4010,1644,1119,3,5,6780,1431,1566,2166,3,13,5181,11,31,121,0,0,167,4,10,31,0,0,50,376,472,567,0,7,1433,38,202,271,48,0,562,9,9,15,0,0,32,1867,2295,3176,55,22,7419,99,79,75,0,0,257,338,292,469,21,12,1133,10024,5602,5852,169,50,21690
SED30054,4409,300,536,4,3,5252,5461,689,773,3,5,6933,1708,882,1878,7,3,4476,68,148,407,0,0,624,7,28,93,0,0,125,608,155,348,0,5,1111,27,51,30,0,0,113,9,0,9,0,0,23,2426,1266,2763,7,15,6474,193,52,154,0,0,406,236,84,225,0,5,547,12724,2401,4454,15,23,19618
SED30055,5908,139,0,290,94,6431,6727,117,5,23,11,6886,1220,247,38,6,4,1517,63,19,4,0,0,89,20,21,0,0,0,48,1034,68,6,18,17,1137,189,20,3,74,43,334,17,3,0,0,0,23,2549,371,54,101,63,3141,413,19,0,30,11,478,1522,108,9,289,15,1945,17120,755,74,737,198,18879
SED30056,5915,266,64,0,3,6249,7909,158,36,7,3,8109,1463,140,32,0,4,1632,6,0,0,0,0,4,11,4,6,0,0,17,441,28,15,0,0,487,34,6,0,3,0,44,8,3,0,0,0,16,1962,179,51,3,3,2197,143,58,23,0,0,227,259,30,16,0,0,308,16182,687,187,13,12,17086
SED30057,4272,302,30,12,0,4615,6569,215,22,0,0,6813,4279,1944,168,0,9,6398,401,295,59,0,0,762,52,109,19,0,0,178,765,205,8,0,0,984,65,193,0,37,4,304,17,28,0,0,0,47,5582,2779,262,45,16,8682,124,141,19,0,3,291,869,444,69,40,3,1420,17415,3882,399,101,27,21815
SED30058,5455,302,161,0,4,5931,6936,465,177,0,6,7577,2219,523,409,0,5,3165,95,78,61,0,0,239,21,3,22,0,0,48,570,124,74,0,0,775,64,94,8,0,0,165,14,0,4,0,0,24,2987,825,586,0,8,4405,161,47,150,0,8,361,335,60,48,0,0,450,15872,1700,1120,6,26,18725
SED30059,4045,1234,341,16,6,5637,7200,1646,250,3,11,9114,1160,1363,348,0,0,2874,84,40,0,0,0,124,7,8,20,0,0,40,550,388,123,3,5,1074,96,417,68,41,0,624,7,13,3,0,0,24,1902,2242,564,48,7,4761,147,92,15,0,4,250,505,254,105,46,4,918,13794,5461,1274,121,35,20682
SED30060,4434,110,131,178,24,4882,7182,92,126,9,3,7412,2412,397,460,3,0,3269,434,69,102,0,0,597,340,30,66,0,0,438,952,112,112,4,4,1184,185,21,72,69,18,365,24,5,5,0,0,33,4351,631,813,75,24,5891,185,38,5,16,4,257,1142,114,272,82,18,1623,17292,989,1347,361,74,20058
SED30061,4434,262,53,115,14,4885,5556,133,53,8,3,5757,2622,842,547,0,9,4012,416,167,125,0,4,707,18,38,27,0,0,88,1067,195,74,0,6,1342,306,54,119,29,38,552,16,13,5,0,0,33,4443,1310,888,34,58,6736,130,104,21,0,4,262,727,213,131,17,14,1098,15285,2023,1148,180,96,18735
SED30062,3529,733,13,139,8,4425,8234,683,14,0,5,8944,4441,3092,184,0,5,7722,366,160,31,0,0,562,25,106,6,0,0,136,608,383,24,5,6,1031,115,579,16,102,7,811,18,36,0,0,0,54,5566,4353,265,110,16,10309,94,481,6,0,0,588,559,483,16,55,7,1118,17982,6732,318,311,33,25375
SED30063,8539,32,39,264,58,8932,5613,22,22,21,14,5691,2046,187,292,9,4,2539,361,31,90,5,0,489,47,22,50,0,0,121,1239,19,43,11,18,1324,278,23,28,81,13,427,37,0,3,5,0,44,4013,286,501,104,33,4946,502,17,8,20,8,548,1713,50,75,165,0,2002,20373,405,642,577,114,22118
SED30064,5534,333,152,93,20,6129,6809,256,122,7,11,7206,1574,513,332,11,7,2438,141,102,112,0,0,354,26,34,56,0,0,123,856,90,104,9,12,1071,130,24,10,157,5,328,19,5,16,4,0,43,2745,770,636,177,27,4357,217,278,25,3,0,527,745,114,92,111,10,1069,16051,1751,1027,394,59,19285
SED30065,6081,830,236,275,20,7446,7259,358,167,14,18,7817,2215,576,306,5,12,3108,141,74,12,0,0,231,9,6,6,0,0,22,713,105,99,5,15,935,99,30,14,58,9,207,22,3,0,0,0,26,3199,797,433,66,39,4529,199,173,36,10,0,415,633,133,50,65,10,893,17374,2288,924,434,85,21099
SED30066,6978,1043,560,154,34,8783,5245,421,273,14,20,5967,1620,590,504,9,28,2744,146,38,97,0,0,278,13,6,4,0,0,22,754,261,171,9,19,1208,56,20,40,20,23,169,7,6,3,3,4,24,2599,927,818,36,74,4448,264,298,37,0,4,601,652,216,164,35,8,1068,15735,2904,1848,240,142,20870
SED30067,4150,348,521,4,3,5028,6014,768,1055,0,5,7843,2494,1085,3074,3,11,6665,247,303,450,0,4,1004,29,58,99,0,0,192,655,126,374,0,0,1159,48,63,48,0,0,159,13,9,17,0,0,40,3487,1642,4061,5,20,9216,142,27,135,0,3,309,367,151,376,3,5,899,14155,2941,6151,19,34,23295
SED30068,5167,792,523,37,7,6523,5324,383,278,9,5,5991,1629,454,361,0,0,2439,89,189,205,0,0,477,32,17,59,0,0,104,434,156,149,5,4,751,35,39,46,17,7,149,11,0,7,0,0,21,2223,852,828,23,12,3948,130,283,70,0,3,488,356,117,105,14,5,592,13195,2429,1800,88,27,17545
SED30069,5118,369,47,23,8,5569,8240,440,30,0,7,8716,1909,831,129,0,4,2876,138,69,31,0,0,228,15,24,0,0,0,46,510,169,42,0,6,720,290,156,7,4,3,460,10,18,0,0,0,29,2872,1256,204,9,14,4355,107,36,19,0,7,171,507,145,26,7,6,683,16842,2245,334,43,33,19496
SED30070,7693,928,264,482,18,9383,5677,180,94,21,14,5974,2472,827,328,12,4,3643,128,194,24,5,0,347,26,74,13,0,0,116,665,142,75,10,3,902,104,28,22,71,3,223,17,12,18,3,0,49,3402,1272,494,101,21,5289,235,141,98,16,3,487,665,185,84,114,8,1049,17669,2695,1032,736,54,22187
SED30071,5179,546,1603,175,17,7514,5367,270,614,13,5,6265,3128,608,1433,5,8,5186,308,237,611,0,4,1154,11,21,112,0,0,135,789,139,319,7,9,1264,56,39,56,42,22,216,14,10,25,0,0,54,4307,1053,2561,56,37,8011,166,102,175,8,0,455,654,155,369,130,16,1323,15678,2114,5326,383,71,23576
SED30072,6591,309,103,21,10,7035,7303,199,41,0,4,7546,2733,454,66,0,6,3266,120,3,59,0,0,185,13,49,11,0,0,79,844,92,15,7,9,963,60,203,0,6,0,268,19,17,0,0,0,31,3786,825,158,7,12,4785,230,402,28,0,0,666,761,104,21,29,3,920,18677,1833,352,61,30,20952
SED30073,5144,154,137,118,42,5589,6521,96,108,11,10,6750,3211,741,424,11,6,4385,403,246,128,0,4,782,141,74,75,0,0,287,1338,123,95,9,9,1574,144,33,52,53,17,300,36,16,14,0,0,63,5266,1234,781,67,34,7393,247,28,65,9,10,357,934,208,162,74,13,1388,18120,1722,1253,270,103,21471
SED30074,5054,586,125,12,3,5772,7441,639,120,0,0,8201,2569,795,358,14,9,3742,256,103,178,0,5,536,35,33,52,0,0,129,607,152,93,8,0,857,54,175,44,0,9,283,9,10,12,0,0,32,3532,1271,739,20,21,5578,208,238,30,0,0,479,393,176,114,142,0,818,16628,2901,1125,173,29,20855
SED30075,6653,190,12,178,23,7053,7689,67,11,28,16,7801,1647,424,20,12,0,2109,86,45,0,0,0,131,25,23,0,0,3,49,982,85,11,13,12,1101,191,59,0,100,13,366,27,6,0,0,0,38,2963,642,33,126,24,3785,351,30,5,6,6,397,1124,96,9,90,7,1320,18770,1022,74,421,71,20363
SED30076,1867,113,2612,19,15,4630,1943,197,3162,8,10,5313,1493,408,11067,10,46,13021,18,36,773,0,0,824,14,4,132,0,0,151,636,88,2041,5,30,2796,65,5,528,0,4,607,4,3,56,0,5,69,2226,539,14598,22,82,17476,98,5,246,0,0,362,220,57,1515,26,28,1854,6358,922,22140,71,137,29632
SED30077,7565,197,9,161,29,7962,5180,57,4,30,13,5289,2047,530,146,13,3,2738,151,112,9,0,0,277,28,36,9,0,0,73,1319,101,27,18,15,1479,381,33,4,71,30,524,37,15,5,0,0,52,3960,819,204,102,50,5140,571,57,4,10,20,661,1371,123,111,113,13,1738,18657,1256,332,413,128,20788
SED30078,2960,1323,1539,0,29,5848,3814,1192,964,0,17,5991,1553,1401,3027,8,19,6016,293,243,286,0,0,820,19,33,114,0,0,169,564,435,694,0,9,1706,66,243,363,3,38,721,6,14,46,0,0,73,2509,2376,4538,16,74,9503,131,257,177,0,0,561,474,413,643,30,16,1583,9883,5565,7868,49,124,23485
SED30079,4626,328,112,38,0,5104,8223,479,134,0,4,8833,1968,557,172,0,0,2699,152,27,26,0,0,203,8,7,18,0,0,38,599,151,51,4,7,811,45,76,23,39,0,181,10,3,0,0,0,12,2777,819,288,39,8,3936,101,97,20,0,0,222,396,92,55,29,0,581,16126,1821,613,104,20,18676
SED30080,4115,362,622,0,0,5103,5646,574,849,0,0,7074,2556,936,3412,0,10,6923,552,277,487,0,0,1316,24,32,80,0,0,132,622,175,481,0,5,1284,37,61,125,0,0,218,15,16,24,0,0,55,3805,1495,4606,3,22,9921,132,43,319,0,3,494,385,134,396,0,5,916,14085,2602,6789,5,30,23508
SED30081,5504,482,8,15,0,6017,5884,912,10,0,0,6803,2512,1102,0,0,3,3624,127,39,9,0,0,171,32,38,5,0,0,68,678,236,4,5,5,924,112,349,0,58,3,518,18,24,0,0,0,45,3487,1779,15,67,9,5356,187,125,21,0,0,336,561,191,15,33,8,814,15625,3488,74,114,19,19318
SED30082,2989,607,4244,79,42,7972,2580,416,2515,16,14,5541,796,367,5323,7,73,6566,3,0,10,0,0,17,3,4,72,0,0,83,239,139,1550,3,25,1951,26,64,555,4,21,673,4,0,56,0,0,69,1066,574,7569,19,119,9353,82,36,284,3,10,409,340,138,2182,67,39,2767,7063,1768,16795,186,231,26040
SED30083,3180,749,88,66,6,4084,8088,1315,39,0,6,9450,2373,1443,50,0,5,3876,76,57,0,0,0,132,9,30,0,0,0,39,512,365,25,0,6,908,67,365,17,5,0,459,18,16,0,0,0,38,3064,2277,91,11,11,5448,99,92,96,7,0,293,494,264,35,31,0,818,14929,4688,348,109,20,20098
SED30084,4248,185,22,72,21,4541,6694,120,6,9,3,6834,2988,609,77,0,11,3685,642,117,49,0,0,806,52,51,6,0,0,116,1090,106,14,0,0,1208,543,39,8,4,5,598,31,14,0,0,0,42,5349,933,148,12,24,6463,332,90,12,0,3,444,937,151,35,6,6,1138,17556,1483,226,93,56,19422
SED30085,5342,417,142,31,4,5934,4893,808,258,7,0,5968,2761,1120,787,15,28,4711,230,176,148,0,3,549,45,21,65,0,0,132,1107,237,145,3,10,1499,158,236,70,253,14,725,29,16,9,3,0,59,4324,1794,1222,285,55,7681,191,113,32,0,0,335,523,184,133,47,7,896,15271,3320,1784,376,67,20823
SED30086,6101,531,177,14,4,6825,5866,309,107,10,8,6307,3019,1556,736,9,10,5326,290,313,107,0,0,714,33,47,23,0,0,106,971,230,130,0,3,1334,185,44,18,39,4,285,23,13,5,0,0,41,4525,2203,1018,48,13,7807,183,48,22,0,8,258,631,238,143,81,9,1098,17304,3333,1466,153,46,22295
SED30087,5592,960,116,65,10,6736,5666,419,91,0,0,6172,3680,2066,561,0,4,6309,266,199,49,0,0,514,37,91,20,0,0,146,983,277,70,3,4,1334,167,103,10,24,3,306,19,22,3,0,0,47,5152,2750,711,26,8,8652,130,409,20,7,6,574,556,320,38,55,8,976,17097,4855,968,156,33,23112
SED30088,3588,497,638,297,47,5068,4838,451,477,15,4,5792,2001,2146,1836,18,10,6008,624,483,253,0,5,1369,45,90,53,0,0,195,862,412,334,9,14,1638,155,67,133,61,51,459,23,17,14,0,0,54,3706,3220,2626,90,90,9723,142,85,55,14,9,310,608,488,428,64,30,1619,12885,4753,4225,478,179,22515
SED30089,3224,165,15,1893,258,5563,3407,127,14,115,48,3710,1401,584,123,18,7,2139,848,285,132,11,8,1276,236,54,36,5,7,330,929,162,31,57,13,1185,638,194,76,378,117,1401,29,13,12,3,0,61,4075,1288,409,467,156,6394,673,93,56,120,111,1055,1344,218,94,839,77,2572,12728,1897,586,3435,645,19288
SED30090,5314,88,5,556,109,6068,4059,37,5,45,19,4167,1722,382,48,6,0,2159,356,102,26,0,0,493,114,75,21,0,3,219,1308,53,9,33,16,1420,709,45,27,142,58,982,26,17,3,3,0,46,4238,682,132,191,76,5325,855,49,5,54,47,1005,1316,112,14,108,23,1580,15781,967,160,947,278,18130
SED30091,3946,577,87,5,3,4620,6486,445,62,0,6,7001,3703,1638,269,0,14,5634,757,258,46,0,5,1063,29,40,29,0,0,90,759,173,40,0,8,981,124,241,40,0,0,414,19,18,3,0,0,38,5396,2373,428,0,24,8223,132,73,29,0,3,243,1212,447,189,71,5,1925,17177,3921,793,74,45,22015
SED30092,4788,155,174,747,196,6062,6801,150,158,53,26,7189,2226,527,590,28,23,3399,138,51,56,0,0,251,31,36,35,0,0,107,881,92,175,33,37,1215,147,87,59,145,113,540,12,3,4,0,0,25,3441,794,920,207,173,5533,201,24,13,45,26,310,1088,142,144,155,44,1582,16320,1263,1416,1209,467,20677
SED30093,3429,211,33,0,0,3675,6487,291,26,0,3,6811,5009,2059,344,4,10,7429,1123,334,92,0,0,1541,55,78,4,0,0,136,872,174,29,0,0,1077,129,178,17,0,5,334,42,39,4,0,0,81,7231,2855,490,4,20,10591,120,31,8,0,0,161,1480,569,123,20,11,2202,18747,3960,681,17,35,23446
SED39797,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,8,5
SED40001,2598,1350,1064,18,8,5044,2056,983,1009,15,10,4063,638,1677,3796,24,63,6195,56,311,358,0,3,727,23,182,292,0,0,506,315,594,818,25,18,1772,35,51,166,6,11,256,6,10,23,0,6,40,1065,2828,5446,52,103,9499,83,175,185,8,6,452,129,227,579,89,43,1066,5932,5559,8284,178,170,20127
SED40002,3434,641,432,0,0,4505,3752,992,517,0,9,5260,1284,881,1343,3,6,3517,274,273,313,0,3,866,71,97,103,0,4,276,735,395,503,3,4,1647,67,43,77,0,0,187,19,21,10,0,0,46,2449,1704,2352,8,24,6536,120,213,188,0,0,512,220,131,154,3,5,515,9969,3679,3643,8,37,17333
SED40003,4609,304,47,17,3,4974,5803,261,42,0,3,6112,1023,222,101,5,0,1352,50,40,0,0,0,90,18,12,0,0,0,33,431,107,29,0,0,574,23,3,5,9,0,41,5,0,0,0,0,7,1548,381,144,15,4,2093,90,14,0,0,0,116,209,39,12,8,5,275,12263,997,240,42,13,13562
SED40004,4916,1082,312,0,6,6310,3640,741,207,0,8,4595,648,883,395,0,4,1930,5,29,60,0,0,91,0,52,29,0,0,82,306,292,150,0,6,758,21,14,18,0,0,54,4,7,8,0,0,19,985,1285,651,3,10,2934,159,245,166,0,3,577,126,78,68,0,0,275,9820,3425,1399,6,36,14689
SED40005,5570,245,4,231,51,6101,4261,126,5,24,11,4424,927,285,100,3,0,1320,361,172,32,0,5,568,53,73,16,0,0,138,1045,132,41,32,17,1259,291,51,12,66,16,441,22,15,3,6,0,44,2707,717,197,113,35,3770,393,193,9,19,8,612,981,126,23,115,24,1272,13908,1405,242,499,125,16182
SED40006,3386,552,144,8,6,4091,4348,1124,225,7,20,5717,1106,878,503,4,8,2507,392,473,105,0,0,968,128,256,49,0,0,435,727,339,169,7,9,1252,88,54,46,3,3,184,25,25,10,0,0,58,2467,2016,884,15,24,5405,153,81,29,0,0,260,318,180,92,4,3,600,10670,3953,1372,34,54,16077
SED40007,5031,678,314,26,7,6054,3586,731,278,3,4,4610,863,432,740,3,3,2041,104,93,218,0,8,428,37,43,65,0,0,142,442,174,332,0,4,947,31,4,38,20,0,90,7,5,12,0,0,26,1484,749,1402,23,12,3673,119,45,177,0,4,350,209,72,126,16,10,435,10435,2277,2294,68,36,15115
SED40008,2884,550,138,24,3,3603,3579,1046,303,9,12,4950,1264,938,709,13,6,2935,685,1195,139,0,6,2026,201,220,103,0,0,515,800,422,187,4,5,1421,155,79,90,3,3,320,27,31,10,0,0,66,3131,2880,1232,19,20,7284,135,128,25,4,0,291,368,352,135,3,6,860,10100,4956,1835,59,43,16985
SED40009,4512,142,6,14,0,4671,6196,136,3,0,8,6348,873,127,46,0,5,1053,129,22,3,0,4,163,18,5,0,0,0,24,517,56,18,6,5,601,24,8,5,46,5,92,12,0,0,0,0,17,1573,232,75,54,14,1945,89,233,0,0,4,327,231,48,5,41,12,336,12597,794,96,103,38,13629
SED40010,3814,1225,378,22,10,5438,2903,992,424,4,9,4327,944,1342,1261,13,12,3556,26,311,154,0,4,491,10,91,90,0,0,191,526,503,456,9,5,1501,53,31,57,21,4,177,3,10,12,0,0,31,1560,2292,2033,43,27,5944,153,313,148,0,3,621,181,186,179,14,6,558,8605,5003,3157,82,48,16898
SED40011,3882,595,257,9,0,4742,4274,846,352,5,10,5484,1043,636,683,4,8,2375,221,413,61,0,0,699,108,257,70,0,6,446,651,240,285,3,6,1192,65,26,22,0,3,123,10,11,4,0,0,30,2106,1596,1127,9,27,4861,139,257,68,0,4,468,259,186,65,0,3,512,10658,3478,1871,21,50,16068
SED40012,2751,224,6,0,0,2976,5388,309,6,0,5,5702,1923,692,32,0,3,2650,385,815,36,0,3,1236,101,238,9,0,4,343,849,173,10,0,0,1030,216,31,3,0,0,253,22,27,0,0,0,46,3487,1976,85,0,9,5567,76,46,0,0,0,120,579,318,17,7,5,920,12276,2869,115,7,27,15288
SED40013,3187,443,77,5,4,3716,4848,1045,180,0,14,6081,1738,781,424,4,16,2961,404,180,29,0,0,618,345,205,43,0,0,591,785,245,118,4,4,1162,218,45,22,0,3,285,22,13,0,0,0,35,3511,1460,644,11,21,5650,136,313,16,0,0,464,370,162,49,0,25,605,12047,3422,975,10,64,16516
SED40014,6911,296,42,103,36,7382,3802,92,15,4,16,3936,1253,186,108,0,4,1554,63,31,7,0,0,104,86,48,19,0,0,156,846,83,34,8,0,979,113,27,3,39,9,196,15,8,0,0,0,26,2383,385,177,46,19,3010,405,248,16,7,7,678,494,87,22,16,3,622,13997,1113,268,174,79,15628
SED40015,5172,181,78,281,76,5779,3768,128,18,28,11,3942,816,217,140,6,8,1181,517,154,63,4,3,743,128,48,16,5,0,201,1091,109,78,22,12,1309,258,30,28,119,41,473,33,11,5,0,0,52,2850,564,326,153,64,3961,476,22,23,28,28,570,795,117,52,199,23,1184,13055,1009,495,684,201,15445
SED40016,3953,266,63,0,0,4284,4961,428,129,0,8,5527,1401,454,396,4,11,2271,378,216,100,0,0,690,113,52,20,0,3,190,837,146,77,0,10,1067,152,36,10,0,7,204,17,6,0,0,0,27,2893,919,598,4,31,4447,129,91,5,0,0,230,422,89,50,0,0,562,12351,1801,847,3,44,15053
SED40017,5443,91,5,41,18,5594,5918,41,4,18,10,5987,761,92,4,5,0,858,115,74,3,0,0,187,43,54,5,0,0,101,977,55,0,26,0,1059,172,6,4,14,12,208,18,0,0,0,0,24,2079,281,17,43,17,2442,344,42,0,4,5,398,769,30,5,62,8,876,14556,490,33,164,61,15304
SED40018,3990,1281,70,0,4,5345,3700,1219,79,5,16,5016,1089,1056,198,4,5,2352,284,490,45,0,0,819,122,236,52,5,0,404,564,444,51,0,0,1060,39,31,11,0,4,89,11,17,8,0,0,38,2095,2272,368,7,11,4760,179,356,128,10,3,678,234,234,39,0,0,511,10200,5359,679,31,34,16306
SED40019,3121,599,42,238,97,4098,2983,787,34,19,15,3839,1291,656,203,7,10,2165,694,1232,243,0,4,2173,79,43,5,0,0,122,481,278,19,18,16,813,692,73,51,120,69,1002,26,20,0,0,0,50,3261,2309,523,142,92,6325,374,62,19,22,33,510,707,451,106,179,29,1468,10447,4200,726,607,267,16246
SED40020,4984,134,0,130,24,5276,4873,52,3,13,16,4963,1614,298,32,8,4,1961,311,265,0,0,0,578,96,71,0,0,0,166,809,70,3,3,8,897,108,24,3,29,6,181,20,10,0,0,0,32,2959,742,44,42,26,3810,294,63,0,4,0,367,717,118,7,51,3,896,13829,1111,51,241,75,15312
