SED_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SED25205,320,250,574,45,74,118,7,4,8,4,0,0,36,22,54,8926,7096,16024,377,510,888,130,0,130,72,7,76,139,41,185,52,38,95,180,271,447,10282,8314,18595,63,65,122,0,0,0,12,19,31,44,37,72,5,19,27,20,5,21,138,141,285,0,0,0,0,0,0,5,4,3,3,3,11,0,6,6,9,11,17,66,49,117,212,206,416,31,46,72,0,0,0,8,0,8,37,46,80,5033,5962,11001,1393,2677,4073,63,36,103,17018,17247,34264
SED25302,52,16,67,44,52,97,5,7,3,0,3,3,6,0,7,8602,6814,15413,450,514,971,151,3,153,33,0,33,67,19,85,48,35,84,180,210,390,9634,7682,17317,10,9,12,0,0,0,0,0,0,37,17,57,3,3,6,0,0,0,48,28,77,0,0,0,0,0,0,4,5,15,3,19,17,0,3,5,9,27,34,68,30,102,130,83,208,6,0,6,0,0,3,6,0,6,11,3,14,3749,4527,8283,1371,2560,3939,56,59,118,14959,14913,29871
SED25402,29,17,38,44,90,137,3,0,3,3,0,0,7,14,20,10630,8938,19569,709,716,1427,158,6,157,48,7,56,64,8,69,44,36,83,240,233,470,11976,10054,22033,7,4,13,0,0,0,0,0,0,9,0,9,12,0,15,5,3,11,33,12,45,0,0,0,0,0,0,9,3,14,0,16,16,0,4,4,11,24,32,96,45,137,142,80,216,9,8,16,3,4,4,3,0,3,11,14,24,1219,2091,3308,1243,2116,3357,89,94,181,14685,14447,29127
SED25501,485,380,861,107,170,277,3,0,6,3,10,11,24,16,45,7537,5674,13216,386,639,1023,61,3,61,38,0,43,74,19,96,119,65,182,228,245,472,9059,7223,16284,68,73,137,0,0,0,22,44,62,71,47,120,17,11,23,7,7,17,180,181,364,0,0,0,3,7,5,5,3,9,11,24,39,7,4,8,28,40,69,71,66,142,282,290,573,55,63,116,5,11,16,6,3,5,62,70,136,5557,4956,10513,1138,1875,3014,66,47,110,16168,14471,30636
SED25605,253,233,490,99,162,268,0,0,0,0,3,3,31,39,74,9253,6251,15511,443,742,1188,132,0,132,45,0,51,58,7,66,99,48,141,100,118,214,10519,7618,18135,67,110,175,0,0,0,3,14,15,105,52,151,8,22,32,7,9,13,190,198,384,0,0,0,0,0,0,7,9,17,10,31,40,5,7,11,32,40,73,83,55,137,304,296,600,58,67,131,0,8,11,4,0,3,62,79,142,3403,3530,6936,999,1599,2598,82,65,151,15373,13189,28557
SED25704,3,0,8,14,18,30,0,0,7,0,0,0,14,15,31,10444,8786,19232,685,731,1422,200,13,218,123,30,153,176,65,241,109,42,144,711,683,1387,12490,10386,22880,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,6,7,0,0,0,5,0,4,8,3,14,116,60,168,124,60,185,0,0,0,0,0,3,11,0,11,8,0,13,1453,1718,3172,872,1742,2611,150,129,280,15102,14037,29137
SED25802,113,59,178,41,22,64,7,3,8,0,0,0,19,17,36,11993,9694,21690,702,734,1436,315,12,323,70,4,82,38,10,54,70,36,106,423,363,786,13798,10970,24771,13,13,35,0,0,0,3,0,0,35,19,46,13,3,17,9,0,12,72,42,118,0,0,0,0,0,0,7,5,13,7,3,7,6,0,4,10,12,24,132,43,175,216,95,317,15,5,24,0,0,4,8,0,8,22,7,30,2208,3171,5381,1317,2566,3890,149,141,288,17726,16948,34678
SED25905,197,168,368,64,93,158,0,0,0,0,0,0,31,31,62,11566,7639,19206,571,719,1288,270,9,273,42,10,47,29,0,29,89,45,136,68,100,166,12927,8809,21731,57,61,121,0,0,0,3,12,15,76,37,114,8,14,31,6,5,11,153,132,287,0,0,0,0,0,0,9,3,9,11,18,30,6,0,6,19,23,46,110,51,160,283,201,490,33,45,79,0,4,6,6,3,8,44,50,92,2583,3494,6069,1178,2009,3184,70,48,120,17090,14606,31690
SED26005,326,234,560,77,126,204,3,4,9,0,0,4,41,38,82,14841,9742,24587,868,1106,1977,281,4,282,82,0,88,34,8,46,134,65,197,64,102,172,16762,11441,28208,72,96,171,0,0,0,10,10,21,116,48,168,9,22,30,13,9,14,217,188,409,0,0,0,0,0,0,10,5,16,15,33,45,3,8,9,27,48,75,152,95,242,389,332,720,56,86,142,8,7,16,7,0,13,74,95,169,3489,4271,7767,1555,2628,4185,100,55,157,22381,18823,41206
SED26102,16,9,30,47,40,86,8,3,15,0,4,5,7,0,6,8477,6393,14873,439,455,893,198,9,206,23,0,23,73,25,103,50,40,84,239,198,439,9579,7183,16763,0,0,5,0,0,0,0,0,0,19,4,28,0,0,3,0,0,0,28,7,32,0,0,0,0,0,0,5,6,7,6,6,15,0,0,5,11,12,27,78,23,98,114,46,163,0,0,10,4,0,7,7,0,7,16,8,15,3160,3870,7034,1586,2607,4192,159,172,328,14606,13897,28499
SED26207,164,144,308,51,49,98,5,7,9,37,59,94,26,21,48,8818,5982,14800,402,605,1002,123,0,126,59,0,58,89,20,116,73,47,124,129,153,285,9968,7096,17067,55,47,103,0,0,0,23,17,42,57,46,97,7,6,22,3,6,4,144,127,265,0,0,0,14,17,37,15,13,22,0,18,16,0,0,0,29,46,75,88,61,150,266,232,494,44,40,82,9,0,10,8,3,7,53,49,102,3696,4909,8608,1312,2270,3581,74,69,143,15366,14625,29984
SED26303,491,481,968,101,135,235,0,4,4,266,358,626,36,48,84,6050,4919,10969,217,374,591,82,0,79,108,15,122,860,561,1420,71,67,132,365,485,851,8649,7440,16090,60,38,95,0,0,0,69,92,159,30,31,58,10,14,23,37,31,69,206,204,406,0,0,0,35,55,87,0,5,10,3,4,8,3,6,5,42,68,114,110,88,202,365,355,722,57,62,112,6,4,9,11,9,19,71,69,135,7577,9210,16784,1744,2913,4660,52,43,98,18449,20035,38487
SED26406,698,710,1403,190,290,484,5,0,5,20,33,57,64,52,119,8956,6454,15410,333,636,973,97,3,104,86,7,101,190,58,252,126,65,191,416,496,911,11179,8818,19997,147,166,312,0,0,0,70,85,155,88,59,149,13,22,39,31,15,48,342,349,691,0,0,0,7,11,14,10,11,21,8,37,47,11,13,26,45,66,113,92,67,162,484,483,966,100,108,213,3,18,21,7,5,7,112,128,245,6553,6833,13386,1694,2683,4380,95,52,139,20114,18994,39112
SED26504,4,0,4,75,73,149,3,5,3,3,5,6,18,21,37,9121,7959,17085,681,692,1373,191,5,192,52,9,67,216,77,298,115,60,175,740,676,1415,11219,9582,20803,4,0,4,0,0,0,0,0,3,4,4,4,0,0,0,0,0,0,4,4,14,0,0,0,0,0,0,4,0,9,0,0,7,5,4,8,11,9,19,105,55,162,120,69,191,0,0,0,0,0,0,10,0,10,12,0,12,1567,1940,3508,1211,2041,3246,119,117,232,14249,13748,27994
SED26603,845,859,1695,78,107,194,8,0,3,141,235,376,63,59,121,10012,6532,16544,440,621,1058,133,3,139,119,17,137,350,172,520,103,62,170,192,276,470,12488,8952,21433,131,140,272,0,0,0,105,104,210,73,39,111,10,40,45,30,21,57,354,345,700,0,0,0,38,48,80,10,4,18,3,18,18,10,4,12,61,73,132,108,80,190,519,497,1015,100,102,200,6,11,15,8,8,17,114,117,234,6081,7245,13328,1840,3005,4841,97,67,167,21133,19882,41018
SED26708,25,11,33,25,18,45,4,0,3,7,0,5,29,8,36,10123,8298,18423,577,620,1199,269,3,273,123,26,154,105,36,146,133,68,206,876,690,1570,12294,9790,22090,0,3,3,0,0,0,0,0,0,9,8,17,0,0,4,0,0,0,8,11,22,0,0,0,0,0,0,6,0,6,0,5,9,0,0,0,15,5,21,97,47,145,124,69,187,5,3,4,0,0,0,17,0,18,18,7,25,2762,3021,5776,1252,2130,3385,158,132,289,16607,15147,31749
SED26806,857,804,1665,54,74,133,6,0,7,836,1045,1885,78,85,165,6655,4527,11181,249,435,683,22,0,22,182,28,208,617,284,906,130,92,224,1411,1661,3068,11102,9048,20150,94,75,170,0,0,0,202,226,434,27,23,55,6,7,18,43,26,76,381,365,748,0,0,0,25,28,54,0,7,7,9,4,7,3,5,7,34,39,74,138,139,271,550,540,1094,111,97,209,8,4,10,12,15,30,129,121,247,9783,10697,20487,1827,2681,4504,86,77,164,23483,23163,46639
SED26903,583,579,1161,119,206,325,9,0,9,148,236,379,37,50,86,8763,5870,14633,365,591,956,118,4,124,119,22,140,322,142,468,90,53,143,185,243,427,10860,7985,18842,94,139,230,0,0,0,56,59,116,57,39,93,9,29,41,26,27,48,243,287,534,0,0,0,31,46,78,6,3,4,9,13,25,7,6,11,45,73,121,117,92,206,402,451,860,99,94,196,9,11,22,10,4,17,126,113,236,4626,5749,10376,1536,2444,3982,87,57,142,17638,16805,34438
SED27003,497,474,969,78,100,181,4,4,5,876,974,1850,70,93,159,6074,4345,10416,159,363,522,39,0,42,154,33,187,1127,606,1736,109,87,193,1549,1722,3275,10737,8798,19536,50,41,92,0,0,0,121,160,278,16,19,32,7,13,17,55,23,78,250,255,504,0,0,0,30,26,62,5,5,6,5,3,3,8,5,12,45,39,87,155,144,296,449,435,888,69,60,131,3,3,11,19,12,30,92,76,172,10731,11423,22155,1815,2788,4604,81,74,158,23910,23600,47510
SED27101,484,425,906,94,134,233,10,0,9,0,0,7,22,21,45,8291,6305,14599,371,572,944,85,0,90,56,4,65,96,11,106,65,48,108,198,271,470,9785,7793,17574,111,128,244,0,0,0,29,43,75,61,44,103,12,15,26,20,20,37,232,248,483,0,0,0,0,3,4,8,13,14,5,11,21,8,6,16,27,27,54,75,54,136,332,334,672,57,73,131,4,5,12,5,6,5,60,84,145,5600,5673,11276,1442,2494,3931,68,53,120,17293,16426,33721
SED27208,26,12,37,17,43,61,8,0,10,5,0,4,14,12,29,9633,8208,17837,626,705,1332,253,8,263,29,3,38,95,28,119,88,28,123,647,561,1215,11442,9612,21052,5,4,7,0,0,0,0,0,0,14,7,14,0,0,0,0,0,0,16,9,25,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,4,7,9,90,42,134,106,60,169,3,6,8,0,0,0,8,3,11,13,8,22,1669,1945,3610,1122,1904,3025,137,104,244,14488,13631,28117
SED27305,111,69,177,57,77,134,0,0,3,0,0,0,22,13,31,9595,7187,16779,458,591,1051,122,3,125,51,9,60,39,10,48,58,40,96,65,69,126,10585,8060,18641,24,30,47,0,0,0,0,4,7,83,34,124,8,3,8,6,5,8,125,75,197,0,0,3,0,3,3,7,6,10,13,17,29,4,0,9,27,16,46,81,39,118,224,131,357,26,34,57,4,0,3,5,0,3,27,36,65,3457,4020,7471,1160,2077,3237,46,44,91,15495,14372,29865
SED27406,381,332,713,51,76,130,6,0,6,0,0,0,9,12,21,6962,5573,12535,271,431,706,52,4,55,64,3,73,164,53,217,50,45,100,304,414,723,8334,6943,15273,53,40,86,0,0,0,26,32,54,48,47,90,8,23,29,19,6,25,151,142,292,0,0,0,0,0,0,3,5,8,6,4,11,0,0,8,9,13,24,55,51,104,212,202,421,26,27,59,0,0,6,3,0,3,33,28,60,6455,6889,13341,1388,2454,3837,63,51,116,16483,16565,33047
SED27504,6,9,11,29,40,72,5,0,6,3,0,7,25,34,61,12201,10156,22359,815,1056,1877,182,3,191,77,20,93,170,67,238,82,46,123,568,535,1096,14169,11973,26138,0,0,4,0,0,0,0,3,3,3,5,7,0,0,0,0,0,0,3,8,15,0,0,0,0,0,0,3,0,10,5,4,10,4,0,0,14,11,24,113,74,186,131,96,224,0,0,3,0,0,0,5,3,15,10,7,17,1330,1797,3127,1008,1953,2960,154,106,263,16803,15928,32724
SED27608,125,74,198,106,163,260,6,0,6,5,9,9,28,36,66,14929,12412,27342,785,949,1737,165,4,168,58,6,64,163,53,211,85,45,126,243,270,521,16702,14017,30715,9,8,15,0,0,0,5,9,9,51,18,64,3,0,8,12,4,17,83,36,116,0,0,0,0,0,0,11,5,19,6,17,27,10,5,13,26,33,58,144,76,216,250,148,397,29,20,42,10,6,13,4,7,11,42,21,65,4797,5724,10524,2016,3665,5689,61,70,126,23873,23640,47517
SED27708,8,9,15,47,32,87,4,0,9,0,0,3,23,28,49,10943,9609,20552,736,821,1556,184,4,188,78,17,97,152,49,199,89,39,132,610,539,1149,12872,11159,24032,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,5,0,9,0,4,10,0,0,0,12,10,18,107,53,159,123,63,184,0,0,0,5,0,6,5,0,6,10,4,14,1580,2012,3591,1268,2109,3376,111,108,224,15962,15457,31417
SED27807,570,707,1283,108,170,279,4,0,4,0,4,8,73,46,123,10597,6195,16793,566,957,1526,187,5,191,64,12,70,59,22,84,103,44,148,121,171,295,12463,8337,20802,113,189,300,0,0,0,32,58,90,93,82,172,20,35,53,21,11,35,278,376,648,0,0,0,0,4,4,9,10,17,11,17,35,3,9,12,21,43,71,132,90,223,432,508,939,89,148,235,6,8,10,3,0,7,103,155,256,2152,2664,4819,1220,1747,2963,113,80,195,16481,13485,29968
SED27907,254,234,491,43,79,123,11,0,14,9,11,22,25,23,42,10846,7609,18454,577,577,1158,220,8,227,49,4,54,37,6,46,72,41,112,138,135,276,12281,8736,21012,24,38,63,0,0,0,10,10,16,75,58,125,14,12,28,12,4,12,132,111,242,0,0,0,3,3,4,6,12,20,8,7,15,3,4,3,20,21,41,115,52,160,268,184,450,41,30,78,0,8,4,6,0,6,47,39,82,2866,4193,7058,1512,2617,4130,70,47,119,17036,15813,32853
SED28007,397,399,795,40,66,108,8,0,6,0,4,4,32,24,63,13622,9099,22719,693,934,1627,270,3,276,56,3,58,18,6,29,117,59,176,52,97,141,15317,10693,26011,68,99,167,0,0,0,6,28,34,113,69,184,11,32,42,4,8,12,201,239,440,0,0,0,0,0,4,3,12,13,8,18,24,0,0,0,17,28,39,123,75,196,336,341,675,50,66,119,0,0,4,11,0,10,62,77,135,3605,5071,8680,1813,2797,4610,74,43,120,21211,19019,40228
SED28107,754,970,1729,89,221,312,9,0,13,3,4,12,139,155,295,20897,11711,32603,1106,1579,2681,468,5,470,109,8,119,90,21,107,313,112,426,111,235,348,24091,15011,39101,161,330,490,0,0,3,20,47,65,252,150,400,26,89,119,28,20,50,493,637,1129,0,0,0,0,0,0,10,9,18,15,33,47,3,12,19,32,53,84,282,124,403,807,809,1615,201,361,560,11,13,18,11,6,19,222,378,600,6829,7035,13864,2521,3500,6021,239,110,343,34711,26839,61547
SED28203,436,539,971,84,173,259,3,0,4,4,0,4,88,48,135,12763,7771,20537,606,878,1489,274,7,284,50,4,56,67,13,82,128,75,202,89,150,235,14586,9672,24255,112,209,315,0,0,0,14,32,46,125,57,183,11,29,33,14,16,29,274,333,603,0,0,0,0,3,7,8,10,16,13,25,37,4,3,10,28,43,70,103,70,172,399,447,850,83,106,188,4,4,12,6,4,14,98,116,215,2537,3212,5748,1251,2000,3252,142,81,225,19024,15531,34547
SED28301,63,56,121,232,273,502,9,0,5,0,3,9,19,6,24,8033,6133,14171,344,597,942,163,0,163,38,0,42,28,10,31,55,42,102,120,152,275,9097,7280,16380,52,19,73,0,0,0,5,0,5,36,23,66,0,4,8,4,0,8,102,50,146,0,0,0,19,11,33,38,26,57,8,27,31,4,3,10,68,66,131,67,47,107,231,159,389,26,27,52,4,11,14,0,0,4,31,37,68,5054,5116,10166,1306,2221,3528,43,39,86,15777,14846,30616
SED28408,68,21,89,53,94,150,4,0,5,4,0,4,41,49,90,9455,8316,17767,671,767,1435,94,4,99,40,6,44,167,45,211,50,23,75,397,458,859,11047,9785,20836,0,3,7,0,0,0,11,0,15,21,6,25,0,0,0,3,0,11,38,10,54,0,0,0,0,0,0,3,4,7,6,18,21,7,13,12,15,28,40,86,64,149,138,108,242,8,13,22,3,4,9,3,0,3,23,16,34,2014,2489,4498,1159,2156,3315,74,78,149,14455,14622,29078
SED28507,593,619,1213,76,141,216,4,0,4,3,0,0,51,52,105,13369,8503,21871,788,1031,1818,214,4,221,74,9,90,65,19,81,122,58,180,161,187,345,15531,10634,26164,120,162,286,0,0,0,28,57,82,142,85,224,20,36,50,30,12,43,338,350,687,0,0,0,0,0,0,13,12,22,9,15,28,4,5,8,29,30,64,146,84,225,514,463,979,123,197,319,4,3,7,6,0,6,135,199,337,4445,5014,9463,1738,2805,4538,97,93,186,22455,19211,41661
SED28607,612,566,1180,69,93,163,5,0,9,4,7,8,35,26,60,8449,5632,14080,367,461,826,100,0,103,90,18,102,320,125,435,69,66,130,312,362,678,10432,7349,17781,70,103,176,0,0,0,51,67,118,50,56,106,18,23,36,46,27,69,231,276,503,0,0,0,7,7,14,6,4,8,0,10,7,5,0,4,15,20,36,92,38,125,339,333,671,65,65,129,3,0,4,4,0,3,66,73,135,7195,8674,15861,1632,2763,4393,62,50,115,19728,19235,38960
SED28704,433,362,797,44,69,111,3,0,4,0,0,5,34,18,51,17313,12240,29551,781,857,1644,392,10,406,56,7,64,37,14,54,105,52,158,152,224,378,19353,13859,33202,83,91,168,0,0,0,8,16,24,148,87,238,15,16,35,20,6,27,271,217,490,0,0,0,0,0,0,6,6,11,0,21,21,0,4,4,7,26,36,158,68,223,438,309,749,64,75,140,0,0,0,4,4,12,75,77,152,4810,6332,11148,2031,4082,6113,108,73,182,26813,24725,51542
SED28803,506,482,990,101,155,260,12,4,15,4,3,7,122,49,173,21520,13360,34885,1088,1344,2431,500,5,505,53,0,57,35,8,43,201,101,302,98,159,252,24240,15670,39914,105,208,319,0,0,0,13,27,42,154,104,257,25,52,81,16,9,30,316,406,721,0,0,0,0,0,0,16,8,23,15,29,53,7,6,17,37,44,88,226,123,352,586,576,1165,104,177,287,6,11,16,5,3,10,118,195,311,4405,5753,10157,2052,3378,5430,174,113,290,31573,25687,57261
SED29797,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,22,7,30,0,0,0,14,0,14,0,0,0,0,0,0,92,7,98,13,6,17,139,18,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,22,170
SED30001,88,106,199,386,643,1029,3,0,4,0,3,3,49,43,96,10948,8310,19255,539,876,1417,228,0,233,161,17,180,49,12,62,92,32,131,102,113,209,12647,10168,22819,33,47,73,0,0,0,0,0,0,66,62,127,3,12,21,0,3,4,98,124,223,0,0,0,0,0,0,66,63,127,18,59,74,5,6,13,87,123,210,118,83,204,311,332,640,29,42,72,5,17,26,8,6,4,44,58,103,1724,2191,3919,996,1640,2634,77,54,133,15802,14445,30247
SED30002,362,372,743,257,343,600,0,0,0,4,0,4,36,29,69,8202,6906,15111,388,666,1055,154,8,167,174,15,190,87,6,100,79,33,108,126,128,254,9869,8515,18391,39,34,79,0,0,0,0,0,0,102,77,176,16,13,29,15,3,23,175,137,309,0,0,0,0,0,0,22,46,61,13,35,44,7,7,14,40,83,126,75,45,114,284,256,546,15,20,37,4,3,7,0,0,0,25,22,46,2590,2773,5361,1183,1953,3137,58,34,88,14007,13566,27576
SED30003,234,252,485,38,60,100,4,3,5,0,0,0,32,13,54,8919,8084,16998,560,699,1258,242,3,245,198,19,213,57,17,68,105,31,132,104,142,247,10490,9324,19812,37,49,90,0,0,0,0,0,0,85,96,187,8,20,26,17,0,16,155,170,319,0,0,0,0,0,0,4,7,7,5,16,18,5,0,5,16,18,30,92,51,144,262,231,497,19,23,43,0,5,6,5,4,3,22,25,56,1538,1968,3502,1163,1814,2982,78,57,137,13560,13425,26981
SED30004,8,0,8,95,99,196,5,3,7,0,0,0,15,15,27,8172,8119,16290,460,657,1117,158,0,164,153,20,174,145,52,195,149,69,223,212,228,435,9561,9268,18831,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,3,8,5,6,33,39,9,7,10,21,39,60,86,62,154,114,105,221,0,0,0,6,11,18,9,4,7,14,17,31,1759,2330,4089,2139,2830,4973,59,43,101,13648,14594,28239
SED30005,75,77,146,84,193,274,0,0,0,110,139,245,32,53,87,8741,7850,16595,445,779,1224,117,4,120,173,30,199,125,71,195,101,39,144,283,355,639,10292,9587,19877,19,30,50,0,0,0,9,8,12,30,25,50,0,7,9,9,4,8,65,65,133,0,0,0,28,60,90,3,6,10,12,23,27,8,6,11,46,90,140,118,93,208,229,251,480,16,26,46,16,14,33,7,8,21,39,54,94,1209,1652,2860,1190,1893,3082,71,74,140,13026,13501,26528
SED30006,54,42,94,26,55,79,0,0,4,6,12,15,10,8,21,7311,6298,13612,310,485,798,115,0,117,72,11,89,53,19,79,76,44,123,106,125,231,8136,7106,15241,0,7,13,0,0,0,0,4,4,25,21,42,3,0,0,5,0,9,32,33,70,0,0,0,0,6,9,0,4,4,4,8,10,3,0,7,12,17,32,57,54,114,109,101,208,8,11,12,0,3,3,7,0,7,7,9,22,1851,2264,4113,846,1249,2097,46,70,111,10991,10797,21789
SED30007,17,13,21,79,121,199,4,0,0,0,0,0,17,19,30,8585,8686,17271,421,658,1076,162,3,163,108,3,110,116,33,147,95,32,124,119,150,272,9725,9720,19446,3,0,3,0,0,0,0,0,0,16,13,27,3,0,3,0,0,0,18,13,34,0,0,0,0,0,0,6,4,12,8,10,20,6,0,7,20,21,43,87,50,137,120,83,209,4,0,5,4,0,4,4,3,7,18,4,23,1730,2254,3980,1237,2072,3317,55,56,118,12883,14199,27084
SED30008,441,497,935,305,444,747,251,259,511,0,0,0,58,57,111,8383,7415,15793,403,694,1093,90,5,92,251,39,291,314,68,383,92,50,149,230,288,517,10814,9811,20624,52,55,112,0,4,7,0,0,0,39,59,99,14,16,30,17,9,25,126,149,275,52,76,122,0,0,0,13,21,37,12,23,34,9,10,20,84,130,213,151,105,262,356,389,744,23,24,45,14,21,36,4,9,7,43,45,86,3971,4436,8404,1230,2154,3384,47,44,90,16468,16878,33341
SED30009,5,0,3,52,42,93,0,0,7,3,0,3,22,38,58,7288,7184,14472,663,838,1499,136,0,141,136,11,143,108,30,137,51,31,83,176,214,391,8634,8391,17029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,4,4,4,4,3,9,7,14,86,45,127,94,46,143,0,0,0,0,3,5,0,0,3,0,0,8,290,497,786,728,1116,1842,65,55,117,9817,10112,19925
SED30010,282,369,654,38,53,96,0,0,0,0,0,0,41,54,93,11156,8635,19793,846,1009,1854,240,16,253,198,15,214,34,4,39,83,44,129,103,88,187,13031,10289,23317,37,60,98,0,0,0,0,0,0,82,105,189,19,39,57,23,13,33,162,217,379,0,0,0,0,0,0,11,3,13,5,9,14,3,0,5,17,17,30,139,94,230,316,332,648,36,54,87,0,0,3,7,4,11,44,60,102,1111,1744,2853,1156,1812,2974,98,85,183,15746,14316,30068
SED30011,8,0,4,944,255,1195,3,0,10,0,0,0,8,17,25,10918,7902,18822,1222,963,2183,391,15,409,107,22,127,80,42,118,363,127,486,751,657,1402,14802,9989,24790,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,10,14,0,14,0,0,0,0,0,0,46,22,64,8,3,12,23,13,34,80,34,111,238,75,311,328,109,438,9,3,12,29,0,33,22,4,19,53,5,65,788,1074,1861,1433,1301,2734,130,95,232,17531,12578,30113
SED30012,66,41,107,77,132,208,4,5,10,0,3,5,22,25,43,8064,7852,15914,342,505,837,129,5,129,119,19,137,207,96,301,68,30,105,208,276,491,9306,8977,18283,8,14,18,0,0,0,0,0,0,17,18,36,4,5,3,4,0,4,30,36,68,0,0,0,5,16,20,8,3,9,4,6,4,3,6,12,19,31,54,88,72,161,137,143,278,7,16,20,5,5,13,0,0,0,11,13,31,1676,2226,3900,1076,1750,2829,51,61,110,12258,13177,25434
SED30013,5,0,0,66,44,108,4,0,4,0,0,0,3,6,8,6685,6419,13105,472,574,1050,202,9,205,91,7,96,43,26,70,72,35,110,336,280,616,7974,7397,15372,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,4,7,6,0,0,0,0,0,0,17,0,16,0,3,10,0,0,0,19,3,22,43,38,81,70,41,112,0,4,4,0,0,0,4,0,0,8,4,9,859,1012,1870,1148,1333,2476,88,66,152,10137,9849,19990
