SED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
SED51804,0,0,5,3,16,6,17,24,4,3,7,4,0,0,3,96,0,0,4,10,52,11,12,25,0,0,0,0,0,0,4,128,11,8,24,46,47,66,82,30,14,14,16,7,13,6,15,393,0,9,24,63,155,131,341,110,15,18,17,25,11,8,13,948,8,4,3,11,25,14,29,11,4,0,0,5,0,0,0,117,0,0,0,0,6,11,8,3,0,0,0,0,0,0,0,26,0,0,0,0,4,12,22,11,3,3,7,9,0,0,3,80,76,184,628,553,483,480,805,440,49,72,70,108,58,25,108,4129,3,0,29,51,63,57,94,67,14,29,23,24,36,10,13,528,0,0,3,13,12,5,0,9,0,5,0,3,0,0,4,62,21,38,146,147,192,238,410,304,47,70,87,161,47,14,28,1949,208,433,1108,1250,1605,1521,2609,1538,251,331,362,568,332,127,288,12529
SED51902,0,0,0,3,20,16,124,122,17,12,12,10,9,5,5,348,0,0,0,0,31,3,0,3,0,0,0,0,0,0,0,48,0,3,10,8,15,9,58,28,0,4,5,3,3,0,7,144,0,0,5,34,62,90,404,149,7,11,10,12,5,5,18,821,0,0,0,0,9,6,11,14,0,0,0,0,0,0,0,56,0,0,0,0,0,0,3,7,0,0,0,4,0,0,0,11,0,0,0,5,9,10,31,18,3,3,4,0,3,0,7,82,43,150,1190,978,898,533,959,304,13,17,17,8,6,5,144,5267,0,3,12,20,19,18,44,18,3,0,3,5,3,0,8,158,0,0,0,5,13,4,5,12,0,0,3,0,5,0,0,51,14,29,104,104,156,134,543,221,22,16,21,25,9,8,42,1446,92,395,1539,1449,1735,1258,3204,1581,140,103,127,140,92,36,336,12236
SED52006,0,0,4,3,30,27,93,95,12,15,18,21,9,0,5,334,5,0,5,4,13,4,7,3,0,4,0,0,0,0,4,44,0,3,10,8,11,4,12,7,0,0,0,0,0,0,5,60,0,7,13,21,32,80,341,155,24,9,25,8,9,3,11,740,0,3,0,3,0,6,8,10,0,0,0,4,0,0,0,29,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,5,10,13,35,35,10,3,17,9,3,4,0,149,97,281,1215,942,630,348,1322,765,57,40,41,41,18,10,130,5937,0,0,16,16,12,11,28,17,4,5,4,0,0,0,8,129,0,0,0,0,3,3,14,23,6,4,3,8,0,0,4,62,21,29,106,84,92,77,236,123,22,19,15,27,4,0,19,873,200,509,1576,1375,1257,828,2715,1730,163,152,164,194,74,53,255,11256
SED52102,0,0,0,14,50,55,334,264,22,34,33,32,8,5,15,874,0,5,5,4,21,13,12,4,0,0,0,0,0,0,0,58,0,0,7,30,41,24,57,25,0,0,0,0,3,0,9,204,0,0,4,8,58,35,161,56,11,6,5,3,15,0,5,379,0,0,5,0,3,14,84,46,7,0,3,12,9,0,0,178,0,0,0,0,0,9,23,19,0,4,5,6,0,0,0,58,0,0,0,0,29,20,59,31,6,6,11,7,3,0,0,171,44,129,808,583,503,216,350,188,13,12,7,12,13,5,59,2945,0,0,8,13,11,15,24,11,12,0,4,0,0,0,0,91,0,0,0,7,15,14,14,15,5,0,4,0,6,3,5,93,10,38,131,120,204,232,620,290,55,36,43,36,20,6,31,1867,112,369,1212,1090,1439,1124,3683,2130,296,218,260,273,141,43,239,12625
SED52205,0,0,0,0,29,19,96,157,41,19,42,29,16,6,11,471,0,0,3,3,52,10,8,5,0,5,0,6,0,0,5,103,0,8,6,10,15,15,32,10,0,0,4,3,0,0,0,112,0,9,21,40,64,62,159,53,7,0,14,8,10,7,4,464,0,0,0,0,7,8,3,10,6,0,0,0,5,0,3,41,0,0,0,0,0,4,12,11,0,4,5,0,0,0,0,29,0,0,0,0,13,6,33,17,6,0,0,3,10,3,5,102,75,142,716,601,634,437,787,438,42,40,61,87,39,8,75,4170,0,9,16,25,42,40,72,59,19,7,15,16,8,9,10,357,0,0,0,14,12,11,7,10,0,6,0,4,3,0,0,67,18,46,356,306,311,359,518,341,55,65,88,124,54,15,52,2712,201,827,1748,1409,1760,1440,2584,1719,294,233,350,452,222,71,336,13648
SED52301,0,0,0,5,38,33,114,150,31,25,15,24,12,5,11,458,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,12,9,3,16,3,0,0,0,0,0,0,5,50,0,0,8,16,22,25,205,141,7,14,12,8,8,9,3,477,0,0,0,0,3,6,13,6,0,4,0,0,0,0,0,35,0,0,0,0,0,3,6,13,0,0,3,4,0,0,0,35,0,0,0,3,4,15,32,24,11,13,0,6,9,4,6,127,39,123,529,284,152,107,281,160,12,15,10,6,3,3,70,1791,0,0,8,14,14,13,23,17,0,3,0,3,4,0,5,103,0,0,0,11,28,21,12,21,3,4,5,3,5,5,3,117,12,21,63,48,76,58,148,88,15,21,26,15,21,7,8,629,112,277,743,577,539,458,1238,934,132,147,118,106,93,52,156,5679
SED52404,0,0,0,10,45,26,34,22,4,5,4,6,4,0,6,160,6,4,0,10,109,11,10,18,5,0,0,3,0,0,0,174,0,3,8,38,20,26,25,10,0,0,4,0,0,6,4,138,0,3,10,40,85,208,472,196,34,40,39,33,7,23,3,1190,0,0,0,11,5,6,3,3,0,0,0,8,3,0,0,46,0,0,0,0,0,4,10,13,0,0,0,0,0,0,0,25,0,0,0,3,12,18,29,18,0,0,0,4,0,3,9,100,44,119,695,795,1110,733,1426,928,114,59,81,60,49,4,82,6299,0,0,7,13,21,21,44,34,3,8,0,5,12,5,0,183,0,0,0,22,31,14,10,8,3,0,0,3,3,0,4,95,11,24,117,159,285,306,484,251,28,25,36,24,16,5,26,1788,104,327,1073,1461,2417,1860,3349,2181,231,176,218,229,129,52,215,14027
SED52505,0,0,0,3,44,41,352,374,78,49,37,24,20,10,14,1042,3,0,0,5,39,13,17,5,0,0,3,0,0,0,0,86,0,4,11,56,141,191,500,223,41,42,43,33,18,0,9,1314,0,0,6,36,101,174,641,307,23,29,28,46,21,10,20,1445,0,0,0,3,38,73,304,280,31,29,16,15,12,0,5,799,0,0,0,0,7,23,31,41,6,5,22,20,3,0,8,166,0,0,0,12,25,14,66,25,3,5,9,3,5,0,4,171,15,97,543,541,727,350,780,472,47,31,40,20,13,6,76,3769,0,0,10,12,26,26,37,33,5,4,11,4,10,0,6,179,0,0,0,27,32,16,36,32,3,5,4,6,4,0,14,185,9,9,124,163,299,275,1095,580,71,98,64,71,31,18,74,2982,67,242,896,1200,2458,2282,8874,5972,834,757,692,719,362,111,481,25938
SED52604,0,0,0,3,47,36,36,36,12,8,12,18,5,0,6,222,0,0,0,14,100,16,13,13,4,5,0,0,0,0,0,166,0,5,6,34,43,50,52,19,10,0,3,8,7,0,5,248,0,0,4,36,92,247,800,354,52,32,52,48,39,21,19,1805,0,0,0,4,10,7,8,4,0,8,7,34,9,0,0,90,0,0,0,0,0,4,12,12,4,0,4,7,0,0,0,45,0,0,0,4,6,19,28,27,5,9,0,8,3,0,7,121,21,107,804,912,1603,1127,2573,1024,93,83,57,75,41,13,127,8659,0,0,7,21,28,33,43,24,5,4,3,5,12,0,3,185,0,0,0,16,42,13,10,13,0,6,5,4,9,0,0,116,10,30,130,149,264,279,603,253,43,57,45,65,43,7,39,2033,76,287,1149,1501,3004,2332,5090,2472,344,312,309,450,227,71,300,17916
SED52702,0,0,0,5,21,14,21,19,0,5,0,0,0,0,0,91,4,0,0,8,28,10,4,0,0,0,0,0,0,0,0,66,3,0,14,19,14,6,24,4,0,3,0,0,0,0,3,103,0,4,13,43,68,86,214,75,8,11,15,9,4,5,6,567,3,0,0,8,12,6,0,3,0,0,0,6,0,0,4,41,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,12,16,33,26,4,0,0,7,4,0,4,105,73,194,1312,962,845,494,830,256,23,17,16,13,15,7,123,5176,0,5,24,26,28,32,39,30,0,0,3,4,3,6,14,219,0,0,0,0,4,3,5,6,3,0,5,0,0,0,5,29,35,38,187,167,213,143,199,104,11,8,8,11,4,0,32,1171,229,562,1901,1635,1778,1099,1838,804,77,77,84,60,39,26,245,10458
SED52803,0,0,0,10,37,51,264,281,39,45,66,76,13,8,24,899,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,24,0,0,8,5,13,10,8,11,0,0,0,0,0,0,5,53,0,0,6,5,21,49,321,135,6,22,30,29,29,4,11,675,0,0,0,5,6,5,19,11,6,0,0,11,0,0,0,60,0,0,0,0,0,0,0,4,0,0,5,6,3,0,0,19,0,0,0,3,6,30,63,52,15,17,10,18,0,3,10,231,6,56,294,239,151,143,254,163,10,20,27,40,12,13,43,1460,0,0,3,6,9,5,18,21,0,3,0,0,0,0,6,78,0,0,0,4,9,4,9,19,3,0,0,9,6,0,0,64,4,22,53,55,85,100,511,289,55,59,101,122,64,39,31,1584,31,137,466,528,777,909,2826,1971,265,304,402,508,208,116,257,9712
SED52903,0,0,0,3,26,14,76,122,24,14,21,18,16,0,6,341,0,0,0,0,13,0,0,5,0,0,0,4,4,0,0,33,0,0,11,12,3,10,11,3,0,0,0,0,0,0,0,50,0,0,7,24,34,47,112,35,6,12,4,9,5,0,4,285,0,0,6,0,4,4,12,10,0,0,6,4,0,0,0,51,0,0,0,0,0,0,7,27,0,0,4,4,4,0,0,52,0,0,0,0,8,18,31,24,3,7,7,15,0,0,7,114,21,125,489,358,330,207,365,182,21,12,25,49,24,3,66,2265,0,3,7,23,16,16,25,21,4,3,11,11,4,0,0,142,0,0,0,4,6,0,13,10,4,6,4,0,0,3,5,57,6,28,74,80,99,80,207,142,31,48,50,183,82,45,32,1189,67,318,733,739,866,624,1325,928,145,166,218,457,194,66,219,7065
SED53004,0,0,0,18,45,14,27,28,12,0,5,7,0,0,8,154,5,0,3,10,39,19,18,9,0,0,0,4,0,0,0,111,0,5,14,18,47,18,33,7,0,0,3,0,0,0,0,154,0,0,8,39,72,116,415,175,23,29,23,25,13,5,7,944,0,5,10,8,12,5,12,3,3,0,0,4,0,0,0,64,0,0,0,0,5,0,8,13,0,0,0,4,3,0,0,35,0,0,0,0,10,14,30,36,7,4,4,8,3,0,0,114,62,188,805,685,870,540,1278,640,41,50,37,35,13,4,81,5329,3,0,7,26,14,21,29,23,3,0,3,16,6,3,0,156,0,0,0,33,39,24,27,16,11,4,5,5,4,0,5,178,13,32,153,144,260,177,386,223,31,25,26,30,3,0,23,1531,170,454,1344,1377,2057,1376,3175,1980,186,178,164,202,78,23,201,12958
SED53105,0,0,0,3,62,46,594,790,124,85,36,82,15,10,16,1861,0,0,0,4,32,7,3,0,0,0,0,4,0,0,0,53,0,0,0,12,27,30,126,66,5,5,0,5,4,0,3,286,0,0,0,28,68,83,400,168,27,0,20,25,13,8,20,862,0,0,4,0,6,14,69,42,3,5,3,3,4,0,10,166,0,0,0,0,0,3,16,27,5,0,0,3,3,0,0,70,0,0,0,0,14,18,56,34,3,0,3,17,0,0,15,171,41,140,1003,551,479,307,666,452,32,26,28,24,10,0,119,3884,0,0,9,5,17,15,36,34,4,0,0,0,0,0,3,131,0,0,0,6,18,22,25,23,4,3,0,9,3,0,5,114,5,23,140,141,264,251,733,309,49,53,42,39,31,9,102,2193,87,289,1325,980,1456,1369,4909,3452,428,357,325,427,170,58,500,16144
SED53204,0,0,0,4,88,62,197,231,28,20,20,27,7,0,5,698,3,0,0,14,73,24,14,14,0,0,0,0,0,0,0,147,0,0,3,23,42,41,84,35,3,3,5,6,5,0,6,255,0,0,5,27,64,130,640,241,33,40,27,35,19,8,14,1293,0,0,3,5,22,15,30,19,0,0,0,0,0,0,0,109,0,0,0,0,3,6,13,22,0,0,0,6,0,0,0,59,0,0,0,4,30,22,60,41,16,0,10,6,5,3,5,196,29,78,535,444,542,332,873,469,52,35,34,23,16,3,41,3504,0,0,3,12,11,18,49,14,3,0,0,4,3,0,4,132,0,0,6,66,556,339,222,145,34,30,6,25,10,5,35,1488,10,15,140,196,445,669,1273,590,93,58,52,58,32,7,39,3674,85,288,1046,1197,2646,2593,5751,3272,449,314,273,398,181,76,259,18819
SED53306,0,0,0,7,46,49,227,255,57,23,50,35,7,5,23,783,4,0,0,0,11,6,11,4,0,0,0,0,0,0,0,41,6,4,8,12,9,5,20,13,0,0,0,3,0,0,3,78,0,0,11,33,35,65,333,167,31,0,24,12,5,0,9,725,0,0,0,0,0,0,16,33,3,0,6,0,0,0,0,73,0,0,0,0,0,6,9,7,0,0,0,0,0,0,0,26,0,0,0,3,16,22,58,38,12,8,17,13,0,4,7,198,85,258,1319,826,585,344,1088,578,45,50,28,31,24,8,132,5406,0,3,9,11,12,12,30,20,6,0,4,4,0,0,3,120,0,0,0,0,8,3,18,18,9,7,9,6,3,0,3,76,23,36,96,106,104,72,363,222,23,21,35,34,12,0,23,1171,174,518,1656,1283,1188,900,2988,2143,292,197,252,268,102,44,304,12303
SED53402,0,0,0,7,52,38,84,131,24,11,25,25,12,0,10,413,10,7,13,21,92,33,16,20,0,0,0,0,0,0,9,216,0,7,9,38,68,47,48,16,5,4,0,0,0,0,0,246,0,0,12,24,72,81,119,52,8,10,5,15,4,0,5,397,0,4,15,23,15,15,32,38,7,12,4,33,21,0,4,229,0,0,0,0,0,8,23,40,3,3,0,15,0,0,0,109,0,0,0,14,22,28,52,39,6,5,7,3,8,5,7,198,47,104,569,470,505,352,516,285,31,25,27,28,4,4,71,3037,6,0,11,16,25,22,52,40,3,6,14,7,7,0,0,202,0,0,0,89,248,123,84,80,31,10,14,12,16,0,23,735,23,38,178,216,268,399,594,388,106,107,127,114,28,4,38,2628,175,446,1192,1359,2026,1756,2988,2282,470,404,481,545,217,36,279,14656
SED53502,0,0,3,8,53,69,426,455,78,52,64,84,39,4,18,1349,9,0,7,3,31,17,4,15,0,3,0,0,0,0,5,99,0,0,5,12,20,24,28,22,0,0,3,0,0,0,4,118,0,0,8,13,33,56,167,56,8,6,5,4,4,9,0,368,0,0,0,7,16,19,46,28,11,0,3,7,3,0,8,142,0,0,0,0,0,3,8,8,4,0,0,0,0,0,3,34,0,0,0,0,8,15,55,30,4,4,7,9,6,0,7,149,54,163,957,622,472,258,473,219,18,7,14,14,12,4,104,3400,0,0,0,19,29,21,30,27,0,10,4,3,0,0,3,147,0,0,0,16,38,22,33,21,6,4,6,8,0,3,10,165,14,33,147,126,157,175,472,264,47,44,26,50,31,17,56,1663,165,560,1564,1167,1452,1133,3079,2053,318,238,244,307,150,60,352,12837
SED53602,0,0,0,15,85,66,284,194,47,25,31,38,20,0,13,813,5,0,3,23,89,25,9,11,0,0,0,0,0,0,3,177,0,4,12,30,35,34,43,15,3,0,0,0,0,0,6,181,0,0,3,14,65,55,102,43,0,4,0,5,0,0,5,295,0,3,4,19,17,13,50,26,3,3,8,23,0,0,0,171,0,0,0,0,0,5,15,24,3,9,4,4,0,0,0,63,0,0,0,3,32,44,190,108,46,12,29,20,0,0,12,506,24,114,584,355,255,125,157,64,6,7,7,7,4,0,57,1787,0,0,4,11,3,14,19,3,4,0,3,0,5,0,0,76,0,0,0,173,852,577,569,380,78,79,67,98,48,7,130,3070,21,28,251,272,420,1009,2122,1043,312,270,305,328,104,27,145,6658,118,413,1372,1446,2671,2828,5339,3140,726,664,772,891,318,77,616,21385
SED53701,0,0,0,4,19,9,59,103,21,13,24,23,8,3,8,295,4,0,6,4,13,0,3,0,0,0,0,0,0,0,0,34,0,0,3,6,0,5,12,0,0,0,0,0,0,0,0,37,0,0,3,13,26,49,131,58,7,4,6,12,5,7,4,321,0,4,6,0,0,0,3,3,0,0,0,3,0,0,0,19,0,0,0,0,0,0,10,4,0,0,18,28,13,0,0,68,0,0,0,0,6,3,17,10,5,0,12,3,7,0,9,73,48,185,744,519,372,233,506,168,9,11,9,22,3,0,130,2965,0,0,13,19,12,10,8,14,0,0,5,0,3,0,3,92,0,0,0,5,15,3,9,12,0,0,0,0,4,0,8,57,11,27,113,68,76,56,118,64,12,12,14,63,15,106,32,790,116,371,1050,902,887,607,1204,666,97,76,126,213,90,117,278,6792
SED53802,0,0,0,24,61,78,165,199,49,20,25,30,9,6,11,667,12,10,15,17,71,19,26,27,0,0,0,0,0,0,4,201,0,3,15,35,62,48,66,18,4,0,0,0,0,0,9,265,0,3,7,41,174,144,224,65,8,0,0,11,6,0,6,691,0,4,10,22,19,17,37,38,6,10,5,26,4,0,4,209,0,0,0,0,0,0,24,51,0,9,6,16,4,0,4,120,0,0,0,9,19,26,70,47,15,7,10,4,4,0,9,232,36,112,523,298,339,172,285,153,15,12,18,12,4,3,33,2017,0,0,3,13,13,19,18,28,5,5,8,10,3,0,3,127,0,0,3,178,521,276,245,181,51,33,17,29,16,0,58,1613,38,40,208,276,351,551,869,606,204,125,128,156,52,11,73,3701,210,801,1626,1520,2485,2116,3994,3037,714,509,549,743,268,46,386,19000
SED53902,0,0,0,7,51,21,56,83,14,14,14,9,11,5,7,298,24,3,8,5,73,19,14,18,3,0,3,0,0,0,8,188,0,7,19,31,46,48,67,23,9,6,4,4,3,0,8,260,0,5,12,88,214,236,305,72,3,9,6,9,14,5,14,992,0,0,14,17,22,23,27,28,6,0,10,48,8,0,4,200,0,0,0,0,5,3,19,45,0,4,7,4,0,0,4,89,0,0,0,4,22,12,51,32,5,3,7,7,6,3,4,159,48,142,532,432,485,323,468,248,11,15,28,23,12,10,71,2860,0,5,13,11,18,32,34,29,4,3,7,7,3,0,6,171,0,0,0,123,230,90,77,79,10,16,27,29,14,4,39,739,49,63,151,191,275,448,589,385,103,97,124,148,71,17,61,2768,263,775,1316,1318,2090,1833,2895,2141,409,371,486,608,262,72,347,15185
SED54006,0,0,0,4,18,21,127,226,59,45,47,53,7,0,10,618,0,0,0,4,8,4,0,5,0,0,0,0,0,0,0,20,0,0,5,9,7,7,7,6,0,0,0,0,0,0,0,44,0,0,9,11,32,50,245,80,9,8,17,8,0,0,3,473,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,7,13,5,0,5,7,0,0,0,40,0,0,0,0,8,5,33,23,6,5,0,4,0,0,8,90,75,171,994,634,409,223,507,203,17,3,11,12,0,0,152,3415,0,3,15,28,8,11,23,9,0,0,0,0,3,0,3,108,0,0,0,3,10,0,8,4,0,4,0,6,0,0,0,41,3,18,76,65,79,63,143,65,5,3,19,14,16,4,58,622,159,412,1306,1029,920,622,1573,911,125,119,151,187,58,26,344,7937
SED54104,5,0,4,5,25,17,58,58,19,13,14,29,9,0,5,252,7,0,4,5,52,10,14,16,0,0,9,3,5,0,7,128,7,4,28,77,89,84,137,78,19,23,32,48,51,13,10,690,0,5,17,66,132,129,332,97,9,15,10,17,18,4,5,876,5,8,6,25,42,23,36,43,6,6,11,19,13,0,0,250,0,0,0,10,54,11,21,21,7,5,0,5,5,0,11,148,0,0,0,10,8,18,44,35,6,5,13,17,0,5,7,166,59,183,629,504,538,456,811,403,55,90,52,75,60,34,77,4028,0,3,23,41,46,42,113,84,20,24,25,30,45,23,13,534,0,0,0,43,48,16,31,30,15,16,19,38,8,4,5,263,25,35,150,149,259,291,558,420,119,129,156,231,126,19,36,2705,203,473,1196,1507,2141,1808,3578,2490,590,711,761,1143,746,186,303,17835
SED54203,0,0,0,4,20,22,89,97,19,16,16,26,3,9,7,327,0,0,0,3,19,0,8,0,3,0,4,0,0,0,0,41,0,0,3,9,10,5,8,8,5,0,0,3,0,0,0,54,0,0,5,19,33,63,193,38,3,4,3,7,4,0,4,372,0,0,3,0,4,0,11,10,3,0,4,7,3,0,0,53,0,0,0,0,0,0,9,11,3,0,10,9,0,0,0,46,0,0,0,0,3,9,37,28,10,13,10,9,0,4,7,121,28,140,586,420,414,230,401,198,25,18,29,51,15,5,105,2659,0,7,10,14,13,21,16,14,0,3,19,14,11,9,7,167,0,0,0,3,50,31,23,20,0,3,0,0,7,0,7,149,3,31,97,69,126,130,287,177,31,29,66,112,41,12,28,1233,88,320,866,817,1100,870,1762,1092,165,141,263,414,132,55,263,8343
SED54304,0,0,0,14,47,45,117,139,25,24,33,67,22,10,7,554,0,3,5,16,65,33,19,18,6,4,7,6,3,0,7,200,0,9,10,46,63,93,163,78,23,24,26,31,34,0,14,617,0,3,10,21,94,118,242,66,8,4,15,33,14,14,15,659,0,0,3,15,14,5,27,20,0,8,10,23,3,0,0,141,0,0,0,0,8,8,34,102,13,8,17,27,7,0,6,242,0,0,0,7,10,18,101,68,22,26,15,30,16,6,8,334,20,74,466,467,572,482,858,440,64,74,83,124,81,42,93,3947,0,4,8,14,35,45,77,68,26,23,32,63,25,12,17,461,0,0,0,138,240,62,78,77,14,27,28,40,14,12,22,752,27,27,142,205,257,407,658,648,198,251,343,555,250,52,93,4096,134,497,1125,1350,2244,2115,4210,3460,850,1083,1440,2017,996,337,563,22435
SED54403,0,0,0,9,41,48,364,491,90,61,77,76,19,5,21,1296,0,0,0,3,22,3,8,8,3,0,0,0,0,0,0,47,0,0,10,13,32,12,35,6,0,0,11,7,0,0,0,126,0,0,0,18,47,86,361,130,7,9,15,34,18,6,11,743,0,0,4,0,4,9,38,28,5,0,7,13,4,0,3,119,0,0,0,0,0,0,4,25,0,0,4,7,0,0,0,47,0,0,0,5,19,22,90,88,19,11,12,22,11,0,10,321,10,60,409,325,373,238,577,299,36,28,25,48,19,8,72,2526,0,0,4,3,4,21,25,24,0,7,3,11,0,0,5,116,0,0,0,4,20,5,14,29,4,8,10,10,0,0,0,96,6,8,77,87,141,163,626,368,69,63,75,125,66,21,52,1942,33,138,629,764,1292,1249,3930,2788,379,372,413,635,256,106,342,13331
SED54505,0,0,0,17,24,24,67,70,4,8,6,4,3,0,4,226,6,0,0,3,31,13,12,6,0,0,0,0,0,0,0,71,0,6,13,80,165,169,396,177,44,31,30,42,28,4,14,1185,0,0,13,32,104,111,222,91,23,8,16,0,5,6,9,645,5,6,5,17,68,126,305,240,27,32,27,48,27,0,0,923,0,0,0,0,22,40,49,38,4,5,8,11,6,3,0,178,0,0,0,10,21,24,32,15,6,11,0,6,0,0,0,128,67,141,574,424,532,263,552,275,29,27,32,40,15,0,56,3026,3,0,4,25,16,34,47,36,10,3,4,6,8,5,0,186,0,0,0,36,65,40,23,18,16,13,10,12,0,0,5,236,28,20,129,163,280,212,488,335,58,59,52,60,24,12,28,1951,166,391,1037,1258,2887,2406,6474,4176,671,578,587,671,331,81,328,22039
SED54605,0,0,0,6,49,38,108,124,21,15,12,29,10,3,9,419,4,0,0,3,15,3,3,7,0,11,0,3,0,0,0,60,0,0,5,18,8,11,11,8,0,0,0,0,0,0,0,67,0,0,8,15,52,49,152,93,7,13,11,17,0,0,4,424,0,0,0,0,5,0,7,0,4,0,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,4,12,16,36,53,8,5,7,3,7,0,5,169,84,286,1834,1208,898,426,956,464,29,29,21,26,27,0,130,6410,0,5,4,10,19,21,25,18,0,7,0,6,5,0,0,121,3,0,0,0,15,10,30,22,4,0,3,5,0,3,5,103,18,28,169,156,141,189,207,135,19,16,14,25,8,3,36,1160,144,530,2300,1731,1652,1133,2289,1453,144,154,128,186,83,35,273,12229
