SAL_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL41092,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,5,15,14,9,44,38,26,8,0,166
SAL41093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,8
SAL41094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
SAL41095,0,0,3,5,0,0,7,15,22,50,0,0,0,0,0,0,3,4,0,5,4,7,16,7,8,10,3,12,10,67,46,134,241,299,302,291,252,191,84,1845
SAL41096,0,4,17,26,18,28,60,47,19,225,0,6,16,21,22,22,9,4,4,94,8,16,50,38,30,22,16,22,14,219,142,439,1071,960,796,748,540,356,113,5156
SAL41097,3,0,4,18,21,23,42,31,22,162,0,3,6,13,13,7,11,11,8,78,3,9,25,21,7,17,15,14,12,128,64,231,492,427,372,399,341,176,75,2577
SAL41098,3,0,0,5,5,7,25,49,14,118,3,0,0,3,4,0,9,3,0,32,8,3,16,14,21,10,21,15,6,100,78,181,388,413,364,339,353,190,48,2354
SAL41099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41100,0,0,0,0,0,0,5,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,4,19,24,43,73,55,60,43,3,328
SAL41101,0,0,0,8,0,24,75,142,99,354,0,0,7,3,4,6,8,17,18,60,16,18,28,11,25,27,27,54,55,263,152,481,1012,848,843,857,734,641,340,5904
SAL41102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,9,3,5,0,0,0,0,48
SAL41103,7,18,69,97,87,155,199,202,91,922,0,6,64,97,146,152,97,42,22,631,38,41,130,109,77,85,55,82,57,672,435,1235,2624,2647,2047,2126,1553,861,283,13802
SAL41104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,6
SAL41105,9,11,50,98,91,136,150,99,29,668,6,7,48,114,146,98,60,21,9,519,35,49,105,79,86,62,61,31,13,525,516,1227,2470,2469,2319,2102,1256,423,94,12867
SAL41106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8
SAL41107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5
SAL41108,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,11,0,0,0,10,15,15,13,10,0,75
SAL41109,0,0,0,0,0,3,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,4,0,0,23,0,8,11,14,21,44,48,11,0,163
SAL41110,0,0,0,0,6,4,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,3,3,23,20,19,22,11,12,0,123
SAL41111,0,0,0,0,0,9,10,16,4,44,0,0,0,0,0,3,0,0,0,4,5,0,19,23,10,12,10,9,5,96,16,71,171,133,125,151,157,72,12,909
SAL41112,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,10,23,17,23,37,30,9,3,158
SAL41113,0,0,0,5,10,13,17,35,25,112,0,0,8,9,0,11,9,5,0,42,3,6,19,16,12,21,18,13,15,122,69,280,585,486,338,339,307,157,90,2654
SAL41114,4,0,0,0,0,0,21,38,49,117,0,0,0,0,0,0,3,4,7,19,0,3,22,14,15,11,19,12,8,104,74,292,743,787,679,561,508,235,147,4033
SAL41115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7
SAL41116,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16,4,4,22,16,18,25,18,7,7,116
SAL41117,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,7,14,15,3,0,53
SAL41118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,0,17
SAL41119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,5,4,10,0,0,32
SAL41120,0,0,0,0,0,0,23,60,50,134,0,0,0,0,3,4,3,12,3,27,4,8,9,4,18,9,20,23,22,113,52,156,347,334,332,313,368,381,221,2508
SAL41121,0,0,0,0,0,4,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,12,12,14,21,30,21,6,0,126
SAL41122,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,15,4,4,8,3,16,18,15,5,0,74
SAL41123,0,0,0,0,3,3,14,50,34,101,0,0,3,0,0,0,3,8,8,26,0,4,10,9,0,3,8,9,12,50,23,166,470,354,261,243,194,178,105,1981
SAL41124,0,0,0,0,0,3,12,22,25,61,0,0,0,0,0,3,0,10,7,19,4,0,4,11,12,10,5,10,11,63,35,110,264,223,242,191,147,111,70,1414
SAL41125,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,14,0,3,7,12,22,22,11,4,3,81
SAL41126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,3,0,0,11,7,3,11,0,0,45
SAL41127,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,5,3,0,0,31
SAL41128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,15
SAL41129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,5,0,10,10,12,9,5,3,51
SAL41130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,4,8,8,0,34
SAL41131,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,4,7,0,11,19,19,3,0,70
SAL41132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,10
SAL41133,0,0,0,0,0,5,14,28,7,56,0,0,0,0,6,3,5,0,0,10,0,0,4,4,0,5,18,16,8,50,4,9,16,25,25,51,112,111,37,388
SAL41134,0,0,0,0,0,0,6,14,0,21,0,0,0,0,0,4,5,0,4,14,0,0,0,3,0,4,5,4,5,23,9,24,28,38,38,36,38,30,12,260
SAL41135,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,3,12,3,6,24,37,40,48,42,33,10,256
SAL41136,0,0,3,4,12,34,56,62,44,226,0,3,3,6,15,20,26,7,14,104,15,12,38,17,21,28,31,16,23,207,92,236,508,470,485,518,352,204,156,3017
SAL41137,0,0,0,0,0,7,18,27,12,69,0,0,0,0,8,7,0,0,0,11,7,0,13,3,15,16,13,12,6,88,36,49,170,165,225,247,214,115,32,1256
SAL41138,0,0,0,0,0,10,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,3,0,0,26,4,9,20,29,60,81,45,3,0,245
SAL41139,0,0,0,0,0,0,0,6,3,15,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,9,10,27,51,55,69,73,45,24,6,357
SAL41140,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,6,0,8,24,17,36,22,8,9,125
SAL41141,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,13,0,0,30
SAL41142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,4,4,16,13,0,0,0,40
SAL41143,0,0,0,0,5,22,32,33,12,99,0,0,0,0,0,4,0,0,0,6,10,11,29,26,30,37,34,26,11,211,36,56,104,146,189,291,304,153,40,1321
SAL41144,0,0,3,0,0,4,7,10,12,46,0,0,0,0,0,0,0,0,4,6,0,0,4,10,4,10,10,4,0,41,24,59,171,180,148,176,121,57,28,967
SAL41145,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,11,6,17,3,9,0,55
SAL41146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,3,7,0,0,0,0,20
SAL41147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,4,0,0,0,26
SAL41148,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,10,15,13,4,0,63
SAL41149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,16,18,4,0,0,56
SAL41150,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,17,11,27,47,61,65,47,49,16,5,325
SAL41151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,9
SAL41152,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,11,5,3,3,0,45
SAL41153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,10,7,0,0,39
SAL41154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8
SAL41155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,3,12,12,11,11,3,0,0,58
SAL41158,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,8,11,5,19,26,20,0,90
SAL41159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,17,11,19,13,0,0,60
SAL41160,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,6,0,4,0,35
SAL41161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,8,5,10,10,5,0,3,61
SAL41162,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,10,17,27,14,0,81
SAL41163,0,0,0,0,0,0,9,7,3,21,0,0,3,0,0,0,0,0,0,4,4,4,5,18,10,19,12,7,15,94,20,34,111,106,83,130,93,45,24,654
SAL41164,0,0,8,5,7,3,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,18,5,10,46,20,30,11,4,3,0,129
SAL41165,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,7,5,3,0,30
SAL41166,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,7,7,3,4,33
SAL41167,0,0,3,5,3,11,28,31,40,132,0,0,3,0,0,0,3,5,9,29,9,12,51,29,16,10,7,12,8,164,100,528,1341,778,571,524,377,217,118,4556
SAL41168,0,0,11,4,7,12,30,27,24,111,0,0,4,0,0,5,0,0,0,19,4,10,25,16,24,17,18,11,11,127,69,291,693,605,448,430,328,150,86,3098
SAL41169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,11,6,4,0,0,38
SAL41170,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,8,11,0,0,29
SAL41171,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,13,15,12,29,5,0,83
SAL41172,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,10,0,0,15,11,10,18,11,15,21,8,0,0,94
SAL41173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,4,3,3,8,7,0,0,32
SAL41174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,4,6,12,11,11,0,53
SAL41175,0,0,0,0,0,3,10,16,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,6,0,25,3,22,29,27,32,72,107,53,3,349
SAL41176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,7,5,0,32
SAL41178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,8,3,3,11,5,0,0,0,34
SAL41179,0,0,0,0,0,0,6,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,11,0,11,11,7,4,0,46
SAL41180,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,5,8,13,8,3,0,51
SAL41181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,6,10,6,0,43
SAL41182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,4,13,13,5,0,0,48
SAL41183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,8
SAL41184,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,5,5,28,20,33,27,12,4,0,133
SAL41185,5,3,23,34,35,39,82,118,58,393,0,0,35,45,54,37,38,25,15,245,16,32,42,52,57,27,40,30,4,291,189,509,1061,1039,927,879,733,437,152,5925
SAL41186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,13
SAL41187,0,0,0,0,3,12,16,14,8,51,0,0,0,4,0,0,0,0,3,10,3,5,8,18,15,18,16,9,0,98,28,119,212,195,209,244,174,59,17,1250
SAL41188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41189,3,5,26,16,19,40,79,131,63,378,0,0,13,7,0,13,8,7,4,58,39,43,98,96,101,76,74,65,15,603,202,390,965,717,788,885,653,439,155,5195
SAL41190,3,3,9,4,15,17,65,64,26,204,0,0,5,3,6,0,0,4,0,12,27,20,65,55,67,84,79,52,15,462,109,213,600,498,571,624,526,252,72,3479
SAL41191,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,12
SAL41192,0,0,5,0,4,9,21,44,20,89,0,0,0,0,0,0,0,0,0,0,0,6,11,4,13,7,13,24,9,87,15,35,81,84,120,218,279,201,84,1123
SAL41193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL41194,0,0,0,0,0,9,13,27,28,77,0,0,0,0,0,0,0,0,0,8,4,3,0,7,3,11,14,13,13,64,28,66,147,176,202,326,417,377,158,1897
SAL41195,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,8,3,12,15,17,9,9,10,0,85
SAL41196,0,0,0,0,4,0,3,10,0,27,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,17,21,12,10,61,3,10,34,17,54,97,92,56,10,370
SAL41197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7
SAL41198,0,0,0,3,0,0,8,9,8,26,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,4,22,11,0,44,4,25,67,43,66,125,181,80,6,608
SAL41199,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,9,23,22,15,5,74
SAL41200,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,5,3,7,3,13,23,22,0,0,80
SAL41201,3,4,18,15,25,48,145,187,135,589,0,0,5,0,0,0,7,3,0,20,57,57,134,123,121,131,121,98,55,889,335,789,1804,1609,1774,1898,1615,957,429,11214
SAL41202,0,0,0,0,4,7,23,13,10,52,0,0,0,0,0,0,0,0,0,0,3,0,5,5,8,13,5,7,4,54,27,30,62,71,107,150,144,64,21,674
SAL41203,0,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,8,18,16,39,37,38,25,6,187
SAL41204,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,6,6,26,33,9,0,82
SAL41205,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,6,16,10,26,50,40,22,4,176
SAL41206,0,0,0,0,6,6,23,23,28,88,0,0,0,0,3,0,4,0,0,12,3,9,10,8,12,14,6,23,36,123,67,145,365,353,476,452,369,210,148,2599
SAL41207,0,0,3,3,0,9,18,21,4,57,0,0,0,5,0,0,0,0,0,0,0,5,15,11,10,13,16,9,10,88,57,158,402,404,400,341,354,155,39,2314
SAL41208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,10,3,6,9,5,12,11,4,6,0,57
SAL41209,0,0,0,0,0,0,0,22,23,51,0,0,0,0,0,0,0,0,0,0,0,6,9,13,13,8,8,4,7,64,0,16,36,27,38,23,36,41,60,285
SAL41210,4,6,5,7,6,24,50,81,41,222,0,0,0,0,0,0,4,4,6,14,4,10,16,18,24,24,31,25,20,180,101,251,444,367,470,518,432,307,114,2999
SAL41211,0,0,5,9,10,27,57,64,23,198,0,0,0,0,7,4,0,0,0,8,9,11,22,27,15,32,22,24,0,172,81,164,254,272,322,377,340,180,45,2039
SAL41212,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,13,0,0,5,6,10,5,23,13,6,60
SAL41213,0,0,0,0,0,0,8,16,7,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,15,7,4,40,5,4,27,27,47,84,93,50,15,352
SAL41214,0,0,0,0,0,0,3,16,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,32,10,8,28,30,42,130,175,81,36,543
SAL41215,0,0,5,4,8,5,11,12,5,40,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,13,10,8,0,48,15,34,86,70,93,98,89,49,10,552
SAL41216,0,0,0,0,4,7,10,8,4,22,0,0,0,0,0,0,0,0,0,6,6,4,7,8,12,12,12,0,0,61,34,113,172,211,242,245,216,97,24,1356
SAL41217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL41218,0,0,0,0,0,0,4,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,3,0,17,0,0,7,10,23,31,55,19,0,159
SAL41219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,15
SAL41220,0,4,9,11,19,25,71,136,127,408,0,0,9,10,14,15,13,31,26,105,19,35,118,59,55,49,50,27,46,460,257,1110,2427,2134,1775,1688,1160,560,335,11457
SAL41221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,7,9,12,17,37,21,7,9,0,116
SAL41222,3,3,3,11,11,10,6,4,0,51,0,0,0,0,0,0,0,0,0,3,5,9,5,9,8,5,0,3,3,60,33,52,91,84,53,42,25,12,8,399
SAL41223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41224,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,4,0,31
SAL41225,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,20,0,0,36
SAL41226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41227,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,4,0,0,0,12,14,5,6,0,45
SAL41228,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,17,24,14,22,30,6,3,126
SAL41229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,7,0,0,0,23
SAL41230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,8,3,3,4,14,8,0,8,3,0,49
SAL41231,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,9,5,11,7,4,0,41
SAL41232,0,0,4,3,9,7,20,40,28,112,0,0,0,0,0,3,0,11,8,24,5,0,5,22,5,9,13,8,8,79,36,108,261,287,219,284,213,149,62,1612
SAL41233,0,0,0,0,3,9,22,25,12,75,0,0,0,0,0,0,0,0,0,0,5,3,18,17,11,14,28,18,5,123,29,43,123,97,136,216,241,129,34,1046
SAL41234,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,12,0,0,23
SAL41235,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,6,8,27,25,31,11,0,116
SAL41236,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,11,8,6,7,12,21,25,16,6,0,109
SAL41237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,7,20,4,5,0,62
SAL41238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,4,3,3,0,0,0,17
SAL41239,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,7,4,10,11,13,29,17,11,7,0,111
SAL41240,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,9,16,18,14,34,27,13,16,9,146
SAL41241,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,9,5,21,15,28,16,12,4,114
SAL41242,0,0,3,0,3,5,34,30,18,98,0,0,0,0,4,0,0,3,0,12,4,3,6,5,9,13,17,10,0,77,137,299,708,706,668,676,650,250,48,4151
SAL41243,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,9,17,14,16,10,3,0,68
SAL41244,0,0,0,0,0,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,15,8,28,17,21,11,0,103
SAL41245,0,0,0,0,0,0,0,7,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,3,6,5,9,7,6,9,13,24,79
